date,body,md_path,source_url,minutes_status,extraction
2024-10-08,Planning Commission,land_use/minutes/2024/2024-10-08_planning_commission.md,https://www.utah.gov/pmn/files/1197109.pdf,Approved,born-digital
2024-11-12,Planning Commission,land_use/minutes/2024/2024-11-12_planning_commission.md,https://www.utah.gov/pmn/files/1244079.pdf,Approved,born-digital
2024-12-10,Planning Commission,land_use/minutes/2024/2024-12-10_planning_commission.md,https://www.utah.gov/pmn/files/1244077.pdf,Approved,born-digital
2025-01-14,Planning Commission,land_use/minutes/2025/2025-01-14_planning_commission.md,https://www.utah.gov/pmn/files/1244071.pdf,Approved,born-digital
2025-02-11,Planning Commission,land_use/minutes/2025/2025-02-11_planning_commission.md,https://www.utah.gov/pmn/files/1244069.pdf,Approved,born-digital
2025-03-11,Planning Commission,land_use/minutes/2025/2025-03-11_planning_commission.md,https://www.utah.gov/pmn/files/1256127.pdf,Approved,born-digital
2025-04-08,Planning Commission,land_use/minutes/2025/2025-04-08_planning_commission.md,https://www.utah.gov/pmn/files/1271763.pdf,Approved,born-digital
2025-05-13,Planning Commission,land_use/minutes/2025/2025-05-13_planning_commission.md,https://www.utah.gov/pmn/files/1284131.pdf,Approved,born-digital
2025-06-10,Planning Commission,land_use/minutes/2025/2025-06-10_planning_commission.md,https://www.washco.utah.gov/forms/pdf/minutes/2025/M%202025-06-10%20PLAN.pdf,Approved,born-digital
2025-08-12,Planning Commission,land_use/minutes/2025/2025-08-12_planning_commission.md,https://www.utah.gov/pmn/files/1339577.pdf,Approved,born-digital
2025-09-09,Planning Commission,land_use/minutes/2025/2025-09-09_planning_commission.md,https://www.utah.gov/pmn/files/1339589.pdf,Approved,born-digital
2025-10-14,Planning Commission,land_use/minutes/2025/2025-10-14_planning_commission.md,https://www.utah.gov/pmn/files/1350119.pdf,Approved,born-digital
2025-11-13,Planning Commission,land_use/minutes/2025/2025-11-13_planning_commission.md,https://www.utah.gov/pmn/files/1363377.pdf,Approved,born-digital
2026-02-10,Planning Commission,land_use/minutes/2026/2026-02-10_planning_commission.md,https://www.utah.gov/pmn/files/1423057.pdf,Approved,born-digital
2026-03-10,Planning Commission,land_use/minutes/2026/2026-03-10_planning_commission.md,https://www.utah.gov/pmn/files/1423061.pdf,Approved,born-digital
2026-05-12,Planning Commission,land_use/minutes/2026/2026-05-12_planning_commission.md,https://www.utah.gov/pmn/files/1446073.pdf,Approved,born-digital
2026-06-09,Planning Commission,land_use/minutes/2026/2026-06-09_planning_commission.md,https://www.washco.utah.gov/forms/pdf/minutes/2026/M%202026-06-09%20PLAN.pdf,Approved,born-digital
