candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Joe Smolka,"Metro Township Council (founding, at-large)",2016,2016-12-01,Year-end summary (December),summary,0.00,50.00,0.00,0.00,0.00,,True,,0.00,,0.00,0,0,raw/2016_dec_joe-smolka.pdf,8b34985b,low,vision-transcribed(read-tool); totals-only(no itemization),
Kathryn Christensen,"Metro Township Council (founding, at-large)",2016,2016-12-01,Year-end summary (December),summary,50.00,50.00,0.00,0.00,50.00,,True,,0.00,,50.00,1,0,raw/2016_dec_kathryn-christensen.pdf,1f6fd226,low,vision-transcribed(read-tool); totals-only(no itemization),
Rick Raile,"Metro Township Council (founding, at-large)",2016,2016-12-01,Dissolution report (December),summary,50.00,50.00,0.00,0.00,,50.00,,True,,0.00,0.00,0,1,raw/2016_dec-dissolution_rick-raile.pdf,6e2f7310,low,vision-transcribed(read-tool); totals-only(no itemization),
Steve Hook,"Metro Township Council (founding, at-large)",2016,2016-12-01,Dissolution report (December),summary,50.00,50.00,0.00,0.00,,,,,,,0.00,0,0,raw/2016_dec-dissolution_steve-hook.pdf,f6f95f2a,low,vision-transcribed(read-tool); totals-only(no itemization); totals-only(no itemization),
Gary Bowen,Metro Township Council At-Large (2017 @LRG),2017,2017-11-01,Interim (November),interim,50.00,50.00,,,50.00,50.00,True,True,0.00,0.00,50.00,1,1,raw/2017_nov_gary-bowen.pdf,9d9263f3,medium,vision-transcribed(read-tool),
Joe Smolka,Metro Township Council At-Large (2017 @LRG),2017,2017-11-01,Interim (November),interim,50.00,50.00,0.00,0.00,50.00,50.00,True,True,0.00,0.00,50.00,1,1,raw/2017_nov_joe-smolka.pdf,f38061fd,medium,vision-transcribed(read-tool); superseded (cumulative snapshot; cycle total = latest report),
Gary Bowen,Metro Township Council At-Large (2017 @LRG),2017,2017-12-01,Year-end summary (December),summary,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2017_dec_gary-bowen.pdf,ca29ac73,medium,vision-transcribed(read-tool),
Joe Smolka,Metro Township Council At-Large (2017 @LRG),2017,2017-12-01,Year-end summary (December),summary,50.00,50.00,0.00,0.00,50.00,50.00,True,True,0.00,0.00,50.00,1,1,raw/2017_dec_joe-smolka.pdf,1625cf82,medium,vision-transcribed(read-tool),
Catherine Harris,Metro Township Council At-Large (2019 cycle),2019,2019-10-01,Interim (October),interim,0.00,50.00,0.00,-50.00,0.00,,True,,0.00,,0.00,0,0,raw/2019_oct_catherine-harris.pdf,da13fc4f,low,vision-transcribed(read-tool); totals-only(no itemization),
David Paul Brems,Metro Township Council At-Large (2019 cycle),2019,2019-10-01,Interim (October),interim,50.00,50.00,0.00,0.00,50.00,50.00,True,True,0.00,0.00,50.00,1,1,raw/2019_oct_david-paul-brems.pdf,b8a9dacc,medium,vision-transcribed(read-tool),
Jennifer Hawkes,Metro Township Council At-Large (2019 cycle),2019,2019-10-01,Interim (October),interim,0.00,50.00,0.00,-50.00,0.00,,True,,0.00,,0.00,0,0,raw/2019_oct_jennifer-hawkes.pdf,847afcfe,low,vision-transcribed(read-tool); totals-only(no itemization),
Tyler Tippets,Metro Township Council At-Large (2019 cycle),2019,2019-10-01,Interim (October),interim,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2019_oct_tyler-tippets.pdf,8f49c005,medium,vision-transcribed(read-tool),
Catherine Harris,Metro Township Council At-Large (2019 cycle),2019,2019-12-01,Year-end summary (December),summary,0.00,0.00,-50.00,-50.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2019_dec_catherine-harris.pdf,40ff7a91,medium,vision-transcribed(read-tool),
Tyler Tippets,Metro Township Council At-Large (2019 cycle),2019,2019-12-01,Year-end summary (December),summary,,,,,,,,,,,0.00,0,0,raw/2019_dec_tyler-tippets.pdf,b91302ff,low,vision-transcribed(read-tool),
Zachary Posner,"City of Emigration Canyon Council (2025, at-large)",2025,2025-08-01,Report Prior to Primary Election (Aug 5),interim,50.00,50.00,,,50.00,50.00,True,True,0.00,0.00,50.00,1,1,raw/city_electioninfo_zachary-posner.pdf,2fcee9b4,medium,vision-transcribed(read-tool),
Dillon Wheelock,"City of Emigration Canyon Council (2025, at-large)",2025,2025-08-05,Report Prior to Primary Election (Aug 5),interim,50.00,50.00,0.00,0.00,50.00,50.00,True,True,0.00,0.00,50.00,1,1,raw/city_electioninfo_dillon-wheelock.pdf,dca35c37,medium,vision-transcribed(read-tool),
Jacob Steed,"City of Emigration Canyon Council (2025, at-large)",2025,2025-08-05,Report Prior to Primary Election (Aug 5),interim,0.00,0.00,0.00,0.00,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/city_electioninfo_jacob-steed.pdf,b3f0f737,medium,vision-transcribed(read-tool),
Robert Pinon,"City of Emigration Canyon Council (2025, at-large)",2025,2025-08-05,Report Prior to Primary Election (Aug 5),interim,50.00,50.00,0.00,0.00,50.00,50.00,True,True,0.00,0.00,50.00,1,1,raw/city_electioninfo_robert-pinon.pdf,fbe3c5ba,high,"text-transcribed(born-digital layer, not vision)",
