application_id,app_key,body_id,name,rep_title
26,Council|s|minutes/2020/2020-03-16/2020-03-17_council-regular-meeting.md|5,1,,to approve Resolution 20-28
27,RDA|s|minutes/2020/2020-04-06/2020-04-07_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-04
28,RDA|s|minutes/2020/2020-04-06/2020-04-07_redevelopment-agency-meeting.md|3,4,,to approve Resolution 20-05
29,Council|s|minutes/2020/2020-05-04/2020-05-05_council-regular-meeting.md|4,1,,to approve application PUD-2-2019
30,MBA|s|minutes/2020/2020-05-04/2020-05-05_municipal-building-authority-meeting.md|2,2,,to approve Resolution 20-02
31,RDA|s|minutes/2020/2020-05-04/2020-05-05_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-06
32,Council|s|minutes/2020/2020-05-11/2020-05-12_council-regular-meeting.md|2,1,,to approve Ordinance 20-20
33,Council|s|minutes/2020/2020-05-11/2020-05-12_council-regular-meeting.md|3,1,,to approve Ordinance 20-21
34,Council|s|minutes/2020/2020-05-11/2020-05-12_council-regular-meeting.md|4,1,,to approve Resolution 20-53
35,Council|s|minutes/2020/2020-05-25/2020-05-26_council-regular-meeting.md|2,1,,to approve Ordinance 20-22
36,Council|s|minutes/2020/2020-05-25/2020-05-26_council-regular-meeting.md|6,1,,to approve application S-1-2019
37,Council|s|minutes/2020/2020-06-01/2020-06-02_council-regular-meeting.md|3,1,,to approve Ordinance 20-24
38,Council|s|minutes/2020/2020-06-01/2020-06-02_council-regular-meeting.md|4,1,,to approve Resolution 20-68
39,MBA|s|minutes/2020/2020-06-01/2020-06-02_municipal-building-authority-meeting.md|2,2,,to approve Resolution 20-03
40,MBA|s|minutes/2020/2020-06-01/2020-06-02_municipal-building-authority-meeting.md|3,2,,to approve Resolution 20-04
41,RDA|s|minutes/2020/2020-06-01/2020-06-02_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-07
42,RDA|s|minutes/2020/2020-06-01/2020-06-02_redevelopment-agency-meeting.md|3,4,,to approve Resolution 20-08
43,Council|s|minutes/2020/2020-06-08/2020-06-09_council-regular-meeting.md|2,1,,to approve Ordinance 20-25
44,RDA|s|minutes/2020/2020-06-15/2020-06-16_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-09
45,Council|s|minutes/2020/2020-07-13/2020-07-14_council-regular-meeting.md|2,1,,to deny Ordinance 20-27
46,Council|s|minutes/2020/2020-07-13/2020-07-14_council-regular-meeting.md|3,1,,to Deny Ordinance 20-28
47,Council|s|minutes/2020/2020-07-13/2020-07-14_council-regular-meeting.md|4,1,,to deny Resolution 20-109
48,RDA|s|minutes/2020/2020-08-10/2020-08-11_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-10
49,Council|s|minutes/2020/2020-08-17/2020-08-18_council-regular-meeting.md|2,1,,to approve Ordinance 20-29
50,Council|s|minutes/2020/2020-08-17/2020-08-18_council-regular-meeting.md|4,1,,to approve Ordinance 20-30
51,Council|s|minutes/2020/2020-08-17/2020-08-18_council-regular-meeting.md|5,1,,to approve Ordinance 20-31
52,Council|s|minutes/2020/2020-08-17/2020-08-18_council-regular-meeting.md|6,1,,"to approve Resolution 20-129, adding that a masonry wall shall be required on the southern border of the property next to the single family residential"
53,Council|s|minutes/2020/2020-08-17/2020-08-18_council-regular-meeting.md|7,1,,to approve Application SMI-4-2020
54,Council|s|minutes/2020/2020-08-24/2020-08-25_council-regular-meeting.md|3,1,,to approve Ordinance 20-33
55,Council|s|minutes/2020/2020-08-24/2020-08-25_council-regular-meeting.md|5,1,,to approve Ordinance 20-35
56,Council|s|minutes/2020/2020-08-24/2020-08-25_council-regular-meeting.md|9,1,,to continue Ordinance 20-29 until all Councilmembers are in attendance
57,RDA|s|minutes/2020/2020-08-24/2020-08-25_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-11
58,RDA|s|minutes/2020/2020-08-24/2020-08-25_redevelopment-agency-meeting.md|3,4,,to approve Resolution 20-12
59,Council|s|minutes/2020/2020-08-31/2020-09-01_council-regular-meeting.md|3,1,,to approve Ordinance 20-37
60,Council|s|minutes/2020/2020-08-31/2020-09-01_council-regular-meeting.md|6,1,,to approve Application SMI-2-2020
61,Council|s|minutes/2020/2020-08-31/2020-09-01_council-regular-meeting.md|7,1,,to approve Application SMI-3-2020
62,Council|s|minutes/2020/2020-08-31/2020-09-01_council-regular-meeting.md|9,1,,to approve Ordinance 20-29
63,Council|s|minutes/2020/2020-09-14/2020-09-15_council-regular-meeting.md|2,1,,to approve Ordinance 20-38
64,Council|s|minutes/2020/2020-09-14/2020-09-15_council-regular-meeting.md|3,1,,to approve Ordinance 20-39
65,Council|s|minutes/2020/2020-09-14/2020-09-15_council-regular-meeting.md|5,1,,to approve Ordinance 20-40
66,Council|s|minutes/2020/2020-10-05/2020-10-06_council-regular-meeting.md|3,1,,to approve Ordinance 20-42
67,Council|s|minutes/2020/2020-10-05/2020-10-06_council-regular-meeting.md|4,1,,to approve Resolution 20-150
68,Council|s|minutes/2020/2020-10-05/2020-10-06_council-regular-meeting.md|8,1,,to approve application SMI-7-2020
69,Council|s|minutes/2020/2020-10-05/2020-10-06_council-regular-meeting.md|9,1,,to approve application SMI-8-2020
70,RDA|s|minutes/2020/2020-10-05/2020-10-06_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-13
71,Council|s|minutes/2020/2020-10-12/2020-10-13_council-regular-meeting.md|2,1,,to approve Ordinance 20-43
72,Council|s|minutes/2020/2020-10-12/2020-10-13_council-regular-meeting.md|12,1,,to approve items on the Consent Agenda
73,RDA|s|minutes/2020/2020-10-12/2020-10-13_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-14
74,Council|s|minutes/2020/2020-10-19/2020-10-20_council-regular-meeting.md|3,1,,to deny Resolution 20-165
75,Council|s|minutes/2020/2020-10-26/2020-10-27_council-regular-meeting.md|5,1,,to approve Resolution 20-169
76,RDA|s|minutes/2020/2020-11-16/2020-11-17_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-15
77,Council|s|minutes/2020/2020-11-23/2020-11-24_council-regular-meeting.md|3,1,,to approve Ordinance 20-48
78,Council|s|minutes/2020/2020-11-23/2020-11-24_council-regular-meeting.md|6,1,,to approve Resolution 20-178
79,RDA|s|minutes/2020/2020-12-14/2020-12-15_redevelopment-agency-meeting.md|2,4,,to approve Resolution 20-16
80,Council|s|minutes/2021/2021-01-11/2021-01-12_council-regular-meeting.md|2,1,,to continue Ordinance 21-01 to 1/19/2021
81,Council|s|minutes/2021/2021-01-11/2021-01-12_council-regular-meeting.md|3,1,,to approve Ordinance 21-02
82,Council|s|minutes/2021/2021-01-11/2021-01-12_council-regular-meeting.md|4,1,,to approve Resolution 21-01
83,Council|s|minutes/2021/2021-01-18/2021-01-19_council-regular-meeting.md|2,1,,to approve Resolution 21-08
84,Council|s|minutes/2021/2021-01-18/2021-01-19_council-regular-meeting.md|4,1,,to approve Application SMI-11-2020
85,Council|s|minutes/2021/2021-01-18/2021-01-19_council-regular-meeting.md|5,1,,to approve Application SMI-12-2020
86,Council|s|minutes/2021/2021-01-18/2021-01-19_council-regular-meeting.md|6,1,,to approve Ordinance 21-01 with the requirement that the only 12 properties eligible are those that are vacant at this time
87,Council|s|minutes/2021/2021-02-08/2021-02-09_council-regular-meeting.md|3,1,,to approve Ordinance 21-05
88,Council|s|minutes/2021/2021-02-08/2021-02-09_council-regular-meeting.md|4,1,,to approve Ordinance 21-06
89,Council|s|minutes/2021/2021-02-08/2021-02-09_council-regular-meeting.md|6,1,,to approve Resolution 21-24
90,Council|s|minutes/2021/2021-02-22/2021-02-23_council-regular-meeting.md|2,1,,to approve Application S-1-2020
91,Council|s|minutes/2021/2021-02-22/2021-02-23_council-regular-meeting.md|3,1,,to approve Application SMI-9-2020
92,Council|s|minutes/2021/2021-03-01/2021-03-02_council-regular-meeting.md|2,1,,to approve Ordinance 21-08
93,Council|s|minutes/2021/2021-03-08/2021-03-09_council-regular-meeting.md|2,1,,to approve Ordinance 21-09
94,Council|s|minutes/2021/2021-03-08/2021-03-09_council-regular-meeting.md|3,1,,to approve Ordinance 21-10
95,Council|s|minutes/2021/2021-03-08/2021-03-09_council-regular-meeting.md|4,1,,to approve Resolution 21-35
96,RDA|s|minutes/2021/2021-03-15/2021-03-16_redevelopment-agency-meeting.md|2,4,,to approve Resolution 21-01
97,Council|s|minutes/2021/2021-03-22/2021-03-23_council-regular-meeting.md|4,1,,to approve PUD-1-2020
98,Council|s|minutes/2021/2021-03-22/2021-03-23_council-regular-meeting.md|5,1,,to approve SMI-10-2020
99,Council|s|minutes/2021/2021-04-05/2021-04-06_council-regular-meeting.md|4,1,,to approve Resolution 21-44
100,Council|s|minutes/2021/2021-04-05/2021-04-06_council-regular-meeting.md|5,1,,to approve Resolution 21-45
101,Council|s|minutes/2021/2021-04-12/2021-04-13_council-regular-meeting.md|2,1,,to approve Ordinance 21-13
102,Council|s|minutes/2021/2021-04-12/2021-04-13_council-regular-meeting.md|4,1,,to approve Ordinance 21-15
103,Council|s|minutes/2021/2021-04-12/2021-04-13_council-regular-meeting.md|5,1,,to approve Resolution 21-46
104,Council|s|minutes/2021/2021-04-12/2021-04-13_council-regular-meeting.md|6,1,,to approve Resolution 21-47
105,Council|s|minutes/2021/2021-04-12/2021-04-13_council-regular-meeting.md|9,1,,to approve Resolution 21-50
106,Council|s|minutes/2021/2021-04-12/2021-04-13_council-regular-meeting.md|11,1,,to approve Resolution 21-52
107,Council|s|minutes/2021/2021-04-19/2021-04-20_council-regular-meeting.md|2,1,,to approve Ordinance 21-16
108,Council|s|minutes/2021/2021-04-19/2021-04-20_council-regular-meeting.md|3,1,,to approve Ordinance 21-17
109,Council|s|minutes/2021/2021-04-26/2021-04-27_council-regular-meeting.md|2,1,,to approve Ordinance 21-19
110,Council|s|minutes/2021/2021-04-26/2021-04-27_council-regular-meeting.md|3,1,,to approve Ordinance 21-20
111,Council|s|minutes/2021/2021-04-26/2021-04-27_council-regular-meeting.md|4,1,,to approve Resolution 21-58
112,Council|s|minutes/2021/2021-04-26/2021-04-27_council-regular-meeting.md|6,1,,to approve Ordinance 21-22
113,Council|s|minutes/2021/2021-04-26/2021-04-27_council-regular-meeting.md|7,1,,to approve Resolution 21-59 subject to a minimum unit size of 1500 square feet with an overall project average of 1700 square feet
114,MBA|s|minutes/2021/2021-05-03/2021-05-04_municipal-building-authority-meeting.md|2,2,,to approve Resolution 21-01
115,RDA|s|minutes/2021/2021-05-03/2021-05-04_redevelopment-agency-meeting.md|2,4,,to approve Resolution 21-02
116,Council|s|minutes/2021/2021-05-10/2021-05-11_council-regular-meeting.md|4,1,,to continue Ordinance 21-24
117,Council|s|minutes/2021/2021-05-10/2021-05-11_council-regular-meeting.md|5,1,,to continue Resolution 21-66
118,Council|s|minutes/2021/2021-05-10/2021-05-11_council-regular-meeting.md|9,1,,to approve application SMI-1-2021
119,Council|s|minutes/2021/2021-05-17/2021-05-18_council-regular-meeting.md|7,1,,to approve Ordinance 21-24
120,Council|s|minutes/2021/2021-05-17/2021-05-18_council-regular-meeting.md|8,1,,to approve Resolution 21-66
121,RDA|s|minutes/2021/2021-05-17/2021-05-18_redevelopment-agency-meeting.md|2,4,,to approve Resolution 21-03
122,RDA|s|minutes/2021/2021-05-17/2021-05-18_redevelopment-agency-meeting.md|3,4,,to approve Resolution 21-04
123,Council|s|minutes/2021/2021-05-24/2021-05-25_council-regular-meeting.md|2,1,,to approve Resolution 21-79
124,Council|s|minutes/2021/2021-05-24/2021-05-25_council-regular-meeting.md|4,1,,to approve Resolution 21-81
125,Council|s|minutes/2021/2021-05-31/2021-06-01_council-regular-meeting.md|4,1,,to approve Ordinance 21-30- Option 2
126,Council|s|minutes/2021/2021-05-31/2021-06-01_council-regular-meeting.md|5,1,,to approve Ordinance 21-31-Option 2
127,MBA|s|minutes/2021/2021-05-31/2021-06-01_municipal-building-authority-meeting.md|2,2,,to approve Resolution 21-02
128,RDA|s|minutes/2021/2021-05-31/2021-06-01_redevelopment-agency-meeting.md|2,4,,to approve Resolution 21-05
129,RDA|s|minutes/2021/2021-05-31/2021-06-01_redevelopment-agency-meeting.md|3,4,,to approve Resolution 21-06
130,Council|s|minutes/2021/2021-06-07/2021-06-08_council-regular-meeting.md|4,1,,to approve Ordinance 21-32
131,Council|s|minutes/2021/2021-06-07/2021-06-08_council-regular-meeting.md|5,1,,to approve Ordinance 21-33
132,Council|s|minutes/2021/2021-06-07/2021-06-08_council-regular-meeting.md|6,1,,to approve Resolution 21-90
133,Council|s|minutes/2021/2021-06-07/2021-06-08_council-regular-meeting.md|7,1,,to deny Ordinance 21-34
134,Council|s|minutes/2021/2021-06-07/2021-06-08_council-regular-meeting.md|8,1,,to deny Ordinance 21-35
135,Council|s|minutes/2021/2021-06-07/2021-06-08_council-regular-meeting.md|9,1,,to approve Resolution 21-91
136,Council|s|minutes/2021/2021-06-21/2021-06-22_council-regular-meeting.md|3,1,,to approve Ordinance 21-37
137,Council|s|minutes/2021/2021-06-21/2021-06-22_council-regular-meeting.md|5,1,,to deny Ordinance 21-38
138,Council|s|minutes/2021/2021-06-21/2021-06-22_council-regular-meeting.md|6,1,,to approve Resolution 21-94
139,Council|s|minutes/2021/2021-06-21/2021-06-22_council-regular-meeting.md|8,1,,to approve application SMI-2-2021
140,Council|s|minutes/2021/2021-07-05/2021-07-06_council-regular-meeting.md|2,1,,to approve Ordinance 21-39
141,Council|s|minutes/2021/2021-07-05/2021-07-06_council-regular-meeting.md|3,1,,to approve Ordinance 21-40
142,Council|s|minutes/2021/2021-07-05/2021-07-06_council-regular-meeting.md|4,1,,to approve Resolution 21-109 with the addition of not allowing access onto Antelope Drive
143,RDA|s|minutes/2021/2021-07-05/2021-07-06_redevelopment-agency-meeting.md|2,4,,to approve Resolution 21-01
144,Council|s|minutes/2021/2021-07-12/2021-07-13_council-regular-meeting.md|2,1,,to continue Ordinance 21-43 to the August 10 Study Meeting and the August 17 Regular Meeting
145,Council|s|minutes/2021/2021-07-12/2021-07-13_council-regular-meeting.md|3,1,,to continue Ordinance 21-44 to the August 10 Study Meeting and the August 17 Regular Meeting
146,Council|s|minutes/2021/2021-07-12/2021-07-13_council-regular-meeting.md|4,1,,to continue Resolution 21-112 to the August 10 Study Meeting and the August 17 Regular Meeting
147,Council|s|minutes/2021/2021-07-12/2021-07-13_council-regular-meeting.md|5,1,,to approve Ordinance 21-45
148,Council|s|minutes/2021/2021-07-12/2021-07-13_council-regular-meeting.md|6,1,,to approve Ordinance 21-46
149,Council|s|minutes/2021/2021-07-19/2021-07-20_council-regular-meeting.md|2,1,,to approve Ordinance 21-47
150,Council|s|minutes/2021/2021-07-19/2021-07-20_council-regular-meeting.md|5,1,,to approve Resolution 21-126
151,Council|s|minutes/2021/2021-07-19/2021-07-20_council-regular-meeting.md|6,1,,to approve Resolution 21-129
152,Council|s|minutes/2021/2021-07-26/2021-07-27_council-regular-meeting.md|2,1,,to deny Ordinance 21-48
153,Council|s|minutes/2021/2021-07-26/2021-07-27_council-regular-meeting.md|3,1,,to deny Ordinance 21-49
154,Council|s|minutes/2021/2021-07-26/2021-07-27_council-regular-meeting.md|8,1,,to approve all items on the Consent Agenda
155,Council|s|minutes/2021/2021-08-09/2021-08-10_council-regular-meeting.md|3,1,,to approve all items on the Consent Agenda
156,Council|s|minutes/2021/2021-08-16/2021-08-17_council-regular-meeting.md|2,1,,to approve Ordinance 21-50
157,Council|s|minutes/2021/2021-08-16/2021-08-17_council-regular-meeting.md|7,1,,to approve Resolution 21-147
158,Council|s|minutes/2021/2021-08-16/2021-08-17_council-regular-meeting.md|9,1,,to approve all items on the Consent Agenda
159,Council|s|minutes/2021/2021-08-16/2021-08-17_council-regular-meeting.md|10,1,,to approve Ordinance 21-43
160,Council|s|minutes/2021/2021-08-16/2021-08-17_council-regular-meeting.md|11,1,,to approve Ordinance 21-44
161,Council|s|minutes/2021/2021-08-16/2021-08-17_council-regular-meeting.md|12,1,,to approve Resolution 21-112
162,RDA|s|minutes/2021/2021-08-16/2021-08-17_redevelopment-agency-meeting.md|2,4,,to approve Resolution 21-08
163,Council|s|minutes/2021/2021-08-23/2021-08-24_council-regular-meeting.md|2,1,,to deny Ordinance 21-51
164,Council|s|minutes/2021/2021-08-23/2021-08-24_council-regular-meeting.md|4,1,,"to continue Ordinance 21-52 to September 7, 2021"
165,Council|s|minutes/2021/2021-08-23/2021-08-24_council-regular-meeting.md|11,1,,to approve the item on the Consent Agenda
166,Council|s|minutes/2021/2021-09-06/2021-09-07_council-regular-meeting.md|3,1,,to approve Ordinance 21-54
167,Council|s|minutes/2021/2021-09-06/2021-09-07_council-regular-meeting.md|4,1,,to approve Resolution 21-160
168,Council|s|minutes/2021/2021-09-06/2021-09-07_council-regular-meeting.md|6,1,,to approve the item on the Consent Agenda
169,Council|s|minutes/2021/2021-09-06/2021-09-07_council-regular-meeting.md|7,1,,to deny Ordinance 21-51
170,Council|s|minutes/2021/2021-09-13/2021-09-14_council-regular-meeting.md|2,1,,to approve Ordinance 21-55
171,Council|s|minutes/2021/2021-09-13/2021-09-14_council-regular-meeting.md|3,1,,to approve Resolution 21-164
172,Council|s|minutes/2021/2021-09-13/2021-09-14_council-regular-meeting.md|6,1,,to approve Application SMI-3-2021
173,RDA|s|minutes/2021/2021-09-13/2021-09-14_redevelopment-agency-meeting.md|2,4,,to approve Resolution 21-09
174,Council|s|minutes/2021/2021-09-20/2021-09-21_council-regular-meeting.md|3,1,,to deny Ordinance 21-57
175,Council|s|minutes/2021/2021-09-20/2021-09-21_council-regular-meeting.md|4,1,,to deny Resolution 21-167
176,Council|s|minutes/2021/2021-09-20/2021-09-21_council-regular-meeting.md|5,1,,to approve Resolution 21-168
177,Council|s|minutes/2021/2021-09-27/2021-09-28_council-regular-meeting.md|6,1,,to approve the item on the Consent Agenda
178,Council|s|minutes/2021/2021-10-04/2021-10-05_council-regular-meeting.md|3,1,,to approve the item on the Consent Agenda
179,RDA|s|minutes/2021/2021-10-04/2021-10-05_redevelopment-agency-meeting.md|2,4,,to approve Resolution 21-10
180,Council|s|minutes/2021/2021-10-18/2021-10-19_council-regular-meeting.md|5,1,,to approve the items on the Consent Agenda
181,Council|s|minutes/2021/2021-11-08/2021-11-09_council-regular-meeting.md|2,1,,to approve Application SMI-5-2021
182,Council|s|minutes/2021/2021-11-15/2021-11-16_council-regular-meeting.md|2,1,,to approve Ordinance 21-62
183,Council|s|minutes/2021/2021-11-15/2021-11-16_council-regular-meeting.md|3,1,,to approve Resolution 21-185
184,Council|s|minutes/2021/2021-11-15/2021-11-16_council-regular-meeting.md|5,1,,to approve the items on the Consent Agenda
185,Council|s|minutes/2021/2021-11-22/2021-11-23_council-regular-meeting.md|2,1,,to approve Ordinance 21-63
186,Council|s|minutes/2021/2021-11-22/2021-11-23_council-regular-meeting.md|4,1,,"to continue Ordinance 21-64 to December 7, 2021"
187,Council|s|minutes/2021/2021-11-22/2021-11-23_council-regular-meeting.md|5,1,,"to continue Resolution 21-189 to December 7, 2021"
188,Council|s|minutes/2021/2021-11-22/2021-11-23_council-regular-meeting.md|6,1,,to approve Resolution 21-190
189,Council|s|minutes/2021/2021-11-22/2021-11-23_council-regular-meeting.md|7,1,,to approve Resolution 21-188
190,Council|s|minutes/2021/2021-12-06/2021-12-07_council-regular-meeting.md|2,1,,to approve Ordinance 21-65
191,Council|s|minutes/2021/2021-12-06/2021-12-07_council-regular-meeting.md|4,1,,"to continue Application GPZ-14-2021 (including Ordinance 21-63 and 21-64 and Resolution 21-189) to December 14, 2021"
192,Council|s|minutes/2021/2021-12-13/2021-12-14_council-regular-meeting.md|2,1,,to approve Ordinance 21-66
193,Council|s|minutes/2021/2021-12-13/2021-12-14_council-regular-meeting.md|3,1,,to approve Ordinance 21-67
194,Council|s|minutes/2021/2021-12-13/2021-12-14_council-regular-meeting.md|4,1,,"to approve Resolution 21-203 subject to requiring sidewalk, curb, and gutter along 5450 West, and if feasible along the inlet road of the subdivision"
195,Council|s|minutes/2021/2021-12-13/2021-12-14_council-regular-meeting.md|7,1,,to approve applications SMI-6-2021 through SMI-11-2021
196,Council|s|minutes/2021/2021-12-13/2021-12-14_council-regular-meeting.md|8,1,,to approve application PUD-6-2021
197,Council|s|minutes/2021/2021-12-13/2021-12-14_council-regular-meeting.md|10,1,,to approve Ordinance 21-63
198,Council|s|minutes/2021/2021-12-13/2021-12-14_council-regular-meeting.md|11,1,,to approve Ordinance 21-64
199,Council|s|minutes/2021/2021-12-13/2021-12-14_council-regular-meeting.md|12,1,,to approve Resolution 21-189
200,RDA|s|minutes/2021/2021-12-13/2021-12-14_redevelopment-agency-meeting.md|2,4,,to approve Resolutions 21-11 through 21-22
201,Council|s|minutes/2022/2022-01-10/2022-01-11_council-regular-meeting.md|5,1,,to approve Application PUD-4-2021
202,Council|s|minutes/2022/2022-01-24/2022-01-25_council-regular-meeting.md|2,1,,to approve Ordinance 22-01
203,Council|s|minutes/2022/2022-01-31/2022-02-01_council-regular-meeting.md|4,1,,to approve PUD-2-2021
204,Council|s|minutes/2022/2022-02-07/2022-02-08_council-regular-meeting.md|3,1,,to approve Ordinance 22-05
205,Council|s|minutes/2022/2022-02-07/2022-02-08_council-regular-meeting.md|9,1,,to approve Resolution 22-30
206,Council|s|minutes/2022/2022-02-07/2022-02-08_council-regular-meeting.md|10,1,,to approve application SMI-12-2021
207,Council|s|minutes/2022/2022-02-14/2022-02-15_council-regular-meeting.md|2,1,,to approve Ordinance 22-06
208,Council|s|minutes/2022/2022-02-14/2022-02-15_council-regular-meeting.md|3,1,,to approve Ordinance 22-07
209,Council|s|minutes/2022/2022-02-28/2022-03-01_council-regular-meeting.md|5,1,,to approve Resolution 22-45
210,Council|s|minutes/2022/2022-02-28/2022-03-01_council-regular-meeting.md|6,1,,to approve Resolution 22-46
211,Council|s|minutes/2022/2022-02-28/2022-03-01_council-regular-meeting.md|7,1,,to approve Application SD-1-2022
212,Council|s|minutes/2022/2022-03-14/2022-03-15_council-regular-meeting.md|3,1,,to approve the items on the Consent Agenda
213,Council|s|minutes/2022/2022-04-04/2022-04-05_council-regular-meeting.md|3,1,,to approve Ordinance 22-12
214,Council|s|minutes/2022/2022-04-11/2022-04-12_council-regular-meeting.md|3,1,,to deny Ordinance 22-14
215,Council|s|minutes/2022/2022-04-11/2022-04-12_council-regular-meeting.md|4,1,,to deny Resolution 22-62
216,Council|s|minutes/2022/2022-04-18/2022-04-19_council-regular-meeting.md|2,1,,to approve Ordinance 22-16
217,Council|s|minutes/2022/2022-04-18/2022-04-19_council-regular-meeting.md|3,1,,to approve Resolution 22-68
218,Council|s|minutes/2022/2022-04-18/2022-04-19_council-regular-meeting.md|7,1,,to approve Application S-1-2022
219,Council|s|minutes/2022/2022-04-18/2022-04-19_council-regular-meeting.md|8,1,,to approve Application SMI-1-2022
220,MBA|s|minutes/2022/2022-04-25/2022-04-26_municipal-building-authority-meeting.md|2,2,,to approve Resolution 22-01
221,Council|s|minutes/2022/2022-05-02/2022-05-03_council-regular-meeting.md|2,1,,to deny Ordinance 22-18
222,Council|s|minutes/2022/2022-05-02/2022-05-03_council-regular-meeting.md|3,1,,to deny Ordinance 22-19
223,MBA|s|minutes/2022/2022-05-02/2022-05-03_municipal-building-authority-meeting.md|2,2,,to approve Resolution 22-02
224,RDA|s|minutes/2022/2022-05-02/2022-05-03_redevelopment-agency-meeting.md|2,4,,to approve Resolution 22-01
225,Council|s|minutes/2022/2022-05-09/2022-05-10_council-regular-meeting.md|4,1,,"to continue Ordinance 22-17 to May 24, 2022"
226,MBA|s|minutes/2022/2022-05-16/2022-05-17_municipal-building-authority-meeting.md|2,2,,to add a public comment period to the agenda with the same rules that would apply in a Regular City Council meeting
227,Council|s|minutes/2022/2022-05-23/2022-05-24_council-regular-meeting.md|4,1,,to approve Ordinance 22-21
228,Council|s|minutes/2022/2022-05-23/2022-05-24_council-regular-meeting.md|10,1,,to approve Application S-3-2021
229,Council|s|minutes/2022/2022-05-23/2022-05-24_council-regular-meeting.md|11,1,,to approve Ordinance 22-17
230,Council|s|minutes/2022/2022-05-23/2022-05-24_council-regular-meeting.md|13,1,,to deny Ordinance 22-17
231,Council|s|minutes/2022/2022-06-06/2022-06-07_council-regular-meeting.md|3,1,,to approve Ordinance 22-24
232,MBA|s|minutes/2022/2022-06-06/2022-06-07_municipal-building-authority-meeting.md|2,2,,to approve Resolution 22-03
233,MBA|s|minutes/2022/2022-06-06/2022-06-07_municipal-building-authority-meeting.md|3,2,,to approve Resolution 22-04
