ordinance_no,s3_key,source_url,size_bytes,stored_locally
17-23,millcreek/ordinances/documents/ord-17-23-repealing-md-1-zone.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ord-17-23-repealing-md-1-zone.pdf,6119514,yes
17-24,millcreek/orddoc/documents/ORD 17-24.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-24.pdf,2634743,yes
17-25,millcreek/orddoc/documents/ORD 17-25.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-25.pdf,400724,yes
17-26,millcreek/ordinances/documents/ord-17-26-adding-definitions.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ord-17-26-adding-definitions.pdf,1438673,yes
17-27,millcreek/orddoc/documents/ORD 17-27.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-27.pdf,561503,yes
17-28,millcreek/ordinances/documents/ord-17-28-adopting-budget-2017-18.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ord-17-28-adopting-budget-2017-18.pdf,702637,yes
17-29,millcreek/ordinances/documents/ord-17-29-fcoz-revision.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ord-17-29-fcoz-revision.pdf,3250972,yes
17-30,millcreek/ordinances/documents/ord-17-30-conditional-uses.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ord-17-30-conditional-uses.pdf,1471046,yes
17-31,millcreek/orddoc/documents/ORD 17-31.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-31.pdf,763123,yes
17-32,millcreek/orddoc/documents/ORD 17-32.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-32.pdf,2708236,yes
17-33,millcreek/orddoc/documents/ORD 17-33.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-33.pdf,5378699,yes
17-34,millcreek/orddoc/documents/ORD 17-34.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-34.pdf,3243693,yes
17-35,millcreek/orddoc/documents/ORD 17-35.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-35.pdf,3438928,yes
17-36,millcreek/orddoc/documents/ORD 17-36.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-36.pdf,454471,yes
17-37,millcreek/orddoc/documents/ORD 17-37.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-37.pdf,507573,yes
17-38,millcreek/orddoc/documents/ORD 17-38.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-38.pdf,677591,yes
17-39,millcreek/ordinances/documents/ord-17-39-adding-new-roadway-standards.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ord-17-39-adding-new-roadway-standards.pdf,2640503,yes
17-40,millcreek/orddoc/documents/ORD 17-40.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-40.pdf,734276,yes
17-41,millcreek/orddoc/documents/ORD 17-41.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-41.pdf,6195624,yes
17-42,millcreek/orddoc/documents/ORD 17-42.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-42.pdf,470771,yes
17-43,millcreek/orddoc/documents/ORD 17-43.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-43.pdf,244076,yes
17-44,millcreek/orddoc/documents/ORD 17-44.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-44.pdf,5480219,yes
17-45,millcreek/orddoc/documents/ORD 17-45.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-45.pdf,179503,yes
17-46,millcreek/ordinances/documents/ORD 17-46.PDF,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2017-46.PDF,590667,yes
17-47,millcreek/orddoc/documents/ORD 17-47.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-47.pdf,175716,yes
17-48,millcreek/orddoc/documents/ORD 17-48.PDF,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-48.PDF,1092391,yes
17-49,millcreek/orddoc/documents/ORD 17-49.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-49.pdf,486826,yes
17-50,millcreek/orddoc/documents/ORD 17-50.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-50.pdf,523154,yes
17-51,millcreek/orddoc/documents/ORD 17-51.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-51.pdf,630398,yes
17-52,millcreek/orddoc/documents/ORD 17-52.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-52.pdf,2001947,yes
17-53,millcreek/orddoc/documents/ORD 17-53.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-53.pdf,548669,yes
17-54,millcreek/orddoc/documents/ORD 17-54.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-54.pdf,3299787,yes
17-55,millcreek/orddoc/documents/ORD 17-55.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-55.pdf,520576,yes
17-56,millcreek/orddoc/documents/ORD 17-56.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2017-56.pdf,4450425,yes
17-99,millcreek/ordinances/pdf/Ord_2017-99.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/pdf/Ord_2017-99.pdf,46668,yes
18-01,millcreek/ordinances/documents/ORD 18-01.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-01.pdf,576303,yes
18-02,millcreek/ordinances/documents/ORD 18-02.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-02.pdf,458006,yes
18-03,millcreek/orddoc/documents/ORD 18-03.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-03.pdf,451506,yes
18-04,millcreek/orddoc/documents/ORD 18-04.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-04.pdf,5451365,yes
18-05,millcreek/orddoc/documents/ORD 18-05.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-05.pdf,670342,yes
18-06,millcreek/orddoc/documents/ORD 18-06.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-06.pdf,789705,yes
18-07,millcreek/orddoc/documents/ORD 18-07.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-07.pdf,689805,yes
18-08,millcreek/orddoc/documents/ORD 18-08.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-08.pdf,4405681,yes
18-09,millcreek/ordinances/documents/ORD 18-09.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-09.pdf,4010760,yes
18-10,millcreek/orddoc/documents/Ord 18-10.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/Ord%2018-10.pdf,411641,yes
18-11,millcreek/orddoc/documents/ORD 18-11.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-11.pdf,1600524,yes
18-12,millcreek/orddoc/documents/ORD 18-12.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-12.pdf,725930,yes
18-13,millcreek/orddoc/documents/ORD 18-13.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-13.pdf,2467641,yes
18-14,millcreek/orddoc/documents/ORD 18-14.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-14.pdf,741994,yes
18-15,millcreek/orddoc/documents/ORD 18-15.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-15.pdf,3961442,yes
18-16,millcreek/orddoc/documents/ORD 18-16.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-16.pdf,3533478,yes
18-17,millcreek/ordinances/documents/ORD 18-17.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-17.pdf,590493,yes
18-18,millcreek/orddoc/documents/ORD 18-18.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-18.pdf,694854,yes
18-19,millcreek/orddoc/documents/ORD 18-19.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-19.pdf,687103,yes
18-20,millcreek/ordinances/documents/ORD 18-20.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-20.pdf,1309880,yes
18-21,millcreek/orddoc/documents/ORD 18-21.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-21.pdf,3504510,yes
18-22,millcreek/orddoc/documents/ORD 18-22.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-22.pdf,916118,yes
18-23,millcreek/orddoc/documents/ORD 18-23.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-23.pdf,817320,yes
18-24,millcreek/orddoc/documents/ORD 18-24.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-24.pdf,2037442,yes
18-25,millcreek/ordinances/documents/ORD 18-25.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-25.pdf,2589229,yes
18-26,millcreek/orddoc/documents/ORD 18-26.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-26.pdf,1192184,yes
18-27,millcreek/orddoc/documents/ORD 18-27.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-27.pdf,1384394,yes
18-28,millcreek/ordinances2/documents/ORD 18-28.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances2/documents/ORD%2018-28.pdf,9651531,no
18-31,millcreek/orddoc/documents/ORD 18-31.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-31.pdf,845683,yes
18-32,millcreek/orddoc/documents/ORD 18-32.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-32.pdf,3074532,yes
18-33,millcreek/orddoc/documents/ORD 18-33.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-33.pdf,4044074,yes
18-34,millcreek/ordinances/documents/ORD 18-34.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-34.pdf,552494,yes
18-35,millcreek/ordinances/documents/ORD 18-35.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-35.pdf,884818,yes
18-36,millcreek/orddoc/documents/ORD 18-36.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-36.pdf,1598975,yes
18-37,millcreek/orddoc/documents/ORD 18-37.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-37.pdf,2042691,yes
18-38,millcreek/orddoc/documents/ORD 18-38.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-38.pdf,744319,yes
18-39,millcreek/orddoc/documents/ORD 18-39.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-39.pdf,2027418,yes
18-40,millcreek/ordinances/documents/ORD 18-40.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-40.pdf,357156,yes
18-41,millcreek/ordinances/documents/ORD 18-41.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-41.pdf,661929,yes
18-42,millcreek/orddoc/documents/ORD 18-42.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-42.pdf,1043226,yes
18-43,millcreek/ordinances/documents/ORD 18-43.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-43.pdf,619565,yes
18-44,millcreek/ordinances/documents/ORD 18-44.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-44.pdf,4567722,yes
18-45,millcreek/ordinances/documents/ORD 18-45.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-45.pdf,485148,yes
18-46,millcreek/ordinances/documents/ORD 18-46.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-46.pdf,1009206,yes
18-47,millcreek/orddoc/documents/ORD 18-47.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-47.pdf,741018,yes
18-48,millcreek/orddoc/documents/ORD 18-48.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-48.pdf,814714,yes
18-49,millcreek/orddoc/documents/ORD 18-49.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-49.pdf,4167440,yes
18-50,millcreek/ordinances/documents/ORD 18-50.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-50.pdf,1275113,yes
18-51,millcreek/ordinances/documents/1600116878_ORD 18-51.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/1600116878_ORD%2018-51.pdf,592143,yes
18-52,millcreek/orddoc/documents/ORD 18-52.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-52.pdf,2083866,yes
18-53,millcreek/ordinances/documents/ORD 18-53.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-53.pdf,1509594,yes
18-54,millcreek/orddoc/documents/ORD 18-54.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-54.pdf,841917,yes
18-55,millcreek/orddoc/documents/ORD 18-55.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-55.pdf,947605,yes
18-56,millcreek/orddoc/documents/ORD 18-56.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-56.pdf,811426,yes
18-57,millcreek/orddoc/documents/ORD 18-57.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-57.pdf,3000158,yes
18-58,millcreek/orddoc/documents/ORD 18-58.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-58.pdf,295673,yes
18-59,millcreek/ordinances/documents/ORD 18-59.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-59.pdf,479450,yes
18-60,millcreek/ordinances/documents/ORD 18-60.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-60.pdf,2674701,yes
18-61,millcreek/orddoc/documents/ORD 18-61.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-61.pdf,4068186,yes
18-62,millcreek/orddoc/documents/ORD 18.62.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018.62.pdf,2172979,yes
18-63,millcreek/orddoc/documents/ORD 18-63.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-63.pdf,14545477,no
18-64,millcreek/ordinances/documents/ORD 18-64.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-64.pdf,626793,yes
18-65,millcreek/orddoc/documents/ORD 18-65.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-65.pdf,553977,yes
18-66,millcreek/ordinances2/documents/ORD 18-66.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances2/documents/ORD%2018-66.pdf,4274551,yes
18-68,millcreek/ordinances/documents/ORD 18-68.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-68.pdf,453504,yes
18-69,millcreek/orddoc/documents/ORD 18-69.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-69.pdf,1155581,yes
18-70,millcreek/orddoc/documents/ORD 18-70.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-70.pdf,2378535,yes
18-71,millcreek/orddoc/documents/ORD 18-71.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-71.pdf,1336696,yes
18-72,millcreek/orddoc/documents/ORD 18-72.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-72.pdf,879395,yes
18-73,millcreek/orddoc/documents/ORD 18-73.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-73.pdf,738981,yes
18-74,millcreek/orddoc/documents/ORD 18-74.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2018-74.pdf,779786,yes
18-75,millcreek/ordinances/documents/ORD 18-75.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2018-75.pdf,3019513,yes
19-01,millcreek/orddoc/documents/ORD 19-01.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-01.pdf,566888,yes
19-02,millcreek/ordinances/documents/ORD 19-02.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2019-02.pdf,539380,yes
19-03,millcreek/orddoc/documents/ORD 19-03.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-03.pdf,3679798,yes
19-04,millcreek/ordinances/documents/ORD 19-04.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2019-04.pdf,496917,yes
19-05,millcreek/ordinances/documents/ORD 19-05.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/ordinances/documents/ORD%2019-05.pdf,648082,yes
19-06,millcreek/orddoc/documents/ORD 19-06.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-06.pdf,739667,yes
19-07,millcreek/orddoc/documents/ORD 19-07.pdf,https://s3.us-west-2.amazonaws.com/municipalcodeonline.com-new/millcreek/orddoc/documents/ORD%2019-07.pdf,551019,yes
