date,body,meeting_type,packet_kind,title,source,pmn_body,source_url,notice_url,ext,raw_rel,raw_name
2018-12-19,Council,,supporting_docs,Copperton Public Notice - 2019 Budget and Cemetery Fees (2018-12-7).docx,pmn,5831,https://www.utah.gov/pmn/files/451023.docx,https://www.utah.gov/pmn/sitemap/notice/503179.html,docx,raw/2018-12-19/Copperton_Public_Notice_-_2019_Budget_and_Cemetery_Fees_2018-12-7.docx,Copperton_Public_Notice_-_2019_Budget_and_Cemetery_Fees_2018-12-7.docx
2018-12-19,Council,,supporting_docs,Proposed Alternative Fee Schedule (2018-12-7) FINAL.docx,pmn,5831,https://www.utah.gov/pmn/files/451025.docx,https://www.utah.gov/pmn/sitemap/notice/503179.html,docx,raw/2018-12-19/Proposed_Alternative_Fee_Schedule_2018-12-7_FINAL.docx,Proposed_Alternative_Fee_Schedule_2018-12-7_FINAL.docx
2019-01-15,PlanningCommission,,full_packet,190115_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/files/457315.pdf,https://www.utah.gov/pmn/sitemap/notice/507779.html,pdf,raw/2019-01-15/190115_CoppertonPC_Packet.pdf,190115_CoppertonPC_Packet.pdf
2019-02-12,PlanningCommission,,full_packet,190212_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/files/464839.pdf,https://www.utah.gov/pmn/sitemap/notice/512933.html,pdf,raw/2019-02-12/190212_CoppertonPC_Packet.pdf,190212_CoppertonPC_Packet.pdf
2019-02-20,Council,,supporting_docs,02-20-19.pdf,pmn,5831,https://www.utah.gov/pmn/files/469095.pdf,https://www.utah.gov/pmn/sitemap/notice/516615.html,pdf,raw/2019-02-20/02-20-19.pdf,02-20-19.pdf
2019-03-12,PlanningCommission,,full_packet,190312_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/files/474945.pdf,https://www.utah.gov/pmn/sitemap/notice/518869.html,pdf,raw/2019-03-12/190312_CoppertonPC_Packet.pdf,190312_CoppertonPC_Packet.pdf
2019-04-09,PlanningCommission,,full_packet,190409_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/files/482635.pdf,https://www.utah.gov/pmn/sitemap/notice/525017.html,pdf,raw/2019-04-09/190409_CoppertonPC_Packet.pdf,190409_CoppertonPC_Packet.pdf
2019-04-23,Council,,supporting_docs,2019 Metro Township Candidate Filing Notice COPPERTON - Ut Public Notice Website.docx,pmn,5831,https://www.utah.gov/pmn/files/488505.docx,https://www.utah.gov/pmn/sitemap/notice/529741.html,docx,raw/2019-04-23/2019_Metro_Township_Candidate_Filing_Notice_COPPERTON_-_Ut_Public_Notice_Website.docx,2019_Metro_Township_Candidate_Filing_Notice_COPPERTON_-_Ut_Public_Notice_Website.docx
2019-04-25,PlanningCommission,,supporting_docs,190425_Land Use Legal Training.pdf,pmn,1560,https://www.utah.gov/pmn/files/488321.pdf,https://www.utah.gov/pmn/sitemap/notice/529579.html,pdf,raw/2019-04-25/190425_Land_Use_Legal_Training.pdf,190425_Land_Use_Legal_Training.pdf
2019-05-14,PlanningCommission,,full_packet,190514_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/files/491721.pdf,https://www.utah.gov/pmn/sitemap/notice/531253.html,pdf,raw/2019-05-14/190514_CoppertonPC_Packet.pdf,190514_CoppertonPC_Packet.pdf
2019-06-01,PlanningCommission,,supporting_docs,Notice of Intent to Prepare Copperton General Plan.pdf,pmn,1560,https://www.utah.gov/pmn/files/497421.pdf,https://www.utah.gov/pmn/sitemap/notice/536237.html,pdf,raw/2019-06-01/Notice_of_Intent_to_Prepare_Copperton_General_Plan.pdf,Notice_of_Intent_to_Prepare_Copperton_General_Plan.pdf
2019-06-11,PlanningCommission,,full_packet,190611_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/files/500829.pdf,https://www.utah.gov/pmn/sitemap/notice/537367.html,pdf,raw/2019-06-11/190611_CoppertonPC_Packet.pdf,190611_CoppertonPC_Packet.pdf
2019-06-26,PlanningCommission,,agenda_packet,190626_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/507445.pdf,https://www.utah.gov/pmn/sitemap/notice/543467.html,pdf,raw/2019-06-26/190626_CoppertonGPSC_Agenda.pdf,190626_CoppertonGPSC_Agenda.pdf
2019-07-09,PlanningCommission,,full_packet,190709_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/files/509371.pdf,https://www.utah.gov/pmn/sitemap/notice/544575.html,pdf,raw/2019-07-09/190709_CoppertonPC_Packet.pdf,190709_CoppertonPC_Packet.pdf
2019-08-13,PlanningCommission,,agenda_packet,190813_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/517599.pdf,https://www.utah.gov/pmn/sitemap/notice/550135.html,pdf,raw/2019-08-13/190813_CoppertonGPSC_Agenda.pdf,190813_CoppertonGPSC_Agenda.pdf
2019-09-10,PlanningCommission,,agenda_packet,190910_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/526271.pdf,https://www.utah.gov/pmn/sitemap/notice/555823.html,pdf,raw/2019-09-10/190910_CoppertonGPSC_Agenda.pdf,190910_CoppertonGPSC_Agenda.pdf
2019-09-30,Council,,supporting_docs,Addressing_17Sept19 FINAL 4820-6266-4870 v.2.pdf,pmn,5831,https://www.utah.gov/pmn/files/534455.pdf,https://www.utah.gov/pmn/sitemap/notice/561095.html,pdf,raw/2019-09-30/Addressing_17Sept19_FINAL_4820-6266-4870_v.2.pdf,Addressing_17Sept19_FINAL_4820-6266-4870_v.2.pdf
2019-09-30,Council,,supporting_docs,CO067-001 - Ordinance Amending Bingham Cemetery Board (9-13-2019) 4845-6137-6933 v.1 4821-6721-7317 v.1.docx,pmn,5831,https://www.utah.gov/pmn/files/534457.docx,https://www.utah.gov/pmn/sitemap/notice/561095.html,docx,raw/2019-09-30/CO067-001_-_Ordinance_Amending_Bingham_Cemetery_Board_9-13-2019_4845-6137-6933_v.1_4821-6721-7317_v.1.docx,CO067-001_-_Ordinance_Amending_Bingham_Cemetery_Board_9-13-2019_4845-6137-6933_v.1_4821-6721-7317_v.1.docx
2019-09-30,Council,,supporting_docs,CO067-001 - Resolution Enacting Cemetery Board Per Diem (9-27-2019) 4813-1531-3573 v.1 4848-4744-3365 v.1.docx,pmn,5831,https://www.utah.gov/pmn/files/534459.docx,https://www.utah.gov/pmn/sitemap/notice/561095.html,docx,raw/2019-09-30/CO067-001_-_Resolution_Enacting_Cemetery_Board_Per_Diem_9-27-2019_4813-1531-3573_v.1_4848-4744-3365_v.1.docx,CO067-001_-_Resolution_Enacting_Cemetery_Board_Per_Diem_9-27-2019_4813-1531-3573_v.1_4848-4744-3365_v.1.docx
2019-10-08,PlanningCommission,,full_packet,191008_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/files/536391.pdf,https://www.utah.gov/pmn/sitemap/notice/560613.html,pdf,raw/2019-10-08/191008_CoppertonPC_Packet.pdf,191008_CoppertonPC_Packet.pdf
2019-11-12,PlanningCommission,,agenda_packet,191112_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/545021.pdf,https://www.utah.gov/pmn/sitemap/notice/567915.html,pdf,raw/2019-11-12/191112_CoppertonGPSC_Agenda.pdf,191112_CoppertonGPSC_Agenda.pdf
2019-11-19,Council,,supporting_docs,CO067-001 - Ordinance Amendment Planning Commission Requirements (10-14-2019) 4845-6137-6933 v.1.pdf,pmn,5831,https://www.utah.gov/pmn/files/550085.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/CO067-001_-_Ordinance_Amendment_Planning_Commission_Requirements_10-14-2019_4845-6137-6933_v.1.pdf,CO067-001_-_Ordinance_Amendment_Planning_Commission_Requirements_10-14-2019_4845-6137-6933_v.1.pdf
2019-11-19,Council,,supporting_docs,CO067-001 - Resolution Declaring Intent to Participate in the Community Renewable Energy Act (10-30-2019).pdf,pmn,5831,https://www.utah.gov/pmn/files/550087.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/CO067-001_-_Resolution_Declaring_Intent_to_Participate_in_the_Community_Renewable_Energy_Act_10-30-2019.pdf,CO067-001_-_Resolution_Declaring_Intent_to_Participate_in_the_Community_Renewable_Energy_Act_10-30-2019.pdf
2019-11-19,Council,,supporting_docs,CO067-001 - Resolution Enacting Planning Commission Per Diem (9-13-2019) 4813-1531-3573 v.1.pdf,pmn,5831,https://www.utah.gov/pmn/files/550089.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/CO067-001_-_Resolution_Enacting_Planning_Commission_Per_Diem_9-13-2019_4813-1531-3573_v.1.pdf,CO067-001_-_Resolution_Enacting_Planning_Commission_Per_Diem_9-13-2019_4813-1531-3573_v.1.pdf
2019-11-19,Council,,supporting_docs,CO067-001 - Resolution Enacting Planning Commission Rules of Order and Procedure (10-14-2019) - PLANNING COMMISSION APPROVED - 4843-8567-5685 v.1.pdf,pmn,5831,https://www.utah.gov/pmn/files/550091.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/CO067-001_-_Resolution_Enacting_Planning_Commission_Rules_of_Order_and_Procedure_10-14-2019_-_PLANNING_COMMISS.pdf,CO067-001_-_Resolution_Enacting_Planning_Commission_Rules_of_Order_and_Procedure_10-14-2019_-_PLANNING_COMMISS.pdf
2019-11-19,Council,,supporting_docs,Draft Emergency Management Services for Municipality Agreement (11-15-2019) v2 4812-3787-0509 v.1.pdf,pmn,5831,https://www.utah.gov/pmn/files/550093.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/Draft_Emergency_Management_Services_for_Municipality_Agreement_11-15-2019_v2_4812-3787-0509_v.1.pdf,Draft_Emergency_Management_Services_for_Municipality_Agreement_11-15-2019_v2_4812-3787-0509_v.1.pdf
2019-11-19,Council,,supporting_docs,Draft Revised and Restated Interlocal Agreement Creating Unified Fire Authority - Discussion Draft v10 Redline.pdf,pmn,5831,https://www.utah.gov/pmn/files/550095.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/Draft_Revised_and_Restated_Interlocal_Agreement_Creating_Unified_Fire_Authority_-_Discussion_Draft_v10_Redline.pdf,Draft_Revised_and_Restated_Interlocal_Agreement_Creating_Unified_Fire_Authority_-_Discussion_Draft_v10_Redline.pdf
2019-11-19,Council,,supporting_docs,Hemp and Cannabinoid Act.pdf,pmn,5831,https://www.utah.gov/pmn/files/550097.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/Hemp_and_Cannabinoid_Act.pdf,Hemp_and_Cannabinoid_Act.pdf
2019-11-19,Council,,agenda_packet,Metro Township Council Agenda 11-19-19.pdf,pmn,5831,https://www.utah.gov/pmn/files/550099.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/Metro_Township_Council_Agenda_11-19-19.pdf,Metro_Township_Council_Agenda_11-19-19.pdf
2019-11-19,Council,,supporting_docs,RFP Copperton Metro Township Arbor Park Master Plan 9-13-2019 CO067-001 4834-3821-9941 v.1.pdf,pmn,5831,https://www.utah.gov/pmn/files/550101.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/RFP_Copperton_Metro_Township_Arbor_Park_Master_Plan_9-13-2019_CO067-001_4834-3821-9941_v.1.pdf,RFP_Copperton_Metro_Township_Arbor_Park_Master_Plan_9-13-2019_CO067-001_4834-3821-9941_v.1.pdf
2019-11-19,Council,,supporting_docs,Utah Cannabis Zoning Overview.pdf,pmn,5831,https://www.utah.gov/pmn/files/550103.pdf,https://www.utah.gov/pmn/sitemap/notice/571403.html,pdf,raw/2019-11-19/Utah_Cannabis_Zoning_Overview.pdf,Utah_Cannabis_Zoning_Overview.pdf
2019-12-10,PlanningCommission,,agenda_packet,191210_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/554177.pdf,https://www.utah.gov/pmn/sitemap/notice/574447.html,pdf,raw/2019-12-10/191210_CoppertonGPSC_Agenda.pdf,191210_CoppertonGPSC_Agenda.pdf
2019-12-18,Council,,full_packet,Regular Meeting Packet for 12-18-2019.pdf,pmn,5831,https://www.utah.gov/pmn/files/558947.pdf,https://www.utah.gov/pmn/sitemap/notice/577295.html,pdf,raw/2019-12-18/Regular_Meeting_Packet_for_12-18-2019.pdf,Regular_Meeting_Packet_for_12-18-2019.pdf
2019-12-20,Council,,supporting_docs,2020 Budget Resolution (12-12-2019).pdf,pmn,5831,https://www.utah.gov/pmn/files/557583.pdf,https://www.utah.gov/pmn/sitemap/notice/576465.html,pdf,raw/2019-12-20/2020_Budget_Resolution_12-12-2019.pdf,2020_Budget_Resolution_12-12-2019.pdf
2019-12-20,Council,,supporting_docs,Copperton Budget DOCUMENT 2020.docx,pmn,5831,https://www.utah.gov/pmn/files/557677.docx,https://www.utah.gov/pmn/sitemap/notice/576465.html,docx,raw/2019-12-20/Copperton_Budget_DOCUMENT_2020.docx,Copperton_Budget_DOCUMENT_2020.docx
2019-12-20,Council,,agenda_packet,Copperton Metro Township Council Public Hearing Agenda 12-12-19.pdf,pmn,5831,https://www.utah.gov/pmn/files/557667.pdf,https://www.utah.gov/pmn/sitemap/notice/576465.html,pdf,raw/2019-12-20/Copperton_Metro_Township_Council_Public_Hearing_Agenda_12-12-19.pdf,Copperton_Metro_Township_Council_Public_Hearing_Agenda_12-12-19.pdf
2019-12-20,Council,,supporting_docs,Copperton Public Notice for 2020 Budget Hearing (12-12-2019).pdf,pmn,5831,https://www.utah.gov/pmn/files/557669.pdf,https://www.utah.gov/pmn/sitemap/notice/576465.html,pdf,raw/2019-12-20/Copperton_Public_Notice_for_2020_Budget_Hearing_12-12-2019.pdf,Copperton_Public_Notice_for_2020_Budget_Hearing_12-12-2019.pdf
2020-01-14,PlanningCommission,,full_packet,200114_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/files/563711.pdf,https://www.utah.gov/pmn/sitemap/notice/580229.html,pdf,raw/2020-01-14/200114_CoppertonPC_Packet.pdf,200114_CoppertonPC_Packet.pdf
2020-01-15,Council,,supporting_docs,2020 Meeting Schedule.pdf,pmn,5831,https://www.utah.gov/pmn/files/565179.pdf,https://www.utah.gov/pmn/sitemap/notice/582239.html,pdf,raw/2020-01-15/2020_Meeting_Schedule.pdf,2020_Meeting_Schedule.pdf
2020-01-15,Council,,supporting_docs,Copperton Title 1.pdf,pmn,5831,https://www.utah.gov/pmn/files/565181.pdf,https://www.utah.gov/pmn/sitemap/notice/582239.html,pdf,raw/2020-01-15/Copperton_Title_1.pdf,Copperton_Title_1.pdf
2020-01-15,Council,,agenda_packet,Metro Township Council Agenda January 2020.pdf,pmn,5831,https://www.utah.gov/pmn/files/565183.pdf,https://www.utah.gov/pmn/sitemap/notice/582239.html,pdf,raw/2020-01-15/Metro_Township_Council_Agenda_January_2020.pdf,Metro_Township_Council_Agenda_January_2020.pdf
2020-01-15,Council,,supporting_docs,Title 2 Revisions (12-12-2019).pdf,pmn,5831,https://www.utah.gov/pmn/files/565185.pdf,https://www.utah.gov/pmn/sitemap/notice/582239.html,pdf,raw/2020-01-15/Title_2_Revisions_12-12-2019.pdf,Title_2_Revisions_12-12-2019.pdf
2020-01-30,PlanningCommission,Work,supporting_docs,Transportation Guiding Principles Workshop Flyer.pdf,pmn,1560,https://www.utah.gov/pmn/files/567169.pdf,https://www.utah.gov/pmn/sitemap/notice/583435.html,pdf,raw/2020-01-30/Transportation_Guiding_Principles_Workshop_Flyer.pdf,Transportation_Guiding_Principles_Workshop_Flyer.pdf
2020-02-11,PlanningCommission,,agenda_packet,200211_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/571433.pdf,https://www.utah.gov/pmn/sitemap/notice/586049.html,pdf,raw/2020-02-11/200211_CoppertonGPSC_Agenda.pdf,200211_CoppertonGPSC_Agenda.pdf
2020-02-11,PlanningCommission,,agenda_packet,200211_CoppertonPC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/571429.pdf,https://www.utah.gov/pmn/sitemap/notice/586045.html,pdf,raw/2020-02-11/200211_CoppertonPC_Agenda.pdf,200211_CoppertonPC_Agenda.pdf
2020-02-19,Council,,supporting_docs,CO067-001 - Business License Revisions (2-15-2020) CLEAN.docx,pmn,5831,https://www.utah.gov/pmn/files/576413.docx,https://www.utah.gov/pmn/sitemap/notice/589373.html,docx,raw/2020-02-19/CO067-001_-_Business_License_Revisions_2-15-2020_CLEAN.docx,CO067-001_-_Business_License_Revisions_2-15-2020_CLEAN.docx
2020-02-19,Council,,supporting_docs,Copperton-Rocky Mountain Power Franchise Agreement (working draft) (2-17-2020) (CO067-001) 4835-2356-3956 v.3.docx,pmn,5831,https://www.utah.gov/pmn/files/576415.docx,https://www.utah.gov/pmn/sitemap/notice/589373.html,docx,raw/2020-02-19/Copperton-Rocky_Mountain_Power_Franchise_Agreement_working_draft_2-17-2020_CO067-001_4835-2356-3956_v.3.docx,Copperton-Rocky_Mountain_Power_Franchise_Agreement_working_draft_2-17-2020_CO067-001_4835-2356-3956_v.3.docx
2020-03-13,Council,,supporting_docs,CO067-001 - Resolution Enacting Public Health Plan for Coronavirus (3-13-2020) 4832-8450-5271 v FINAL-signed (002).pdf,pmn,5831,https://www.utah.gov/pmn/files/585167.pdf,https://www.utah.gov/pmn/sitemap/notice/594897.html,pdf,raw/2020-03-13/CO067-001_-_Resolution_Enacting_Public_Health_Plan_for_Coronavirus_3-13-2020_4832-8450-5271_v_FINAL-signed_002.pdf,CO067-001_-_Resolution_Enacting_Public_Health_Plan_for_Coronavirus_3-13-2020_4832-8450-5271_v_FINAL-signed_002.pdf
2020-04-14,PlanningCommission,,agenda_packet,200414_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/589037.pdf,https://www.utah.gov/pmn/sitemap/notice/597729.html,pdf,raw/2020-04-14/200414_CoppertonGPSC_Agenda.pdf,200414_CoppertonGPSC_Agenda.pdf
2020-05-12,PlanningCommission,,agenda_packet,200512_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/598053.pdf,https://www.utah.gov/pmn/sitemap/notice/603091.html,pdf,raw/2020-05-12/200512_CoppertonGPSC_Agenda.pdf,200512_CoppertonGPSC_Agenda.pdf
2020-05-20,Council,,supporting_docs,05-20-20.pdf,pmn,5831,https://www.utah.gov/pmn/files/602415.pdf,https://www.utah.gov/pmn/sitemap/notice/606115.html,pdf,raw/2020-05-20/05-20-20.pdf,05-20-20.pdf
2020-06-09,PlanningCommission,,agenda_packet,200609_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/606037.pdf,https://www.utah.gov/pmn/sitemap/notice/608671.html,pdf,raw/2020-06-09/200609_CoppertonGPSC_Agenda.pdf,200609_CoppertonGPSC_Agenda.pdf
2020-06-24,PlanningCommission,,agenda_packet,200624_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/611479.pdf,https://www.utah.gov/pmn/sitemap/notice/612141.html,pdf,raw/2020-06-24/200624_CoppertonGPSC_Agenda.pdf,200624_CoppertonGPSC_Agenda.pdf
2020-07-07,Council,,supporting_docs,Copperton - Resolution Enacting Public Health Plan for Coronavirus (3-13-2020) 4832-8450-5271 v FINAL-signed.pdf,pmn,5831,https://www.utah.gov/pmn/files/617053.pdf,https://www.utah.gov/pmn/sitemap/notice/615647.html,pdf,raw/2020-07-07/Copperton_-_Resolution_Enacting_Public_Health_Plan_for_Coronavirus_3-13-2020_4832-8450-5271_v_FINAL-signed.pdf,Copperton_-_Resolution_Enacting_Public_Health_Plan_for_Coronavirus_3-13-2020_4832-8450-5271_v_FINAL-signed.pdf
2020-07-07,Council,,agenda_packet,Metro Township Council Agenda 07-07-2020.pdf,pmn,5831,https://www.utah.gov/pmn/files/617051.pdf,https://www.utah.gov/pmn/sitemap/notice/615647.html,pdf,raw/2020-07-07/Metro_Township_Council_Agenda_07-07-2020.pdf,Metro_Township_Council_Agenda_07-07-2020.pdf
2020-07-14,PlanningCommission,,agenda_packet,200714_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/617339.pdf,https://www.utah.gov/pmn/sitemap/notice/615861.html,pdf,raw/2020-07-14/200714_CoppertonGPSC_Agenda.pdf,200714_CoppertonGPSC_Agenda.pdf
2020-07-15,Council,,supporting_docs,Copperton 2019 Hazard Mitigation Plan Resolution.docx,pmn,5831,https://www.utah.gov/pmn/files/620059.docx,https://www.utah.gov/pmn/sitemap/notice/617295.html,docx,raw/2020-07-15/Copperton_2019_Hazard_Mitigation_Plan_Resolution.docx,Copperton_2019_Hazard_Mitigation_Plan_Resolution.docx
2020-07-28,Council,,supporting_docs,07-28-20.pdf,pmn,5831,https://www.utah.gov/pmn/files/623563.pdf,https://www.utah.gov/pmn/sitemap/notice/619291.html,pdf,raw/2020-07-28/07-28-20.pdf,07-28-20.pdf
2020-07-29,PlanningCommission,,agenda_packet,200729_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/620431.pdf,https://www.utah.gov/pmn/sitemap/notice/617471.html,pdf,raw/2020-07-29/200729_CoppertonGPSC_Agenda.pdf,200729_CoppertonGPSC_Agenda.pdf
2020-08-11,PlanningCommission,,agenda_packet,200811_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/files/625863.pdf,https://www.utah.gov/pmn/sitemap/notice/620917.html,pdf,raw/2020-08-11/200811_CoppertonGPSC_Agenda.pdf,200811_CoppertonGPSC_Agenda.pdf
2020-08-18,Council,,supporting_docs,Business Fee Schedule (Removed).pdf,pmn,5831,https://www.utah.gov/pmn/files/630371.pdf,https://www.utah.gov/pmn/sitemap/notice/623953.html,pdf,raw/2020-08-18/Business_Fee_Schedule_Removed.pdf,Business_Fee_Schedule_Removed.pdf
2020-08-18,Council,,supporting_docs,CO067-001 - 2020 Fee Schedule and Related Amendments Copperton Code (8-10-2020) 4812-8633-0311 v.1.pdf,pmn,5831,https://www.utah.gov/pmn/files/630373.pdf,https://www.utah.gov/pmn/sitemap/notice/623953.html,pdf,raw/2020-08-18/CO067-001_-_2020_Fee_Schedule_and_Related_Amendments_Copperton_Code_8-10-2020_4812-8633-0311_v.1.pdf,CO067-001_-_2020_Fee_Schedule_and_Related_Amendments_Copperton_Code_8-10-2020_4812-8633-0311_v.1.pdf
