date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,source,pmn_body,notice_url,bytes,sha256,doc_class,fetch_status,text_path,text_chars
2019-08-13,190813_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/517599.pdf,2026-07-14,text,pdftotext -layout,raw/2019-08-13/190813_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/550135.html,198122,ada0906d3c3fdee7,,,,
2019-09-10,190910_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/526271.pdf,2026-07-14,text,pdftotext -layout,raw/2019-09-10/190910_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/555823.html,143922,5153c7b2655ed63c,,,,
2019-09-30,Addressing_17Sept19 FINAL 4820-6266-4870 v.2.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/534455.pdf,2026-07-14,text,pdftotext -layout,raw/2019-09-30/Addressing_17Sept19_FINAL_4820-6266-4870_v.2.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/561095.html,378401,800e62d053425a16,,,,
2019-09-30,CO067-001 - Ordinance Amending Bingham Cemetery Board (9-13-2019) 4845-6137-6933 v.1 4821-6721-7317 v.1.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/534457.docx,2026-07-14,text,none (docx raw retained),raw/2019-09-30/CO067-001_-_Ordinance_Amending_Bingham_Cemetery_Board_9-13-2019_4845-6137-6933_v.1_4821-6721-7317_v.1.docx,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/561095.html,25467,d7482f83ae358269,,,,
2019-09-30,CO067-001 - Resolution Enacting Cemetery Board Per Diem (9-27-2019) 4813-1531-3573 v.1 4848-4744-3365 v.1.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/534459.docx,2026-07-14,text,none (docx raw retained),raw/2019-09-30/CO067-001_-_Resolution_Enacting_Cemetery_Board_Per_Diem_9-27-2019_4813-1531-3573_v.1_4848-4744-3365_v.1.docx,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/561095.html,17636,c8d66040c4b37b09,,,,
2019-10-08,191008_CoppertonPC_Packet.pdf,PlanningCommission,,full_packet,https://www.utah.gov/pmn/files/536391.pdf,2026-07-14,text,pdftotext -layout,raw/2019-10-08/191008_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/560613.html,745935,e48ea9420440aca0,,,,
2019-11-12,191112_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/545021.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-12/191112_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/567915.html,144192,4e936db439c9d211,,,,
2019-11-19,CO067-001 - Ordinance Amendment Planning Commission Requirements (10-14-2019) 4845-6137-6933 v.1.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/550085.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/CO067-001_-_Ordinance_Amendment_Planning_Commission_Requirements_10-14-2019_4845-6137-6933_v.1.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,134182,cb38618dad1e798d,,,,
2019-11-19,CO067-001 - Resolution Declaring Intent to Participate in the Community Renewable Energy Act (10-30-2019).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/550087.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/CO067-001_-_Resolution_Declaring_Intent_to_Participate_in_the_Community_Renewable_Energy_Act_10-30-2019.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,71342,51d41a2853136c21,,,,
2019-11-19,CO067-001 - Resolution Enacting Planning Commission Per Diem (9-13-2019) 4813-1531-3573 v.1.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/550089.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/CO067-001_-_Resolution_Enacting_Planning_Commission_Per_Diem_9-13-2019_4813-1531-3573_v.1.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,65248,033d44f923aa5b94,,,,
2019-11-19,CO067-001 - Resolution Enacting Planning Commission Rules of Order and Procedure (10-14-2019) - PLANNING COMMISSION APPROVED - 4843-8567-5685 v.1.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/550091.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/CO067-001_-_Resolution_Enacting_Planning_Commission_Rules_of_Order_and_Procedure_10-14-2019_-_PLANNING_COMMISS.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,162916,c7e190c1bc0a48bc,,,,
2019-11-19,Draft Emergency Management Services for Municipality Agreement (11-15-2019) v2 4812-3787-0509 v.1.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/550093.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/Draft_Emergency_Management_Services_for_Municipality_Agreement_11-15-2019_v2_4812-3787-0509_v.1.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,261442,242ffbcebcc63a09,,,,
2019-11-19,Draft Revised and Restated Interlocal Agreement Creating Unified Fire Authority - Discussion Draft v10 Redline.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/550095.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/Draft_Revised_and_Restated_Interlocal_Agreement_Creating_Unified_Fire_Authority_-_Discussion_Draft_v10_Redline.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,697332,cad676ad333d13e7,,,,
2019-11-19,Hemp and Cannabinoid Act.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/550097.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/Hemp_and_Cannabinoid_Act.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,14669,1cf8b33b0ed3b384,,,,
2019-11-19,Metro Township Council Agenda 11-19-19.pdf,Council,,agenda_packet,https://www.utah.gov/pmn/files/550099.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/Metro_Township_Council_Agenda_11-19-19.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,157497,b5203dbb59573a75,,,,
2019-11-19,RFP Copperton Metro Township Arbor Park Master Plan 9-13-2019 CO067-001 4834-3821-9941 v.1.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/550101.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/RFP_Copperton_Metro_Township_Arbor_Park_Master_Plan_9-13-2019_CO067-001_4834-3821-9941_v.1.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,241410,8db8c8ce1e595e1a,,,,
2019-11-19,Utah Cannabis Zoning Overview.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/550103.pdf,2026-07-14,text,pdftotext -layout,raw/2019-11-19/Utah_Cannabis_Zoning_Overview.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/571403.html,108335,4d1b55f0e8136db2,,,,
2019-12-10,191210_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/554177.pdf,2026-07-14,text,pdftotext -layout,raw/2019-12-10/191210_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/574447.html,144343,e14b09e6bb55d2d6,,,,
2019-12-18,Regular Meeting Packet for 12-18-2019.pdf,Council,,full_packet,https://www.utah.gov/pmn/files/558947.pdf,2026-07-14,text,pdftotext -layout,raw/2019-12-18/Regular_Meeting_Packet_for_12-18-2019.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/577295.html,2579992,19ce31ed00bcc08d,,,,
2019-12-20,2020 Budget Resolution (12-12-2019).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/557583.pdf,2026-07-14,text,pdftotext -layout,raw/2019-12-20/2020_Budget_Resolution_12-12-2019.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/576465.html,120961,2ac30b638c060e6c,,,,
2019-12-20,Copperton Budget DOCUMENT 2020.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/557677.docx,2026-07-14,text,none (docx raw retained),raw/2019-12-20/Copperton_Budget_DOCUMENT_2020.docx,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/576465.html,1160405,e2336caeda51a8f8,,,,
2019-12-20,Copperton Metro Township Council Public Hearing Agenda 12-12-19.pdf,Council,,agenda_packet,https://www.utah.gov/pmn/files/557667.pdf,2026-07-14,text,pdftotext -layout,raw/2019-12-20/Copperton_Metro_Township_Council_Public_Hearing_Agenda_12-12-19.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/576465.html,320735,e718d093030690d7,,,,
2019-12-20,Copperton Public Notice for 2020 Budget Hearing (12-12-2019).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/557669.pdf,2026-07-14,text,pdftotext -layout,raw/2019-12-20/Copperton_Public_Notice_for_2020_Budget_Hearing_12-12-2019.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/576465.html,74123,fa757d63880ec62a,,,,
2020-01-14,200114_CoppertonPC_Packet.pdf,PlanningCommission,,full_packet,https://www.utah.gov/pmn/files/563711.pdf,2026-07-14,text,pdftotext -layout,raw/2020-01-14/200114_CoppertonPC_Packet.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/580229.html,690516,28ce94358b36cee1,,,,
2020-01-15,2020 Meeting Schedule.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/565179.pdf,2026-07-14,text,pdftotext -layout,raw/2020-01-15/2020_Meeting_Schedule.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/582239.html,138825,de556c1b3d091a3c,,,,
2020-01-15,Copperton Title 1.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/565181.pdf,2026-07-14,text,pdftotext -layout,raw/2020-01-15/Copperton_Title_1.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/582239.html,151213,e3a639d406d209c2,,,,
2020-01-15,Metro Township Council Agenda January 2020.pdf,Council,,agenda_packet,https://www.utah.gov/pmn/files/565183.pdf,2026-07-14,text,pdftotext -layout,raw/2020-01-15/Metro_Township_Council_Agenda_January_2020.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/582239.html,539879,fbc360d76a463a78,,,,
2020-01-15,Title 2 Revisions (12-12-2019).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/565185.pdf,2026-07-14,text,pdftotext -layout,raw/2020-01-15/Title_2_Revisions_12-12-2019.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/582239.html,699806,b28add30fbe8297d,,,,
2020-01-30,Transportation Guiding Principles Workshop Flyer.pdf,PlanningCommission,Work,supporting_docs,https://www.utah.gov/pmn/files/567169.pdf,2026-07-14,text,pdftotext -layout,raw/2020-01-30/Transportation_Guiding_Principles_Workshop_Flyer.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/583435.html,422083,6f149beff2e857b5,,,,
2020-02-11,200211_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/571433.pdf,2026-07-14,text,pdftotext -layout,raw/2020-02-11/200211_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/586049.html,216458,fa9e5e7516371c15,,,,
2020-02-11,200211_CoppertonPC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/571429.pdf,2026-07-14,text,pdftotext -layout,raw/2020-02-11/200211_CoppertonPC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/586045.html,262057,924c1346edc24497,,,,
2020-02-19,CO067-001 - Business License Revisions (2-15-2020) CLEAN.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/576413.docx,2026-07-14,text,none (docx raw retained),raw/2020-02-19/CO067-001_-_Business_License_Revisions_2-15-2020_CLEAN.docx,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/589373.html,71114,4eae17e431300911,,,,
2020-02-19,Copperton-Rocky Mountain Power Franchise Agreement (working draft) (2-17-2020) (CO067-001) 4835-2356-3956 v.3.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/576415.docx,2026-07-14,text,none (docx raw retained),raw/2020-02-19/Copperton-Rocky_Mountain_Power_Franchise_Agreement_working_draft_2-17-2020_CO067-001_4835-2356-3956_v.3.docx,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/589373.html,39878,0ee4d437f976b8e4,,,,
2020-03-13,CO067-001 - Resolution Enacting Public Health Plan for Coronavirus (3-13-2020) 4832-8450-5271 v FINAL-signed (002).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/585167.pdf,2026-07-14,text,pdftotext -layout,raw/2020-03-13/CO067-001_-_Resolution_Enacting_Public_Health_Plan_for_Coronavirus_3-13-2020_4832-8450-5271_v_FINAL-signed_002.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/594897.html,170197,3c2be465540f01d4,,,,
2020-04-14,200414_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/589037.pdf,2026-07-14,text,pdftotext -layout,raw/2020-04-14/200414_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/597729.html,222698,67bfe5ab99ecf884,,,,
2020-05-12,200512_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/598053.pdf,2026-07-14,text,pdftotext -layout,raw/2020-05-12/200512_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/603091.html,220638,6e04a597ecb17b3d,,,,
2020-05-20,05-20-20.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/602415.pdf,2026-07-14,text,pdftotext -layout,raw/2020-05-20/05-20-20.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/606115.html,551040,d8f63ebc4ccb05e0,,,,
2020-06-09,200609_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/606037.pdf,2026-07-14,text,pdftotext -layout,raw/2020-06-09/200609_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/608671.html,228916,699e03589de26bcc,,,,
2020-06-24,200624_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/611479.pdf,2026-07-14,text,pdftotext -layout,raw/2020-06-24/200624_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/612141.html,219333,085e16c74392ed3b,,,,
2020-07-07,Copperton - Resolution Enacting Public Health Plan for Coronavirus (3-13-2020) 4832-8450-5271 v FINAL-signed.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/617053.pdf,2026-07-14,text,pdftotext -layout,raw/2020-07-07/Copperton_-_Resolution_Enacting_Public_Health_Plan_for_Coronavirus_3-13-2020_4832-8450-5271_v_FINAL-signed.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/615647.html,159717,065cc1c0dfaaccb0,,,,
2020-07-07,Metro Township Council Agenda 07-07-2020.pdf,Council,,agenda_packet,https://www.utah.gov/pmn/files/617051.pdf,2026-07-14,text,pdftotext -layout,raw/2020-07-07/Metro_Township_Council_Agenda_07-07-2020.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/615647.html,109143,3192abd26c8d4cba,,,,
2020-07-14,200714_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/617339.pdf,2026-07-14,text,pdftotext -layout,raw/2020-07-14/200714_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/615861.html,220560,4ef46f38d7abc7a6,,,,
2020-07-15,Copperton 2019 Hazard Mitigation Plan Resolution.docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/620059.docx,2026-07-14,text,none (docx raw retained),raw/2020-07-15/Copperton_2019_Hazard_Mitigation_Plan_Resolution.docx,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/617295.html,13517,d6aef049b85a71ba,,,,
2020-07-28,07-28-20.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/623563.pdf,2026-07-14,text,pdftotext -layout,raw/2020-07-28/07-28-20.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/619291.html,172660,c8deaccc5ba42db3,,,,
2020-07-29,200729_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/620431.pdf,2026-07-14,text,pdftotext -layout,raw/2020-07-29/200729_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/617471.html,219749,46db64acb31a3f1a,,,,
2020-08-11,200811_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/625863.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-11/200811_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/620917.html,219252,a9e1afda58674548,,,,
2020-08-18,Business Fee Schedule (Removed).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630371.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-18/Business_Fee_Schedule_Removed.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,195112,66a337544539a62c,,,,
2020-08-18,CO067-001 - 2020 Fee Schedule and Related Amendments Copperton Code (8-10-2020) 4812-8633-0311 v.1.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630373.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-18/CO067-001_-_2020_Fee_Schedule_and_Related_Amendments_Copperton_Code_8-10-2020_4812-8633-0311_v.1.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,526512,6d5e80cc1f0b7a42,,,,
2020-08-18,CO067-001- Copperton Metro Township Electronic Meeting Written Determination (8-11-2020) 4850-4364-3847 v.1 (002).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630375.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-18/CO067-001-_Copperton_Metro_Township_Electronic_Meeting_Written_Determination_8-11-2020_4850-4364-3847_v.1_002.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,33986,69202d23b0270b54,,,,
2020-08-18,COPPERTON RFP 6.12.2020 Signed #1.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630379.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-18/COPPERTON_RFP_6.12.2020_Signed_1.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,352967,5af5e163acfcc87c,,,,
2020-08-18,Copperton RFP (#3 resubmitted).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630377.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-18/Copperton_RFP_3_resubmitted.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,184447,a93ad22b3ba23313,,,,
2020-08-18,DAA 2020 Resume (#2 resubmitted).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630381.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-18/DAA_2020_Resume_2_resubmitted.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,56625,c5190afa0b1a6431,,,,
2020-08-18,Invoice_co067_co067-004_46822 - Legal Fees.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630383.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-18/Invoice_co067_co067-004_46822_-_Legal_Fees.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,366566,732bd915813c5ec2,,,,
2020-08-18,Metro Township Council Agenda 08-19-2020 with no anchor location statement.pdf,Council,,agenda_packet,https://www.utah.gov/pmn/files/630385.pdf,2026-07-14,scanned,none (image-only PDF; vision/OCR to read),raw/2020-08-18/Metro_Township_Council_Agenda_08-19-2020_with_no_anchor_location_statement.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,1991277,3907526588c1d792,,,,
2020-08-18,Property Watch Announcement 07 - Copy.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630387.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-18/Property_Watch_Announcement_07_-_Copy.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,154546,60c9faf3037f981c,,,,
2020-08-18,Proposal for Copperton Park #5.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630389.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-18/Proposal_for_Copperton_Park_5.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,169413,ba658e7bcfc0248f,,,,
2020-08-18,Signed 8th Amendment UPD Interlocal 06-18-2020.pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/630391.pdf,2026-07-14,scanned,none (image-only PDF; vision/OCR to read),raw/2020-08-18/Signed_8th_Amendment_UPD_Interlocal_06-18-2020.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/623953.html,746519,3ca3146f6405a2bb,,,,
2020-08-19,Business Fee Schedule (Removed).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/627897.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-19/Business_Fee_Schedule_Removed.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/622449.html,195112,66a337544539a62c,,,,
2020-08-19,CO067-001 - 2020 Fee Schedule and Related Amendments Copperton Code (8-10-2020) 4812-8633-0311 v.1 (1).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/627899.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-19/CO067-001_-_2020_Fee_Schedule_and_Related_Amendments_Copperton_Code_8-10-2020_4812-8633-0311_v.1_1.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/622449.html,526512,6d5e80cc1f0b7a42,,,,
2020-08-19,CO067-001 - Copperton Public Notice for 2020 Fee Schedule Hearing (8-11-2020) 4840-5188-7047 v.1 (1).docx,Council,,supporting_docs,https://www.utah.gov/pmn/files/627901.docx,2026-07-14,text,none (docx raw retained),raw/2020-08-19/CO067-001_-_Copperton_Public_Notice_for_2020_Fee_Schedule_Hearing_8-11-2020_4840-5188-7047_v.1_1.docx,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/622449.html,19685,7d358a6fa54274ab,,,,
2020-08-19,CO067-001- Copperton Metro Township Electronic Meeting Written Determination (8-11-2020) 4850-4364-3847 v.1 (002).pdf,Council,,supporting_docs,https://www.utah.gov/pmn/files/627903.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-19/CO067-001-_Copperton_Metro_Township_Electronic_Meeting_Written_Determination_8-11-2020_4850-4364-3847_v.1_002.pdf,pmn,5831,https://www.utah.gov/pmn/sitemap/notice/622449.html,33986,69202d23b0270b54,,,,
2020-08-26,200826_CoppertonGPSC_Agenda.pdf,PlanningCommission,,agenda_packet,https://www.utah.gov/pmn/files/631233.pdf,2026-07-14,text,pdftotext -layout,raw/2020-08-26/200826_CoppertonGPSC_Agenda.pdf,pmn,1560,https://www.utah.gov/pmn/sitemap/notice/624269.html,217716,489cd7e6e2c1fa8d,,,,
