motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
181,36,1,5,"moved approve Resolution No. 21-30, declaring certain City-owned property as Surplus",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,1,1,minutes/2021/2021-07-05/2021-07-07_city-council.md
182,36,1,6,"moved approve Resolution No. 21-31, approving the form of the Lease/Purchase agreement with Zions Bancorporation, N.A., Salt Lake City, Utah and authorizing the Execution and Delivery thereof",Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,18,1,minutes/2021/2021-07-05/2021-07-07_city-council.md
183,36,1,7,"moved approve Resolution No. 21-27, approving an Interlocal Cooperation Agreement for Multi-Jurisdictional Mutual Aid for Sheriff and Police Services",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2021/2021-07-05/2021-07-07_city-council.md
184,36,1,8,"moved cancel the July 21, 2021 City Council meeting",Other,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,8,18,1,minutes/2021/2021-07-05/2021-07-07_city-council.md
185,36,1,9,"moved adjourn the regular City Council meeting and convene a closed session for a strategy session to discuss the purchase, exchange, lease, or sale of real property",Contract/Purchase,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,1,13,1,minutes/2021/2021-07-05/2021-07-07_city-council.md
186,37,1,1,moved appoint Mary Beth Bingham and Stacy Wood to serve on the Parks and Recreation committee,Appointment,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,18,13,1,minutes/2021/2021-08-02/2021-08-04_city-council.md
187,37,1,2,"moved approve the minutes of the July 7, 2021 City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,13,1,minutes/2021/2021-08-02/2021-08-04_city-council.md
188,37,1,3,moved adjourn the regular meeting and convene a closed session to discuss pending or reasonably imminent litigation,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,1,1,minutes/2021/2021-08-02/2021-08-04_city-council.md
189,38,1,1,moved re-appoint Kent Burggraaf to the Planning Commission as an At-Large Representative,Appointment,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,13,1,1,minutes/2021/2021-08-16/2021-08-18_city-council.md
190,38,1,2,"moved approve the minutes of the August 4, 2021. Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,1,13,1,minutes/2021/2021-08-16/2021-08-18_city-council.md
191,38,1,3,moved adjourn,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,13,18,0,minutes/2021/2021-08-16/2021-08-18_city-council.md
192,39,1,1,moved appoint Jolene and Kent Tanner to the 8 Historic Preservation Committee,Appointment,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,18,,1,minutes/2021/2021-08-30/2021-09-01_city-council.md
193,39,1,2,"moved approve the minutes from August 18, 2021 32 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,13,1,minutes/2021/2021-08-30/2021-09-01_city-council.md
194,39,1,3,"moved approve Resolution 21-34, allocating 20 $180,000 in City funds to continue the Shop Local program. The motion was 21",Resolution,5-0 Pass,Pass,council_vote,,continue,keyword,high,,,,1,13,1,minutes/2021/2021-08-30/2021-09-01_city-council.md
195,39,1,4,"moved approve Resolution 21-35, authorizing 5 the acquisition of certain real property located at 4551 South Atherton Drive, 6 conditioned on the results of due diligence studies",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,,1,minutes/2021/2021-08-30/2021-09-01_city-council.md
196,39,1,5,moved adjourn the meeting and Chair Cochran 34,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,18,,0,minutes/2021/2021-08-30/2021-09-01_city-council.md
197,40,1,1,"moved approve the minutes of September 1, 2021 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,18,1,minutes/2021/2021-09-13/2021-09-15_city-council.md
198,40,1,2,"moved adopt Ordinance No. 21- 13, approving a text amendment to Taylorsville Municipal Code Sections 13. 07.020, 13. 08. 020, 13. 09.030, 13. 10. 020 and 13. 11. 010 related to Accessory Dwelling Units ADUs), extended living areas, guesthouses, and corresponding definitions",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,8,1,minutes/2021/2021-09-13/2021-09-15_city-council.md
199,40,1,3,moved adjourn,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,8,18,0,minutes/2021/2021-09-13/2021-09-15_city-council.md
200,41,1,1,"moved approve the minutes from September 15, 2021 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,8,13,1,minutes/2021/2021-10-04/2021-10-06_city-council.md
201,41,1,2,"moved adopt Ordinance 21-14, approving text amendments to the Taylorsville Municipal Code, Sections 13.35, Notice Requirements, to update the City’s Public Noticing Standards to align with State law",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,1,1,minutes/2021/2021-10-04/2021-10-06_city-council.md
202,41,1,3,moved adjourn the regular meeting and convene a Closed Session to hold a strategy session regarding pending or reasonably imminent litigation,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,8,1,minutes/2021/2021-10-04/2021-10-06_city-council.md
203,42,1,1,moved appoint Andrea Sorensen to the City of Taylorsville Parks and Recreation Committee,Appointment,4-0 Pass,Pass,council_vote,,,unclassified,low,,,,18,13,1,minutes/2021/2021-10-18/2021-10-20_city-council.md
204,42,1,2,"moved approve the minutes of October 6, 2021 as presented",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,1,13,1,minutes/2021/2021-10-18/2021-10-20_city-council.md
205,42,1,3,"moved adopt Ordinance No. 21-15, amending Taylorsville Municipal Code Chapter 5.76: Rental Dwelling Units to include Section 5.76.130: Accessory Dwelling Units",Ordinance,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,1,1,minutes/2021/2021-10-18/2021-10-20_city-council.md
206,42,1,4,"moved adopt Ordinance No. 21-16, amending Taylorsville Municipal Code Section 9.61.080, Hours of Use of Parks",Ordinance,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,18,1,minutes/2021/2021-10-18/2021-10-20_city-council.md
207,42,1,5,moved adjourn,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,13,18,0,minutes/2021/2021-10-18/2021-10-20_city-council.md
208,43,1,1,"moved approve the minutes from the October 20, 2021 City Council meeting",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,1,1,minutes/2021/2021-11-01/2021-11-03_city-council.md
209,43,1,2,"moved approve Resolution No. 21- 36, accepting a Zoo, Arts and Parks (ZAP) grant in the amount of $ 4500 to fund the Taylorsville Bennion Heritage Center",Grant-Funding,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2021/2021-11-01/2021-11-03_city-council.md
210,43,1,3,"moved adjourn, and Chair Cochran",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,18,,0,minutes/2021/2021-11-01/2021-11-03_city-council.md
211,44,1,1,"moved approve the minutes from the November 3, 2021 City Council meeting",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,18,1,minutes/2021/2021-11-15/2021-11-17_city-council.md
212,44,1,2,"moved adopt Ordinance No. 21-17, authorizing the creation of a Community Advisory Board for the Taylorsville Police Department",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,1,1,minutes/2021/2021-11-15/2021-11-17_city-council.md
213,44,1,3,"moved adjourn, and the Chair",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,8,,0,minutes/2021/2021-11-15/2021-11-17_city-council.md
214,45,1,1,"moved approve the minutes from the November 17, 2021 City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,8,1,minutes/2021/2021-11-29/2021-12-01_city-council.md
215,45,1,2,"moved approve Resolution No. 21-37, approving the K9 policy for the Taylorsville Police Department",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,1,18,1,minutes/2021/2021-11-29/2021-12-01_city-council.md
216,45,1,3,"moved approve Resolution No. 21-38, approving the Property and Evidence Policy for the Taylorsville Police Department",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,8,1,minutes/2021/2021-11-29/2021-12-01_city-council.md
217,45,1,4,"moved approve Resolution No. 21-39, approving an Interlocal Cooperation Agreement with Salt Lake County, transferring TRCC Funds to the City of Taylorsville for the purpose of renovating Taylorsville Park",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,8,1,1,minutes/2021/2021-11-29/2021-12-01_city-council.md
218,45,1,5,moved adjourn the regular meeting and Chair Cochran,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,8,,0,minutes/2021/2021-11-29/2021-12-01_city-council.md
219,46,1,1,moved adjourn the regular meeting and convene a closed session to discuss pending or reasonably imminent litigation as well as the sale or purchase of real property,Contract/Purchase,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,8,13,1,minutes/2021/2021-12-13/2021-12-15_city-council.md
220,47,1,1,"moved approve the minutes of December 1, 2021 and December 15, 2021 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,13,18,1,minutes/2022/2022-01-03/2022-01-05_city-council.md
221,47,1,2,moved approve Resolution 22-05 as presented,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-01-03/2022-01-05_city-council.md
222,47,1,3,"moved approve Resolution No. 22-02, appointing Cindy Wilkey to the Taylorsville Planning Commission as an At-Large Representative",Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,7,1,minutes/2022/2022-01-03/2022-01-05_city-council.md
223,47,1,4,"moved approve Resolution No. 22-03, approving David Young to the Taylorsville Planning Commission as an Alternate Representative",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,13,1,minutes/2022/2022-01-03/2022-01-05_city-council.md
224,47,1,5,"moved approve Resolution No. 22-01, accepting Redevelopment Matching Grant Initiative Funds in the amount of $2.5 million",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,18,singleton,high,18,13,1,minutes/2022/2022-01-03/2022-01-05_city-council.md
225,47,1,6,"moved approve Resolution No. 22-04, amending the Adopted Budget for the 2021-2022 fiscal year to incorporate mid-year budget adjustments",Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,7,1,minutes/2022/2022-01-03/2022-01-05_city-council.md
226,48,3,1,moved appoint the new RDA Officers for 2022 as recommended. Board Member Knudsen,Appointment,5-0 Pass,Pass,rda_vote,,,unclassified,low,,,,7,4,1,minutes/2022/2022-01-03/2022-01-05_redevelopment-agency-board.md
227,48,3,2,"moved approve the Minutes from the June 2, 2021, RDA Board Meeting. Board Member Cochran",Procedural/Administrative,5-0 Pass,Pass,rda_vote,,procedural,keyword,high,,,,18,7,1,minutes/2022/2022-01-03/2022-01-05_redevelopment-agency-board.md
228,48,3,3,"moved adjourn the Redevelopment Agency of Taylorsville City Board. The meeting was adjourned at 8:19 PM. (bp Jean K. Ashby, Secretary ( Minutes approved: RDA Board Meeting 5/4/2022 Minutes Prepared by: Jean K. Ashby, RDA Secretary",Land-Use/Zoning,,Pass,rda_vote,,procedural,keyword,high,19,singleton,high,18,,0,minutes/2022/2022-01-03/2022-01-05_redevelopment-agency-board.md
229,49,1,1,"moved approve the minutes of January 5, 2022 as 24 presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,4,1,minutes/2022/2022-01-17/2022-01-19_city-council.md
230,49,1,2,moved deny Ordinance No. 22-01 and its 2 associated application as presented. The motion to deny Ordinance No. 22-01 3 was,Ordinance,5-0 Pass,Pass,council_vote,,deny,keyword,high,,,,13,7,1,minutes/2022/2022-01-17/2022-01-19_city-council.md
231,49,1,3,"moved approve Resolution No. 22-06, accepting an 28 EDCU grant in the amount of $5,000 for the purpose of assisting marketing 29 and public relations efforts for Carriage Square",Grant-Funding,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,,1,minutes/2022/2022-01-17/2022-01-19_city-council.md
232,49,1,4,moved adjourn,Procedural/Administrative,Unanimous Pass,Pass,council_vote,,procedural,keyword,high,,,,7,,0,minutes/2022/2022-01-17/2022-01-19_city-council.md
233,50,1,1,"moved approve the minutes of January 19, 2022, as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,7,1,minutes/2022/2022-01-31/2022-02-02_city-council.md
234,50,1,2,"moved adjourn, and Chair Barbieri",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,7,,0,minutes/2022/2022-01-31/2022-02-02_city-council.md
235,51,1,1,moved approve the appointment of Kurt Hansen to the Green Committee,Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,7,1,minutes/2022/2022-02-14/2022-02-16_city-council.md
236,51,1,2,"moved approve the minutes of February 2, 2022 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,4,1,minutes/2022/2022-02-14/2022-02-16_city-council.md
237,51,1,3,moved adjourn the regular meeting and convene a closed session to discuss pending or reasonably imminent litigation,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,4,1,minutes/2022/2022-02-14/2022-02-16_city-council.md
238,52,1,1,"moved approve the minutes of February 16, 2022 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,4,1,minutes/2022/2022-02-28/2022-03-02_city-council.md
239,53,1,1,moved approve the nomination of Ron Doyle to serve on the Green Committee,Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,7,1,minutes/2022/2022-03-14/2022-03-16_city-council.md
240,53,1,2,moved approve the nomination of Jessica Doyle to serve on the Arts Council,Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,18,1,minutes/2022/2022-03-14/2022-03-16_city-council.md
241,53,1,3,moved approve the nomination of Mike Thompson to serve on the Parks and Recreation Committee,Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,4,1,minutes/2022/2022-03-14/2022-03-16_city-council.md
242,53,1,4,"moved approve the minutes of the March 2, 2022 city council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,7,1,minutes/2022/2022-03-14/2022-03-16_city-council.md
243,53,1,5,"moved adopt Ordinance No. 22- 05, amending Taylorsville Municipal Code, Chapter 2. 26A, City Youth Ambassador Program",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,18,1,minutes/2022/2022-03-14/2022-03-16_city-council.md
244,53,1,6,"moved adopt Ordinance No. 22- 06, amending Taylorsville Municipal Code, Chapter 2. 26, City Youth Council",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,7,1,minutes/2022/2022-03-14/2022-03-16_city-council.md
245,53,1,7,"moved adjourn, and Chair Barbieri",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,7,,0,minutes/2022/2022-03-14/2022-03-16_city-council.md
246,54,1,1,"moved approve the minutes of March 16, 2022 as presented",Procedural/Administrative,3-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,13,1,minutes/2022/2022-04-04/2022-04-06_city-council.md
247,54,1,2,"moved adopt Ordinance No. 22-02, approving a Text Amendment to Taylorsville Municipal Code Section 13.04.090 related to Minimum Land Area Required to Establish a Zoning District as presented",Land-Use/Zoning,3-0 Pass,Pass,council_vote,,approve,keyword,high,20,singleton,high,13,4,1,minutes/2022/2022-04-04/2022-04-06_city-council.md
248,54,1,3,"moved adopt Ordinance No. 22-03, approving a General Plan Map Amendment for the property located at 2720 West 6200 South from Professional Office to Medium-Density Mixed-Use as presented",Land-Use/Zoning,3-0 Pass,Pass,council_vote,,approve,keyword,high,21,singleton,high,4,13,1,minutes/2022/2022-04-04/2022-04-06_city-council.md
249,54,1,4,"moved adopt Ordinance No. 22-04, approving a Zoning Map Amendment for the property located at 2720 West 6200 South from Open Space (OS) to Mixed-Use",Land-Use/Zoning,3-0 Pass,Pass,council_vote,,approve,keyword,high,22,singleton,high,4,13,1,minutes/2022/2022-04-04/2022-04-06_city-council.md
250,54,1,5,"moved approve Resolution No. 22-07, adopting the One-Year Plan for the Forty-Eighth Year of Community Development Block Grant (CDBG) Funding and Home Investment Partnership Funding (2022- 2023); and approving an Interlocal Agreement between the City of Taylorsville and the U.S. Department of Housing and Urban Development",Interlocal,3-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,4,1,minutes/2022/2022-04-04/2022-04-06_city-council.md
251,54,1,6,"moved approve Resolution No. 22-08 accepting a Victims of Crime Act Grant in the amount of $141,203.50 to be used to support the Taylorsville Police Department Victim Advocacy Program as presented",Grant-Funding,3-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,13,1,minutes/2022/2022-04-04/2022-04-06_city-council.md
252,54,1,7,moved adjourn,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,13,4,0,minutes/2022/2022-04-04/2022-04-06_city-council.md
253,55,1,1,moved approve the appointment of the aforementioned individuals to serve on the Taylorsville Police Department' s Community Advisory Board,Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,18,1,minutes/2022/2022-04-25/2022-04-27_city-council.md
254,55,1,2,moved approve the appointment of the aforementioned individuals to serve as chairs for the various citizen committees,Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,4,1,minutes/2022/2022-04-25/2022-04-27_city-council.md
255,55,1,3,"moved approve the minutes of April 6, 2022 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,4,1,minutes/2022/2022-04-25/2022-04-27_city-council.md
256,55,1,4,moved approve Resolution No. 22- 09 as presented,Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,18,1,minutes/2022/2022-04-25/2022-04-27_city-council.md
257,55,1,5,"moved approve Resolution No. 22- 10, acknowledging receipt of the Tentative Proposed Redistricting Map, pursuant to the requirements of Utah Code Annotated 10- 3- 205.5( 2)( b)( ii) as presented",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,7,1,minutes/2022/2022-04-25/2022-04-27_city-council.md
258,55,1,6,"moved adjourn, and Chair Barbieri",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,7,,0,minutes/2022/2022-04-25/2022-04-27_city-council.md
259,56,1,1,"moved adopt the same map that was tentatively accepted at the previous council meeting, as the final redistricting map",Other,4-1 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-05-02/2022-05-04_city-council.md
260,56,1,2,moved approve Resolution 22-11 as presented,Resolution,4-1 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-05-02/2022-05-04_city-council.md
261,56,1,3,moved adjourn the City Council meeting and convene a meeting of the Redevelopment Agency Board,Land-Use/Zoning,,Pass,council_vote,,procedural,keyword,high,23,singleton,high,4,13,0,minutes/2022/2022-05-02/2022-05-04_city-council.md
262,57,3,1,"moved approve the Minutes from the January 5, 2022, RDA Board Meeting. Board Member Burgess",Procedural/Administrative,5-0 Pass,Pass,rda_vote,,procedural,keyword,high,,,,18,13,1,minutes/2022/2022-05-02/2022-05-04_redevelopment-agency-board.md
263,57,3,2,moved adopt Resolution No. RDA 22-02. Board Member Burgess,Resolution,4-0 Pass,Pass,rda_vote,,approve,keyword,high,24,singleton,high,4,13,1,minutes/2022/2022-05-02/2022-05-04_redevelopment-agency-board.md
264,58,1,1,moved appoint Amy Layton to the Parks and Recreation Committee,Appointment,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,18,4,1,minutes/2022/2022-05-16/2022-05-18_city-council.md
265,58,1,2,"moved approve Resolution No. 22-13, adopting updated Policies and Procedures for the Taylorsville Cemetery",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,13,1,minutes/2022/2022-05-16/2022-05-18_city-council.md
266,58,1,3,"moved approve the minutes of both April 27, 2022 and May 4, 2022 as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,4,1,minutes/2022/2022-05-16/2022-05-18_city-council.md
267,58,1,4,"moved approve Resolution No. 22-14, accepting the Tentative Budget pursuant to the requirements of Utah Code Ann. §10-6- 111 for Fiscal Year beginning July 1, 2022 and ending June 30, 2023",Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,18,1,minutes/2022/2022-05-16/2022-05-18_city-council.md
268,58,1,5,"moved adjourn the regular meeting and convene a closed session to discuss the sale or purchase of real property, pending or reasonably imminent litigation and a criminal investigation",Contract/Purchase,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,7,1,minutes/2022/2022-05-16/2022-05-18_city-council.md
269,59,1,1,"moved approve the minutes of the May 18, 2022. City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,4,1,minutes/2022/2022-05-30/2022-06-01_city-council.md
270,59,1,2,"moved approve Resolution No. 22- 15, approving Year-End Amendments to the 2021- 2022 Fiscal Year Budget as presented",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,7,1,minutes/2022/2022-05-30/2022-06-01_city-council.md
271,59,1,3,"moved approve Resolution No. 22- 16, adopting a Final Budget for FY22- 23 as amended",Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,7,1,minutes/2022/2022-05-30/2022-06-01_city-council.md
272,59,1,4,moved by adjourn,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,18,,0,minutes/2022/2022-05-30/2022-06-01_city-council.md
273,60,1,1,"moved approve the minutes of the June 1, 2022 City Council meeting as presented",Procedural/Administrative,4-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,4,1,minutes/2022/2022-06-13/2022-06-15_city-council.md
274,60,1,2,"moved adopt Ordinance No. 22-07, approving a Zoning Map Amendment for the property at 4645 South 1175 West from Single Family R-1-10 to Single Family R-1-7 as presented. The motion died for lack of a second. City Administrator John Taylor pointed out that the Council now had the option of making a new motion or tabling the issue",Land-Use/Zoning,Died (no second),Died,council_vote,,approve,keyword,high,25,singleton,high,18,,0,minutes/2022/2022-06-13/2022-06-15_city-council.md
275,60,1,3,"moved deny Ordinance No. 22-07, a Zoning Map Amendment for the property located at 4645 South 1175 West from Single Family R-1-10 to Single Family R-1-7 as presented",Land-Use/Zoning,3-1 Pass,Pass,council_vote,,deny,keyword,high,26,singleton,high,1,13,1,minutes/2022/2022-06-13/2022-06-15_city-council.md
276,60,1,4,"moved adopt Resolution No. 22-17, determining the Certified Rate of Tax and Levying of Taxes upon all real and personal property within Taylorsville for the Fiscal Year Beginning July 1, 2022 and Ending June 30, 2023",Resolution,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,4,1,minutes/2022/2022-06-13/2022-06-15_city-council.md
277,60,1,5,"moved approve Resolution No. 22-19, approving an Interlocal Cooperation Agreement between the City and Salt Lake County to host a Household Hazardous Waste Collection Event",Interlocal,4-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,18,1,minutes/2022/2022-06-13/2022-06-15_city-council.md
278,60,1,6,"moved adjourn, and Chair Barbieri",Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,4,,0,minutes/2022/2022-06-13/2022-06-15_city-council.md
279,61,1,1,moved appoint David Hubert to the Green Committee,Appointment,3-0 Pass,Pass,council_vote,,,unclassified,low,,,,13,4,1,minutes/2022/2022-07-04/2022-07-06_city-council.md
280,61,1,2,"moved approve the minutes of the June 15, 2022 City Council meeting as presented",Procedural/Administrative,3-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,13,1,minutes/2022/2022-07-04/2022-07-06_city-council.md
281,61,1,3,"moved approve Resolution No. 22-20, authorizing an Amendment to Extend Interlocal Agreement #SF12038C between Salt Lake County and the City for Bailiff and Security Services for an Additional Twelve-Month Period Under a New Fee Schedule",Interlocal,3-0 Pass,Pass,council_vote,,approve,keyword,high,,,,13,4,1,minutes/2022/2022-07-04/2022-07-06_city-council.md
282,61,1,4,moved recess the public meeting and reconvene in a closed session to discuss a strategy session for pending or reasonably imminent litigation and adjourn from there,Procedural/Administrative,3-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,13,1,minutes/2022/2022-07-04/2022-07-06_city-council.md
283,62,1,1,moved approve the appointment of Kevin and Alli Despain to serve on the Parks and Recreation Committee,Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-08-01/2022-08-03_city-council.md
284,62,1,2,"moved approve the minutes of the July 6, 2022 City Council meeting as presented",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,4,13,1,minutes/2022/2022-08-01/2022-08-03_city-council.md
285,62,1,3,"moved approve Resolution No. 22- 21, declaring real property located at approximately 2183 West 6200 South as surplus property",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-08-01/2022-08-03_city-council.md
286,62,1,4,"moved approve Resolution No. 22- 12, approving an Interlocal Cooperation Agreement between the City and Salt Lake County to transfer ownership of two parks to the City",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,4,1,minutes/2022/2022-08-01/2022-08-03_city-council.md
287,63,1,1,moved adjourn,Procedural/Administrative,,Pass,council_vote,,procedural,keyword,high,,,,4,7,0,minutes/2022/2022-08-15/2022-08-16_truth-in-taxation.md
288,64,1,1,"moved approve Resolution No. 22-22, reappointing Don Quigley to the Taylorsville Planning Commission",Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,13,1,minutes/2022/2022-08-15/2022-08-17_city-council.md
289,64,1,2,"moved approve Resolution No. 22-23, reappointing Don Russell to the Taylorsville Planning Commission",Appointment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,4,1,minutes/2022/2022-08-15/2022-08-17_city-council.md
290,64,1,3,"moved approve the minutes from the August 3, 2022 City Council meeting",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,7,4,1,minutes/2022/2022-08-15/2022-08-17_city-council.md
291,64,1,4,"moved adopt Ordinance No. 22-28, approving text amendments to Taylorsville Municipal Code Section 13.25.010 related to the General Landscaping Standards for Park Strips",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,18,1,minutes/2022/2022-08-15/2022-08-17_city-council.md
292,64,1,5,"moved approve Resolution No. 22-24, approving an increased property tax rate for real property within the City of Taylorsville",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,4,18,1,minutes/2022/2022-08-15/2022-08-17_city-council.md
293,64,1,6,"moved approve Resolution No. 22-26, adopting a Final Budget for Fiscal Year beginning July 1, 2022 and ending June 30, 2023",Budget Amendment,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,18,4,1,minutes/2022/2022-08-15/2022-08-17_city-council.md
294,64,1,7,"moved approve Resolution No. 22-25, authorizing an Interlocal Agreement with the Salt Lake County Officer Involved Critical Incident Task Force",Interlocal,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,18,1,minutes/2022/2022-08-15/2022-08-17_city-council.md
