week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2023-09-19,2023-09-13,0,1,6,0,city council meeting
2023-09-26,2023-09-20,0,1,0,0,committee of the whole
2023-10-03,2023-09-27,0,1,4,0,city council meeting
2023-10-17,2023-10-11,0,1,4,0,city council meeting
2023-10-24,2023-10-18,0,1,0,0,committee of the whole meeting
2023-10-31,2023-10-25,0,1,7,1,city council meeting
2023-11-07,2023-11-01,0,1,3,0,city council meeting
2023-11-14,2023-11-08,0,1,0,0,committee of the whole meeting
2023-11-21,2023-11-15,0,1,2,0,city council meeting
2023-12-05,2023-11-29,0,1,2,0,special city council meeting
2023-12-12,2023-12-06,0,1,3,0,city council meeting
2023-12-26,2023-12-20,0,1,4,2,city council meeting
2024-01-16,2024-01-10,0,1,4,1,city council meeting
2024-01-23,2024-01-17,0,1,0,0,committee of the whole
2024-01-30,2024-01-24,0,1,6,0,city council meeting
2024-02-20,2024-02-14,0,2,5,0,city council meeting; redevelopment agency
2024-02-27,2024-02-21,0,1,0,0,committee of the whole meeting
2024-03-05,2024-02-28,0,2,5,1,city council meeting; redevelopment agency
2024-03-19,2024-03-13,0,2,6,1,city council meeting; redevelopment agency
2024-03-26,2024-03-20,0,1,0,0,committee of the whole meeting
2024-04-02,2024-03-27,0,2,9,5,city council meeting; committee of the whole meeting
2024-04-16,2024-04-10,0,2,5,0,city council meeting; committee of the whole meeting
2024-04-30,2024-04-24,0,1,7,1,city council meeting
2024-05-14,2024-05-08,0,1,4,1,city council meeting
2024-05-21,2024-05-15,0,1,0,0,committee of the whole meeting
2024-05-28,2024-05-22,0,4,7,1,city council meeting; committee of the whole meeting; municipal building authority; redevelopment agency
2024-06-11,2024-06-05,0,4,4,0,city council meeting; committee of the whole meeting; municipal building authority; redevelopment agency
2024-06-18,2024-06-12,0,1,0,0,committee of the whole meeting
2024-07-02,2024-06-26,0,3,15,5,city council meeting; municipal building authority; redevelopment agency
2024-07-16,2024-07-10,0,1,2,0,city council meeting
2024-07-23,2024-07-17,0,1,0,0,committee of the whole meeting
2024-08-06,2024-07-31,0,1,7,0,city council meeting
2024-08-27,2024-08-21,0,2,9,4,committee of the whole meeting; special city council meeting amended
2024-09-17,2024-09-11,0,1,4,0,city council meeting
2024-09-24,2024-09-18,0,1,0,0,committee of the whole meeting
2024-10-01,2024-09-25,0,3,6,1,city council meeting; committee of the whole meeting; redevelopment agency
2024-10-15,2024-10-09,0,2,5,3,city council meeting; committee of the whole
2024-10-22,2024-10-16,0,1,0,0,committee of the whole
2024-10-29,2024-10-23,0,2,2,0,city council meeting; committee of the whole
2024-11-12,2024-11-06,0,1,4,0,city council meeting
2024-11-19,2024-11-13,0,1,0,0,committee of the whole
2024-11-26,2024-11-20,0,1,6,1,city council meeting
2024-12-10,2024-12-04,0,1,7,3,city council meeting
2024-12-24,2024-12-18,0,1,15,1,city council meeting
2025-01-14,2025-01-08,0,2,5,1,city council meeting; committee of the whole
2025-01-28,2025-01-22,0,3,7,1,city council meeting; committee of the whole; redevelopment agency
2025-02-11,2025-02-05,0,2,3,0,city council meeting; committee of the whole
2025-02-25,2025-02-19,0,2,2,0,city council meeting; committee of the whole meeting
2025-03-11,2025-03-05,0,2,8,2,city council meeting; committee of the whole
2025-03-25,2025-03-19,0,3,7,1,city council meeting; committee of the whole; redevelopment agency
2025-04-08,2025-04-02,0,2,7,1,city council meeting; committee of the whole
2025-04-22,2025-04-16,0,4,7,0,city council meeting; committee of the whole; municipal building authority; redevelopment agency
2025-04-29,2025-04-23,0,1,0,0,committee of the whole
2025-05-06,2025-04-30,0,4,4,0,city council meeting; committee of the whole; municipal building authority; redevelopment agency
2025-05-13,2025-05-07,0,2,7,0,city council meeting; committee of the whole meeting
2025-05-27,2025-05-21,0,3,5,1,city council meeting; committee of the whole; redevelopment agency
2025-06-10,2025-06-04,0,2,6,1,city council meeting; committee of the whole
2025-06-24,2025-06-18,0,3,14,5,city council meeting; committee of the whole; redevelopment agency
2025-07-08,2025-07-02,0,2,4,0,city council meeting; committee of the whole
2025-07-22,2025-07-16,0,2,8,3,city council meeting; committee of the whole
2025-08-19,2025-08-13,0,1,0,0,committee of the whole
2025-08-26,2025-08-20,0,2,9,3,city council meeting; committee of the whole
2025-09-09,2025-09-03,0,2,6,0,city council meeting; committee of the whole
2025-09-23,2025-09-17,0,3,8,0,city council meeting; committee of the whole; redevelopment agency
2025-10-14,2025-10-08,0,2,5,2,city council meeting; committee of the whole
2025-10-28,2025-10-22,0,2,6,1,city council meeting; committee of the whole meeting
2025-11-18,2025-11-12,0,2,7,1,city council meeting; committee of the whole meeting
2025-12-02,2025-11-26,0,2,6,1,city council meeting amended; committee of the whole meeting
2025-12-16,2025-12-10,0,3,10,1,city council meeting; committee of the whole meeting; redevelopment agency
2026-01-13,2026-01-07,0,2,5,0,city council meeting; committee of the whole
2026-01-27,2026-01-21,0,2,3,1,city council meeting; committee of the whole
2026-02-10,2026-02-04,0,2,11,2,city council meeting; committee of the whole
2026-02-24,2026-02-18,0,2,4,1,city council meeting; committee of the whole
2026-03-10,2026-03-04,0,2,4,1,city council meeting; committee of the whole
2026-03-24,2026-03-18,0,2,11,1,city council meeting; committee of the whole
2026-03-31,2026-03-25,0,1,0,0,committee of the whole
2026-04-14,2026-04-08,0,2,5,0,city council meeting; committee of the whole
2026-04-28,2026-04-22,0,2,7,0,city council meeting; committee of the whole
2026-05-05,2026-04-29,0,3,6,0,city council meeting; municipal building authority; redevelopment agency
2026-05-12,2026-05-06,0,4,5,0,city council meeting; committee of the whole; municipal building authority; redevelopment agency
2026-05-26,2026-05-20,0,2,2,0,municipal building authority; redevelopment agency
2026-06-09,2026-06-03,0,1,11,2,city council regular meeting
2026-06-23,2026-06-17,0,1,10,0,city council regular meeting
