EventId,EventDate,EventBodyId,EventBodyName,EventMinutesStatusName,EventMinutesFile,EventAgendaFile,EventInSiteURL,_module
3143,2021-08-03T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/8/3143_M_Council_Work_Session_21-08-03_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/8/3143_A_Council_Work_Session_21-08-03_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3143&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3145,2021-08-10T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/8/3145_M_Council_Work_Session_21-08-10_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/8/3145_A_Council_Work_Session_21-08-10_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3145&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3146,2021-08-17T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/8/3146_M_Council_Work_Session_21-08-17_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/8/3146_A_Council_Work_Session_21-08-17_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3146&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3147,2021-08-24T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/8/3147_M_Council_Work_Session_21-08-24_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/8/3147_A_Council_Work_Session_21-08-24_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3147&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3154,2021-08-31T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/8/3154_M_Council_Work_Session_21-08-31_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/8/3154_A_Council_Work_Session_21-08-31_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3154&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3159,2021-09-14T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/9/3159_M_Council_Work_Session_21-09-14_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/9/3159_A_Council_Work_Session_21-09-14_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3159&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3160,2021-09-21T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/9/3160_M_Council_Work_Session_21-09-21_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/9/3160_A_Council_Work_Session_21-09-21_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3160&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3172,2021-10-05T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/10/3172_M_Council_Work_Session_21-10-05_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/10/3172_A_Council_Work_Session_21-10-05_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3172&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3173,2021-10-12T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/10/3173_M_Council_Work_Session_21-10-12_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/10/3173_A_Council_Work_Session_21-10-12_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3173&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3174,2021-10-19T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/10/3174_M_Council_Work_Session_21-10-19_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/10/3174_A_Council_Work_Session_21-10-19_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3174&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3175,2021-10-26T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/10/3175_M_Council_Work_Session_21-10-26_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/10/3175_A_Council_Work_Session_21-10-26_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3175&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3176,2021-09-28T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/9/3176_M_Council_Work_Session_21-09-28_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/9/3176_A_Council_Work_Session_21-09-28_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3176&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3183,2021-10-27T00:00:00,265,Council Work Session,Draft,,https://slco.legistar1.com/slco/meetings/2021/10/3183_A_Council_Work_Session_21-10-27_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3183&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3188,2021-11-02T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/11/3188_M_Council_Work_Session_21-11-02_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/11/3188_A_Council_Work_Session_21-11-02_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3188&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3189,2021-11-09T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/11/3189_M_Council_Work_Session_21-11-09_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/11/3189_A_Council_Work_Session_21-11-09_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3189&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3190,2021-11-16T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/11/3190_M_Council_Work_Session_21-11-16_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/11/3190_A_Council_Work_Session_21-11-16_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3190&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3192,2021-12-07T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/12/3192_M_Council_Work_Session_21-12-07_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/12/3192_A_Council_Work_Session_21-12-07_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3192&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3196,2021-11-23T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/11/3196_M_Council_Work_Session_21-11-23_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/11/3196_A_Council_Work_Session_21-11-23_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3196&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3198,2021-12-14T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2021/12/3198_M_Council_Work_Session_21-12-14_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2021/12/3198_A_Council_Work_Session_21-12-14_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3198&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3209,2022-01-04T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/1/3209_M_Council_Work_Session_22-01-04_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/1/3209_A_Council_Work_Session_22-01-04_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3209&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3211,2022-01-11T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/1/3211_M_Council_Work_Session_22-01-11_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/1/3211_A_Council_Work_Session_22-01-11_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3211&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3213,2021-12-21T00:00:00,265,Council Work Session,Draft,,https://slco.legistar1.com/slco/meetings/2021/12/3213_A_Council_Work_Session_21-12-21_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3213&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3219,2022-01-25T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/1/3219_M_Council_Work_Session_22-01-25_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/1/3219_A_Council_Work_Session_22-01-25_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3219&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3222,2022-02-01T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/2/3222_M_Council_Work_Session_22-02-01_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/2/3222_A_Council_Work_Session_22-02-01_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3222&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3224,2022-02-08T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/2/3224_M_Council_Work_Session_22-02-08_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/2/3224_A_Council_Work_Session_22-02-08_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3224&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3226,2022-02-15T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/2/3226_M_Council_Work_Session_22-02-15_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/2/3226_A_Council_Work_Session_22-02-15_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3226&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3234,2022-03-01T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/3/3234_M_Council_Work_Session_22-03-01_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/3/3234_A_Council_Work_Session_22-03-01_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3234&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3236,2022-03-08T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/3/3236_M_Council_Work_Session_22-03-08_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/3/3236_A_Council_Work_Session_22-03-08_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3236&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3240,2022-03-22T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/3/3240_M_Council_Work_Session_22-03-22_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/3/3240_A_Council_Work_Session_22-03-22_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3240&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3242,2022-03-29T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/3/3242_M_Council_Work_Session_22-03-29_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/3/3242_A_Council_Work_Session_22-03-29_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3242&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3247,2022-04-05T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/4/3247_M_Council_Work_Session_22-04-05_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/4/3247_A_Council_Work_Session_22-04-05_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3247&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3250,2022-04-12T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/4/3250_M_Council_Work_Session_22-04-12_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/4/3250_A_Council_Work_Session_22-04-12_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3250&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3254,2022-04-26T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/4/3254_M_Council_Work_Session_22-04-26_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/4/3254_A_Council_Work_Session_22-04-26_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3254&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3256,2022-05-03T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/5/3256_M_Council_Work_Session_22-05-03_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/5/3256_A_Council_Work_Session_22-05-03_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3256&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3258,2022-05-10T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/5/3258_M_Council_Work_Session_22-05-10_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/5/3258_A_Council_Work_Session_22-05-10_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3258&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3261,2022-05-17T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/5/3261_M_Council_Work_Session_22-05-17_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/5/3261_A_Council_Work_Session_22-05-17_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3261&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3263,2022-05-24T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/5/3263_M_Council_Work_Session_22-05-24_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/5/3263_A_Council_Work_Session_22-05-24_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3263&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3267,2022-04-19T00:00:00,265,Council Work Session,Draft,,https://slco.legistar1.com/slco/meetings/2022/4/3267_A_Council_Work_Session_22-04-19_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3267&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3272,2022-06-07T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/6/3272_M_Council_Work_Session_22-06-07_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/6/3272_A_Council_Work_Session_22-06-07_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3272&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3275,2022-06-14T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/6/3275_M_Council_Work_Session_22-06-14_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/6/3275_A_Council_Work_Session_22-06-14_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3275&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3277,2022-06-21T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/6/3277_M_Council_Work_Session_22-06-21_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/6/3277_A_Council_Work_Session_22-06-21_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3277&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3279,2022-06-28T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/6/3279_M_Council_Work_Session_22-06-28_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/6/3279_A_Council_Work_Session_22-06-28_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3279&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3293,2022-07-19T00:00:00,265,Council Work Session,Draft,,https://slco.legistar1.com/slco/meetings/2022/7/3293_A_Council_Work_Session_22-07-19_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3293&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3296,2022-07-12T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/7/3296_M_Council_Work_Session_22-07-12_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/7/3296_A_Council_Work_Session_22-07-12_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3296&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3297,2022-08-02T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/8/3297_M_Council_Work_Session_22-08-02_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/8/3297_A_Council_Work_Session_22-08-02_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3297&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3303,2022-08-09T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/8/3303_M_Council_Work_Session_22-08-09_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/8/3303_A_Council_Work_Session_22-08-09_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3303&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3304,2022-08-16T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/8/3304_M_Council_Work_Session_22-08-16_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/8/3304_A_Council_Work_Session_22-08-16_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3304&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3305,2022-08-23T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/8/3305_M_Council_Work_Session_22-08-23_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/8/3305_A_Council_Work_Session_22-08-23_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3305&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3306,2022-08-30T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/8/3306_M_Council_Work_Session_22-08-30_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/8/3306_A_Council_Work_Session_22-08-30_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3306&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3312,2022-09-06T00:00:00,265,Council Work Session,Draft,,https://slco.legistar1.com/slco/meetings/2022/9/3312_A_Council_Work_Session_22-09-06_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3312&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3314,2022-09-13T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/9/3314_M_Council_Work_Session_22-09-13_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/9/3314_A_Council_Work_Session_22-09-13_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3314&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3316,2022-09-20T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/9/3316_M_Council_Work_Session_22-09-20_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/9/3316_A_Council_Work_Session_22-09-20_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3316&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3318,2022-09-27T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/9/3318_M_Council_Work_Session_22-09-27_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/9/3318_A_Council_Work_Session_22-09-27_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3318&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
3326,2022-10-04T00:00:00,265,Council Work Session,Final,https://slco.legistar1.com/slco/meetings/2022/10/3326_M_Council_Work_Session_22-10-04_Meeting_Minutes.pdf,https://slco.legistar1.com/slco/meetings/2022/10/3326_A_Council_Work_Session_22-10-04_Meeting_Agenda.pdf,https://slco.legistar.com/MeetingDetail.aspx?LEGID=3326&GID=715&G=3988E8B8-365D-4340-9C62-605B757420CF,legislative
