candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry,verified
Joe Hatch,Council,,,2008-01-29,,2007-11-21,Wilson for Mayor,Wilson for Mayor,Campaign cont.,250.00,False,False,raw/clerk_legacy/08_joehatch_jan31.pdf,d1c1aaf7,12,medium,vision/legacy_colAB,0,"p4:x70,y886,w700,h44@100dpi",1
Joe Hatch,Council,,,2008-01-29,,2007-11-15,Carlos Vasquez for Treasurer,Carlos Vasquez for Treasurer,Campaign cont.,200.00,False,False,raw/clerk_legacy/08_joehatch_jan31.pdf,d1c1aaf7,13,medium,vision/legacy_colAB,0,"p4:x70,y934,w700,h44@100dpi",1
Joe Hatch,Council,,,2008-01-29,,2007-11-29,Ed Mayne Dinner,Ed Mayne Dinner,Tribute,300.00,False,False,raw/clerk_legacy/08_joehatch_jan31.pdf,d1c1aaf7,14,medium,vision/legacy_colAB,0,"p4:x70,y982,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-02-04,Clarke American,Clarke American,Checks for acct,12.99,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,1,medium,vision/legacy_colAB,0,"p4:x70,y358,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-03-12,Elizabeth Bradley,Elizabeth Bradley,Research,250.00,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,2,medium,vision/legacy_colAB,0,"p4:x70,y406,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-07-15,Peter Corroon Campaign,Peter Corroon Campaign,Contribution,150.00,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,3,medium,vision/legacy_colAB,0,"p4:x70,y454,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-11-01,Jenny Wilson Campaign,Jenny Wilson Campaign,Contribution,150.00,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,4,medium,vision/legacy_colAB,0,"p4:x70,y502,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-11-02,Dina Blaes Campaign,Dina Blaes Campaign,Contribution,150.00,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,5,medium,vision/legacy_colAB,0,"p4:x70,y550,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-11-02,Democratic Party of Utah,Democratic Party of Utah,Contribution,150.00,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,6,medium,vision/legacy_colAB,0,"p4:x70,y598,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-11-04,KeyBank,KeyBank,Interest payment,95.39,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,7,medium,vision/legacy_colAB,0,"p4:x70,y646,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-11-08,Jim Bradley,Jim Bradley,Reimbursement,109.00,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,8,medium,vision/legacy_colAB,0,"p4:x70,y694,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-09-30,U of U Credit Union,U of U Credit Union,Fee,20.80,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,9,medium,vision/legacy_colAB,0,"p4:x70,y742,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-01-26,Jim Bradley,Jim Bradley,Reimbursement,25.00,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,10,medium,vision/legacy_colAB,0,"p4:x70,y790,w700,h44@100dpi",1
Jim Bradley,Council,,2004,2005-01-31,,2004-10-25,Jim Bradley,Jim Bradley,Reimbursement,100.00,False,False,raw/clerk_legacy/bradley_january312005.pdf,f12f3ba3,11,medium,vision/legacy_colAB,0,"p4:x70,y838,w700,h44@100dpi",1
James M. Winder,Sheriff,,2006,2008-01-31,,2007-03-10,T Mobile,T Mobile,Cell phone,201.76,False,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,1,low,vision/legacy_born_digital_scan,1,"p4:x70,y358,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-12-31,American Express,American Express,Credit card merchant fees @ $5.95/mo,71.40,False,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,2,low,vision/legacy_born_digital_scan,1,"p4:x70,y406,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-12-31,Authorize.net,Authorize.net,Credit card merchant fees @ $20/mo,240.00,False,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,3,low,vision/legacy_born_digital_scan,1,"p4:x70,y454,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-09-06,Robert Dyer Photography,Robert Dyer Photography,Copyright fee,58.77,False,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,4,low,vision/legacy_born_digital_scan,1,"p4:x70,y502,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-08-31,Card Signs Inc,Card Signs Inc,Signs,436.10,False,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,5,low,vision/legacy_born_digital_scan,1,"p4:x70,y550,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-12-31,Utah Law Enforcement Credit Union,Utah Law Enforcement Credit Union,Bank fees,266.40,False,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,6,low,vision/legacy_born_digital_scan,1,"p4:x70,y598,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-10-26,United States Postal Service,United States Postal Service,Post office box rental,58.00,False,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,7,low,vision/legacy_born_digital_scan,1,"p4:x70,y646,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Gastronomy Inc,Gastronomy Inc,Fundraising dinner,1200.00,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,8,low,vision/legacy_born_digital_scan,1,"p4:x70,y694,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Committee to Re-Elect Jackie Biskupski,Committee to Re-Elect Jackie Biskupski,Invitations,127.51,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,9,low,vision/legacy_born_digital_scan,1,"p4:x70,y742,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Committee to Re-Elect Jackie Biskupski,Committee to Re-Elect Jackie Biskupski,Cards & Envelopes,24.46,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,10,low,vision/legacy_born_digital_scan,1,"p4:x70,y790,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Committee to Re-Elect Jackie Biskupski,Committee to Re-Elect Jackie Biskupski,Stamps,123.00,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,11,low,vision/legacy_born_digital_scan,1,"p4:x70,y838,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Committee to Re-Elect Jackie Biskupski,Committee to Re-Elect Jackie Biskupski,Printing,327.38,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,12,low,vision/legacy_born_digital_scan,1,"p4:x70,y886,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Committee to Re-Elect Jackie Biskupski,Committee to Re-Elect Jackie Biskupski,"Letterhead, remittance envelopes",770.39,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,13,low,vision/legacy_born_digital_scan,1,"p4:x70,y934,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Committee to Re-Elect Jackie Biskupski,Committee to Re-Elect Jackie Biskupski,Stamps,123.00,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,14,low,vision/legacy_born_digital_scan,1,"p4:x70,y982,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Committee to Re-Elect Jackie Biskupski,Committee to Re-Elect Jackie Biskupski,Holiday Cards,100.81,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,15,low,vision/legacy_born_digital_scan,1,"p4:x70,y1030,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Committee to Re-Elect Jackie Biskupski,Committee to Re-Elect Jackie Biskupski,Eggs in the City meeting w/ supporter,33.20,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,16,low,vision/legacy_born_digital_scan,1,"p4:x70,y1078,w700,h44@100dpi",0
James M. Winder,Sheriff,,2006,2008-01-31,,2007-XX,Committee to Re-Elect Jackie Biskupski,Committee to Re-Elect Jackie Biskupski,Holiday Cards,134.29,True,False,raw/clerk_legacy/08_jwinder_jan31.pdf,d999a099,17,low,vision/legacy_born_digital_scan,1,"p4:x70,y1126,w700,h44@100dpi",0
Ben McAdams,Mayor,,2011,2012-03-13,,2011-11-15,Anna Thompson,Anna Thompson,Salary,500.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,1,high,vision/legacy_landscape_attachment,0,"p7:x70,y232,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-01,Anna Thompson,Anna Thompson,Salary,500.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,2,high,vision/legacy_landscape_attachment,0,"p7:x70,y264,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-01,NGP VAN,NGP VAN,Database,1650.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,3,high,vision/legacy_landscape_attachment,0,"p7:x70,y296,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-07,Gastronomy,Gastronomy,Tips,60.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,4,high,vision/legacy_landscape_attachment,0,"p7:x70,y328,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-07,Sam Granato,Sam Granato,Food,100.00,True,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,5,high,vision/legacy_landscape_attachment,0,"p7:x70,y360,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-11,Chevron,Chevron,Gas,30.82,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,6,high,vision/legacy_landscape_attachment,0,"p7:x70,y392,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-12,FedEx,FedEx,Copies,10.26,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,7,high,vision/legacy_landscape_attachment,0,"p7:x70,y424,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-12,Patrick Thompson,Patrick Thompson,Design work,60.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,8,high,vision/legacy_landscape_attachment,0,"p7:x70,y456,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-14,Maverik,Maverik,Gas,29.48,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,9,high,vision/legacy_landscape_attachment,0,"p7:x70,y488,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-15,Anna Thompson,Anna Thompson,Salary,750.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,10,high,vision/legacy_landscape_attachment,0,"p7:x70,y520,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-15,Costco,Costco,Postage,420.50,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,11,high,vision/legacy_landscape_attachment,0,"p7:x70,y552,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-15,FedEx,FedEx,Copies,463.48,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,12,high,vision/legacy_landscape_attachment,0,"p7:x70,y584,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-15,Jeff Bell,Jeff Bell,Website,1500.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,13,high,vision/legacy_landscape_attachment,0,"p7:x70,y616,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-15,Justin Miller,Justin Miller,Salary,4500.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,14,high,vision/legacy_landscape_attachment,0,"p7:x70,y648,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-15,Service Press,Service Press,Printing,169.57,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,15,high,vision/legacy_landscape_attachment,0,"p7:x70,y680,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-18,Chevron,Chevron,Gas,29.62,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,16,high,vision/legacy_landscape_attachment,0,"p7:x70,y712,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-19,CLEAR,CLEAR,Internet,218.77,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,17,high,vision/legacy_landscape_attachment,0,"p7:x70,y744,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-19,FedEx,FedEx,Copies,7.69,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,18,high,vision/legacy_landscape_attachment,0,"p7:x70,y776,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-21,Glens Key,Glens Key,Keys,12.50,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,19,high,vision/legacy_landscape_attachment,0,"p7:x70,y808,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-21,U-Haul,U-Haul,Rental,50.06,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,20,high,vision/legacy_landscape_attachment,0,"p7:x70,y840,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-22,Patrick Thompson,Patrick Thompson,Design work,100.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,21,high,vision/legacy_landscape_attachment,0,"p7:x70,y872,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-23,Shoppers Express,Shoppers Express,Gas,29.59,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,22,high,vision/legacy_landscape_attachment,0,"p7:x70,y904,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-27,Best Buy,Best Buy,PC stuff,74.92,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,23,high,vision/legacy_landscape_attachment,0,"p7:x70,y936,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-27,FedEx,FedEx,Copies,4.16,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,24,high,vision/legacy_landscape_attachment,0,"p7:x70,y968,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-27,Harmons,Harmons,Office supplies,82.94,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,25,high,vision/legacy_landscape_attachment,0,"p7:x70,y1000,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-27,Office Depot,Office Depot,Office supplies,37.76,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,26,high,vision/legacy_landscape_attachment,0,"p7:x70,y1032,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-27,Radio Shack,Radio Shack,PC items,21.36,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,27,high,vision/legacy_landscape_attachment,0,"p7:x70,y1064,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-28,USPS,USPS,PO Box,29.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,28,high,vision/legacy_landscape_attachment,0,"p7:x70,y1096,w700,h44@250dpi",1
Ben McAdams,Mayor,,2011,2012-03-13,,2011-12-31,Anna Thompson,Anna Thompson,Salary,500.00,False,False,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,64e40e76,29,high,vision/legacy_landscape_attachment,0,"p7:x70,y1128,w700,h44@250dpi",1
Jim Bradley,Council,,2012,2012-04-05,,2012-03-13,Salt Lake County,Salt Lake County,Filing fee,259.74,False,False,raw/clerk_legacy/Bradley_J_12_April_Interim_Amend_CntyCncl_AtLrgC_R.pdf,e2a072a4,1,high,vision/legacy_colAB,0,"p4:x70,y358,w700,h44@200dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-03-14,Service Press,Service Press,Poster/signs,114.17,False,False,raw/clerk_legacy/BishopM_2014_April.pdf,9fa1d4aa,1,high,vision/legacy_landscape_attachment,0,"p6:x70,y228,w700,h44@250dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-03-14,Signz,Signz,Banners,170.96,False,False,raw/clerk_legacy/BishopM_2014_April.pdf,9fa1d4aa,2,high,vision/legacy_landscape_attachment,0,"p6:x70,y261,w700,h44@250dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-03-14,SL Co. Clerk,SL Co. Clerk,Filing fee,706.37,False,False,raw/clerk_legacy/BishopM_2014_April.pdf,9fa1d4aa,3,high,vision/legacy_landscape_attachment,0,"p6:x70,y294,w700,h44@250dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-03-26,Service Press,Service Press,Remit envelopes,192.33,False,False,raw/clerk_legacy/BishopM_2014_April.pdf,9fa1d4aa,4,high,vision/legacy_landscape_attachment,0,"p6:x70,y327,w700,h44@250dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-01-19,Utah State,Utah State,DBA,22.00,False,False,raw/clerk_legacy/BishopM_2014_April.pdf,9fa1d4aa,5,high,vision/legacy_landscape_attachment,0,"p6:x70,y360,w700,h44@250dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-02-09,GoDaddy.com,GoDaddy.com,Domain and web services,79.93,False,False,raw/clerk_legacy/BishopM_2014_April.pdf,9fa1d4aa,6,high,vision/legacy_landscape_attachment,0,"p6:x70,y393,w700,h44@250dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-12-11,Service Press,Service Press,Stationery,431.67,False,False,raw/clerk_legacy/BishopM_2014_April.pdf,9fa1d4aa,7,high,vision/legacy_landscape_attachment,0,"p6:x70,y426,w700,h44@250dpi",1
Mary Bishop,Recorder,,2014,2014-06-17,,2014-03-31,Mary Bishop,Mary Bishop,Loan payback,1100.00,False,False,raw/clerk_legacy/BishopM_2014_April.pdf,9fa1d4aa,8,high,vision/legacy_landscape_attachment,0,"p6:x70,y459,w700,h44@250dpi",1
Lee Gardner,Assessor,,2020,2006-06-19,,2006-04-23,GoDaddy.com,GoDaddy.com,Web site,111.37,False,False,raw/clerk_legacy/lgardner_june202006amend.pdf,217aa8a4,1,high,vision/legacy_colAB,0,"p4:x70,y358,w700,h44@200dpi",1
Lee Gardner,Assessor,,2020,2006-06-19,,2006-04-26,Sutherlands,Sutherlands,Rope,44.71,False,False,raw/clerk_legacy/lgardner_june202006amend.pdf,217aa8a4,2,high,vision/legacy_colAB,0,"p4:x70,y406,w700,h44@200dpi",1
Lee Gardner,Assessor,,2020,2006-06-19,,2006-04-28,Kinkos,Kinkos,Brochures,273.39,False,False,raw/clerk_legacy/lgardner_june202006amend.pdf,217aa8a4,3,high,vision/legacy_colAB,0,"p4:x70,y454,w700,h44@200dpi",1
Lee Gardner,Assessor,,2020,2006-06-19,,2006-04-29,A-1 Pioneer Moving & Storage,A-1 Pioneer Moving & Storage,Trailer,140.00,True,False,raw/clerk_legacy/lgardner_june202006amend.pdf,217aa8a4,4,high,vision/legacy_colAB,0,"p4:x70,y502,w700,h44@200dpi",1
Lee Gardner,Assessor,,2020,2006-06-19,,2006-05-31,Wells Fargo,Wells Fargo,Misc bank charges,22.00,False,False,raw/clerk_legacy/lgardner_june202006amend.pdf,217aa8a4,5,high,vision/legacy_colAB,0,"p4:x70,y550,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-01-31,,2005-11 to 2005-12,Wells-Fargo,Wells-Fargo,"Bank service fee, monthly $30",36.00,False,False,raw/clerk_legacy/jhatch_jan3106.pdf,69c420fb,1,high,vision/legacy_colAB,0,"p4:x70,y358,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-01-31,,2005-08-15,Demo Hispanic Caucus,Demo Hispanic Caucus,Contribution,30.00,False,False,raw/clerk_legacy/jhatch_jan3106.pdf,69c420fb,2,high,vision/legacy_colAB,0,"p4:x70,y406,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-01-31,,2005-10-11,Benns for City Council,Benns for City Council,Contribution,100.00,False,False,raw/clerk_legacy/jhatch_jan3106.pdf,69c420fb,3,high,vision/legacy_colAB,0,"p4:x70,y454,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-01-31,,2005-10-17,Remington for City Council,Remington for City Council,Contribution,50.00,False,False,raw/clerk_legacy/jhatch_jan3106.pdf,69c420fb,4,high,vision/legacy_colAB,0,"p4:x70,y502,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-01-31,,2005-10-19,Flo Winder,Flo Winder,Contribution for [Terrell] funeral,50.00,False,False,raw/clerk_legacy/jhatch_jan3106.pdf,69c420fb,5,high,vision/legacy_colAB,0,"p4:x70,y550,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-01-31,,2005-10-13,Wilde for Mayor,Wilde for Mayor,Contribution,100.00,False,False,raw/clerk_legacy/jhatch_jan3106.pdf,69c420fb,6,high,vision/legacy_colAB,0,"p4:x70,y598,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-01-31,,2005-10-30,House for City Council,House for City Council,Contribution,100.00,False,False,raw/clerk_legacy/jhatch_jan3106.pdf,69c420fb,7,high,vision/legacy_colAB,0,"p4:x70,y646,w700,h44@200dpi",1
Joe Hatch,Council,,,2006-01-31,,2005-01-04,Key Bank,Key Bank,Interest on loan to Demo Party,100.24,False,False,raw/clerk_legacy/jhatch_jan3106.pdf,69c420fb,8,high,vision/legacy_colAB,0,"p4:x70,y694,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2005-02-23 to 2005-01-24,Wells Fargo Bank,Wells Fargo Bank,Monthly banking fees,46.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,1,high,vision/legacy_colAB,0,"p4:x70,y358,w700,h44@200dpi",1
Joe Hatch,Council,,2004,2005-01-31,,2004-02-10,Democratic Women's Forum,Democratic Women's Forum,Luncheon,28.00,False,False,raw/clerk_legacy/hatch_january312005.pdf,289fef21,2,high,vision/legacy_colAB,0,"p4:x70,y406,w700,h44@200dpi",1
