referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
23,39,Council,571,PlanningCommission,address+subject,high,225 s 600 e,0.687,2020-03-31,2020-02-27,33,
24,43,Council,579,PlanningCommission,subject,medium,,0.956,2020-03-31,2020-03-12,19,
25,44,Council,574,PlanningCommission,subject,medium,,1.0,2020-03-31,2020-02-27,33,
26,45,Council,578,PlanningCommission,subject,medium,,0.851,2020-04-28,2020-03-12,47,
27,46,Council,581,PlanningCommission,subject,medium,,0.594,2020-04-14,2020-03-26,19,
28,47,Council,559,PlanningCommission,address+subject,high,400 w bull river,0.483,2020-04-14,2020-02-13,61,
29,48,Council,559,PlanningCommission,address+subject,high,400 w bull river,0.483,2020-04-14,2020-02-13,61,
30,49,Council,559,PlanningCommission,address+subject,high,400 w bull river,0.483,2020-04-14,2020-02-13,61,
31,50,Council,580,PlanningCommission,subject,medium,,0.536,2020-04-14,2020-03-26,19,
32,52,Council,844,PlanningCommission,subject,medium,,0.631,2022-04-26,2022-01-13,103,
33,54,Council,586,PlanningCommission,address+subject,high,2303 n 1200 w,0.623,2020-05-12,2020-04-23,19,
34,55,Council,587,PlanningCommission,address+subject,high,333 millpond,0.923,2020-05-12,2020-04-23,19,
35,58,Council,588,PlanningCommission,subject,medium,,1.0,2020-05-12,2020-04-23,19,
36,59,Council,589,PlanningCommission,subject,medium,,0.322,2020-05-12,2020-04-23,19,
37,59,Council,1327,PlanningCommission,subject,low,,0.816,2020-05-12,2025-09-11,-1948,
38,62,Council,584,PlanningCommission,address,low,1441 w innovation,0.59,2020-06-09,2020-04-23,47,
39,62,Council,605,PlanningCommission,address,low,1441 w innovation,0.59,2020-06-09,2020-06-11,-2,
40,63,Council,593,PlanningCommission,address+subject,high,1015 e 1840 n,0.24,2020-06-09,2020-05-14,26,
41,64,Council,597,PlanningCommission,subject,medium,,1.0,2020-06-09,2020-05-14,26,
42,65,Council,582,PlanningCommission,subject,medium,,0.899,2020-06-09,2020-03-26,75,
43,67,Council,556,PlanningCommission,address+subject,high,700 s 1900 w,0.247,2020-06-23,2020-02-06,138,
44,67,Council,557,PlanningCommission,address+subject,high,700 s 1900 w,0.329,2020-06-23,2020-02-06,138,
45,69,Council,599,PlanningCommission,address+subject,high,600 w 1300 s; 7550 n 8350 w,0.707,2020-06-23,2020-05-28,26,
46,70,Council,598,PlanningCommission,subject,medium,,0.818,2020-06-23,2020-05-28,26,
47,71,Council,600,PlanningCommission,subject,medium,,0.824,2020-06-23,2020-05-28,26,
48,73,Council,603,PlanningCommission,address,low,1045 w main,0.153,2020-07-14,2020-06-11,33,
49,74,Council,604,PlanningCommission,address+subject,high,678 w 300 n,0.95,2020-07-14,2020-06-11,33,
50,75,Council,554,PlanningCommission,address+subject,high,225 s 600 e,0.306,2020-07-14,2020-01-23,173,
51,75,Council,571,PlanningCommission,address+subject,high,225 s 600 e,0.277,2020-07-14,2020-02-27,138,
52,75,Council,608,PlanningCommission,address+subject,high,225 s 600 e,0.29,2020-07-14,2020-06-25,19,
53,79,Council,601,PlanningCommission,address+subject,high,1627 center pointe,0.621,2020-07-14,2020-06-11,33,
54,80,Council,601,PlanningCommission,address+subject,high,1627 center pointe,0.621,2020-07-28,2020-06-11,47,
55,84,Council,618,PlanningCommission,address+subject,high,1729 n trinnaman,0.816,2020-07-28,2020-07-09,19,
56,85,Council,613,PlanningCommission,address+subject,high,1402 w 900 n,1.0,2020-07-28,2020-07-09,19,
57,86,Council,613,PlanningCommission,address+subject,high,1402 w 900 n,0.548,2020-07-28,2020-07-09,19,
58,86,Council,614,PlanningCommission,address+subject,high,1402 w 900 n,0.975,2020-07-28,2020-07-09,19,
59,87,Council,611,PlanningCommission,subject,medium,,0.751,2020-07-28,2020-06-25,33,
60,87,Council,612,PlanningCommission,subject,medium,,0.764,2020-07-28,2020-07-09,19,
61,89,Council,625,PlanningCommission,subject,medium,,0.973,2020-08-11,2020-07-23,19,
62,92,Council,631,PlanningCommission,address+subject,high,1765 n trinnaman,1.0,2020-09-08,2020-08-13,26,
63,93,Council,633,PlanningCommission,address+subject,high,221 w 400 s,1.0,2020-09-08,2020-08-13,26,
64,93,Council,643,PlanningCommission,address+subject,high,221 w 400 s,1.0,2020-09-08,2020-08-27,12,
65,95,Council,563,PlanningCommission,subject,medium,,0.525,2020-09-08,2020-02-13,208,
66,96,Council,635,PlanningCommission,subject,medium,,0.622,2020-09-08,2020-08-13,26,
67,98,Council,637,PlanningCommission,subject,medium,,0.837,2020-09-08,2020-08-13,26,
68,99,Council,638,PlanningCommission,subject,medium,,0.88,2020-09-08,2020-08-13,26,
69,100,Council,693,PlanningCommission,address+subject,high,1400 s 1940 w,0.693,2021-02-23,2021-01-28,26,
70,101,Council,644,PlanningCommission,address+subject,high,187 n 400 e,1.0,2020-11-10,2020-09-10,61,
71,102,Council,646,PlanningCommission,subject,medium,,0.318,2020-10-13,2020-09-10,33,
72,103,Council,645,PlanningCommission,subject,medium,,0.65,2020-10-13,2020-09-10,33,
73,104,Council,567,PlanningCommission,subject,medium,,0.647,2020-10-27,2020-02-13,257,
74,105,Council,652,PlanningCommission,address+subject,high,2100 n 4100 w,0.698,2020-10-27,2020-10-08,19,
75,106,Council,656,PlanningCommission,address+subject,high,521 w 1200 n,0.942,2020-10-27,2020-10-08,19,
76,107,Council,654,PlanningCommission,subject,medium,,1.0,2020-11-10,2020-10-08,33,
77,108,Council,658,PlanningCommission,subject,medium,,0.575,2020-11-10,2020-10-22,19,
78,109,Council,657,PlanningCommission,address+subject,high,1500 s 500 w,0.827,2020-11-10,2020-10-22,19,
79,110,Council,659,PlanningCommission,subject,medium,,0.619,2020-11-10,2020-10-22,19,
80,111,Council,640,PlanningCommission,address+subject,high,2655 n center,0.951,2020-12-08,2020-08-27,103,
81,112,Council,661,PlanningCommission,subject,medium,,0.788,2020-12-08,2020-11-12,26,
82,113,Council,662,PlanningCommission,address+subject,high,1452 w 900 n,0.867,2021-03-23,2020-11-12,131,
83,114,Council,664,PlanningCommission,address+subject,high,5300 n fox canyon,1.0,2020-12-08,2020-11-12,26,
84,115,Council,663,PlanningCommission,address+subject,high,5400 n fox canyon,1.0,2020-12-08,2020-11-12,26,
85,116,Council,599,PlanningCommission,address+subject,high,600 w 1300 s,0.225,2020-12-08,2020-05-28,194,
86,116,Council,665,PlanningCommission,address+subject,high,600 w 1300 s,0.68,2020-12-08,2020-11-12,26,
87,117,Council,666,PlanningCommission,address+subject,high,3600 w 1500 n,0.949,2021-03-23,2020-11-12,131,
88,118,Council,639,PlanningCommission,subject,medium,,1.0,2020-12-08,2020-08-27,103,
89,119,Council,669,PlanningCommission,address+subject,high,3300 w allred,0.888,2020-12-08,2020-11-12,26,
90,121,Council,670,PlanningCommission,subject,medium,,1.0,2020-12-08,2020-11-12,26,
91,122,Council,671,PlanningCommission,subject,medium,,1.0,2020-12-08,2020-11-12,26,
92,123,Council,672,PlanningCommission,subject,medium,,1.0,2020-12-08,2020-11-12,26,
93,124,Council,661,PlanningCommission,subject,medium,,0.871,2021-01-12,2020-11-12,61,
94,125,Council,661,PlanningCommission,subject,medium,,0.871,2021-01-12,2020-11-12,61,
95,128,Council,639,PlanningCommission,subject,medium,,0.627,2021-01-12,2020-08-27,138,
96,131,Council,681,PlanningCommission,subject,medium,,0.473,2021-01-12,2021-01-14,-2,
97,136,Council,696,PlanningCommission,address+subject,high,3600 w and waterbury,0.315,2021-02-09,2021-01-28,12,
98,137,Council,681,PlanningCommission,subject,medium,,0.307,2021-02-23,2021-01-14,40,
99,138,Council,689,PlanningCommission,subject,medium,,1.0,2021-02-09,2021-01-14,26,
100,139,Council,688,PlanningCommission,subject,medium,,0.678,2021-02-09,2021-01-14,26,
101,140,Council,690,PlanningCommission,subject,medium,,0.596,2021-02-09,2021-01-14,26,
102,142,Council,696,PlanningCommission,address+subject,high,3600 w and waterbury,0.364,2021-02-23,2021-01-28,26,
103,143,Council,696,PlanningCommission,address+subject,high,3600 w and waterbury,0.353,2021-02-23,2021-01-28,26,
104,145,Council,714,PlanningCommission,address+subject,high,700 n redwood,0.528,2021-02-23,2021-03-25,-30,
105,146,Council,565,PlanningCommission,address+subject,high,143 s 1100 w,0.318,2021-02-23,2020-02-13,376,
106,146,Council,679,PlanningCommission,subject,medium,,0.954,2021-02-23,2021-01-14,40,
107,146,Council,680,PlanningCommission,address+subject,high,143 s 1100 w,0.246,2021-02-23,2021-01-14,40,
108,147,Council,693,PlanningCommission,address+subject,high,1400 s 1940 w,0.406,2021-02-23,2021-01-28,26,
109,148,Council,660,PlanningCommission,subject,medium,,0.846,2021-02-23,2020-10-22,124,
110,148,Council,699,PlanningCommission,subject,medium,,0.907,2021-02-23,2021-01-28,26,
111,149,Council,701,PlanningCommission,address+subject,high,800 n 2300 w,0.642,2021-03-09,2021-02-11,26,
112,150,Council,703,PlanningCommission,address+subject,high,500 w 1500 s,0.977,2021-03-09,2021-02-11,26,
113,152,Council,823,PlanningCommission,address+subject,high,578 w 2100 n,0.795,2022-07-12,2021-10-28,257,
114,153,Council,705,PlanningCommission,address+subject,high,923 n 2300 w,0.8,2021-03-23,2021-02-25,26,
115,154,Council,713,PlanningCommission,address+subject,high,2295 n center,0.938,2021-04-13,2021-03-25,19,
116,155,Council,709,PlanningCommission,address+subject,high,230 w 400 s,0.97,2021-05-25,2021-03-11,75,
117,156,Council,718,PlanningCommission,address+subject,high,385 s 1100 w,1.0,2021-04-13,2021-03-25,19,
118,157,Council,719,PlanningCommission,address+subject,high,500 w 1620 s,1.0,2021-04-13,2021-03-25,19,
119,158,Council,711,PlanningCommission,subject,medium,,1.0,2021-04-13,2021-03-11,33,
120,159,Council,712,PlanningCommission,subject,medium,,1.0,2021-04-13,2021-03-11,33,
121,161,Council,723,PlanningCommission,address+subject,high,1330 e 600 n,0.741,2021-05-11,2021-04-22,19,
122,163,Council,722,PlanningCommission,address+subject,high,705 n cedar hollow,0.968,2021-05-11,2021-04-22,19,
123,164,Council,720,PlanningCommission,address+subject,high,600 e 600 s,0.98,2021-05-11,2021-04-22,19,
124,165,Council,721,PlanningCommission,subject,medium,,0.865,2021-05-11,2021-04-22,19,
125,166,Council,652,PlanningCommission,address+subject,high,2100 n 4100 w,0.537,2021-05-11,2020-10-08,215,
126,170,Council,727,PlanningCommission,subject,medium,,1.0,2021-06-08,2021-05-13,26,
127,172,Council,681,PlanningCommission,subject,medium,,0.379,2021-06-08,2021-01-14,145,
128,175,Council,744,PlanningCommission,address,low,2100 n 2300 w,0.1,2021-06-29,2021-06-10,19,
129,176,Council,657,PlanningCommission,subject,medium,,0.477,2021-06-29,2020-10-22,250,
130,176,Council,745,PlanningCommission,address+subject,high,1700 w 1500 n,0.395,2021-06-29,2021-06-10,19,
131,177,Council,666,PlanningCommission,address+subject,high,3600 w 1500 n,0.338,2021-10-12,2020-11-12,334,
132,177,Council,750,PlanningCommission,address+subject,high,3600 w 1500 n,0.708,2021-10-12,2021-06-10,124,
133,179,Council,753,PlanningCommission,address+subject,high,1550 s 500 w,0.681,2021-06-29,2021-06-10,19,
134,180,Council,739,PlanningCommission,subject,medium,,0.609,2021-06-29,2021-05-27,33,
135,181,Council,737,PlanningCommission,subject,medium,,1.0,2021-06-29,2021-05-27,33,
136,183,Council,729,PlanningCommission,address,low,2300 w 700 n,0.15,2021-06-29,2021-05-13,47,
137,184,Council,738,PlanningCommission,address+subject,high,1190 n 500 w,0.833,2021-06-29,2021-05-27,33,
138,185,Council,741,PlanningCommission,subject,medium,,0.681,2021-06-29,2021-05-27,33,
139,187,Council,784,PlanningCommission,address+subject,high,1800 e 4800 n,1.0,2021-10-12,2021-08-26,47,
140,188,Council,763,PlanningCommission,address+subject,high,2100 n 2300 w,0.341,2021-10-12,2021-07-08,96,
141,189,Council,744,PlanningCommission,address+subject,high,2100 n 2300 w,0.23,2021-10-12,2021-06-10,124,
142,190,Council,810,PlanningCommission,subject,medium,,0.516,2021-10-12,2021-09-23,19,
143,191,Council,811,PlanningCommission,subject,medium,,1.0,2021-10-12,2021-09-23,19,
144,192,Council,744,PlanningCommission,address+subject,high,2100 n 2300 w,0.2,2021-10-26,2021-06-10,138,
145,192,Council,763,PlanningCommission,address+subject,high,2100 n 2300 w,0.491,2021-10-26,2021-07-08,110,
146,193,Council,744,PlanningCommission,address+subject,high,2100 n 2300 w,0.297,2021-10-26,2021-06-10,138,
147,193,Council,763,PlanningCommission,address+subject,high,2100 n 2300 w,0.23,2021-10-26,2021-07-08,110,
148,194,Council,816,PlanningCommission,subject,medium,,0.547,2021-10-26,2021-10-14,12,
149,195,Council,750,PlanningCommission,subject,medium,,0.346,2021-10-26,2021-06-10,138,
150,200,Council,866,PlanningCommission,address+subject,high,960 w 2100 n,0.718,2022-02-22,2022-02-10,12,
151,203,Council,811,PlanningCommission,subject,medium,,0.787,2022-01-25,2021-09-23,124,
152,204,Council,845,PlanningCommission,address+subject,high,1565 w 1220 n,0.915,2022-02-22,2022-01-13,40,
153,205,Council,854,PlanningCommission,address+subject,high,105 s 1100 w,0.389,2022-02-22,2022-01-27,26,
154,206,Council,858,PlanningCommission,address+subject,high,1200 n trinnaman,0.711,2022-02-22,2022-01-27,26,
155,207,Council,860,PlanningCommission,address+subject,high,2700 n redwood,0.656,2022-02-22,2022-01-27,26,
156,209,Council,861,PlanningCommission,subject,medium,,1.0,2022-02-22,2022-01-27,26,
157,211,Council,771,PlanningCommission,address+subject,high,2900 n 1200 w,0.325,2022-04-12,2021-07-22,264,
158,215,Council,884,PlanningCommission,address+subject,high,1610 w 700 s,0.519,2023-02-14,2022-03-24,327,
159,216,Council,935,PlanningCommission,address+subject,high,1200 n 3600 w,0.458,2022-07-12,2022-08-04,-23,
160,218,Council,886,PlanningCommission,address+subject,high,7521 n 8000 w,0.767,2022-04-26,2022-04-14,12,
161,219,Council,872,PlanningCommission,address+subject,high,3300 n 1200 w,0.731,2022-04-26,2022-02-24,61,
162,222,Council,887,PlanningCommission,address+subject,high,1700 w 1500 n,0.641,2022-12-13,2022-04-14,243,
163,223,Council,889,PlanningCommission,address+subject,high,2402 w main,0.81,2022-06-14,2022-04-14,61,
164,224,Council,824,PlanningCommission,address+subject,high,1080 n 2300 w,0.745,2022-07-12,2021-10-28,257,
165,224,Council,825,PlanningCommission,address+subject,high,1080 n 2300 w,0.745,2022-07-12,2021-10-28,257,
166,224,Council,890,PlanningCommission,address+subject,high,1080 n 2300 w,0.745,2022-07-12,2022-04-14,89,
167,225,Council,892,PlanningCommission,address+subject,high,2301 n 600 w,0.781,2022-05-10,2022-04-14,26,
168,225,Council,915,PlanningCommission,address+subject,high,2301 n 600 w,0.746,2022-05-10,2022-06-09,-30,
169,226,Council,872,PlanningCommission,address+subject,high,3300 n 1200 w,0.202,2022-05-10,2022-02-24,75,
170,228,Council,868,PlanningCommission,address+subject,high,795 e 760 n,0.744,2022-05-10,2022-02-24,75,
171,229,Council,895,PlanningCommission,subject,medium,,0.724,2022-05-10,2022-04-14,26,
172,230,Council,898,PlanningCommission,subject,medium,,0.398,2022-05-10,2022-04-14,26,
173,232,Council,727,PlanningCommission,subject,medium,,0.563,2022-06-14,2021-05-13,397,
174,232,Council,780,PlanningCommission,address+subject,high,600 e and airport,0.256,2022-06-14,2021-08-12,306,
175,233,Council,807,PlanningCommission,address,low,2100 n 2300 w,0.146,2022-08-23,2021-09-23,334,
176,235,Council,905,PlanningCommission,address+subject,high,37 s 500 w,0.502,2022-06-14,2022-05-12,33,
177,238,Council,908,PlanningCommission,address+subject,high,3055 n 1200 w,0.845,2022-06-14,2022-05-26,19,
178,238,Council,933,PlanningCommission,address+subject,high,3055 n 1200 w,0.733,2022-06-14,2022-08-04,-51,
179,239,Council,910,PlanningCommission,address+subject,high,891 n hilltop,0.747,2022-06-14,2022-05-26,19,
180,241,Council,913,PlanningCommission,subject,medium,,1.0,2022-06-14,2022-05-26,19,
181,243,Council,914,PlanningCommission,address+subject,high,913 e cedar hollow,1.0,2022-07-12,2022-06-09,33,
182,244,Council,892,PlanningCommission,address+subject,high,2301 n 600 w,0.935,2022-07-12,2022-04-14,89,
183,244,Council,915,PlanningCommission,address+subject,high,2301 n 600 w,0.935,2022-07-12,2022-06-09,33,
184,246,Council,880,PlanningCommission,subject,medium,,0.303,2022-07-12,2022-03-10,124,
185,247,Council,930,PlanningCommission,address+subject,high,4001 w waterbury,0.546,2022-07-12,2022-07-28,-16,
186,248,Council,916,PlanningCommission,subject,medium,,1.0,2022-07-12,2022-06-09,33,
187,249,Council,898,PlanningCommission,subject,medium,,0.552,2022-07-12,2022-04-14,89,
188,250,Council,937,PlanningCommission,address+subject,high,530 s 1100 w; 8282 n 8730 w,0.677,2022-07-26,2022-08-25,-30,
189,251,Council,938,PlanningCommission,address+subject,high,1450 s 1300 w,0.943,2022-07-26,2022-08-25,-30,
190,253,Council,925,PlanningCommission,address+subject,high,1090 w 3300 n,0.294,2022-09-27,2022-07-14,75,
191,254,Council,927,PlanningCommission,subject,medium,,0.549,2022-08-09,2022-07-14,26,
192,255,Council,929,PlanningCommission,subject,medium,,0.912,2022-08-09,2022-07-14,26,
193,258,Council,935,PlanningCommission,address+subject,high,1200 n 3600 w,0.795,2023-01-10,2022-08-04,159,
194,259,Council,764,PlanningCommission,address+subject,high,105 s 500 w,0.279,2022-08-23,2021-07-22,397,
195,259,Council,934,PlanningCommission,address+subject,high,105 s 500 w,0.819,2022-08-23,2022-08-04,19,
196,261,Council,829,PlanningCommission,subject,medium,,0.783,2022-08-23,2021-11-18,278,
197,261,Council,922,PlanningCommission,address+subject,high,4600 n 1200 e,0.889,2022-08-23,2022-07-14,40,
198,263,Council,908,PlanningCommission,address+subject,high,3055 n 1200 w,0.581,2022-08-23,2022-05-26,89,
199,263,Council,933,PlanningCommission,address+subject,high,3055 n 1200 w,0.715,2022-08-23,2022-08-04,19,
200,264,Council,931,PlanningCommission,subject,medium,,0.365,2022-08-23,2022-07-28,26,
201,267,Council,945,PlanningCommission,address+subject,high,900 n hilltop,0.765,2022-09-13,2022-08-25,19,
202,269,Council,937,PlanningCommission,address+subject,high,530 s 1100 w; 8282 n 8730 w,0.637,2022-09-13,2022-08-25,19,
203,270,Council,938,PlanningCommission,address+subject,high,1450 s 1300 w,0.748,2022-09-13,2022-08-25,19,
204,271,Council,936,PlanningCommission,address+subject,high,690 e 200 s,0.775,2022-09-13,2022-08-25,19,
205,272,Council,941,PlanningCommission,address+subject,high,1064 w main,0.724,2022-09-13,2022-08-25,19,
206,272,Council,942,PlanningCommission,address+subject,high,1064 w main,0.586,2022-09-13,2022-08-25,19,
207,273,Council,943,PlanningCommission,address+subject,high,1054 w main,1.0,2022-09-13,2022-08-25,19,
208,273,Council,944,PlanningCommission,address+subject,high,1054 w main,0.798,2022-09-13,2022-08-25,19,
209,275,Council,951,PlanningCommission,subject,medium,,0.838,2022-09-27,2022-09-08,19,
210,276,Council,952,PlanningCommission,subject,medium,,0.312,2022-09-27,2022-09-08,19,
211,279,Council,955,PlanningCommission,address+subject,high,344 n 2375 w,1.0,2022-10-11,2022-09-22,19,
212,279,Council,956,PlanningCommission,address+subject,high,344 n 2375 w,1.0,2022-10-11,2022-09-22,19,
213,280,Council,958,PlanningCommission,subject,medium,,0.738,2022-10-11,2022-09-22,19,
214,281,Council,957,PlanningCommission,subject,medium,,0.67,2022-10-11,2022-09-22,19,
215,284,Council,960,PlanningCommission,address+subject,high,2600 n 1200 w,0.714,2022-11-15,2022-10-13,33,
216,285,Council,967,PlanningCommission,address+subject,high,818 w 1220 n,0.655,2022-11-15,2022-10-27,19,
217,286,Council,969,PlanningCommission,subject,medium,,0.922,2022-11-15,2022-10-27,19,
218,287,Council,961,PlanningCommission,address+subject,high,1735 n boston,0.918,2022-11-15,2022-10-13,33,
219,288,Council,966,PlanningCommission,subject,medium,,0.659,2022-11-15,2022-10-13,33,
220,289,Council,928,PlanningCommission,subject,medium,,1.0,2022-11-15,2022-07-14,124,
221,289,Council,965,PlanningCommission,subject,medium,,1.0,2022-11-15,2022-10-13,33,
222,291,Council,976,PlanningCommission,address+subject,high,1910 w 900 n,0.85,2023-01-10,2022-11-17,54,
223,293,Council,973,PlanningCommission,address+subject,high,3950 n center,0.711,2022-12-13,2022-11-17,26,
224,294,Council,974,PlanningCommission,address+subject,high,3600 w hardman,0.683,2022-12-13,2022-11-17,26,
225,295,Council,981,PlanningCommission,address+subject,high,2800 w executive,0.843,2023-01-10,2022-12-08,33,
226,296,Council,976,PlanningCommission,address+subject,high,1910 w 900 n,0.234,2023-01-10,2022-11-17,54,
227,297,Council,998,PlanningCommission,address+subject,high,1900 s center,1.0,2023-01-10,2023-01-26,-16,
228,298,Council,987,PlanningCommission,subject,medium,,0.449,2023-01-10,2022-12-08,33,
229,299,Council,988,PlanningCommission,subject,medium,,0.78,2023-01-10,2022-12-08,33,
230,301,Council,991,PlanningCommission,subject,medium,,0.764,2023-01-10,2022-12-08,33,
231,302,Council,983,PlanningCommission,subject,medium,,0.809,2023-04-11,2022-12-08,124,
232,303,Council,983,PlanningCommission,address+subject,high,5400 n fox canyon,0.616,2023-04-11,2022-12-08,124,
233,303,Council,984,PlanningCommission,address+subject,high,5400 n fox canyon,0.852,2023-04-11,2022-12-08,124,
234,307,Council,1001,PlanningCommission,address+subject,high,4800 n 1800 e,1.0,2023-02-14,2023-01-26,19,
235,309,Council,995,PlanningCommission,address+subject,high,26 s 2300 w,0.531,2023-02-14,2023-01-12,33,
236,310,Council,962,PlanningCommission,address+subject,high,700 s mill pond,0.916,2023-02-14,2022-10-13,124,
237,310,Council,963,PlanningCommission,address+subject,high,700 s mill pond,0.916,2023-02-14,2022-10-13,124,
238,310,Council,994,PlanningCommission,address+subject,high,700 s mill pond,0.916,2023-02-14,2023-01-12,33,
239,311,Council,962,PlanningCommission,address+subject,high,700 s mill pond,0.487,2023-02-14,2022-10-13,124,
240,311,Council,963,PlanningCommission,address+subject,high,700 s mill pond,0.487,2023-02-14,2022-10-13,124,
241,311,Council,994,PlanningCommission,address+subject,high,700 s mill pond,0.771,2023-02-14,2023-01-12,33,
242,313,Council,1004,PlanningCommission,subject,medium,,1.0,2023-02-14,2023-01-26,19,
243,314,Council,1003,PlanningCommission,subject,medium,,1.0,2023-02-14,2023-01-26,19,
244,315,Council,998,PlanningCommission,address+subject,high,1900 s center,0.297,2023-02-28,2023-01-26,33,
245,317,Council,1007,PlanningCommission,subject,medium,,0.799,2023-02-28,2023-02-09,19,
246,318,Council,1008,PlanningCommission,subject,medium,,1.0,2023-02-28,2023-02-09,19,
247,319,Council,1005,PlanningCommission,address+subject,high,7944 n 9550 w,0.858,2023-04-11,2023-02-09,61,
248,319,Council,1032,PlanningCommission,address+subject,high,7944 n 9550 w,0.683,2023-04-11,2023-04-13,-2,
249,321,Council,1015,PlanningCommission,address+subject,high,1500 n 3600 w,0.794,2023-04-11,2023-03-09,33,
250,321,Council,1016,PlanningCommission,address+subject,high,1500 n 3600 w,0.663,2023-04-11,2023-03-09,33,
251,322,Council,1005,PlanningCommission,address+subject,high,7944 n 9550 w,0.579,2023-04-11,2023-02-09,61,
252,322,Council,1032,PlanningCommission,address+subject,high,7944 n 9550 w,0.543,2023-04-11,2023-04-13,-2,
253,323,Council,1017,PlanningCommission,address+subject,high,77 e state,1.0,2023-04-11,2023-03-09,33,
254,324,Council,1019,PlanningCommission,address+subject,high,1000 s 1300 w,0.974,2023-04-11,2023-03-23,19,
255,325,Council,1022,PlanningCommission,address+subject,high,1765 n 1100 w,0.946,2023-04-11,2023-03-23,19,
256,327,Council,1021,PlanningCommission,subject,medium,,0.898,2023-04-11,2023-03-23,19,
257,328,Council,974,PlanningCommission,subject,medium,,0.592,2023-04-11,2022-11-17,145,
258,330,Council,1020,PlanningCommission,subject,medium,,0.945,2023-04-11,2023-03-23,19,
259,332,Council,995,PlanningCommission,subject,medium,,0.682,2023-05-09,2023-01-12,117,
260,332,Council,1031,PlanningCommission,subject,medium,,0.66,2023-05-09,2023-04-13,26,
261,333,Council,1029,PlanningCommission,address+subject,high,850 w state,0.833,2023-05-09,2023-04-13,26,
262,334,Council,1005,PlanningCommission,address+subject,high,7944 n 9550 w,0.746,2023-05-09,2023-02-09,89,
263,334,Council,1032,PlanningCommission,address+subject,high,7944 n 9550 w,1.0,2023-05-09,2023-04-13,26,
264,336,Council,1024,PlanningCommission,subject,medium,,0.811,2023-05-09,2023-03-23,47,
265,337,Council,1033,PlanningCommission,subject,medium,,0.67,2023-05-09,2023-04-13,26,
266,338,Council,1035,PlanningCommission,subject,medium,,0.56,2023-05-23,2023-04-27,26,
267,339,Council,1036,PlanningCommission,address+subject,high,260 e 2700 n,0.571,2023-05-23,2023-04-27,26,
268,341,Council,1039,PlanningCommission,subject,medium,,0.762,2023-05-23,2023-04-27,26,
269,343,Council,1044,PlanningCommission,address+subject,high,300 e 1630 s,0.751,2023-06-13,2023-05-11,33,
270,343,Council,1045,PlanningCommission,address+subject,high,300 e 1630 s,0.751,2023-06-13,2023-05-11,33,
271,344,Council,1044,PlanningCommission,address+subject,high,300 e 1630 s,0.566,2023-07-11,2023-05-11,61,
272,344,Council,1045,PlanningCommission,address+subject,high,300 e 1630 s,0.566,2023-07-11,2023-05-11,61,
273,346,Council,1047,PlanningCommission,subject,medium,,0.794,2023-06-13,2023-05-11,33,
