clip_id,date,body,meeting_type,source_file,minutes_status
100170,2019-05-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-05-16_eastern_summit_pc.md,final
100171,2019-06-06,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-06-06_eastern_summit_pc.md,final
100172,2019-06-20,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-06-20_eastern_summit_pc.md,final
100174,2019-07-18,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-07-18_eastern_summit_pc.md,final
100175,2019-08-01,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-08-01_eastern_summit_pc.md,final
100176,2019-08-13,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-08-13_eastern_summit_pc.md,final
100179,2019-09-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-09-05_eastern_summit_pc.md,final
100181,2019-10-03,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-10-03_eastern_summit_pc.md,final
100184,2019-11-07,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-11-07_eastern_summit_pc.md,final
100185,2019-12-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2019/2019-12-05_eastern_summit_pc.md,final
100188,2020-02-20,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-02-20_eastern_summit_pc.md,final
100190,2020-03-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-03-05_eastern_summit_pc.md,final
100192,2020-05-07,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-05-07_eastern_summit_pc.md,final
100194,2020-05-21,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-05-21_eastern_summit_pc.md,final
100196,2020-06-04,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-06-04_eastern_summit_pc.md,final
100198,2020-06-18,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-06-18_eastern_summit_pc.md,final
100201,2020-07-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-07-16_eastern_summit_pc.md,final
100203,2020-08-06,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md,final
100207,2020-09-17,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-09-17_eastern_summit_pc.md,final
100210,2020-10-15,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md,final
100212,2020-11-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md,final
100214,2020-11-19,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-11-19_eastern_summit_pc.md,final
100215,2020-12-03,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md,final
100217,2020-12-17,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2020/2020-12-17_eastern_summit_pc.md,final
100218,2021-01-07,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-01-07_eastern_summit_pc.md,final
100220,2021-01-21,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-01-21_eastern_summit_pc.md,final
100221,2021-01-28,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-01-28_eastern_summit_pc.md,final
100222,2021-02-04,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-02-04_eastern_summit_pc.md,final
100223,2021-02-18,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-02-18_eastern_summit_pc.md,final
100225,2021-03-04,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md,final
100227,2021-03-18,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md,final
100229,2021-04-01,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md,final
100230,2021-04-15,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-04-15_eastern_summit_pc.md,final
100231,2021-05-06,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-05-06_eastern_summit_pc.md,final
100232,2021-08-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-08-05_eastern_summit_pc.md,final
100233,2021-08-19,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-08-19_eastern_summit_pc.md,final
100234,2021-09-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-09-16_eastern_summit_pc.md,final
100235,2021-10-07,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-10-07_eastern_summit_pc.md,final
100236,2021-11-04,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-11-04_eastern_summit_pc.md,final
100237,2021-12-02,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2021/2021-12-02_eastern_summit_pc.md,final
100239,2022-06-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2022/2022-06-16_eastern_summit_pc.md,final
100240,2022-08-04,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2022/2022-08-04_eastern_summit_pc.md,final
100248,2022-12-01,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2022/2022-12-01_eastern_summit_pc.md,final
100250,2023-01-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-01-05_eastern_summit_pc.md,final
100254,2023-03-09,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-03-09_eastern_summit_pc.md,final
100255,2023-03-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-03-16_eastern_summit_pc.md,final
100257,2023-04-06,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-04-06_eastern_summit_pc.md,final
100259,2023-04-20,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-04-20_eastern_summit_pc.md,final
100261,2023-05-04,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-05-04_eastern_summit_pc.md,final
100264,2023-06-01,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-06-01_eastern_summit_pc.md,final
100266,2023-06-15,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-06-15_eastern_summit_pc.md,final
100269,2023-07-20,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-07-20_eastern_summit_pc.md,final
100271,2023-08-03,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-08-03_eastern_summit_pc.md,final
100273,2023-08-17,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-08-17_eastern_summit_pc.md,final
100275,2023-09-07,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-09-07_eastern_summit_pc.md,final
100277,2023-09-21,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-09-21_eastern_summit_pc.md,final
100279,2023-10-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-10-05_eastern_summit_pc.md,final
100281,2023-10-19,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-10-19_eastern_summit_pc.md,final
100282,2023-11-02,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-11-02_eastern_summit_pc.md,final
100284,2023-11-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-11-16_eastern_summit_pc.md,final
100285,2023-12-07,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2023/2023-12-07_eastern_summit_pc.md,final
100287,2024-01-04,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-01-04_eastern_summit_pc.md,final
100289,2024-01-18,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-01-18_eastern_summit_pc.md,final
100291,2024-02-01,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-02-01_eastern_summit_pc.md,final
100294,2024-02-29,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-02-29_eastern_summit_pc.md,final
100295,2024-03-07,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-03-07_eastern_summit_pc.md,final
100298,2024-04-04,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-04-04_eastern_summit_pc.md,final
100300,2024-04-18,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-04-18_eastern_summit_pc.md,final
100303,2024-05-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-05-16_eastern_summit_pc.md,final
100306,2024-06-20,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-06-20_eastern_summit_pc.md,final
100308,2024-06-27,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-06-27_eastern_summit_pc.md,final
100310,2024-07-18,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-07-18_eastern_summit_pc.md,final
100312,2024-08-01,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-08-01_eastern_summit_pc.md,final
100314,2024-08-15,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-08-15_eastern_summit_pc.md,final
100317,2024-09-19,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-09-19_eastern_summit_pc.md,final
100320,2024-11-21,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-11-21_eastern_summit_pc.md,final
100321,2024-12-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-12-05_eastern_summit_pc.md,final
100323,2024-12-19,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2024/2024-12-19_eastern_summit_pc.md,final
100325,2025-01-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-01-16_eastern_summit_pc.md,final
100326,2025-02-06,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-02-06_eastern_summit_pc.md,final
100328,2025-02-20,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-02-20_eastern_summit_pc.md,final
100330,2025-03-06,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-03-06_eastern_summit_pc.md,final
100332,2025-03-20,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-03-20_eastern_summit_pc.md,final
100334,2025-04-17,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-04-17_eastern_summit_pc.md,final
100336,2025-05-01,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-05-01_eastern_summit_pc.md,final
100338,2025-05-15,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-05-15_eastern_summit_pc.md,final
100340,2025-06-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-06-05_eastern_summit_pc.md,final
100344,2025-07-17,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-07-17_eastern_summit_pc.md,final
100345,2025-08-07,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-08-07_eastern_summit_pc.md,final
100347,2025-08-21,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-08-21_eastern_summit_pc.md,final
100349,2025-09-04,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-09-04_eastern_summit_pc.md,final
100353,2025-10-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-10-16_eastern_summit_pc.md,final
100355,2025-11-06,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-11-06_eastern_summit_pc.md,final
100356,2025-11-20,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-11-20_eastern_summit_pc.md,final
100359,2025-12-18,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2025/2025-12-18_eastern_summit_pc.md,final
100361,2026-01-15,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-01-15_eastern_summit_pc.md,final
100363,2026-02-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-02-05_eastern_summit_pc.md,final
100365,2026-02-19,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-02-19_eastern_summit_pc.md,final
100367,2026-03-05,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-03-05_eastern_summit_pc.md,final
100369,2026-03-19,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-03-19_eastern_summit_pc.md,final
100371,2026-04-02,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-04-02_eastern_summit_pc.md,final
100373,2026-04-16,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-04-16_eastern_summit_pc.md,final
100375,2026-05-07,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-05-07_eastern_summit_pc.md,final
100377,2026-05-21,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-05-21_eastern_summit_pc.md,final
100379,2026-06-18,Eastern Summit County Planning Commission,Planning Commission,land_use/minutes/2026/2026-06-18_eastern_summit_pc.md,final
100002,2015-01-13,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-01-13_snyderville_basin_pc.md,final
100004,2015-01-27,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-01-27_snyderville_basin_pc.md,final
100007,2015-02-10,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-02-10_snyderville_basin_pc.md,final
100009,2015-03-03,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-03-03_snyderville_basin_pc.md,final
100011,2015-03-10,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-03-10_snyderville_basin_pc.md,final
100013,2015-03-24,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-03-24_snyderville_basin_pc.md,final
100015,2015-04-28,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-04-28_snyderville_basin_pc.md,final
100017,2015-05-12,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-05-12_snyderville_basin_pc.md,final
100019,2015-05-26,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-05-26_snyderville_basin_pc.md,final
100021,2015-06-09,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-06-09_snyderville_basin_pc.md,final
100023,2015-06-23,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-06-23_snyderville_basin_pc.md,final
100025,2015-07-14,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-07-14_snyderville_basin_pc.md,final
100027,2015-07-28,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-07-28_snyderville_basin_pc.md,final
100029,2015-08-11,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-08-11_snyderville_basin_pc.md,final
100031,2015-08-25,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-08-25_snyderville_basin_pc.md,final
100033,2015-09-08,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-09-08_snyderville_basin_pc.md,final
100035,2015-09-22,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-09-22_snyderville_basin_pc.md,final
100036,2015-10-13,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-10-13_snyderville_basin_pc.md,final
100039,2015-11-10,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-11-10_snyderville_basin_pc.md,final
100042,2015-12-08,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2015/2015-12-08_snyderville_basin_pc.md,final
100045,2016-01-12,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-01-12_snyderville_basin_pc.md,final
100047,2016-02-09,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-02-09_snyderville_basin_pc.md,final
100049,2016-02-23,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-02-23_snyderville_basin_pc.md,final
100051,2016-03-08,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-03-08_snyderville_basin_pc.md,final
100053,2016-03-22,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-03-22_snyderville_basin_pc.md,final
100055,2016-04-12,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-04-12_snyderville_basin_pc.md,final
100057,2016-04-26,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-04-26_snyderville_basin_pc.md,final
100059,2016-05-10,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-05-10_snyderville_basin_pc.md,final
100062,2016-06-14,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-06-14_snyderville_basin_pc.md,final
100064,2016-06-28,Snyderville Basin Planning Commission,Planning Commission,land_use/minutes/2016/2016-06-28_snyderville_basin_pc.md,final
