candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry
Micah Safsten,County Executive,,2026,2025-09-09,,2025-08-25,Hyrum City,Hyrum City,Hyrum Civic Center Reservation,150.00,False,False,raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,cache_county|9b04eac77463|raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,99,high,cache_cfd/text/dash,0,p3:l99:c58-62
Micah Safsten,County Executive,,2026,2025-09-09,,2025-08-25,Staples,Staples,Campaign Postcards,140.16,False,False,raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,cache_county|9b04eac77463|raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,100,high,cache_cfd/text/dash,0,p3:l100:c43-50
Micah Safsten,County Executive,,2026,2025-09-09,,2025-08-26,Square One Printing,Square One Printing,Yard Signs,192.60,False,False,raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,cache_county|9b04eac77463|raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,101,high,cache_cfd/text/dash,0,p3:l101:c47-53
Micah Safsten,County Executive,,2026,2025-09-09,,2025-08-27,North Logan City,North Logan City,HSC Room Reservation,45.00,False,False,raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,cache_county|9b04eac77463|raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,102,high,cache_cfd/text/dash,0,p3:l102:c54-57
Micah Safsten,County Executive,,2026,2025-09-09,,2025-09-02,Logan City,Logan City,Willow West Rotary Pavilion Reservation,60.00,False,False,raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,cache_county|9b04eac77463|raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,103,high,cache_cfd/text/dash,0,p3:l103:c66-69
Micah Safsten,County Executive,,2026,2025-09-09,,2025-09-02,Hobby Lobby,Hobby Lobby,Campaign Buttons,20.94,False,False,raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,cache_county|9b04eac77463|raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,104,high,cache_cfd/text/dash,0,p3:l104:c44-50
Micah Safsten,County Executive,,2026,2025-09-09,,2025-09-05,Sam's Club,Sam's Club,Food for BBQ,177.24,False,False,raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,cache_county|9b04eac77463|raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,105,high,cache_cfd/text/dash,0,p3:l105:c39-46
Micah Safsten,County Executive,,2026,2025-09-09,,2025-09-06,Macy's,Macy's,Food for BBQ,29.41,False,False,raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,cache_county|9b04eac77463|raw/2025/2025_cc_2025_Micah_Safsten_Financial_Docusign.pdf,106,high,cache_cfd/text/dash,0,p3:l106:c35-41
Rhyan Blaine Dockter,County Executive,,2026,2025-09-09,,2025-08-21,Hostinger US INC.,Hostinger US Inc,Website Hosting Service,47.88,False,False,raw/2025/2025_cc_2025_Rhyan_Dockter_Financial_Docusign.pdf,cache_county|12753edb19e7|raw/2025/2025_cc_2025_Rhyan_Dockter_Financial_Docusign.pdf,93,high,cache_cfd/text/dash,0,p3:l93:c56-62
Rhyan Blaine Dockter,County Executive,,2026,2025-09-09,,2025-09-02,FedEx Office,FedEx Office,Flyer Printing,76.18,False,False,raw/2025/2025_cc_2025_Rhyan_Dockter_Financial_Docusign.pdf,cache_county|12753edb19e7|raw/2025/2025_cc_2025_Rhyan_Dockter_Financial_Docusign.pdf,94,high,cache_cfd/text/dash,0,p3:l94:c41-47
Bryson Behm,Clerk/Auditor,,2026,2026-03-23,,2026-01-02,Cache County,Cache County,Filing Fee,655.65,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Bryson_Behm.pdf,cache_county|e9e371c3639a|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Bryson_Behm.pdf,95,high,cache_cfd/text/dash,0,p3:l95:c39-46
Bryson Behm,Clerk/Auditor,,2026,2026-03-23,,2026-01-13,Cache GOP,Cache Gop,Lincoln Day Dinner Table,1000.00,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Bryson_Behm.pdf,cache_county|e9e371c3639a|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Bryson_Behm.pdf,97,high,cache_cfd/text/dash,0,p3:l97:c50-56
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-11,North Logan City,North Logan City,Venue for campaign event,52.50,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,96,high,cache_cfd/text/dash,0,p3:l96:c59-64
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-16,Amazon,Amazon,Decorations for campaign event,23.53,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,97,high,cache_cfd/text/dash,0,p3:l97:c55-60
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-20,Hobby Lobby,Hobby Lobby,plates and balloons for campaign event,15.78,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,98,high,cache_cfd/text/dash,0,p3:l98:c68-73
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-21,Events.com,Events.com,ads for campaign event,16.50,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,99,high,cache_cfd/text/dash,0,p3:l99:c51-56
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-22,Canva,Canva,flyers for campaign events,133.06,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,100,high,cache_cfd/text/dash,0,p3:l100:c50-56
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-23,Sam's Club,Sam's Club,refreshments for campaign event,33.95,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,101,high,cache_cfd/text/dash,0,p3:l101:c60-65
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-23,Hobby Lobby,Hobby Lobby,serving utensils for campaign events,7.47,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,102,high,cache_cfd/text/dash,0,p3:l102:c66-70
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-23,Sam's Club,Sam's Club,refreshments for campaign event,42.01,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,103,high,cache_cfd/text/dash,0,p3:l103:c60-65
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-24,Events.com,Events.com,ads for campaign event,22.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,104,high,cache_cfd/text/dash,0,p3:l104:c51-56
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-27,Events.com,Events.com,ads for campaign event,22.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,105,high,cache_cfd/text/dash,0,p3:l105:c51-56
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-28,Walmart,Walmart,refreshments for campaign event,30.26,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,106,high,cache_cfd/text/dash,0,p3:l106:c57-62
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-30,Lee's Marketplace,Lee's Marketplace,refreshments for campaign event,18.50,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,107,high,cache_cfd/text/dash,0,p3:l107:c67-72
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-31,Lee's Marketplace,Lee's Marketplace,refreshments for campaign event,13.37,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,108,high,cache_cfd/text/dash,0,p3:l108:c67-72
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-31,McDonalds,McDonalds,Ice for campaign event,4.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,109,high,cache_cfd/text/dash,0,p3:l109:c50-54
Dane Murray,County Attorney,,2026,2026-04-03,,2026-03-31,Events.com,Events.com,ads for campaign event,11.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,110,high,cache_cfd/text/dash,0,p3:l110:c51-56
Dane Murray,County Attorney,,2026,2026-04-03,,2026-04-01,Sam's Club,Sam's Club,refreshments for campaign events,239.76,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,111,high,cache_cfd/text/dash,0,p3:l111:c61-67
Dane Murray,County Attorney,,2026,2026-04-03,,2026-04-02,Cache GOP,Cache Gop,Table for convention,50.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,cache_county|626950e2b5ed|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Dane_Murray.pdf,112,high,cache_cfd/text/dash,0,p3:l112:c48-53
JoAnn Bennett,County Council,,2026,2026-04-03,,,"Jan 2026, square one printing, yard signs","Jan 2026, square one printing, yard signs",,450.00,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_JoAnn_Bennett.pdf,cache_county|d00be4331017|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_JoAnn_Bennett.pdf,80,high,cache_cfd/text/whitespace,1,p3:l80:c42-46
Kathryn A. Beus,County Council,Southeast,2026,2026-03-25,,,Filing fee,Filing fee,,275.00,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,cache_county|f3857c521e94|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,99,high,cache_cfd/text/dash,1,p3:l99:c41-45
Kathryn A. Beus,County Council,Southeast,2026,2026-03-25,,,domain fee,domain fee,,21.46,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,cache_county|f3857c521e94|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,100,high,cache_cfd/text/dash,1,p3:l100:c35-41
Kathryn A. Beus,County Council,Southeast,2026,2026-03-25,,,flyers,flyers,,60.00,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,cache_county|f3857c521e94|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,101,high,cache_cfd/text/dash,1,p3:l101:c38-41
Kathryn A. Beus,County Council,Southeast,2026,2026-03-25,,,squarespace- domain fee,squarespace- domain fee,,21.46,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,cache_county|f3857c521e94|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,102,high,cache_cfd/text/whitespace,1,p3:l102:c34-40
Kathryn A. Beus,County Council,Southeast,2026,2026-03-25,,,Square One Printing,Square One Printing,,57.00,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,cache_county|f3857c521e94|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Kathryn_Beus.pdf,103,high,cache_cfd/text/whitespace,1,p3:l103:c29-32
Mark Hurd,County Council,Northeast,2026,2026-04-03,,2026-03-25,Amazon,Amazon,Health Days Parade,41.12,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,cache_county|0c3487391aa5|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,84,high,cache_cfd/text/dash,0,p3:l84:c40-46
Mark Hurd,County Council,Northeast,2026,2026-04-03,,2026-03-18,Amazon,Amazon,Vinyl,12.42,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,cache_county|0c3487391aa5|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,85,high,cache_cfd/text/dash,0,p3:l85:c27-33
Mark Hurd,County Council,Northeast,2026,2026-04-03,,2026-02-21,Amazon,Amazon,Stickers,33.83,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,cache_county|0c3487391aa5|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,86,high,cache_cfd/text/dash,0,p3:l86:c30-36
Mark Hurd,County Council,Northeast,2026,2026-04-03,,2026-02-06,Lincoln Dinner Table,Lincoln Dinner Table,,400.00,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,cache_county|0c3487391aa5|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,87,high,cache_cfd/text/dash,0,p3:l87:c32-36
Mark Hurd,County Council,Northeast,2026,2026-04-03,,2026-02-04,Amazon,Amazon,Notebooks,38.60,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,cache_county|0c3487391aa5|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,88,high,cache_cfd/text/dash,0,p3:l88:c30-36
Mark Hurd,County Council,Northeast,2026,2026-04-03,,2026-02-02,Amazon,Amazon,Bags/Pens,79.34,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,cache_county|0c3487391aa5|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,89,high,cache_cfd/text/dash,0,p3:l89:c30-36
Mark Hurd,County Council,Northeast,2026,2026-04-03,,2026-01-31,Amazon,Amazon,100 pk balloons,8.57,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,cache_county|0c3487391aa5|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Mark_Hurd.pdf,90,high,cache_cfd/text/dash,0,p3:l90:c35-40
Matthew Funk,Clerk/Auditor,,2026,2026-03-24,,,Filing for office,Filing for office,,655.65,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Matt_Funk.pdf,cache_county|cbcc49fdfb83|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Matt_Funk.pdf,95,high,cache_cfd/text/whitespace,1,p3:l95:c18-25
Sandi Goodlander,County Council,,2026,2026-04-03,,,Cache GOP,Cache Gop,Table for Lincoln Day Dinner,500.00,False,False,raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Sandi_Goodlander.pdf,cache_county|fb7236b4a96c|raw/2026/2026_cc_2026_Financial_Disclosure_Apr_3_Sandi_Goodlander.pdf,95,high,cache_cfd/text/dash,1,p3:l95:c62-69
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-05,Election Hive                           Consulting - monthly strategy/comms retainer,Election Hive Consulting - monthly strategy/comms retainer,,2500.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,109,high,cache_cfd/text/whitespace,1,p3:l109:c127-136
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-06-02,Election Hive                           Consulting retainer (Inv. 1463A),Election Hive Consulting retainer (Inv. 1463A),,2500.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,110,high,cache_cfd/text/whitespace,1,p3:l110:c127-136
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-06-02,Election Hive                           Meta & Google ad spend through primary,Election Hive Meta & Google ad spend through primary,,5000.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,111,high,cache_cfd/text/whitespace,1,p3:l111:c127-136
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-06-02,Election Hive                           Phone canvassing,Election Hive Phone canvassing,,3000.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,112,high,cache_cfd/text/whitespace,1,p3:l112:c127-136
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-12,Right Insight                           Campaign text messaging,Right Insight Campaign text messaging,,30.90,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,113,high,cache_cfd/text/whitespace,1,p3:l113:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-12,Right Insight                           Campaign text messaging,Right Insight Campaign text messaging,,101.97,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,114,high,cache_cfd/text/whitespace,1,p3:l114:c128-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-16,Right Insight                           Campaign text messaging,Right Insight Campaign text messaging,,819.84,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,115,high,cache_cfd/text/whitespace,1,p3:l115:c128-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-28,Right Insight                           Campaign text messaging,Right Insight Campaign text messaging,,70.02,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,116,high,cache_cfd/text/whitespace,1,p3:l116:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-06-01,Right Insight                           Campaign text messaging,Right Insight Campaign text messaging,,28.74,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,117,high,cache_cfd/text/whitespace,1,p3:l117:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-06-01,Right Insight                           Campaign text messaging,Right Insight Campaign text messaging,,62.55,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,118,high,cache_cfd/text/whitespace,1,p3:l118:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-04-02,VoteGTR.com                             Online campaign tools,VoteGTR.com Online campaign tools,,99.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,119,high,cache_cfd/text/whitespace,1,p3:l119:c129-135
J. Brett Chambers,County Attorney,,2026,2026-06-16,Pre-Primary,2026-05-02,VoteGTR.com                             Online campaign tools,VoteGTR.com Online campaign tools,,99.00,False,True,raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,cache_county|edac4c138557|raw/2026/2026_cc_2026_Financial_Disclosure_June16_J_Brett_Chambers.pdf,120,high,cache_cfd/text/whitespace,1,p3:l120:c129-135
