week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-08-24,2020-08-18,0,1,7,0,city council meeting agenda and packet 395
2020-09-14,2020-09-08,0,1,11,0,city council meeting agenda and packet 398
2020-09-28,2020-09-22,0,1,7,0,city council meeting agenda and packet 402
2020-10-12,2020-10-06,0,1,6,0,city council meeting agenda and packet 408
2020-10-19,2020-10-13,0,1,1,0,city council special meeting agenda and packet 410
2020-10-26,2020-10-20,0,2,6,0,city council meeting agenda and packet 414; community reinvestment agency meeting agenda and packet 415
2020-11-09,2020-11-03,0,1,7,0,millcreek city council meeting and agenda 417
2020-11-23,2020-11-17,0,1,6,0,city council meeting agenda and packet 420
2020-12-14,2020-12-08,0,2,11,0,city council meeting agenda and packet 425; community reinvestment agency meeting 426
2020-12-21,2020-12-15,0,3,5,0,city council special meeting 430; city council special meeting agenda 428; city council special meeting agenda 429
2021-01-11,2021-01-05,0,1,6,0,city council meeting agenda and packet 435
2021-01-18,2021-01-12,0,1,1,0,city council special meeting agenda 433
2021-01-25,2021-01-19,0,2,8,0,city council meeting agenda and packet 438; city council special meeting agenda 436
2021-02-08,2021-02-02,0,2,10,0,city council meeting agenda and packet 440; community reinvestment agency meeting agenda and packet 441
2021-02-22,2021-02-16,0,1,3,0,city council meeting agenda and packet 446
2021-03-01,2021-02-23,0,1,0,0,city council special meeting agenda 447
2021-03-08,2021-03-02,0,1,6,0,city council meeting agenda and packet 450
2021-03-22,2021-03-16,0,2,17,0,city council meeting agenda and packet 453; community reinvestment agency meeting agenda and packet 454
2021-04-12,2021-04-06,0,2,28,0,city council meeting agenda and packet 459; community reinvestment agency meeting agenda and packet 460
2021-04-19,2021-04-13,0,1,1,0,city council and planning commission special work meeting ag 461
2021-04-26,2021-04-20,0,2,14,0,city council meeting agenda and packet 465; community reinvestment agency meeting agenda and packet 467
2021-05-03,2021-04-27,0,1,3,0,city council special meeting agenda 466
2021-05-10,2021-05-04,0,1,12,1,city council meeting agenda and packet 469
2021-05-24,2021-05-18,0,1,5,0,city council meeting agenda and packet 472
2021-06-14,2021-06-08,0,2,18,0,city council meeting agenda and packet 478; community reinvestment agency meeting agenda and packet 479
2021-06-28,2021-06-22,0,3,28,0,city council meeting agenda and packet 486; city council special meeting agenda 482; community reinvestment agency meeting agenda and packet 487
2021-07-12,2021-07-06,0,1,8,0,city council meeting agenda and packet 489
2021-07-26,2021-07-20,0,2,5,0,city council meeting agenda and packet 492; city council special meeting agenda 491
2021-08-09,2021-08-03,0,1,8,0,city council meeting agenda and packet 495
2021-08-23,2021-08-17,0,1,5,0,city council meeting agenda and packet 500
2021-09-13,2021-09-07,3,2,17,0,city council meeting agenda and packet 507; community reinvestment agency meeting agenda and packet 508
2021-09-20,2021-09-14,2,1,0,0,city council and planning commission special meeting agenda 504
2021-09-27,2021-09-21,0,1,7,0,city council meeting agenda and packet 509
2021-10-11,2021-10-05,0,1,8,0,city council meeting agenda and packet 514
2021-10-25,2021-10-19,0,1,6,0,city council meeting agenda and packet 517
2021-11-08,2021-11-02,0,2,9,0,city council meeting agenda and packet 522; city council planning commission special meeting agenda 519
2021-11-22,2021-11-16,0,1,7,0,city council meeting agenda and packet 526
2021-12-13,2021-12-07,0,2,11,0,city council meeting agenda and packet 530; community reinvestment agency meeting agenda and packet 531
2021-12-20,2021-12-14,0,1,10,0,city council meeting agenda and packet 533
2022-01-10,2022-01-04,0,3,14,0,city council meeting agenda and packet 536; city council special work meeting agenda 535; community reinvestment agency meeting agenda and packet 537
2022-01-17,2022-01-11,0,1,1,0,city council special work meeting agenda 539
2022-01-24,2022-01-18,0,1,9,0,city council meeting agenda and packet 543
2022-02-14,2022-02-08,0,1,7,0,city council meeting agenda and packet 547
2022-02-28,2022-02-22,0,1,7,0,city council meeting agenda and packet 550
2022-03-14,2022-03-08,0,1,9,0,city council meeting agenda and packet 552
2022-03-28,2022-03-22,0,2,11,0,city council meeting agenda and packet 558; community reinvestment agency meeting agenda and packet 559
2022-04-11,2022-04-05,0,2,17,0,city council meeting and agenda 560; community reinvestment agency meeting agenda and packet 561
2022-04-25,2022-04-19,0,2,17,0,city council meeting agenda and packet 567; community reinvestment agency meeting agenda and packet 566
2022-05-09,2022-05-03,0,1,8,0,city council meeting agenda and packet 573
2022-05-23,2022-05-17,0,3,12,0,city council and planning commission special meeting agenda 577; city council meeting agenda and packet 581; community reinvestment agency meeting agenda and packet 582
2022-06-13,2022-06-07,0,2,13,0,city council meeting agenda and packet 588; community reinvestment agency meeting agenda and packet 589
2022-06-27,2022-06-21,0,2,21,0,city council meeting agenda and packet 591; community reinvestment agency meeting agenda and packet 592
2022-07-04,2022-06-28,1,0,0,0,
2022-07-11,2022-07-05,0,1,9,0,city council meeting agenda and packet 596
2022-07-25,2022-07-19,0,1,1,0,city council planning commission special meeting agenda 600
2022-08-01,2022-07-26,0,1,9,0,city council meeting agenda and packet 604
2022-08-08,2022-08-02,0,1,8,0,city council meeting agenda and packet 606
2022-08-22,2022-08-16,0,1,4,0,city council meeting agenda and packet 610
2022-09-12,2022-09-06,0,1,9,0,city council meeting agenda and packet 614
2022-09-19,2022-09-13,0,1,0,0,city council special meeting agenda 615
2022-09-26,2022-09-20,0,1,7,0,city council meeting agenda and packet 618
2022-10-10,2022-10-04,0,1,10,0,city council meeting agenda and packet 623
2022-10-17,2022-10-11,1,0,0,0,
2022-10-24,2022-10-18,0,1,4,0,city council meeting agenda and packet 630
2022-10-31,2022-10-25,0,1,1,0,city council planning commission special meeting agenda 627
2022-11-14,2022-11-08,0,3,5,0,city council meeting agenda and packet 638; city council special meeting agenda 637; city council special work meeting agenda 632
2022-11-28,2022-11-22,0,1,8,0,city council meeting agenda and packet 641
2022-12-12,2022-12-06,0,1,7,0,city council meeting agenda and packet 646
2023-01-16,2023-01-10,0,2,9,0,city council meeting agenda and packet 652; city council special work meeting 654
2023-01-23,2023-01-17,0,2,8,0,city council meeting agenda and packet 658; city council special work meeting agenda and packet 657
2023-02-13,2023-02-07,0,1,9,0,city council meeting agenda and packet 662
2023-02-27,2023-02-21,0,1,10,0,city council meeting agenda and packet 667
2023-03-13,2023-03-07,0,1,11,0,city council meeting agenda and packet 671
2023-04-10,2023-04-04,0,2,25,0,city council work meeting and regular meeting 676; community reinvestment agency meeting agenda and packet 678
2023-04-24,2023-04-18,0,1,14,0,city council meeting agenda and packet 685
2023-05-08,2023-05-02,0,1,4,0,city council meeting agenda and packet 688
2023-05-22,2023-05-16,0,1,6,0,city council meeting agenda and packet 693
2023-06-12,2023-06-06,0,2,18,0,city council meeting agenda and packet 697; community reinvestment agency meeting agenda and packet 698
2023-06-26,2023-06-20,0,2,21,0,city council meeting agenda and packet 702; community reinvestment agency meeting agenda and packet 703
2023-07-10,2023-07-04,0,2,7,0,city council meeting agenda and packet 705; community reinvestment agency meeting agenda and packet 707
2023-07-31,2023-07-25,0,1,12,0,city council meeting agenda and packet 713
2023-08-14,2023-08-08,0,1,5,1,city council meeting agenda and packet 720
2023-08-21,2023-08-15,0,2,0,0,city council special meeting agenda 719; city council special meeting agenda and packet 722
2023-08-28,2023-08-22,0,2,7,0,city council meeting agenda and packet 723; community reinvestment agency meeting agenda and packet 724
2023-09-11,2023-09-05,0,1,4,0,city council meeting agenda and packet 726
2023-09-25,2023-09-19,0,1,9,0,city council meeting agenda and packet 730
2023-10-09,2023-10-03,0,1,3,0,city council meeting agenda and packet 734
2023-10-23,2023-10-17,0,1,11,0,city council meeting agenda and packet 737
2023-11-13,2023-11-07,0,1,13,0,city council meeting agenda and packet 744
2023-11-27,2023-11-21,0,2,8,0,city council meeting agenda and packet 746; community reinvestment agency meeting agenda and packet 747
2023-12-11,2023-12-05,0,2,8,0,city council meeting agenda and packet 753; community reinvestment agency meeting agenda and packet 754
2024-01-08,2024-01-02,0,1,1,0,city council special meeting agenda 758
2024-01-15,2024-01-09,0,2,16,0,city council meeting agenda and packet 759; community reinvestment agency agenda and packet 760
2024-01-22,2024-01-16,0,3,17,0,city council meeting agenda and packet 766; city council special meeting agenda 763; community reinvestment agency meeting agenda and packet 767
2024-02-05,2024-01-30,0,1,1,0,city council special meeting notice and agenda 770
2024-02-12,2024-02-06,0,1,8,0,city council meeting agenda and packet 773
2024-02-26,2024-02-20,0,2,12,0,city council meeting agenda and packet 777; community reinvestment agency meeting agenda and packet 778
2024-03-18,2024-03-12,1,0,0,0,
2024-03-25,2024-03-19,2,1,14,0,city council meeting agenda and packet 788
2024-04-08,2024-04-02,0,1,15,0,city council meeting agenda and packet 793
2024-04-22,2024-04-16,2,1,5,1,city council meeting agenda and packet 797
2024-05-13,2024-05-07,0,2,14,1,city council meeting agenda and packet 801; community reinvestment agency meeting agenda and packet 803
2024-05-20,2024-05-14,0,1,3,0,city council meeting agenda and packet 805
2024-06-03,2024-05-28,0,1,8,0,city council meeting agenda and packet 806
2024-06-10,2024-06-04,0,2,21,0,city council meeting agenda and packet 812; community reinvestment agency meeting agenda and packet 814
2024-06-24,2024-06-18,0,3,16,0,city council meeting agenda and packet 821; city council special meeting agenda and packet 819; community reinvestment agency meeting agenda and packet 822
2024-07-08,2024-07-02,0,1,6,0,city council meeting agenda and packet 827
2024-07-22,2024-07-16,0,1,3,0,city council meeting agenda and packet 830
2024-07-29,2024-07-23,0,1,1,0,city council meeting agenda and packet 831
2024-08-12,2024-08-06,0,1,6,0,city council meeting agenda and packet 835
2024-08-26,2024-08-20,0,1,3,0,city council meeting agenda and packet 837
2024-09-09,2024-09-03,0,1,11,0,city council meeting agenda and packet 841
2024-09-23,2024-09-17,0,1,11,0,city council meeting agenda and packet 847
2024-10-14,2024-10-08,0,1,7,0,city council meeting agenda and packet 851
2024-10-28,2024-10-22,0,1,5,0,city council meeting agenda and packet 854
2024-11-18,2024-11-12,0,1,8,0,city council meeting agenda and packet 856
2024-11-25,2024-11-19,0,1,4,0,city council meeting agenda and packet 859
2024-12-09,2024-12-03,0,2,13,0,city council meeting agenda and packet 864; city council special meeting agenda 860
2024-12-16,2024-12-10,0,1,8,0,city council meeting agenda and packet 866
2025-01-13,2025-01-07,0,1,5,0,city council meeting agenda and packet 871
2025-01-20,2025-01-14,0,1,3,0,city council special meeting agenda 873
2025-01-27,2025-01-21,0,1,9,0,city council meeting agenda and packet 875
2025-02-10,2025-02-04,0,1,1,0,city council work meeting agenda and packet 880
2025-02-24,2025-02-18,0,1,8,0,city council meeting agenda and packet 885
2025-03-24,2025-03-18,0,1,18,0,city council meeting agenda and packet 894
2025-04-14,2025-04-08,0,1,15,0,city council meeting agenda and packet 900
2025-04-28,2025-04-22,0,1,16,0,city council meeting agenda and packet 903
2025-05-12,2025-05-06,0,2,15,0,city council work meeting and regular meeting 909; community reinvestment agency meeting agenda and packet 910
2025-06-02,2025-05-27,0,2,14,0,city council meeting agenda and packet 915; community reinvestment agency meeting agenda and packet 916
2025-06-09,2025-06-03,0,2,29,0,city council meeting agenda and packet 925; community reinvestment agency meeting agenda and packet 926
2025-06-16,2025-06-10,0,1,2,0,city council special meeting agenda and packet 930
2025-06-23,2025-06-17,0,1,16,0,city council meeting agenda and packet 935
2025-07-14,2025-07-08,0,1,7,0,city council meeting agenda and packet 938
2025-07-28,2025-07-22,0,2,8,0,city council meeting agenda and packet 942; community reinvestment agency meeting agenda and packet 943
2025-08-11,2025-08-05,0,1,7,0,city council meeting agenda and packet 947
2025-08-25,2025-08-19,0,1,10,0,city council meeting agenda and packet 952
2025-09-08,2025-09-02,0,1,7,0,city council meeting agenda and packet 954
2025-09-22,2025-09-16,0,1,9,0,city council meeting agenda and packet 960
2025-10-13,2025-10-07,0,1,11,0,city council meeting agenda and packet 965
2025-10-27,2025-10-21,0,1,10,0,city council meeting agenda and packet 971
2025-11-03,2025-10-28,0,1,2,0,city council special meeting agenda and packet 973
2025-11-10,2025-11-04,0,1,16,0,city council meeting agenda and packet 975
2025-11-24,2025-11-18,0,2,7,0,city council meeting agenda 981; city council meeting agenda and packet 982
2025-12-08,2025-12-02,0,1,8,1,city council meeting agenda and packet 984
2026-01-12,2026-01-06,0,1,11,0,city council meeting agenda and packet 992
2026-01-19,2026-01-13,0,1,1,0,city council special work meeting 993
2026-01-26,2026-01-20,0,1,9,0,city council meeting agenda and packet 999
2026-02-09,2026-02-03,0,1,7,0,city council meeting agenda and packet 1004
2026-02-23,2026-02-17,0,1,3,0,city council meeting agenda and packet 1007
2026-03-09,2026-03-03,0,1,6,0,city council meeting agenda and packet 1011
2026-03-23,2026-03-17,0,2,18,0,city council meeting agenda and packet 1019; community reinvestment agency meeting agenda and packet 1020
2026-04-13,2026-04-07,0,2,12,1,city council meeting agenda and packet 1027; community reinvestment agency meeting agenda and packet 1028
2026-04-27,2026-04-21,0,1,14,0,city council meeting agenda and packet 1031
2026-05-11,2026-05-05,0,2,20,0,city council meeting agenda and packet 1037; community reinvestment agency meeting agenda and packet 1038
2026-05-25,2026-05-19,3,0,0,0,
2026-06-01,2026-05-26,0,1,21,0,city council meeting agenda and packet 1045
2026-06-08,2026-06-02,0,1,4,0,community reinvestment agency meeting agenda and packet 1057
2026-06-22,2026-06-16,0,1,13,0,city council meeting agenda and packet 1061
