year,election_type,office,district,contest,candidate,votes,pct,rank,is_winner
2007,municipal primary,Mayor,,Salt Lake City Mayor,QUINN CADY MCDONOUGH,44,0.16,7,False
2007,municipal primary,Mayor,,Salt Lake City Mayor,RAINER HUCK,38,0.13,8,False
2007,municipal primary,Mayor,,Salt Lake City Mayor,ROBERT 'LOT' MUSCHECK,14,0.05,9,False
2009,municipal general,Council,1,Salt Lake City Council District 1,CARLTON CHRISTENSEN,1459,66.23,1,True
2009,municipal general,Council,1,Salt Lake City Council District 1,LESLIE REYNOLDS-BENNS,731,33.18,2,False
2009,municipal general,Council,1,Salt Lake City Council District 1,Write-In,13,0.59,3,False
2009,municipal general,Council,3,Salt Lake City Council District 3,STAN PENFOLD,2564,52.43,1,True
2009,municipal general,Council,3,Salt Lake City Council District 3,PHIL CARROLL,2310,47.24,2,False
2009,municipal general,Council,3,Salt Lake City Council District 3,Write-In,16,0.33,3,False
2009,municipal general,Council,5,Salt Lake City Council District 5,JILL REMINGTON LOVE,2259,94.8,1,True
2009,municipal general,Council,5,Salt Lake City Council District 5,Write-In,124,5.2,2,False
2009,municipal general,Council,7,Salt Lake City Council District 7,SOREN DAHL SIMONSEN,1948,50.03,1,True
2009,municipal general,Council,7,Salt Lake City Council District 7,LISA RAMSEY ADAMS,1935,49.69,2,False
2009,municipal general,Council,7,Salt Lake City Council District 7,Write-In,11,0.28,3,False
2009,municipal primary,Council,1,Salt Lake City Council District 1,CARLTON CHRISTENSEN (NP),885,68.93,1,True
2009,municipal primary,Council,1,Salt Lake City Council District 1,LESLIE REYNOLDS-BENNS (NP),336,26.17,2,False
2009,municipal primary,Council,1,Salt Lake City Council District 1,F. JOSEPH IRISH (NP),63,4.91,3,False
2009,municipal primary,Council,3,Salt Lake City Council District 3,PHIL CARROLL (NP),1197,37.98,1,True
2009,municipal primary,Council,3,Salt Lake City Council District 3,STAN PENFOLD (NP),1010,32.04,2,False
2009,municipal primary,Council,3,Salt Lake City Council District 3,LISA ALLCOTT (NP),510,16.18,3,False
2009,municipal primary,Council,3,Salt Lake City Council District 3,"""JJJ""- JENNIFER J JOHNSON (NP)",304,9.64,4,False
2009,municipal primary,Council,3,Salt Lake City Council District 3,YOSSOF SHARIFI (NP),75,2.38,5,False
2009,municipal primary,Council,3,Salt Lake City Council District 3,EDWARD JAMES AHO (NP),56,1.78,6,False
2011,municipal general,Council,2,Salt Lake City Council District 2,KYLE LAMALFA (NP),1115,57.44,1,True
2011,municipal general,Council,2,Salt Lake City Council District 2,VAN BLAIR TURNER (NP),815,41.99,2,False
2011,municipal general,Council,2,Salt Lake City Council District 2,WRITE-IN (NP),11,0.57,3,False
2011,municipal general,Council,4,Salt Lake City Council District 4,LUKE GARROTT (NP),1529,77.69,1,True
2011,municipal general,Council,4,Salt Lake City Council District 4,JACK GRAY (NP),408,20.73,2,False
2011,municipal general,Council,4,Salt Lake City Council District 4,WRITE-IN (NP),31,1.58,3,False
2011,municipal general,Council,6,Salt Lake City Council District 6,CHARLIE LUKE (NP),2920,60.63,1,True
2011,municipal general,Council,6,Salt Lake City Council District 6,J T MARTIN (NP),1872,38.87,2,False
2011,municipal general,Council,6,Salt Lake City Council District 6,WRITE-IN (NP),24,0.5,3,False
2011,municipal general,Mayor,,Salt Lake City Mayor,RALPH BECKER (NP),14189,74.91,1,True
2011,municipal general,Mayor,,Salt Lake City Mayor,J ALLEN KIMBALL (NP),4519,23.86,2,False
2011,municipal general,Mayor,,Salt Lake City Mayor,WRITE-IN (NP),234,1.24,3,False
2013,municipal general,Council,1,Salt Lake City Council District 1,JAMES ROGERS (NP),923,51.8,1,True
2013,municipal general,Council,1,Salt Lake City Council District 1,KEVIN S. PARKE (NP),855,47.98,2,False
2013,municipal general,Council,1,Salt Lake City Council District 1,Write-in (NP),4,0.22,3,False
2013,municipal general,Council,3,Salt Lake City Council District 3,STAN PENFOLD (NP),1823,76.69,1,True
2013,municipal general,Council,3,Salt Lake City Council District 3,SHERMAN W. CLOW (NP),531,22.34,2,False
2013,municipal general,Council,3,Salt Lake City Council District 3,Write-in (NP),23,0.97,3,False
2013,municipal general,Council,5,Salt Lake City Council District 5,ERIN MENDENHALL (NP),1740,81.84,1,True
2013,municipal general,Council,5,Salt Lake City Council District 5,BILL DAVIS (NP),381,17.92,2,False
2013,municipal general,Council,5,Salt Lake City Council District 5,Write-in (NP),5,0.24,3,False
2013,municipal general,Council,7,Salt Lake City Council District 7,LISA RAMSEY ADAMS (NP),2023,68.88,1,True
2013,municipal general,Council,7,Salt Lake City Council District 7,KEVIN PAULSON (NP),889,30.27,2,False
2013,municipal general,Council,7,Salt Lake City Council District 7,Write-in (NP),25,0.85,3,False
2013,municipal primary,Council,1,Salt Lake City Council District 1,JAMES ROGERS (NP),594,41.8,1,True
2013,municipal primary,Council,1,Salt Lake City Council District 1,KEVIN S. PARKE (NP),319,22.45,2,False
2013,municipal primary,Council,1,Salt Lake City Council District 1,BRAD BARTHOLOMEW (NP),299,21.04,3,False
2013,municipal primary,Council,1,Salt Lake City Council District 1,J DEE CARLSON (NP),98,6.9,4,False
2013,municipal primary,Council,1,Salt Lake City Council District 1,RICHARD D.M. BARNES (NP),77,5.42,5,False
2013,municipal primary,Council,1,Salt Lake City Council District 1,ISAAC D. ARNOLD (NP),34,2.39,6,False
2013,municipal primary,Council,3,Salt Lake City Council District 3,STAN PENFOLD (NP),1174,70.6,1,True
2013,municipal primary,Council,3,Salt Lake City Council District 3,SHERMAN W. CLOW (NP),254,15.27,2,False
2013,municipal primary,Council,3,Salt Lake City Council District 3,AARON JOHNSON (NP),235,14.13,3,False
2013,municipal primary,Council,5,Salt Lake City Council District 5,ERIN MENDENHALL (NP),984,70.64,1,True
2013,municipal primary,Council,5,Salt Lake City Council District 5,BILL DAVIS (NP),242,17.37,2,False
2013,municipal primary,Council,5,Salt Lake City Council District 5,ERNEST LLOYD COX (NP),167,11.99,3,False
2013,municipal primary,Council,7,Salt Lake City Council District 7,LISA RAMSEY ADAMS (NP),701,32.04,1,True
2013,municipal primary,Council,7,Salt Lake City Council District 7,KEVIN PAULSON (NP),407,18.6,2,False
2013,municipal primary,Council,7,Salt Lake City Council District 7,DEB HENRY (NP),380,17.37,3,False
2013,municipal primary,Council,7,Salt Lake City Council District 7,TOPHER HORMAN (NP),354,16.18,4,False
2013,municipal primary,Council,7,Salt Lake City Council District 7,AMY BARRY (NP),346,15.81,5,False
2015,municipal general,Council,2,Salt Lake City Council District 2,ANDREW JOHNSTON,1283,52.71,1,True
2015,municipal general,Council,2,Salt Lake City Council District 2,VAN BLAIR TURNER,1151,47.29,2,False
2015,municipal general,Council,4,Salt Lake City Council District 4,DEREK KITCHEN,2503,51.77,1,True
2015,municipal general,Council,4,Salt Lake City Council District 4,NATE SALAZAR,2332,48.23,2,False
2015,municipal general,Council,6,Salt Lake City Council District 6,CHARLIE LUKE,4922,63.54,1,True
2015,municipal general,Council,6,Salt Lake City Council District 6,TRACEY HARTY,2824,36.46,2,False
2015,municipal general,Mayor,,Salt Lake City Mayor,JACKIE BISKUPSKI,19896,51.55,1,True
2015,municipal general,Mayor,,Salt Lake City Mayor,RALPH BECKER,18702,48.45,2,False
2015,municipal primary,Council,4,Salt Lake City Council District 4,DEREK KITCHEN,1319,36.04,1,True
2015,municipal primary,Council,4,Salt Lake City Council District 4,NATE SALAZAR,654,17.87,2,False
2015,municipal primary,Council,4,Salt Lake City Council District 4,MILES PETTY,606,16.56,3,False
2015,municipal primary,Council,4,Salt Lake City Council District 4,BABS DE LAY,568,15.52,4,False
2015,municipal primary,Council,4,Salt Lake City Council District 4,JEN COLBY,513,14.02,5,False
2015,municipal primary,Mayor,,Salt Lake City Mayor,JACKIE BISKUPSKI,13278,46.06,1,True
2015,municipal primary,Mayor,,Salt Lake City Mayor,RALPH BECKER,8823,30.61,2,False
2015,municipal primary,Mayor,,Salt Lake City Mayor,LUKE GARROTT,3764,13.06,3,False
2015,municipal primary,Mayor,,Salt Lake City Mayor,GEORGE CHAPMAN,1875,6.5,4,False
2015,municipal primary,Mayor,,Salt Lake City Mayor,DAVE ROBINSON,1085,3.76,5,False
2017,municipal general,Council,1,Salt Lake City Council District 1,JAMES ROGERS,1621,100.0,1,True
2017,municipal general,Council,3,Salt Lake City Council District 3,CHRIS WHARTON,3909,56.61,1,True
2017,municipal general,Council,3,Salt Lake City Council District 3,PHIL CARROLL,2996,43.39,2,False
2017,municipal general,Council,5,Salt Lake City Council District 5,ERIN MENDENHALL,3899,83.87,1,True
2017,municipal general,Council,5,Salt Lake City Council District 5,GEORGE CHAPMAN,750,16.13,2,False
2017,municipal general,Council,7,Salt Lake City Council District 7,AMY FOWLER,3749,63.39,1,True
2017,municipal general,Council,7,Salt Lake City Council District 7,ABE SMITH,2165,36.61,2,False
2017,municipal primary,Council,1,Salt Lake City Council District 1,JAMES ROGERS (NON),1335,78.44,1,True
2017,municipal primary,Council,1,Salt Lake City Council District 1,DAVID C ATKIN (NON),209,12.28,2,False
2017,municipal primary,Council,1,Salt Lake City Council District 1,ARNOLD M JONES (NON),158,9.28,3,False
2017,municipal primary,Council,3,Salt Lake City Council District 3,CHRIS WHARTON (NON),1762,32.68,1,True
2017,municipal primary,Council,3,Salt Lake City Council District 3,PHIL CARROLL (NON),1716,31.83,2,False
2017,municipal primary,Council,3,Salt Lake City Council District 3,LAURA CUSHMAN (NON),1105,20.5,3,False
2017,municipal primary,Council,3,Salt Lake City Council District 3,BRIAN W. FUKUSHIMA (NON),541,10.04,4,False
2017,municipal primary,Council,3,Salt Lake City Council District 3,JEFFREY V. GARBETT (NON),267,4.95,5,False
2017,municipal primary,Council,5,Salt Lake City Council District 5,ERIN MENDENHALL (NON),2483,73.61,1,True
2017,municipal primary,Council,5,Salt Lake City Council District 5,GEORGE CHAPMAN (NON),293,8.69,2,False
2017,municipal primary,Council,5,Salt Lake City Council District 5,BENJAMIN NOAH ROSENBERG (NON),287,8.51,3,False
2017,municipal primary,Council,5,Salt Lake City Council District 5,CAROL GOODE-ROGOZINSKI (NON),235,6.97,4,False
2017,municipal primary,Council,5,Salt Lake City Council District 5,VANCE HANSEN (NON),75,2.22,5,False
2017,municipal primary,Council,7,Salt Lake City Council District 7,AMY FOWLER (NON),1734,41.86,1,True
2017,municipal primary,Council,7,Salt Lake City Council District 7,ABE SMITH (NON),911,21.99,2,False
2017,municipal primary,Council,7,Salt Lake City Council District 7,BEN HAYNES (NON),468,11.3,3,False
2017,municipal primary,Council,7,Salt Lake City Council District 7,SAMANTHA L. FINCH (NON),350,8.45,4,False
2017,municipal primary,Council,7,Salt Lake City Council District 7,JASON SILLS (NON),349,8.43,5,False
2017,municipal primary,Council,7,Salt Lake City Council District 7,BENJAMIN SESSIONS (NON),330,7.97,6,False
2019,municipal general,Council,2,Salt Lake City Council District 2,ANDREW JOHNSTON,1745,61.88,1,True
2019,municipal general,Council,2,Salt Lake City Council District 2,MORONI BENALLY,1075,38.12,2,False
2019,municipal general,Council,4,Salt Lake City Council District 4,ANA VALDEMOROS,4734,84.54,1,True
2019,municipal general,Council,4,Salt Lake City Council District 4,LEO RODGERS,866,15.46,2,False
2019,municipal general,Council,6,Salt Lake City Council District 6,DAN DUGAN,4655,51.0,1,True
2019,municipal general,Council,6,Salt Lake City Council District 6,CHARLIE LUKE,4473,49.0,2,False
2019,municipal general,Mayor,,Salt Lake City Mayor,ERIN MENDENHALL,26762,57.98,1,True
2019,municipal general,Mayor,,Salt Lake City Mayor,LUZ ESCAMILLA,19393,42.02,2,False
2019,municipal primary,Council,6,Salt Lake City Council District 6,CHARLIE LUKE,3542,50.33,1,True
2019,municipal primary,Council,6,Salt Lake City Council District 6,DAN DUGAN,2677,38.04,2,False
2019,municipal primary,Council,6,Salt Lake City Council District 6,JT MARTIN,818,11.62,3,False
2019,municipal primary,Mayor,,Salt Lake City Mayor,ERIN MENDENHALL,9046,24.27,1,True
2019,municipal primary,Mayor,,Salt Lake City Mayor,LUZ ESCAMILLA,8015,21.51,2,False
2019,municipal primary,Mayor,,Salt Lake City Mayor,JIM DABAKIS,7531,20.21,3,False
2019,municipal primary,Mayor,,Salt Lake City Mayor,DAVID GARBETT,6238,16.74,4,False
2019,municipal primary,Mayor,,Salt Lake City Mayor,DAVID IBARRA,3046,8.17,5,False
2019,municipal primary,Mayor,,Salt Lake City Mayor,STAN PENFOLD,2528,6.78,6,False
2019,municipal primary,Mayor,,Salt Lake City Mayor,RAINER HUCK,566,1.52,7,False
2019,municipal primary,Mayor,,Salt Lake City Mayor,RICHARD N GOLDBERGER,296,0.79,8,False
2021,municipal general,Council,1,Salt Lake City Council District 1,VICTORIA PETRO-ESCHLER (NP ),1612,47.83,1,True
2021,municipal general,Council,1,Salt Lake City Council District 1,BLAKE PEREZ (NP ),1440,42.73,2,False
2021,municipal general,Council,1,Salt Lake City Council District 1,RICHARD D. M. BARNES (NP ),318,9.44,3,False
2021,municipal general,Council,2,Salt Lake City Council District 2,"ALEJANDRO ""ALE"" PUY (NP )",1084,42.53,1,True
2021,municipal general,Council,2,Salt Lake City Council District 2,BILLY PALMER (NP ),751,29.46,2,False
2021,municipal general,Council,2,Salt Lake City Council District 2,DENNIS FARIS (NP ),402,15.77,3,False
2021,municipal general,Council,2,Salt Lake City Council District 2,DANIEL TUUTAU (NP ),160,6.28,4,False
2021,municipal general,Council,2,Salt Lake City Council District 2,NIGEL SWABY (NP ),152,5.96,5,False
2021,municipal general,Council,3,Salt Lake City Council District 3,CHRIS WHARTON (NP ),3750,61.95,1,True
2021,municipal general,Council,3,Salt Lake City Council District 3,CASEY O'BRIEN MCDONOUGH (NP ),1231,20.34,2,False
2021,municipal general,Council,3,Salt Lake City Council District 3,DAVID BERG (NP ),1072,17.71,3,False
2021,municipal general,Council,5,Salt Lake City Council District 5,DARIN MANO (NP ),2902,49.92,1,True
2021,municipal general,Council,5,Salt Lake City Council District 5,SARAH REALE (NP ),1440,24.77,2,False
2021,municipal general,Council,5,Salt Lake City Council District 5,AMY J. HAWKINS (NP ),1137,19.56,3,False
2021,municipal general,Council,5,Salt Lake City Council District 5,GEORGE CHAPMAN (NP ),286,4.92,4,False
2021,municipal general,Council,5,Salt Lake City Council District 5,VANCE HANSEN (NP ),48,0.83,5,False
2021,municipal general,Council,7,Salt Lake City Council District 7,AMY FOWLER (NP ),3798,65.16,1,True
2021,municipal general,Council,7,Salt Lake City Council District 7,BEN RASKIN (NP ),1666,28.58,2,False
2021,municipal general,Council,7,Salt Lake City Council District 7,RAINER HUCK (NP ),365,6.26,3,False
2023,municipal general,Council,2,Salt Lake City Council District 2,"ALEJANDRO ""ALE"" PUY",2138,100.0,1,True
2023,municipal general,Council,4,Salt Lake City Council District 4,EVA LOPEZ CHAVEZ,1900,39.53,1,True
2023,municipal general,Council,4,Salt Lake City Council District 4,ANA VALDEMOROS,1609,33.48,2,False
2023,municipal general,Council,4,Salt Lake City Council District 4,CLAYTON SCRIVNER,1297,26.99,3,False
2023,municipal general,Council,6,Salt Lake City Council District 6,DAN DUGAN,3967,45.52,1,True
2023,municipal general,Council,6,Salt Lake City Council District 6,TAYMOUR B. SEMNANI,3041,34.89,2,False
2023,municipal general,Council,6,Salt Lake City Council District 6,JAMES ALFANDRE,1707,19.59,3,False
2023,municipal general,Council,7,Salt Lake City Council District 7,SARAH YOUNG,4139,52.17,1,True
2023,municipal general,Council,7,Salt Lake City Council District 7,MOLLY JONES,3794,47.83,2,False
2023,municipal general,Mayor,,Salt Lake City Mayor,ERIN MENDENHALL,25947,58.44,1,True
2023,municipal general,Mayor,,Salt Lake City Mayor,"ROSS C. ""ROCKY"" ANDERSON",15287,34.43,2,False
2023,municipal general,Mayor,,Salt Lake City Mayor,MICHAEL VALENTINE,3162,7.12,3,False
2025,municipal general,Council,1,Salt Lake City Council District 1,VICTORIA PETRO,1594,51.62,1,True
2025,municipal general,Council,1,Salt Lake City Council District 1,STEPHEN OTTERSTROM,1494,48.38,2,False
2025,municipal general,Council,1,Salt Lake City Council District 1,Unresolved Write-In,0,0.0,3,False
2025,municipal general,Council,3,Salt Lake City Council District 3,CHRIS WHARTON,3040,42.51,1,True
2025,municipal general,Council,3,Salt Lake City Council District 3,BLAKE MCCLARY,1703,23.81,2,False
2025,municipal general,Council,3,Salt Lake City Council District 3,LIDDY HUNTSMAN-HERNANDEZ,1215,16.99,3,False
2025,municipal general,Council,3,Salt Lake City Council District 3,DAVID BERG,862,12.05,4,False
2025,municipal general,Council,3,Salt Lake City Council District 3,JAKE SEASTRAND,331,4.63,5,False
2025,municipal general,Council,3,Salt Lake City Council District 3,Unresolved Write-In,0,0.0,6,False
2025,municipal general,Council,5,Salt Lake City Council District 5,ERIKA CARLSEN,4042,65.97,1,True
2025,municipal general,Council,5,Salt Lake City Council District 5,AMY HAWKINS,1912,31.21,2,False
2025,municipal general,Council,5,Salt Lake City Council District 5,VANCE HANSEN,173,2.82,3,False
2025,municipal general,Council,5,Salt Lake City Council District 5,Unresolved Write-In,0,0.0,4,False
2025,municipal general,Council,7,Salt Lake City Council District 7,SARAH YOUNG,3650,100.0,1,True
2025,municipal general,Council,7,Salt Lake City Council District 7,Unresolved Write-In,0,0.0,2,False
