year,election_type,office,district,contest,contest_verbatim,n_seats,n_candidates,voting_method,total_votes,total_first_choice_votes,winner,winner_votes,winner_pct,runner_up,runner_up_votes,margin_votes,margin_pct,registered_voters,ballots_cast,turnout_pct,uncontested,suppressed_precincts,note,source_file
2011,municipal general,Council,2,Salt Lake City Council District 2,,,3,,1941,,KYLE LAMALFA (NP),1115,57.44,VAN BLAIR TURNER (NP),815,300,15.46,,,,,,,
2011,municipal general,Council,4,Salt Lake City Council District 4,,,3,,1968,,LUKE GARROTT (NP),1529,77.69,JACK GRAY (NP),408,1121,56.96,,,,,,,
2011,municipal general,Council,6,Salt Lake City Council District 6,,,3,,4816,,CHARLIE LUKE (NP),2920,60.63,J T MARTIN (NP),1872,1048,21.76,,,,,,,
2011,municipal general,Mayor,,Salt Lake City Mayor,,,3,,18942,,RALPH BECKER (NP),14189,74.91,J ALLEN KIMBALL (NP),4519,9670,51.05,,,,,,,
2013,municipal general,Council,1,Salt Lake City Council District 1,,,3,,1782,,JAMES ROGERS (NP),923,51.8,KEVIN S. PARKE (NP),855,68,3.82,,,,,,,
2013,municipal general,Council,3,Salt Lake City Council District 3,,,3,,2377,,STAN PENFOLD (NP),1823,76.69,SHERMAN W. CLOW (NP),531,1292,54.35,,,,,,,
2013,municipal general,Council,5,Salt Lake City Council District 5,,,3,,2126,,ERIN MENDENHALL (NP),1740,81.84,BILL DAVIS (NP),381,1359,63.92,,,,,,,
2013,municipal general,Council,7,Salt Lake City Council District 7,,,3,,2937,,LISA RAMSEY ADAMS (NP),2023,68.88,KEVIN PAULSON (NP),889,1134,38.61,,,,,,,
2013,municipal primary,Council,1,Salt Lake City Council District 1,,,6,,1421,,JAMES ROGERS (NP),594,41.8,KEVIN S. PARKE (NP),319,275,19.35,,,,,,,
2013,municipal primary,Council,3,Salt Lake City Council District 3,,,3,,1663,,STAN PENFOLD (NP),1174,70.6,SHERMAN W. CLOW (NP),254,920,55.32,,,,,,,
2013,municipal primary,Council,5,Salt Lake City Council District 5,,,3,,1393,,ERIN MENDENHALL (NP),984,70.64,BILL DAVIS (NP),242,742,53.27,,,,,,,
2013,municipal primary,Council,7,Salt Lake City Council District 7,,,5,,2188,,LISA RAMSEY ADAMS (NP),701,32.04,KEVIN PAULSON (NP),407,294,13.44,,,,,,,
2015,municipal general,Council,2,Salt Lake City Council District 2,,,2,,2434,,ANDREW JOHNSTON,1283,52.71,VAN BLAIR TURNER,1151,132,5.42,,,,,,,
2015,municipal general,Council,4,Salt Lake City Council District 4,,,2,,4835,,DEREK KITCHEN,2503,51.77,NATE SALAZAR,2332,171,3.54,,,,,,,
2015,municipal general,Council,6,Salt Lake City Council District 6,,,2,,7746,,CHARLIE LUKE,4922,63.54,TRACEY HARTY,2824,2098,27.08,,,,,,,
2015,municipal general,Mayor,,Salt Lake City Mayor,,,2,,38598,,JACKIE BISKUPSKI,19896,51.55,RALPH BECKER,18702,1194,3.09,,,,,,,
2015,municipal primary,Council,4,Salt Lake City Council District 4,,,5,,3660,,DEREK KITCHEN,1319,36.04,NATE SALAZAR,654,665,18.17,,,,,,,
2015,municipal primary,Mayor,,Salt Lake City Mayor,,,5,,28825,,JACKIE BISKUPSKI,13278,46.06,RALPH BECKER,8823,4455,15.46,,,,,,,
2017,municipal general,Council,1,Salt Lake City Council District 1,,,1,,1621,,JAMES ROGERS,1621,100.0,,0,1621,100.0,,,,,,,
2017,municipal general,Council,3,Salt Lake City Council District 3,,,2,,6905,,CHRIS WHARTON,3909,56.61,PHIL CARROLL,2996,913,13.22,,,,,,,
2017,municipal general,Council,5,Salt Lake City Council District 5,,,2,,4649,,ERIN MENDENHALL,3899,83.87,GEORGE CHAPMAN,750,3149,67.73,,,,,,,
2017,municipal general,Council,7,Salt Lake City Council District 7,,,2,,5914,,AMY FOWLER,3749,63.39,ABE SMITH,2165,1584,26.78,,,,,,,
2017,municipal primary,Council,1,Salt Lake City Council District 1,,,3,,1702,,JAMES ROGERS (NON),1335,78.44,DAVID C ATKIN (NON),209,1126,66.16,,,,,,,
2017,municipal primary,Council,3,Salt Lake City Council District 3,,,5,,5391,,CHRIS WHARTON (NON),1762,32.68,PHIL CARROLL (NON),1716,46,0.85,,,,,,,
2017,municipal primary,Council,5,Salt Lake City Council District 5,,,5,,3373,,ERIN MENDENHALL (NON),2483,73.61,GEORGE CHAPMAN (NON),293,2190,64.93,,,,,,,
2017,municipal primary,Council,7,Salt Lake City Council District 7,,,6,,4142,,AMY FOWLER (NON),1734,41.86,ABE SMITH (NON),911,823,19.87,,,,,,,
2019,municipal general,Council,2,Salt Lake City Council District 2,,,2,,2820,,ANDREW JOHNSTON,1745,61.88,MORONI BENALLY,1075,670,23.76,,,,,,,
2019,municipal general,Council,4,Salt Lake City Council District 4,,,2,,5600,,ANA VALDEMOROS,4734,84.54,LEO RODGERS,866,3868,69.07,,,,,,,
2019,municipal general,Council,6,Salt Lake City Council District 6,,,2,,9128,,DAN DUGAN,4655,51.0,CHARLIE LUKE,4473,182,1.99,,,,,,,
2019,municipal general,Mayor,,Salt Lake City Mayor,,,2,,46155,,ERIN MENDENHALL,26762,57.98,LUZ ESCAMILLA,19393,7369,15.97,,,,,,,
2019,municipal primary,Council,6,Salt Lake City Council District 6,,,3,,7037,,CHARLIE LUKE,3542,50.33,DAN DUGAN,2677,865,12.29,,,,,,,
2019,municipal primary,Mayor,,Salt Lake City Mayor,,,8,,37266,,ERIN MENDENHALL,9046,24.27,LUZ ESCAMILLA,8015,1031,2.77,,,,,,,
2021,municipal general,Council,1,Salt Lake City Council District 1,,,3,,3370,,VICTORIA PETRO-ESCHLER (NP ),1612,47.83,BLAKE PEREZ (NP ),1440,172,5.1,,,,,,,
2021,municipal general,Council,2,Salt Lake City Council District 2,,,5,,2549,,"ALEJANDRO ""ALE"" PUY (NP )",1084,42.53,BILLY PALMER (NP ),751,333,13.06,,,,,,,
2021,municipal general,Council,3,Salt Lake City Council District 3,,,3,,6053,,CHRIS WHARTON (NP ),3750,61.95,CASEY O'BRIEN MCDONOUGH (NP ),1231,2519,41.62,,,,,,,
2021,municipal general,Council,5,Salt Lake City Council District 5,,,5,,5813,,DARIN MANO (NP ),2902,49.92,SARAH REALE (NP ),1440,1462,25.15,,,,,,,
2021,municipal general,Council,7,Salt Lake City Council District 7,,,3,,5829,,AMY FOWLER (NP ),3798,65.16,BEN RASKIN (NP ),1666,2132,36.58,,,,,,,
2023,municipal general,Council,2,Salt Lake City Council District 2,,,1,,2138,,"ALEJANDRO ""ALE"" PUY",2138,100.0,,0,2138,100.0,,,,,,,
2023,municipal general,Council,4,Salt Lake City Council District 4,,,3,,4806,,EVA LOPEZ CHAVEZ,1900,39.53,ANA VALDEMOROS,1609,291,6.05,,,,,,,
2023,municipal general,Council,6,Salt Lake City Council District 6,,,3,,8715,,DAN DUGAN,3967,45.52,TAYMOUR B. SEMNANI,3041,926,10.63,,,,,,,
2023,municipal general,Council,7,Salt Lake City Council District 7,,,2,,7933,,SARAH YOUNG,4139,52.17,MOLLY JONES,3794,345,4.35,,,,,,,
2023,municipal general,Mayor,,Salt Lake City Mayor,,,3,,44396,,ERIN MENDENHALL,25947,58.44,"ROSS C. ""ROCKY"" ANDERSON",15287,10660,24.01,,,,,,,
2025,municipal general,Council,1,Salt Lake City Council District 1,,,3,,3088,,VICTORIA PETRO,1594,51.62,STEPHEN OTTERSTROM,1494,100,3.24,,,,,,,
2025,municipal general,Council,3,Salt Lake City Council District 3,,,6,,7151,,CHRIS WHARTON,3040,42.51,BLAKE MCCLARY,1703,1337,18.7,,,,,,,
2025,municipal general,Council,5,Salt Lake City Council District 5,,,4,,6127,,ERIKA CARLSEN,4042,65.97,AMY HAWKINS,1912,2130,34.76,,,,,,,
2025,municipal general,Council,7,Salt Lake City Council District 7,,,2,,3650,,SARAH YOUNG,3650,100.0,Unresolved Write-In,0,3650,100.0,,,,,,,
