year,election_type,office,district,contest,precinct,candidate,votes
2007,municipal general,Mayor,,Salt Lake City Mayor,2004,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,RALPH BECKER,141
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,DAVE BUHLER,137
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,WRITE-IN,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,RALPH BECKER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,DAVE BUHLER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,RALPH BECKER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,RALPH BECKER,8
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2006,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,RALPH BECKER,69
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,DAVE BUHLER,137
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,RALPH BECKER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,DAVE BUHLER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,RALPH BECKER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,DAVE BUHLER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,RALPH BECKER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2007,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,RALPH BECKER,167
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,DAVE BUHLER,183
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,RALPH BECKER,26
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,DAVE BUHLER,26
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,RALPH BECKER,11
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,DAVE BUHLER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,RALPH BECKER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2008,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,RALPH BECKER,15
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,DAVE BUHLER,10
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,RALPH BECKER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,DAVE BUHLER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,RALPH BECKER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,RALPH BECKER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,DAVE BUHLER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2014,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,RALPH BECKER,141
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,DAVE BUHLER,76
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,WRITE-IN,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,RALPH BECKER,17
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,DAVE BUHLER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,RALPH BECKER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,DAVE BUHLER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,RALPH BECKER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,DAVE BUHLER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2016,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,RALPH BECKER,145
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,DAVE BUHLER,48
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,WRITE-IN,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,RALPH BECKER,24
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,DAVE BUHLER,8
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,RALPH BECKER,9
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,RALPH BECKER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,DAVE BUHLER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2018,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,RALPH BECKER,236
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,DAVE BUHLER,133
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,WRITE-IN,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,RALPH BECKER,35
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,DAVE BUHLER,14
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,RALPH BECKER,25
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,DAVE BUHLER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,RALPH BECKER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2020,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,RALPH BECKER,121
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,DAVE BUHLER,162
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,WRITE-IN,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,RALPH BECKER,22
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,DAVE BUHLER,17
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,RALPH BECKER,14
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,RALPH BECKER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,DAVE BUHLER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2030,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,RALPH BECKER,176
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,DAVE BUHLER,153
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,WRITE-IN,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,RALPH BECKER,21
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,DAVE BUHLER,23
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,WRITE-IN,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,RALPH BECKER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,DAVE BUHLER,9
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,RALPH BECKER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2034,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,RALPH BECKER,128
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,DAVE BUHLER,136
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,RALPH BECKER,19
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,RALPH BECKER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,DAVE BUHLER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,RALPH BECKER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,DAVE BUHLER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2036,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,RALPH BECKER,44
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,DAVE BUHLER,34
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,RALPH BECKER,10
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,DAVE BUHLER,9
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,RALPH BECKER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,DAVE BUHLER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,RALPH BECKER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,DAVE BUHLER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2038,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,RALPH BECKER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,RALPH BECKER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,RALPH BECKER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,DAVE BUHLER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,RALPH BECKER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,DAVE BUHLER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2038B,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,RALPH BECKER,16
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,DAVE BUHLER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,RALPH BECKER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,RALPH BECKER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,DAVE BUHLER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,RALPH BECKER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,DAVE BUHLER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2038BG,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,RALPH BECKER,97
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,DAVE BUHLER,153
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,WRITE-IN,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,RALPH BECKER,9
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,DAVE BUHLER,11
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,RALPH BECKER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,DAVE BUHLER,5
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,RALPH BECKER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,DAVE BUHLER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2049,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,RALPH BECKER,26
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,DAVE BUHLER,59
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,RALPH BECKER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,DAVE BUHLER,11
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,RALPH BECKER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,RALPH BECKER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2050,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,RALPH BECKER,145
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,DAVE BUHLER,110
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,WRITE-IN,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,RALPH BECKER,14
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,DAVE BUHLER,14
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,RALPH BECKER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,RALPH BECKER,11
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2052,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,RALPH BECKER,31
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,DAVE BUHLER,32
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,RALPH BECKER,14
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,DAVE BUHLER,14
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,RALPH BECKER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,RALPH BECKER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,DAVE BUHLER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2053,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,RALPH BECKER,144
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,DAVE BUHLER,103
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,WRITE-IN,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,RALPH BECKER,13
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,DAVE BUHLER,8
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,RALPH BECKER,10
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,DAVE BUHLER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,WRITE-IN,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,RALPH BECKER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,DAVE BUHLER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2056,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,RALPH BECKER,142
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,DAVE BUHLER,96
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,WRITE-IN,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,RALPH BECKER,34
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,DAVE BUHLER,34
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,WRITE-IN,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,RALPH BECKER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,DAVE BUHLER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,RALPH BECKER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2064,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,RALPH BECKER,207
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,DAVE BUHLER,77
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,RALPH BECKER,15
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,RALPH BECKER,8
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,RALPH BECKER,14
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,DAVE BUHLER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2068,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,RALPH BECKER,100
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,DAVE BUHLER,90
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,RALPH BECKER,27
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,DAVE BUHLER,42
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,RALPH BECKER,8
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,DAVE BUHLER,10
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,RALPH BECKER,8
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,DAVE BUHLER,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2074,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,RALPH BECKER,299
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,DAVE BUHLER,158
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,RALPH BECKER,48
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,DAVE BUHLER,17
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,RALPH BECKER,23
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,DAVE BUHLER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,RALPH BECKER,13
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,DAVE BUHLER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2102,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,RALPH BECKER,271
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,DAVE BUHLER,114
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,RALPH BECKER,28
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,DAVE BUHLER,10
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,RALPH BECKER,26
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,DAVE BUHLER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,RALPH BECKER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,DAVE BUHLER,2
2007,municipal general,Mayor,,Salt Lake City Mayor,2103,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,RALPH BECKER,253
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,DAVE BUHLER,82
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,WRITE-IN,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,RALPH BECKER,34
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,DAVE BUHLER,7
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,WRITE-IN,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,RALPH BECKER,19
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,DAVE BUHLER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,RALPH BECKER,4
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,DAVE BUHLER,3
2007,municipal general,Mayor,,Salt Lake City Mayor,2122,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,RALPH BECKER,350
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,DAVE BUHLER,69
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,RALPH BECKER,28
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,DAVE BUHLER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,RALPH BECKER,12
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,DAVE BUHLER,1
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,WRITE-IN,0
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,RALPH BECKER,6
2007,municipal general,Mayor,,Salt Lake City Mayor,2126,DAVE BUHLER,1
