date,body,body_slug,md_path,source_url,provenance,minutes_status,text_chars,note
2015-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2015/2015-08-06_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_08062015-545,agendacenter,text_extracted,32958,
2015-08-20,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2015/2015-08-20_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_08202015-565,agendacenter,text_extracted,36493,
2015-09-03,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2015/2015-09-03_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_09032015-575,agendacenter,text_extracted,52084,
2015-09-17,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2015/2015-09-17_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_09172015-592,agendacenter,text_extracted,21977,
2015-10-22,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2015/2015-10-22_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_10222015-618,agendacenter,text_extracted,78406,
2015-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2015/2015-11-05_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_11052015-635,agendacenter,text_extracted,60614,
2015-11-19,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2015/2015-11-19_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_11192015-647,agendacenter,text_extracted,73556,
2015-12-03,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2015/2015-12-03_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_12032015-657,agendacenter,text_extracted,29497,
2015-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2015/2015-12-17_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_12172015-668,agendacenter,text_extracted,42138,
2016-01-07,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-01-07_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01072016-683,agendacenter,text_extracted,41258,
2016-02-04,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-02-04_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_02042016-713,agendacenter,text_extracted,45309,
2016-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-02-18_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_02182016-721,agendacenter,text_extracted,26078,
2016-03-03,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-03-03_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03032016-732,agendacenter,text_extracted,45513,
2016-03-17,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-03-17_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03172016-748,agendacenter,text_extracted,41880,
2016-04-07,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-04-07_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_04072016-764,agendacenter,text_extracted,32947,
2016-04-21,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-04-21_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_04212016-773,agendacenter,text_extracted,8583,
2016-05-05,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-05-05_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05052016-798,agendacenter,text_extracted,37400,
2016-05-19,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-05-19_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05192016-810,agendacenter,text_extracted,24731,
2016-06-02,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-06-02_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06022016-824,agendacenter,text_extracted,38401,
2016-06-16,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-06-16_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06162016-839,agendacenter,text_extracted,16443,
2016-07-21,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-07-21_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_07212016-875,agendacenter,text_extracted,43064,
2016-08-04,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-08-04_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_08042016-885,agendacenter,text_extracted,16932,
2016-08-18,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-08-18_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_08182016-893,agendacenter,text_extracted,32605,
2016-09-15,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-09-15_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_09152016-921,agendacenter,text_extracted,39006,
2016-10-20,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-10-20_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_10202016-953,agendacenter,text_extracted,25774,
2016-11-03,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2016/2016-11-03_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_11032016-966,agendacenter,text_extracted,27816,
2017-01-05,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-01-05_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01052017-1019,agendacenter,text_extracted,28105,
2017-01-19,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-01-19_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01192017-1030,agendacenter,text_extracted,29366,
2017-02-02,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-02-02_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_02022017-1046,agendacenter,text_extracted,79609,
2017-03-02,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-03-02_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03022017-1089,agendacenter,text_extracted,27522,
2017-03-16,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-03-16_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03162017-1113,agendacenter,text_extracted,53282,
2017-04-20,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-04-20_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_04202017-1160,agendacenter,text_extracted,55865,
2017-05-04,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-05-04_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05042017-1171,agendacenter,text_extracted,41842,
2017-05-18,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-05-18_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05182017-1190,agendacenter,text_extracted,23740,
2017-06-01,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-06-01_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06012017-1204,agendacenter,text_extracted,51185,
2017-06-15,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-06-15_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06152017-1219,agendacenter,text_extracted,20278,
2017-07-06,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-07-06_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_07062017-1245,agendacenter,text_extracted,23506,
2017-07-20,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-07-20_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_07202017-1274,agendacenter,text_extracted,59270,
2017-08-17,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-08-17_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_08172017-1312,agendacenter,text_extracted,24409,
2017-09-07,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-09-07_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_09072017-1329,agendacenter,text_extracted,33931,
2017-09-21,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-09-21_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_09212017-1350,agendacenter,text_extracted,39744,
2017-10-05,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-10-05_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_10052017-1376,agendacenter,text_extracted,24440,
2017-11-02,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-11-02_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_11022017-1399,agendacenter,text_extracted,24512,
2017-12-07,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2017/2017-12-07_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_12072017-1441,agendacenter,text_extracted,28508,
2018-01-04,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-01-04_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01042018-1460,agendacenter,text_extracted,40333,
2018-01-18,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-01-18_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01182018-1477,agendacenter,text_extracted,23162,
2018-02-01,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-02-01_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_02012018-1497,agendacenter,text_extracted,39796,
2018-03-01,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-03-01_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03012018-1532,agendacenter,text_extracted,24401,
2018-03-29,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-03-29_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03292018-1570,agendacenter,text_extracted,14524,
2018-04-05,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-04-05_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_04052018-1577,agendacenter,text_extracted,26272,
2018-05-03,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-05-03_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05032018-1610,agendacenter,text_extracted,14550,
2018-05-17,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-05-17_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05172018-1624,agendacenter,text_extracted,24233,
2018-06-07,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-06-07_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06072018-1644,agendacenter,text_extracted,16496,
2018-06-28,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-06-28_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06282018-1667,agendacenter,text_extracted,16056,
2018-07-19,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-07-19_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_07192018-1697,agendacenter,text_extracted,28734,
2018-08-16,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-08-16_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_08162018-1720,agendacenter,text_extracted,17670,
2018-09-06,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-09-06_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_09062018-1748,agendacenter,text_extracted,40176,
2018-09-20,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-09-20_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_09202018-1758,agendacenter,text_extracted,9092,
2018-10-04,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-10-04_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_10042018-1774,agendacenter,text_extracted,51579,
2018-11-01,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-11-01_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_11012018-1806,agendacenter,text_extracted,13917,
2018-11-15,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-11-15_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_11152018-1824,agendacenter,text_extracted,29911,
2018-12-06,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2018/2018-12-06_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_12062018-1848,agendacenter,text_extracted,29350,
2019-01-03,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-01-03_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01032019-1869,agendacenter,text_extracted,10261,
2019-01-17,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-01-17_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01172019-1887,agendacenter,text_extracted,35333,
2019-02-07,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-02-07_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_02072019-1907,agendacenter,text_extracted,10368,
2019-03-21,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-03-21_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03212019-1958,agendacenter,text_extracted,25997,
2019-04-18,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-04-18_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_04182019-1981,agendacenter,text_extracted,9723,
2019-05-02,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-05-02_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05022019-2002,agendacenter,text_extracted,14911,
2019-05-16,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-05-16_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05162019-2038,agendacenter,text_extracted,19522,
2019-06-06,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-06-06_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06062019-2033,agendacenter,text_extracted,14501,
2019-06-20,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-06-20_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06202019-2032,agendacenter,text_extracted,20008,
2019-07-18,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-07-18_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_07182019-2057,agendacenter,text_extracted,29632,
2019-08-01,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-08-01_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_08012019-2068,agendacenter,text_extracted,12409,
2019-08-13,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-08-13_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_08132019-2087,agendacenter,text_extracted,8541,
2019-09-05,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-09-05_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_09052019-2114,agendacenter,text_extracted,23665,
2019-10-03,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-10-03_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_10032019-2151,agendacenter,text_extracted,13240,
2019-11-07,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-11-07_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_11072019-2186,agendacenter,text_extracted,42987,
2019-12-05,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2019/2019-12-05_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_12052019-2217,agendacenter,text_extracted,12100,
2020-02-20,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-02-20_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_02202020-2302,agendacenter,text_extracted,18665,
2020-03-05,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-03-05_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03052020-2321,agendacenter,text_extracted,31220,
2020-05-07,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-05-07_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05072020-2400,agendacenter,text_extracted,13788,
2020-05-21,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-05-21_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05212020-2425,agendacenter,text_extracted,11403,
2020-06-04,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-06-04_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06042020-2450,agendacenter,text_extracted,11442,
2020-06-18,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-06-18_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_06182020-2469,agendacenter,text_extracted,22424,
2020-07-16,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-07-16_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_07162020-2511,agendacenter,text_extracted,27569,
2020-08-06,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-08-06_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_08062020-2552,agendacenter,text_extracted,23349,
2020-09-17,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-09-17_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_09172020-2622,agendacenter,text_extracted,21876,
2020-10-15,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-10-15_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_10152020-2655,agendacenter,text_extracted,17623,
2020-11-05,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-11-05_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_11052020-2689,agendacenter,text_extracted,36485,
2020-11-19,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-11-19_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_11192020-2701,agendacenter,text_extracted,11716,
2020-12-03,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-12-03_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_12032020-2721,agendacenter,text_extracted,41813,
2020-12-17,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2020/2020-12-17_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_12172020-2737,agendacenter,text_extracted,20887,
2021-01-07,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-01-07_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01072021-2763,agendacenter,text_extracted,9296,
2021-01-21,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-01-21_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01212021-2788,agendacenter,text_extracted,12995,
2021-01-28,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-01-28_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_01282021-2796,agendacenter,text_extracted,14705,
2021-02-04,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-02-04_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_02042021-2799,agendacenter,text_extracted,19009,
2021-02-18,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-02-18_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_02182021-2822,agendacenter,text_extracted,12519,
2021-03-04,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-03-04_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03042021-2841,agendacenter,text_extracted,17252,
2021-03-18,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-03-18_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_03182021-2858,agendacenter,text_extracted,19068,
2021-04-01,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-04-01_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_04012021-2874,agendacenter,text_extracted,13589,
2021-04-15,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-04-15_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_04152021-2895,agendacenter,text_extracted,6439,
2021-05-06,Eastern Summit County Planning Commission,eastern_summit_pc,land_use/minutes/2021/2021-05-06_eastern_summit_pc.md,https://www.summitcountyutah.gov/AgendaCenter/ViewFile/Minutes/_05062021-2924,agendacenter,text_extracted,15749,
