ordinance_no,filename,last_modified,size_bytes,source_url,s3_key
2017-03,1735318636_ORDINANCE 2017-03.pdf,2024-12-27T16:57:17.000Z,4074233,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1735318636_ORDINANCE%202017-03.pdf,bluffdale/ordinances/documents/1735318636_ORDINANCE 2017-03.pdf
2017-07,1743712831_ORDINANCE 2017-07.pdf,2025-04-03T20:40:32.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743712831_ORDINANCE%202017-07.pdf,bluffdale/ordinances/documents/1743712831_ORDINANCE 2017-07.pdf
2017-09,1742943837_ORDINANCE 2017-09.pdf,2025-03-25T23:03:58.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1742943837_ORDINANCE%202017-09.pdf,bluffdale/ordinances/documents/1742943837_ORDINANCE 2017-09.pdf
2017-10,1743008600_ORDINANCE 2017-10.pdf,2025-03-26T17:03:21.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743008600_ORDINANCE%202017-10.pdf,bluffdale/ordinances/documents/1743008600_ORDINANCE 2017-10.pdf
2017-14,1722613396_ORDINANCE 2017-14.pdf,2024-08-02T15:43:17.000Z,1790871,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1722613396_ORDINANCE%202017-14.pdf,bluffdale/ordinances/documents/1722613396_ORDINANCE 2017-14.pdf
2017-18,1743005113_ORDINANCE 2017-18.pdf,2025-03-26T16:05:14.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743005113_ORDINANCE%202017-18.pdf,bluffdale/ordinances/documents/1743005113_ORDINANCE 2017-18.pdf
2017-20,1743003450_ORDINANCE 2017-20.pdf,2025-03-26T15:37:32.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743003450_ORDINANCE%202017-20.pdf,bluffdale/ordinances/documents/1743003450_ORDINANCE 2017-20.pdf
2017-26,1743802045_ORDINANCE 2017-26.pdf,2025-04-04T21:27:26.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743802045_ORDINANCE%202017-26.pdf,bluffdale/ordinances/documents/1743802045_ORDINANCE 2017-26.pdf
2018-01,1743800565_ORDINANCE 2018-01.pdf,2025-04-04T21:02:47.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743800565_ORDINANCE%202018-01.pdf,bluffdale/ordinances/documents/1743800565_ORDINANCE 2018-01.pdf
2018-02,1722613450_ORDINANCE 2018-02.pdf,2024-08-02T15:44:12.000Z,5959441,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1722613450_ORDINANCE%202018-02.pdf,bluffdale/ordinances/documents/1722613450_ORDINANCE 2018-02.pdf
2018-02,1743019843_ORDINANCE 2018-02.pdf,2025-03-26T20:10:45.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743019843_ORDINANCE%202018-02.pdf,bluffdale/ordinances/documents/1743019843_ORDINANCE 2018-02.pdf
2018-05,1743191475_ORDINANCE 2018-05.pdf,2025-03-28T19:51:16.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743191475_ORDINANCE%202018-05.pdf,bluffdale/ordinances/documents/1743191475_ORDINANCE 2018-05.pdf
2018-08,1743802255_ORDINANCE 2018-08.pdf,2025-04-04T21:30:57.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743802255_ORDINANCE%202018-08.pdf,bluffdale/ordinances/documents/1743802255_ORDINANCE 2018-08.pdf
2018-11,1743022184_ORDINANCE 2018-11.pdf,2025-03-26T20:49:46.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743022184_ORDINANCE%202018-11.pdf,bluffdale/ordinances/documents/1743022184_ORDINANCE 2018-11.pdf
2018-12,1743190728_ORDINANCE 2018-12.pdf,2025-03-28T19:38:49.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743190728_ORDINANCE%202018-12.pdf,bluffdale/ordinances/documents/1743190728_ORDINANCE 2018-12.pdf
2018-13,1743801627_ORDINANCE 2018-13.pdf,2025-04-04T21:20:29.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743801627_ORDINANCE%202018-13.pdf,bluffdale/ordinances/documents/1743801627_ORDINANCE 2018-13.pdf
2018-15,1743020582_ORDINANCE 2018-15.pdf,2025-03-26T20:23:04.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743020582_ORDINANCE%202018-15.pdf,bluffdale/ordinances/documents/1743020582_ORDINANCE 2018-15.pdf
2018-17,1743005493_ORDINANCE 2018-17.pdf,2025-03-26T16:11:35.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743005493_ORDINANCE%202018-17.pdf,bluffdale/ordinances/documents/1743005493_ORDINANCE 2018-17.pdf
2018-20,1743715101_ORDINANCE 2018-20.pdf,2025-04-03T21:18:22.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1743715101_ORDINANCE%202018-20.pdf,bluffdale/ordinances/documents/1743715101_ORDINANCE 2018-20.pdf
2018-21,1740769168_ORDINANCE 2018-21.pdf,2025-02-28T18:59:30.000Z,,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/bluffdale/ordinances/documents/1740769168_ORDINANCE%202018-21.pdf,bluffdale/ordinances/documents/1740769168_ORDINANCE 2018-21.pdf
