date,year,title,slug,path,source,source_url,format,meeting_type,pmn_notice_id,pmn_file_id
2020-12-17,2020,Township Planning Commission Meeting,township-planning-commission-meeting-675523,minutes/2020/2020-12-17/2020-12-17_township-planning-commission-meeting-675523.md,pmn,https://www.utah.gov/pmn/files/675523.pdf,pdf-text,Regular,643995,675523
2021-01-06,2021,Township Planning Commission Meeting,township-planning-commission-meeting-760659,minutes/2021/2021-01-06/2021-01-06_township-planning-commission-meeting-760659.md,pmn,https://www.utah.gov/pmn/files/760659.pdf,pdf-text,Regular,648039,760659
2021-01-14,2021,Township Planning Commission Meeting,township-planning-commission-meeting-760661,minutes/2021/2021-01-14/2021-01-14_township-planning-commission-meeting-760661.md,pmn,https://www.utah.gov/pmn/files/760661.pdf,pdf-text,Regular,648323,760661
2021-09-16,2021,Township Planning Commission Meeting,township-planning-commission-meeting-847293,minutes/2021/2021-09-16/2021-09-16_township-planning-commission-meeting-847293.md,pmn,https://www.utah.gov/pmn/files/847293.pdf,pdf-text,Regular,700335,847293
2022-05-12,2022,Township Planning Commission Meeting,township-planning-commission-meeting-860671,minutes/2022/2022-05-12/2022-05-12_township-planning-commission-meeting-860671.md,pmn,https://www.utah.gov/pmn/files/860671.pdf,pdf-text,Regular,752691,860671
2022-06-16,2022,Township Planning Commission Meeting,township-planning-commission-meeting-869587,minutes/2022/2022-06-16/2022-06-16_township-planning-commission-meeting-869587.md,pmn,https://www.utah.gov/pmn/files/869587.pdf,pdf-text,Regular,759941,869587
2022-08-11,2022,Township Planning Commission Meeting,township-planning-commission-meeting-901405,minutes/2022/2022-08-11/2022-08-11_township-planning-commission-meeting-901405.md,pmn,https://www.utah.gov/pmn/files/901405.pdf,pdf-text,Regular,771907,901405
2022-09-15,2022,Township Planning Commission Meeting,township-planning-commission-meeting-901407,minutes/2022/2022-09-15/2022-09-15_township-planning-commission-meeting-901407.md,pmn,https://www.utah.gov/pmn/files/901407.pdf,pdf-text,Regular,778485,901407
2022-10-13,2022,Township Planning Commission Meeting,township-planning-commission-meeting-913731,minutes/2022/2022-10-13/2022-10-13_township-planning-commission-meeting-913731.md,pmn,https://www.utah.gov/pmn/files/913731.pdf,pdf-text,Regular,784697,913731
2022-11-17,2022,Township Planning Commission Meeting,township-planning-commission-meeting-923109,minutes/2022/2022-11-17/2022-11-17_township-planning-commission-meeting-923109.md,pmn,https://www.utah.gov/pmn/files/923109.pdf,pdf-text,Regular,791949,923109
2022-12-15,2022,Township Planning Commission Meeting,township-planning-commission-meeting-945143,minutes/2022/2022-12-15/2022-12-15_township-planning-commission-meeting-945143.md,pmn,https://www.utah.gov/pmn/files/945143.pdf,pdf-text,Regular,797591,945143
2023-01-12,2023,Township Planning Commission Meeting,township-planning-commission-meeting-945149,minutes/2023/2023-01-12/2023-01-12_township-planning-commission-meeting-945149.md,pmn,https://www.utah.gov/pmn/files/945149.pdf,pdf-text,Regular,802417,945149
2023-01-26,2023,Township Planning Commission Meeting,township-planning-commission-meeting-990167,minutes/2023/2023-01-26/2023-01-26_township-planning-commission-meeting-990167.md,pmn,https://www.utah.gov/pmn/files/990167.pdf,pdf-text,Regular,805991,990167
2023-03-16,2023,Township Planning Commission Meeting,township-planning-commission-meeting-976997,minutes/2023/2023-03-16/2023-03-16_township-planning-commission-meeting-976997.md,pmn,https://www.utah.gov/pmn/files/976997.pdf,pdf-text,Regular,816681,976997
2023-03-24,2023,Township Planning Commission Meeting,township-planning-commission-meeting-976999,minutes/2023/2023-03-24/2023-03-24_township-planning-commission-meeting-976999.md,pmn,https://www.utah.gov/pmn/files/976999.pdf,pdf-text,Regular,820035,976999
2023-04-13,2023,Township Planning Commission Meeting,township-planning-commission-meeting-977003,minutes/2023/2023-04-13/2023-04-13_township-planning-commission-meeting-977003.md,pmn,https://www.utah.gov/pmn/files/977003.pdf,pdf-text,Regular,822361,977003
2023-05-11,2023,Township Planning Commission Meeting,township-planning-commission-meeting-990169,minutes/2023/2023-05-11/2023-05-11_township-planning-commission-meeting-990169.md,pmn,https://www.utah.gov/pmn/files/990169.pdf,pdf-text,Regular,828863,990169
2023-06-15,2023,Township Planning Commission Meeting,township-planning-commission-meeting-1021385,minutes/2023/2023-06-15/2023-06-15_township-planning-commission-meeting-1021385.md,pmn,https://www.utah.gov/pmn/files/1021385.pdf,pdf-text,Regular,836391,1021385
2023-09-14,2023,Township Planning Commission Meeting,township-planning-commission-meeting-1034085,minutes/2023/2023-09-14/2023-09-14_township-planning-commission-meeting-1034085.md,pmn,https://www.utah.gov/pmn/files/1034085.pdf,pdf-text,Regular,855335,1034085
2023-10-12,2023,Township Planning Commission Meeting,township-planning-commission-meeting-1082759,minutes/2023/2023-10-12/2023-10-12_township-planning-commission-meeting-1082759.md,pmn,https://www.utah.gov/pmn/files/1082759.pdf,pdf-text,Regular,862395,1082759
2023-11-16,2023,Township Planning Commission Meeting,township-planning-commission-meeting-1081641,minutes/2023/2023-11-16/2023-11-16_township-planning-commission-meeting-1081641.md,pmn,https://www.utah.gov/pmn/files/1081641.pdf,pdf-text,Regular,889077,1081641
2024-01-11,2024,Township Planning Commission Meeting,township-planning-commission-meeting-1082755,minutes/2024/2024-01-11/2024-01-11_township-planning-commission-meeting-1082755.md,pmn,https://www.utah.gov/pmn/files/1082755.pdf,pdf-text,Regular,882443,1082755
2024-02-08,2024,Township Planning Commission Meeting,township-planning-commission-meeting-1097417,minutes/2024/2024-02-08/2024-02-08_township-planning-commission-meeting-1097417.md,pmn,https://www.utah.gov/pmn/files/1097417.pdf,pdf-text,Regular,889077,1097417
2024-03-14,2024,Township Planning Commission Meeting,township-planning-commission-meeting-1108965,minutes/2024/2024-03-14/2024-03-14_township-planning-commission-meeting-1108965.md,pmn,https://www.utah.gov/pmn/files/1108965.pdf,pdf-text,Regular,896467,1108965
2024-04-11,2024,Township Planning Commission Meeting,township-planning-commission-meeting-1184299,minutes/2024/2024-04-11/2024-04-11_township-planning-commission-meeting-1184299.md,pmn,https://www.utah.gov/pmn/files/1184299.pdf,pdf-text,Regular,903107,1184299
2024-05-09,2024,Planning Commission Meeting,planning-commission-meeting-1174841,minutes/2024/2024-05-09/2024-05-09_planning-commission-meeting-1174841.md,pmn,https://www.utah.gov/pmn/files/1174841.pdf,pdf-text,Regular,939509,1174841
2024-06-27,2024,Planning Commission Meeting,planning-commission-meeting-1184303,minutes/2024/2024-06-27/2024-06-27_planning-commission-meeting-1184303.md,pmn,https://www.utah.gov/pmn/files/1184303.pdf,pdf-text,Regular,915927,1184303
2024-07-11,2024,Planning Commission Meeting,planning-commission-meeting-1174843,minutes/2024/2024-07-11/2024-07-11_planning-commission-meeting-1174843.md,pmn,https://www.utah.gov/pmn/files/1174843.pdf,pdf-text,Regular,939509,1174843
2024-08-08,2024,Planning Commission Meeting,planning-commission-meeting-1195539,minutes/2024/2024-08-08/2024-08-08_planning-commission-meeting-1195539.md,pmn,https://www.utah.gov/pmn/files/1195539.pdf,pdf-text,Regular,929423,1195539
2024-09-26,2024,Planning Commission Meeting,planning-commission-meeting-1195537,minutes/2024/2024-09-26/2024-09-26_planning-commission-meeting-1195537.md,pmn,https://www.utah.gov/pmn/files/1195537.pdf,pdf-text,Regular,939509,1195537
2024-10-17,2024,Planning Commission Meeting,planning-commission-meeting-1195541,minutes/2024/2024-10-17/2024-10-17_planning-commission-meeting-1195541.md,pmn,https://www.utah.gov/pmn/files/1195541.pdf,pdf-text,Regular,944451,1195541
2024-11-14,2024,Planning Commission Meeting,planning-commission-meeting-1209035,minutes/2024/2024-11-14/2024-11-14_planning-commission-meeting-1209035.md,pmn,https://www.utah.gov/pmn/files/1209035.pdf,pdf-text,Regular,950981,1209035
2024-12-12,2024,Planning Commission Meeting,planning-commission-meeting-1217565,minutes/2024/2024-12-12/2024-12-12_planning-commission-meeting-1217565.md,pmn,https://www.utah.gov/pmn/files/1217565.pdf,pdf-text,Regular,956863,1217565
2025-01-09,2025,Planning Commission Meeting,planning-commission-meeting-1232825,minutes/2025/2025-01-09/2025-01-09_planning-commission-meeting-1232825.md,pmn,https://www.utah.gov/pmn/files/1232825.pdf,pdf-text,Regular,963031,1232825
2025-02-13,2025,Planning Commission Meeting,planning-commission-meeting-1249723,minutes/2025/2025-02-13/2025-02-13_planning-commission-meeting-1249723.md,pmn,https://www.utah.gov/pmn/files/1249723.pdf,pdf-text,Regular,970555,1249723
2025-03-13,2025,Planning Commission Meeting,planning-commission-meeting-1285071,minutes/2025/2025-03-13/2025-03-13_planning-commission-meeting-1285071.md,pmn,https://www.utah.gov/pmn/files/1285071.pdf,pdf-text,Regular,977419,1285071
2025-04-03,2025,Planning Commission Meeting,planning-commission-meeting-1268683,minutes/2025/2025-04-03/2025-04-03_planning-commission-meeting-1268683.md,pmn,https://www.utah.gov/pmn/files/1268683.pdf,pdf-text,Regular,981909,1268683
2025-05-08,2025,Planning Commission Meeting,planning-commission-meeting-1309291,minutes/2025/2025-05-08/2025-05-08_planning-commission-meeting-1309291.md,pmn,https://www.utah.gov/pmn/files/1309291.pdf,pdf-text,Regular,989953,1309291
2025-06-12,2025,Planning Commission Meeting,planning-commission-meeting-1296875,minutes/2025/2025-06-12/2025-06-12_planning-commission-meeting-1296875.md,pmn,https://www.utah.gov/pmn/files/1296875.pdf,pdf-text,Regular,998425,1296875
2025-07-10,2025,Planning Commission Meeting,planning-commission-meeting-1309293,minutes/2025/2025-07-10/2025-07-10_planning-commission-meeting-1309293.md,pmn,https://www.utah.gov/pmn/files/1309293.pdf,pdf-text,Regular,1006577,1309293
2025-08-14,2025,Planning Commission Meeting,planning-commission-meeting-1332403,minutes/2025/2025-08-14/2025-08-14_planning-commission-meeting-1332403.md,pmn,https://www.utah.gov/pmn/files/1332403.pdf,pdf-text,Regular,1012699,1332403
2025-09-24,2025,Planning Commission Meeting,planning-commission-meeting-1349943,minutes/2025/2025-09-24/2025-09-24_planning-commission-meeting-1349943.md,pmn,https://www.utah.gov/pmn/files/1349943.pdf,pdf-text,Regular,1022073,1349943
2025-10-09,2025,Planning Commission Meeting,planning-commission-meeting-1363289,minutes/2025/2025-10-09/2025-10-09_planning-commission-meeting-1363289.md,pmn,https://www.utah.gov/pmn/files/1363289.pdf,pdf-text,Regular,1040893,1363289
2025-11-13,2025,Planning Commission Meeting,planning-commission-meeting-1363983,minutes/2025/2025-11-13/2025-11-13_planning-commission-meeting-1363983.md,pmn,https://www.utah.gov/pmn/files/1363983.pdf,ocr,Regular,1040893,1363983
2025-12-11,2025,Planning Commission Meeting,planning-commission-meeting-1447513,minutes/2025/2025-12-11/2025-12-11_planning-commission-meeting-1447513.md,pmn,https://www.utah.gov/pmn/files/1447513.pdf,pdf-text,Regular,1040893,1447513
2026-01-08,2026,Planning Commission Meeting,planning-commission-meeting-1447523,minutes/2026/2026-01-08/2026-01-08_planning-commission-meeting-1447523.md,pmn,https://www.utah.gov/pmn/files/1447523.pdf,pdf-text,Regular,1047987,1447523
2026-02-12,2026,Planning Commission Meeting,planning-commission-meeting-1404213,minutes/2026/2026-02-12/2026-02-12_planning-commission-meeting-1404213.md,pmn,https://www.utah.gov/pmn/files/1404213.pdf,pdf-text,Regular,1055105,1404213
2026-03-12,2026,Planning Commission Meeting,planning-commission-meeting-1447525,minutes/2026/2026-03-12/2026-03-12_planning-commission-meeting-1447525.md,pmn,https://www.utah.gov/pmn/files/1447525.pdf,pdf-text,Regular,1063465,1447525
2026-05-14,2026,Planning Commission Meeting,planning-commission-meeting-1459779,minutes/2026/2026-05-14/2026-05-14_planning-commission-meeting-1459779.md,pmn,https://www.utah.gov/pmn/files/1459779.pdf,pdf-text,Regular,1078417,1459779
2026-06-11,2026,Planning Commission Meeting,planning-commission-meeting-1459781,minutes/2026/2026-06-11/2026-06-11_planning-commission-meeting-1459781.md,pmn,https://www.utah.gov/pmn/files/1459781.pdf,pdf-text,Regular,1084335,1459781
