date,body,md_path,source_url,minutes_status,note
2021-09-15,Housing Authority,agencies/housing_authority/minutes/2021/2021-09-15_housing_authority.md,https://housingconnect.org/wp-content/uploads/2022/09/04a-Housing-Connect-Board-Minutes-21.09.15.pdf,Final,
2021-10-20,Housing Authority,agencies/housing_authority/minutes/2021/2021-10-20_housing_authority.md,https://housingconnect.org/wp-content/uploads/2022/09/07a-Housing-Connect-Board-Minutes-21.10.20.pdf,Final,
2021-11-17,Housing Authority,agencies/housing_authority/minutes/2021/2021-11-17_housing_authority.md,https://housingconnect.org/wp-content/uploads/2022/09/07a-Housing-Connect-Board-Minutes-21.11.17.pdf,Final,
2021-12-15,Housing Authority,,https://housingconnect.org/wp-content/uploads/2022/09/07a-Housing-Connect-Board-Minutes-21.12.15.pdf,image-only,PDF has no extractable text (scanned/image-only); raw retained
2022-01-19,Housing Authority,agencies/housing_authority/minutes/2022/2022-01-19_housing_authority.md,https://housingconnect.org/wp-content/uploads/2022/09/07b-Housing-Connect-Board-Minutes-22.01.19.pdf,Final,
2022-02-16,Housing Authority,agencies/housing_authority/minutes/2022/2022-02-16_housing_authority.md,https://housingconnect.org/wp-content/uploads/2022/09/07b-Housing-Connect-Board-Minutes-22.02.16.pdf,Final,Annual meeting
2022-03-16,Housing Authority,agencies/housing_authority/minutes/2022/2022-03-16_housing_authority.md,https://housingconnect.org/wp-content/uploads/2022/09/09b-Housing-Connect-Board-Minutes-22.03.16.pdf,Final,Annual meeting
2022-04-20,Housing Authority,agencies/housing_authority/minutes/2022/2022-04-20_housing_authority.md,https://housingconnect.org/wp-content/uploads/2022/09/09b-Housing-Connect-Board-Minutes-22.04.20.pdf,Final,
2022-05-18,Housing Authority,agencies/housing_authority/minutes/2022/2022-05-18_housing_authority.md,https://housingconnect.org/wp-content/uploads/2022/09/09b-Housing-Connect-Board-Minutes-22.05.18.pdf,Final,
2022-06-15,Housing Authority,agencies/housing_authority/minutes/2022/2022-06-15_housing_authority.md,https://housingconnect.org/wp-content/uploads/2022/09/09b-Housing-Connect-Board-Minutes-22.06.15.pdf,Final,
2022-08-17,Housing Authority,agencies/housing_authority/minutes/2022/2022-08-17_housing_authority.md,https://housingconnect.org/wp-content/uploads/2023/03/09b-Housing-Connect-Board-Minutes-22.08.17.pdf,Final,
2022-09-21,Housing Authority,agencies/housing_authority/minutes/2022/2022-09-21_housing_authority.md,https://housingconnect.org/wp-content/uploads/2023/03/09b-Housing-Connect-Board-Minutes-22.09.21.pdf,Final,
2022-10-19,Housing Authority,agencies/housing_authority/minutes/2022/2022-10-19_housing_authority.md,https://housingconnect.org/wp-content/uploads/2023/03/09b-Housing-Connect-Board-Minutes-22.10.19.pdf,Final,
2022-11-16,Housing Authority,agencies/housing_authority/minutes/2022/2022-11-16_housing_authority.md,https://housingconnect.org/wp-content/uploads/2023/03/06b-Housing-Connect-Board-Minutes-22.11.16.pdf,Final,
2023-01-18,Housing Authority,agencies/housing_authority/minutes/2023/2023-01-18_housing_authority.md,https://housingconnect.org/wp-content/uploads/2023/03/08a-Housing-Connect-Board-Minutes-23.01.18.pdf,Final,
2023-02-15,Housing Authority,agencies/housing_authority/minutes/2023/2023-02-15_housing_authority.md,https://housingconnect.org/wp-content/uploads/2023/03/07a-Housing-Connect-Board-Minutes-23.02.15.pdf,Final,
2023-03-15,Housing Authority,agencies/housing_authority/minutes/2023/2023-03-15_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/02/07a-Housing-Connect-Board-Minutes-23.03.15.pdf,Final,
2023-04-19,Housing Authority,agencies/housing_authority/minutes/2023/2023-04-19_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/02/07a-Housing-Connect-Board-Minutes-23.04.19.pdf,Final,
2023-05-17,Housing Authority,agencies/housing_authority/minutes/2023/2023-05-17_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/02/Housing-Connect-Board-Minutes-23.05.17.pdf,Final,
2023-06-21,Housing Authority,agencies/housing_authority/minutes/2023/2023-06-21_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/02/Housing-Connect-Board-Minutes-23.06.21.pdf,Final,
2023-07-19,Housing Authority,agencies/housing_authority/minutes/2023/2023-07-19_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/02/Housing-Connect-Board-Minutes-23.07.19.pdf,Final,
2023-08-16,Housing Authority,agencies/housing_authority/minutes/2023/2023-08-16_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/02/Housing-Connect-Board-Minutes-23.08.16.pdf,Final,Annual meeting
2023-09-20,Housing Authority,agencies/housing_authority/minutes/2023/2023-09-20_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/02/Housing-Connect-Board-Minutes-23.09.20.pdf,Final,
2023-10-18,Housing Authority,agencies/housing_authority/minutes/2023/2023-10-18_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/02/Housing-Connect-Board-Minutes-23.10.18.pdf,Final,
2023-11-15,Housing Authority,agencies/housing_authority/minutes/2023/2023-11-15_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/02/Housing-Connect-Board-Minutes-23.11.15.pdf,Final,
2023-12-20,Housing Authority,agencies/housing_authority/minutes/2023/2023-12-20_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-Minutes-20-Dec-2023.pdf,Final,
2024-02-21,Housing Authority,agencies/housing_authority/minutes/2024/2024-02-21_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-Minutes-21-Feb-2024.pdf,Final,
2024-03-20,Housing Authority,agencies/housing_authority/minutes/2024/2024-03-20_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-20-Mar-2024.pdf,Final,Special meeting
2024-03-28,Housing Authority,agencies/housing_authority/minutes/2024/2024-03-28_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Special-Session-Board-Meeting-Minutes-28-Mar-2024.pdf,Final,Special meeting
2024-04-17,Housing Authority,agencies/housing_authority/minutes/2024/2024-04-17_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-17-Apr-2024.pdf,Final,
2024-05-15,Housing Authority,agencies/housing_authority/minutes/2024/2024-05-15_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-15-May-2024.pdf,Final,
2024-06-26,Housing Authority,agencies/housing_authority/minutes/2024/2024-06-26_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-26-Jun-2024.pdf,Final,Special meeting
2024-07-17,Housing Authority,agencies/housing_authority/minutes/2024/2024-07-17_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-17-Jul-2024.pdf,Final,Special meeting
2024-08-21,Housing Authority,agencies/housing_authority/minutes/2024/2024-08-21_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-21-Aug-2024.pdf,Final,
2024-09-18,Housing Authority,agencies/housing_authority/minutes/2024/2024-09-18_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-18-Sep-2024.pdf,Final,
2024-10-16,Housing Authority,agencies/housing_authority/minutes/2024/2024-10-16_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-16-Oct-2024.pdf,Final,
2024-11-20,Housing Authority,agencies/housing_authority/minutes/2024/2024-11-20_housing_authority.md,https://housingconnect.org/wp-content/uploads/2024/12/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-20-NOV-2024.pdf,Final,
2024-12-18,Housing Authority,agencies/housing_authority/minutes/2024/2024-12-18_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/01/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-18-Dec-2024.pdf,Final,
2025-01-15,Housing Authority,agencies/housing_authority/minutes/2025/2025-01-15_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/02/FINAL-Housing-Connect-Board-of-Commissioners-Meeting-Minutes-15-Jan-2025-1.pdf,Final,
2025-02-19,Housing Authority,agencies/housing_authority/minutes/2025/2025-02-19_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/03/FINAL-Housing-Connect-Board-of-Commissioners-Meeting-Minutes-20-Mar-2025.pdf,Final,
2025-03-19,Housing Authority,agencies/housing_authority/minutes/2025/2025-03-19_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/04/FINAL-Housing-Connect-Board-of-Commissioners-Meeting-Minutes-17-Apr-2025.pdf,Final,
2025-04-16,Housing Authority,agencies/housing_authority/minutes/2025/2025-04-16_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/05/Housing-Connect-Board-of-Commissioners-Meeting-Minutes-April-19-Apr-2025-FINAL.pdf,Final,
2025-05-21,Housing Authority,agencies/housing_authority/minutes/2025/2025-05-21_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/07/FINAL-Housing-Connect-Board-of-Commissioners-Meeting-Minutes-MAY-21-May-2025.pdf,Final,
2025-06-18,Housing Authority,agencies/housing_authority/minutes/2025/2025-06-18_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/08/FINAL-Housing-Connect-Board-of-Commissioners-Meeting-Minutes-JUN-26-Aug-2025.pdf,Final,
2025-08-20,Housing Authority,agencies/housing_authority/minutes/2025/2025-08-20_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/09/FINAL-Housing-Connect-Board-of-Commissioners-Meeting-Minutes-AUG-20-Aug-2025.pdf,Final,
2025-09-17,Housing Authority,agencies/housing_authority/minutes/2025/2025-09-17_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/10/FINAL-Housing-Connect-Board-of-Commissioners-Meeting-Minutes-SEP-03-Oct-2025.pdf,Final,
2025-10-15,Housing Authority,agencies/housing_authority/minutes/2025/2025-10-15_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/12/FINAL-Housing-Connect-Board-of-Commissioners-Meeting-Minutes-OCT-20-Oct-2025-v4.pdf,Final,
2025-11-19,Housing Authority,agencies/housing_authority/minutes/2025/2025-11-19_housing_authority.md,https://housingconnect.org/wp-content/uploads/2025/12/FINAL-Housing-Connect-Board-of-Commissioners-Meeting-Minutes-NOV-19-Nov-2025-v2.pdf,Final,
