date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,candidate_match,date_precision,source_archive,original_url
2021-09-09,RONALD WOODBURY,Council,2021,summary,,"Final/year-end campaign finance report — RONALD WOODBURY (Council, 2021)",https://web.archive.org/web/20211230092356id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20210909_campaignfinancialreports.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf
2021-09-09,KENT L. WINDER,Council,2021,summary,,"Final/year-end campaign finance report — KENT L. WINDER (Council, 2021)",https://web.archive.org/web/20211230092356id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20210909_campaignfinancialreports.pdf,inferred,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf
2021-09-09,TORI BUSH,Council,2021,summary,,"Final/year-end campaign finance report — TORI BUSH (Council, 2021)",https://web.archive.org/web/20211230092356id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20210909_campaignfinancialreports.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf
2021-09-09,KATHERYNE NOVICK,Council,2021,summary,,"Final/year-end campaign finance report — KATHERYNE NOVICK (Council, 2021)",https://web.archive.org/web/20211230092356id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20210909_campaignfinancialreports.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf
2021-09-09,BRYAN S SMETHURST,Council,2021,summary,,"Final/year-end campaign finance report — BRYAN S SMETHURST (Council, 2021)",https://web.archive.org/web/20211230092356id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20210909_campaignfinancialreports.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf
2021-09-09,CAROLYN MCDONALD,Council,2021,summary,,"Final/year-end campaign finance report — CAROLYN MCDONALD (Council, 2021)",https://web.archive.org/web/20211230092356id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20210909_campaignfinancialreports.pdf,inferred,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/09092021campaignfinancialreports.pdf
2021-10-26,MICHELE RANDALL,Mayor,2021,interim,,"Interim campaign finance report — MICHELE RANDALL (Mayor, 2021)",https://web.archive.org/web/20211228222439id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211026_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf
2021-10-26,JIMMIE B. HUGHES,Mayor,2021,interim,,"Interim campaign finance report — JIMMIE B. HUGHES (Mayor, 2021)",https://web.archive.org/web/20211228222439id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211026_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf
2021-10-26,GREG ALDRED,Council,2021,interim,,"Interim campaign finance report — GREG ALDRED (Council, 2021)",https://web.archive.org/web/20211228222439id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211026_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf
2021-10-26,VARDELL H CURTIS,Council,2021,interim,,"Interim campaign finance report — VARDELL H CURTIS (Council, 2021)",https://web.archive.org/web/20211228222439id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211026_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf
2021-10-26,NATALIE LARSEN,Council,2021,interim,,"Interim campaign finance report — NATALIE LARSEN (Council, 2021)",https://web.archive.org/web/20211228222439id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211026_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf
2021-10-26,MICHELLE TANNER,Council,2021,interim,,"Interim campaign finance report — MICHELLE TANNER (Council, 2021)",https://web.archive.org/web/20211228222439id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211026_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/10262021campaignfinancialdisclosures.pdf
2021-12-02,MICHELE RANDALL,Mayor,2021,summary,,"Final/year-end campaign finance report — MICHELE RANDALL (Mayor, 2021)",https://web.archive.org/web/20211228222338id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211202_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf
2021-12-02,JIMMIE B. HUGHES,Mayor,2021,summary,,"Final/year-end campaign finance report — JIMMIE B. HUGHES (Mayor, 2021)",https://web.archive.org/web/20211228222338id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211202_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf
2021-12-02,GREG ALDRED,Council,2021,summary,,"Final/year-end campaign finance report — GREG ALDRED (Council, 2021)",https://web.archive.org/web/20211228222338id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211202_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf
2021-12-02,VARDELL H CURTIS,Council,2021,summary,,"Final/year-end campaign finance report — VARDELL H CURTIS (Council, 2021)",https://web.archive.org/web/20211228222338id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211202_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf
2021-12-02,MICHELLE TANNER,Council,2021,summary,,"Final/year-end campaign finance report — MICHELLE TANNER (Council, 2021)",https://web.archive.org/web/20211228222338id_/https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/wb20211202_campaignfinancialdisclosures.pdf,direct,exact,wayback,https://www.sgcity.org/pdf/administration/general/campaignfinancialreports/12022021campaignfinancialdisclosures.pdf
2023-08-29,GREGG MCARTHUR,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — GREGG MCARTHUR (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,AROS MACKEY,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — AROS MACKEY (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,JIMMIE B. HUGHES,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — JIMMIE B. HUGHES (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,MATTHEW L HEATON,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — MATTHEW L HEATON (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,AUSTIN HODGES,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — AUSTIN HODGES (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,KATHERYNE KNIGHT,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — KATHERYNE KNIGHT (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,inferred,exact,city_live,
2023-08-29,STEVE KEMP,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — STEVE KEMP (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,DANNIELLE LARKIN,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — DANNIELLE LARKIN (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,KIMBALL WILLARD,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — KIMBALL WILLARD (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,GREG ALDRED,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — GREG ALDRED (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,WENDI PRINCE BULKLEY,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — WENDI PRINCE BULKLEY (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,BRAD BENNETT,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — BRAD BENNETT (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,PAULA SMITH,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — PAULA SMITH (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,STEVEN G JENNINGS,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — STEVEN G JENNINGS (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20230829campaignfinancedisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20230829_campaignfinancedisclosures.pdf,direct,exact,city_live,
2023-08-29,AROS MACKEY,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — AROS MACKEY (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/2023financialcampaigndisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/2023_financialcampaigndisclosures.pdf,direct,inferred,city_live,
2023-08-29,MATTHEW L HEATON,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — MATTHEW L HEATON (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/2023financialcampaigndisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/2023_financialcampaigndisclosures.pdf,direct,inferred,city_live,
2023-08-29,AUSTIN HODGES,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — AUSTIN HODGES (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/2023financialcampaigndisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/2023_financialcampaigndisclosures.pdf,direct,inferred,city_live,
2023-08-29,KATHERYNE KNIGHT,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — KATHERYNE KNIGHT (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/2023financialcampaigndisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/2023_financialcampaigndisclosures.pdf,inferred,inferred,city_live,
2023-08-29,KIMBALL WILLARD,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — KIMBALL WILLARD (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/2023financialcampaigndisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/2023_financialcampaigndisclosures.pdf,direct,inferred,city_live,
2023-08-29,GREG ALDRED,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — GREG ALDRED (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/2023financialcampaigndisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/2023_financialcampaigndisclosures.pdf,direct,inferred,city_live,
2023-08-29,WENDI PRINCE BULKLEY,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — WENDI PRINCE BULKLEY (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/2023financialcampaigndisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/2023_financialcampaigndisclosures.pdf,direct,inferred,city_live,
2023-08-29,STEVEN G JENNINGS,Council,2023,interim,2023-01-01..2023-08-24,"Interim campaign finance report — STEVEN G JENNINGS (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/2023financialcampaigndisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/2023_financialcampaigndisclosures.pdf,direct,inferred,city_live,
2023-10-24,JIMMIE B. HUGHES,Council,2023,interim,2023-08-25..2023-10-19,"Interim campaign finance report — JIMMIE B. HUGHES (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/october242023financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231024_october242023financialdisclosures.pdf,direct,exact,city_live,
2023-10-24,STEVE KEMP,Council,2023,interim,2023-08-25..2023-10-19,"Interim campaign finance report — STEVE KEMP (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/october242023financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231024_october242023financialdisclosures.pdf,direct,exact,city_live,
2023-10-24,DANNIELLE LARKIN,Council,2023,interim,2023-08-25..2023-10-19,"Interim campaign finance report — DANNIELLE LARKIN (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/october242023financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231024_october242023financialdisclosures.pdf,direct,exact,city_live,
2023-10-24,BRAD BENNETT,Council,2023,interim,2023-08-25..2023-10-19,"Interim campaign finance report — BRAD BENNETT (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/october242023financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231024_october242023financialdisclosures.pdf,direct,exact,city_live,
2023-10-24,PAULA SMITH,Council,2023,interim,2023-08-25..2023-10-19,"Interim campaign finance report — PAULA SMITH (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/october242023financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231024_october242023financialdisclosures.pdf,direct,exact,city_live,
2023-11-14,JIMMIE B. HUGHES,Council,2023,interim,2023-10-20..2023-11-09,"Interim campaign finance report — JIMMIE B. HUGHES (Council, 2023)",https://sgcityutah.gov/Documents/Government/Mayor%20And%20Council/Election%20Information/20231114financialdisclosures.pdf,2026-07-02,scanned,ocr:tesseract-psm6@200dpi,raw/20231114_financialdisclosures.pdf,direct,exact,city_live,
