notice_id,pmn_body_id,list_title,listed_datetime
504141,1287,Ordinance Adoption,2018/12/17 01:00 AM
504137,1287,Ordinance Adoption,2018/12/17 01:00 AM
504135,1287,Ordinance Adoption,2018/12/17 01:00 AM
504131,1287,Ordinance Adoption,2018/12/17 01:00 AM
504123,1287,Ordinance Adoption,2018/12/17 01:00 AM
504119,1287,Ordinance Adoption,2018/12/17 01:00 AM
504117,1287,Ordinance Adoption,2018/12/17 01:00 AM
508785,1287,Ordinance Adoption,2019/01/12 01:00 AM
511573,1287,Ordinance Adoption,2019/01/26 01:00 AM
518397,1287,Ordinance Adoption,2019/03/01 01:00 AM
518395,1287,Ordinance Adoption,2019/03/01 01:00 AM
518393,1287,Ordinance Adoption,2019/03/01 01:00 AM
521485,1287,Ordinance Adoption,2019/03/15 01:00 AM
521483,1287,Ordinance Adoption,2019/03/15 01:00 AM
527815,1287,Ordinance Adoption,2019/04/15 01:00 AM
527813,1287,Ordinance Adoption,2019/04/15 01:00 AM
533303,1287,Ordinance Adoption,2019/05/13 01:00 AM
540397,1287,Ordinance Adoption,2019/06/12 01:00 AM
543917,1287,Ordinance Adoption,2019/06/29 01:00 AM
546309,1287,Ordinance Adoption,2019/07/12 01:00 AM
546307,1287,Ordinance Adoption,2019/07/12 01:00 AM
552339,1155,Ordinance Adoption,2019/08/16 01:00 AM
552337,1155,Ordinance Adoption,2019/08/16 01:00 AM
552335,1155,Ordinance Adoption,2019/08/16 01:00 AM
555269,1287,Ordinance Adoption,2019/08/31 01:00 AM
555267,1287,Ordinance Adoption,2019/08/31 01:00 AM
555265,1287,Ordinance Adoption,2019/08/31 01:00 AM
566191,1287,Ordinance Adoption,2019/10/25 01:00 AM
605159,1287,Ordinance Adoption,2020/05/18 01:00 AM
605157,1287,Ordinance Adoption,2020/05/18 01:00 AM
614001,1287,Ordinance Adoption,2020/06/30 01:00 AM
613999,1287,Ordinance Adoption,2020/06/30 01:00 AM
613997,1287,Ordinance Adoption,2020/06/30 01:00 AM
613995,1287,Ordinance Adoption,2020/06/30 01:00 AM
617285,1287,Ordinance Adoption,2020/07/15 05:00 PM
617283,1287,Ordinance Adoption,2020/07/15 05:00 PM
617281,1287,Ordinance Adoption,2020/07/15 05:00 PM
625715,1287,Ordinance Adoption,2020/08/30 01:00 AM
625713,1287,Ordinance Adoption,2020/08/30 01:00 AM
625711,1287,Ordinance Adoption,2020/08/30 01:00 AM
632547,1287,Ordinance Adoption,2020/10/06 01:00 AM
642296,1287,Ordinance Adoption,2020/11/22 01:00 AM
645717,1287,Ordinance Adoption,2020/12/11 01:00 AM
658205,1155,Ordinance Adoption,2021/02/15 01:00 AM
658199,1155,Ordinance Adoption,2021/02/15 01:00 AM
658197,1155,Ordinance Adoption,2021/02/15 01:00 AM
660695,1287,Ordinance Adoption,2021/02/27 01:00 AM
660693,1287,Ordinance Adoption,2021/02/27 01:00 AM
660689,1287,Ordinance Adoption,2021/02/27 01:00 AM
675241,1287,Ordinance Adoption,2021/05/07 01:00 AM
675239,1287,Ordinance Adoption,2021/05/07 01:00 AM
687751,1287,Ordinance Adoption,2021/07/01 01:00 AM
687749,1287,Ordinance Adoption,2021/07/01 01:00 AM
694401,1155,Ordinance Adoption,2021/08/06 01:00 AM
696467,1287,Ordinance Adoption,2021/08/14 01:00 AM
696465,1287,Ordinance Adoption,2021/08/14 01:00 AM
696463,1287,Ordinance Adoption,2021/08/14 01:00 AM
696461,1287,Ordinance Adoption,2021/08/14 01:00 AM
696459,1287,Ordinance Adoption,2021/08/14 01:00 AM
699833,1287,Ordinance Adoption,2021/08/31 01:00 AM
701711,1287,Ordinance Adoption,2021/09/10 01:00 AM
701709,1287,Ordinance Adoption,2021/09/10 01:00 AM
705553,1287,Ordinance Adoption,2021/09/28 01:00 AM
705549,1287,Ordinance Adoption,2021/09/28 01:00 AM
706069,1287,Ordinance Adoption,2021/09/30 01:00 AM
706067,1287,Ordinance Adoption,2021/09/30 01:00 AM
714295,1287,Ordinance Adoption,2021/11/06 01:00 AM
714293,1287,Ordinance Adoption,2021/11/06 01:00 AM
721791,1155,Ordinance Adoption,2021/12/09 01:00 AM
721787,1155,Ordinance Adoption,2021/12/09 01:00 AM
729719,1155,Ordinance Adoption,2022/01/18 01:00 AM
729717,1155,Ordinance Adoption,2022/01/18 01:00 AM
748761,1155,Ordinance Adoption,2022/04/14 01:00 AM
748759,1155,Ordinance Adoption,2022/04/14 01:00 AM
748757,1155,Ordinance Adoption,2022/04/14 01:00 AM
751903,1287,Ordinance Adoption,2022/04/29 01:00 AM
751899,1287,Ordinance Adoption,2022/04/29 01:00 AM
751893,1287,Ordinance Adoption,2022/04/29 01:00 AM
751891,1287,Ordinance Adoption,2022/04/29 01:00 AM
760495,1287,Ordinance Adoption,2022/06/06 01:00 AM
760493,1287,Ordinance Adoption,2022/06/06 01:00 AM
762591,1287,Ordinance Adoption,2022/06/13 01:00 AM
762585,1287,Ordinance Adoption,2022/06/13 01:00 AM
762583,1287,Ordinance Adoption,2022/06/13 01:00 AM
762581,1287,Ordinance Adoption,2022/06/13 01:00 AM
762579,1287,Ordinance Adoption,2022/06/13 01:00 AM
762575,1287,Ordinance Adoption,2022/06/13 01:00 AM
765193,1155,Ordinance Adoption,2022/06/23 01:00 AM
772585,1155,Ordinance Adoption,2022/08/02 01:00 AM
772583,1155,Ordinance Adoption,2022/08/02 01:00 AM
772581,1155,Ordinance Adoption,2022/08/02 01:00 AM
772577,1155,Ordinance Adoption,2022/08/02 01:00 AM
772573,1155,Ordinance Adoption,2022/08/02 01:00 AM
777481,1155,Ordinance Adoption,2022/08/25 01:00 AM
783031,1287,Ordinance Adoption,2022/09/21 01:00 AM
784483,1287,Ordinance Adoption,2022/09/29 02:07 PM
793075,1287,Ordinance Adoption,2022/11/10 09:42 AM
796087,1155,Ordinance amedment,2022/11/22 03:00 PM
796083,1155,Ordinance adoption,2022/11/22 03:50 PM
796111,1155,Ordinance adoption,2022/11/22 04:00 PM
796107,1155,Ordinance adoption,2022/11/22 04:00 PM
800783,1155,Ordinance amedment,2022/12/14 04:00 PM
800775,1155,Ordinance amedment,2022/12/14 04:00 PM
819153,1287,Ordinance Adoption,2023/03/14 04:38 PM
846064,1287,Ordinance Adoption,2023/07/15 12:00 PM
846056,1287,Ordinance Adoption,2023/07/15 12:00 PM
846052,1287,Ordinance Adoption,2023/07/15 12:00 PM
846044,1287,Ordinance Adoption,2023/07/15 12:00 PM
858359,1287,Ordinance Adoption,2023/09/15 05:00 PM
864733,1287,Ordinance Adoption,2023/10/13 10:59 PM
885291,1287,Ordinance Adoption,2024/01/11 07:00 PM
888809,1287,Ordinance Adoption,2024/01/25 12:00 PM
915855,1287,Ordinance Adoption,2024/05/24 12:00 PM
922033,1287,Ordinance Adoption,2024/06/19 10:38 AM
922041,1287,Ordinance Adoption,2024/06/19 10:39 AM
922045,1287,Ordinance Adoption,2024/06/19 10:40 AM
922043,1287,Ordinance Adoption,2024/06/19 10:40 AM
922047,1287,Ordinance Adoption,2024/06/19 10:41 AM
927266,1287,Ordinance Adoption,2024/07/13 01:00 PM
927262,1287,Ordinance Adoption,2024/07/13 01:00 PM
927260,1287,Ordinance Adoption,2024/07/13 01:00 PM
927258,1287,Ordinance Adoption,2024/07/13 01:00 PM
927256,1287,Ordinance Adoption,2024/07/13 01:01 PM
934741,1287,Ordinance Adoption,2024/08/20 12:45 PM
934729,1287,Ordinance Adoption,2024/08/21 01:00 PM
934731,1287,Ordinance Adoption,2024/08/21 12:18 PM
941395,1155,Ordinance Adoption,2024/09/19 10:00 AM
946081,1287,Ordinance Adoption,2024/10/10 05:00 PM
946079,1287,Ordinance Adoption,2024/10/10 05:00 PM
946077,1287,Ordinance Adoption,2024/10/10 05:00 PM
965791,1287,Ordinance Adoption,2025/01/10 01:00 PM
965793,1287,Ordinance Adoption,2025/01/10 10:00 AM
969153,1287,Ordinance Adoption,2025/01/23 04:00 PM
969155,1287,Ordinance Adoption,2025/01/24 02:13 PM
1003237,1287,Ordinance Adoption,2025/06/14 08:00 PM
1009057,1287,Ordinance Adoption,2025/07/11 06:00 PM
1022029,1287,Ordinance Adoption,2025/09/11 01:00 PM
1029449,1287,Ordinance Adoption,2025/10/10 08:00 AM
1029447,1287,Ordinance Adoption,2025/10/10 08:00 AM
1032451,1287,Ordinance Adoption,2025/10/23 12:24 PM
1032453,1287,Ordinance Adoption,2025/10/24 09:25 AM
1045607,1287,Ordinance Adoption,2025/12/12 04:43 PM
1059259,1287,Ordinance Adoption,2026/02/12 05:00 PM
1059257,1287,Ordinance Adoption,2026/02/12 05:00 PM
1070085,1287,Ordinance Adoption,2026/04/02 11:59 AM
1070087,1287,Ordinance Adoption,2026/04/02 12:00 PM
1070091,1287,Ordinance Adoption,2026/04/02 12:01 PM
1070089,1287,Ordinance Adoption,2026/04/02 12:01 PM
1080729,1287,Ordinance Adoption,2026/05/14 05:00 PM
1085633,1287,Ordinance Adoption,2026/06/03 06:16 PM
1090481,1287,Ordinance Adoption,2026/06/19 05:33 PM
