body,bname,notice_id,notice_date,file_id,ext,label,kind,minutes_probe,is_pdf
5809,Council,503209,,451185,pdf,SLco budget adjustment form for justice court Emigration Can,other,,
5809,Council,504867,,454963,MP3,12-19-18 .MP3,audio,,
5809,Council,504867,,466807,pdf,12-19-18.pdf,other,,
5809,Council,511481,,462901,MP3,01-24-19.MP3,audio,,
5809,Council,511481,,475005,pdf,01-24-19.pdf,other,,
5809,Council,512131,,464051,MP3,01-31-19.MP3,audio,,
5809,Council,512131,,475007,pdf,01-31-19.pdf,other,,
5809,Council,516575,,469075,docx,Meeting schedule.docx,other,,
5809,Council,518335,,474181,MP3,02-28-19.MP3,audio,,
5809,Council,518335,,522675,pdf,02-28-19.pdf,other,,
5809,Council,524229,,482087,MP3,03-28-19.MP3,audio,,
5809,Council,524229,,522677,pdf,03-28-19.pdf,other,,
5809,Council,526421,,484655,mp3,04-08-19 Emergency Meeting.mp3,audio,,
5809,Council,526421,,522679,pdf,04-08-19.pdf,other,,
5809,Council,529743,,488507,docx,2019 Metro Township Candidate Filing Notice EMIGRATION CANYO,other,,
5809,Council,529925,,490509,mp3,04-25-19.mp3,audio,,
5809,Council,529925,,522681,pdf,04-25-19.pdf,other,,
5809,Council,536095,,500023,MP3,05-23-19.MP3,audio,,
5809,Council,536095,,522683,pdf,05-23-19.pdf,other,,
5809,Council,542251,,507049,MP3,06-19-19 Part 1.MP3,audio,,
5809,Council,542251,,507089,MP3,06-19-19 Part 2.MP3,audio,,
5809,Council,542251,,522685,pdf,06-19-19.pdf,other,,
5809,Council,546223,,516077,MP3,190725_002.MP3,audio,,
5809,Council,548487,,522687,MP3,07-25-19.MP3,audio,,
5809,Council,553613,,524651,MP3,08-22-19.MP3,audio,,
5809,Council,553613,,556733,pdf,08-22-19.pdf,other,,
5809,Council,559223,,533607,mp3,09-19-19.mp3,audio,,
5809,Council,559223,,556735,pdf,09-19-19.pdf,other,,
5809,Council,566099,,543875,MP3,10-24-19.MP3,audio,,
5809,Council,566099,,568103,pdf,10-24-19.pdf,other,,
5809,Council,570459,,556731,mp3,11-19-19 Board of Canvassers.mp3,audio,,
5809,Council,570459,,568101,pdf,11-19-19 Board of Canvassers.pdf,other,,
5809,Council,571851,,556729,MP3,11-20-19.MP3,audio,,
5809,Council,571851,,568099,pdf,11-20-19.pdf,other,,
5809,Council,576281,,608367,mp3,12-12-19 Staff Meeting.mp3,audio,,
5809,Council,576281,,608369,MP3,12-12-19 Business Meeting.MP3,audio,,
5809,Council,576281,,612069,pdf,12-12-19.pdf,other,,
5809,Council,583797,,569271,mp3,01-23-20 Staff Meeting.mp3,audio,,
5809,Council,583797,,569273,mp3,01-23-20 Public Meeting.mp3,audio,,
5809,Council,583797,,612071,pdf,01-23-20.pdf,other,,
5809,Council,591165,,581653,MP3,02-27-20.MP3,audio,,
5809,Council,591165,,581655,MP3,02-27-20 End.MP3,audio,,
5809,Council,591165,,612073,pdf,02-27-20.pdf,other,,
5809,Council,600627,,595461,mp3,04-23-20.mp3,audio,,
5809,Council,600627,,607109,pdf,04-23-20.pdf,other,,
5809,Council,607305,,606843,MP3,05-28-20.MP3,audio,,
5809,Council,612343,,612753,mp3,06-18-20 audio.mp3,audio,,
5809,Council,613783,,615425,mp3,06-25-20.mp3,audio,,
5809,Council,617591,,621017,mp3,07-16-20.mp3,audio,,
5809,Council,630635,,641521,pdf,09-24-20 Combined Files.pdf,other,,
5809,Council,641107,,680643,pdf,11-17-20.pdf,other,,
5809,Council,646899,,680645,pdf,12-17-20.pdf,other,,
5809,Council,654183,,680641,MP3,01-28-21.MP3,audio,,
5809,Council,654183,,692675,pdf,01-28-21.pdf,other,,
5809,Council,660423,,692293,mp3,02-25-21 Part 1.mp3,audio,,
5809,Council,660423,,692295,MP3,02-25-21 Part 2 .MP3,audio,,
5809,Council,660423,,717575,pdf,02-25-21.pdf,other,,
5809,Council,661515,,693513,mp3,03-04-21.mp3,audio,,
5809,Council,661515,,717583,pdf,03-04-21.pdf,other,,
5809,Council,663959,,702375,MP3,03-16-21 Part 2 .MP3,audio,,
5809,Council,663959,,702377,mp3,03-16-21 Part 1.mp3,audio,,
5809,Council,663959,,717587,pdf,03-16-21.pdf,other,,
5809,Council,663959,,696423,pdf,03-16-21.pdf,other,,
5809,Council,666277,,702387,mp3,03-25-21.mp3,audio,,
5809,Council,670987,,717467,mp3,04-20-21 Part 1.mp3,audio,,
5809,Council,670987,,717469,MP3,04-20-21 Part 2.MP3,audio,,
5809,Council,672551,,711817,mp3,04-27-21.mp3,audio,,
5809,Council,672551,,764603,pdf,04-27-21.pdf,other,,
5809,Council,675905,,716529,pdf,Design-Build Renovation of existing historic WPA Restroom at,other,,
5809,Council,676361,,722481,MP3,05-18-21.MP3,audio,,
5809,Council,676361,,764605,pdf,05-18-21.pdf,other,,
5809,Council,679053,,722465,mp3,05-24-21.mp3,audio,,
5809,Council,679053,,764607,pdf,05-24-21.pdf,other,,
5809,Council,679055,,764609,mp3,05-25-21.mp3,audio,,
5809,Council,679055,,764611,pdf,05-25-21.pdf,other,,
5809,Council,682891,,727505,pdf,2021 Metro Township Candidates.pdf,other,,
5809,Council,686149,,764613,mp3,06-22-21.mp3,audio,,
5809,Council,686149,,764615,pdf,06-22-21.pdf,other,,
5809,Council,692651,,744221,mp3,07-27-21.mp3,audio,,
5809,Council,692651,,764617,pdf,07-27-21.pdf,other,,
5809,Council,698389,,752701,mp3,08-24-21.mp3,audio,,
5809,Council,698389,,752717,pdf,7.9 - 05-24-21.pdf,other,,
5809,Council,698389,,764619,pdf,08-24-21.pdf,other,,
5809,Council,698389,,752703,pdf,4 - mayor_septicsmart-week-proclamation-template.pdf,other,,
5809,Council,698389,,752705,docx,6.2 - UPD Emigration Canyon Monthly Report 07-21.docx,other,,
5809,Council,698389,,752707,docx,6.3 - UFA August Report.docx,other,,
5809,Council,698389,,752709,docx,7.1 - Resolution to Cancel Election ECMT 8.24.21.docx,cancelled,,
5809,Council,698389,,752711,pdf,7.2 - Letter Emigration Cayon signed.pdf,other,,
5809,Council,698389,,752713,docx,7.2 - Report on 2022 tax increase_bk edits.docx,other,,
5809,Council,698389,,752715,docx,7.2 - Resolution of Emigration Canyon 2022  tax increase.doc,other,,
5809,Council,698389,,752719,pdf,7.9 - 05-25-21.pdf,other,,
5809,Council,698389,,752721,pdf,8.2 - 2nd quarter report 2021 Emigration.pdf,other,,
5809,Council,705419,,764599,mp3,09-28-21.mp3,audio,,
5809,Council,705419,,805461,pdf,09-28-21.pdf,other,,
5809,Council,705419,,764419,pdf,Agenda &amp; Packet Combined.pdf,agenda,,
5809,Council,705955,,765115,pdf,Meeting schedule 2021.pdf,other,,
5809,Council,710933,,773225,pdf,Ordinance 2021-09-02.pdf,other,,
5809,Council,711789,,775263,mp3,10-26-21.mp3,audio,,
5809,Council,711789,,805465,pdf,10-26-21.pdf,other,,
5809,Council,714311,,779025,pdf,Budget adjustment Emigration Canyon CARES.pdf,other,,
5809,Council,714311,,779027,pdf,Emigration Canyon 2022 proposed expense budget.pdf,other,,
5809,Council,716039,,783659,mp3,11-16-21.mp3,audio,,
5809,Council,716039,,820801,pdf,11-16-21.pdf,other,,
5809,Council,716039,,781987,pdf,11-16-2021 Emigration Canyon Packet.pdf,packet,,
5809,Council,722597,,793907,mp3,12-14-21.mp3,audio,,
5809,Council,722597,,820803,pdf,12-14-21.pdf,other,,
5809,Council,731269,,820841,m4a,01-25-22.m4a,other,,
5809,Council,731269,,840981,pdf,01-25-22.pdf,other,,
5809,Council,731269,,805789,pdf,01-25-22 Complete Packet.pdf,packet,,
5809,Council,737619,,817379,mp3,02-22-22.mp3,audio,,
5809,Council,737619,,828147,pdf,02-22-22.pdf,other,,
5809,Council,737619,,816781,pdf,02-22-22.pdf,other,,
5809,Council,737619,,816783,pdf,Backup combined.pdf,other,,
5809,Council,739993,,820805,pdf,Ordinance 2022-01-01.pdf,other,,
5809,Council,743839,,828145,MP3,03-22-22.MP3,audio,,
5809,Council,743839,,865727,pdf,03-22-22.pdf,other,,
5809,Council,743839,,827715,pdf,6.1 - EMIGRATION WPA-DD2-03012922.pdf,other,,
5809,Council,743839,,828163,pdf,6.4 - wildland-urban-interface-code 2006.pdf,other,,
5809,Council,743839,,828161,pdf,6.4 - WildlandSubmittalGuide.pdf,other,,
5809,Council,743839,,828159,docx,6.4 - Ordinance Adopting WUI ECMT.docx,other,,
5809,Council,743839,,827721,docx,7.3 - UFA March 2022 Liaison Report.docx,other,,
5809,Council,743839,,827719,pdf,6.1 - EMIGRATION WPA-DD4-03012922.pdf,other,,
5809,Council,743839,,827717,pdf,6.1 - EMIGRATION WPA-DD3-03012922.pdf,other,,
5809,Council,743839,,827417,pdf,6.2 - 2022 Child Abuse Prevention Month Proclamation.pdf,other,,
5809,Council,743839,,827713,pdf,6.1 - EMIGRATION WPA-DD1-03012922.pdf,other,,
5809,Council,743839,,827711,pdf,03-22-22.pdf,other,,
5809,Council,743839,,827427,pdf,7.2 - UPD Monthly Report Map for Emigration Canyon.pdf,other,,
5809,Council,743839,,827425,docx,7.2 - UPD Emigration Canyon Monthly Report 02-2022.docx,other,,
5809,Council,743839,,827423,pdf,6.10 - 02-22-22 Emigration Canyon Council Minutes.pdf,minutes,200,1
5809,Council,743839,,827421,pdf,6.3 - General Plan Ordinance No. 2022-03-01.pdf,other,,
5809,Council,743839,,827419,pdf,6.3 - 2022 General Plan - Staff Recommendation.pdf,other,,
5809,Council,746421,,832001,pdf,Ordinance 2022-03-01.pdf,other,,
5809,Council,746423,,832003,pdf,Ordinance 2022-03-02.pdf,other,,
5809,Council,751017,,840991,MP3,04-26-22 Part 1.MP3,audio,,
5809,Council,751017,,840993,MP3,04-26-22 Part 2.MP3,audio,,
5809,Council,751017,,857275,pdf,04-26-22.pdf,other,,
5809,Council,751017,,839917,pdf,Combined Packet.pdf,packet,,
5809,Council,751017,,839919,pdf,04-26-22.pdf,other,,
5809,Council,751027,,844757,MP3,04-28-22.MP3,audio,,
5809,Council,751027,,865723,pdf,04-28-22.pdf,other,,
5809,Council,753617,,844627,pdf,2022-04-01.pdf,other,,
5809,Council,757845,,857279,MP3,05-24-22.MP3,audio,,
5809,Council,757845,,865721,pdf,05-24-22.pdf,other,,
5809,Council,757845,,851599,pdf,05-24-22.pdf,other,,
5809,Council,757845,,851601,pdf,6.4 - Animal Services 2022 1st Quarter Report Emigration.pdf,other,,
5809,Council,757845,,851603,pdf,7.1 - Community Solar Summary.pdf,other,,
5809,Council,757845,,851605,pdf,7.1 - Draft Resolution approving C-REP ILA Apr 2022_Emigrati,other,,
5809,Council,757845,,851607,pdf,7.1 - Interlocal Agreement C-REP Sep 7 2021 - 7 Anchors.pdf,other,,
5809,Council,757845,,851609,pdf,7.1 - Template_Appointment Letter ECMT Renewable Energy Boar,other,,
5809,Council,757845,,851611,pdf,7.5 (a) - 03-22-22.pdf,other,,
5809,Council,757845,,851613,pdf,7.5 (b) - 04-26-22.pdf,other,,
5809,Council,765619,,865719,MP3,06-28-22.MP3,audio,,
5809,Council,765619,,886294,pdf,06-28-22.pdf,other,,
5809,Council,765619,,864781,pdf,06-28-22.pdf,other,,
5809,Council,765619,,864783,pdf,5.2 - UPD Emigration Canyon Monthly Report May 2022.pdf,other,,
5809,Council,765619,,864785,pdf,5.3 (a) - 2021 Firework Restriction Ordinance.pdf,other,,
5809,Council,765619,,864787,pdf,5.4 - Animal Services - Protect Your Pet from Summer Fun.pdf,other,,
5809,Council,765619,,864789,pdf,5.4 - Protect Your Pet from Summer Fun.pdf,other,,
5809,Council,765619,,864791,pdf,6.4 - FY 2023 Dues Invoice - Emigration Canyon Metro Townshi,other,,
5809,Council,765619,,864793,pdf,"6.4 - ULCT 2021-2022 Advocacy, Engagement, and Operations Re",other,,
5809,Council,765619,,864795,pdf,6.4 - Emigration Canyon Metro Township ULCT Dues Letter 2022,other,,
5809,Council,765619,,864797,pdf,6.8 - Greater Salt Lake MSD draft 6.1.22.pdf,other,,
5809,Council,765619,,864799,pdf,6.13 (a) - 04-28-22.pdf,other,,
5809,Council,765619,,864801,pdf,6.13 (b) - 05-24-22.pdf,other,,
5809,Council,770993,,879375,MP3,07-26-22.MP3,audio,,
5809,Council,770993,,886292,pdf,07-26-22.pdf,other,,
5809,Council,770993,,872937,pdf,07-26-22.pdf,other,,
5809,Council,770993,,872939,docx,7.2 - Emigration Canyon Metro Township Emergency Communicati,other,,
5809,Council,776823,,886288,MP3,08-23-22.MP3,audio,,
5809,Council,776823,,899365,pdf,08-23-22.pdf,other,,
5809,Council,776823,,882849,docx,5.2 - UPD Emigration Canyon Monthly Report July 2022.docx,other,,
5809,Council,776823,,882851,pdf,6.6 - Emigration Canyon _ Code Updates Assembled_ Phase 1 08,other,,
5809,Council,776823,,882853,pdf,6.6 - Emigration Canyon_Staff Report_Code Updates_08032022.p,other,,
5809,Council,776823,,882855,pdf,"6.14(a) - June 28, 2022 Minutes.pdf",minutes,200,1
5809,Council,776823,,882857,pdf,"6.14(b) - July 26, 2022 Minutes.pdf",minutes,200,1
5809,Council,776823,,882859,pdf,6.3 - Emergency Operations Plan - Emigration Canyon.pdf,other,,
5809,Council,776823,,882861,pdf,08-23-22.pdf,other,,
5809,Council,783939,,895431,MP3,09-27-22.MP3,audio,,
5809,Council,783939,,895229,pdf,08-23-22.pdf,other,,
5809,Council,783939,,895227,pdf,09-27-22.pdf,other,,
5809,Council,783939,,895233,docx,5.2 - UPD Emigration Canyon Monthly Report August 2022.docx,other,,
5809,Council,783939,,895397,pdf,2022.09.24 EOP Resolution x2.pdf,other,,
5809,Council,789889,,907981,MP3,10-25-22.MP3,audio,,
5809,Council,789889,,913495,pdf,10-25-22.pdf,other,,
5809,Council,789889,,904845,docx,5.2 - UPD Emigration Canyon Monthly Report Sept 2022.docx,other,,
5809,Council,789889,,904847,pdf,5.3 - WFWRD Report for Emigration Canyon Council-2023 Propos,other,,
5809,Council,789889,,904849,pdf,5.4 - Animal Services.pdf,other,,
5809,Council,789889,,904851,docx,6.5 - Camping Ordinance.docx,other,,
5809,Council,789889,,904853,pdf,09-27-22.pdf,other,,
5809,Council,789889,,904855,pdf,10-25-22.pdf,other,,
5809,Council,790565,,906103,pdf,NOTICE OF PUBLIC HEARING - 2023 Budget.pdf,other,,
5809,Council,790569,,906107,pdf,NOTICE OF PUBLIC HEARING - Telecommunication and Energy Tax.,other,,
5809,Council,794261,,913469,MP3,11-15-22.MP3,audio,,
5809,Council,794261,,950385,pdf,11-15-22.pdf,other,,
5809,Council,794261,,912313,pdf,11-15-22.pdf,other,,
5809,Council,794261,,913471,pdf,4.1 - FAQ - Municipal Energy Sales and Use Tax.pdf,other,,
5809,Council,794261,,913473,pdf,4.1 - FAQ - Telecommunication Tax.pdf,other,,
5809,Council,794261,,913475,pdf,4.1 - Ordinance Energy Tax 11.14.22.pdf,other,,
5809,Council,794261,,913477,pdf,4.2 - Emigration 2023 Approved Budget.pdf,other,,
5809,Council,794261,,913479,pdf,6.1 -Community Council Update 111522.pdf,other,,
5809,Council,794261,,913481,pdf,6.2 - UPD Emigration Canyon Monthly Report Oct 2022.pdf,other,,
5809,Council,794261,,913483,pdf,7.2 - 2022.11.13 Camping Prohibited Ordinance.pdf,other,,
5809,Council,794261,,913485,pdf,7.3 - Renewable Energy Program Ordinance.pdf,other,,
5809,Council,794261,,913487,pdf,7.4 - 2023 Fee Schedule Emigration Metro Township 11.14.22 d,other,,
5809,Council,794261,,913489,pdf,7.5 - 2023 Meeting Schedule.pdf,other,,
5809,Council,794261,,913491,pdf,7.9 (b) - 2022 Budget Amendments - Emigration Canyon.pdf,other,,
5809,Council,794261,,913493,pdf,10-25-22.pdf,other,,
5809,Council,797463,,917751,pdf,Ordinance 2022-11-03.pdf,other,,
5809,Council,798511,,919153,pdf,2022 Budget Amendments - Emigration Canyon.pdf,other,,
5809,Council,798511,,919157,pdf,2023 Proposed Budget - Emigration Canyon.pdf,other,,
5809,Council,798511,,919479,pdf,Public Notice for Budget.pdf,other,,
5809,Council,801325,,925359,MP3,12-20-22.MP3,audio,,
5809,Council,801325,,950383,pdf,12-20-22.pdf,other,,
5809,Council,801325,,924291,pdf,4.1 - 2022 Budget Amendments - Emigration Canyon.pdf,other,,
5809,Council,801325,,924293,pdf,4.2 - 2023 Proposed Budget - Emigration Canyon.pdf,other,,
5809,Council,801325,,924295,pdf,7.2 - Ordinance Energy Tax 11.14.pdf,other,,
5809,Council,801325,,924297,pdf,7.3 - Ordinance Telecommunications Tax 11.14.pdf,other,,
5809,Council,801325,,924299,pdf,7.10 - 10-25-22.pdf,other,,
5809,Council,801325,,924301,pdf,7.10 - 11-15-22.pdf,other,,
5809,Council,801325,,924303,pdf,12-20-22.pdf,other,,
5809,Council,808281,,938407,MP3,01-24-23.MP3,audio,,
5809,Council,808281,,950381,docx,01-24-23.docx,other,,
5809,Council,808281,,935045,pdf,01-24-23.pdf,other,,
5809,Council,816003,,950207,MP3,02-28-23.MP3,audio,,
5809,Council,816003,,960501,pdf,02-28-23.pdf,other,,
5809,Council,821913,,960499,MP3,03-28-23.MP3,audio,,
5809,Council,821913,,959673,pdf,03-28-23.pdf,other,,
5809,Council,824721,,968469,MP3,04-18-23.MP3,audio,,
5809,Council,824721,,964439,pdf,04-12-23.pdf,other,,
5809,Council,826473,,971271,MP3,04-19-23.MP3,audio,,
5809,Council,826473,,967709,pdf,04-19-23.pdf,other,,
5809,Council,827989,,971293,MP3,04-25-23 Part 1.MP3,audio,,
5809,Council,827989,,971295,MP3,04-25-23 Part 2.MP3,audio,,
5809,Council,827989,,971297,MP3,04-25-23 Part 3.MP3,audio,,
5809,Council,827989,,994829,pdf,04-25-23.pdf,other,,
5809,Council,827989,,970109,pdf,04-25-23.pdf,other,,
5809,Council,827989,,971303,pdf,6.1 - 2023.03.28 Emergency Notification System Policy.pdf,other,,
5809,Council,827989,,971305,pdf,6.2 - Fire Restrictions Resolution 2023-04-02.pdf,other,,
5809,Council,827989,,971307,pdf,6.3 - 2023.04.12 ECMT Emergency Procl.pdf,other,,
5809,Council,827989,,971311,pdf,6.7(a) - Minutes for 03-28-23.pdf,minutes,200,1
5809,Council,827989,,971313,pdf,6.7(b) - Minutes for 04-12-23.pdf,minutes,200,1
5809,Council,827989,,971315,pdf,6.4 - Open Public Meetings Act Training -ECMT 3.28.23.pdf,other,,
5809,Council,829823,,972613,pdf,Resolution 2023-04-02.pdf,other,,
5809,Council,829833,,972727,pdf,2023 Emigration Canyon Metro Township Election Notice.pdf,other,,
5809,Council,834709,,983949,MP3,05-23-23 Part 1.MP3,audio,,
5809,Council,834709,,983951,MP3,05-23-23 Part 2.MP3,audio,,
5809,Council,834709,,994825,pdf,05-23-23.pdf,other,,
5809,Council,834709,,981197,pdf,05-23-23.pdf,other,,
5809,Council,836999,,990697,MP3,06-05-21 Part 2.MP3,audio,,
5809,Council,836999,,990699,MP3,06-05-23 Part 1.MP3,audio,,
5809,Council,836999,,1105987,pdf,06-05-23.pdf,other,,
5809,Council,836999,,985233,pdf,06-05-23.pdf,other,,
5809,Council,842803,,994805,MP3,06-27-23 Part 1.MP3,audio,,
5809,Council,842803,,994807,MP3,06-27-23 Part 2.MP3,audio,,
5809,Council,842803,,1105989,pdf,06-27-23.pdf,other,,
5809,Council,842803,,994225,pdf,06-27-23.pdf,other,,
5809,Council,842803,,994241,pdf,6.1 - ECMT _Municipal Code 19.73.110 NIGHT LIGHTING.pdf,other,,
5809,Council,842803,,994243,pdf,6.1 - ECMT_Night Lighting Flyer_11x17.pdf,other,,
5809,Council,842803,,994245,pdf,6.1 - ECMT_Night Lighting Poster - 24x36.pdf,other,,
5809,Council,842803,,994247,pdf,6.1 - ECMT_Staff Report_Night Lighting Ordinance_Repeal and,other,,
5809,Council,842803,,994249,pdf,6.1 - Ordinance 2023-06-01.pdf,other,,
5809,Council,842803,,994251,pdf,6.3 - Resolution 2023-06-01.pdf,other,,
5809,Council,842803,,994253,pdf,6.9 (a) - 04-25-23.pdf,other,,
5809,Council,842803,,994257,docx,05-23-23.docx,other,,
5809,Council,846737,,1003069,pdf,Ordinance 2023-06-01.pdf,other,,
5809,Council,847633,,1009719,MP3,07-25-23 Part 1.MP3,audio,,
5809,Council,847633,,1009721,MP3,07-25-23 Part 2.MP3,audio,,
5809,Council,847633,,1105991,pdf,07-25-23.pdf,other,,
5809,Council,847633,,1002379,pdf,07-25-23.pdf,other,,
5809,Council,853767,,1014649,MP3,08-22-23.MP3,audio,,
5809,Council,853767,,1105993,pdf,08-22-23.pdf,other,,
5809,Council,853767,,1013233,pdf,08-22-23.pdf,other,,
5809,Council,860733,,1030295,MP3,09-26-23.MP3,audio,,
5809,Council,860733,,1025639,pdf,09-26-23.pdf,other,,
5809,Council,860733,,1025641,pdf,08-22-23.pdf,other,,
5809,Council,860733,,1025643,pdf,Resolution 2023-09-01 CDBG.pdf,other,,
5809,Council,860733,,1025645,pdf,EC_Code Update Presentation.pdf,other,,
5809,Council,866347,,1035967,pdf,2023 Municipal Election Notice.pdf,other,,
5809,Council,866347,,1035969,pdf,2023 - Ballot Type 10 - EMG001 - English.pdf,other,,
5809,Council,866347,,1035971,pdf,2023 - Ballot Type 10 - EMG001 - Spanish.pdf,other,,
5809,Council,867049,,1039973,MP3,10-24-23.MP3,audio,,
5809,Council,867049,,1105999,pdf,10-24-23.pdf,other,,
5809,Council,867049,,1037431,pdf,10-24-23 Agenda.pdf,agenda,,
5809,Council,867049,,1037433,docx,5.2 - Resolutions Approving Tax Increase 4886-8308-9029 v.1.,other,,
5809,Council,867049,,1037435,docx,5.2 - SLVLESA Tax Memo with Logo updated 10042023.docx,other,,
5809,Council,867049,,1037437,pdf,5.4 - Utility Agreement - URC Signature 10-02-2023.pdf,other,,
5809,Council,867049,,1037439,pdf,5.4 - Utility Agreement Memo.pdf,other,,
5809,Council,867049,,1037441,pdf,5.4 - Utility Agreement Slides.pdf,other,,
5809,Council,867049,,1037443,docx,5.6 - 2024 Fee Schedule Core Document Draft--v26Sep2023.docx,other,,
5809,Council,867049,,1037445,pdf,5.6 - GSLMSD cost study 13Sep2023.pdf,other,,
5809,Council,867049,,1037447,pdf,5.6 - MSD Fee Study FINAL.pdf,other,,
5809,Council,867049,,1037449,docx,5.8 - 2023 Meeting Schedule.docx,other,,
5809,Council,867049,,1037451,pdf,5.10 - Metro Township Modficiations Bill.pdf,other,,
5809,Council,867049,,1037453,docx,6.1 (a) - ECMT CDWG Proposal Outline 101623.docx,other,,
5809,Council,873909,,1050441,docx,Public Notice for Budget.docx,other,,
5809,Council,873909,,1050443,pdf,2023 Budget Amendment - Emigration Canyon.pdf,other,,
5809,Council,873909,,1050445,pdf,2024 tentative budget - Emigration Canyon.pdf,other,,
5809,Council,874879,,1053505,MP3,11-28-23 Part 1.MP3,audio,,
5809,Council,874879,,1053507,MP3,11-28-23 Part 2.MP3,audio,,
5809,Council,874879,,1106001,pdf,11-28-23.pdf,other,,
5809,Council,874879,,1051775,pdf,11-28-23.pdf,other,,
5809,Council,874879,,1051783,docx,5.2 - UPD Emigration Canyon Monthly Report October.docx,other,,
5809,Council,874879,,1051785,pdf,5.4 - 3rd Quarter Report Emigration 2023.pdf,other,,
5809,Council,874879,,1051787,docx,5.4 - Dec 2023 Humane Education Presentations.docx,other,,
