date,year,title,slug,body,path,source,source_url,notice_url,pmn_body_id,pmn_file_id,retrieved_date,format,extraction_method
2021-06-15,2021,Planning Commission - Regular Meeting,pc-2021-06-15-regular-meeting,,raw/pc_2021-06-15_737279.pdf,pmn,https://www.utah.gov/pmn/files/737279.pdf,https://www.utah.gov/pmn/sitemap/notice/681517.html,396,737279,2026-07-03,text,pdftotext-layout
2021-07-06,2021,Planning Commission - Regular Meeting,pc-2021-07-06-regular-meeting,,raw/pc_2021-07-06_742181.pdf,pmn,https://www.utah.gov/pmn/files/742181.pdf,https://www.utah.gov/pmn/sitemap/notice/686467.html,396,742181,2026-07-03,text,pdftotext-layout
2021-07-20,2021,Planning Commission - Regular Meeting,pc-2021-07-20-regular-meeting,,raw/pc_2021-07-20_745575.pdf,pmn,https://www.utah.gov/pmn/files/745575.pdf,https://www.utah.gov/pmn/sitemap/notice/689215.html,396,745575,2026-07-03,text,pdftotext-layout
2021-08-03,2021,Planning Commission - Regular Meeting,pc-2021-08-03-regular-meeting,,raw/pc_2021-08-03_757165.pdf,pmn,https://www.utah.gov/pmn/files/757165.pdf,https://www.utah.gov/pmn/sitemap/notice/692553.html,396,757165,2026-07-03,text,pdftotext-layout
2021-09-07,2021,Planning Commission - Regular Meeting,pc-2021-09-07-regular-meeting,,raw/pc_2021-09-07_762546.pdf,pmn,https://www.utah.gov/pmn/files/762546.pdf,https://www.utah.gov/pmn/sitemap/notice/698257.html,396,762546,2026-07-03,scanned,tesseract-ocr
2021-09-21,2021,Planning Commission - Regular Meeting,pc-2021-09-21-regular-meeting,,raw/pc_2021-09-21_766769.pdf,pmn,https://www.utah.gov/pmn/files/766769.pdf,https://www.utah.gov/pmn/sitemap/notice/702304.html,396,766769,2026-07-03,text,pdftotext-layout
2021-10-05,2021,Planning Commission - Regular Meeting,pc-2021-10-05-regular-meeting,,raw/pc_2021-10-05_772867.pdf,pmn,https://www.utah.gov/pmn/files/772867.pdf,https://www.utah.gov/pmn/sitemap/notice/704683.html,396,772867,2026-07-03,text,pdftotext-layout
2021-10-19,2021,Planning Commission - Regular Meeting,pc-2021-10-19-regular-meeting,,raw/pc_2021-10-19_785073.pdf,pmn,https://www.utah.gov/pmn/files/785073.pdf,https://www.utah.gov/pmn/sitemap/notice/707479.html,396,785073,2026-07-03,text,pdftotext-layout
2021-11-17,2021,Planning Commission - Regular Meeting,pc-2021-11-17-regular-meeting,,raw/pc_2021-11-17_790411.pdf,pmn,https://www.utah.gov/pmn/files/790411.pdf,https://www.utah.gov/pmn/sitemap/notice/714053.html,396,790411,2026-07-03,text,pdftotext-layout
2021-12-07,2021,Planning Commission - Regular Meeting,pc-2021-12-07-regular-meeting,,raw/pc_2021-12-07_795319.pdf,pmn,https://www.utah.gov/pmn/files/795319.pdf,https://www.utah.gov/pmn/sitemap/notice/718169.html,396,795319,2026-07-03,text,pdftotext-layout
2021-12-21,2021,Planning Commission - Regular Meeting,pc-2021-12-21-regular-meeting,,raw/pc_2021-12-21_803603.pdf,pmn,https://www.utah.gov/pmn/files/803603.pdf,https://www.utah.gov/pmn/sitemap/notice/721649.html,396,803603,2026-07-03,text,pdftotext-layout
2022-01-18,2022,Planning Commission - Regular Meeting,pc-2022-01-18-regular-meeting,,raw/pc_2022-01-18_809031.pdf,pmn,https://www.utah.gov/pmn/files/809031.pdf,https://www.utah.gov/pmn/sitemap/notice/726779.html,396,809031,2026-07-03,text,pdftotext-layout
2022-02-01,2022,Planning Commission - Regular Meeting,pc-2022-02-01-regular-meeting,,raw/pc_2022-02-01_814899.pdf,pmn,https://www.utah.gov/pmn/files/814899.pdf,https://www.utah.gov/pmn/sitemap/notice/730629.html,396,814899,2026-07-03,text,pdftotext-layout
2022-02-15,2022,Planning Commission - Regular Meeting,pc-2022-02-15-regular-meeting,,raw/pc_2022-02-15_820051.pdf,pmn,https://www.utah.gov/pmn/files/820051.pdf,https://www.utah.gov/pmn/sitemap/notice/733605.html,396,820051,2026-07-03,text,pdftotext-layout
2022-03-01,2022,Planning Commission - Regular Meeting,pc-2022-03-01-regular-meeting,,raw/pc_2022-03-01_825557.pdf,pmn,https://www.utah.gov/pmn/files/825557.pdf,https://www.utah.gov/pmn/sitemap/notice/737011.html,396,825557,2026-07-03,text,pdftotext-layout
2022-03-15,2022,Planning Commission - Regular Meeting,pc-2022-03-15-regular-meeting,,raw/pc_2022-03-15_832293.pdf,pmn,https://www.utah.gov/pmn/files/832293.pdf,https://www.utah.gov/pmn/sitemap/notice/739879.html,396,832293,2026-07-03,text,pdftotext-layout
2022-04-05,2022,Planning Commission - Regular Meeting,pc-2022-04-05-regular-meeting,,raw/pc_2022-04-05_837983.pdf,pmn,https://www.utah.gov/pmn/files/837983.pdf,https://www.utah.gov/pmn/sitemap/notice/744019.html,396,837983,2026-07-03,text,pdftotext-layout
2022-04-19,2022,Planning Commission - Regular Meeting,pc-2022-04-19-regular-meeting,,raw/pc_2022-04-19_845065.pdf,pmn,https://www.utah.gov/pmn/files/845065.pdf,https://www.utah.gov/pmn/sitemap/notice/747197.html,396,845065,2026-07-03,text,pdftotext-layout
2022-05-03,2022,Planning Commission - Regular Meeting,pc-2022-05-03-regular-meeting,,raw/pc_2022-05-03_851469.pdf,pmn,https://www.utah.gov/pmn/files/851469.pdf,https://www.utah.gov/pmn/sitemap/notice/750483.html,396,851469,2026-07-03,scanned,tesseract-ocr
2022-05-17,2022,Planning Commission - Regular Meeting,pc-2022-05-17-regular-meeting,,raw/pc_2022-05-17_857107.pdf,pmn,https://www.utah.gov/pmn/files/857107.pdf,https://www.utah.gov/pmn/sitemap/notice/753801.html,396,857107,2026-07-03,scanned,tesseract-ocr
2022-06-07,2022,Planning Commission - Regular Meeting,pc-2022-06-07-regular-meeting,,raw/pc_2022-06-07_864637.pdf,pmn,https://www.utah.gov/pmn/files/864637.pdf,https://www.utah.gov/pmn/sitemap/notice/758715.html,396,864637,2026-07-03,scanned,tesseract-ocr
2022-06-21,2022,Planning Commission - Regular Meeting,pc-2022-06-21-regular-meeting,,raw/pc_2022-06-21_867007.pdf,pmn,https://www.utah.gov/pmn/files/867007.pdf,https://www.utah.gov/pmn/sitemap/notice/761829.html,396,867007,2026-07-03,scanned,tesseract-ocr
2022-07-05,2022,Planning Commission - Regular Meeting,pc-2022-07-05-regular-meeting,,raw/pc_2022-07-05_871519.pdf,pmn,https://www.utah.gov/pmn/files/871519.pdf,https://www.utah.gov/pmn/sitemap/notice/765525.html,396,871519,2026-07-03,scanned,tesseract-ocr
2020-01-07,2020,Planning Commission - Regular Meeting,pc-2020-01-07-regular-meeting,,raw/pc_2020-01-07_a31809_fa2b37602db640c09afcc95e6fd51bb1.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_fa2b37602db640c09afcc95e6fd51bb1.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2600,,a31809_fa2b37602db640c09afcc95e6fd51bb1,2026-07-17,text,pdftotext-layout
2020-01-21,2020,Planning Commission - Regular Meeting,pc-2020-01-21-regular-meeting,,raw/pc_2020-01-21_a31809_6f0235c31a2c4b399a782bcc3f544216.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_6f0235c31a2c4b399a782bcc3f544216.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2599,,a31809_6f0235c31a2c4b399a782bcc3f544216,2026-07-17,text,pdftotext-layout
2020-02-04,2020,Planning Commission - Regular Meeting,pc-2020-02-04-regular-meeting,,raw/pc_2020-02-04_a31809_a51dcc1a0ef84dadab8758768954e842.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_a51dcc1a0ef84dadab8758768954e842.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2598,,a31809_a51dcc1a0ef84dadab8758768954e842,2026-07-17,text,pdftotext-layout
2020-02-18,2020,Planning Commission - Regular Meeting,pc-2020-02-18-regular-meeting,,raw/pc_2020-02-18_a31809_b57bcb2e931d43ad82f8091ccad6afc3.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_b57bcb2e931d43ad82f8091ccad6afc3.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2597,,a31809_b57bcb2e931d43ad82f8091ccad6afc3,2026-07-17,text,pdftotext-layout
2020-03-03,2020,Planning Commission - Regular Meeting,pc-2020-03-03-regular-meeting,,raw/pc_2020-03-03_a31809_3374230ec56143e2952e08cdd3aa09d3.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_3374230ec56143e2952e08cdd3aa09d3.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2596,,a31809_3374230ec56143e2952e08cdd3aa09d3,2026-07-17,text,pdftotext-layout
2020-04-21,2020,Planning Commission - Regular Meeting,pc-2020-04-21-regular-meeting,,raw/pc_2020-04-21_a31809_eca82c7e80d34565a1c7d76d4b633e99.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_eca82c7e80d34565a1c7d76d4b633e99.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2595,,a31809_eca82c7e80d34565a1c7d76d4b633e99,2026-07-17,text,pdftotext-layout
2020-05-05,2020,Planning Commission - Regular Meeting,pc-2020-05-05-regular-meeting,,raw/pc_2020-05-05_a31809_a0fcd82e8bac43d8a6cb0f6067f9a87a.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_a0fcd82e8bac43d8a6cb0f6067f9a87a.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2594,,a31809_a0fcd82e8bac43d8a6cb0f6067f9a87a,2026-07-17,text,pdftotext-layout
2020-05-19,2020,Planning Commission - Regular Meeting,pc-2020-05-19-regular-meeting,,raw/pc_2020-05-19_a31809_da85de2e5fe444f8bda986ec4d427baa.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_da85de2e5fe444f8bda986ec4d427baa.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2593,,a31809_da85de2e5fe444f8bda986ec4d427baa,2026-07-17,text,pdftotext-layout
2020-06-02,2020,Planning Commission - Regular Meeting,pc-2020-06-02-regular-meeting,,raw/pc_2020-06-02_a31809_3346150b05bc47dd8503a0fd2676455f.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_3346150b05bc47dd8503a0fd2676455f.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2592,,a31809_3346150b05bc47dd8503a0fd2676455f,2026-07-17,text,pdftotext-layout
2020-06-16,2020,Planning Commission - Regular Meeting,pc-2020-06-16-regular-meeting,,raw/pc_2020-06-16_a31809_b4ce26e537f0407a8bb570324815d46e.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_b4ce26e537f0407a8bb570324815d46e.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2591,,a31809_b4ce26e537f0407a8bb570324815d46e,2026-07-17,text,pdftotext-layout
2020-07-07,2020,Planning Commission - Regular Meeting,pc-2020-07-07-regular-meeting,,raw/pc_2020-07-07_a31809_1dc2151d535e4cbd8d6a3c62c1d04492.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_1dc2151d535e4cbd8d6a3c62c1d04492.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2590,,a31809_1dc2151d535e4cbd8d6a3c62c1d04492,2026-07-17,text,pdftotext-layout
2020-07-21,2020,Planning Commission - Regular Meeting,pc-2020-07-21-regular-meeting,,raw/pc_2020-07-21_a31809_10c4d24c7c0a44b7991c2384b7187c05.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_10c4d24c7c0a44b7991c2384b7187c05.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2589,,a31809_10c4d24c7c0a44b7991c2384b7187c05,2026-07-17,text,pdftotext-layout
2020-08-04,2020,Planning Commission - Regular Meeting,pc-2020-08-04-regular-meeting,,raw/pc_2020-08-04_a31809_05d40724e56a4df7ac4916fa3d473c78.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_05d40724e56a4df7ac4916fa3d473c78.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2588,,a31809_05d40724e56a4df7ac4916fa3d473c78,2026-07-17,text,pdftotext-layout
2020-08-18,2020,Planning Commission - Regular Meeting,pc-2020-08-18-regular-meeting,,raw/pc_2020-08-18_a31809_e6e8d794317343f4a63a98daa0bb244b.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_e6e8d794317343f4a63a98daa0bb244b.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2587,,a31809_e6e8d794317343f4a63a98daa0bb244b,2026-07-17,text,pdftotext-layout
2020-09-01,2020,Planning Commission - Regular Meeting,pc-2020-09-01-regular-meeting,,raw/pc_2020-09-01_a31809_9f73bf5b0c4f4986b9462da8b117a109.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_9f73bf5b0c4f4986b9462da8b117a109.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2586,,a31809_9f73bf5b0c4f4986b9462da8b117a109,2026-07-17,text,pdftotext-layout
2020-09-15,2020,Planning Commission - Regular Meeting,pc-2020-09-15-regular-meeting,,raw/pc_2020-09-15_a31809_ba12d0d2b022432caba8624abf6c91c7.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_ba12d0d2b022432caba8624abf6c91c7.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2585,,a31809_ba12d0d2b022432caba8624abf6c91c7,2026-07-17,text,pdftotext-layout
2020-10-06,2020,Planning Commission - Regular Meeting,pc-2020-10-06-regular-meeting,,raw/pc_2020-10-06_a31809_a31ef5b369c347cdbf1bd0f734239952.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_a31ef5b369c347cdbf1bd0f734239952.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2584,,a31809_a31ef5b369c347cdbf1bd0f734239952,2026-07-17,text,pdftotext-layout
2020-10-20,2020,Planning Commission - Regular Meeting,pc-2020-10-20-regular-meeting,,raw/pc_2020-10-20_a31809_fcd7597c8b6241a4865ef190de97fced.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_fcd7597c8b6241a4865ef190de97fced.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2583,,a31809_fcd7597c8b6241a4865ef190de97fced,2026-07-17,text,pdftotext-layout
2020-11-17,2020,Planning Commission - Regular Meeting,pc-2020-11-17-regular-meeting,,raw/pc_2020-11-17_a31809_622f3307eee345edbbe905e704e7d787.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_622f3307eee345edbbe905e704e7d787.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2582,,a31809_622f3307eee345edbbe905e704e7d787,2026-07-17,text,pdftotext-layout
2020-12-01,2020,Planning Commission - Regular Meeting,pc-2020-12-01-regular-meeting,,raw/pc_2020-12-01_a31809_cc5bd264da6846d6a82eb8e6a137d795.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_cc5bd264da6846d6a82eb8e6a137d795.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2581,,a31809_cc5bd264da6846d6a82eb8e6a137d795,2026-07-17,text,pdftotext-layout
2020-12-15,2020,Planning Commission - Regular Meeting,pc-2020-12-15-regular-meeting,,raw/pc_2020-12-15_a31809_7743aa902b164df78c44c7039b03f189.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_7743aa902b164df78c44c7039b03f189.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2580,,a31809_7743aa902b164df78c44c7039b03f189,2026-07-17,text,pdftotext-layout
2021-01-05,2021,Planning Commission - Regular Meeting,pc-2021-01-05-regular-meeting,,raw/pc_2021-01-05_a31809_3c6fa6a2629c4193ae4d8f95639bce2e.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_3c6fa6a2629c4193ae4d8f95639bce2e.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2579,,a31809_3c6fa6a2629c4193ae4d8f95639bce2e,2026-07-17,text,pdftotext-layout
2021-01-19,2021,Planning Commission - Regular Meeting,pc-2021-01-19-regular-meeting,,raw/pc_2021-01-19_a31809_e6127890bd4e4c609deadaf4934eebd6.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_e6127890bd4e4c609deadaf4934eebd6.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2578,,a31809_e6127890bd4e4c609deadaf4934eebd6,2026-07-17,text,pdftotext-layout
2021-02-02,2021,Planning Commission - Regular Meeting,pc-2021-02-02-regular-meeting,,raw/pc_2021-02-02_a31809_cd5202d9b28e4fdeb86cb46d1593175d.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_cd5202d9b28e4fdeb86cb46d1593175d.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2577,,a31809_cd5202d9b28e4fdeb86cb46d1593175d,2026-07-17,text,pdftotext-layout
2021-02-16,2021,Planning Commission - Regular Meeting,pc-2021-02-16-regular-meeting,,raw/pc_2021-02-16_a31809_8f8569dc89934bdca7d45d362a0b9168.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_8f8569dc89934bdca7d45d362a0b9168.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2576,,a31809_8f8569dc89934bdca7d45d362a0b9168,2026-07-17,text,pdftotext-layout
2021-03-02,2021,Planning Commission - Regular Meeting,pc-2021-03-02-regular-meeting,,raw/pc_2021-03-02_a31809_74cf16c524c14c33aaab1bb76b423d25.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_74cf16c524c14c33aaab1bb76b423d25.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2575,,a31809_74cf16c524c14c33aaab1bb76b423d25,2026-07-17,text,pdftotext-layout
2021-03-16,2021,Planning Commission - Regular Meeting,pc-2021-03-16-regular-meeting,,raw/pc_2021-03-16_a31809_78656b50046346339d9ff4febc277314.pdf,city_website,https://assets.westjordan.utah.gov/ugd/a31809_78656b50046346339d9ff4febc277314.pdf,https://www.westjordan.utah.gov/wp-json/wjc/v1/data-meeting/2574,,a31809_78656b50046346339d9ff4febc277314,2026-07-17,text,pdftotext-layout
