date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,content_length_bytes,size_mb,stored_locally
2025-06-11,PC Packet - 6-11-2025,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/PC%20Packet%20-%206-11-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,31314463,31.31,no
2025-05-14,PC Packet 5-14-2025,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/PC%20Packet%205-14-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,707396,0.71,no
2025-04-23,2025.04.23 PC Packet,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/2025.04.23%20PC%20Packet.pdf,2026-07-13,na,not_retrieved (dead link — city page 404s as-published),,,,no
2025-04-09,PC Packet 4-9-2025,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/PC%20Packet%204-9-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,82118817,82.12,no
2025-03-26,PC Packet - 3-26-2025,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/PC%20Packet%20-%203-26-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1051188,1.05,no
2025-03-12,PC Packet 3-12-2025,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/PC%20Packet%203-12-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7828409,7.83,no
2025-02-26,PC Packet 2-26-2025,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/PC%20Packet%202-26-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,65333972,65.33,no
2025-02-12,PC Packet 2-12-2025,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/PC%20Packet%202-12-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,56638465,56.64,no
2025-01-22,PC Packet 1-22-2025,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/PC%20Packet%201-22-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,170972534,170.97,no
2025-01-08,1-8-2025 - PC Packet,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2025/Packets/1-8-2025%20-%20PC%20Packet.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1164884,1.16,no
2024-12-04,PC Packet - 12-4-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packets/PC%20Packet%20-%2012-4-2024.pdf,2026-07-13,na,not_retrieved (dead link — city page 404s as-published),,,,no
2024-11-13,PC Packet - 11-13-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%20-%2011-13-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,767947,0.77,no
2024-10-23,PC Packet - 10-23-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packets/PC%20Packet%20-%2010-23-2024.pdf,2026-07-13,na,not_retrieved (dead link — city page 404s as-published),,,,no
2024-10-09,PC Packet - 10-9-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%20-%2010-9-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2503861,2.5,no
2024-09-11,PC Packet - 9-11-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%20-%209-11-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2468231,2.47,no
2024-08-28,PC Packet - 8-28-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%20-%208-28-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10851874,10.85,no
2024-08-14,PC Packet 8-14-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%208-14-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,30707739,30.71,no
2024-06-12,PC Packet 6-12-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%206-12-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2683379,2.68,no
2024-05-22,PC Packet 5-22-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%205-22-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,8564371,8.56,no
2024-04-24,PC Packet 4-24-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%204-24-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,21936747,21.94,no
2024-04-10,PC Packet 4-10-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%204-10-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,13835742,13.84,no
2024-03-13,PC Packet 3-13-2024 Amended,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%203-13-2024%20Amended.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10192301,10.19,no
2024-02-28,PC Packet 2-28-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%202-28-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,38036511,38.04,no
2024-01-24,PC Packet - 1-24-2024,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2024/Packet/PC%20Packet%20-%201-24-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,18073557,18.07,no
2023-12-13,PC Packet 12-13-2023 revised,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2023/Packets/PC%20Packet%2012-13-2023%20revised.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,66464584,66.46,no
2023-11-08,PC Packet - 11-8-2023,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2023/Packets/PC%20Packet%20-%2011-8-2023.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,1954742,1.95,no
2022-12-14,PC Packet  12142022,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2022/Packets/PC%20Packet%20%2012142022.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,33646557,33.65,no
2022-10-26,PC Packet  10262022,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2022/Packets/PC%20Packet%20%2010262022.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,339317,0.34,no
2022-10-12,PC Packet  10122022,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2022/Packets/PC%20Packet%20%2010122022.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,2667136,2.67,no
2021-11-10,PC Packet  11102021,PC,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Planning%20%26%20Zoning%20Commission/2021/Packets/PC%20Packet%20%2011102021.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,6605152,6.61,no
2026-07-07,CC Packet 7-7-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%207-7-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,36470216,36.47,no
2026-06-16,CC Packet 6-16-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%206-16-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,56374805,56.37,no
2026-06-02,CC Packet 6-2-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%206-2-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,71301764,71.3,no
2026-05-19,CC Packet 5-19-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%205-19-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,16390250,16.39,no
2026-05-05,CC Packet 5-5-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%205-5-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,21913468,21.91,no
2026-04-21,CC Packet 4-21-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%204-21-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,9841907,9.84,no
2026-04-07,CC Packet 4-7-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%204-7-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,29294298,29.29,no
2026-03-24,CC Packet 3-24-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%203-24-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,14852837,14.85,no
2026-03-03,CC Packet 3-3-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%203-3-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7896521,7.9,no
2026-02-17,CC Packet 2-17-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%202-17-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,36407749,36.41,no
2026-02-03,CC Packet 2-3-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%202-3-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,71999829,72.0,no
2026-01-20,CC Packet 1-20-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%201-20-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,7397366,7.4,no
2026-01-06,CC Packet 1-6-2026,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2026/Packets/CC%20Packet%201-6-2026.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,4144822,4.14,no
2025-12-02,CC Packet 12-2-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%2012-2-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,54210363,54.21,no
2025-11-18,CC Packet 11-18-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%2011-18-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,136467938,136.47,no
2025-10-21,CC Packet 10-21-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%2010-21-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,25300657,25.3,no
2025-10-07,CC Packet 10-7-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%2010-7-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,35972680,35.97,no
2025-09-16,CC Packet 9-16-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%209-16-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,42810610,42.81,no
2025-09-02,CC Packet 9-2-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%209-2-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,43702493,43.7,no
2025-08-19,CC Packet Truth in Taxation 8-19-2025,Council,truth_in_taxation,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%20Truth%20in%20Taxation%208-19-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,3068420,3.07,no
2025-08-19,CC Packet 8-19-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%208-19-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,3455055,3.46,no
2025-08-05,CC Packet 8-5-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%208-5-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,6182997,6.18,no
2025-07-22,CC Packet 7-22-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%207-22-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,56693962,56.69,no
2025-07-15,CC Packet 7-15-2025 AMENDED,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%207-15-2025%20AMENDED.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,14938250,14.94,no
2025-06-03,CC Packet 6-3-2025r,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%206-3-2025r.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,36469433,36.47,no
2025-05-20,CC Packet 5-20-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%205-20-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,40533108,40.53,no
2025-05-06,CC Packet 5-6-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%205-6-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,20185634,20.19,no
2025-04-15,CC Packet 4-15-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%204-15-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,6436495,6.44,no
2025-04-01,CC Packet 4-1-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%204-1-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,13827317,13.83,no
2025-03-18,CC Packet 3-18-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%203-18-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,57272840,57.27,no
2025-03-04,CC Packet AMENDED 3-4-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%20AMENDED%203-4-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10264685,10.26,no
2025-02-18,CC Packet 2-18-2025,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%202-18-2025.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,14501349,14.5,no
2025-02-04,CC Packet 2-4-2025 rev,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%202-4-2025%20rev.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,15089944,15.09,no
2025-01-21,CC Packet 1-21-2025 r,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%201-21-2025%20r.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,20587754,20.59,no
2025-01-07,CC Packet 1-7-2025_Redacted,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2025/Packets/CC%20Packet%201-7-2025_Redacted.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,9806679,9.81,no
2024-12-10,CC Packet  12-10-2024 Special Meeting,Council,special,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/CC%20Packet%20%2012-10-2024%20Special%20Meeting.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,14745533,14.75,no
2024-12-03,CC Packet 12-3-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%2012-3-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,75872392,75.87,no
2024-11-18,CC Packet 11-18-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%2011-18-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,369077,0.37,no
2024-11-12,CC Packet 11-12-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%2011-12-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,68761251,68.76,no
2024-10-15,CC Packet 10-15-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%2010-15-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,14073186,14.07,no
2024-10-01,CC Packet 10-1-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%2010-1-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,15196459,15.2,no
2024-09-17,CC Packet 9-17-2024 2,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%209-17-2024%202.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,8043220,8.04,no
2024-09-03,CC Packet 9-3-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%209-3-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,18906100,18.91,no
2024-08-20,CC Packet 8-20-2024,Council,regular,full_packet,https://www.midvale.utah.gov/Document%20Center/Agendas%20%26%20Minutes/Recorders%20Office/2024/Packets/CC%20Packet%208-20-2024.pdf,2026-07-13,na,not_retrieved (index-only; fetch source_url on demand),,10462628,10.46,no
