date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,bytes,clip_id,delivery,doc_class,fetch_status,sha256,text_path,text_chars
2024-02-08,Skyridge_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2419827/Skyridge_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-08/2419827_Skyridge_1.pdf,360229,610,s3,staff_report,ok,da786b63d6e2bdc574efa9ae62ff8ba0c6489c3794f1dbde42eb5a2a34348f13,text/2419827_Skyridge_1.txt,12829
2024-02-08,Dev_Code,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2419828/Dev_Code.pdf,2026-07-02,text,none (raw retained),raw/2024-02-08/2419828_Dev_Code.pdf,417254,610,s3,staff_report,ok,bcd9681adf103e0eb71e5017f59b216b232575347dc030d74997a6c54ecee619,text/2419828_Dev_Code.txt,11311
2024-02-08,Sylvester_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2420764/Sylvester_2.pdf,2026-07-02,text,none (raw retained),raw/2024-02-08/2420764_Sylvester_2.pdf,2207933,610,s3,,,,,
2024-02-13,Budget Retreat and City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=611,2026-07-02,text,none (raw retained),raw/2024-02-13/agenda_clip611.pdf,210330,611,documentviewer,,,,,
2024-02-22,Planning Commission Meeting - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=612,2026-07-02,text,none (raw retained),raw/2024-02-22/agenda_clip612.pdf,63545,612,s3,,,,,
2024-02-22,pz.01.11.2024,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449128/pz.01.11.2024.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449128_pz.01.11.2024.pdf,56128,612,s3,,,,,
2024-02-22,pz1.25.2024,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449129/pz1.25.2024.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449129_pz1.25.2024.pdf,48518,612,s3,,,,,
2024-02-22,pz2.08.2024,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449131/pz2.08.2024.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449131_pz2.08.2024.pdf,51268,612,s3,,,,,
2024-02-22,Whitmore_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449309/Whitmore_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449309_Whitmore_1.pdf,183773,612,s3,staff_report,ok,a3fa30c49130351f406d479dccc09f31520bd27b65cc4eca05250209fbc7fb30,text/2449309_Whitmore_1.txt,9906
2024-02-22,JDX_III_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449310/JDX_III_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449310_JDX_III_ZC_1.pdf,486261,612,s3,staff_report,ok,dab9a9046197e93283a066e7a7523d252094a18009277093439c5ddd9c0fe552,text/2449310_JDX_III_ZC_1.txt,6705
2024-02-22,Gordon_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449311/Gordon_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449311_Gordon_ZC_1.pdf,315626,612,s3,staff_report,ok,419ed5e1bd52aa79d2688fa3b5fbf0781c13e1ce55724de4604c02354a4230d0,text/2449311_Gordon_ZC_1.txt,7339
2024-02-22,Cammans_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449313/Cammans_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449313_Cammans_ZC_1.pdf,215278,612,s3,staff_report,ok,d9e1d5b4f22761958670f913ddd7276d00c4b58965d98a163f0cea43aad26d25,text/2449313_Cammans_ZC_1.txt,7877
2024-02-22,Homestead_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449318/Homestead_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449318_Homestead_1.pdf,202030,612,s3,staff_report,ok,0f79b53dcd143bb0a8aeef3f12d886872d6933fe6081d40ef8db076219e40911,text/2449318_Homestead_1.txt,7344
2024-02-22,Pineda_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449321/Pineda_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449321_Pineda_ZC_1.pdf,247430,612,s3,staff_report,ok,0b64ec97f34659d8893b662241795794b694d460772c5b4af923bc827c0d29d1,text/2449321_Pineda_ZC_1.txt,6142
2024-02-22,Hippocrates_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449322/Hippocrates_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449322_Hippocrates_ZC_1.pdf,437827,612,s3,staff_report,ok,44978a1eab69792b7d2e19e00d8be8b41e39ba206891275fc44c24b756792b25,text/2449322_Hippocrates_ZC_1.txt,11174
2024-02-22,Hippocrates_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449326/Hippocrates_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449326_Hippocrates_1.pdf,680402,612,s3,staff_report,ok,506b26bafa2f8aea6b5516a59dee790971a17c66a465d43b0c6364a7f060f92e,text/2449326_Hippocrates_1.txt,15795
2024-02-22,Willow_Park_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449328/Willow_Park_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449328_Willow_Park_ZC_1.pdf,420503,612,s3,staff_report,ok,4e2136eb45fccb0edf8385c44e79ec35361d734f42e5f3fd4e3aebd84c1b7fbe,text/2449328_Willow_Park_ZC_1.txt,7655
2024-02-22,Dev_Code_Chapt_39,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449330/Dev_Code_Chapt_39.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449330_Dev_Code_Chapt_39.pdf,688345,612,s3,staff_report,ok,d8abf31500ee7f287d4d111d426a4d8f6aa0bd6801bb39498c9022fec6852bcc,text/2449330_Dev_Code_Chapt_39.txt,17554
2024-02-22,Dev_Code_Chapt_11,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449331/Dev_Code_Chapt_11.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449331_Dev_Code_Chapt_11.pdf,279488,612,s3,staff_report,ok,970c28f33ba15ec64f66a27e31be1ef34864eefac6471792436d63f195d51faa,text/2449331_Dev_Code_Chapt_11.txt,10967
2024-02-22,Dev_Code_Bars,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2449332/Dev_Code_Bars.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2449332_Dev_Code_Bars.pdf,1117144,612,s3,staff_report,ok,cf3d9e1ce25eea238960155ec484aa82b932e1f05d6ae5f89bfa85b078fd86d7,text/2449332_Dev_Code_Bars.txt,33049
2024-02-22,JDX_III_ZC_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2450227/JDX_III_ZC_2.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2450227_JDX_III_ZC_2.pdf,3172427,612,s3,,,,,
2024-02-22,Gordon_ZC_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2450231/Gordon_ZC_2.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2450231_Gordon_ZC_2.pdf,2874844,612,s3,,,,,
2024-02-22,Cammans_ZC_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2450234/Cammans_ZC_2.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2450234_Cammans_ZC_2.pdf,2747532,612,s3,,,,,
2024-02-22,Pineda_ZC_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2450246/Pineda_ZC_2.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2450246_Pineda_ZC_2.pdf,3030497,612,s3,,,,,
2024-02-22,Hippocrates_ZC_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2450250/Hippocrates_ZC_2.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2450250_Hippocrates_ZC_2.pdf,3497984,612,s3,,,,,
2024-02-22,Hippocrates_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2450252/Hippocrates_2.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2450252_Hippocrates_2.pdf,4023915,612,s3,,,,,
2024-02-22,Willow_Park_ZC_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2450254/Willow_Park_ZC_2.pdf,2026-07-02,text,none (raw retained),raw/2024-02-22/2450254_Willow_Park_ZC_2.pdf,3813218,612,s3,,,,,
2024-02-27,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=636,2026-07-02,text,none (raw retained),raw/2024-02-27/agenda_clip636.pdf,199745,636,documentviewer,,,,,
2024-03-14,Planning Commission Meeting - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=640,2026-07-02,text,none (raw retained),raw/2024-03-14/agenda_clip640.pdf,59458,640,s3,,,,,
2024-03-14,Lakeview_GP_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489877/Lakeview_GP_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489877_Lakeview_GP_1.pdf,330189,640,s3,staff_report,ok,efd3dc2ab788292a9aa5f5141189a8e12921b305d0e1e6e7329f51a2162cf53d,text/2489877_Lakeview_GP_1.txt,12487
2024-03-14,Atkinson_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489882/Atkinson_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489882_Atkinson_ZC_1.pdf,1100475,640,s3,staff_report,ok,24e6e5052f156aa6e31790e04dda93c8168fccf8d4d5486f17ba30053afa8151,text/2489882_Atkinson_ZC_1.txt,7716
2024-03-14,Atkinson_Concept_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489888/Atkinson_Concept_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489888_Atkinson_Concept_1.pdf,206665,640,s3,staff_report,ok,2d66c3915544bb096c591a6618bb0a0fbe97822e5f2757c22cc08a6dd1e01dae,text/2489888_Atkinson_Concept_1.txt,5775
2024-03-14,Atkinson_Concept_2,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489889/Atkinson_Concept_2.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489889_Atkinson_Concept_2.pdf,20470,640,s3,,,,,
2024-03-14,Skye_Plat_A_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489893/Skye_Plat_A_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489893_Skye_Plat_A_1.pdf,454021,640,s3,staff_report,ok,03426948645c65d573cc0733bcaec51c562f353b5f9f21a32168868ad1c072e0,text/2489893_Skye_Plat_A_1.txt,10805
2024-03-14,Meadow_Point_Plat_Amendment_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489899/Meadow_Point_Plat_Amendment_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489899_Meadow_Point_Plat_Amendment_1.pdf,265621,640,s3,staff_report,ok,ffadf5fbc945021ff31915e3a55c9196da0e7825c32b7196db1c9cd0b0a6832c,text/2489899_Meadow_Point_Plat_Amendment_1.txt,9161
2024-03-14,Meadow_Point_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489912/Meadow_Point_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489912_Meadow_Point_1.pdf,273567,640,s3,staff_report,ok,1c3414b457ab759cf219c83c17fdfd37ec12a6d9a606f19346917a4b8db84958,text/2489912_Meadow_Point_1.txt,12199
2024-03-14,Lehi_Block_Retail_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489918/Lehi_Block_Retail_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489918_Lehi_Block_Retail_1.pdf,373919,640,s3,staff_report,ok,2d54d54b557e43e566780f3e816224de3783fbe710790cf2a11075fc2bcdf4fb,text/2489918_Lehi_Block_Retail_1.txt,20577
2024-03-14,Skyline_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489924/Skyline_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489924_Skyline_1.pdf,290687,640,s3,staff_report,ok,c6e8fef664d633c866dd35101d72fe8457b74a49506fedd6b47ea8c773827ee4,text/2489924_Skyline_1.txt,13197
2024-03-14,Alta_Vista_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2489926/Alta_Vista_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-14/2489926_Alta_Vista_1.pdf,255002,640,s3,staff_report,ok,51df0891f79b58b52788137d6e7171a83e70414f799c1acc1e2e767391f10ecc,text/2489926_Alta_Vista_1.txt,15726
2024-03-26,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=642,2026-07-02,text,none (raw retained),raw/2024-03-26/agenda_clip642.pdf,237978,642,documentviewer,,,,,
2024-03-28,Planning Commission Meeting - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=644,2026-07-02,text,none (raw retained),raw/2024-03-28/agenda_clip644.pdf,57957,644,s3,,,,,
2024-03-28,Anderson_ZC_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2519108/Anderson_ZC_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-28/2519108_Anderson_ZC_1.pdf,286133,644,s3,staff_report,ok,2bc49f2b9b357dc4f74688a9fbd286c1df74b6227ce3b54a9816441728156c46,text/2519108_Anderson_ZC_1.txt,10165
2024-03-28,Wilson_fence_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2519110/Wilson_fence_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-28/2519110_Wilson_fence_1.pdf,1214108,644,s3,staff_report,ok,baf9ad3e914372a5f478aec14210b01dff2c3e35c18a8cf5dd776f7610f79814,text/2519110_Wilson_fence_1.txt,10615
2024-03-28,BCP_GP_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2519116/BCP_GP_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-28/2519116_BCP_GP_1.pdf,256542,644,s3,staff_report,ok,ad017a84284472288e99b69ccc37efb93cee4f410dd812eb75523464042c36c7,text/2519116_BCP_GP_1.txt,13263
2024-03-28,North_Lake_Commercial_GP_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2519117/North_Lake_Commercial_GP_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-28/2519117_North_Lake_Commercial_GP_1.pdf,324636,644,s3,staff_report,ok,15a943100534d2a0c8029a98ac74214dd6624f5e8c7b225848f755715dba360e,text/2519117_North_Lake_Commercial_GP_1.txt,8355
2024-03-28,North_Lake_Commercial_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2519118/North_Lake_Commercial_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-28/2519118_North_Lake_Commercial_1.pdf,238442,644,s3,staff_report,ok,4a92b3280cff46d7d17d6dca3a72b3bbab49283632495a09ed9118dcb901c3cc,text/2519118_North_Lake_Commercial_1.txt,8467
2024-03-28,Gardner_Plumb_Main_Street_GP_1,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2519121/Gardner_Plumb_Main_Street_GP_1.pdf,2026-07-02,text,none (raw retained),raw/2024-03-28/2519121_Gardner_Plumb_Main_Street_GP_1.pdf,454075,644,s3,staff_report,ok,b81cb2e55fdb8c046c4223d1577f1377cf3e2f61a9cd751c1e0c3f3f9cb369b8,text/2519121_Gardner_Plumb_Main_Street_GP_1.txt,12755
2024-03-28,Dev_Code_Chapt_11,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2519122/Dev_Code_Chapt_11.pdf,2026-07-02,text,none (raw retained),raw/2024-03-28/2519122_Dev_Code_Chapt_11.pdf,306203,644,s3,staff_report,ok,38f4aca560bffc9e597fed8c3e106d9c05224bdbe5a9980e9ce1249abf9c7274,text/2519122_Dev_Code_Chapt_11.txt,17234
2024-03-28,Dev_Code_Chapt_23,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2519124/Dev_Code_Chapt_23.pdf,2026-07-02,text,none (raw retained),raw/2024-03-28/2519124_Dev_Code_Chapt_23.pdf,911610,644,s3,staff_report,ok,69a58aedaf47738ad07d1cffa816574473583cc7e60b009a1573d83e644f39c2,text/2519124_Dev_Code_Chapt_23.txt,10840
2024-03-28,Dev_Code_Chapt_11_-_plan_size,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2519196/Dev_Code_Chapt_11_-_plan_size.pdf,2026-07-02,text,none (raw retained),raw/2024-03-28/2519196_Dev_Code_Chapt_11_-_plan_size.pdf,459099,644,s3,staff_report,ok,4b7da61eedfca6907a20f5e56487edb36dbf00feb74632de8c06e6ea0de02b25,text/2519196_Dev_Code_Chapt_11_-_plan_size.txt,122382
2024-04-09,City Council - Agenda,Council,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=645,2026-07-02,text,none (raw retained),raw/2024-04-09/agenda_clip645.pdf,207030,645,documentviewer,,,,,
2024-04-11,Planning Commission Meeting - Agenda,PlanningCommission,,agenda,https://lehi.granicus.com/AgendaViewer.php?view_id=1&clip_id=650,2026-07-02,text,none (raw retained),raw/2024-04-11/agenda_clip650.pdf,57083,650,s3,,,,,
2024-04-11,pz2.22.2024,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2545986/pz2.22.2024.pdf,2026-07-02,text,none (raw retained),raw/2024-04-11/2545986_pz2.22.2024.pdf,67012,650,s3,,,,,
2024-04-11,Chapter_12,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2545991/Chapter_12.pdf,2026-07-02,text,none (raw retained),raw/2024-04-11/2545991_Chapter_12.pdf,796730,650,s3,staff_report,ok,7061478eb3a026c5c2194a3c60b339420f823f46c95fbd0e469d98614cb41cf7,text/2545991_Chapter_12.txt,12826
2024-04-11,Chapter_23,PlanningCommission,,staff_report,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/2545994/Chapter_23.pdf,2026-07-02,text,none (raw retained),raw/2024-04-11/2545994_Chapter_23.pdf,1219747,650,s3,staff_report,ok,3a155863539bdbc944355c0e0796d095230342647a07e730c426d4f94bca7dec,text/2545994_Chapter_23.txt,17373
