date,year,title,body,slug,path,source,source_url,format
2024-01-11,2024,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2024/2024-01-11_planningcommission_1110029.md,pmn,https://www.utah.gov/pmn/files/1110029.pdf,pdf-text
2024-05-09,2024,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2024/2024-05-09_planningcommission_1135523.md,pmn,https://www.utah.gov/pmn/files/1135523.pdf,pdf-text
2024-06-13,2024,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2024/2024-06-13_planningcommission_1145818.md,pmn,https://www.utah.gov/pmn/files/1145818.pdf,pdf-text
2024-07-11,2024,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2024/2024-07-11_planningcommission_1156325.md,pmn,https://www.utah.gov/pmn/files/1156325.pdf,pdf-text
2024-09-12,2024,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2024/2024-09-12_planningcommission_1180071.md,pmn,https://www.utah.gov/pmn/files/1180071.pdf,pdf-text
2024-10-03,2024,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2024/2024-10-03_planningcommission_1197893.md,pmn,https://www.utah.gov/pmn/files/1197893.pdf,pdf-text
2024-11-14,2024,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2024/2024-11-14_planningcommission_1217945.md,pmn,https://www.utah.gov/pmn/files/1217945.pdf,pdf-text
2025-01-09,2025,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2025/2025-01-09_planningcommission_1233463.md,pmn,https://www.utah.gov/pmn/files/1233463.pdf,pdf-text
2025-02-13,2025,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2025/2025-02-13_planningcommission_1270029.md,pmn,https://www.utah.gov/pmn/files/1270029.pdf,pdf-text
2025-03-20,2025,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2025/2025-03-20_planningcommission_1270025.md,pmn,https://www.utah.gov/pmn/files/1270025.pdf,pdf-text
2025-05-08,2025,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2025/2025-05-08_planningcommission_1297959.md,pmn,https://www.utah.gov/pmn/files/1297959.pdf,pdf-text
2025-07-10,2025,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2025/2025-07-10_planningcommission_1309813.md,pmn,https://www.utah.gov/pmn/files/1309813.pdf,pdf-text
2025-08-14,2025,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2025/2025-08-14_planningcommission_1322210.md,pmn,https://www.utah.gov/pmn/files/1322210.pdf,pdf-text
2025-09-11,2025,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2025/2025-09-11_planningcommission_1337833.md,pmn,https://www.utah.gov/pmn/files/1337833.pdf,pdf-text
2026-03-12,2026,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2026/2026-03-12_planningcommission_1417215.md,pmn,https://www.utah.gov/pmn/files/1417215.pdf,pdf-text
2026-04-09,2026,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2026/2026-04-09_planningcommission_1434020.md,pmn,https://www.utah.gov/pmn/files/1434020.pdf,pdf-text
2026-06-11,2026,Magna Planning Commission Meeting,PlanningCommission,planningcommission-regular,minutes/2026/2026-06-11_planningcommission_1460079.md,pmn,https://www.utah.gov/pmn/files/1460079.pdf,pdf-text
