date,body,title,event_id,video_url,video_id,portal_url,caption_type,minutes_match
2023-12-13,Planning Commission,Planning Commission Meeting,85,https://cpmedia.azureedge.net/parkcityut/63ae398cf6.mp4,63ae398cf6,https://parkcityut.portal.civicclerk.com/event/85/overview,none,false
2023-12-14,City Council,City Council Meeting,25,https://cpmedia.azureedge.net/parkcityut/2dfd3de5f1.mp4,2dfd3de5f1,https://parkcityut.portal.civicclerk.com/event/25/overview,none,true
2024-01-03,Historic Preservation Board,Historic Preservation Board Meeting,153,https://cpmedia.azureedge.net/parkcityut/f944780da5.mp4,f944780da5,https://parkcityut.portal.civicclerk.com/event/153/overview,none,false
2024-01-04,City Council,City Council Meeting,28,https://cpmedia.azureedge.net/parkcityut/19072fe2ae.mp4,19072fe2ae,https://parkcityut.portal.civicclerk.com/event/28/overview,none,true
2024-01-09,Board of Adjustment,Board of Adjustment Meeting,366,https://cpmedia.azureedge.net/parkcityut/56361dd770.mp4,56361dd770,https://parkcityut.portal.civicclerk.com/event/366/overview,none,false
2024-01-11,City Council,City Council Meeting,29,https://cpmedia.azureedge.net/parkcityut/db711ff25c.mp4,db711ff25c,https://parkcityut.portal.civicclerk.com/event/29/overview,none,true
2024-01-16,City Council,City Council Meeting,31,https://cpmedia.azureedge.net/parkcityut/fecbceb3b8.mp4,fecbceb3b8,https://parkcityut.portal.civicclerk.com/event/31/overview,none,true
2024-01-24,Planning Commission,Planning Commission Meeting,72,https://cpmedia.azureedge.net/parkcityut/f5ec28b5ea.mp4,f5ec28b5ea,https://parkcityut.portal.civicclerk.com/event/72/overview,none,false
2024-02-01,City Council,City Council Meeting,223,https://cpmedia.azureedge.net/parkcityut/f37c53cb75.mp4,f37c53cb75,https://parkcityut.portal.civicclerk.com/event/223/overview,none,true
2024-02-07,Historic Preservation Board,Historic Preservation Board Meeting,278,https://cpmedia.azureedge.net/parkcityut/608573aed5.mp4,608573aed5,https://parkcityut.portal.civicclerk.com/event/278/overview,none,false
2024-02-14,Planning Commission,Planning Commission Meeting,342,https://cpmedia.azureedge.net/parkcityut/e3b4a5d9a3.mp4,e3b4a5d9a3,https://parkcityut.portal.civicclerk.com/event/342/overview,none,false
2024-02-15,City Council,City Council Meeting,225,https://cpmedia.azureedge.net/parkcityut/e3c164d297.mp4,e3c164d297,https://parkcityut.portal.civicclerk.com/event/225/overview,none,true
2024-02-21,Planning Commission,Planning Commission Meeting,2306,https://cpmedia.azureedge.net/parkcityut/035657fee2.mp4,035657fee2,https://parkcityut.portal.civicclerk.com/event/2306/overview,none,false
2024-02-28,Planning Commission,Planning Commission Meeting,354,https://cpmedia.azureedge.net/parkcityut/13a838d960.mp4,13a838d960,https://parkcityut.portal.civicclerk.com/event/354/overview,none,false
2024-03-04,Appeal Panel,Appeal Panel Meeting,2305,https://cpmedia.azureedge.net/parkcityut/913ed5eb86.mp4,913ed5eb86,https://parkcityut.portal.civicclerk.com/event/2305/overview,none,false
2024-03-06,Historic Preservation Board,Historic Preservation Board Meeting,279,https://cpmedia.azureedge.net/parkcityut/3643a9fd19.mp4,3643a9fd19,https://parkcityut.portal.civicclerk.com/event/279/overview,none,false
2024-03-07,City Council,City Council Meeting,228,https://cpmedia.azureedge.net/parkcityut/833464bc9e.mp4,833464bc9e,https://parkcityut.portal.civicclerk.com/event/228/overview,none,true
2024-03-13,Planning Commission,Planning Commission Meeting,343,https://cpmedia.azureedge.net/parkcityut/92984bb803.mp4,92984bb803,https://parkcityut.portal.civicclerk.com/event/343/overview,none,false
2024-03-14,City Council,City Council Meeting,229,https://cpmedia.azureedge.net/parkcityut/1c1b6c8551.mp4,1c1b6c8551,https://parkcityut.portal.civicclerk.com/event/229/overview,none,true
2024-03-19,Board of Adjustment,Board of Adjustment Meeting,2307,https://cpmedia.azureedge.net/parkcityut/cbabf0e106.mp4,cbabf0e106,https://parkcityut.portal.civicclerk.com/event/2307/overview,none,false
2024-03-27,Planning Commission,Planning Commission Meeting,355,https://cpmedia.azureedge.net/parkcityut/97d7d436bb.mp4,97d7d436bb,https://parkcityut.portal.civicclerk.com/event/355/overview,none,false
2024-04-03,Historic Preservation Board,Historic Preservation Board Meeting,280,https://cpmedia.azureedge.net/parkcityut/a1e2bfc791.mp4,a1e2bfc791,https://parkcityut.portal.civicclerk.com/event/280/overview,none,false
2024-04-04,City Council,City Council Meeting,232,https://cpmedia.azureedge.net/parkcityut/166aa25fa7.mp4,166aa25fa7,https://parkcityut.portal.civicclerk.com/event/232/overview,none,true
2024-04-10,Planning Commission,Planning Commission Meeting,344,https://cpmedia.azureedge.net/parkcityut/5c933f6ff4.mp4,5c933f6ff4,https://parkcityut.portal.civicclerk.com/event/344/overview,none,false
2024-04-11,City Council,City Council Meeting,233,https://cpmedia.azureedge.net/parkcityut/cde38c9aa5.mp4,cde38c9aa5,https://parkcityut.portal.civicclerk.com/event/233/overview,none,true
2024-04-16,Board of Adjustment,Board of Adjustment Meeting,2310,https://cpmedia.azureedge.net/parkcityut/806bdf4df0.mp4,806bdf4df0,https://parkcityut.portal.civicclerk.com/event/2310/overview,none,false
2024-04-24,Planning Commission,Planning Commission Meeting,356,https://cpmedia.azureedge.net/parkcityut/8facbe7339.mp4,8facbe7339,https://parkcityut.portal.civicclerk.com/event/356/overview,none,false
2024-04-25,City Council,City Council Meeting,235,https://cpmedia.azureedge.net/parkcityut/6423be2172.mp4,6423be2172,https://parkcityut.portal.civicclerk.com/event/235/overview,none,true
2024-04-30,Appeal Panel,Appeal Panel Meeting,2309,https://cpmedia.azureedge.net/parkcityut/cfb23024bb.mp4,cfb23024bb,https://parkcityut.portal.civicclerk.com/event/2309/overview,none,false
2024-05-01,Historic Preservation Board,Historic Preservation Board Meeting,281,https://cpmedia.azureedge.net/parkcityut/1d3d63e79b.mp4,1d3d63e79b,https://parkcityut.portal.civicclerk.com/event/281/overview,none,false
2024-05-02,City Council,City Council Meeting,236,https://cpmedia.azureedge.net/parkcityut/d399c9abb2.mp4,d399c9abb2,https://parkcityut.portal.civicclerk.com/event/236/overview,none,true
2024-05-06,Appeal Panel,Appeal Panel Meeting,2312,https://cpmedia.azureedge.net/parkcityut/fc96b21ee3.mp4,fc96b21ee3,https://parkcityut.portal.civicclerk.com/event/2312/overview,none,false
2024-05-08,Planning Commission,Planning Commission Meeting,345,https://cpmedia.azureedge.net/parkcityut/9003f229f8.mp4,9003f229f8,https://parkcityut.portal.civicclerk.com/event/345/overview,none,false
2024-05-16,City Council,City Council Meeting,238,https://cpmedia.azureedge.net/parkcityut/d874a05cb2.mp4,d874a05cb2,https://parkcityut.portal.civicclerk.com/event/238/overview,none,true
2024-05-20,Appeal Panel,Appeal Panel Meeting,2313,https://cpmedia.azureedge.net/parkcityut/aef80680cd.mp4,aef80680cd,https://parkcityut.portal.civicclerk.com/event/2313/overview,none,false
2024-05-21,General,Board of Adjustment Meeting,2311,https://cpmedia.azureedge.net/parkcityut/305f8056c6.mp4,305f8056c6,https://parkcityut.portal.civicclerk.com/event/2311/overview,none,false
2024-05-22,Planning Commission,Planning Commission Meeting,357,https://cpmedia.azureedge.net/parkcityut/10e5e897f1.mp4,10e5e897f1,https://parkcityut.portal.civicclerk.com/event/357/overview,none,false
2024-05-23,City Council,City Council Meeting,239,https://cpmedia.azureedge.net/parkcityut/ec9115822c.mp4,ec9115822c,https://parkcityut.portal.civicclerk.com/event/239/overview,none,true
2024-06-03,Appeal Panel,Appeal Panel Meeting,2314,https://cpmedia.azureedge.net/parkcityut/f7fd0bdb25.mp4,f7fd0bdb25,https://parkcityut.portal.civicclerk.com/event/2314/overview,none,false
2024-06-05,City Council,City Council Meeting,2317,https://cpmedia.azureedge.net/parkcityut/f1b90cda18.mp4,f1b90cda18,https://parkcityut.portal.civicclerk.com/event/2317/overview,none,true
2024-06-06,City Council,City Council Meeting,241,https://cpmedia.azureedge.net/parkcityut/5a07ac40d4.mp4,5a07ac40d4,https://parkcityut.portal.civicclerk.com/event/241/overview,none,true
2024-06-17,Appeal Panel,Appeal Panel Meeting,2315,https://cpmedia.azureedge.net/parkcityut/7e4a03c26b.mp4,7e4a03c26b,https://parkcityut.portal.civicclerk.com/event/2315/overview,none,false
2024-06-18,Board of Adjustment,Board of Adjustment Meeting,2316,https://cpmedia.azureedge.net/parkcityut/08ec3f5693.mp4,08ec3f5693,https://parkcityut.portal.civicclerk.com/event/2316/overview,none,false
2024-06-26,Planning Commission,Planning Commission Meeting,358,https://cpmedia.azureedge.net/parkcityut/e0d1585520.mp4,e0d1585520,https://parkcityut.portal.civicclerk.com/event/358/overview,none,false
2024-06-27,City Council,City Council Meeting,244,https://cpmedia.azureedge.net/parkcityut/86851936f6.mp4,86851936f6,https://parkcityut.portal.civicclerk.com/event/244/overview,none,true
2024-06-28,City Council,City Council Special Meeting,2319,https://cpmedia.azureedge.net/parkcityut/b72efe7b5b.mp4,b72efe7b5b,https://parkcityut.portal.civicclerk.com/event/2319/overview,none,true
2024-07-03,Historic Preservation Board,Historic Preservation Board Meeting,283,https://cpmedia.azureedge.net/parkcityut/599936e2fd.mp4,599936e2fd,https://parkcityut.portal.civicclerk.com/event/283/overview,none,false
2024-07-10,Planning Commission,Planning Commission Meeting,347,https://cpmedia.azureedge.net/parkcityut/88b8bef98a.mp4,88b8bef98a,https://parkcityut.portal.civicclerk.com/event/347/overview,none,false
2024-07-11,City Council,City Council Meeting,246,https://cpmedia.azureedge.net/parkcityut/4a94aa36ab.mp4,4a94aa36ab,https://parkcityut.portal.civicclerk.com/event/246/overview,none,true
2024-07-15,Appeal Panel,Appeal Panel Meeting,2335,https://cpmedia.azureedge.net/parkcityut/811c7fd912.mp4,811c7fd912,https://parkcityut.portal.civicclerk.com/event/2335/overview,none,false
2024-07-16,Board of Adjustment,Board of Adjustment Meeting,2321,https://cpmedia.azureedge.net/parkcityut/793920e2fc.mp4,793920e2fc,https://parkcityut.portal.civicclerk.com/event/2321/overview,none,false
2024-08-07,Historic Preservation Board,Historic Preservation Board Meeting,284,https://cpmedia.azureedge.net/parkcityut/d6016b63e5.mp4,d6016b63e5,https://parkcityut.portal.civicclerk.com/event/284/overview,none,false
2024-08-14,Planning Commission,Planning Commission Meeting,348,https://cpmedia.azureedge.net/parkcityut/b0adf3fbd7.mp4,b0adf3fbd7,https://parkcityut.portal.civicclerk.com/event/348/overview,none,false
2024-08-15,City Council,City Council Meeting,251,https://cpmedia.azureedge.net/parkcityut/bd2f9a8ccd.mp4,bd2f9a8ccd,https://parkcityut.portal.civicclerk.com/event/251/overview,none,true
2024-08-20,Board of Adjustment,Board of Adjustment Meeting,2336,https://cpmedia.azureedge.net/parkcityut/4332f97d86.mp4,4332f97d86,https://parkcityut.portal.civicclerk.com/event/2336/overview,none,false
2024-08-22,City Council,City Council Meeting,252,https://cpmedia.azureedge.net/parkcityut/7103ed5431.mp4,7103ed5431,https://parkcityut.portal.civicclerk.com/event/252/overview,none,true
2024-08-28,Planning Commission,Planning Commission Meeting,360,https://cpmedia.azureedge.net/parkcityut/cf7c6e52f2.mp4,cf7c6e52f2,https://parkcityut.portal.civicclerk.com/event/360/overview,none,false
2024-09-04,Historic Preservation Board,Historic Preservation Board Meeting,285,https://cpmedia.azureedge.net/parkcityut/e86a271ec3.mp4,e86a271ec3,https://parkcityut.portal.civicclerk.com/event/285/overview,none,false
2024-09-05,City Council,City Council Meeting,254,https://cpmedia.azureedge.net/parkcityut/2b203f4252.mp4,2b203f4252,https://parkcityut.portal.civicclerk.com/event/254/overview,none,true
2024-09-11,Planning Commission,Planning Commission Meeting,349,https://cpmedia.azureedge.net/parkcityut/64bd633333.mp4,64bd633333,https://parkcityut.portal.civicclerk.com/event/349/overview,none,false
2024-09-25,Planning Commission,Planning Commission Meeting,361,https://cpmedia.azureedge.net/parkcityut/caf7a998a9.mp4,caf7a998a9,https://parkcityut.portal.civicclerk.com/event/361/overview,none,false
2024-09-26,City Council,City Council Meeting,257,https://cpmedia.azureedge.net/parkcityut/5ed61d3fbd.mp4,5ed61d3fbd,https://parkcityut.portal.civicclerk.com/event/257/overview,none,true
2024-10-02,Historic Preservation Board,Historic Preservation Board Meeting,286,https://cpmedia.azureedge.net/parkcityut/381a967920.mp4,381a967920,https://parkcityut.portal.civicclerk.com/event/286/overview,none,false
2024-10-09,Planning Commission,Planning Commission Meeting,350,https://cpmedia.azureedge.net/parkcityut/6febcfddb0.mp4,6febcfddb0,https://parkcityut.portal.civicclerk.com/event/350/overview,none,false
2024-10-10,City Council,City Council Meeting,259,https://cpmedia.azureedge.net/parkcityut/0689550ec4.mp4,0689550ec4,https://parkcityut.portal.civicclerk.com/event/259/overview,none,true
2024-10-23,Planning Commission,Planning Commission Meeting,362,https://cpmedia.azureedge.net/parkcityut/b3b2834e53.mp4,b3b2834e53,https://parkcityut.portal.civicclerk.com/event/362/overview,none,false
2024-10-24,City Council,City Council Meeting,261,https://cpmedia.azureedge.net/parkcityut/a07fc51ef3.mp4,a07fc51ef3,https://parkcityut.portal.civicclerk.com/event/261/overview,none,true
2024-10-30,Planning Commission,Special Planning Commission Meeting,2337,https://cpmedia.azureedge.net/parkcityut/0cc732f966.mp4,0cc732f966,https://parkcityut.portal.civicclerk.com/event/2337/overview,none,false
2024-11-04,Appeal Panel,Appeal Panel Meeting,2484,https://cpmedia.azureedge.net/parkcityut/c2f520dda7.mp4,c2f520dda7,https://parkcityut.portal.civicclerk.com/event/2484/overview,none,false
2024-11-13,Planning Commission,Planning Commission Meeting,351,https://cpmedia.azureedge.net/parkcityut/1299b8cadf.mp4,1299b8cadf,https://parkcityut.portal.civicclerk.com/event/351/overview,none,false
2024-11-18,City Council,Joint City Council and County Council Meeting,2430,https://cpmedia.azureedge.net/parkcityut/6f670fb80b.mp4,6f670fb80b,https://parkcityut.portal.civicclerk.com/event/2430/overview,none,true
2024-11-19,Board of Adjustment,Board of Adjustment Meeting,2485,https://cpmedia.azureedge.net/parkcityut/6436773ba8.mp4,6436773ba8,https://parkcityut.portal.civicclerk.com/event/2485/overview,none,false
2024-11-21,City Council,City Council Meeting,265,https://cpmedia.azureedge.net/parkcityut/677ea5c0d2.mp4,677ea5c0d2,https://parkcityut.portal.civicclerk.com/event/265/overview,none,true
2024-12-06,City Council,City Council Special Meeting,2501,https://cpmedia.azureedge.net/parkcityut/c99387f3cd.mp4,c99387f3cd,https://parkcityut.portal.civicclerk.com/event/2501/overview,none,true
2024-12-12,City Council,City Council Meeting,268,https://cpmedia.azureedge.net/parkcityut/b86157c662.mp4,b86157c662,https://parkcityut.portal.civicclerk.com/event/268/overview,none,true
2024-12-19,City Council,City Council Meeting,269,https://cpmedia.azureedge.net/parkcityut/f322ecc04c.mp4,f322ecc04c,https://parkcityut.portal.civicclerk.com/event/269/overview,none,true
2025-01-06,Historic Preservation Board,Historic Preservation Board Meeting,2488,https://cpmedia.azureedge.net/parkcityut/b51a8ac091.mp4,b51a8ac091,https://parkcityut.portal.civicclerk.com/event/2488/overview,none,false
2025-01-08,Planning Commission,Planning Commission Meeting,2342,https://cpmedia.azureedge.net/parkcityut/c7dfe457be.mp4,c7dfe457be,https://parkcityut.portal.civicclerk.com/event/2342/overview,none,false
2025-01-09,City Council,City Council Meeting,2432,https://cpmedia.azureedge.net/parkcityut/c4e4c3228c.mp4,c4e4c3228c,https://parkcityut.portal.civicclerk.com/event/2432/overview,none,true
2025-01-16,City Council,City Council Meeting,273,https://cpmedia.azureedge.net/parkcityut/91cf1cc574.mp4,91cf1cc574,https://parkcityut.portal.civicclerk.com/event/273/overview,none,true
2025-02-05,Historic Preservation Board,Historic Preservation Board Meeting,2367,https://cpmedia.azureedge.net/parkcityut/196548c9dd.mp4,196548c9dd,https://parkcityut.portal.civicclerk.com/event/2367/overview,none,false
2025-02-12,Planning Commission,Planning Commission Meeting,2343,https://cpmedia.azureedge.net/parkcityut/32c6958be4.mp4,32c6958be4,https://parkcityut.portal.civicclerk.com/event/2343/overview,none,false
2025-02-13,City Council,City Council Meeting,2437,https://cpmedia.azureedge.net/parkcityut/576b88dde9.mp4,576b88dde9,https://parkcityut.portal.civicclerk.com/event/2437/overview,none,true
2025-02-14,City Council,City Council Meeting,2435,https://cpmedia.azureedge.net/parkcityut/0d05a57607.mp4,0d05a57607,https://parkcityut.portal.civicclerk.com/event/2435/overview,none,true
2025-02-26,Planning Commission,Planning Commission Meeting,2355,https://cpmedia.azureedge.net/parkcityut/7187a9fd64.mp4,7187a9fd64,https://parkcityut.portal.civicclerk.com/event/2355/overview,none,false
2025-02-27,City Council,City Council Meeting,2439,https://cpmedia.azureedge.net/parkcityut/254e5e812f.mp4,254e5e812f,https://parkcityut.portal.civicclerk.com/event/2439/overview,none,true
2025-03-05,Historic Preservation Board,Historic Preservation Board Meeting,2368,https://cpmedia.azureedge.net/parkcityut/82a5fa4c93.mp4,82a5fa4c93,https://parkcityut.portal.civicclerk.com/event/2368/overview,none,false
2025-03-12,Planning Commission,Planning Commission Meeting,2344,https://cpmedia.azureedge.net/parkcityut/60cf43bb81.mp4,60cf43bb81,https://parkcityut.portal.civicclerk.com/event/2344/overview,none,false
2025-03-13,City Council,City Council Meeting,2441,https://cpmedia.azureedge.net/parkcityut/962e09e68b.mp4,962e09e68b,https://parkcityut.portal.civicclerk.com/event/2441/overview,none,true
2025-03-20,City Council,City Council Meeting,2503,https://cpmedia.azureedge.net/parkcityut/2f6bcb2760.mp4,2f6bcb2760,https://parkcityut.portal.civicclerk.com/event/2503/overview,none,true
2025-03-26,City Council,Special City Council Meeting,3526,https://cpmedia.azureedge.net/parkcityut/983ae9524f.mp4,983ae9524f,https://parkcityut.portal.civicclerk.com/event/3526/overview,none,true
2025-03-26,Planning Commission,Planning Commission Meeting,2356,https://cpmedia.azureedge.net/parkcityut/9afe21357a.mp4,9afe21357a,https://parkcityut.portal.civicclerk.com/event/2356/overview,none,true
2025-03-27,City Council,City Council Meeting,2443,https://cpmedia.azureedge.net/parkcityut/8507518853.mp4,8507518853,https://parkcityut.portal.civicclerk.com/event/2443/overview,none,true
2025-04-02,Planning Commission,Special Planning Commission Meeting,3512,https://cpmedia.azureedge.net/parkcityut/cbd46c50dc.mp4,cbd46c50dc,https://parkcityut.portal.civicclerk.com/event/3512/overview,none,false
2025-04-09,Planning Commission,Planning Commission Meeting,2345,https://cpmedia.azureedge.net/parkcityut/4963f6c00e.mp4,4963f6c00e,https://parkcityut.portal.civicclerk.com/event/2345/overview,none,false
2025-04-10,City Council,City Council Meeting,2445,https://cpmedia.azureedge.net/parkcityut/37063e9533.mp4,37063e9533,https://parkcityut.portal.civicclerk.com/event/2445/overview,none,true
2025-04-15,Board of Adjustment,Board of Adjustment Meeting,3513,https://cpmedia.azureedge.net/parkcityut/2e3c337245.mp4,2e3c337245,https://parkcityut.portal.civicclerk.com/event/3513/overview,none,false
2025-04-23,Planning Commission,Planning Commission Meeting,2357,https://cpmedia.azureedge.net/parkcityut/f696d6e6a4.mp4,f696d6e6a4,https://parkcityut.portal.civicclerk.com/event/2357/overview,none,false
2025-04-24,City Council,City Council Meeting,2447,https://cpmedia.azureedge.net/parkcityut/4de4fc49e8.mp4,4de4fc49e8,https://parkcityut.portal.civicclerk.com/event/2447/overview,none,true
2025-04-28,City Council,Special City Council Meeting,3581,https://cpmedia.azureedge.net/parkcityut/f665fed750.mp4,f665fed750,https://parkcityut.portal.civicclerk.com/event/3581/overview,none,true
2025-05-07,Historic Preservation Board,Historic Preservation Board Meeting,2492,https://cpmedia.azureedge.net/parkcityut/6694318bfa.mp4,6694318bfa,https://parkcityut.portal.civicclerk.com/event/2492/overview,none,false
2025-05-14,Planning Commission,Planning Commission Meeting,2346,https://cpmedia.azureedge.net/parkcityut/0474ece144.mp4,0474ece144,https://parkcityut.portal.civicclerk.com/event/2346/overview,none,true
2025-05-15,City Council,City Council Meeting,2450,https://cpmedia.azureedge.net/parkcityut/667d68928e.mp4,667d68928e,https://parkcityut.portal.civicclerk.com/event/2450/overview,none,true
2025-05-22,City Council,City Council Meeting,2451,https://cpmedia.azureedge.net/parkcityut/7ef1966df0.mp4,7ef1966df0,https://parkcityut.portal.civicclerk.com/event/2451/overview,none,true
2025-05-28,Planning Commission,Planning Commission Meeting,2358,https://cpmedia.azureedge.net/parkcityut/205fac6f13.mp4,205fac6f13,https://parkcityut.portal.civicclerk.com/event/2358/overview,none,false
2025-06-04,Historic Preservation Board,Historic Preservation Board Meeting,2493,https://cpmedia.azureedge.net/parkcityut/b71833c9c6.mp4,b71833c9c6,https://parkcityut.portal.civicclerk.com/event/2493/overview,none,false
2025-06-11,Planning Commission,Planning Commission Meeting,2347,https://cpmedia.azureedge.net/parkcityut/609f0e12a4.mp4,609f0e12a4,https://parkcityut.portal.civicclerk.com/event/2347/overview,none,false
2025-06-12,City Council,City Council Meeting,2454,https://cpmedia.azureedge.net/parkcityut/998d429061.mp4,998d429061,https://parkcityut.portal.civicclerk.com/event/2454/overview,none,true
2025-06-25,Planning Commission,Planning Commission Meeting,2359,https://cpmedia.azureedge.net/parkcityut/0ebfee0abb.mp4,0ebfee0abb,https://parkcityut.portal.civicclerk.com/event/2359/overview,none,false
2025-06-26,City Council,City Council Meeting,2456,https://cpmedia.azureedge.net/parkcityut/38bc04f5a7.mp4,38bc04f5a7,https://parkcityut.portal.civicclerk.com/event/2456/overview,none,true
2025-06-30,Historic Preservation Board,Historic Preservation Board Meeting,2494,https://cpmedia.azureedge.net/parkcityut/07dbbc7d8e.mp4,07dbbc7d8e,https://parkcityut.portal.civicclerk.com/event/2494/overview,none,false
2025-07-09,Planning Commission,Planning Commission Meeting,2348,https://cpmedia.azureedge.net/parkcityut/972e495f74.mp4,972e495f74,https://parkcityut.portal.civicclerk.com/event/2348/overview,none,false
2025-07-10,City Council,City Council Meeting,2458,https://cpmedia.azureedge.net/parkcityut/88fd41348c.mp4,88fd41348c,https://parkcityut.portal.civicclerk.com/event/2458/overview,none,true
2025-07-23,Planning Commission,Planning Commission Meeting,2360,https://cpmedia.azureedge.net/parkcityut/bbfa8defc5.mp4,bbfa8defc5,https://parkcityut.portal.civicclerk.com/event/2360/overview,none,false
2025-07-31,City Council,City Council Special Meeting,3604,https://cpmedia.azureedge.net/parkcityut/d2cdd69836.mp4,d2cdd69836,https://parkcityut.portal.civicclerk.com/event/3604/overview,none,true
2025-08-06,Historic Preservation Board,Historic Preservation Board Meeting,2495,https://cpmedia.azureedge.net/parkcityut/ba050a9c7e.mp4,ba050a9c7e,https://parkcityut.portal.civicclerk.com/event/2495/overview,none,false
2025-08-13,Planning Commission,Planning Commission Meeting,2349,https://cpmedia.azureedge.net/parkcityut/0c161c3eb3.mp4,0c161c3eb3,https://parkcityut.portal.civicclerk.com/event/2349/overview,none,false
2025-08-14,City Council,City Council Meeting,2463,https://cpmedia.azureedge.net/parkcityut/c86b846c27.mp4,c86b846c27,https://parkcityut.portal.civicclerk.com/event/2463/overview,none,true
2025-08-18,City Council,Joint City Council and Planning Commission Meeting,3605,https://cpmedia.azureedge.net/parkcityut/fc4164a8cd.mp4,fc4164a8cd,https://parkcityut.portal.civicclerk.com/event/3605/overview,none,true
2025-08-19,Board of Adjustment,Board of Adjustment Meeting,3590,https://cpmedia.azureedge.net/parkcityut/f08d597b54.mp4,f08d597b54,https://parkcityut.portal.civicclerk.com/event/3590/overview,none,false
2025-08-25,City Council,City Council Special Meeting,3606,https://cpmedia.azureedge.net/parkcityut/863b4d6ef8.mp4,863b4d6ef8,https://parkcityut.portal.civicclerk.com/event/3606/overview,none,true
2025-08-26,City Council,City Council Meeting,2465,https://cpmedia.azureedge.net/parkcityut/4ca4ce8fe6.mp4,4ca4ce8fe6,https://parkcityut.portal.civicclerk.com/event/2465/overview,none,true
2025-08-27,Planning Commission,Planning Commission Meeting,2361,https://cpmedia.azureedge.net/parkcityut/55b448001a.mp4,55b448001a,https://parkcityut.portal.civicclerk.com/event/2361/overview,none,false
2025-09-04,City Council,City Council Meeting,2466,https://cpmedia.azureedge.net/parkcityut/ef53742a2d.mp4,ef53742a2d,https://parkcityut.portal.civicclerk.com/event/2466/overview,none,true
2025-09-05,City Council,City Council Special Meeting,3607,https://cpmedia.azureedge.net/parkcityut/22ed65c8c1.mp4,22ed65c8c1,https://parkcityut.portal.civicclerk.com/event/3607/overview,none,true
2025-09-10,Planning Commission,Planning Commission Meeting,2350,https://cpmedia.azureedge.net/parkcityut/5e6a9a5d26.mp4,5e6a9a5d26,https://parkcityut.portal.civicclerk.com/event/2350/overview,none,false
2025-09-24,City Council,City Council Special Meeting,3608,https://cpmedia.azureedge.net/parkcityut/178f53fdcd.mp4,178f53fdcd,https://parkcityut.portal.civicclerk.com/event/3608/overview,none,true
2025-09-24,Planning Commission,Planning Commission Meeting,2362,https://cpmedia.azureedge.net/parkcityut/6d099af506.mp4,6d099af506,https://parkcityut.portal.civicclerk.com/event/2362/overview,none,true
2025-09-25,City Council,City Council Meeting,2469,https://cpmedia.azureedge.net/parkcityut/7ad77d2240.mp4,7ad77d2240,https://parkcityut.portal.civicclerk.com/event/2469/overview,none,true
