notice_id,title,event_date,body,entity,file_url,file_id,label
405561,"Planning Commission - July 18, 2017",2017/07/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/312955.pdf,312955,Agenda-PC Reg 2017 July 18.pdf
400741,"Planning Commission - June 20, 2017",2017/06/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/306559.pdf,306559,Agenda-PC Reg 2017 June 20.pdf
393835,"Planning Commission - May 16, 2017",2017/05/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/298343.pdf,298343,Agenda-PC Reg 2017 May 16.pdf
387931,Notice of Intent of the Utah County Planning Commission to Make Recommendation of Amendment to the Utah County General Plan,2017/04/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/291123.pdf,291123,Notice of Intent to Make Recommendation.pdf
387937,"Planning Commission - April 18, 2017",2017/04/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/291125.pdf,291125,Agenda-PC Reg 2017 April 18.pdf
382987,"Planning Commission - March 21, 2017",2017/03/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/285239.pdf,285239,Agenda-PC Reg 2017 March 21.pdf
377177,"Planning Commission - February 21, 2017",2017/02/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/278599.pdf,278599,Agenda-PC Reg 2017 February 21.pdf
369513,"Planning Commission - January 17, 2017",2017/01/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/269959.pdf,269959,Agenda-PC Reg 2017 January 17.pdf
369781,Notice of Intent to Prepare Amendments to the Utah County General Plan,2017/01/06 12:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/270211.pdf,270211,Notice of Intent.pdf
367539,Planning Commission - Annual Notice,2017/01/01 12:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/268239.pdf,268239,PC Annual Public Notice-2017.pdf
502719,"Planning Commission - December 18, 2018",2018/12/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/450459.pdf,450459,Agenda-PC Reg 2018 December 18.pdf
497323,"Planning Commission - November 20, 2018",2018/11/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/442399.pdf,442399,Agenda-PC Reg 2018 November 20.pdf
490927,"Planning Commission - October 16, 2018",2018/10/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/433231.pdf,433231,Agenda-PC Reg 2018 October 16.pdf
478119,"AMENDED Notice of Public Hearing - Planning Commission - September 18, 2018",2018/09/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/414811.pdf,414811,Saratoga Springs City - Application.pdf
478119,"AMENDED Notice of Public Hearing - Planning Commission - September 18, 2018",2018/09/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/418575.pdf,418575,09 18 18 - PC PH Notice - Saratoga Springs City.pdf
485459,"Planning Commission - September 18, 2018",2018/09/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/425703.pdf,425703,Agenda-PC Reg 2018 September 18.pdf
480649,"Planning Commission - August 21, 2018",2018/08/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/418581.pdf,418581,Agenda-PC Reg 2018 August 21.pdf
474781,"Planning Commission - July 17, 2018",2018/07/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/410023.pdf,410023,Agenda-PC Reg 2018 July 17.pdf
469431,"*AMENDED AGENDA* Planning Commission - June 19, 2018",2018/06/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/404039.pdf,404039,Agenda-PC Reg 2018 June 19 AMENDED.pdf
462701,"Planning Commission - May 15, 2018",2018/05/15 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/393641.pdf,393641,Agenda-PC Reg 2018 May 15.pdf
461453,NOTICE OF UTAH COUNTY AGRICULTURE PROTECTION AREA DIXON 20-YEAR REVIEW,2018/05/01 12:05 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/391833.pdf,391833,Dixon Notice - 05 01 18.pdf
456849,"Planning Commission - April 17, 2018",2018/04/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/385229.pdf,385229,Agenda-PC Reg 2018 April 17.pdf
453322,"Special Planning Commission Meeting - March 27, 2018",2018/03/27 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/380260.pdf,380260,Agenda-PC Special 2018 March 27.pdf
451949,"CANCELLATION NOTICE - Planning Commission - March 20, 2018",2018/03/20 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/378015.pdf,378015,PC March 20 2018 Cancellation Notice.pdf
446149,"Planning Commission - February 20, 2018",2018/02/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/369571.pdf,369571,Agenda-PC Reg 2018 February 20.pdf
438617,"AMENDED - Planning Commission - January 16, 2018",2018/01/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/361175.pdf,361175,Agenda-PC Reg 2018 January 16 - Amended.pdf
436235,Planning Commission - Annual Notice - 2018,2018/01/01 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/356789.pdf,356789,Annual Public Notice-2018.pdf
575677,Planning Commission,2019/12/17 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/556253.pdf,556253,Agenda-PC Reg 2019 Dec 17.pdf
568971,Planning Commission,2019/11/19 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/546835.pdf,546835,Notice of Public Hearing.pdf
567091,Notice of Intent to Prepare a Comprehensive General Plan Amendment,2019/10/30 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/544165.pdf,544165,Notice of Intent.pdf
556621,Planning Commission,2019/09/17 01:00 AM,Utah County Planning Commission,Utah County,,,
550409,Planning Commission,2019/08/20 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/517955.pdf,517955,Agenda-PC Reg 2019 Aug 20 Final.pdf
544621,Planning Commission,2019/07/05 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/509215.pdf,509215,Agenda-PC Reg 2019 July 16.pdf
538565,Utah County Planning Commission,2019/06/18 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/500753.pdf,500753,Agenda-PC Reg 2019 June 18.pdf
533391,Planning Commission,2019/05/21 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/493225.pdf,493225,"PC May 21, 2019 Cancellation notice.pdf"
525951,Planning Commission,2019/04/05 11:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/483323.pdf,483323,Agenda-PC Reg 2019 April 16.pdf
520489,"Planning Commission - March 19, 2019",2019/03/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/475521.pdf,475521,Agenda-PC Reg 2019 March 19.pdf
510663,"Planning Commission - February 19, 2019",2019/02/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/460691.pdf,460691,Agenda-PC Reg 2019 February 19.pdf
507379,"Cancellation Notice - Planning Commission - January 15, 2019",2019/01/15 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/456177.pdf,456177,"PC January 15, 2019 - Cancellation Notice.pdf"
508195,"PUBLIC NOTICE OF SPECIAL WORK SESSION/SITE VISIT OF THE UTAH COUNTY PLANNING COMMISSION - January 15, 2019",2019/01/15 02:00 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/457147.pdf,457147,Agenda-PC 2019 January 15 site visit.pdf
505007,AMENDED Notice of the Utah County Planning Commission's Annual Meeting Schedule for the Calendar Year 2019,2019/01/01 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/469983.pdf,469983,Annual Public Notice-2019-AMENDED.pdf
644245,Planning Commission,2020/12/15 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/664117.pdf,664117,Agenda-PC Reg 2020 December 15.pdf
639527,Planning Commission,2020/11/17 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/656161.pdf,656161,Agenda-PC Reg 2020 November 17.pdf
639713,Planning Commission (Amended Agenda November),2020/11/17 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/656417.pdf,656417,Agenda-PC Reg 2020 November 17.pdf
633931,Planning Commission,2020/10/20 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/646919.pdf,646919,"October 20, 2020 - Cancellation Notice.pdf"
627287,Planning Commission,2020/09/15 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/635979.pdf,635979,Agenda-PC Reg 2020 September 15.pdf
621853,Planning Commission,2020/08/18 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/627197.pdf,627197,"August 18, 2020 - Cancellation Notice.pdf"
616979,Planning Commission,2020/07/21 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/619499.pdf,619499,"July 21, 2020 - Cancellation Notice.pdf"
609581,Planning Commission,2020/06/16 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/607967.pdf,607967,Agenda-PC Reg 2020 June 16.pdf
603875,Planning Commission,2020/05/19 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/599033.pdf,599033,Agenda-PC Reg 2020 May 19 ELECTRONIC.pdf
598685,Planning Commission,2020/04/21 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/590613.pdf,590613,Agenda-PC Reg 2020 April 21 ELECTRONIC.pdf
589425,Planning Commission,2020/03/17 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/576505.pdf,576505,Agenda-PC Reg 2020 March 17 v1.pdf
589889,Planning Commission (Amended Agenda March),2020/03/17 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/577579.pdf,577579,Agenda-PC Reg 2020 March 17.pdf
594981,Planning Commission,2020/03/17 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/585257.pdf,585257,"March 17, 2020 - Cancellation Notice.pdf"
586735,Planning Commission,2020/02/18 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/572687.pdf,572687,Agenda-PC Reg 2020 Feb 18.pdf
580941,Planning Commission,2020/01/21 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/563497.pdf,563497,PC January 21 2020 Cancellation notice.pdf
722687,Utah County Planning Commission (AMENDED),2021/12/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/792507.pdf,792507,Agenda 2021 December 21 AMENDED.pdf
722082,Utah County Planning Commission,2021/12/10 05:30 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/791630.pdf,791630,Agenda 2021 December 21.pdf
707663,Utah County Planning Commission,2021/10/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/767601.pdf,767601,Agenda 2021 October 19.pdf
702300,Utah County Planning Commission,2021/09/21 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/758644.pdf,758644,Agenda 2021 September 21.pdf
694651,Utah County Planning Commission,2021/08/17 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/746363.pdf,746363,Agenda 2021 August 17.pdf
689453,Planning Commission,2021/07/20 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/738293.pdf,738293,Agenda 2021 July 20.pdf
682065,Utah County Planning Commission,2021/06/15 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/726591.pdf,726591,Agenda 2021 June 15.pdf
669045,Planning Commission,2021/04/20 12:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/705611.pdf,705611,Agenda 2021 April 20.pdf
662007,Planning Commission,2021/03/04 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/692975.pdf,692975,Agenda 2021 March 16.pdf
657047,Planning Commission,2021/02/16 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/684727.pdf,684727,"February 16, 2021 - Cancellation Notice.pdf"
650081,Planning Commission,2021/01/19 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/673617.pdf,673617,Agenda 2021 Jan 19.pdf
799350,"December 20, 2022 Utah County Planning Commission Meeting",2022/12/09 08:28 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/920790.pdf,920790,Agenda 2022 December 20.pdf
780181,"September 20, 2022 Utah County Planning Commission",2022/09/09 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/888831.pdf,888831,Agenda 2022 September 20.pdf
767691,"July 19, 2022 Utah County Planning Commission",2022/07/08 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/867743.pdf,867743,Agenda 2022 July 19.pdf
761833,Utah County Planning Commission,2022/06/10 01:00 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/858111.pdf,858111,Agenda 2022 June 21.pdf
753967,Utah County Planning Commission,2022/05/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/845265.pdf,845265,Agenda 2022 May 17.pdf
748611,Utah County Planning Commission,2022/04/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/835781.pdf,835781,Agenda 2022 April 19 CANCELED.pdf
740197,Utah County Planning Commission,2022/03/15 05:30 PM,Utah County Planning Commission,Utah County,,,
878137,"December 19, 2023 Utah County Planning Commission Meeting",2023/12/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1057259.pdf,1057259,Agenda 2023 December 19.pdf
871479,"November 21st, 2023 Utah County Planning Commission Canceled",2023/11/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1045761.pdf,1045761,Agenda 2023 Nov 19 CANCELED.pdf
863313,"October 17th, 2023 Utah County Planning Commission Meeting",2023/10/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1030369.pdf,1030369,Agenda 2023 October 17.pdf
856567,"September 7th, 2023 Utah County Planning Commission Meeting",2023/09/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1018339.pdf,1018339,Agenda 2023 September 19.pdf
850167,"August 15th, 2023 Utah County Planning Commission Cancelled",2023/08/15 09:51 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1007039.pdf,1007039,Agenda 2023 August 15 CANCELED.pdf
844241,"July 18, 2023 Utah County Planning Commission Meeting",2023/07/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/996911.pdf,996911,Agenda 2023 July 18.pdf
838819,"June 20, 2023 Planning Commission Meeting",2023/06/09 09:16 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/987521.pdf,987521,Agenda 2023 June 20.pdf
830943,"May 16, 2023 Utah County Planning Commission",2023/05/05 01:45 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/974665.pdf,974665,Agenda 2023 May 16.pdf
823987,"April 18th, 2023 Utah County Planning Commission Canceled",2023/04/07 09:50 AM,Utah County Planning Commission,Utah County,,,
818520,"March 21, 2023 Utah County Planning Commission",2023/03/10 11:09 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/953590.pdf,953590,Agenda 2023 March 21.pdf
812351,"February 21st, 2023 Utah County Planning Commission",2023/02/10 09:50 AM,Utah County Planning Commission,Utah County,,,
803653,"January 17th, 2023 Utah County Planning Commission",2023/01/05 11:21 AM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/927367.pdf,927367,Agenda 2023 January 17.pdf
958861,"December 17, 2023 Utah County Planning Commission Meeting",2024/12/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1205229.pdf,1205229,Agenda 2024 December 17.pdf
958869,"December 17, 2023 Utah County Planning Commission MeetingPublice Notice",2024/12/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1205243.pdf,1205243,Public Hearing 12.17.24.pdf
952067,"November 19th 2024, Utah County Planning Commission Meeting",2024/11/19 05:30 PM,Utah County Planning Commission,Utah County,,,
942843,Planning Commission Meeting October 8th 2024 Public Notice,2024/10/08 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1175331.pdf,1175331,Public Hearing 10.8.24.pdf
942847,October 8th 2024 Utah County Planning Commission Meeting,2024/10/08 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1175333.pdf,1175333,Agenda 2024 October 8.pdf
938943,Planning Commission Meeting Canceled September 2024,2024/09/17 05:30 PM,Utah County Planning Commission,Utah County,,,
932071,"August 20th, 2024 Utah County Planning Commission Meeting",2024/08/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1154865.pdf,1154865,Agenda 2024 August 20.pdf
932073,"August 20th, 2024 Utah County Planning Commission Public Notice",2024/08/20 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1154867.pdf,1154867,Public Hearing 8.20.24.pdf
925497,"July 16, 2023 Utah County Planning Commission Meeting Cancelled",2024/07/16 05:30 PM,Utah County Planning Commission,Utah County,,,
921287,Planning Commission Meeting Agenda June 25th 2024,2024/06/25 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1135683.pdf,1135683,Agenda 2024 June 25.pdf
921289,NOTICE OF PUBLIC HEARING - June 25th 2024 Planning Commission,2024/06/25 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1135685.pdf,1135685,Public Hearing 6.25.24.pdf
912711,Planning Commission Meeting May 21st 2024,2024/05/21 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1120769.pdf,1120769,Agenda 2024 May 21.pdf
903939,April 16th 2024 Utah County Planning Commission Meeting,2024/04/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1105423.pdf,1105423,Agenda 2024 April 16.pdf
898127,"March 19th, 2024 Utah County Planning Commission Meeting",2024/03/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1094769.pdf,1094769,Agenda 2024 March 19.pdf
890543,"February 13th, 2024 Utah County Planning Commission Meeting",2024/02/13 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1080227.pdf,1080227,Agenda 2024 February 13.pdf
883527,"January 16, 2024 Utah County Planning Commission Meeting Cancelled",2024/01/16 05:30 PM,Utah County Planning Commission,Utah County,,,
1043404,Planning Commission Meeting Public Notice December 16th 2025,2025/12/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1361530.pdf,1361530,Public Hearing 12.16.25.pdf
1043400,"Planning Commission Meeting Agenda December 16th, 2025",2025/12/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1379963.pdf,1379963,2025-12-16 - PC Minutes Signed.pdf
1043400,"Planning Commission Meeting Agenda December 16th, 2025",2025/12/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1361526.pdf,1361526,Agenda 2025 December 16.pdf
1035965,Planning Commission Meeting Public Notice November 18th 2025,2025/11/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1347337.pdf,1347337,Public Hearing 11.18.25.pdf
1035963,Planning Commission Meeting Agenda November 18th 2025,2025/11/18 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1347335.pdf,1347335,Agenda 2025 November 18.pdf
1020339,Planning Commission Meeting Agenda September 19th 2025,2025/09/16 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1320377.pdf,1320377,Agenda 2025 September 16.pdf
1014505,Planning Commission Meeting Agenda August 19th 2025,2025/08/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1324265.pdf,1324265,2025-08-19 - PC Minutes Signed.pdf
1014505,Planning Commission Meeting Agenda August 19th 2025,2025/08/19 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1307577.pdf,1307577,Agenda 2025 August 19.pdf
1007555,Planning Commission Meeting Cancelled July 15th 2025,2025/07/15 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1294427.pdf,1294427,Agenda 2025 July 15 CANCELED.pdf
1000567,Planning Commission Meeting Agenda June 17th 2025,2025/06/17 05:30 PM,Utah County Planning Commission,Utah County,https://www.utah.gov/pmn/files/1312487.pdf,1312487,2025-06-17 - PC Minutes Signed.pdf
