date,body,md_path,source_url,minutes_status,agenda_url,cms_minutes_file,note
2016-06-21,Planning Commission,,https://www.utah.gov/pmn/files/229485.pdf,no_minutes,https://www.utah.gov/pmn/files/229485.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2016-07-19,Planning Commission,,,Cancelled,https://www.utah.gov/pmn/files/234693.pdf,,cancelled meeting (PMN cancellation notice)
2016-08-16,Planning Commission,,https://www.utah.gov/pmn/files/240071.pdf,no_minutes,https://www.utah.gov/pmn/files/240071.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2016-09-20,Planning Commission,,https://www.utah.gov/pmn/files/246313.pdf,no_minutes,https://www.utah.gov/pmn/files/246313.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2016-10-18,Planning Commission,,https://www.utah.gov/pmn/files/252275.pdf,no_minutes,https://www.utah.gov/pmn/files/252275.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2016-11-15,Planning Commission,,https://www.utah.gov/pmn/files/258229.pdf,no_minutes,https://www.utah.gov/pmn/files/258229.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2016-12-20,Planning Commission,,https://www.utah.gov/pmn/files/266985.pdf,no_minutes,https://www.utah.gov/pmn/files/266985.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-01-17,Planning Commission,,https://www.utah.gov/pmn/files/269959.pdf,no_minutes,https://www.utah.gov/pmn/files/269959.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-02-21,Planning Commission,,https://www.utah.gov/pmn/files/278599.pdf,no_minutes,https://www.utah.gov/pmn/files/278599.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-03-21,Planning Commission,,https://www.utah.gov/pmn/files/285239.pdf,no_minutes,https://www.utah.gov/pmn/files/285239.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-04-18,Planning Commission,,https://www.utah.gov/pmn/files/291125.pdf,no_minutes,https://www.utah.gov/pmn/files/291125.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-05-16,Planning Commission,,https://www.utah.gov/pmn/files/298343.pdf,no_minutes,https://www.utah.gov/pmn/files/298343.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-06-20,Planning Commission,,https://www.utah.gov/pmn/files/306559.pdf,no_minutes,https://www.utah.gov/pmn/files/306559.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-07-18,Planning Commission,,https://www.utah.gov/pmn/files/312955.pdf,no_minutes,https://www.utah.gov/pmn/files/312955.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-09-19,Planning Commission,,,Cancelled,https://www.utah.gov/pmn/files/327501.pdf,,cancelled meeting (PMN cancellation notice)
2017-10-17,Planning Commission,,https://www.utah.gov/pmn/files/334529.pdf,no_minutes,https://www.utah.gov/pmn/files/334529.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-11-21,Planning Commission,,https://www.utah.gov/pmn/files/345303.pdf,no_minutes,https://www.utah.gov/pmn/files/345303.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2017-12-19,Planning Commission,,https://www.utah.gov/pmn/files/353793.pdf,no_minutes,https://www.utah.gov/pmn/files/353793.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-01-16,Planning Commission,,https://www.utah.gov/pmn/files/361175.pdf,no_minutes,https://www.utah.gov/pmn/files/361175.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-02-20,Planning Commission,,https://www.utah.gov/pmn/files/369571.pdf,no_minutes,https://www.utah.gov/pmn/files/369571.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-03-20,Planning Commission,,,Cancelled,,,cancelled meeting (PMN cancellation notice)
2018-03-27,Planning Commission,,https://www.utah.gov/pmn/files/380260.pdf,no_minutes,https://www.utah.gov/pmn/files/380260.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-04-17,Planning Commission,,https://www.utah.gov/pmn/files/385229.pdf,no_minutes,https://www.utah.gov/pmn/files/385229.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-05-15,Planning Commission,,https://www.utah.gov/pmn/files/393641.pdf,no_minutes,https://www.utah.gov/pmn/files/393641.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-06-19,Planning Commission,,https://www.utah.gov/pmn/files/404039.pdf,no_minutes,https://www.utah.gov/pmn/files/404039.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-07-17,Planning Commission,,https://www.utah.gov/pmn/files/410023.pdf,no_minutes,https://www.utah.gov/pmn/files/410023.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-08-21,Planning Commission,,https://www.utah.gov/pmn/files/418581.pdf,no_minutes,https://www.utah.gov/pmn/files/418581.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-09-18,Planning Commission,,https://www.utah.gov/pmn/files/425703.pdf,no_minutes,https://www.utah.gov/pmn/files/425703.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-10-16,Planning Commission,,https://www.utah.gov/pmn/files/433231.pdf,no_minutes,https://www.utah.gov/pmn/files/433231.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-11-20,Planning Commission,,https://www.utah.gov/pmn/files/442399.pdf,no_minutes,https://www.utah.gov/pmn/files/442399.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2018-12-18,Planning Commission,,https://www.utah.gov/pmn/files/450459.pdf,no_minutes,https://www.utah.gov/pmn/files/450459.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2019-01-15,Planning Commission,,,Cancelled,https://www.utah.gov/pmn/files/457147.pdf,,cancelled meeting (PMN cancellation notice)
2019-02-19,Planning Commission,,https://www.utah.gov/pmn/files/460691.pdf,no_minutes,https://www.utah.gov/pmn/files/460691.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2019-03-19,Planning Commission,,https://www.utah.gov/pmn/files/475521.pdf,no_minutes,https://www.utah.gov/pmn/files/475521.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2019-04-05,Planning Commission,,https://www.utah.gov/pmn/files/483323.pdf,no_minutes,https://www.utah.gov/pmn/files/483323.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2019-06-18,Planning Commission,,https://www.utah.gov/pmn/files/500753.pdf,no_minutes,https://www.utah.gov/pmn/files/500753.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2019-07-05,Planning Commission,,https://www.utah.gov/pmn/files/509215.pdf,no_minutes,https://www.utah.gov/pmn/files/509215.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2019-08-20,Planning Commission,,https://www.utah.gov/pmn/files/517955.pdf,no_minutes,https://www.utah.gov/pmn/files/517955.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2019-12-17,Planning Commission,,https://www.utah.gov/pmn/files/556253.pdf,no_minutes,https://www.utah.gov/pmn/files/556253.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2020-02-18,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2002%2018%2020%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/572687.pdf,PC 02 18 20 Signed.pdf,minutes catalogued in Utah County CMS (PC 02 18 20 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2020-03-17,Planning Commission,,https://www.utah.gov/pmn/files/576505.pdf,no_minutes,https://www.utah.gov/pmn/files/576505.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2020-04-21,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2004%2021%2020%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/590613.pdf,PC 04 21 20 Signed.pdf,minutes catalogued in Utah County CMS (PC 04 21 20 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2020-05-19,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2005%2019%2020%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/599033.pdf,PC 05 19 20 Signed.pdf,minutes catalogued in Utah County CMS (PC 05 19 20 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2020-06-16,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2006%2016%2020%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/607967.pdf,PC 06 16 20 Signed.pdf,minutes catalogued in Utah County CMS (PC 06 16 20 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2020-09-15,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2009%2015%2020%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/635979.pdf,PC 09 15 20 Signed.pdf,minutes catalogued in Utah County CMS (PC 09 15 20 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2020-11-17,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2011%2017%2020%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/656161.pdf,PC 11 17 20 Signed.pdf,minutes catalogued in Utah County CMS (PC 11 17 20 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2020-12-15,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2012%2015%2020%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/664117.pdf,PC 12 15 20 Signed.pdf,minutes catalogued in Utah County CMS (PC 12 15 20 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2021-01-19,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%201%2019%2021.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/673617.pdf,PC 1 19 21.pdf,minutes catalogued in Utah County CMS (PC 1 19 21.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2021-03-04,Planning Commission,,https://www.utah.gov/pmn/files/692975.pdf,no_minutes,https://www.utah.gov/pmn/files/692975.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2021-03-16,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2003%2016%2021.pdf,catalogued_media_offline,,PC 03 16 21.pdf,minutes catalogued in Utah County CMS (PC 03 16 21.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2021-04-20,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2004%2020%2021%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/705611.pdf,PC 04 20 21 Signed.pdf,minutes catalogued in Utah County CMS (PC 04 20 21 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2021-06-15,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2006%2015%2021%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/726591.pdf,PC 06 15 21 Signed.pdf,minutes catalogued in Utah County CMS (PC 06 15 21 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2021-07-20,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2007%2020%2021%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/738293.pdf,PC 07 20 21 Signed.pdf,minutes catalogued in Utah County CMS (PC 07 20 21 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2021-08-17,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2008%2017%2021%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/746363.pdf,PC 08 17 21 Signed.pdf,minutes catalogued in Utah County CMS (PC 08 17 21 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2021-09-21,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2009%2021%2021%20%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/758644.pdf,PC 09 21 21  Signed.pdf,minutes catalogued in Utah County CMS (PC 09 21 21  Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2021-10-19,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2010%2019%2021%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/767601.pdf,PC 10 19 21 Signed.pdf,minutes catalogued in Utah County CMS (PC 10 19 21 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2021-12-10,Planning Commission,,https://www.utah.gov/pmn/files/791630.pdf,no_minutes,https://www.utah.gov/pmn/files/791630.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2021-12-21,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2012%2021%2021%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/792507.pdf,PC 12 21 21 Signed.pdf,minutes catalogued in Utah County CMS (PC 12 21 21 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2022-03-15,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2003%2015%2022-%20signed.pdf,catalogued_media_offline,,PC 03 15 22- signed.pdf,minutes catalogued in Utah County CMS (PC 03 15 22- signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2022-04-19,Planning Commission,,https://www.utah.gov/pmn/files/835781.pdf,no_minutes,https://www.utah.gov/pmn/files/835781.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2022-05-17,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2005%2017%2022-%20signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/845265.pdf,PC 05 17 22- signed.pdf,minutes catalogued in Utah County CMS (PC 05 17 22- signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2022-06-10,Planning Commission,,https://www.utah.gov/pmn/files/858111.pdf,no_minutes,https://www.utah.gov/pmn/files/858111.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2022-06-21,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2006%2021%2022%20Signed.pdf,catalogued_media_offline,,PC 06 21 22 Signed.pdf,minutes catalogued in Utah County CMS (PC 06 21 22 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2022-07-08,Planning Commission,,https://www.utah.gov/pmn/files/867743.pdf,no_minutes,https://www.utah.gov/pmn/files/867743.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2022-07-19,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2007%2019%202022%20-%20signed.pdf,catalogued_media_offline,,PC 07 19 2022 - signed.pdf,minutes catalogued in Utah County CMS (PC 07 19 2022 - signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2022-09-09,Planning Commission,,https://www.utah.gov/pmn/files/888831.pdf,no_minutes,https://www.utah.gov/pmn/files/888831.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2022-09-20,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2009%2020%202022%20-%20signed.pdf,catalogued_media_offline,,PC 09 20 2022 - signed.pdf,minutes catalogued in Utah County CMS (PC 09 20 2022 - signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2022-11-15,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2011-15-2022%20Signed.pdf,catalogued_media_offline,,PC 11-15-2022 Signed.pdf,minutes catalogued in Utah County CMS (PC 11-15-2022 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2022-12-09,Planning Commission,,https://www.utah.gov/pmn/files/920790.pdf,no_minutes,https://www.utah.gov/pmn/files/920790.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2022-12-20,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%2012-20-2022%20-%20signed.pdf,catalogued_media_offline,,PC 12-20-2022 - signed.pdf,minutes catalogued in Utah County CMS (PC 12-20-2022 - signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2023-01-05,Planning Commission,,https://www.utah.gov/pmn/files/927367.pdf,no_minutes,https://www.utah.gov/pmn/files/927367.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2023-01-17,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%20Minutes%201-17-23%20Signed.pdf,catalogued_media_offline,,PC Minutes 1-17-23 Signed.pdf,minutes catalogued in Utah County CMS (PC Minutes 1-17-23 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2023-02-21,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%20Minutes%202-21-23%20Signed.pdf,catalogued_media_offline,,PC Minutes 2-21-23 Signed.pdf,minutes catalogued in Utah County CMS (PC Minutes 2-21-23 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2023-03-10,Planning Commission,,https://www.utah.gov/pmn/files/953590.pdf,no_minutes,https://www.utah.gov/pmn/files/953590.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2023-03-21,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%20Minutes%203-21-23%20Signed.pdf,catalogued_media_offline,,PC Minutes 3-21-23 Signed.pdf,minutes catalogued in Utah County CMS (PC Minutes 3-21-23 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2023-04-07,Planning Commission,,,Cancelled,,,cancelled meeting (PMN cancellation notice)
2023-05-05,Planning Commission,,https://www.utah.gov/pmn/files/974665.pdf,no_minutes,https://www.utah.gov/pmn/files/974665.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2023-05-16,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%20Minutes%205-16-23%20Signed.pdf,catalogued_media_offline,,PC Minutes 5-16-23 Signed.pdf,minutes catalogued in Utah County CMS (PC Minutes 5-16-23 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2023-06-09,Planning Commission,,https://www.utah.gov/pmn/files/987521.pdf,no_minutes,https://www.utah.gov/pmn/files/987521.pdf,,"PMN agenda only; pre-CMS era, minutes not published to any reachable channel"
2023-06-20,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%20Minutes%206-20-23%20Signed.pdf,catalogued_media_offline,,PC Minutes 6-20-23 Signed.pdf,minutes catalogued in Utah County CMS (PC Minutes 6-20-23 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2023-07-18,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%20Minutes%207-18-23%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/996911.pdf,PC Minutes 7-18-23 Signed.pdf,minutes catalogued in Utah County CMS (PC Minutes 7-18-23 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2023-08-15,Planning Commission,,,Cancelled,https://www.utah.gov/pmn/files/1007039.pdf,,cancelled meeting (PMN cancellation notice)
2023-09-19,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%20Minutes%2009-19-2023%20signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1018339.pdf,PC Minutes 09-19-2023 signed.pdf,minutes catalogued in Utah County CMS (PC Minutes 09-19-2023 signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2023-10-17,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%20Minutes%2010-17-2023%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1030369.pdf,PC Minutes 10-17-2023 Signed.pdf,minutes catalogued in Utah County CMS (PC Minutes 10-17-2023 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2023-11-21,Planning Commission,,,Cancelled,https://www.utah.gov/pmn/files/1045761.pdf,,cancelled meeting (PMN cancellation notice)
2023-12-19,Planning Commission,,https://cms.utahcounty.gov/api/media/file/PC%20Minutes%2012-19-2023%20Signed.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1057259.pdf,PC Minutes 12-19-2023 Signed.pdf,minutes catalogued in Utah County CMS (PC Minutes 12-19-2023 Signed.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2024-01-16,Planning Commission,,,Cancelled,,,cancelled meeting (PMN cancellation notice)
2024-02-13,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2024-02-13%20-%20PC%20Minutes.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1080227.pdf,2024-02-13 - PC Minutes.pdf,minutes catalogued in Utah County CMS (2024-02-13 - PC Minutes.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2024-03-19,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2024-03-19%20-%20PC%20Minutes.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1094769.pdf,2024-03-19 - PC Minutes.pdf,minutes catalogued in Utah County CMS (2024-03-19 - PC Minutes.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2024-04-16,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2024-04-16%20-%20PC%20Minutes.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1105423.pdf,2024-04-16 - PC Minutes.pdf,minutes catalogued in Utah County CMS (2024-04-16 - PC Minutes.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2024-05-21,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2024-05-21%20-%20PC%20Minutes.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1120769.pdf,2024-05-21 - PC Minutes.pdf,minutes catalogued in Utah County CMS (2024-05-21 - PC Minutes.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2024-06-25,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2024-06-25%20-%20PC%20Minutes.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1135683.pdf,2024-06-25 - PC Minutes.pdf,minutes catalogued in Utah County CMS (2024-06-25 - PC Minutes.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2024-07-16,Planning Commission,,,Cancelled,,,cancelled meeting (PMN cancellation notice)
2024-08-20,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2024-08-20%20-%20PC%20Minutes.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1154865.pdf,2024-08-20 - PC Minutes.pdf,minutes catalogued in Utah County CMS (2024-08-20 - PC Minutes.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2024-09-17,Planning Commission,,,no_minutes,,,held per county CMS; no minutes catalogued or on PMN (pending or unpublished)
2024-10-08,Planning Commission,,https://cms.utahcounty.gov/api/media/file/2024-10-08%20-%20PC%20Minutes.pdf,catalogued_media_offline,https://www.utah.gov/pmn/files/1175333.pdf,2024-10-08 - PC Minutes.pdf,minutes catalogued in Utah County CMS (2024-10-08 - PC Minutes.pdf); media host cms.utahcounty.gov not publicly resolvable 2026-07-20 (PMN carries agenda only)
2024-11-20,Planning Commission,,,no_minutes,,,held per county CMS; no minutes catalogued or on PMN (pending or unpublished)
