year,election_type,office,district,contest,precinct,candidate,votes
2021,municipal general,Mayor,,Provo City Mayor,PR26,MICHELLE KAUFUSI,254
2021,municipal general,Mayor,,Provo City Mayor,PR26,KENNETH W. DUDLEY,84
2021,municipal general,Mayor,,Provo City Mayor,PR27,MICHELLE KAUFUSI,402
2021,municipal general,Mayor,,Provo City Mayor,PR27,KENNETH W. DUDLEY,146
2021,municipal general,Mayor,,Provo City Mayor,PR28,MICHELLE KAUFUSI,112
2021,municipal general,Mayor,,Provo City Mayor,PR28,KENNETH W. DUDLEY,41
2021,municipal general,Mayor,,Provo City Mayor,PR29,MICHELLE KAUFUSI,55
2021,municipal general,Mayor,,Provo City Mayor,PR29,KENNETH W. DUDLEY,20
2021,municipal general,Mayor,,Provo City Mayor,PR30,MICHELLE KAUFUSI,308
2021,municipal general,Mayor,,Provo City Mayor,PR30,KENNETH W. DUDLEY,87
2021,municipal general,Mayor,,Provo City Mayor,PR31,MICHELLE KAUFUSI,380
2021,municipal general,Mayor,,Provo City Mayor,PR31,KENNETH W. DUDLEY,114
2021,municipal general,Mayor,,Provo City Mayor,PR32,MICHELLE KAUFUSI,237
2021,municipal general,Mayor,,Provo City Mayor,PR32,KENNETH W. DUDLEY,76
2021,municipal general,Mayor,,Provo City Mayor,PR33,MICHELLE KAUFUSI,90
2021,municipal general,Mayor,,Provo City Mayor,PR33,KENNETH W. DUDLEY,33
2021,municipal general,Mayor,,Provo City Mayor,PR34,MICHELLE KAUFUSI,62
2021,municipal general,Mayor,,Provo City Mayor,PR34,KENNETH W. DUDLEY,35
2021,municipal general,Mayor,,Provo City Mayor,PR35,MICHELLE KAUFUSI,253
2021,municipal general,Mayor,,Provo City Mayor,PR35,KENNETH W. DUDLEY,129
2021,municipal general,Mayor,,Provo City Mayor,PR36,MICHELLE KAUFUSI,499
2021,municipal general,Mayor,,Provo City Mayor,PR36,KENNETH W. DUDLEY,125
2021,municipal general,Mayor,,Provo City Mayor,PR37,MICHELLE KAUFUSI,286
2021,municipal general,Mayor,,Provo City Mayor,PR37,KENNETH W. DUDLEY,119
2021,municipal general,Mayor,,Provo City Mayor,PR38,MICHELLE KAUFUSI,177
2021,municipal general,Mayor,,Provo City Mayor,PR38,KENNETH W. DUDLEY,94
2021,municipal general,Mayor,,Provo City Mayor,PR39,MICHELLE KAUFUSI,393
2021,municipal general,Mayor,,Provo City Mayor,PR39,KENNETH W. DUDLEY,110
2021,municipal general,Mayor,,Provo City Mayor,PR40,MICHELLE KAUFUSI,344
2021,municipal general,Mayor,,Provo City Mayor,PR40,KENNETH W. DUDLEY,71
2021,municipal general,Mayor,,Provo City Mayor,PR41,MICHELLE KAUFUSI,292
2021,municipal general,Mayor,,Provo City Mayor,PR41,KENNETH W. DUDLEY,102
2021,municipal general,Mayor,,Provo City Mayor,PR42,MICHELLE KAUFUSI,387
2021,municipal general,Mayor,,Provo City Mayor,PR42,KENNETH W. DUDLEY,88
2021,municipal general,Mayor,,Provo City Mayor,PR43,MICHELLE KAUFUSI,160
2021,municipal general,Mayor,,Provo City Mayor,PR43,KENNETH W. DUDLEY,71
2021,municipal general,Mayor,,Provo City Mayor,PR44,MICHELLE KAUFUSI,139
2021,municipal general,Mayor,,Provo City Mayor,PR44,KENNETH W. DUDLEY,69
2021,municipal general,Mayor,,Provo City Mayor,PR45,MICHELLE KAUFUSI,284
2021,municipal general,Mayor,,Provo City Mayor,PR45,KENNETH W. DUDLEY,122
2021,municipal general,Council,2,Provo City Council District 2,PR08,GEORGE HANDLEY,35
2021,municipal general,Council,2,Provo City Council District 2,PR09,GEORGE HANDLEY,127
2021,municipal general,Council,2,Provo City Council District 2,PR11,GEORGE HANDLEY,258
2021,municipal general,Council,2,Provo City Council District 2,PR33,GEORGE HANDLEY,113
2021,municipal general,Council,2,Provo City Council District 2,PR34,GEORGE HANDLEY,80
2021,municipal general,Council,2,Provo City Council District 2,PR36,GEORGE HANDLEY,540
2021,municipal general,Council,5,Provo City Council District 5,PR04,RACHEL WHIPPLE,247
2021,municipal general,Council,5,Provo City Council District 5,PR04,COY D. PORTER,81
2021,municipal general,Council,5,Provo City Council District 5,PR06,RACHEL WHIPPLE,127
2021,municipal general,Council,5,Provo City Council District 5,PR06,COY D. PORTER,69
2021,municipal general,Council,5,Provo City Council District 5,PR07,RACHEL WHIPPLE,102
2021,municipal general,Council,5,Provo City Council District 5,PR07,COY D. PORTER,67
2021,municipal general,Council,5,Provo City Council District 5,PR10,RACHEL WHIPPLE,90
2021,municipal general,Council,5,Provo City Council District 5,PR10,COY D. PORTER,82
2021,municipal general,Council,5,Provo City Council District 5,PR14,RACHEL WHIPPLE,112
2021,municipal general,Council,5,Provo City Council District 5,PR14,COY D. PORTER,98
2021,municipal general,Council,5,Provo City Council District 5,PR21,COY D. PORTER,109
2021,municipal general,Council,5,Provo City Council District 5,PR21,RACHEL WHIPPLE,85
2021,municipal general,Council,5,Provo City Council District 5,PR22,COY D. PORTER,51
2021,municipal general,Council,5,Provo City Council District 5,PR22,RACHEL WHIPPLE,38
2021,municipal general,Council,5,Provo City Council District 5,PR43,COY D. PORTER,156
2021,municipal general,Council,5,Provo City Council District 5,PR43,RACHEL WHIPPLE,79
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR01,KATRICE MACKAY,98
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR01,AARON SKABELUND,85
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR01,WRITE-IN,6
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR02,KATRICE MACKAY,124
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR02,AARON SKABELUND,108
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR02,WRITE-IN,11
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR03,AARON SKABELUND,203
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR03,KATRICE MACKAY,188
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR03,WRITE-IN,10
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR04,AARON SKABELUND,207
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR04,KATRICE MACKAY,115
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR04,WRITE-IN,7
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR05,KATRICE MACKAY,157
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR05,AARON SKABELUND,117
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR05,WRITE-IN,20
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR06,AARON SKABELUND,109
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR06,KATRICE MACKAY,81
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR06,WRITE-IN,5
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR07,AARON SKABELUND,92
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR07,KATRICE MACKAY,72
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR07,WRITE-IN,6
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR08,KATRICE MACKAY,20
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR08,AARON SKABELUND,19
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR08,WRITE-IN,2
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR09,AARON SKABELUND,77
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR09,KATRICE MACKAY,72
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR09,WRITE-IN,10
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR10,AARON SKABELUND,91
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR10,KATRICE MACKAY,73
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR10,WRITE-IN,8
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR11,AARON SKABELUND,163
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR11,KATRICE MACKAY,112
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR11,WRITE-IN,29
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR12,AARON SKABELUND,152
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR12,KATRICE MACKAY,134
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR12,WRITE-IN,9
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR13,KATRICE MACKAY,246
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR13,AARON SKABELUND,207
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR13,WRITE-IN,11
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR14,AARON SKABELUND,117
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR14,KATRICE MACKAY,86
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR14,WRITE-IN,5
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR15,KATRICE MACKAY,417
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR15,AARON SKABELUND,194
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR15,WRITE-IN,22
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR16,KATRICE MACKAY,310
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR16,AARON SKABELUND,174
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR16,WRITE-IN,22
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR17,AARON SKABELUND,204
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR17,KATRICE MACKAY,183
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR17,WRITE-IN,34
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR18,KATRICE MACKAY,303
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR18,AARON SKABELUND,210
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR18,WRITE-IN,31
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR19,KATRICE MACKAY,183
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR19,AARON SKABELUND,152
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR19,WRITE-IN,19
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR20,AARON SKABELUND,194
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR20,KATRICE MACKAY,127
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR20,WRITE-IN,23
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR21,KATRICE MACKAY,110
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR21,AARON SKABELUND,78
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR21,WRITE-IN,6
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR22,KATRICE MACKAY,47
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR22,AARON SKABELUND,40
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR22,WRITE-IN,2
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR23,AARON SKABELUND,130
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR23,KATRICE MACKAY,112
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR23,WRITE-IN,13
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR24,KATRICE MACKAY,176
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR24,AARON SKABELUND,149
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR24,WRITE-IN,13
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR25,KATRICE MACKAY,245
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR25,AARON SKABELUND,143
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR25,WRITE-IN,19
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR26,AARON SKABELUND,145
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR26,KATRICE MACKAY,140
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR26,WRITE-IN,51
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR27,AARON SKABELUND,327
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR27,KATRICE MACKAY,219
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR27,WRITE-IN,15
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR28,AARON SKABELUND,96
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR28,KATRICE MACKAY,48
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR28,WRITE-IN,10
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR29,KATRICE MACKAY,45
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR29,AARON SKABELUND,28
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR29,WRITE-IN,2
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR30,KATRICE MACKAY,219
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR30,AARON SKABELUND,151
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR30,WRITE-IN,11
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR31,KATRICE MACKAY,254
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR31,AARON SKABELUND,228
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR31,WRITE-IN,14
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR32,KATRICE MACKAY,214
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR32,AARON SKABELUND,77
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR32,WRITE-IN,13
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR33,AARON SKABELUND,61
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR33,KATRICE MACKAY,56
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR33,WRITE-IN,5
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR34,AARON SKABELUND,49
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR34,KATRICE MACKAY,44
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR34,WRITE-IN,3
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR35,KATRICE MACKAY,203
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR35,AARON SKABELUND,146
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR35,WRITE-IN,31
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR36,KATRICE MACKAY,344
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR36,AARON SKABELUND,232
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR36,WRITE-IN,42
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR37,KATRICE MACKAY,204
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR37,AARON SKABELUND,171
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR37,WRITE-IN,23
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR38,KATRICE MACKAY,183
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR38,AARON SKABELUND,66
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR38,WRITE-IN,25
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR39,KATRICE MACKAY,299
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR39,AARON SKABELUND,198
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR39,WRITE-IN,8
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR40,KATRICE MACKAY,224
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR40,AARON SKABELUND,182
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR40,WRITE-IN,8
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR41,KATRICE MACKAY,310
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR41,AARON SKABELUND,66
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR41,WRITE-IN,17
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR42,KATRICE MACKAY,300
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR42,AARON SKABELUND,156
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR42,WRITE-IN,15
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR43,KATRICE MACKAY,112
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR43,AARON SKABELUND,94
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR43,WRITE-IN,20
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR44,KATRICE MACKAY,112
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR44,AARON SKABELUND,79
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR44,WRITE-IN,15
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR45,AARON SKABELUND,198
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR45,KATRICE MACKAY,180
2021,municipal general,Council,Citywide I,Provo City Council Citywide I,PR45,WRITE-IN,32
2021,municipal primary,Mayor,,Provo City Mayor,PR01,MICHELLE KAUFUSI,89
2021,municipal primary,Mayor,,Provo City Mayor,PR01,KENNETH W. DUDLEY,33
2021,municipal primary,Mayor,,Provo City Mayor,PR01,NEIL MITCHELL,9
2021,municipal primary,Mayor,,Provo City Mayor,PR01,CALEB REEVE,6
2021,municipal primary,Mayor,,Provo City Mayor,PR01,M. DAVID GEDO SANCHEZ,3
2021,municipal primary,Mayor,,Provo City Mayor,PR02,MICHELLE KAUFUSI,122
2021,municipal primary,Mayor,,Provo City Mayor,PR02,KENNETH W. DUDLEY,32
2021,municipal primary,Mayor,,Provo City Mayor,PR02,CALEB REEVE,12
2021,municipal primary,Mayor,,Provo City Mayor,PR02,NEIL MITCHELL,11
2021,municipal primary,Mayor,,Provo City Mayor,PR02,M. DAVID GEDO SANCHEZ,1
2021,municipal primary,Mayor,,Provo City Mayor,PR03,MICHELLE KAUFUSI,158
2021,municipal primary,Mayor,,Provo City Mayor,PR03,CALEB REEVE,41
2021,municipal primary,Mayor,,Provo City Mayor,PR03,KENNETH W. DUDLEY,38
2021,municipal primary,Mayor,,Provo City Mayor,PR03,NEIL MITCHELL,24
2021,municipal primary,Mayor,,Provo City Mayor,PR03,M. DAVID GEDO SANCHEZ,1
2021,municipal primary,Mayor,,Provo City Mayor,PR04,MICHELLE KAUFUSI,178
2021,municipal primary,Mayor,,Provo City Mayor,PR04,CALEB REEVE,32
2021,municipal primary,Mayor,,Provo City Mayor,PR04,KENNETH W. DUDLEY,23
2021,municipal primary,Mayor,,Provo City Mayor,PR04,NEIL MITCHELL,15
2021,municipal primary,Mayor,,Provo City Mayor,PR04,M. DAVID GEDO SANCHEZ,4
2021,municipal primary,Mayor,,Provo City Mayor,PR05,MICHELLE KAUFUSI,139
2021,municipal primary,Mayor,,Provo City Mayor,PR05,KENNETH W. DUDLEY,42
2021,municipal primary,Mayor,,Provo City Mayor,PR05,CALEB REEVE,29
2021,municipal primary,Mayor,,Provo City Mayor,PR05,NEIL MITCHELL,14
2021,municipal primary,Mayor,,Provo City Mayor,PR05,M. DAVID GEDO SANCHEZ,5
2021,municipal primary,Mayor,,Provo City Mayor,PR06,MICHELLE KAUFUSI,96
2021,municipal primary,Mayor,,Provo City Mayor,PR06,CALEB REEVE,12
2021,municipal primary,Mayor,,Provo City Mayor,PR06,NEIL MITCHELL,12
2021,municipal primary,Mayor,,Provo City Mayor,PR06,KENNETH W. DUDLEY,7
2021,municipal primary,Mayor,,Provo City Mayor,PR06,M. DAVID GEDO SANCHEZ,2
2021,municipal primary,Mayor,,Provo City Mayor,PR07,MICHELLE KAUFUSI,87
2021,municipal primary,Mayor,,Provo City Mayor,PR07,KENNETH W. DUDLEY,21
2021,municipal primary,Mayor,,Provo City Mayor,PR07,CALEB REEVE,17
2021,municipal primary,Mayor,,Provo City Mayor,PR07,NEIL MITCHELL,7
2021,municipal primary,Mayor,,Provo City Mayor,PR08,MICHELLE KAUFUSI,10
2021,municipal primary,Mayor,,Provo City Mayor,PR08,KENNETH W. DUDLEY,6
2021,municipal primary,Mayor,,Provo City Mayor,PR08,CALEB REEVE,4
2021,municipal primary,Mayor,,Provo City Mayor,PR08,NEIL MITCHELL,4
2021,municipal primary,Mayor,,Provo City Mayor,PR09,MICHELLE KAUFUSI,70
2021,municipal primary,Mayor,,Provo City Mayor,PR09,KENNETH W. DUDLEY,21
2021,municipal primary,Mayor,,Provo City Mayor,PR09,NEIL MITCHELL,15
2021,municipal primary,Mayor,,Provo City Mayor,PR09,CALEB REEVE,11
2021,municipal primary,Mayor,,Provo City Mayor,PR09,M. DAVID GEDO SANCHEZ,1
2021,municipal primary,Mayor,,Provo City Mayor,PR10,MICHELLE KAUFUSI,81
2021,municipal primary,Mayor,,Provo City Mayor,PR10,KENNETH W. DUDLEY,16
2021,municipal primary,Mayor,,Provo City Mayor,PR10,CALEB REEVE,16
2021,municipal primary,Mayor,,Provo City Mayor,PR10,NEIL MITCHELL,7
2021,municipal primary,Mayor,,Provo City Mayor,PR10,M. DAVID GEDO SANCHEZ,1
2021,municipal primary,Mayor,,Provo City Mayor,PR11,MICHELLE KAUFUSI,174
2021,municipal primary,Mayor,,Provo City Mayor,PR11,KENNETH W. DUDLEY,27
2021,municipal primary,Mayor,,Provo City Mayor,PR11,NEIL MITCHELL,15
2021,municipal primary,Mayor,,Provo City Mayor,PR11,CALEB REEVE,11
2021,municipal primary,Mayor,,Provo City Mayor,PR11,M. DAVID GEDO SANCHEZ,3
2021,municipal primary,Mayor,,Provo City Mayor,PR12,MICHELLE KAUFUSI,155
2021,municipal primary,Mayor,,Provo City Mayor,PR12,KENNETH W. DUDLEY,21
2021,municipal primary,Mayor,,Provo City Mayor,PR12,NEIL MITCHELL,21
2021,municipal primary,Mayor,,Provo City Mayor,PR12,CALEB REEVE,12
2021,municipal primary,Mayor,,Provo City Mayor,PR12,M. DAVID GEDO SANCHEZ,6
2021,municipal primary,Mayor,,Provo City Mayor,PR13,MICHELLE KAUFUSI,232
2021,municipal primary,Mayor,,Provo City Mayor,PR13,KENNETH W. DUDLEY,66
2021,municipal primary,Mayor,,Provo City Mayor,PR13,NEIL MITCHELL,40
2021,municipal primary,Mayor,,Provo City Mayor,PR13,CALEB REEVE,23
2021,municipal primary,Mayor,,Provo City Mayor,PR13,M. DAVID GEDO SANCHEZ,6
2021,municipal primary,Mayor,,Provo City Mayor,PR14,MICHELLE KAUFUSI,112
2021,municipal primary,Mayor,,Provo City Mayor,PR14,KENNETH W. DUDLEY,22
2021,municipal primary,Mayor,,Provo City Mayor,PR14,NEIL MITCHELL,19
2021,municipal primary,Mayor,,Provo City Mayor,PR14,CALEB REEVE,16
2021,municipal primary,Mayor,,Provo City Mayor,PR14,M. DAVID GEDO SANCHEZ,2
2021,municipal primary,Mayor,,Provo City Mayor,PR15,MICHELLE KAUFUSI,367
2021,municipal primary,Mayor,,Provo City Mayor,PR15,KENNETH W. DUDLEY,91
2021,municipal primary,Mayor,,Provo City Mayor,PR15,NEIL MITCHELL,28
2021,municipal primary,Mayor,,Provo City Mayor,PR15,CALEB REEVE,18
2021,municipal primary,Mayor,,Provo City Mayor,PR15,M. DAVID GEDO SANCHEZ,1
