date,body,body_slug,packet_kind,title,clip_id,path,text_path,format,source_url,stored_locally,doc_class,fetch_status,sha256,text_chars
2024-03-07,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-03-07,396,,packets/text/2024-03-07_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/68031be2-7e62-11ee-852f-0050569183fa-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1709239896.pdf,no,staff_report,ok,4cb968878f559e6e0adba6f41c372b2ae4a021fa4043ca837c55d6789d411cab,156853
2024-04-04,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-04-04,466,,packets/text/2024-04-04_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/6804ec94-7e62-11ee-852f-0050569183fa-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1712026873.pdf,no,staff_report,ok,6c6b694498420aedd4adbb8e3fa505553568eacf63b634ab476c7a3ac9fdc1e5,96724
2024-04-18,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-04-18,474,,packets/text/2024-04-18_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/f2237abb-9455-11ee-a93d-0050569183fa-61ea15ff-f8c4-4ebc-b3dc-16faa4474f38-1713477085.pdf,no,staff_report,ok,a79cb8b78ffc9a77f53bce3a5a2233233031169a3b99d34d705578aeacd86df3,141226
2024-05-16,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-05-16,512,,packets/text/2024-05-16_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/f2254bc6-9455-11ee-a93d-0050569183fa-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1715352949.pdf,no,staff_report,ok,78f97d8922420f61ca2fb014a07be66c95e518b0d41b1b0a141ed43b9e552a06,706852
2024-06-20,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-06-20,549,,packets/text/2024-06-20_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/f227fdf7-9455-11ee-a93d-0050569183fa-7ae4fa04-4732-4852-989d-a040fe4a9e83-1718375046.pdf,no,staff_report,ok,63af41e671f1d3d451c3dbbb2fdd9cb638f03130cda2bba3f22bd1cbc8126599,17661
2024-06-27,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-06-27,553,,packets/text/2024-06-27_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/afc0d198-2997-11ef-81ef-005056a89546-61ea15ff-f8c4-4ebc-b3dc-16faa4474f38-1718982903.pdf,no,staff_report,ok,b6f7fe103a342d82322ba2b08526f8123e7f739b1d1a00aadd26a96ada5f79b2,222011
2024-07-18,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-07-18,594,,packets/text/2024-07-18_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/f229f78d-9455-11ee-a93d-0050569183fa-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1720826220.pdf,no,staff_report,ok,2d8fb670d89639480d069122e0092f4e3871d15aac0963cc25a3243928116e04,63199
2024-08-01,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-08-01,597,,packets/text/2024-08-01_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/680da5e1-7e62-11ee-852f-0050569183fa-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1722016042.pdf,no,staff_report,ok,f4dda0040a269d0ac082424303c6ce8bdbdacabb173295180721f1d78fd48128,66283
2024-08-15,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-08-15,619,,packets/text/2024-08-15_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/f22b79b0-9455-11ee-a93d-0050569183fa-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1723488256.pdf,no,staff_report,ok,118fe975bd048ad7039c36468e0b2815a30f3ebdc24252ad152f9dd4b05fb04a,128658
2024-09-19,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-09-19,657,,packets/text/2024-09-19_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/f22d21a5-9455-11ee-a93d-0050569183fa-61ea15ff-f8c4-4ebc-b3dc-16faa4474f38-1726255492.pdf,no,staff_report,ok,1a1142598481ec3a503e21433855e0e7afceda7bb7b98c2f79646199f76ade61,31743
2024-11-21,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-11-21,705,,packets/text/2024-11-21_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/f2307d63-9455-11ee-a93d-0050569183fa-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1731628958.pdf,no,staff_report,ok,9045978a2f91a1564124d8eef7d1f156efca49ec1064f738582dbf367a73c429,384054
2024-12-05,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-12-05,724,,packets/text/2024-12-05_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/68181a91-7e62-11ee-852f-0050569183fa-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1732635519.pdf,no,staff_report,ok,1a46a9048a904934d27a7dd8c6cbc0e7d90bab1de126240120ccd14a2ceb2f2a,59586
2024-12-19,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2024-12-19,753,,packets/text/2024-12-19_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/f232a7c1-9455-11ee-a93d-0050569183fa-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1734030212.pdf,no,staff_report,ok,3ad4590fd7bbea4aae1d6b99fc1330cd059ab845a02cd731c633f1728ef87116,30222
2025-01-16,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-01-16,772,,packets/text/2025-01-16_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b33b897e-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1736531159.pdf,no,staff_report,ok,7600fdcc0140bb5fb66a7141d4d1346358e855183fd63a2a10c506e2bc0d3afa,61158
2025-02-06,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-02-06,814,,packets/text/2025-02-06_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/fd80cbc3-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1738348061.pdf,no,staff_report,ok,07c68d0442045993be0ea7d82a5ae354166a2095354007cc2c507932fad7bfc2,187337
2025-02-20,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-02-20,827,,packets/text/2025-02-20_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b33f85db-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1739573353.pdf,no,staff_report,ok,0e4a0a62a27959bbad13d66d4d437aa18301c8899eaf843b6587201d8c000920,177020
2025-03-06,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-03-06,837,,packets/text/2025-03-06_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/fd8375ed-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1740783097.pdf,no,staff_report,ok,09c96ce5f07e4bc4f979c345d7b7efdc1a3b32b1de6f6f1654ed4b127e1dd30f,37411
2025-03-20,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-03-20,846,,packets/text/2025-03-20_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b342a601-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1742233173.pdf,no,staff_report,ok,6dbc90cc1b4a557b0d106a5ce058e2c23cb053003c6b70001916b9623873bcb2,163635
2025-04-17,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-04-17,883,,packets/text/2025-04-17_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b34729cb-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1744405529.pdf,no,staff_report,ok,66e1416f421bcd2974b9b83d077ab21498d4b76980bc97a5c2b961d312d16b92,406034
2025-05-01,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-05-01,892,,packets/text/2025-05-01_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/fd8fb804-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1745600225.pdf,no,staff_report,ok,86d9021a19b1ad256b2b2d554e5b2edd206efe5235a49a7b1416fbec626df776,108782
2025-05-15,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-05-15,906,,packets/text/2025-05-15_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b34a83d4-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1746823427.pdf,no,staff_report,ok,4ff7d59a3a8faec4a5c384fed233a84233783a695669a505a5ac342f982ef6e1,56144
2025-06-05,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-06-05,930,,packets/text/2025-06-05_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/fd93f530-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1748625077.pdf,no,staff_report,ok,b458ff86396afee3b065b2848564733c64f7d95a1474fb400f8b5863f866c716,173303
2025-07-17,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-07-17,971,,packets/text/2025-07-17_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b35139cf-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1752265127.pdf,no,staff_report,ok,8cc4e21310e3b4b7f8da6b1e25acbbbf70e1c78c7816b0b942e9b2c261121fd6,90178
2025-08-07,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-08-07,985,,packets/text/2025-08-07_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/fd997e06-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1754082598.pdf,no,staff_report,ok,ccdc33d656f8178de8654943d24b1eb47bd14e13b66df89ef0f03804917e2e87,223240
2025-08-21,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-08-21,997,,,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b35401be-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1755285803.pdf,no,staff_report,needs_ocr,d7c218c858d8f092768c0430523d6ed9723db2215ae3a48a551a80f18559ca5d,0
2025-09-04,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-09-04,1055,,packets/text/2025-09-04_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/fd9c3c96-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1756499320.pdf,no,staff_report,ok,ed3feeabda4d0825823f7cc69f4a9b3a54fcd2a9eb22c736fff9a83549890f56,81254
2025-10-16,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-10-16,1109,,packets/text/2025-10-16_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b35a28ee-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1760134876.pdf,no,staff_report,ok,e66bd5a70103b9287aca790178f750cda613554fed5fdd656b4603df71f7171e,319321
2025-11-06,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-11-06,1122,,packets/text/2025-11-06_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/fda41267-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1761947797.pdf,no,staff_report,ok,a8e95a258f6093aaf67600e0b9dc328f91504d4990009adef10273a642a3b337,71278
2025-11-20,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-11-20,1132,,packets/text/2025-11-20_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b3608da9-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1763163989.pdf,no,staff_report,ok,43c158724ffa78b5a49685e8770ff2c5e7de321b9a93f345eabc48b68d852cdb,206224
2025-12-18,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2025-12-18,1184,,packets/text/2025-12-18_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b3639589-b0e6-11ef-ab4b-005056a89546-7ae4fa04-4732-4852-989d-a040fe4a9e83-1765560993.pdf,no,staff_report,ok,723e488ff3e6605c34526896ed315f99d25556b598f7c6d29564bb763d7fcafe,92589
2026-01-15,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-01-15,1194,,packets/text/2026-01-15_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b366ce86-b0e6-11ef-ab4b-005056a89546-61ea15ff-f8c4-4ebc-b3dc-16faa4474f38-1767998312.pdf,no,staff_report,ok,72712925f8429be117ab28c1d592c0628effd3da2b417fda0a5d906e895e3ee0,101756
2026-02-05,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-02-05,1219,,packets/text/2026-02-05_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/9e8c45cf-c4a7-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1769814265.pdf,no,staff_report,ok,788118569597916ef9b62bd6e63f5d2d458f57d977ba5651963c4a04fe7b47e3,251218
2026-02-19,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-02-19,1239,,packets/text/2026-02-19_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b36b0e17-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1771023582.pdf,no,staff_report,ok,6c9e70bf6a4cb49c59eb05952f4c543a3388af840a513bb1d9affc6576b683de,24551
2026-03-05,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-03-05,1252,,packets/text/2026-03-05_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/9e8ee3ce-c4a7-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1772224214.pdf,no,staff_report,ok,ac2059af8dceb42fe2b328ac60b61de099e50285eca6915781844d89df943ffc,82435
2026-03-19,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-03-19,1270,,packets/text/2026-03-19_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b36e2ab2-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1773418450.pdf,no,staff_report,ok,ae22ba44da76863db5a16b874e78e8a13da6d9a9717e96b9b4d0131f323cbe40,75058
2026-04-02,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-04-02,1276,,packets/text/2026-04-02_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/9e91e990-c4a7-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1774652581.pdf,no,staff_report,ok,c3accf25a28ff886f14e4a6f53a6d28313834de72f6664651d2ea75005edbc37,62821
2026-04-16,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-04-16,1304,,packets/text/2026-04-16_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b3715e49-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1775861370.pdf,no,staff_report,ok,f632062e6371c10290b1b29035a49843d64f024b8724bf1c3b2f948639797b1f,94567
2026-05-07,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-05-07,1344,,packets/text/2026-05-07_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/9e94e86e-c4a7-11f0-a7da-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1777584368.pdf,no,staff_report,ok,ed2b2ff82d7cb3dd390baac6343266c3784b7cb38eff4c8fc9eae6bf9600321a,260420
2026-05-21,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-05-21,1355,,packets/text/2026-05-21_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b3750bac-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1779143590.pdf,no,staff_report,ok,771ffa44d3b251a3e016f26560c2fbb5d21f1c82eebe3d69b32fe47facd18a79,205400
2026-06-18,Eastern Summit County Planning Commission,eastern_summit_pc,agenda_packet,Eastern Summit County Planning Commission Agenda Packet 2026-06-18,1388,,packets/text/2026-06-18_eastern_summit_pc_packet.txt,pdf,https://d3n9y02raazwpg.cloudfront.net/summitcounty/b3783717-b0e6-11ef-ab4b-005056a89546-d7b65d6c-b0bc-45a7-9a94-4bcbd96e93f5-1781306527.pdf,no,staff_report,ok,bbdf85928e2852bffac07a126545fc43f419ca1781faf93399b1fbcad765a8d5,69911
