year,election_type,office,district,contest,candidate,votes,pct,rank,is_winner
2013,municipal primary,Mayor,,Taylorsville City Mayor,LEGRANDE HANSEN,463,12.03,3,False
2013,municipal primary,Mayor,,Taylorsville City Mayor,RIC MORLEY,296,7.69,4,False
2015,municipal general,Council,1,Taylorsville City Council District 1,ERNEST GLEN BURGESS,729,63.28,1,True
2015,municipal general,Council,1,Taylorsville City Council District 1,ISRAEL M. GROSSMAN,423,36.72,2,False
2015,municipal general,Council,2,Taylorsville City Council District 2,KRISTIE STEADMAN OVERSON,1009,76.5,1,True
2015,municipal general,Council,2,Taylorsville City Council District 2,GLEN W SPENCER,310,23.5,2,False
2015,municipal general,Council,3,Taylorsville City Council District 3,BRAD CHRISTOPHERSON,947,74.74,1,True
2015,municipal general,Council,3,Taylorsville City Council District 3,RICHARD TANNER MORLEY,320,25.26,2,False
2017,municipal general,Council,4,Taylorsville City Council District 4,MEREDITH HARKER,1126,62.24,1,True
2017,municipal general,Council,4,Taylorsville City Council District 4,RONALD ALLRED,683,37.76,2,False
2017,municipal general,Council,5,Taylorsville City Council District 5,DANIEL JON ARMSTRONG,1279,66.2,1,True
2017,municipal general,Council,5,Taylorsville City Council District 5,JOHN E FULLER,653,33.8,2,False
2017,municipal general,Mayor,,Taylorsville City Mayor,KRISTIE STEADMAN OVERSON,5444,57.2,1,True
2017,municipal general,Mayor,,Taylorsville City Mayor,LARRY JOHNSON,4073,42.8,2,False
2017,municipal primary,Mayor,,Taylorsville City Mayor,KRISTIE STEADMAN OVERSON,3862,54.04,1,True
2017,municipal primary,Mayor,,Taylorsville City Mayor,LARRY JOHNSON,2922,40.88,2,False
2017,municipal primary,Mayor,,Taylorsville City Mayor,HARRY LLOYD HANSEN,363,5.08,3,False
2019,municipal general,Council,1,Taylorsville City Council District 1,ERNEST GLEN BURGESS,1044,63.62,1,True
2019,municipal general,Council,1,Taylorsville City Council District 1,LISA GEHRKE,597,36.38,2,False
2019,municipal general,Council,2,Taylorsville City Council District 2,CURT COCHRAN,954,60.61,1,True
2019,municipal general,Council,2,Taylorsville City Council District 2,MARC MCELREATH,620,39.39,2,False
2019,municipal general,Council,3,Taylorsville City Council District 3,BRAD CHRISTOPHERSON,1197,100.0,1,True
2019,municipal primary,Council,1,Taylorsville City Council District 1,ERNEST GLEN BURGESS,728,54.82,1,True
2019,municipal primary,Council,1,Taylorsville City Council District 1,LISA GEHRKE,371,27.94,2,False
2019,municipal primary,Council,1,Taylorsville City Council District 1,DON QUIGLEY,229,17.24,3,False
2021,municipal general,Council,3,Taylorsville City Council District 3,ANNA BARBIERI,1119,100.0,1,True
2021,municipal general,Council,4,Taylorsville City Council District 4,MEREDITH HARKER,951,100.0,1,True
2021,municipal general,Council,5,Taylorsville City Council District 5,ROBERT (BOB) KNUDSEN,914,52.56,1,True
2021,municipal general,Council,5,Taylorsville City Council District 5,LARRY JOHNSON,825,47.44,2,False
2021,municipal general,Mayor,,Taylorsville City Mayor,KRISTIE STEADMAN OVERSON,5477,100.0,1,True
2023,municipal general,Council,1,Taylorsville City Council District 1,ERNEST GLEN BURGESS,1070,64.73,1,True
2023,municipal general,Council,1,Taylorsville City Council District 1,DENNIS SANOK,583,35.27,2,False
2023,municipal general,Council,2,Taylorsville City Council District 2,CURT COCHRAN,968,100.0,1,True
2023,municipal general,Council,3,Taylorsville City Council District 3,ANNA BARBIERI,1169,100.0,1,True
2025,municipal general,Council,4,Taylorsville City Council District 4,MEREDITH HARKER,1140,56.02,1,True
2025,municipal general,Council,4,Taylorsville City Council District 4,MARTÍN C. MUÑOZ,895,43.98,2,False
2025,municipal general,Council,4,Taylorsville City Council District 4,Write-in (unresolved),0,0.0,3,False
2025,municipal general,Council,5,Taylorsville City Council District 5,BOB KNUDSEN,1002,56.71,1,True
2025,municipal general,Council,5,Taylorsville City Council District 5,PAUL SCHULTE,765,43.29,2,False
2025,municipal general,Council,5,Taylorsville City Council District 5,Write-in (unresolved),0,0.0,3,False
2025,municipal general,Mayor,,Taylorsville City Mayor,KRISTIE STEADMAN OVERSON,6524,100.0,1,True
2025,municipal general,Mayor,,Taylorsville City Mayor,Write-in (unresolved),0,0.0,2,False
