video_id,title,channel_tab,title_date_raw,video_url
QzgednlqD5Q,"City Council Meeting - February 8, 2023",streams,"February 8, 2023",https://www.youtube.com/watch?v=QzgednlqD5Q
ancW5qnW_is,"West Jordan Planning Commission - February 7, 2023",streams,"February 7, 2023",https://www.youtube.com/watch?v=ancW5qnW_is
Z2ojncgTB_4,"Commitee of the Whole - January 25, 2023",streams,"January 25, 2023",https://www.youtube.com/watch?v=Z2ojncgTB_4
DPPucoWFapA,"City Council Meeting - January 25, 2023",streams,"January 25, 2023",https://www.youtube.com/watch?v=DPPucoWFapA
3tjczBRT2lM,"Committee of the Whole - January 18, 2023",streams,"January 18, 2023",https://www.youtube.com/watch?v=3tjczBRT2lM
OfJ1pz7h-fY,"Planning Commission Meeting - January 17, 2023",streams,"January 17, 2023",https://www.youtube.com/watch?v=OfJ1pz7h-fY
86CQUosHl_U,"City Council Meeting - December 21, 2022",streams,"December 21, 2022",https://www.youtube.com/watch?v=86CQUosHl_U
pu3Ae5Kk18Q,"Committee of the Whole - December 21, 2022",streams,"December 21, 2022",https://www.youtube.com/watch?v=pu3Ae5Kk18Q
HGzGZJbTdJ8,"West Jordan Planning Commission - December 20, 2022",streams,"December 20, 2022",https://www.youtube.com/watch?v=HGzGZJbTdJ8
jDUx--jyXuw,"City Council Meeting - December 7, 2022",streams,"December 7, 2022",https://www.youtube.com/watch?v=jDUx--jyXuw
GQQg2EzeQ0o,"Committee of the Whole - December 7, 2022",streams,"December 7, 2022",https://www.youtube.com/watch?v=GQQg2EzeQ0o
QzXva1Ury6E,"Planning Commission Meeting - December 6, 2022",streams,"December 6, 2022",https://www.youtube.com/watch?v=QzXva1Ury6E
acDjUoufx64,"City Council Meeting - November 16, 2022",streams,"November 16, 2022",https://www.youtube.com/watch?v=acDjUoufx64
XDJv3wbkA4A,"Committee of the Whole Meeting - November 16, 2022",streams,"November 16, 2022",https://www.youtube.com/watch?v=XDJv3wbkA4A
etBbZ0j4IlA,"West Jordan Planning Commission - November 15, 2022",streams,"November 15, 2022",https://www.youtube.com/watch?v=etBbZ0j4IlA
V43HtskYggY,"City Council Meeting - November 2, 2022",streams,"November 2, 2022",https://www.youtube.com/watch?v=V43HtskYggY
r8e0-B5-WKE,"Committee of the Whole - November 2, 2022",streams,"November 2, 2022",https://www.youtube.com/watch?v=r8e0-B5-WKE
YPmQ871Zxac,"West Jordan Planning Commission - November 1, 2022",streams,"November 1, 2022",https://www.youtube.com/watch?v=YPmQ871Zxac
NCztDzvrKvo,"City Council Meeting - October 26, 2022",streams,"October 26, 2022",https://www.youtube.com/watch?v=NCztDzvrKvo
_5U__scDWPA,"Committee of the Whole - October 26, 2022",streams,"October 26, 2022",https://www.youtube.com/watch?v=_5U__scDWPA
oioeE3K51TE,"West Jordan Planning Commission - October 18, 2022",streams,"October 18, 2022",https://www.youtube.com/watch?v=oioeE3K51TE
2XezTSY9_HA,"City Council Meeting - October 12, 2022",streams,"October 12, 2022",https://www.youtube.com/watch?v=2XezTSY9_HA
sk-xYzX7Frw,"West Jordan Planning Commission - October 4, 2022",streams,"October 4, 2022",https://www.youtube.com/watch?v=sk-xYzX7Frw
aoMNlRKGrHI,"City Council Meeting - September 28, 2022",streams,"September 28, 2022",https://www.youtube.com/watch?v=aoMNlRKGrHI
dE_EkFt2Gsw,"Committee of the Whole Meeting - September 28, 2022",streams,"September 28, 2022",https://www.youtube.com/watch?v=dE_EkFt2Gsw
Us9txv0XLUw,"West Jordan Planning Commission - September 20, 2022",streams,"September 20, 2022",https://www.youtube.com/watch?v=Us9txv0XLUw
Kjs6ivdNJLw,Test Meeting 9-20-22,streams,,https://www.youtube.com/watch?v=Kjs6ivdNJLw
xxdlwWzfL_A,"City Council Meeting - September 14, 2022",streams,"September 14, 2022",https://www.youtube.com/watch?v=xxdlwWzfL_A
Qq3PDOze7Co,"Committee of the Whole - September 14, 2022",streams,"September 14, 2022",https://www.youtube.com/watch?v=Qq3PDOze7Co
c_SpPCFOWOs,"West Jordan Planning Commission - September 6, 2022",streams,"September 6, 2022",https://www.youtube.com/watch?v=c_SpPCFOWOs
qVsGQfHSTUE,"City Council and Planning Commission Joint Work Session - August 30,2022",streams,"August 30,2022",https://www.youtube.com/watch?v=qVsGQfHSTUE
_naZcgS00j8,"City Council Meeting - August 24, 2022",streams,"August 24, 2022",https://www.youtube.com/watch?v=_naZcgS00j8
daRcF78EjhM,"Committee of the Whole - August 24, 2022",streams,"August 24, 2022",https://www.youtube.com/watch?v=daRcF78EjhM
Kmb-7NpZ24I,"West Jordan Planning Commission - August 16, 2022",streams,"August 16, 2022",https://www.youtube.com/watch?v=Kmb-7NpZ24I
FDIgCIWPaD8,"City Council Meeting - August 10, 2022",streams,"August 10, 2022",https://www.youtube.com/watch?v=FDIgCIWPaD8
ZsanzUsXwUw,"Committee of the Whole - August 10, 2022",streams,"August 10, 2022",https://www.youtube.com/watch?v=ZsanzUsXwUw
EAFGfU8AMO8,"Truth in Taxation Public Hearing - August 9, 2022",streams,"August 9, 2022",https://www.youtube.com/watch?v=EAFGfU8AMO8
qP0yDRnegYY,"City Council Meeting - July 27, 2022",streams,"July 27, 2022",https://www.youtube.com/watch?v=qP0yDRnegYY
yzAXPZMfI5s,"Committee of the Whole - July 27, 2022",streams,"July 27, 2022",https://www.youtube.com/watch?v=yzAXPZMfI5s
VmZ5mwWcMBA,"West Jordan Planning Commission - July 19, 2022",streams,"July 19, 2022",https://www.youtube.com/watch?v=VmZ5mwWcMBA
rNLqFc3ZK_g,"West Jordan City Council Meeting - July 13, 2022",streams,"July 13, 2022",https://www.youtube.com/watch?v=rNLqFc3ZK_g
oVZ3heGcWJs,"West Jordan City Committee of the Whole Meeting - July 13, 2022",streams,"July 13, 2022",https://www.youtube.com/watch?v=oVZ3heGcWJs
UAwgLr0J5E0,"West Jordan Planning Commission - July 5, 2022",streams,"July 5, 2022",https://www.youtube.com/watch?v=UAwgLr0J5E0
b4hyvQuEfrA,"West Jordan City Council Meeting - June 22, 2022",streams,"June 22, 2022",https://www.youtube.com/watch?v=b4hyvQuEfrA
8JdNn38NFOQ,"West Jordan Planning Commission - June 21, 2022",streams,"June 21, 2022",https://www.youtube.com/watch?v=8JdNn38NFOQ
3d_MYQigvqk,"West Jordan Board of Adjustment - June 14, 2022",streams,"June 14, 2022",https://www.youtube.com/watch?v=3d_MYQigvqk
BH5Cl2hipHk,"West Jordan City Council Meeting - June 8, 2022",streams,"June 8, 2022",https://www.youtube.com/watch?v=BH5Cl2hipHk
EZJCAOhkmPM,"West Jordan Planning Commission - June 7, 2022",streams,"June 7, 2022",https://www.youtube.com/watch?v=EZJCAOhkmPM
TC4m_TK-OX4,"Committee of the Whole - June 1, 2022",streams,"June 1, 2022",https://www.youtube.com/watch?v=TC4m_TK-OX4
fus_F5IzAKA,"West Jordan City Council Meeting - May 25, 2022",streams,"May 25, 2022",https://www.youtube.com/watch?v=fus_F5IzAKA
_E8O2x2Q8xI,"Committee of the Whole - May 18, 2022",streams,"May 18, 2022",https://www.youtube.com/watch?v=_E8O2x2Q8xI
yyFDUc_w0Us,"West Jordan Planning Commission - May 17, 2022",streams,"May 17, 2022",https://www.youtube.com/watch?v=yyFDUc_w0Us
NBeHyVqNuuI,"West Jordan Planning Commission - May 3, 2022",streams,"May 3, 2022",https://www.youtube.com/watch?v=NBeHyVqNuuI
BOXareiA3X0,"West Jordan City Council Meeting - April 27, 2022",streams,"April 27, 2022",https://www.youtube.com/watch?v=BOXareiA3X0
VB7VCdlvWtA,"West Jordan Planning Commission - April 19, 2022",streams,"April 19, 2022",https://www.youtube.com/watch?v=VB7VCdlvWtA
9X8nIXQWof4,"West Jordan City Council Meeting - April 13, 2022",streams,"April 13, 2022",https://www.youtube.com/watch?v=9X8nIXQWof4
iaTB3iBp0X0,"West Jordan Committee of the Whole - April 6, 2022",streams,"April 6, 2022",https://www.youtube.com/watch?v=iaTB3iBp0X0
LcAA1nb0G3E,"West Jordan Planning Commission - April 5, 2022",streams,"April 5, 2022",https://www.youtube.com/watch?v=LcAA1nb0G3E
rW3MXL4T3I8,"City of West Jordan City Council - March 23, 2022",streams,"March 23, 2022",https://www.youtube.com/watch?v=rW3MXL4T3I8
sRxjA8PCRGQ,"City of West Jordan Planning Commission - March 15, 2022",streams,"March 15, 2022",https://www.youtube.com/watch?v=sRxjA8PCRGQ
LggNwAdkY8k,"City of West Jordan City Council - March 9, 2022",streams,"March 9, 2022",https://www.youtube.com/watch?v=LggNwAdkY8k
0MGenwe7Ifg,"City of West Jordan Planning Commission - March 1, 2022",streams,"March 1, 2022",https://www.youtube.com/watch?v=0MGenwe7Ifg
bwMmCyIrzBg,"City of West Jordan City Council - February 23, 2022",streams,"February 23, 2022",https://www.youtube.com/watch?v=bwMmCyIrzBg
3yq5aSxegqQ,"City of West Jordan Planning Commission - February 15, 2022",streams,"February 15, 2022",https://www.youtube.com/watch?v=3yq5aSxegqQ
Gw-iRXz7-m4,"City of West Jordan City Council - February 9, 2022",streams,"February 9, 2022",https://www.youtube.com/watch?v=Gw-iRXz7-m4
0pIjH4Hh4ao,"City of West Jordan Planning Commission - February 1, 2022",streams,"February 1, 2022",https://www.youtube.com/watch?v=0pIjH4Hh4ao
nTjHW4j0LO8,"City of West Jordan City Council - January 26, 2022",streams,"January 26, 2022",https://www.youtube.com/watch?v=nTjHW4j0LO8
1qtirY4D6Zg,"City of West Jordan Planning Commission - January 18, 2022",streams,"January 18, 2022",https://www.youtube.com/watch?v=1qtirY4D6Zg
ObbN1BDXXkI,"City of West Jordan City Council - January 12, 2022",streams,"January 12, 2022",https://www.youtube.com/watch?v=ObbN1BDXXkI
I27Hg6mx50s,"City of West Jordan Oath of Office Ceremony - January 3, 2022",streams,"January 3, 2022",https://www.youtube.com/watch?v=I27Hg6mx50s
g64gdlI03mg,"City of West Jordan Planning Commission - December 21, 2021",streams,"December 21, 2021",https://www.youtube.com/watch?v=g64gdlI03mg
_rOP6k9UxLI,"City of West Jordan City Council - December 15, 2021",streams,"December 15, 2021",https://www.youtube.com/watch?v=_rOP6k9UxLI
cBRXBNLyR-8,"City of West Jordan Planning Commission - December 7, 2021",streams,"December 7, 2021",https://www.youtube.com/watch?v=cBRXBNLyR-8
IoHm7r2ifdc,"City of West Jordan City Council - December 1, 2021",streams,"December 1, 2021",https://www.youtube.com/watch?v=IoHm7r2ifdc
LVk9RJ6XkvA,"City of West Jordan Planning Commission - November 17, 2021",streams,"November 17, 2021",https://www.youtube.com/watch?v=LVk9RJ6XkvA
a09O9wK7__U,"City of West Jordan City Council - November 16, 2021",streams,"November 16, 2021",https://www.youtube.com/watch?v=a09O9wK7__U
2Z_Udx3wbTM,"City of West Jordan City Council - November 3, 2021",streams,"November 3, 2021",https://www.youtube.com/watch?v=2Z_Udx3wbTM
pG0ifE2sGdA,"City of West Jordan City Council - October 27, 2021",streams,"October 27, 2021",https://www.youtube.com/watch?v=pG0ifE2sGdA
_MmaN_b8WDs,"City of West Jordan Planning Commission - October 19, 2021",streams,"October 19, 2021",https://www.youtube.com/watch?v=_MmaN_b8WDs
6c8wKR_V-qA,"City of West Jordan City Council - October 13, 2021",streams,"October 13, 2021",https://www.youtube.com/watch?v=6c8wKR_V-qA
PsdmgJBVjO8,"City of West Jordan City Council - September 22, 2021",streams,"September 22, 2021",https://www.youtube.com/watch?v=PsdmgJBVjO8
u_r13YLAf54,"City of West Jordan Planning Commission - September 21, 2021",streams,"September 21, 2021",https://www.youtube.com/watch?v=u_r13YLAf54
zG0cgNcPY1k,"City of West Jordan Board of Adjustment - September 14, 2021",streams,"September 14, 2021",https://www.youtube.com/watch?v=zG0cgNcPY1k
HKzzcfFDQ8k,"City of West Jordan City Council - September 8, 2021",streams,"September 8, 2021",https://www.youtube.com/watch?v=HKzzcfFDQ8k
3WLHR4kemyI,"City of West Jordan Planning Commission - September 7, 2021",streams,"September 7, 2021",https://www.youtube.com/watch?v=3WLHR4kemyI
3BrsoVlPHPc,"City of West Jordan City Council - August 31, 2021",streams,"August 31, 2021",https://www.youtube.com/watch?v=3BrsoVlPHPc
DMsHvV8W3h0,"City of West Jordan City Council - August 25, 2021",streams,"August 25, 2021",https://www.youtube.com/watch?v=DMsHvV8W3h0
JW57E4h5e_Q,"City of West Jordan City Council - August 24, 2021",streams,"August 24, 2021",https://www.youtube.com/watch?v=JW57E4h5e_Q
VrQ70y4JFVA,"City of West Jordan City Council - August 11, 2021",streams,"August 11, 2021",https://www.youtube.com/watch?v=VrQ70y4JFVA
LB1RmhZ7-IM,"City of West Jordan Planning Commission - August 3, 2021",streams,"August 3, 2021",https://www.youtube.com/watch?v=LB1RmhZ7-IM
W8eGesegkM0,"City of West Jordan City Council - July 28, 2021",streams,"July 28, 2021",https://www.youtube.com/watch?v=W8eGesegkM0
Zl0stkAnzKg,"City of West Jordan Planning Commission - July 20, 2021",streams,"July 20, 2021",https://www.youtube.com/watch?v=Zl0stkAnzKg
xrRFSu5HS_c,"City of West Jordan City Council - July 14, 2021",streams,"July 14, 2021",https://www.youtube.com/watch?v=xrRFSu5HS_c
Xm9Y0Uu3l9g,"City of West Jordan Planning Commission - July 6, 2021",streams,"July 6, 2021",https://www.youtube.com/watch?v=Xm9Y0Uu3l9g
3C7nr5I5fz4,"City of West Jordan City Council - June 23, 2021",streams,"June 23, 2021",https://www.youtube.com/watch?v=3C7nr5I5fz4
7yXt0mbW7BI,"City of West Jordan Planning Commission - June 15, 2021",streams,"June 15, 2021",https://www.youtube.com/watch?v=7yXt0mbW7BI
PUqRi3dLmvI,"City of West Jordan City Council - June 9, 2021",streams,"June 9, 2021",https://www.youtube.com/watch?v=PUqRi3dLmvI
W9dmAtXvgcI,"City of West Jordan Planning Commission - June 1, 2021",streams,"June 1, 2021",https://www.youtube.com/watch?v=W9dmAtXvgcI
g5snzCg1bhM,"City of West Jordan City Council - May 26, 2021",streams,"May 26, 2021",https://www.youtube.com/watch?v=g5snzCg1bhM
0Nnkwqy1bG8,"City of West Jordan Planning Commission - May 18, 2021",streams,"May 18, 2021",https://www.youtube.com/watch?v=0Nnkwqy1bG8
YyRTJHDDMgE,"City of West Jordan City Council - May 12, 2021",streams,"May 12, 2021",https://www.youtube.com/watch?v=YyRTJHDDMgE
QoLAY_-7PdE,"City of West Jordan Planning Commission - May 4, 2021",streams,"May 4, 2021",https://www.youtube.com/watch?v=QoLAY_-7PdE
-KYJ1cu07ug,"City of West Jordan City Council - April 28, 2021",streams,"April 28, 2021",https://www.youtube.com/watch?v=-KYJ1cu07ug
5Q1LqKaVQgw,"West Jordan Zoning Administrator Hearing - April 28, 2021",streams,"April 28, 2021",https://www.youtube.com/watch?v=5Q1LqKaVQgw
lYBmoOp8eLg,"City of West Jordan Planning Commission - April 20, 2021",streams,"April 20, 2021",https://www.youtube.com/watch?v=lYBmoOp8eLg
9hc543TDpbE,"City of West Jordan City Council - April 14, 2021",streams,"April 14, 2021",https://www.youtube.com/watch?v=9hc543TDpbE
2m2HcnLiyxQ,"West Jordan Zoning Administrator Hearing - April 7, 2021",streams,"April 7, 2021",https://www.youtube.com/watch?v=2m2HcnLiyxQ
eru_-22diKY,"West Jordan Planning Commission - April 6, 2021",streams,"April 6, 2021",https://www.youtube.com/watch?v=eru_-22diKY
y6oLxMettcI,"City of West Jordan City Council - March 31, 2021",streams,"March 31, 2021",https://www.youtube.com/watch?v=y6oLxMettcI
CBgw8yUgbsE,"City of West Jordan City Council - March 24, 2021",streams,"March 24, 2021",https://www.youtube.com/watch?v=CBgw8yUgbsE
8mQm3IcfdPg,"West Jordan Planning Commission - March 16, 2021",streams,"March 16, 2021",https://www.youtube.com/watch?v=8mQm3IcfdPg
e0eKZ-D5DB4,"City of West Jordan City Council - March 10, 2021",streams,"March 10, 2021",https://www.youtube.com/watch?v=e0eKZ-D5DB4
CSiQ4lHlCrM,"West Jordan Planning Commission - March 2, 2021",streams,"March 2, 2021",https://www.youtube.com/watch?v=CSiQ4lHlCrM
nw2cpY4jW_g,"City of West Jordan City Council - February 24, 2021",streams,"February 24, 2021",https://www.youtube.com/watch?v=nw2cpY4jW_g
VvEFxRNF_Zk,"West Jordan Planning Commission - February 16, 2021",streams,"February 16, 2021",https://www.youtube.com/watch?v=VvEFxRNF_Zk
MV009Fjfl5U,"West Jordan Planning Commission - February 2, 2021",streams,"February 2, 2021",https://www.youtube.com/watch?v=MV009Fjfl5U
WDnX67BvXJY,"West Jordan Planning Commission - January 19, 2021",streams,"January 19, 2021",https://www.youtube.com/watch?v=WDnX67BvXJY
dZhJWFW19dk,"West Jordan City Council Meeting - January 13, 2021",streams,"January 13, 2021",https://www.youtube.com/watch?v=dZhJWFW19dk
ixUMNtUw1sc,West Jordan Board of Adjustment 1-12-2021,streams,,https://www.youtube.com/watch?v=ixUMNtUw1sc
gM38Xltddrg,West Jordan Planning Commission - 1-5-2021,streams,,https://www.youtube.com/watch?v=gM38Xltddrg
UNj0A15_eLA,"West Jordan City Council Meeting - December 16, 2020",streams,"December 16, 2020",https://www.youtube.com/watch?v=UNj0A15_eLA
KEU_05_PeJw,West Jordan Planning Commission 12-15-20,streams,,https://www.youtube.com/watch?v=KEU_05_PeJw
isF9OUZSeD8,West Jordan Board of Adjustment 12-8-2020,streams,,https://www.youtube.com/watch?v=isF9OUZSeD8
YkOTyOh_TUk,"West Jordan City Council Budget Pre-planning - December 3, 2020",streams,"December 3, 2020",https://www.youtube.com/watch?v=YkOTyOh_TUk
PZSRdJviB4E,"West Jordan City Council Meeting - December 2, 2020",streams,"December 2, 2020",https://www.youtube.com/watch?v=PZSRdJviB4E
gAqYqch7rgg,West Jordan Planning Commission 12-1-2020,streams,,https://www.youtube.com/watch?v=gAqYqch7rgg
Bz0qii0NrQ4,"West Jordan City Council Meeting - November 18, 2020",streams,"November 18, 2020",https://www.youtube.com/watch?v=Bz0qii0NrQ4
uNtzINIuH8s,"West Jordan Planning Commission - November 17, 2020",streams,"November 17, 2020",https://www.youtube.com/watch?v=uNtzINIuH8s
08sgxl1ay6Y,"City of West Jordan City Council Meeting - November 4, 2020",streams,"November 4, 2020",https://www.youtube.com/watch?v=08sgxl1ay6Y
ZEGghKUgh34,"City of West Jordan City Council Meeting - October 28, 2020",streams,"October 28, 2020",https://www.youtube.com/watch?v=ZEGghKUgh34
YrJuXfC4OtI,"City of West Jordan Planning Commission - October 20, 2020",streams,"October 20, 2020",https://www.youtube.com/watch?v=YrJuXfC4OtI
tHU8BAaVrm0,"City of West Jordan City Council Meeting - October 14, 2020",streams,"October 14, 2020",https://www.youtube.com/watch?v=tHU8BAaVrm0
lBkTpu0IcXA,"City of West Jordan Planning Commission Meeting October 6, 2020",streams,"October 6, 2020",https://www.youtube.com/watch?v=lBkTpu0IcXA
gaznPpjnwuU,"City of West Jordan City Council Meeting - September 30, 2020",streams,"September 30, 2020",https://www.youtube.com/watch?v=gaznPpjnwuU
czqDlCua6nQ,"City of West Jordan City Council / Planning Commission Workshop - September 29, 2020",streams,"September 29, 2020",https://www.youtube.com/watch?v=czqDlCua6nQ
PyutH1EAM2M,"City of West Jordan City Council Meeting - September 9, 2020",streams,"September 9, 2020",https://www.youtube.com/watch?v=PyutH1EAM2M
8AqiYVq2Mu0,"City of West Jordan Planning Commission Meeting - September 1, 2020",streams,"September 1, 2020",https://www.youtube.com/watch?v=8AqiYVq2Mu0
SiNzG9wuSVU,"West Jordan City Council Meeting - August 26, 2020",streams,"August 26, 2020",https://www.youtube.com/watch?v=SiNzG9wuSVU
Tep3oYSfAPk,"City of West Jordan Planning Commission Meeting - August 18, 2020",streams,"August 18, 2020",https://www.youtube.com/watch?v=Tep3oYSfAPk
wHd6e6kBfUc,"City of West Jordan City Council Meeting - August 12, 2020",streams,"August 12, 2020",https://www.youtube.com/watch?v=wHd6e6kBfUc
Toy1AIjBoL8,"City of West Jordan Planning Commission Meeting - August 4, 2020",streams,"August 4, 2020",https://www.youtube.com/watch?v=Toy1AIjBoL8
RTk0Te5KQoM,"City of West Jordan City Council Meeting - July 29, 2020",streams,"July 29, 2020",https://www.youtube.com/watch?v=RTk0Te5KQoM
Y0OtCa1HbuE,"City of West Jordan Planning Commission Meeting - July 21, 2020",streams,"July 21, 2020",https://www.youtube.com/watch?v=Y0OtCa1HbuE
D3LMS8A-V64,"City of West Jordan City Council Meeting - July 8, 2020",streams,"July 8, 2020",https://www.youtube.com/watch?v=D3LMS8A-V64
8R_XDjB2AEk,"City of West Jordan Planning Commission Meeting - July 7, 2020",streams,"July 7, 2020",https://www.youtube.com/watch?v=8R_XDjB2AEk
w9_mqAOHefo,"City of West Jordan City Council Meeting - June 24, 2020",streams,"June 24, 2020",https://www.youtube.com/watch?v=w9_mqAOHefo
w7MhY1sqjA0,"City of West Jordan Planning Commission Meeting - June 16, 2020",streams,"June 16, 2020",https://www.youtube.com/watch?v=w7MhY1sqjA0
zbCKgNVP9Vg,"City of West Jordan City Council Meeting - June 10, 2020",streams,"June 10, 2020",https://www.youtube.com/watch?v=zbCKgNVP9Vg
_hAjrnyGySg,"Committee of the Whole Meeting - June 4, 2020",streams,"June 4, 2020",https://www.youtube.com/watch?v=_hAjrnyGySg
mUxvsBgGgSI,"City of West Jordan - Planning Commission Meeting - June 2, 2020",streams,"June 2, 2020",https://www.youtube.com/watch?v=mUxvsBgGgSI
9aEZEuUKwbo,"City of West Jordan City Council Meeting - May 27, 2020",streams,"May 27, 2020",https://www.youtube.com/watch?v=9aEZEuUKwbo
SC2JxCCDZyo,"City of West Jordan Committee of the Whole - March 21, 2020",streams,"March 21, 2020",https://www.youtube.com/watch?v=SC2JxCCDZyo
IcBS9aa8z_E,"Planning Commission Meeting - May 19, 2020",streams,"May 19, 2020",https://www.youtube.com/watch?v=IcBS9aa8z_E
ywIU7rGcJwI,City of West Jordan City Council Meeting - 5-13-2020,streams,,https://www.youtube.com/watch?v=ywIU7rGcJwI
Fg36rc6cOl4,"City of West Jordan Planning Commission Meeting - May 5, 2020",streams,"May 5, 2020",https://www.youtube.com/watch?v=Fg36rc6cOl4
UHDvD43uocs,West Jordan City Council/Planning Commission Workshop,streams,,https://www.youtube.com/watch?v=UHDvD43uocs
e_typTNOkEc,"City of West Jordan Planning Commission April 21, 2020",streams,"April 21, 2020",https://www.youtube.com/watch?v=e_typTNOkEc
JrEYveZatKQ,"West Jordan City Council Work Session - April 16, 2020",streams,"April 16, 2020",https://www.youtube.com/watch?v=JrEYveZatKQ
xAIm96kr_4A,"City of West Jordan City Council Meeting - April 15, 2020",streams,"April 15, 2020",https://www.youtube.com/watch?v=xAIm96kr_4A
dujZJSP1AiE,"City of West Jordan City Council Meeting - April 8, 2020",streams,"April 8, 2020",https://www.youtube.com/watch?v=dujZJSP1AiE
4fKK86fPzBc,"West Jordan City Council Meeting - April 1, 2020",streams,"April 1, 2020",https://www.youtube.com/watch?v=4fKK86fPzBc
Vg3E_5uhVgc,City of West Jordan's City Council Meeting - 03/11/2020,streams,,https://www.youtube.com/watch?v=Vg3E_5uhVgc
CaSbMX9MC2g,"City of West Jordan - City Council Work Session - March 11, 2020",streams,"March 11, 2020",https://www.youtube.com/watch?v=CaSbMX9MC2g
Rar6qQiYEYM,"City of West Jordan - City Council Work Session - March 11, 2020",streams,"March 11, 2020",https://www.youtube.com/watch?v=Rar6qQiYEYM
3eI1KRQjB7Q,"City of West Jordan City Council Work Session - March 5, 2020",streams,"March 5, 2020",https://www.youtube.com/watch?v=3eI1KRQjB7Q
4NW6EAeQh98,"City of West Jordan City Council Work Session - March 5, 2020",streams,"March 5, 2020",https://www.youtube.com/watch?v=4NW6EAeQh98
NHdyHvCUL6w,"City of West Jordan City Planning Commission Meeting  - March 3, 2020",streams,"March 3, 2020",https://www.youtube.com/watch?v=NHdyHvCUL6w
CV_vzewYuog,"City of West Jordan, Utah - City Council Meeting- February 26, 2020",streams,"February 26, 2020",https://www.youtube.com/watch?v=CV_vzewYuog
U1VwuJhptPQ,"City of West Jordan, Utah - City Council Work Session- February 26, 2020",streams,"February 26, 2020",https://www.youtube.com/watch?v=U1VwuJhptPQ
2uAsekykRTY,"City of West Jordan, Utah - Planning Commission Meeting - February 18, 2020",streams,"February 18, 2020",https://www.youtube.com/watch?v=2uAsekykRTY
YqpHlytX5aA,"City of West Jordan, Utah - City Council Meeting - February 12, 2020",streams,"February 12, 2020",https://www.youtube.com/watch?v=YqpHlytX5aA
cN27lssY9XM,"City of West Jordan, Utah - City Council Work Session - February 12, 2020",streams,"February 12, 2020",https://www.youtube.com/watch?v=cN27lssY9XM
-1DGi87w5uc,"City of West Jordan, Utah - Planning Commission - February 4, 2020",streams,"February 4, 2020",https://www.youtube.com/watch?v=-1DGi87w5uc
aQFxaNVVt5U,"City of West Jordan, Utah - LIVE Stream - January 29, 2020",streams,"January 29, 2020",https://www.youtube.com/watch?v=aQFxaNVVt5U
9-0jHMYQy9g,"City of West Jordan, Utah - City Council & Planning Commission - January 29, 2020",streams,"January 29, 2020",https://www.youtube.com/watch?v=9-0jHMYQy9g
mq4vBlX0z3U,"City of West Jordan, Utah - LIVE Stream - January 22, 2020",streams,"January 22, 2020",https://www.youtube.com/watch?v=mq4vBlX0z3U
q-NXpqmxM1w,"City of West Jordan, Utah - City Council - January 22, 2020",streams,"January 22, 2020",https://www.youtube.com/watch?v=q-NXpqmxM1w
5actzqNsIOw,"City of West Jordan, Utah -  Planning Commission - January 21, 2020",streams,"January 21, 2020",https://www.youtube.com/watch?v=5actzqNsIOw
uCczLJl97Is,"City of West Jordan, Utah - LIVE Stream - January 21, 2020",streams,"January 21, 2020",https://www.youtube.com/watch?v=uCczLJl97Is
qj_JHGZ-bpY,"City of West Jordan, Utah - City Council - January 8, 2020",streams,"January 8, 2020",https://www.youtube.com/watch?v=qj_JHGZ-bpY
