date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,word_count
2025-03-04,City Council - Sandy City - 2025-03-04,CityCouncil,https://www.youtube.com/watch?v=xU0cKmf0eDM,xU0cKmf0eDM,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-03-04_city-council.vtt,20246
2025-03-17,City Council on 2025-03-17 6:00 PM - Bucha Sister City Ceremony - Sandy City - 2025-03-17,CityCouncil,https://www.youtube.com/watch?v=_DxHTo6NT8Q,_DxHTo6NT8Q,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-03-17_city-council.vtt,5796
2025-03-18,City Council - Sandy City - 2025-03-18,CityCouncil,https://www.youtube.com/watch?v=BY74A-xBp9Q,BY74A-xBp9Q,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-03-18_city-council.vtt,27772
2025-03-19,City Council Meeting FY 25-26 Budget Preview - Sandy City - 2025-03-19,CityCouncil,https://www.youtube.com/watch?v=rse9MwelXnA,rse9MwelXnA,,https://sandy.openutah.org/,2026-07-05,na,yt-dlp --write-auto-sub (YouTube timedtext),,0
2025-03-25,City Council - Sandy City - 2025-03-25,CityCouncil,https://www.youtube.com/watch?v=HP99nreSc0U,HP99nreSc0U,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-03-25_city-council.vtt,18193
2025-04-01,City Council - Sandy City - 2025-04-01,CityCouncil,https://www.youtube.com/watch?v=9HV3zwQutxA,9HV3zwQutxA,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-04-01_city-council.vtt,24059
2025-04-03,Planning Commission - Sandy City - 2025-04-03,PlanningCommission,https://www.youtube.com/watch?v=_KVQhPgcq4I,_KVQhPgcq4I,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-04-03_planning-commission.vtt,18688
2025-04-15,City Council - Sandy City - 2025-04-15,CityCouncil,https://www.youtube.com/watch?v=YmrzYfIASYE,YmrzYfIASYE,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-04-15_city-council.vtt,15562
2025-04-22,City Council - Sandy City - 2025-04-22,CityCouncil,https://www.youtube.com/watch?v=ptulqYEmSSo,ptulqYEmSSo,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-04-22_city-council.vtt,31788
2025-04-29,City Council - Sandy City - 2025-04-29,CityCouncil,https://www.youtube.com/watch?v=hiVXORTGCF4,hiVXORTGCF4,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-04-29_city-council.vtt,40577
2025-05-02,Planning Commission - Sandy City - 2025-05-02,PlanningCommission,https://www.youtube.com/watch?v=x-RPrAtV9Nc,x-RPrAtV9Nc,,https://sandy.openutah.org/,2026-07-05,na,yt-dlp --write-auto-sub (YouTube timedtext),,0
2025-05-06,City Council - Sandy City - 2025-05-06,CityCouncil,https://www.youtube.com/watch?v=ISV4Cy7DxqY,ISV4Cy7DxqY,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-05-06_city-council.vtt,16822
2025-05-13,City Council - Sandy City - 2025-05-13,CityCouncil,https://www.youtube.com/watch?v=XVB43fHBWLs,XVB43fHBWLs,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-05-13_city-council.vtt,34736
2025-05-20,City Council - Sandy City - 2025-05-20,CityCouncil,https://www.youtube.com/watch?v=EVGluqpRJlk,EVGluqpRJlk,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-05-20_city-council.vtt,47232
2025-06-03,City Council - Sandy City - 2025-06-03,CityCouncil,https://www.youtube.com/watch?v=_rBjS3M69uA,_rBjS3M69uA,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-06-03_city-council.vtt,19401
2025-06-05,Planning Commission - Sandy City - 2025-06-05,PlanningCommission,https://www.youtube.com/watch?v=0g2wDEFdBtU,0g2wDEFdBtU,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-06-05_planning-commission.vtt,10093
2025-06-17,City Council - Sandy City - 2025-06-17,CityCouncil,https://www.youtube.com/watch?v=mHnZU69kOtU,mHnZU69kOtU,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-06-17_city-council.vtt,35090
2025-07-15,City Council - Sandy City - 2025-07-15,CityCouncil,https://www.youtube.com/watch?v=gDZRRO4BQUA,gDZRRO4BQUA,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-07-15_city-council.vtt,19641
2025-07-17,Planning Commission - Sandy City - 2025-07-17,PlanningCommission,https://www.youtube.com/watch?v=mmjVcdgluec,mmjVcdgluec,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-07-17_planning-commission.vtt,14595
2025-07-22,City Council - Sandy City - 2025-07-22,CityCouncil,https://www.youtube.com/watch?v=68RyFhS3D3M,68RyFhS3D3M,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-07-22_city-council.vtt,23516
2025-07-23,Sandy City Council Meeting - Sandy City - 2025-07-23,CityCouncil,https://www.youtube.com/watch?v=CeTyDxdcm7w,CeTyDxdcm7w,,https://sandy.openutah.org/,2026-07-05,na,yt-dlp --write-auto-sub (YouTube timedtext),,0
2025-07-29,City Council - Sandy City - 2025-07-29,CityCouncil,https://www.youtube.com/watch?v=l38pTJRnktY,l38pTJRnktY,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-07-29_city-council.vtt,33965
2025-08-05,City Council - Sandy City - 2025-08-05,CityCouncil,https://www.youtube.com/watch?v=oxuewxSnPlA,oxuewxSnPlA,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-08-05_city-council.vtt,9597
2025-08-07,Planning Commission - Sandy City - 2025-08-07,PlanningCommission,https://www.youtube.com/watch?v=RCCZc0em4bM,RCCZc0em4bM,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-08-07_planning-commission.vtt,12857
2025-09-03,Sandy City Council Meeting - Housing Workshop 3 - Sandy City - 2025-09-03,CityCouncil,https://www.youtube.com/watch?v=v5CljA9Y8BA,v5CljA9Y8BA,,https://sandy.openutah.org/,2026-07-05,na,yt-dlp --write-auto-sub (YouTube timedtext),,0
2025-09-04,Planning Commission - Sandy City - 2025-09-04,PlanningCommission,https://www.youtube.com/watch?v=VHPAPqkkSUY,VHPAPqkkSUY,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-09-04_planning-commission.vtt,7813
2025-09-09,City Council - Sandy City - 2025-09-09,CityCouncil,https://www.youtube.com/watch?v=-9B35U-EMX0,-9B35U-EMX0,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-09-09_city-council.vtt,13222
2025-09-30,City Council - Sandy City - 2025-09-30,CityCouncil,https://www.youtube.com/watch?v=5Tyjn8CYKXY,5Tyjn8CYKXY,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-09-30_city-council.vtt,12499
2025-10-14,City Council - Sandy City - 2025-10-14,CityCouncil,https://www.youtube.com/watch?v=K855Uyoph1s,K855Uyoph1s,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-10-14_city-council.vtt,23572
2025-10-22,City Council - Sandy City - 2025-10-22,CityCouncil,https://www.youtube.com/watch?v=aoDdGf7uI2Y,aoDdGf7uI2Y,,https://sandy.openutah.org/,2026-07-05,na,yt-dlp --write-auto-sub (YouTube timedtext),,0
2025-10-22,City Council - Sandy City - 2025-10-22,CityCouncil,https://www.youtube.com/watch?v=IQ51Y0f5MJg,IQ51Y0f5MJg,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-10-22_city-council-IQ51Y0.vtt,6950
2025-11-06,Planning Commission - Sandy City - 2025-11-06,PlanningCommission,https://www.youtube.com/watch?v=qBv_tx_dA3k,qBv_tx_dA3k,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-11-06_planning-commission.vtt,15764
2025-11-20,Planning Commission - Sandy City - 2025-11-20,PlanningCommission,https://www.youtube.com/watch?v=FX42Taz44BE,FX42Taz44BE,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-11-20_planning-commission.vtt,19495
2025-12-11,Board of Adjustment - Sandy City - 2025-12-11,BoardOfAdjustment,https://www.youtube.com/watch?v=EKo1W2ERu4Q,EKo1W2ERu4Q,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-12-11_board-of-adjustment.vtt,10172
2025-12-16,City Council - Sandy City - 2025-12-16,CityCouncil,https://www.youtube.com/watch?v=uqLtNA1bU-Y,uqLtNA1bU-Y,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-12-16_city-council.vtt,28370
2025-12-17,Sandy City Council Meeting - Sandy City - 2025-12-17,CityCouncil,https://www.youtube.com/watch?v=b_9WIz1QvVk,b_9WIz1QvVk,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2025-12-17_city-council.vtt,10988
2026-01-05,City Council on 2026-01-05 12:00 PM - Sandy City - 2026-01-05,CityCouncil,https://www.youtube.com/watch?v=ML6PiN6YMHc,ML6PiN6YMHc,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-01-05_city-council.vtt,2004
2026-01-06,2026 Sandy City Council Oath of Office Ceremony - Sandy City - 2026-01-06,CityCouncil,https://www.youtube.com/watch?v=f7hcW5vhgxU,f7hcW5vhgxU,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-01-06_city-council.vtt,2145
2026-01-06,City Council on 2026-01-06 5:15 PM - Sandy City - 2026-01-06,CityCouncil,https://www.youtube.com/watch?v=y-eg6KyFN34,y-eg6KyFN34,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-01-06_city-council-y-eg6K.vtt,24790
2026-01-13,City Council on 2026-01-13 5:15 PM - Sandy City - 2026-01-13,CityCouncil,https://www.youtube.com/watch?v=2NygSZoOIeA,2NygSZoOIeA,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-01-13_city-council.vtt,30565
2026-01-15,Planning Commission on 2026-01-15 6:15 PM - Sandy City - 2026-01-15,PlanningCommission,https://www.youtube.com/watch?v=YAG331RP4BM,YAG331RP4BM,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-01-15_planning-commission.vtt,5670
2026-01-20,City Council on 2026-01-20 5:15 PM - Sandy City - 2026-01-20,CityCouncil,https://www.youtube.com/watch?v=-t7Y6i8Ytnc,-t7Y6i8Ytnc,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-01-20_city-council.vtt,47020
2026-01-27,"January 27, 2026 Sandy City Council Budget Priorities Workshop - Sandy City - 2026-01-28",CityCouncil,https://www.youtube.com/watch?v=2XDWfRlDEdI,2XDWfRlDEdI,,https://sandy.openutah.org/,2026-07-05,na,yt-dlp --write-auto-sub (YouTube timedtext),,0
2026-01-27,City Council on 2026-01-27 5:15 PM - *Council Budget Priorities Workshop* - Sandy City - 2026-01-27,CityCouncil,https://www.youtube.com/watch?v=uOzxlDsIKr8,uOzxlDsIKr8,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-01-27_city-council-uOzxlD.vtt,24625
2026-02-05,Planning Commission on 2026-02-05 6:15 PM - Sandy City - 2026-02-05,PlanningCommission,https://www.youtube.com/watch?v=ja9mSM1FdTc,ja9mSM1FdTc,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-02-05_planning-commission.vtt,6106
2026-02-10,City Council on 2026-02-10 5:15 PM - Sandy City - 2026-02-10,CityCouncil,https://www.youtube.com/watch?v=7CH-rup2XLo,7CH-rup2XLo,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-02-10_city-council.vtt,42778
2026-02-12,Board of Adjustment on 2026-02-12 6:30 PM - Sandy City - 2026-02-12,BoardOfAdjustment,https://www.youtube.com/watch?v=5bQ3PSMunsE,5bQ3PSMunsE,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-02-12_board-of-adjustment.vtt,10872
2026-02-17,City Council on 2026-02-17 5:15 PM - Sandy City - 2026-02-17,CityCouncil,https://www.youtube.com/watch?v=l459O2NFHpw,l459O2NFHpw,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-02-17_city-council.vtt,16298
2026-02-19,Planning Commission on 2026-02-19 6:15 PM - Sandy City - 2026-02-19,PlanningCommission,https://www.youtube.com/watch?v=QmAPx2Qd-dE,QmAPx2Qd-dE,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-02-19_planning-commission.vtt,16642
2026-02-24,City Council on 2026-02-24 5:15 PM - Sandy City - 2026-02-24,CityCouncil,https://www.youtube.com/watch?v=iVsZ660ds2g,iVsZ660ds2g,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-02-24_city-council.vtt,12924
2026-03-03,City Council on 2026-03-03 5:15 PM - Sandy City - 2026-03-03,CityCouncil,https://www.youtube.com/watch?v=HT6DX2hnVPU,HT6DX2hnVPU,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-03-03_city-council.vtt,24515
2026-03-05,Planning Commission on 2026-03-05 6:15 PM - Sandy City - 2026-03-05,PlanningCommission,https://www.youtube.com/watch?v=osENY92XOf0,osENY92XOf0,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-03-05_planning-commission.vtt,10243
2026-03-10,City Council on 2026-03-10 5:15 PM - *Amended Agenda* - Sandy City - 2026-03-10,CityCouncil,https://www.youtube.com/watch?v=-AnIC76-cYs,-AnIC76-cYs,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-03-10_city-council.vtt,47137
2026-03-19,Planning Commission on 2026-03-19 6:15 PM - Sandy City - 2026-03-19,PlanningCommission,https://www.youtube.com/watch?v=7wI9nxH61lo,7wI9nxH61lo,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-03-19_planning-commission.vtt,15182
2026-03-24,City Council on 2026-03-24 5:15 PM - Sandy City - 2026-03-24,CityCouncil,https://www.youtube.com/watch?v=ftnSRSsI4SQ,ftnSRSsI4SQ,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-03-24_city-council.vtt,31064
2026-03-31,City Council on 2026-03-31 5:15 PM - *Amended Agenda* - Sandy City - 2026-03-31,CityCouncil,https://www.youtube.com/watch?v=Cd9Wel4_zws,Cd9Wel4_zws,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-03-31_city-council.vtt,26443
2026-04-07,City Council on 2026-04-07 5:15 PM - Sandy City - 2026-04-07,CityCouncil,https://www.youtube.com/watch?v=4fpV94TSwGU,4fpV94TSwGU,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-04-07_city-council.vtt,22702
2026-04-14,City Council on 2026-04-14 5:15 PM - Sandy City - 2026-04-14,CityCouncil,https://www.youtube.com/watch?v=NdmdlFdodQU,NdmdlFdodQU,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-04-14_city-council.vtt,24457
2026-04-14,"April 14, 2026 Sandy City Council Meeting - Sandy City - 2026-04-15",CityCouncil,https://www.youtube.com/watch?v=z_8iWxst_c0,z_8iWxst_c0,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-04-14_city-council-z_8iWx.vtt,24354
2026-04-16,Planning Commission on 2026-04-16 6:15 PM - Sandy City - 2026-04-16,PlanningCommission,https://www.youtube.com/watch?v=bPvCu7CZBmg,bPvCu7CZBmg,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-04-16_planning-commission.vtt,11434
2026-04-16,4/16/2026 PC Meeting - Sandy City - 2026-04-21,PlanningCommission,https://www.youtube.com/watch?v=stuTffZnKRI,stuTffZnKRI,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-04-16_planning-commission-stuTff.vtt,11456
2026-04-21,City Council on 2026-04-21 5:15 PM - Sandy City - 2026-04-21,CityCouncil,https://www.youtube.com/watch?v=IoRXXIMmm-E,IoRXXIMmm-E,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-04-21_city-council.vtt,39590
2026-04-28,"April 28, 2026 Sandy City Council Meeting - Sandy City - 2026-04-29",CityCouncil,https://www.youtube.com/watch?v=GMpJOFCvdUY,GMpJOFCvdUY,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-04-28_city-council.vtt,446
2026-04-28,City Council on 2026-04-28 5:15 PM - Sandy City - 2026-04-28,CityCouncil,https://www.youtube.com/watch?v=ioYq3qe6bWM,ioYq3qe6bWM,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-04-28_city-council-ioYq3q.vtt,40974
2026-05-05,City Council on 2026-05-05 5:15 PM - Sandy City - 2026-05-05,CityCouncil,https://www.youtube.com/watch?v=F3HMHvcK0Ug,F3HMHvcK0Ug,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-05-05_city-council.vtt,53849
2026-05-07,Planning Commission on 2026-05-07 6:15 PM - Sandy City - 2026-05-07,PlanningCommission,https://www.youtube.com/watch?v=bsTKsrXP3UQ,bsTKsrXP3UQ,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-05-07_planning-commission.vtt,13232
2026-05-12,"May 12, 2026 Sandy City Council Meeting - Sandy City - 2026-05-13",CityCouncil,https://www.youtube.com/watch?v=uzo3l8OilFY,uzo3l8OilFY,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-05-12_city-council.vtt,43254
2026-05-12,City Council on 2026-05-12 5:15 PM - Sandy City - 2026-05-12,CityCouncil,https://www.youtube.com/watch?v=VIAEXKFdfsU,VIAEXKFdfsU,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-05-12_city-council-VIAEXK.vtt,42628
2026-05-12,City Council on 2026-05-12 5:15 PM - Sandy City - 2026-05-13,CityCouncil,https://www.youtube.com/watch?v=ZgunjPJccEc,ZgunjPJccEc,,https://sandy.openutah.org/,2026-07-05,na,yt-dlp --write-auto-sub (YouTube timedtext),,0
2026-05-19,City Council on 2026-05-19 5:15 PM - Sandy City - 2026-05-19,CityCouncil,https://www.youtube.com/watch?v=3iSUlUAbFO4,3iSUlUAbFO4,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-05-19_city-council.vtt,17524
2026-05-21,Planning Commission on 2026-05-21 6:15 PM - Sandy City - 2026-05-21,PlanningCommission,https://www.youtube.com/watch?v=BpIN68x9to4,BpIN68x9to4,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-05-21_planning-commission.vtt,16588
2026-05-26,City Council - Sandy City - 2026-05-26,CityCouncil,https://www.youtube.com/watch?v=qVziY1cVKzk,qVziY1cVKzk,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-05-26_city-council.vtt,24722
2026-06-02,City Council - Sandy City - 2026-06-02,CityCouncil,https://www.youtube.com/watch?v=N_A2HL3PwNU,N_A2HL3PwNU,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-06-02_city-council.vtt,34996
2026-06-04,Planning Commission - Sandy City - 2026-06-04,PlanningCommission,https://www.youtube.com/watch?v=iVzb5Moqfqw,iVzb5Moqfqw,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-06-04_planning-commission.vtt,23868
2026-06-09,City Council - Sandy City - 2026-06-09,CityCouncil,https://www.youtube.com/watch?v=9Tr2zgA2fXg,9Tr2zgA2fXg,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-06-09_city-council.vtt,44938
2026-06-16,City Council - Sandy City - 2026-06-16,CityCouncil,https://www.youtube.com/watch?v=u95KpOkE9UQ,u95KpOkE9UQ,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-06-16_city-council.vtt,54325
2026-06-18,Planning Commission - Sandy City - 2026-06-18,PlanningCommission,https://www.youtube.com/watch?v=9YDaPT5ofn0,9YDaPT5ofn0,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-06-18_planning-commission.vtt,6557
2026-06-23,City Council - Sandy City - 2026-06-23,CityCouncil,https://www.youtube.com/watch?v=rejMAqaGXks,rejMAqaGXks,asr,https://sandy.openutah.org/,2026-07-05,caption,yt-dlp --write-auto-sub (YouTube timedtext),raw/2026-06-23_city-council.vtt,14908
