date,date_precision,title,body,url,track_slug,source_url,platform,caption_type,whisper_candidate,notes
2025-09-04,day,"September 4, 2025 Town Council Strategic Planning Retreat",PlanningCommission,https://soundcloud.com/townofalta/september-4-2025-town-council-strategic-planning-retreat,september-4-2025-town-council-strategic-planning-retreat,https://soundcloud.com/townofalta/september-4-2025-town-council-strategic-planning-retreat,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-08-27,day,2025-8-27 Alta Planning Commission Meeting (mp3cut.net),PlanningCommission,https://soundcloud.com/townofalta/2025-8-27-alta-planning-1,2025-8-27-alta-planning-1,https://soundcloud.com/townofalta/2025-8-27-alta-planning-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-08-13,day,"August 13, 2025 Town Council Meeting, Work Session and Public Hearing (1)",Council,https://soundcloud.com/townofalta/2025-8-13_recorder-0100-mp3cutnet-official-1-1,2025-8-13_recorder-0100-mp3cutnet-official-1-1,https://soundcloud.com/townofalta/2025-8-13_recorder-0100-mp3cutnet-official-1-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-08-13,day,"August 13, 2025 Town Council Meeting",Council,https://soundcloud.com/townofalta/sets/august-13-2025-town-council-meeting,august-13-2025-town-council-meeting,https://soundcloud.com/townofalta/sets/august-13-2025-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-08-13,day,2025-8-13_Recorder 0101 (mp3cut.net) OFFICIAL 2,Unknown,https://soundcloud.com/townofalta/2025-8-13_recorder-0101-mp3cutnet-official-2-2,2025-8-13_recorder-0101-mp3cutnet-official-2-2,https://soundcloud.com/townofalta/2025-8-13_recorder-0101-mp3cutnet-official-2-2,soundcloud,none,no,audio only - no captions
2025-07-15,day,"July 15, 2025 APC Meeting Recording (mp3cut.net)",PlanningCommission,https://soundcloud.com/townofalta/july-15-2025-alta-planning-commission-meeting,july-15-2025-alta-planning-commission-meeting,https://soundcloud.com/townofalta/july-15-2025-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-07-09,day,"July 9, 2025 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/sets/july_9_2025_town_council,july_9_2025_town_council,https://soundcloud.com/townofalta/sets/july_9_2025_town_council,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-07-09,day,2025-7-9_Council Mgt (mp3cut.net) OFFICIAL,Council,https://soundcloud.com/townofalta/2025-7-9_council-mgt-mp3cutnet-official-1,2025-7-9_council-mgt-mp3cutnet-official-1,https://soundcloud.com/townofalta/2025-7-9_council-mgt-mp3cutnet-official-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-06-18,day,"June 18, 2025 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/june-18-2025-alta-town-council-meeting,june-18-2025-alta-town-council-meeting,https://soundcloud.com/townofalta/june-18-2025-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-06-04,day,"June 4, 2025 Special Town Council Meeting",Council,https://soundcloud.com/townofalta/june-4-2025-special-town-council-meeting,june-4-2025-special-town-council-meeting,https://soundcloud.com/townofalta/june-4-2025-special-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-05-14,day,"May 14, 2025 Town Council Meeting and Work Session",Council,https://soundcloud.com/townofalta/sets/may-14-2025-town-council-meeting-and-work-session,may-14-2025-town-council-meeting-and-work-session,https://soundcloud.com/townofalta/sets/may-14-2025-town-council-meeting-and-work-session,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-05-07,day,"May 7, 2025 Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/may-7-2025-budget-committee,may-7-2025-budget-committee,https://soundcloud.com/townofalta/may-7-2025-budget-committee,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-04-24,day,"April 24, 2025 Special Town Council Meeting",Council,https://soundcloud.com/townofalta/sets/april-24-2025-special-town-council-meeting,april-24-2025-special-town-council-meeting,https://soundcloud.com/townofalta/sets/april-24-2025-special-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-04-24,day,"April 24, 2025 Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/sets/april-24-2025-budget-committee-meeting,april-24-2025-budget-committee-meeting,https://soundcloud.com/townofalta/sets/april-24-2025-budget-committee-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-04-24,day,"April 24, 2025 Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/25-04-24_budget-committee-mp3cutnet-1,25-04-24_budget-committee-mp3cutnet-1,https://soundcloud.com/townofalta/25-04-24_budget-committee-mp3cutnet-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-04-15,day,"April 15, 2025 Special Town Council Meeting on OLS",Council,https://soundcloud.com/townofalta/250415_0091-mp3cutnet-2,250415_0091-mp3cutnet-2,https://soundcloud.com/townofalta/250415_0091-mp3cutnet-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-04-15,day,"April 15, 2025 Special Town Council Meeting on OLS",Council,https://soundcloud.com/townofalta/sets/april-15-2025-special-town-council-meeting-on-ols,april-15-2025-special-town-council-meeting-on-ols,https://soundcloud.com/townofalta/sets/april-15-2025-special-town-council-meeting-on-ols,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-04-09,day,"April 9, 2025 Alta Town Council Part 2",Council,https://soundcloud.com/townofalta/april-9-2025-alta-town-council-part-2,april-9-2025-alta-town-council-part-2,https://soundcloud.com/townofalta/april-9-2025-alta-town-council-part-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-04-09,day,"April 9, 2025 Alta Town Council Part 1",Council,https://soundcloud.com/townofalta/2025-04-09_town-council-part-1-mp3cutnet-1,2025-04-09_town-council-part-1-mp3cutnet-1,https://soundcloud.com/townofalta/2025-04-09_town-council-part-1-mp3cutnet-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-04-09,day,"April 9, 2025 Alta Town Council Part 1",Council,https://soundcloud.com/townofalta/sets/april-9-2025-alta-town-council-part-1,april-9-2025-alta-town-council-part-1,https://soundcloud.com/townofalta/sets/april-9-2025-alta-town-council-part-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-04-02,day,"April 2, 2025 Special Town Council Meeting",Council,https://soundcloud.com/townofalta/april-2-2025-special-town-council-meeting,april-2-2025-special-town-council-meeting,https://soundcloud.com/townofalta/april-2-2025-special-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-03-26,day,"March 26, 2025 Planning Commission Meeting Minutes (mp3cut.net)",PlanningCommission,https://soundcloud.com/townofalta/march-26-2025-alta-planning-commission-meeting,march-26-2025-alta-planning-commission-meeting,https://soundcloud.com/townofalta/march-26-2025-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-03-12,day,"March 12, 2025 Town Council Meeting and Public Hearing",Council,https://soundcloud.com/townofalta/sets/65ba9078-bf9d-40aa-8dd4-5bff73bc290d,65ba9078-bf9d-40aa-8dd4-5bff73bc290d,https://soundcloud.com/townofalta/sets/65ba9078-bf9d-40aa-8dd4-5bff73bc290d,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-03-12,day,"March 12, 2025 Town Council Meeting and Public Hearing",Council,https://soundcloud.com/townofalta/sets/march-12-2025-town-council-meeting-and-public-hearing,march-12-2025-town-council-meeting-and-public-hearing,https://soundcloud.com/townofalta/sets/march-12-2025-town-council-meeting-and-public-hearing,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-03-12,day,"March 12, 2025 Town Council Meeting",Council,https://soundcloud.com/townofalta/gmt20250312-215951_recording,gmt20250312-215951_recording,https://soundcloud.com/townofalta/gmt20250312-215951_recording,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-03-12,day,"March 12, 2025 Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/sets/march-12-2025-budget-committee-meeting,march-12-2025-budget-committee-meeting,https://soundcloud.com/townofalta/sets/march-12-2025-budget-committee-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-03-12,day,"March 12, 2025 Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/250312_budget-committee,250312_budget-committee,https://soundcloud.com/townofalta/250312_budget-committee,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-03-04,day,"March 4, 2025 Special Town Council Meeting - Session 2",Council,https://soundcloud.com/townofalta/march-4-2025-special-town-council-meeting-session-2,march-4-2025-special-town-council-meeting-session-2,https://soundcloud.com/townofalta/march-4-2025-special-town-council-meeting-session-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-03-04,day,"March 4, 2025 Special Council Meeting - Session 1",Council,https://soundcloud.com/townofalta/march-4-2025-special-council-meeting-session-1,march-4-2025-special-council-meeting-session-1,https://soundcloud.com/townofalta/march-4-2025-special-council-meeting-session-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-02-26,day,"February 26, 2025 Alta Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/february-26-2025-alta-planning-commission-meeting,february-26-2025-alta-planning-commission-meeting,https://soundcloud.com/townofalta/february-26-2025-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-02-14,day,"February 14, 2025 Emergency Town Council Meeting - Session 2",Council,https://soundcloud.com/townofalta/february-14-2025-emergency-town-council-meeting-session-2,february-14-2025-emergency-town-council-meeting-session-2,https://soundcloud.com/townofalta/february-14-2025-emergency-town-council-meeting-session-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-02-14,day,"February 14, 2025 Emergency Town Council Meeting - Session 1",Council,https://soundcloud.com/townofalta/february-14-2025-emergency-town-council-meeting-session-1,february-14-2025-emergency-town-council-meeting-session-1,https://soundcloud.com/townofalta/february-14-2025-emergency-town-council-meeting-session-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-02-12,day,"February 12, 2025 Town Council Meeting (2 of 2)",Council,https://soundcloud.com/townofalta/february-12-2025-town-council-meeting-2-of-2,february-12-2025-town-council-meeting-2-of-2,https://soundcloud.com/townofalta/february-12-2025-town-council-meeting-2-of-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-02-12,day,"February 12, 2025 Alta Town Council Meeting (1 of 2)",Council,https://soundcloud.com/townofalta/sets/february-12-2025-alta-town-council-meeting-1-of-2,february-12-2025-alta-town-council-meeting-1-of-2,https://soundcloud.com/townofalta/sets/february-12-2025-alta-town-council-meeting-1-of-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-02-12,day,"February 12, 2025 Alta Town Council Meeting  (1 of 2)",Council,https://soundcloud.com/townofalta/sets/b33f739d-e521-48f6-9973-a2f7da582984,b33f739d-e521-48f6-9973-a2f7da582984,https://soundcloud.com/townofalta/sets/b33f739d-e521-48f6-9973-a2f7da582984,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-01-22,day,"January 22, 2025 Alta Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/january-22-2025-alta-planning-commission-meeting,january-22-2025-alta-planning-commission-meeting,https://soundcloud.com/townofalta/january-22-2025-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-01-09,day,"January 9, 2025 Town Council Retreat Session 2",Council,https://soundcloud.com/townofalta/january-9-2025-town-council-retreat-session-2,january-9-2025-town-council-retreat-session-2,https://soundcloud.com/townofalta/january-9-2025-town-council-retreat-session-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-01-09,day,"January 9, 2025 Town Council Retreat Session 1 continued",Council,https://soundcloud.com/townofalta/250109-0071-session-1-continued-mp3cutnet,250109-0071-session-1-continued-mp3cutnet,https://soundcloud.com/townofalta/250109-0071-session-1-continued-mp3cutnet,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-01-09,day,"January 9, 2025 Town Council Retreat Session 1",Council,https://soundcloud.com/townofalta/january-9-2025-town-council-retreat-session-1,january-9-2025-town-council-retreat-session-1,https://soundcloud.com/townofalta/january-9-2025-town-council-retreat-session-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-01-08,day,"January 8, 2025 Town Council Meeting",Council,https://soundcloud.com/townofalta/sets/january-8-2025-town-council-meeting,january-8-2025-town-council-meeting,https://soundcloud.com/townofalta/sets/january-8-2025-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2025-01-08,day,"January 8, 2025 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/2025-1-8_council-meeting,2025-1-8_council-meeting,https://soundcloud.com/townofalta/2025-1-8_council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-12-18,day,"December 18, 2024 Planning Commission Recording Audio",PlanningCommission,https://soundcloud.com/townofalta/december-18-2024-planning-commission-recording-audio,december-18-2024-planning-commission-recording-audio,https://soundcloud.com/townofalta/december-18-2024-planning-commission-recording-audio,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-12-11,day,"December 11, 2024 Town Council Meeting and Public Hearing",Council,https://soundcloud.com/townofalta/sets/december-11-2024-town-council-meeting-and-public-hearing,december-11-2024-town-council-meeting-and-public-hearing,https://soundcloud.com/townofalta/sets/december-11-2024-town-council-meeting-and-public-hearing,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-12-11,day,"December 11, 2024 Town Council Meeting",Council,https://soundcloud.com/townofalta/2024-12-11_town-council-mgt,2024-12-11_town-council-mgt,https://soundcloud.com/townofalta/2024-12-11_town-council-mgt,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-11-13,day,"November 13, 2024 Alta Town Council Meeting, Public Hearing and Work Session (part 1 of 2))",Council,https://soundcloud.com/townofalta/sets/november-13-2024-alta-town-council-meeting-public-hearing-and-work-session-part-1-of-2,november-13-2024-alta-town-council-meeting-public-hearing-and-work-session-part-1-of-2,https://soundcloud.com/townofalta/sets/november-13-2024-alta-town-council-meeting-public-hearing-and-work-session-part-1-of-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-11-13,day,"November 13, 2024 Alta Town Council Meeting, Public Hearing & Work Session (part 2 of 2)",Council,https://soundcloud.com/townofalta/november-13-2024-alta-town-council-meeting-public-hearing-work-session-part-2-of-2,november-13-2024-alta-town-council-meeting-public-hearing-work-session-part-2-of-2,https://soundcloud.com/townofalta/november-13-2024-alta-town-council-meeting-public-hearing-work-session-part-2-of-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-11-13,day,"November 13, 2024 Alta Town Council Meeting, Public Hearing & Work Session (part 1 of 2)",Council,https://soundcloud.com/townofalta/241113_recording-part-1-mp3cut,241113_recording-part-1-mp3cut,https://soundcloud.com/townofalta/241113_recording-part-1-mp3cut,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-11-07,day,"November 7, 2024 Budget Meeting",BudgetCommittee,https://soundcloud.com/townofalta/2024-11-7-budget-mgt-recorder,2024-11-7-budget-mgt-recorder,https://soundcloud.com/townofalta/2024-11-7-budget-mgt-recorder,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-11-07,day,"November 7, 2024 Budget Committee Meeting",BudgetCommittee,https://soundcloud.com/townofalta/sets/november-7-2024-budget-committee-meeting,november-7-2024-budget-committee-meeting,https://soundcloud.com/townofalta/sets/november-7-2024-budget-committee-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-10-09,day,"October 9, 2024 Public Hearing and Town Council Meeting",Council,https://soundcloud.com/townofalta/2024-10-09-town-council-meeting-recorder-mp3cutnet,2024-10-09-town-council-meeting-recorder-mp3cutnet,https://soundcloud.com/townofalta/2024-10-09-town-council-meeting-recorder-mp3cutnet,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-09-11,day,"September 11, 2024 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/september-11-2024-alta-town-council-meeting,september-11-2024-alta-town-council-meeting,https://soundcloud.com/townofalta/september-11-2024-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-08-28,day,"August 28, 2024 Alta Planning Commission Meeting",PlanningCommission,https://soundcloud.com/townofalta/august-28-2024-alta-planning-commission-meeting,august-28-2024-alta-planning-commission-meeting,https://soundcloud.com/townofalta/august-28-2024-alta-planning-commission-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-08-14,day,"August 14, 2024 Alta Town Council Meeting",Council,https://soundcloud.com/townofalta/august-14-2024-alta-town-council-meeting,august-14-2024-alta-town-council-meeting,https://soundcloud.com/townofalta/august-14-2024-alta-town-council-meeting,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-07-10,day,"July 10, 2024 Alta Town Council Meeting Audio Part 2 (Adjournment)",Council,https://soundcloud.com/townofalta/july-10-2024-alta-town-council-meeting-audio-part-2-adjournment,july-10-2024-alta-town-council-meeting-audio-part-2-adjournment,https://soundcloud.com/townofalta/july-10-2024-alta-town-council-meeting-audio-part-2-adjournment,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-07-10,day,"July 10, 2024 Alta Town Council Meeting - Part 1",Council,https://soundcloud.com/townofalta/july-10-2024-alta-town-council-meeting-part-1,july-10-2024-alta-town-council-meeting-part-1,https://soundcloud.com/townofalta/july-10-2024-alta-town-council-meeting-part-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-06-20,day,"June 20, 2024 Alta Town Council Meeting and Public Hearings (Zoom Audio - Cut)",Council,https://soundcloud.com/townofalta/june-20-2024-alta-town-council,june-20-2024-alta-town-council,https://soundcloud.com/townofalta/june-20-2024-alta-town-council,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-05-22,day,"May 22, 2024 Planning Commission Meeting Audio",PlanningCommission,https://soundcloud.com/townofalta/may-22-2024-planning-commission-meeting-audio,may-22-2024-planning-commission-meeting-audio,https://soundcloud.com/townofalta/may-22-2024-planning-commission-meeting-audio,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-05-08,day,"May 8, 2024 Alta Town Council Meeting Part 2",Council,https://soundcloud.com/townofalta/may-8-2024-alta-town-council-meeting-part-2,may-8-2024-alta-town-council-meeting-part-2,https://soundcloud.com/townofalta/may-8-2024-alta-town-council-meeting-part-2,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-05-08,day,"May 8, 2024 Alta Town Council Meeting Part 1",Council,https://soundcloud.com/townofalta/may-8-2024-alta-town-council-meeting-part-1,may-8-2024-alta-town-council-meeting-part-1,https://soundcloud.com/townofalta/may-8-2024-alta-town-council-meeting-part-1,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
2024-04-29,day,"April 29, 2024 Budget Committee Meeting (Audio)",BudgetCommittee,https://soundcloud.com/townofalta/april-29-2024-budget-committee-meeting-audio,april-29-2024-budget-committee-meeting-audio,https://soundcloud.com/townofalta/april-29-2024-budget-committee-meeting-audio,soundcloud,none,yes,audio only - no captions; Whisper transcription candidate
