date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,extraction_method,path,platform,tab,duration_sec,stored,captions_available,date_source,date_precision,title_raw
2024-08-28,"Alta Planning Commission: August 28, 2024",PlanningCommission,https://www.youtube.com/watch?v=OZVeFY_gGXM,OZVeFY_gGXM,asr,https://www.youtube.com/watch?v=OZVeFY_gGXM,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2024-08-28_OZVeFY_gGXM.en.vtt,youtube,stream,5042,yes,asr,title,day,"Alta Planning Commission: August 28, 2024"
2024-08-14,"August 14, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=Bh8wYSKA4F0,Bh8wYSKA4F0,asr,https://www.youtube.com/watch?v=Bh8wYSKA4F0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,3890,no,asr,title,day,"August 14, 2024 Alta Town Council Meeting"
2024-07-10,"July 10, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=XpBU64JwMrk,XpBU64JwMrk,asr,https://www.youtube.com/watch?v=XpBU64JwMrk,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,178,no,asr,title,day,"July 10, 2024 Alta Town Council Meeting"
2024-07-10,"July 10, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=SJq7iVVxb6A,SJq7iVVxb6A,asr,https://www.youtube.com/watch?v=SJq7iVVxb6A,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4697,no,asr,title,day,"July 10, 2024 Alta Town Council Meeting"
2024-06-20,"June 20, 2024 Alta Town Council Meeting and Public Hearings",Council,https://www.youtube.com/watch?v=uI1YRjLMiMw,uI1YRjLMiMw,asr,https://www.youtube.com/watch?v=uI1YRjLMiMw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,8558,no,asr,title,day,"June 20, 2024 Alta Town Council Meeting and Public Hearings"
2024-05-22,"May 22, 2024 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=pcOKA1HHzio,pcOKA1HHzio,asr,https://www.youtube.com/watch?v=pcOKA1HHzio,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6054,no,asr,title,day,"May 22, 2024 Alta Planning Commission Meeting"
2024-05-22,Alta Planning Commission,PlanningCommission,https://www.youtube.com/watch?v=qqbnKwOTx6s,qqbnKwOTx6s,asr,https://www.youtube.com/watch?v=qqbnKwOTx6s,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,1985,no,asr,release_timestamp(Denver),day,Alta Planning Commission
2024-05-08,"May 8, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=Ev2zYwLwsYY,Ev2zYwLwsYY,asr,https://www.youtube.com/watch?v=Ev2zYwLwsYY,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,137,no,asr,title,day,"May 8, 2024 Alta Town Council Meeting"
2024-05-08,"May 8, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=JAkWTUGdSA0,JAkWTUGdSA0,asr,https://www.youtube.com/watch?v=JAkWTUGdSA0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,8991,no,asr,title,day,"May 8, 2024 Alta Town Council Meeting"
2024-05-03,"May 3, 2024 Alta Dog License Drawing",Other,https://www.youtube.com/watch?v=aRUItVsiRR0,aRUItVsiRR0,asr,https://www.youtube.com/watch?v=aRUItVsiRR0,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,1200,no,asr,title,day,"May 3, 2024 Alta Dog License Drawing"
2024-04-29,Budget Committee Meeting #3,BudgetCommittee,https://www.youtube.com/watch?v=c7yWkQ2Zwhs,c7yWkQ2Zwhs,asr,https://www.youtube.com/watch?v=c7yWkQ2Zwhs,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6710,no,asr,release_timestamp(Denver),day,Budget Committee Meeting #3
2024-04-24,Alta Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=PmJ2izFjgYw,PmJ2izFjgYw,asr,https://www.youtube.com/watch?v=PmJ2izFjgYw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6003,no,asr,release_timestamp(Denver),day,Alta Planning Commission Meeting
2024-04-24,Alta Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=HYvyCad33gg,HYvyCad33gg,asr,https://www.youtube.com/watch?v=HYvyCad33gg,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,47,no,asr,release_timestamp(Denver),day,Alta Planning Commission Meeting
2024-04-24,Alta Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=QseuXaQvzOc,QseuXaQvzOc,asr,https://www.youtube.com/watch?v=QseuXaQvzOc,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,37,no,asr,release_timestamp(Denver),day,Alta Planning Commission Meeting
2024-04-24,Alta Planning Commission Meeting,PlanningCommission,https://www.youtube.com/watch?v=xaWmJbHu5Cw,xaWmJbHu5Cw,asr,https://www.youtube.com/watch?v=xaWmJbHu5Cw,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,91,no,asr,release_timestamp(Denver),day,Alta Planning Commission Meeting
2024-04-16,"April 16, 2024 Budget Committee Meeting #2",BudgetCommittee,https://www.youtube.com/watch?v=l6L61rm-9oA,l6L61rm-9oA,asr,https://www.youtube.com/watch?v=l6L61rm-9oA,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,8014,no,asr,title,day,"April 16, 2024 Budget Committee Meeting #2"
2024-04-10,"April 10, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=sn9Bs3Ox8KE,sn9Bs3Ox8KE,asr,https://www.youtube.com/watch?v=sn9Bs3Ox8KE,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,8618,no,asr,title,day,"April 10, 2024 Alta Town Council Meeting"
2024-04-10,"April 10, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=8i-yeTnJ7ZQ,8i-yeTnJ7ZQ,asr,https://www.youtube.com/watch?v=8i-yeTnJ7ZQ,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,12,no,asr,title,day,"April 10, 2024 Alta Town Council Meeting"
2024-03-29,Budget Committee Meeting #1,BudgetCommittee,https://www.youtube.com/watch?v=p8hAbkuK8fs,p8hAbkuK8fs,asr,https://www.youtube.com/watch?v=p8hAbkuK8fs,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,6163,no,asr,release_timestamp(Denver),day,Budget Committee Meeting #1
2024-03-27,"March 27, 2024 Alta Planning Commmssion Meeting",PlanningCommission,https://www.youtube.com/watch?v=cdCs2pi557I,cdCs2pi557I,asr,https://www.youtube.com/watch?v=cdCs2pi557I,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,4112,no,asr,title,day,"March 27, 2024 Alta Planning Commmssion Meeting"
2024-03-13,"March 13, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=nS1Awia1Mnc,nS1Awia1Mnc,asr,https://www.youtube.com/watch?v=nS1Awia1Mnc,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,211,no,asr,title,day,"March 13, 2024 Alta Town Council Meeting"
2024-03-13,"March 13, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=lt3RpYol7jQ,lt3RpYol7jQ,asr,https://www.youtube.com/watch?v=lt3RpYol7jQ,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,2341,no,asr,title,day,"March 13, 2024 Alta Town Council Meeting"
2024-03-05,"March 5, 2024 Special Town Council Meeting",Council,https://www.youtube.com/watch?v=BvlmMuHjSBM,BvlmMuHjSBM,asr,https://www.youtube.com/watch?v=BvlmMuHjSBM,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5421,no,asr,title,day,"March 5, 2024 Special Town Council Meeting"
2024-02-27,"February 27, 2024 Alta Planning Commission Meeting",PlanningCommission,https://www.youtube.com/watch?v=A0n7qZVuNaA,A0n7qZVuNaA,asr,https://www.youtube.com/watch?v=A0n7qZVuNaA,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,5553,no,asr,title,day,"February 27, 2024 Alta Planning Commission Meeting"
2024-02-14,"February 14, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=PJYpGOD1qos,PJYpGOD1qos,asr,https://www.youtube.com/watch?v=PJYpGOD1qos,2026-07-13,na,flat-playlist catalog (caption not downloaded),,youtube,stream,9810,no,asr,title,day,"February 14, 2024 Alta Town Council Meeting"
2024-01-10,"January 10, 2024 Alta Town Council Meeting",Council,https://www.youtube.com/watch?v=8lRQNvj_SUg,8lRQNvj_SUg,asr,https://www.youtube.com/watch?v=8lRQNvj_SUg,2026-07-13,caption,yt-dlp --write-auto-sub (en) + vtt-clean -> text/<date>.md,raw/2024-01-10_8lRQNvj_SUg.en.vtt,youtube,stream,8273,yes,asr,title,day,"January 10, 2024 Alta Town Council Meeting"
