week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2021-04-28,2021-04-22,0,1,4,0,city council meeting regular
2021-05-12,2021-05-06,0,2,13,0,city council meeting regular; city council special session
2021-05-26,2021-05-20,0,1,11,0,city council meeting regular
2021-06-09,2021-06-03,0,1,10,0,joint and regular city council meeting
2021-06-23,2021-06-17,0,1,20,0,city council meeting regular
2021-07-07,2021-07-01,0,1,3,0,43465
2021-07-14,2021-07-08,0,1,3,0,city council meeting
2021-07-28,2021-07-22,0,1,4,0,city council meeting
2021-08-11,2021-08-05,0,1,18,2,city council meeting regular
2021-08-25,2021-08-19,0,1,6,0,city council meeting regular
2021-09-08,2021-09-02,0,1,8,0,city council meeting regular
2021-09-22,2021-09-16,0,1,6,0,city council meeting
2021-10-13,2021-10-07,0,1,15,0,city council meeting
2021-10-27,2021-10-21,0,1,5,0,city council regular
2021-11-10,2021-11-04,0,1,4,0,city council meeting
2021-11-17,2021-11-11,0,1,2,0,city council special session
2021-12-01,2021-11-25,0,1,0,0,city council special session
2021-12-08,2021-12-02,0,1,15,1,city council regular
2022-01-05,2021-12-30,0,1,2,0,city council special session
2022-01-12,2022-01-06,0,1,11,0,city council regular
2022-01-26,2022-01-20,0,1,4,1,city council meeting regular
2022-02-09,2022-02-03,0,1,11,0,city council meeting regular
2022-02-23,2022-02-17,0,1,7,0,city council meeting regular
2022-03-02,2022-02-24,0,1,0,0,city council planning retreat
2022-03-09,2022-03-03,0,1,11,0,city council meeting
2022-03-23,2022-03-17,0,1,10,1,city council meeting
2022-04-13,2022-04-07,0,1,11,0,city council meeting
2022-04-27,2022-04-21,0,1,10,2,city council meeting
2022-05-11,2022-05-05,0,2,15,0,city council executive luncheon; city council meeting
2022-05-25,2022-05-19,0,1,13,1,city council meeting
2022-06-15,2022-06-09,0,1,10,0,city council special session
2022-06-29,2022-06-23,0,1,29,0,city council special session
2022-07-13,2022-07-07,0,1,14,1,city council meeting
2022-07-20,2022-07-14,0,1,1,0,city council work session
2022-07-27,2022-07-21,0,1,10,0,city council meeting
2022-08-10,2022-08-04,0,1,8,0,city council meeting
2022-08-24,2022-08-18,0,1,15,0,city council meeting
2022-09-14,2022-09-08,0,1,12,0,city council meeting
2022-09-28,2022-09-22,0,1,11,0,city council meeting
2022-10-12,2022-10-06,0,1,4,0,city council meeting
2022-10-26,2022-10-20,0,1,9,0,city council meeting joint work and regular session
2022-11-09,2022-11-03,0,1,7,0,city council meeting
2022-12-14,2022-12-08,0,1,14,0,city council meeting
2023-01-11,2023-01-05,0,1,10,0,city council meeting
2023-01-25,2023-01-19,0,1,16,0,city council meeting
2023-02-08,2023-02-02,0,1,10,0,city council meeting
2023-02-15,2023-02-09,0,1,0,0,city council meeting planning retreat
2023-02-22,2023-02-16,0,1,22,0,city council meeting
2023-03-08,2023-03-02,0,1,13,0,city council meeting
2023-03-22,2023-03-16,0,1,7,0,city council meeting
2023-04-12,2023-04-06,0,1,11,1,city council meeting
2023-04-26,2023-04-20,0,1,17,1,city council meeting
2023-05-03,2023-04-27,0,1,3,0,city council special session
2023-05-24,2023-05-18,0,1,13,0,city council meeting
2023-06-14,2023-06-08,0,1,13,1,city council meeting
2023-06-28,2023-06-22,0,2,16,0,city council meeting; city council town hall meeting
2023-07-12,2023-07-06,0,1,5,0,city council meeting
2023-07-26,2023-07-20,0,1,6,0,city council meeting
2023-08-09,2023-08-03,0,1,9,0,city council meeting
2023-08-30,2023-08-24,0,1,9,1,city council special session
2023-09-13,2023-09-07,0,1,3,0,city council meeting
2023-09-27,2023-09-21,0,1,7,0,city council meeting
2023-10-11,2023-10-05,0,1,2,0,city council meeting
2023-10-25,2023-10-19,0,2,18,0,city council meeting; city council special session
2023-11-08,2023-11-02,0,1,12,0,city council meeting
2023-12-06,2023-11-30,0,1,9,0,city council special session
2023-12-13,2023-12-07,0,1,27,0,city council meeting
2023-12-27,2023-12-21,0,1,14,1,city council meeting special session
2024-01-10,2024-01-04,0,1,5,0,city council meeting
2024-01-24,2024-01-18,0,1,10,2,city council meeting
2024-02-07,2024-02-01,0,1,0,0,975
2024-02-21,2024-02-15,0,1,5,0,city council special session
2024-03-13,2024-03-07,0,1,11,1,city council meeting
2024-03-27,2024-03-21,0,1,6,0,city council meeting
2024-04-10,2024-04-04,0,1,10,0,city council meeting
2024-04-24,2024-04-18,0,1,14,0,city council meeting
2024-05-08,2024-05-02,0,2,11,3,city council joint special session; city council meeting
2024-05-22,2024-05-16,0,1,7,0,city council meeting
2024-06-12,2024-06-06,0,1,2,0,77479
2024-06-19,2024-06-13,0,1,3,0,special session
2024-06-26,2024-06-20,0,1,13,7,city council meeting
2024-07-10,2024-07-04,0,1,4,0,city council meeting
2024-08-07,2024-08-01,0,1,2,0,city council special session
2024-08-14,2024-08-08,0,2,5,1,city council meeting; city wide open house
2024-08-28,2024-08-22,0,2,12,1,city council meeting; redevelopment agency board meeting
2024-09-25,2024-09-19,0,1,4,0,city council meeting
2024-10-09,2024-10-03,0,1,0,0,city council meeting
2024-11-13,2024-11-07,0,2,0,0,city council meeting; parking work session
2024-11-20,2024-11-14,0,1,1,1,city council meeting special session
2024-12-11,2024-12-05,0,1,11,3,city council meeting
2025-01-15,2025-01-09,0,2,5,0,city council meeting special session
2025-01-29,2025-01-23,0,2,9,2,city council special session; redevelopment agency board meeting
2025-02-12,2025-02-06,0,2,7,0,city council meeting; redevelopment agency board meeting
2025-02-19,2025-02-13,0,1,0,0,city council budget retreat
2025-02-26,2025-02-20,0,3,11,2,city council meeting; city council special session; redevelopment agency board meeting
2025-03-12,2025-03-06,0,2,7,1,city council fy26 budget work session; city council meeting
2025-03-26,2025-03-20,0,1,8,0,city council meeting
2025-04-09,2025-04-03,0,1,2,1,city council meeting special session
2025-04-23,2025-04-17,0,1,1,1,city council special session
2025-04-30,2025-04-24,0,2,9,2,city council special session; redevelopment agency board meeting
2025-05-14,2025-05-08,0,2,18,0,city council meeting; redevelopment agency board meeting
2025-05-28,2025-05-22,0,2,15,0,city council meeting; redevelopment agency board meeting
2025-06-11,2025-06-05,0,2,9,0,city council meeting; redevelopment agency board meeting
2025-06-25,2025-06-19,0,2,15,5,city council meeting; redevelopment agency board meeting
2025-07-09,2025-07-03,0,1,5,0,city council meeting
2025-07-23,2025-07-17,0,1,5,2,city council meeting
2025-08-13,2025-08-07,0,1,10,1,city council meeting
2025-08-27,2025-08-21,0,1,6,0,city council special session
2025-09-24,2025-09-18,0,1,10,1,city council meeting
2025-10-08,2025-10-02,0,1,9,3,city council meeting
2025-10-22,2025-10-16,0,1,8,2,city council meeting
2026-01-14,2026-01-08,0,1,6,0,city council meeting
2026-01-21,2026-01-15,0,1,2,0,city council meeting special seccion
2026-01-28,2026-01-22,0,1,7,1,city council meeting
2026-02-04,2026-01-29,0,1,2,0,city council meeting special session
2026-02-11,2026-02-05,0,1,3,0,city council meeting
2026-02-18,2026-02-12,0,1,0,0,city council meeting
2026-02-25,2026-02-19,0,1,8,0,city council meeting
2026-03-04,2026-02-26,0,1,0,0,city council work session
2026-03-18,2026-03-12,0,1,1,0,city council work session
2026-04-01,2026-03-26,0,2,4,0,city council meeting special session; special city council
2026-04-15,2026-04-09,0,1,3,0,city council meeting
2026-04-22,2026-04-16,0,1,0,0,city council work session
2026-04-29,2026-04-23,0,1,5,0,city council meeting
2026-05-06,2026-04-30,0,1,2,0,city council work meeting
2026-05-13,2026-05-07,0,2,0,0,46365; 497
2026-06-10,2026-06-04,0,1,9,0,city council meeting
