week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2025-03-12,2025-03-06,0,1,8,1,council_RC
2025-03-26,2025-03-20,0,1,10,3,council_RC
2025-04-02,2025-03-27,0,1,4,0,council_RC
2025-04-23,2025-04-17,0,1,11,0,council_RC
2025-05-14,2025-05-08,0,2,11,0,council_RC; rda_RC
2025-05-28,2025-05-22,0,2,14,0,council_RC; rda_RC
2025-06-11,2025-06-05,0,2,20,0,council_RC; rda_RC
2025-07-09,2025-07-03,0,1,8,0,council_RC
2025-07-23,2025-07-17,0,1,13,1,council_RC
2025-08-13,2025-08-07,0,1,10,0,council_RC
2025-08-27,2025-08-21,0,2,10,0,council_RC; rda_RC
2025-09-10,2025-09-04,0,1,3,0,council_RC
2025-10-15,2025-10-09,0,1,6,0,council_RC
2025-10-29,2025-10-23,0,1,7,0,council_RC
2025-11-12,2025-11-06,0,2,10,0,council_RC; rda_RC
2025-12-10,2025-12-04,0,2,9,1,council_RC; rda_RC
2026-01-14,2026-01-08,0,3,6,0,council_RC; council_WM; rda_RC
2026-01-28,2026-01-22,0,1,8,0,council_RC
2026-02-11,2026-02-05,0,1,3,0,council_RC
2026-02-25,2026-02-19,0,1,4,0,council_RC
2026-03-11,2026-03-05,0,1,5,0,council_RC
2026-03-25,2026-03-19,0,1,5,0,council_RC
2026-04-15,2026-04-09,0,1,3,0,council_RC
2026-04-29,2026-04-23,0,1,8,0,council_RC
2026-05-13,2026-05-07,0,1,10,0,council_RC
2026-05-27,2026-05-21,0,2,12,5,council_RC; rda_RC
2026-06-10,2026-06-04,0,2,11,0,council_RC; rda_RC
2026-06-17,2026-06-11,0,2,19,3,council_RC; rda_RC
2026-07-08,2026-07-02,0,1,3,0,council_RC
