date,year,title,slug,body,path,source,source_url,notice_url,pmn_body_id,pmn_file_id,retrieved_date,format,extraction_method,doc_kind,pmn_label
2020-01-08,2020,Planning Commission Report of Action - Item 3,pc_2020-01-08_item3_563813,PlanningCommission,raw/pc_2020-01-08_item3_563813.pdf,utah_pmn,https://www.utah.gov/pmn/files/563813.pdf,https://www.utah.gov/pmn/sitemap/notice/578289.html,1662,563813,2026-07-03,text,pdftotext-layout,roa,"PC ROA Jan. 8, 2020 - Item 3.pdf"
2020-01-08,2020,Planning Commission Report of Action - Item 6,pc_2020-01-08_item6_563815,PlanningCommission,raw/pc_2020-01-08_item6_563815.pdf,utah_pmn,https://www.utah.gov/pmn/files/563815.pdf,https://www.utah.gov/pmn/sitemap/notice/578289.html,1662,563815,2026-07-03,text,pdftotext-layout,roa,"PC ROA Jan. 8, 2020 - Item 6.pdf"
2020-01-22,2020,Planning Commission Report of Action - Item 1,pc_2020-01-22_item1_568317,PlanningCommission,raw/pc_2020-01-22_item1_568317.pdf,utah_pmn,https://www.utah.gov/pmn/files/568317.pdf,https://www.utah.gov/pmn/sitemap/notice/581613.html,1662,568317,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 01.22.20.pdf
2020-01-22,2020,Planning Commission Report of Action - Item 2,pc_2020-01-22_item2_568319,PlanningCommission,raw/pc_2020-01-22_item2_568319.pdf,utah_pmn,https://www.utah.gov/pmn/files/568319.pdf,https://www.utah.gov/pmn/sitemap/notice/581613.html,1662,568319,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 01.22.20.pdf
2020-02-12,2020,Planning Commission Report of Action - Item 1,pc_2020-02-12_item1_576291,PlanningCommission,raw/pc_2020-02-12_item1_576291.pdf,utah_pmn,https://www.utah.gov/pmn/files/576291.pdf,https://www.utah.gov/pmn/sitemap/notice/585009.html,1662,576291,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 02.12.20.pdf
2020-02-26,2020,Planning Commission Report of Action - Item 1,pc_2020-02-26_item1_580749,PlanningCommission,raw/pc_2020-02-26_item1_580749.pdf,utah_pmn,https://www.utah.gov/pmn/files/580749.pdf,https://www.utah.gov/pmn/sitemap/notice/588567.html,1662,580749,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 02.26.20.pdf
2020-02-26,2020,Planning Commission Report of Action - Item 2,pc_2020-02-26_item2_580751,PlanningCommission,raw/pc_2020-02-26_item2_580751.pdf,utah_pmn,https://www.utah.gov/pmn/files/580751.pdf,https://www.utah.gov/pmn/sitemap/notice/588567.html,1662,580751,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 02.26.20.pdf
2020-02-26,2020,Planning Commission Report of Action - Item 3,pc_2020-02-26_item3_580753,PlanningCommission,raw/pc_2020-02-26_item3_580753.pdf,utah_pmn,https://www.utah.gov/pmn/files/580753.pdf,https://www.utah.gov/pmn/sitemap/notice/588567.html,1662,580753,2026-07-03,text,pdftotext-layout,roa,Item 3 ROA - PC 02.26.20.pdf
2020-02-26,2020,Planning Commission Report of Action - Item 3,pc_2020-02-26_item3_580755,PlanningCommission,raw/pc_2020-02-26_item3_580755.pdf,utah_pmn,https://www.utah.gov/pmn/files/580755.pdf,https://www.utah.gov/pmn/sitemap/notice/588567.html,1662,580755,2026-07-03,text,pdftotext-layout,roa,Item 3 ROA TMP 2020 Pleasant View Neighborhood Comments - PC 02.26.20.pdf
2020-02-26,2020,Planning Commission Report of Action - Item 3,pc_2020-02-26_item3_580757,PlanningCommission,raw/pc_2020-02-26_item3_580757.pdf,utah_pmn,https://www.utah.gov/pmn/files/580757.pdf,https://www.utah.gov/pmn/sitemap/notice/588567.html,1662,580757,2026-07-03,text,pdftotext-layout,roa_duplicate,Item 3 ROA TMP 2020 Pleasant View Neighborhood Comments - PC 02.26.20.pdf
2020-02-26,2020,Planning Commission Item 4 supporting doc,pc_2020-02-26_item4_580761,PlanningCommission,raw/pc_2020-02-26_item4_580761.pdf,utah_pmn,https://www.utah.gov/pmn/files/580761.pdf,https://www.utah.gov/pmn/sitemap/notice/588567.html,1662,580761,2026-07-03,text,pdftotext-layout,roa_supporting,Item 4 ROA Educational Services 14.34.520 - PC 02.26.20.pdf
2020-02-26,2020,Planning Commission Report of Action - Item 5,pc_2020-02-26_item5_580763,PlanningCommission,raw/pc_2020-02-26_item5_580763.pdf,utah_pmn,https://www.utah.gov/pmn/files/580763.pdf,https://www.utah.gov/pmn/sitemap/notice/588567.html,1662,580763,2026-07-03,text,pdftotext-layout,roa,Item 5 ROA - PC 02.26.20.pdf
2020-02-26,2020,Planning Commission Report of Action - Item 4,pc_2020-02-26_item4_580771,PlanningCommission,raw/pc_2020-02-26_item4_580771.pdf,utah_pmn,https://www.utah.gov/pmn/files/580771.pdf,https://www.utah.gov/pmn/sitemap/notice/588567.html,1662,580771,2026-07-03,text,pdftotext-layout,roa,Amended Item 4 ROA Planning Commission 02.26.20.pdf
2020-03-25,2020,Planning Commission Report of Action - Item 4,pc_2020-03-25_item4_587817,PlanningCommission,raw/pc_2020-03-25_item4_587817.pdf,utah_pmn,https://www.utah.gov/pmn/files/587817.pdf,https://www.utah.gov/pmn/sitemap/notice/594451.html,1662,587817,2026-07-03,text,pdftotext-layout,roa,Item 4 ROA - PC 03.25.20.pdf
2020-03-25,2020,Planning Commission Report of Action - Item 8,pc_2020-03-25_item8_587819,PlanningCommission,raw/pc_2020-03-25_item8_587819.pdf,utah_pmn,https://www.utah.gov/pmn/files/587819.pdf,https://www.utah.gov/pmn/sitemap/notice/594451.html,1662,587819,2026-07-03,text,pdftotext-layout,roa,Item 8 ROA - PC 03.25.20.pdf
2020-03-25,2020,Planning Commission Report of Action - Item 8,pc_2020-03-25_item8_587821,PlanningCommission,raw/pc_2020-03-25_item8_587821.pdf,utah_pmn,https://www.utah.gov/pmn/files/587821.pdf,https://www.utah.gov/pmn/sitemap/notice/594451.html,1662,587821,2026-07-03,text,pdftotext-layout,roa,Item 8 ROA PC Bylaw 6.10 - PC 03.25.20.pdf
2020-03-25,2020,Planning Commission Report of Action - Item 3,pc_2020-03-25_item3_588129,PlanningCommission,raw/pc_2020-03-25_item3_588129.pdf,utah_pmn,https://www.utah.gov/pmn/files/588129.pdf,https://www.utah.gov/pmn/sitemap/notice/594451.html,1662,588129,2026-07-03,text,pdftotext-layout,roa,Item 3 ROA - PC 03.25.20.pdf
2020-03-25,2020,Planning Commission Report of Action - Item 5,pc_2020-03-25_item5_588131,PlanningCommission,raw/pc_2020-03-25_item5_588131.pdf,utah_pmn,https://www.utah.gov/pmn/files/588131.pdf,https://www.utah.gov/pmn/sitemap/notice/594451.html,1662,588131,2026-07-03,text,pdftotext-layout,roa,Item 5 ROA - PC 03.25.20.pdf
2020-03-25,2020,Planning Commission Report of Action - Item 6,pc_2020-03-25_item6_588133,PlanningCommission,raw/pc_2020-03-25_item6_588133.pdf,utah_pmn,https://www.utah.gov/pmn/files/588133.pdf,https://www.utah.gov/pmn/sitemap/notice/594451.html,1662,588133,2026-07-03,text,pdftotext-layout,roa,Item 6 ROA - PC 03.25.20.pdf
2020-03-25,2020,Planning Commission Report of Action - Item 7,pc_2020-03-25_item7_588135,PlanningCommission,raw/pc_2020-03-25_item7_588135.pdf,utah_pmn,https://www.utah.gov/pmn/files/588135.pdf,https://www.utah.gov/pmn/sitemap/notice/594451.html,1662,588135,2026-07-03,text,pdftotext-layout,roa,Item 7 ROA - PC 03.25.20.pdf
2020-04-22,2020,Planning Commission Report of Action - Item 1,pc_2020-04-22_item1_595579,PlanningCommission,raw/pc_2020-04-22_item1_595579.pdf,utah_pmn,https://www.utah.gov/pmn/files/595579.pdf,https://www.utah.gov/pmn/sitemap/notice/598875.html,1662,595579,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 04.22.20.pdf
2020-04-22,2020,Planning Commission Report of Action - Item 2,pc_2020-04-22_item2_595581,PlanningCommission,raw/pc_2020-04-22_item2_595581.pdf,utah_pmn,https://www.utah.gov/pmn/files/595581.pdf,https://www.utah.gov/pmn/sitemap/notice/598875.html,1662,595581,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 04.22.20.pdf
2020-04-22,2020,Planning Commission Report of Action - Item 6,pc_2020-04-22_item6_595583,PlanningCommission,raw/pc_2020-04-22_item6_595583.pdf,utah_pmn,https://www.utah.gov/pmn/files/595583.pdf,https://www.utah.gov/pmn/sitemap/notice/598875.html,1662,595583,2026-07-03,text,pdftotext-layout,roa,Item 6 ROA - PC 04.22.20.pdf
2020-04-22,2020,Planning Commission Report of Action - Item 7,pc_2020-04-22_item7_595585,PlanningCommission,raw/pc_2020-04-22_item7_595585.pdf,utah_pmn,https://www.utah.gov/pmn/files/595585.pdf,https://www.utah.gov/pmn/sitemap/notice/598875.html,1662,595585,2026-07-03,text,pdftotext-layout,roa,Item 7 ROA - PC 04.22.20.pdf
2020-04-22,2020,Planning Commission Report of Action - Item 8,pc_2020-04-22_item8_595587,PlanningCommission,raw/pc_2020-04-22_item8_595587.pdf,utah_pmn,https://www.utah.gov/pmn/files/595587.pdf,https://www.utah.gov/pmn/sitemap/notice/598875.html,1662,595587,2026-07-03,text,pdftotext-layout,roa,Item 8 ROA - PC 04.22.20.pdf
2020-05-13,2020,Planning Commission Report of Action - Item 1,pc_2020-05-13_item1_600879,PlanningCommission,raw/pc_2020-05-13_item1_600879.pdf,utah_pmn,https://www.utah.gov/pmn/files/600879.pdf,https://www.utah.gov/pmn/sitemap/notice/602177.html,1662,600879,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 05.13.20.pdf
2020-05-13,2020,Planning Commission Report of Action - Item 2,pc_2020-05-13_item2_600881,PlanningCommission,raw/pc_2020-05-13_item2_600881.pdf,utah_pmn,https://www.utah.gov/pmn/files/600881.pdf,https://www.utah.gov/pmn/sitemap/notice/602177.html,1662,600881,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 05.13.20.pdf
2020-05-13,2020,Planning Commission Report of Action - Item 3,pc_2020-05-13_item3_600883,PlanningCommission,raw/pc_2020-05-13_item3_600883.pdf,utah_pmn,https://www.utah.gov/pmn/files/600883.pdf,https://www.utah.gov/pmn/sitemap/notice/602177.html,1662,600883,2026-07-03,text,pdftotext-layout,roa,Item 3 ROA - PC 05.13.20.pdf
2020-05-13,2020,Planning Commission Report of Action - Item 4,pc_2020-05-13_item4_600885,PlanningCommission,raw/pc_2020-05-13_item4_600885.pdf,utah_pmn,https://www.utah.gov/pmn/files/600885.pdf,https://www.utah.gov/pmn/sitemap/notice/602177.html,1662,600885,2026-07-03,text,pdftotext-layout,roa,Item 4 ROA - PC 05.13.20.pdf
2020-05-13,2020,Planning Commission Report of Action - Item 5,pc_2020-05-13_item5_600887,PlanningCommission,raw/pc_2020-05-13_item5_600887.pdf,utah_pmn,https://www.utah.gov/pmn/files/600887.pdf,https://www.utah.gov/pmn/sitemap/notice/602177.html,1662,600887,2026-07-03,text,pdftotext-layout,roa,Item 5 ROA - PC 05.13.20.pdf
2020-05-13,2020,Planning Commission Report of Action - Item 6,pc_2020-05-13_item6_600889,PlanningCommission,raw/pc_2020-05-13_item6_600889.pdf,utah_pmn,https://www.utah.gov/pmn/files/600889.pdf,https://www.utah.gov/pmn/sitemap/notice/602177.html,1662,600889,2026-07-03,text,pdftotext-layout,roa,Item 6 ROA - PC 05.13.20.pdf
2020-05-27,2020,Planning Commission Report of Action - Item 1,pc_2020-05-27_item1_605033,PlanningCommission,raw/pc_2020-05-27_item1_605033.pdf,utah_pmn,https://www.utah.gov/pmn/files/605033.pdf,https://www.utah.gov/pmn/sitemap/notice/605115.html,1662,605033,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 05.27.20.pdf
2020-05-27,2020,Planning Commission Report of Action - Item 2,pc_2020-05-27_item2_605035,PlanningCommission,raw/pc_2020-05-27_item2_605035.pdf,utah_pmn,https://www.utah.gov/pmn/files/605035.pdf,https://www.utah.gov/pmn/sitemap/notice/605115.html,1662,605035,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 05.27.20.pdf
2020-05-27,2020,Planning Commission Report of Action - Item 5,pc_2020-05-27_item5_605037,PlanningCommission,raw/pc_2020-05-27_item5_605037.pdf,utah_pmn,https://www.utah.gov/pmn/files/605037.pdf,https://www.utah.gov/pmn/sitemap/notice/605115.html,1662,605037,2026-07-03,text,pdftotext-layout,roa,Item 5 ROA - PC 05.27.20.pdf
2020-06-10,2020,Planning Commission Report of Action - Item 1,pc_2020-06-10_item1_610121,PlanningCommission,raw/pc_2020-06-10_item1_610121.pdf,utah_pmn,https://www.utah.gov/pmn/files/610121.pdf,https://www.utah.gov/pmn/sitemap/notice/607811.html,1662,610121,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 06.10.20.pdf
2020-06-10,2020,Planning Commission Report of Action - Item 2,pc_2020-06-10_item2_610123,PlanningCommission,raw/pc_2020-06-10_item2_610123.pdf,utah_pmn,https://www.utah.gov/pmn/files/610123.pdf,https://www.utah.gov/pmn/sitemap/notice/607811.html,1662,610123,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 06.10.20.pdf
2020-06-10,2020,Planning Commission Report of Action - Item 3,pc_2020-06-10_item3_610125,PlanningCommission,raw/pc_2020-06-10_item3_610125.pdf,utah_pmn,https://www.utah.gov/pmn/files/610125.pdf,https://www.utah.gov/pmn/sitemap/notice/607811.html,1662,610125,2026-07-03,text,pdftotext-layout,roa,Item 3 ROA - PC 06.10.20.pdf
2020-06-10,2020,Planning Commission Report of Action - Item 4,pc_2020-06-10_item4_610127,PlanningCommission,raw/pc_2020-06-10_item4_610127.pdf,utah_pmn,https://www.utah.gov/pmn/files/610127.pdf,https://www.utah.gov/pmn/sitemap/notice/607811.html,1662,610127,2026-07-03,text,pdftotext-layout,roa,Item 4 ROA - PC 06.10.20.pdf
2020-06-10,2020,Planning Commission Report of Action - Item 5,pc_2020-06-10_item5_610129,PlanningCommission,raw/pc_2020-06-10_item5_610129.pdf,utah_pmn,https://www.utah.gov/pmn/files/610129.pdf,https://www.utah.gov/pmn/sitemap/notice/607811.html,1662,610129,2026-07-03,text,pdftotext-layout,roa,Item 5 ROA - PC 06.10.20.pdf
2020-06-10,2020,Planning Commission Report of Action - Item 6,pc_2020-06-10_item6_610131,PlanningCommission,raw/pc_2020-06-10_item6_610131.pdf,utah_pmn,https://www.utah.gov/pmn/files/610131.pdf,https://www.utah.gov/pmn/sitemap/notice/607811.html,1662,610131,2026-07-03,text,pdftotext-layout,roa,Item 6 ROA - PC 06.10.20.pdf
2020-06-10,2020,Planning Commission Report of Action - Item 7,pc_2020-06-10_item7_610133,PlanningCommission,raw/pc_2020-06-10_item7_610133.pdf,utah_pmn,https://www.utah.gov/pmn/files/610133.pdf,https://www.utah.gov/pmn/sitemap/notice/607811.html,1662,610133,2026-07-03,text,pdftotext-layout,roa,Item 7 ROA - PC 06.10.20.pdf
2020-06-24,2020,Planning Commission Report of Action - Item 1,pc_2020-06-24_item1_614733,PlanningCommission,raw/pc_2020-06-24_item1_614733.pdf,utah_pmn,https://www.utah.gov/pmn/files/614733.pdf,https://www.utah.gov/pmn/sitemap/notice/611035.html,1662,614733,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 06.24.20.pdf
2020-06-24,2020,Planning Commission Report of Action - Item 2,pc_2020-06-24_item2_614735,PlanningCommission,raw/pc_2020-06-24_item2_614735.pdf,utah_pmn,https://www.utah.gov/pmn/files/614735.pdf,https://www.utah.gov/pmn/sitemap/notice/611035.html,1662,614735,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 06.24.20.pdf
2020-08-12,2020,Planning Commission Report of Action - Item 1,pc_2020-08-12_item1_628963,PlanningCommission,raw/pc_2020-08-12_item1_628963.pdf,utah_pmn,https://www.utah.gov/pmn/files/628963.pdf,https://www.utah.gov/pmn/sitemap/notice/619771.html,1662,628963,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 08.12.20.pdf
2020-08-12,2020,Planning Commission Report of Action - Item 2,pc_2020-08-12_item2_628965,PlanningCommission,raw/pc_2020-08-12_item2_628965.pdf,utah_pmn,https://www.utah.gov/pmn/files/628965.pdf,https://www.utah.gov/pmn/sitemap/notice/619771.html,1662,628965,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 08.12.20.pdf
2020-08-12,2020,Planning Commission Report of Action - Item 3,pc_2020-08-12_item3_628967,PlanningCommission,raw/pc_2020-08-12_item3_628967.pdf,utah_pmn,https://www.utah.gov/pmn/files/628967.pdf,https://www.utah.gov/pmn/sitemap/notice/619771.html,1662,628967,2026-07-03,text,pdftotext-layout,roa,Item 3 ROA - PC 08.12.20.pdf
2020-08-12,2020,Planning Commission Report of Action - Item 4,pc_2020-08-12_item4_628969,PlanningCommission,raw/pc_2020-08-12_item4_628969.pdf,utah_pmn,https://www.utah.gov/pmn/files/628969.pdf,https://www.utah.gov/pmn/sitemap/notice/619771.html,1662,628969,2026-07-03,text,pdftotext-layout,roa,Item 4 ROA - PC 08.12.20.pdf
2020-08-12,2020,Planning Commission Report of Action - Item 5,pc_2020-08-12_item5_628971,PlanningCommission,raw/pc_2020-08-12_item5_628971.pdf,utah_pmn,https://www.utah.gov/pmn/files/628971.pdf,https://www.utah.gov/pmn/sitemap/notice/619771.html,1662,628971,2026-07-03,text,pdftotext-layout,roa,Item 5 ROA - PC 08.12.20.pdf
2020-08-12,2020,Planning Commission Report of Action - Item 6,pc_2020-08-12_item6_628973,PlanningCommission,raw/pc_2020-08-12_item6_628973.pdf,utah_pmn,https://www.utah.gov/pmn/files/628973.pdf,https://www.utah.gov/pmn/sitemap/notice/619771.html,1662,628973,2026-07-03,text,pdftotext-layout,roa,Item 6 ROA - PC 08.12.20.pdf
2020-08-12,2020,Planning Commission Report of Action - Item 7,pc_2020-08-12_item7_628975,PlanningCommission,raw/pc_2020-08-12_item7_628975.pdf,utah_pmn,https://www.utah.gov/pmn/files/628975.pdf,https://www.utah.gov/pmn/sitemap/notice/619771.html,1662,628975,2026-07-03,text,pdftotext-layout,roa,Item 7 ROA - 08.12.20.pdf
2020-08-12,2020,Planning Commission Report of Action - Item 8,pc_2020-08-12_item8_628977,PlanningCommission,raw/pc_2020-08-12_item8_628977.pdf,utah_pmn,https://www.utah.gov/pmn/files/628977.pdf,https://www.utah.gov/pmn/sitemap/notice/619771.html,1662,628977,2026-07-03,text,pdftotext-layout,roa,Item 8 ROA - PC 08.12.20.pdf
2020-08-26,2020,Planning Commission Report of Action - Item 1,pc_2020-08-26_item1_633531,PlanningCommission,raw/pc_2020-08-26_item1_633531.pdf,utah_pmn,https://www.utah.gov/pmn/files/633531.pdf,https://www.utah.gov/pmn/sitemap/notice/622871.html,1662,633531,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 08.26.20.pdf
2020-08-26,2020,Planning Commission Report of Action - Item 2,pc_2020-08-26_item2_633533,PlanningCommission,raw/pc_2020-08-26_item2_633533.pdf,utah_pmn,https://www.utah.gov/pmn/files/633533.pdf,https://www.utah.gov/pmn/sitemap/notice/622871.html,1662,633533,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 08.26.20.pdf
2020-08-26,2020,Planning Commission Report of Action - Item 3,pc_2020-08-26_item3_633535,PlanningCommission,raw/pc_2020-08-26_item3_633535.pdf,utah_pmn,https://www.utah.gov/pmn/files/633535.pdf,https://www.utah.gov/pmn/sitemap/notice/622871.html,1662,633535,2026-07-03,text,pdftotext-layout,roa,Item 3 ROA - PC 08.26.20.pdf
2020-08-26,2020,Planning Commission Report of Action - Item 4,pc_2020-08-26_item4_633537,PlanningCommission,raw/pc_2020-08-26_item4_633537.pdf,utah_pmn,https://www.utah.gov/pmn/files/633537.pdf,https://www.utah.gov/pmn/sitemap/notice/622871.html,1662,633537,2026-07-03,text,pdftotext-layout,roa,Item 4 ROA - PC 08.26.20.pdf
2020-08-26,2020,Planning Commission Report of Action - Item 5,pc_2020-08-26_item5_633539,PlanningCommission,raw/pc_2020-08-26_item5_633539.pdf,utah_pmn,https://www.utah.gov/pmn/files/633539.pdf,https://www.utah.gov/pmn/sitemap/notice/622871.html,1662,633539,2026-07-03,text,pdftotext-layout,roa,Item 5 ROA - PC 08.26.20.pdf
2020-09-09,2020,Planning Commission Report of Action - Item 1,pc_2020-09-09_item1_637427,PlanningCommission,raw/pc_2020-09-09_item1_637427.pdf,utah_pmn,https://www.utah.gov/pmn/files/637427.pdf,https://www.utah.gov/pmn/sitemap/notice/625555.html,1662,637427,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 09.09.20.pdf
2020-09-09,2020,Planning Commission Report of Action - Item 2,pc_2020-09-09_item2_637429,PlanningCommission,raw/pc_2020-09-09_item2_637429.pdf,utah_pmn,https://www.utah.gov/pmn/files/637429.pdf,https://www.utah.gov/pmn/sitemap/notice/625555.html,1662,637429,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 09.09.20.pdf
2020-09-09,2020,Planning Commission Report of Action - Item 3,pc_2020-09-09_item3_637431,PlanningCommission,raw/pc_2020-09-09_item3_637431.pdf,utah_pmn,https://www.utah.gov/pmn/files/637431.pdf,https://www.utah.gov/pmn/sitemap/notice/625555.html,1662,637431,2026-07-03,text,pdftotext-layout,roa,Item 3 ROA - PC 09.09.20.pdf
2020-09-09,2020,Planning Commission Report of Action - Item 4,pc_2020-09-09_item4_637433,PlanningCommission,raw/pc_2020-09-09_item4_637433.pdf,utah_pmn,https://www.utah.gov/pmn/files/637433.pdf,https://www.utah.gov/pmn/sitemap/notice/625555.html,1662,637433,2026-07-03,text,pdftotext-layout,roa,Item 4 ROA - PC 09.09.20.pdf
2020-09-09,2020,Planning Commission Report of Action - Item 5,pc_2020-09-09_item5_637435,PlanningCommission,raw/pc_2020-09-09_item5_637435.pdf,utah_pmn,https://www.utah.gov/pmn/files/637435.pdf,https://www.utah.gov/pmn/sitemap/notice/625555.html,1662,637435,2026-07-03,text,pdftotext-layout,roa,Item 5 ROA - PC 09.09.20.pdf
2020-09-23,2020,Planning Commission Report of Action - Item 1,pc_2020-09-23_item1_642361,PlanningCommission,raw/pc_2020-09-23_item1_642361.pdf,utah_pmn,https://www.utah.gov/pmn/files/642361.pdf,https://www.utah.gov/pmn/sitemap/notice/628231.html,1662,642361,2026-07-03,text,pdftotext-layout,roa,Item 1 ROA - PC 09.23.20.pdf
2020-09-23,2020,Planning Commission Report of Action - Item 2,pc_2020-09-23_item2_642363,PlanningCommission,raw/pc_2020-09-23_item2_642363.pdf,utah_pmn,https://www.utah.gov/pmn/files/642363.pdf,https://www.utah.gov/pmn/sitemap/notice/628231.html,1662,642363,2026-07-03,text,pdftotext-layout,roa,Item 2 ROA - PC 09.23.20.pdf
2020-09-23,2020,Planning Commission Report of Action - Item 3,pc_2020-09-23_item3_642365,PlanningCommission,raw/pc_2020-09-23_item3_642365.pdf,utah_pmn,https://www.utah.gov/pmn/files/642365.pdf,https://www.utah.gov/pmn/sitemap/notice/628231.html,1662,642365,2026-07-03,text,pdftotext-layout,roa,Item 3 ROA - PC 09.23.20.pdf
2020-09-23,2020,Planning Commission Report of Action - Item 4,pc_2020-09-23_item4_642367,PlanningCommission,raw/pc_2020-09-23_item4_642367.pdf,utah_pmn,https://www.utah.gov/pmn/files/642367.pdf,https://www.utah.gov/pmn/sitemap/notice/628231.html,1662,642367,2026-07-03,text,pdftotext-layout,roa,Item 4 ROA - PC 09.23.20.pdf
