notice_id,notice_url,kind,primary_ordinance_no,stated_adoption_date,posted_date,title_or_first_body_line
1017277,https://www.utah.gov/pmn/sitemap/notice/1017277.html,adoption,1667,2025-08-19,2025-08-20,City of Draper Notice of Ordinance Adoption - Ordinance #1667
1017279,https://www.utah.gov/pmn/sitemap/notice/1017279.html,adoption,1669,2025-08-19,2025-08-20,City of Draper Notice of Ordinance Adoption - Ordinance #1669
1020395,https://www.utah.gov/pmn/sitemap/notice/1020395.html,adoption,1670,2025-09-02,2025-09-04,City of Draper Notice of Ordinance Adoption - Ordinance #1670
1020399,https://www.utah.gov/pmn/sitemap/notice/1020399.html,adoption,1682,2025-11-18,2025-11-20,City of Draper Notice of Ordinance Adoption - Ordinance #1682
1020401,https://www.utah.gov/pmn/sitemap/notice/1020401.html,adoption,1672,2025-09-02,2025-09-04,City of Draper Notice of Ordinance Adoption - Ordinance #1672
1020403,https://www.utah.gov/pmn/sitemap/notice/1020403.html,adoption,1673,2025-09-02,2025-09-04,City of Draper Notice of Ordinance Adoption - Ordinance #1673
1020405,https://www.utah.gov/pmn/sitemap/notice/1020405.html,adoption,1674,2025-09-02,2025-09-04,City of Draper Notice of Ordinance Adoption - Ordinance #1674
1020407,https://www.utah.gov/pmn/sitemap/notice/1020407.html,adoption,1675,2025-09-02,2025-09-04,City of Draper Notice of Ordinance Adoption - Ordinance #1675
1028727,https://www.utah.gov/pmn/sitemap/notice/1028727.html,adoption,1680,2025-10-07,2025-10-08,City of Draper Notice of Ordinance Adoption - Ordinance #1680
1032189,https://www.utah.gov/pmn/sitemap/notice/1032189.html,adoption,1678,2025-10-21,2025-10-22,City of Draper Notice of Ordinance Adoption - Ordinance #1678 
1032195,https://www.utah.gov/pmn/sitemap/notice/1032195.html,adoption,1679,2025-10-21,2025-10-22,City of Draper Notice of Ordinance Adoption - Ordinance #1679 
1033031,https://www.utah.gov/pmn/sitemap/notice/1033031.html,adoption,1681,2025-10-21,2025-10-24,City of Draper Notice of Ordinance Adoption - Ordinance #1681
1039841,https://www.utah.gov/pmn/sitemap/notice/1039841.html,adoption,1683,2025-11-18,2025-11-20,City of Draper Notice of Ordinance Adoption - Ordinance #1683
1039845,https://www.utah.gov/pmn/sitemap/notice/1039845.html,adoption,1684,2025-11-18,2025-11-20,City of Draper Notice of Ordinance Adoption - Ordinance #1684
1039847,https://www.utah.gov/pmn/sitemap/notice/1039847.html,adoption,1685,2025-11-18,2025-11-20,City of Draper Notice of Ordinance Adoption - Ordinance #1685
1043131,https://www.utah.gov/pmn/sitemap/notice/1043131.html,hearing,,,2025-12-05,NOTICE OF PUBLIC HEARING: City Initiated Geologic Hazards Ordinance Text Amendment Request
1043562,https://www.utah.gov/pmn/sitemap/notice/1043562.html,adoption,1686,2025-12-02,2025-12-05,City of Draper Notice of Ordinance Adoption - Ordinance #1686
1043564,https://www.utah.gov/pmn/sitemap/notice/1043564.html,adoption,1687,2025-12-02,2025-12-05,City of Draper Notice of Ordinance Adoption - Ordinance #1687
1043566,https://www.utah.gov/pmn/sitemap/notice/1043566.html,adoption,1692,2025-12-02,2025-12-05,City of Draper Notice of Ordinance Adoption - Ordinance #1692
1043572,https://www.utah.gov/pmn/sitemap/notice/1043572.html,adoption,1693,2025-12-02,2025-12-05,City of Draper Notice of Ordinance Adoption - Ordinance #1693
1043578,https://www.utah.gov/pmn/sitemap/notice/1043578.html,adoption,1694,2025-12-02,2025-12-05,City of Draper Notice of Ordinance Adoption - Ordinance #1694
1046805,https://www.utah.gov/pmn/sitemap/notice/1046805.html,adoption,1688,2025-12-16,2025-12-18,City of Draper Notice of Ordinance Adoption - Ordinance #1688
1046809,https://www.utah.gov/pmn/sitemap/notice/1046809.html,adoption,1689,2025-12-16,2025-12-18,City of Draper Notice of Ordinance Adoption - Ordinance #1689
1046813,https://www.utah.gov/pmn/sitemap/notice/1046813.html,adoption,1690,2025-12-16,2025-12-18,City of Draper Notice of Ordinance Adoption - Ordinance #1690
1046829,https://www.utah.gov/pmn/sitemap/notice/1046829.html,adoption,1691,2025-12-16,2025-12-18,City of Draper Notice of Ordinance Adoption - Ordinance #1691
1046835,https://www.utah.gov/pmn/sitemap/notice/1046835.html,adoption,1695,2025-12-16,2025-12-18,City of Draper Notice of Ordinance Adoption - Ordinance #1695
1046837,https://www.utah.gov/pmn/sitemap/notice/1046837.html,adoption,1696,2025-12-16,2025-12-18,City of Draper Notice of Ordinance Adoption - Ordinance #1696
1050625,https://www.utah.gov/pmn/sitemap/notice/1050625.html,adoption,1698,2026-01-06,2026-01-08,Notice of Ordinance Adoption - Ordinance #1698
1053725,https://www.utah.gov/pmn/sitemap/notice/1053725.html,adoption,1697,2026-01-20,2026-01-21,Notice of Ordinance Adoption - Ordinance #1697
1057575,https://www.utah.gov/pmn/sitemap/notice/1057575.html,adoption,1699,2026-02-03,2026-02-05,Notice of Ordinance Adoption - Ordinance #1699
1057577,https://www.utah.gov/pmn/sitemap/notice/1057577.html,adoption,1700,2026-02-03,2026-02-05,Notice of Ordinance Adoption - Ordinance #1700
1060929,https://www.utah.gov/pmn/sitemap/notice/1060929.html,adoption,1701,2026-02-17,2026-02-19,Notice of Ordinance Adoption - Ordinance #1701
1060931,https://www.utah.gov/pmn/sitemap/notice/1060931.html,adoption,1702,2026-02-17,2026-02-19,Notice of Ordinance Adoption - Ordinance #1702
1060933,https://www.utah.gov/pmn/sitemap/notice/1060933.html,adoption,1703,2026-02-17,2026-02-19,Notice of Ordinance Adoption - Ordinance #1703
1060935,https://www.utah.gov/pmn/sitemap/notice/1060935.html,adoption,1704,2026-02-17,2026-02-19,Notice of Ordinance Adoption - Ordinance #1704
1060937,https://www.utah.gov/pmn/sitemap/notice/1060937.html,adoption,1705,2026-02-17,2026-02-19,Notice of Ordinance Adoption - Ordinance #1705
1063717,https://www.utah.gov/pmn/sitemap/notice/1063717.html,adoption,1706,2026-03-03,2026-03-04,Notice of Ordinance Adoption - Ordinance #1706
1063721,https://www.utah.gov/pmn/sitemap/notice/1063721.html,adoption,1707,2026-03-03,2026-03-04,Notice of Ordinance Adoption - Ordinance #1707
1068687,https://www.utah.gov/pmn/sitemap/notice/1068687.html,adoption,1708,2026-03-24,2026-03-25,Notice of Ordinance Adoption - Ordinance #1708
1068689,https://www.utah.gov/pmn/sitemap/notice/1068689.html,adoption,1709,2026-03-24,2026-03-25,Notice of Ordinance Adoption - Ordinance #1709
1068693,https://www.utah.gov/pmn/sitemap/notice/1068693.html,adoption,1710,2026-03-24,2026-03-25,Notice of Ordinance Adoption - Ordinance #1710
1068695,https://www.utah.gov/pmn/sitemap/notice/1068695.html,adoption,1711,2026-03-24,2026-03-25,Notice of Ordinance Adoption - Ordinance #1711
1071495,https://www.utah.gov/pmn/sitemap/notice/1071495.html,adoption,1712,2026-04-07,2026-04-08,Notice of Ordinance Adoption - Ordinance #1712
1071497,https://www.utah.gov/pmn/sitemap/notice/1071497.html,adoption,1715,2026-04-07,2026-04-08,Notice of Ordinance Adoption - Ordinance #1715
1071499,https://www.utah.gov/pmn/sitemap/notice/1071499.html,adoption,1716,2026-04-07,2026-04-08,Notice of Ordinance Adoption - Ordinance #1716
1071505,https://www.utah.gov/pmn/sitemap/notice/1071505.html,adoption,1717,2026-04-07,2026-04-08,Notice of Ordinance Adoption - Ordinance #1717
1071531,https://www.utah.gov/pmn/sitemap/notice/1071531.html,adoption,1713,2026-04-07,2026-04-08,Notice of Ordinance Adoption - Ordinance #1713
1071533,https://www.utah.gov/pmn/sitemap/notice/1071533.html,adoption,1714,2026-04-07,2026-04-08,Notice of Ordinance Adoption - Ordinance #1714
1078277,https://www.utah.gov/pmn/sitemap/notice/1078277.html,adoption,1688,2025-12-16,2026-05-06,City of Draper Notice of Ordinance Adoption - Ordinance #1688
1078281,https://www.utah.gov/pmn/sitemap/notice/1078281.html,adoption,1689,2025-12-16,2026-05-06,City of Draper Notice of Ordinance Adoption - Ordinance #1689
1078283,https://www.utah.gov/pmn/sitemap/notice/1078283.html,adoption,1690,2025-12-16,2026-05-06,City of Draper Notice of Ordinance Adoption - Ordinance #1690
1078285,https://www.utah.gov/pmn/sitemap/notice/1078285.html,adoption,1691,2025-12-16,2026-05-06,City of Draper Notice of Ordinance Adoption - Ordinance #1691
1078289,https://www.utah.gov/pmn/sitemap/notice/1078289.html,adoption,1716,2026-04-07,2026-05-06,Notice of Ordinance Adoption - Ordinance #1716
1078293,https://www.utah.gov/pmn/sitemap/notice/1078293.html,adoption,1717,2026-04-07,2026-05-06,Notice of Ordinance Adoption - Ordinance #1717
1087971,https://www.utah.gov/pmn/sitemap/notice/1087971.html,adoption,1718,2026-06-09,2026-06-10,Notice of Ordinance Adoption - Ordinance #1718
1087977,https://www.utah.gov/pmn/sitemap/notice/1087977.html,adoption,1719,2026-06-09,2026-06-10,Notice of Ordinance Adoption - Ordinance #1719
1087981,https://www.utah.gov/pmn/sitemap/notice/1087981.html,adoption,1720,2026-06-09,2026-06-10,Notice of Ordinance Adoption - Ordinance #1720
1087983,https://www.utah.gov/pmn/sitemap/notice/1087983.html,adoption,1722,2026-06-09,2026-06-10,Notice of Ordinance Adoption - Ordinance #1722
1087987,https://www.utah.gov/pmn/sitemap/notice/1087987.html,adoption,1723,2026-06-09,2026-06-10,Notice of Ordinance Adoption - Ordinance #1723
1087993,https://www.utah.gov/pmn/sitemap/notice/1087993.html,adoption,1724,2026-06-09,2026-06-10,Notice of Ordinance Adoption - Ordinance #1724
1087997,https://www.utah.gov/pmn/sitemap/notice/1087997.html,adoption,1725,2026-06-09,2026-06-10,Notice of Ordinance Adoption - Ordinance #1725
1094459,https://www.utah.gov/pmn/sitemap/notice/1094459.html,adoption,1726,2026-07-07,2026-07-09,Notice of Ordinance Adoption - Ordinance #1726
482883,https://www.utah.gov/pmn/sitemap/notice/482883.html,adoption,1344,2018-08-07,2018-08-24,"On August 7, 2018, the Draper City Council adopted the Ordinance No. 1344 which adopted the Community Reinvestment Project Area entitle 'Project Area Plan for t"
544845,https://www.utah.gov/pmn/sitemap/notice/544845.html,adoption,1392,2019-05-07,2019-07-06,"City of Draper Notice of Ordinance Adoption - On May 7, 2019, the Draper City Council approved Ordinance #1392, vacating a portion of Right of Way. The complete"
544847,https://www.utah.gov/pmn/sitemap/notice/544847.html,adoption,1392,2019-05-07,2019-07-06,"City of Draper Notice of Ordinance Adoption - On May 7, 2019, the Draper City Council approved Ordinance #1392, vacating a portion of Right of Way. The complete"
544849,https://www.utah.gov/pmn/sitemap/notice/544849.html,adoption,1395,2019-07-02,2019-07-06,"City of Draper Notice of Ordinance Adoption - On July 2, 2019, the Draper City Council approved Ordinance #1395, amending the Draper City Municipal Code, relati"
572137,https://www.utah.gov/pmn/sitemap/notice/572137.html,adoption,1412,2019-11-19,2019-11-22,"City of Draper Notice of Ordinance Adoption - On November 19, 2019, the Draper City Council approved Ordinance #1412, adopting the official Draper City General "
647995,https://www.utah.gov/pmn/sitemap/notice/647995.html,hearing,,,2021-01-01,NOTICE OF PUBLIC HEARINGS: 
674765,https://www.utah.gov/pmn/sitemap/notice/674765.html,adoption,1489,2021-05-04,2021-05-05,"City of Draper Notice of Ordinance Adoption - On May 4, 2021, the Draper City Council approved Ordinance #1489, amending Title 2 of the Draper City Municipal Co"
674767,https://www.utah.gov/pmn/sitemap/notice/674767.html,adoption,1488,2021-05-04,2021-05-05,"City of Draper Notice of Ordinance Adoption - On May 4, 2021, the Draper City Council approved Ordinance #1488, amending the text of Titles 9 and 17 of the Drap"
674769,https://www.utah.gov/pmn/sitemap/notice/674769.html,adoption,1484,2021-05-04,2021-05-05,"City of Draper Notice of Ordinance Adoption - On May 4, 2021, the Draper City Council approved Ordinance #1484, amending the official zoning map of Draper City."
681417,https://www.utah.gov/pmn/sitemap/notice/681417.html,adoption,1490,2021-06-01,2021-06-02,"City of Draper Notice of Ordinance Adoption - On June 1, 2021, the Draper City Council approved Ordinance #1490 amending the official Land Use Map of Draper Cit"
681429,https://www.utah.gov/pmn/sitemap/notice/681429.html,adoption,1491,2021-06-01,2021-06-02,"City of Draper Notice of Ordinance Adoption - On June 1, 2021, the Draper City Council approved Ordinance #1491, amending the official zoning map of Draper City"
681433,https://www.utah.gov/pmn/sitemap/notice/681433.html,adoption,1492,2021-06-01,2021-06-02,"City of Draper Notice of Ordinance Adoption - On June 1, 2021, the Draper City Council approved Ordinance #1492, amending the Draper City Municipal Code regardi"
685079,https://www.utah.gov/pmn/sitemap/notice/685079.html,adoption,1493,2021-06-15,2021-06-16,"City of Draper Notice of Ordinance Adoption - On June 15, 2021, the Draper City Council approved Ordinance #1493, amending Titles 3 and 9 in the Draper City Mun"
686663,https://www.utah.gov/pmn/sitemap/notice/686663.html,adoption,1495,2021-06-23,2021-06-24,City of Draper Notice of Ordinance Adoption - 
691937,https://www.utah.gov/pmn/sitemap/notice/691937.html,adoption,1494,2021-07-20,2021-07-21,City of Draper Notice of Ordinance Adoption - 
691943,https://www.utah.gov/pmn/sitemap/notice/691943.html,adoption,1496,2021-07-20,2021-07-21,City of Draper Notice of Ordinance Adoption - 
691947,https://www.utah.gov/pmn/sitemap/notice/691947.html,adoption,1497,2021-07-20,2021-07-21,City of Draper Notice of Ordinance Adoption - 
694209,https://www.utah.gov/pmn/sitemap/notice/694209.html,adoption,1498,2021-08-03,2021-08-04,City of Draper Notice of Ordinance Adoption - 
704769,https://www.utah.gov/pmn/sitemap/notice/704769.html,adoption,1499,2021-09-21,2021-09-23,City of Draper Notice of Ordinance Adoption - 
707289,https://www.utah.gov/pmn/sitemap/notice/707289.html,adoption,1500,2021-10-05,2021-10-06,City of Draper Notice of Ordinance Adoption - 
707291,https://www.utah.gov/pmn/sitemap/notice/707291.html,adoption,1501,2021-10-05,2021-10-06,City of Draper Notice of Ordinance Adoption - 
707295,https://www.utah.gov/pmn/sitemap/notice/707295.html,adoption,1502,2021-10-05,2021-10-06,City of Draper Notice of Ordinance Adoption - 
710643,https://www.utah.gov/pmn/sitemap/notice/710643.html,adoption,1503,2021-10-19,2021-10-20,City of Draper Notice of Ordinance Adoption - 
710645,https://www.utah.gov/pmn/sitemap/notice/710645.html,adoption,1504,2021-10-19,2021-10-20,City of Draper Notice of Ordinance Adoption - 
723369,https://www.utah.gov/pmn/sitemap/notice/723369.html,adoption,1516,2021-12-14,2021-12-15,City of Draper Notice of Ordinance Adoption - 
723371,https://www.utah.gov/pmn/sitemap/notice/723371.html,adoption,1519,2021-12-14,2021-12-15,City of Draper Notice of Ordinance Adoption - 
723375,https://www.utah.gov/pmn/sitemap/notice/723375.html,adoption,1520,2021-12-14,2021-12-15,"City of Draper Notice of Ordinance Adoption - Ordinance #1514, AN ORDINANCE OF DRAPER CITY AMENDING THE OFFICIAL ZONING MAP OF DRAPER CITY was adopted by the Dr"
728271,https://www.utah.gov/pmn/sitemap/notice/728271.html,adoption,1523,2022-01-11,2022-01-12,City of Draper Notice of Ordinance Adoption - 
730085,https://www.utah.gov/pmn/sitemap/notice/730085.html,adoption,1512,2022-01-18,2022-01-19,City of Draper Notice of Ordinance Adoption - 
730087,https://www.utah.gov/pmn/sitemap/notice/730087.html,adoption,1513,2022-01-18,2022-01-19,City of Draper Notice of Ordinance Adoption - 
730089,https://www.utah.gov/pmn/sitemap/notice/730089.html,adoption,1515,2022-01-18,2022-01-19,City of Draper Notice of Ordinance Adoption - 
733081,https://www.utah.gov/pmn/sitemap/notice/733081.html,adoption,1524,2022-02-01,2022-02-02,City of Draper Notice of Ordinance Adoption - 
733083,https://www.utah.gov/pmn/sitemap/notice/733083.html,adoption,1525,2022-02-01,2022-02-02,City of Draper Notice of Ordinance Adoption - 
739667,https://www.utah.gov/pmn/sitemap/notice/739667.html,adoption,1526,2022-03-01,2022-03-02,City of Draper Notice of Ordinance Adoption - 
739669,https://www.utah.gov/pmn/sitemap/notice/739669.html,adoption,1527,2022-03-01,2022-03-02,City of Draper Notice of Ordinance Adoption - 
739671,https://www.utah.gov/pmn/sitemap/notice/739671.html,adoption,1528,2022-03-01,2022-03-02,City of Draper Notice of Ordinance Adoption - 
739673,https://www.utah.gov/pmn/sitemap/notice/739673.html,adoption,1529,2022-03-01,2022-03-02,City of Draper Notice of Ordinance Adoption - 
748411,https://www.utah.gov/pmn/sitemap/notice/748411.html,adoption,1530,2022-04-12,2022-04-13,City of Draper Notice of Ordinance Adoption - 
748445,https://www.utah.gov/pmn/sitemap/notice/748445.html,adoption,1534,2022-04-12,2022-04-13,City of Draper Notice of Ordinance Adoption - 
749979,https://www.utah.gov/pmn/sitemap/notice/749979.html,adoption,1536,2022-04-19,2022-04-20,City of Draper Notice of Ordinance Adoption - 
749981,https://www.utah.gov/pmn/sitemap/notice/749981.html,adoption,1537,2022-04-19,2022-04-20,City of Draper Notice of Ordinance Adoption - 
749985,https://www.utah.gov/pmn/sitemap/notice/749985.html,adoption,1538,2022-04-19,2022-04-20,City of Draper Notice of Ordinance Adoption - 
753297,https://www.utah.gov/pmn/sitemap/notice/753297.html,adoption,1535,2022-05-03,2022-05-04,City of Draper Notice of Ordinance Adoption - 
753299,https://www.utah.gov/pmn/sitemap/notice/753299.html,adoption,1539,2022-05-03,2022-05-04,City of Draper Notice of Ordinance Adoption - 
753303,https://www.utah.gov/pmn/sitemap/notice/753303.html,adoption,1540,2022-05-03,2022-05-04,City of Draper Notice of Ordinance Adoption - 
753305,https://www.utah.gov/pmn/sitemap/notice/753305.html,adoption,1541,2022-05-03,2022-05-04,City of Draper Notice of Ordinance Adoption - 
761317,https://www.utah.gov/pmn/sitemap/notice/761317.html,adoption,1542,2022-06-07,2022-06-08,City of Draper Notice of Ordinance Adoption - 
761321,https://www.utah.gov/pmn/sitemap/notice/761321.html,adoption,1543,2022-06-07,2022-06-08,City of Draper Notice of Ordinance Adoption - 
765627,https://www.utah.gov/pmn/sitemap/notice/765627.html,adoption,1544,2022-06-21,2022-06-27,City of Draper Notice of Ordinance Adoption - 
765629,https://www.utah.gov/pmn/sitemap/notice/765629.html,adoption,1545,2022-06-21,2022-06-27,City of Draper Notice of Ordinance Adoption - 
765631,https://www.utah.gov/pmn/sitemap/notice/765631.html,adoption,1545,2022-06-21,2022-06-27,City of Draper Notice of Ordinance Adoption - 
765633,https://www.utah.gov/pmn/sitemap/notice/765633.html,adoption,1548,2022-06-21,2022-06-27,City of Draper Notice of Ordinance Adoption - 
770269,https://www.utah.gov/pmn/sitemap/notice/770269.html,adoption,1546,2022-07-19,2022-07-20,City of Draper Notice of Ordinance Adoption - 
770271,https://www.utah.gov/pmn/sitemap/notice/770271.html,adoption,1549,2022-07-19,2022-07-20,City of Draper Notice of Ordinance Adoption - 
770273,https://www.utah.gov/pmn/sitemap/notice/770273.html,adoption,1549,2022-07-19,2022-07-20,City of Draper Notice of Ordinance Adoption - 
770275,https://www.utah.gov/pmn/sitemap/notice/770275.html,adoption,1551,2022-07-19,2022-07-20,City of Draper Notice of Ordinance Adoption - 
770277,https://www.utah.gov/pmn/sitemap/notice/770277.html,adoption,1552,2022-07-19,2022-07-20,City of Draper Notice of Ordinance Adoption - 
772737,https://www.utah.gov/pmn/sitemap/notice/772737.html,adoption,1553,2022-08-02,2022-08-03,City of Draper Notice of Ordinance Adoption - 
772739,https://www.utah.gov/pmn/sitemap/notice/772739.html,adoption,1554,2022-08-02,2022-08-03,City of Draper Notice of Ordinance Adoption - 
775835,https://www.utah.gov/pmn/sitemap/notice/775835.html,adoption,1557,2022-08-16,2022-08-17,City of Draper Notice of Ordinance Adoption - 
779529,https://www.utah.gov/pmn/sitemap/notice/779529.html,adoption,1559,2022-09-06,2022-09-07,City of Draper Notice of Ordinance Adoption - 
779531,https://www.utah.gov/pmn/sitemap/notice/779531.html,adoption,1560,2022-09-06,2022-09-07,City of Draper Notice of Ordinance Adoption - 
783199,https://www.utah.gov/pmn/sitemap/notice/783199.html,adoption,1561,2022-09-20,2022-09-22,City of Draper Notice of Ordinance Adoption - 
785819,https://www.utah.gov/pmn/sitemap/notice/785819.html,hearing,,,2022-10-05,Notice OF PUBLIC HEARING:
785825,https://www.utah.gov/pmn/sitemap/notice/785825.html,adoption,1556,2022-10-04,2022-10-05,City of Draper Notice of Ordinance Adoption - 
785829,https://www.utah.gov/pmn/sitemap/notice/785829.html,adoption,1563,2022-10-04,2022-10-05,City of Draper Notice of Ordinance Adoption - 
785831,https://www.utah.gov/pmn/sitemap/notice/785831.html,adoption,1564,2022-10-04,2022-10-05,City of Draper Notice of Ordinance Adoption - 
785835,https://www.utah.gov/pmn/sitemap/notice/785835.html,adoption,1564,2022-10-04,2022-10-05,City of Draper Notice of Ordinance Adoption - 
785837,https://www.utah.gov/pmn/sitemap/notice/785837.html,adoption,1565,2022-10-04,2022-10-05,City of Draper Notice of Ordinance Adoption - 
785857,https://www.utah.gov/pmn/sitemap/notice/785857.html,adoption,1555,2022-10-04,2022-10-05,City of Draper Notice of Ordinance Adoption - 
788793,https://www.utah.gov/pmn/sitemap/notice/788793.html,adoption,1566,2022-10-18,2022-10-19,City of Draper Notice of Ordinance Adoption - 
788799,https://www.utah.gov/pmn/sitemap/notice/788799.html,adoption,1567,2022-10-18,2022-10-19,City of Draper Notice of Ordinance Adoption - 
794787,https://www.utah.gov/pmn/sitemap/notice/794787.html,adoption,1568,2022-11-15,2022-11-16,City of Draper Notice of Ordinance Adoption - 
798759,https://www.utah.gov/pmn/sitemap/notice/798759.html,adoption,1569,2022-12-07,2022-12-07,City of Draper Notice of Ordinance Adoption - 
800483,https://www.utah.gov/pmn/sitemap/notice/800483.html,adoption,1572,2022-12-13,2022-12-14,City of Draper Notice of Ordinance Adoption - 
805663,https://www.utah.gov/pmn/sitemap/notice/805663.html,adoption,1575,2023-01-10,2023-01-11,City of Draper Notice of Ordinance Adoption - 
814877,https://www.utah.gov/pmn/sitemap/notice/814877.html,adoption,1576,2023-02-21,2023-02-22,City of Draper Notice of Ordinance Adoption - 
817911,https://www.utah.gov/pmn/sitemap/notice/817911.html,adoption,1577,2023-03-07,2023-03-08,City of Draper Notice of Ordinance Adoption - 
830175,https://www.utah.gov/pmn/sitemap/notice/830175.html,adoption,1579,2023-05-02,2023-05-03,City of Draper Notice of Ordinance Adoption - 
833937,https://www.utah.gov/pmn/sitemap/notice/833937.html,adoption,1578,2023-05-16,2023-05-18,City of Draper Notice of Ordinance Adoption - 
833939,https://www.utah.gov/pmn/sitemap/notice/833939.html,adoption,1579,2023-05-02,2023-05-03,City of Draper Notice of Ordinance Adoption - 
833943,https://www.utah.gov/pmn/sitemap/notice/833943.html,adoption,1581,2023-05-16,2023-05-18,City of Draper Notice of Ordinance Adoption - 
838171,https://www.utah.gov/pmn/sitemap/notice/838171.html,adoption,1582,2023-06-06,2023-06-07,City of Draper Notice of Ordinance Adoption - 
838839,https://www.utah.gov/pmn/sitemap/notice/838839.html,hearing,,,2023-06-09,Notice OF PUBLIC HEARING for the City Initiated Water-Wise Landscaping and Site Amendments Ordinance request. 
841923,https://www.utah.gov/pmn/sitemap/notice/841923.html,adoption,1583,2023-06-20,2023-06-22,City of Draper Notice of Ordinance Adoption -
841927,https://www.utah.gov/pmn/sitemap/notice/841927.html,adoption,1585,2023-06-20,2023-06-22,City of Draper Notice of Ordinance Adoption -
858233,https://www.utah.gov/pmn/sitemap/notice/858233.html,adoption,1584,2023-09-12,2023-09-14,City of Draper Notice of Ordinance Adoption -
863395,https://www.utah.gov/pmn/sitemap/notice/863395.html,adoption,1589,2023-10-03,2023-10-06,City of Draper Notice of Ordinance Adoption -
866139,https://www.utah.gov/pmn/sitemap/notice/866139.html,adoption,1587,2023-10-17,2023-10-18,City of Draper Notice of Ordinance Adoption -
866141,https://www.utah.gov/pmn/sitemap/notice/866141.html,adoption,1590,2023-10-17,2023-10-18,City of Draper Notice of Ordinance Adoption -
866143,https://www.utah.gov/pmn/sitemap/notice/866143.html,adoption,1591,2023-10-17,2023-10-18,City of Draper Notice of Ordinance Adoption -
867221,https://www.utah.gov/pmn/sitemap/notice/867221.html,adoption,1588,2023-10-03,2023-10-23,City of Draper Notice of Ordinance Adoption -
870929,https://www.utah.gov/pmn/sitemap/notice/870929.html,adoption,1586,2023-09-19,2023-11-08,City of Draper Notice of Ordinance Adoption -
870935,https://www.utah.gov/pmn/sitemap/notice/870935.html,adoption,1593,2023-11-07,2023-11-08,City of Draper Notice of Ordinance Adoption -
870937,https://www.utah.gov/pmn/sitemap/notice/870937.html,adoption,1592,2023-11-07,2023-11-08,City of Draper Notice of Ordinance Adoption -
870939,https://www.utah.gov/pmn/sitemap/notice/870939.html,adoption,1594,2023-11-07,2023-11-08,City of Draper Notice of Ordinance Adoption -
877845,https://www.utah.gov/pmn/sitemap/notice/877845.html,adoption,1597,2023-12-06,2023-12-07,City of Draper Notice of Ordinance Adoption -
881061,https://www.utah.gov/pmn/sitemap/notice/881061.html,hearing,,,2023-12-21,Notice OF PUBLIC HEARING for the City Initiated Subdivision Ordinance Update. 
884961,https://www.utah.gov/pmn/sitemap/notice/884961.html,adoption,1595,2024-01-09,2024-01-10,City of Draper Notice of Ordinance Adoption -
884965,https://www.utah.gov/pmn/sitemap/notice/884965.html,adoption,1598,2024-01-09,2024-01-10,City of Draper Notice of Ordinance Adoption -
884969,https://www.utah.gov/pmn/sitemap/notice/884969.html,adoption,1599,2024-01-09,2024-01-10,City of Draper Notice of Ordinance Adoption -
884971,https://www.utah.gov/pmn/sitemap/notice/884971.html,adoption,1600,2024-01-09,2024-01-10,City of Draper Notice of Ordinance Adoption -
