date,year,title,slug,path,source,source_url,format,packet_url
2020-06-10,2020,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2020/2020-06-08/2020-06-10_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1550,pdf-text,
2020-06-10,2020,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2020/2020-06-08/2020-06-10_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1570,pdf-text,
2020-06-24,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-06-22/2020-06-24_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1211,pdf-text,
2020-06-24,2020,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2020/2020-06-22/2020-06-24_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1546,pdf-text,
2020-06-24,2020,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2020/2020-06-22/2020-06-24_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1566,pdf-text,
2020-07-08,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-07-06/2020-07-08_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1205,pdf-text,
2020-07-29,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-07-27/2020-07-29_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1199,pdf-text,
2020-08-12,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-08-10/2020-08-12_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1193,pdf-text,
2020-08-26,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-08-24/2020-08-26_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1187,pdf-text,
2020-09-09,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-09-07/2020-09-09_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1181,pdf-text,
2020-09-09,2020,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2020/2020-09-07/2020-09-09_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1562,pdf-text,
2020-09-29,2020,City Council & Planning Commission Joint Work Session,city-council-planning-commission-joint-work-session,meeting_minutes/minutes/2020/2020-09-28/2020-09-29_city-council-planning-commission-joint-work-session.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1177,pdf-text,
2020-09-30,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-09-28/2020-09-30_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1171,pdf-text,
2020-10-14,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-10-12/2020-10-14_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1165,pdf-text,
2020-10-28,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-10-26/2020-10-28_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1159,pdf-text,
2020-11-04,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-11-02/2020-11-04_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1153,pdf-text,
2020-11-18,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-11-16/2020-11-18_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1147,pdf-text,
2020-12-02,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-11-30/2020-12-02_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1141,pdf-text,
2020-12-03,2020,Committee of the Whole,committee-of-the-whole,meeting_minutes/minutes/2020/2020-11-30/2020-12-03_committee-of-the-whole.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1136,pdf-text,
2020-12-16,2020,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2020/2020-12-14/2020-12-16_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1130,pdf-text,
2021-01-13,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-01-11/2021-01-13_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=987,pdf-text,
2021-01-27,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-01-25/2021-01-27_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=981,pdf-text,
2021-02-10,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-02-08/2021-02-10_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=975,pdf-text,
2021-02-24,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-02-22/2021-02-24_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=969,pdf-text,
2021-03-10,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-03-08/2021-03-10_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=963,pdf-text,
2021-03-24,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-03-22/2021-03-24_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=957,pdf-text,
2021-03-31,2021,City Council & Planning Commission Joint Work Session,city-council-planning-commission-joint-work-session,meeting_minutes/minutes/2021/2021-03-29/2021-03-31_city-council-planning-commission-joint-work-session.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=953,pdf-text,
2021-04-14,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-04-12/2021-04-14_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=947,pdf-text,
2021-04-28,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-04-26/2021-04-28_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=941,pdf-text,
2021-04-28,2021,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2021/2021-04-26/2021-04-28_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1526,pdf-text,
2021-05-12,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-05-10/2021-05-12_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=935,pdf-text,
2021-05-12,2021,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2021/2021-05-10/2021-05-12_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1494,pdf-text,
2021-05-12,2021,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2021/2021-05-10/2021-05-12_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1522,pdf-text,
2021-05-18,2021,Committee of the Whole,committee-of-the-whole,meeting_minutes/minutes/2021/2021-05-17/2021-05-18_committee-of-the-whole.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=930,pdf-text,
2021-05-26,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-05-24/2021-05-26_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=924,pdf-text,
2021-05-26,2021,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2021/2021-05-24/2021-05-26_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1490,pdf-text,
2021-05-26,2021,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2021/2021-05-24/2021-05-26_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1518,pdf-text,
2021-06-09,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-06-07/2021-06-09_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=918,pdf-text,
2021-06-09,2021,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2021/2021-06-07/2021-06-09_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1486,pdf-text,
2021-06-09,2021,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2021/2021-06-07/2021-06-09_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1514,pdf-text,
2021-06-23,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-06-21/2021-06-23_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=912,pdf-text,
2021-06-23,2021,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2021/2021-06-21/2021-06-23_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1482,pdf-text,
2021-06-23,2021,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2021/2021-06-21/2021-06-23_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1510,pdf-text,
2021-07-14,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-07-12/2021-07-14_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=906,pdf-text,
2021-07-28,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-07-26/2021-07-28_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=900,pdf-text,
2021-08-11,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-08-09/2021-08-11_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=894,pdf-text,
2021-08-25,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-08-23/2021-08-25_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=880,pdf-text,
2021-08-31,2021,City Council & Planning Commission Joint Work Session,city-council-planning-commission-joint-work-session,meeting_minutes/minutes/2021/2021-08-30/2021-08-31_city-council-planning-commission-joint-work-session.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=876,pdf-text,
2021-08-31,2021,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2021/2021-08-30/2021-08-31_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1506,pdf-text,
2021-09-08,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-09-06/2021-09-08_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=870,pdf-text,
2021-09-08,2021,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2021/2021-09-06/2021-09-08_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1502,pdf-text,
2021-09-22,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-09-20/2021-09-22_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=864,pdf-text,
2021-10-13,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-10-11/2021-10-13_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=858,pdf-text,
2021-10-27,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-10-25/2021-10-27_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=852,pdf-text,
2021-11-03,2021,City Council Work Session,city-council-work-session,meeting_minutes/minutes/2021/2021-11-01/2021-11-03_city-council-work-session.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=846,pdf-text,
2021-11-16,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-11-15/2021-11-16_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=840,pdf-text,
2021-12-01,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-11-29/2021-12-01_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=834,pdf-text,
2021-12-15,2021,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2021/2021-12-13/2021-12-15_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=828,pdf-text,
2022-01-12,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-01-10/2022-01-12_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=818,pdf-text,
2022-01-12,2022,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2022/2022-01-10/2022-01-12_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1462,pdf-text,
2022-01-26,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-01-24/2022-01-26_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=812,pdf-text,
2022-01-26,2022,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2022/2022-01-24/2022-01-26_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1458,pdf-text,
2022-02-09,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-02-07/2022-02-09_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=806,pdf-text,
2022-02-23,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-02-21/2022-02-23_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=800,pdf-text,
2022-02-23,2022,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2022/2022-02-21/2022-02-23_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1454,pdf-text,
2022-03-09,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-03-07/2022-03-09_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=794,pdf-text,
2022-03-09,2022,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2022/2022-03-07/2022-03-09_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1450,pdf-text,
2022-03-23,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-03-21/2022-03-23_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=788,pdf-text,
2022-03-23,2022,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2022/2022-03-21/2022-03-23_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1446,pdf-text,
2022-04-06,2022,Committee of the Whole,committee-of-the-whole,meeting_minutes/minutes/2022/2022-04-04/2022-04-06_committee-of-the-whole.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=783,pdf-text,
2022-04-13,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-04-11/2022-04-13_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=777,pdf-text,
2022-04-27,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-04-25/2022-04-27_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=771,pdf-text,
2022-05-11,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-05-09/2022-05-11_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=765,pdf-text,
2022-05-11,2022,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2022/2022-05-09/2022-05-11_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1426,pdf-text,
2022-05-11,2022,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2022/2022-05-09/2022-05-11_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1442,pdf-text,
2022-05-18,2022,Committee of the Whole,committee-of-the-whole,meeting_minutes/minutes/2022/2022-05-16/2022-05-18_committee-of-the-whole.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=760,pdf-text,
2022-05-25,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-05-23/2022-05-25_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=754,pdf-text,
2022-05-25,2022,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2022/2022-05-23/2022-05-25_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1422,pdf-text,
2022-05-25,2022,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2022/2022-05-23/2022-05-25_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1438,pdf-text,
2022-06-01,2022,Committee of the Whole,committee-of-the-whole,meeting_minutes/minutes/2022/2022-05-30/2022-06-01_committee-of-the-whole.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=749,pdf-text,
2022-06-08,2022,City Council Regular Meeting,city-council-regular-meeting,meeting_minutes/minutes/2022/2022-06-06/2022-06-08_city-council-regular-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=743,pdf-text,
2022-06-08,2022,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2022/2022-06-06/2022-06-08_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1418,pdf-text,
2022-06-08,2022,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2022/2022-06-06/2022-06-08_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1434,pdf-text,
2022-06-22,2022,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2022/2022-06-20/2022-06-22_city-council-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=268,pdf-text,
2022-06-22,2022,City Council Work Session ,city-council-work-session,meeting_minutes/minutes/2022/2022-06-20/2022-06-22_city-council-work-session.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=253,pdf-text,
2022-06-22,2022,Municipal Building Authority Meeting,municipal-building-authority,meeting_minutes/minutes/2022/2022-06-20/2022-06-22_municipal-building-authority.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=1414,pdf-text,
2022-06-22,2022,Redevelopment Agency Meeting,redevelopment-agency,meeting_minutes/minutes/2022/2022-06-20/2022-06-22_redevelopment-agency.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=670,pdf-text,
2022-07-13,2022,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2022/2022-07-11/2022-07-13_city-council-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=78,pdf-text,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=79
2022-07-13,2022,Committee of the Whole Meeting,committee-of-the-whole-meeting,meeting_minutes/minutes/2022/2022-07-11/2022-07-13_committee-of-the-whole-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=73,pdf-text,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=74
2022-07-27,2022,City Council Meeting,city-council-meeting,meeting_minutes/minutes/2022/2022-07-25/2022-07-27_city-council-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=88,pdf-text,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=89
2022-07-27,2022,Committee of the Whole Meeting,committee-of-the-whole-meeting,meeting_minutes/minutes/2022/2022-07-25/2022-07-27_committee-of-the-whole-meeting.md,primegov,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=83,pdf-text,https://westjordan.primegov.com/Public/CompiledDocument?meetingTemplateId=84
