body_id,body,notice_id,notice_date,file_date,file_id,filename,label
1031,City Council,992107,2025-05-06,2025-05-06,1289835,05-06-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,983993,2025-04-01,2025-04-01,1269579,04-01-2025 South Jordan City Council Meeting Minutes-FINAL.pdf,Meeting Minutes
1031,City Council,983991,2025-04-01,2025-04-01,1269563,04-01-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,980796,2025-03-18,2025-03-18,1254553,03-18-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,977485,2025-03-04,2025-03-04,1248033,03-04-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,977483,2025-03-04,2025-03-04,1248025,03-04-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,974625,2025-02-18,2025-02-18,1242515,02-18-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,974621,2025-02-18,2025-02-18,1242513,02-18-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,971105,2025-02-04,2025-02-04,1235091,02-04-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,971101,2025-02-04,2025-02-04,1235089,02-04-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,969863,2025-01-29,2025-01-29,1235083,01-29-2025 South Jordan City Council Budget Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,968053,2025-01-21,2025-01-21,1235059,01-21-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,968047,2025-01-21,2025-01-21,1235057,01-21-2025 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,964585,2025-01-07,2025-01-07,1222813,01-07-2025 South Jordan City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,964583,2025-01-07,2025-01-07,1222811,01-07-2025 South Jordan City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,957317,2024-12-03,2024-12-03,1217319,12-03-2024 City Council Meeting Minutes - FINAL_Redacted.pdf,Meeting Minutes
1031,City Council,957319,2024-12-03,2024-12-03,1217311,12-03-2024 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,954335,2024-11-19,2024-11-19,1204347,11-19-2024 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,954333,2024-11-19,2024-11-19,1204343,11-19-2024 City Council Strategic Planning Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,946507,2024-10-15,2024-10-15,1198773,10-15-2024 City Council Meeting Minutes Redacted - FINAL.pdf,Meeting Minutes
1031,City Council,946503,2024-10-15,2024-10-15,1198771,10-15-2024 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,943251,2024-10-01,2024-10-01,1183349,10-01-2024 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,943249,2024-10-01,2024-10-01,1183347,10-01-2024 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,940039,2024-09-17,2024-09-17,1178407,09-17-2024 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,940033,2024-09-17,2024-09-17,1178405,09-17-2024 Combined City Council &amp; Planning Commission Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,936677,2024-09-03,2024-09-03,1171311,09-03-2024 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,936675,2024-09-03,2024-09-03,1171309,09-03-2024 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,933990,2024-08-20,2024-08-20,1164979,08-20-2024 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,933978,2024-08-20,2024-08-20,1164977,08-20-2024 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,930575,2024-08-06,2024-08-06,1160089,08-06-2024 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,927025,2024-07-16,2024-07-16,1153909,07-16-2024 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,927023,2024-07-16,2024-07-16,1153907,07-16-2024 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,921357,2024-06-18,2024-06-18,1148846,06-18-2024 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,921345,2024-06-18,2024-06-18,1148844,06-18-2024 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,917639,2024-06-04,2024-06-04,1139001,06-04-2024 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,917633,2024-06-04,2024-06-04,1138999,06-04-2024 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,915079,2024-05-21,2024-05-21,1135601,05-21-2024 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,915077,2024-05-21,2024-05-21,1135591,05-21-2024 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,903323,2024-04-02,2024-04-02,1125793,04-02-2024 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,903321,2024-04-02,2024-04-02,1125791,04-02-2024 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,900076,2024-03-19,2024-03-19,1105437,03-19-2024 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,900074,2024-03-19,2024-03-19,1105435,03-19-2024 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,896585,2024-03-05,2024-03-05,1100121,03-05-2024 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,895701,2024-02-28,2024-02-28,1100119,02-28-2024 CC Budget Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,893507,2024-02-20,2024-02-20,1100117,02-20-2024 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,893491,2024-02-20,2024-02-20,1100111,02-20-2024 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,890345,2024-02-06,2024-02-06,1087791,02-06-2024 CC Meeting Minutes - UPN - FINAL.pdf,Meeting Minutes
1031,City Council,890343,2024-02-06,2024-02-06,1087789,02-06-2024 CC Study Meeting Minutes - UPN - FINAL.pdf,Meeting Minutes
1031,City Council,888289,2024-01-24,2023-01-24,1081711,01-24-2023 Budget Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,885981,2024-01-16,2024-01-16,1081705,01-16-2024  CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,885979,2024-01-16,2024-01-16,1081703,01-16-2024  CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,882195,2024-01-02,2024-01-02,1071661,01-02-2024 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,882193,2024-01-02,2024-01-02,1071659,01-02-2024  City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,876141,2023-12-05,2023-12-05,1065369,12-05-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,876127,2023-12-05,2023-12-05,1065367,12-05-2023 Board of Canvassers Meeting - FINAL.pdf,Meeting Minutes
1031,City Council,876133,2023-12-05,2023-12-05,1065365,12-05-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,870777,2023-11-08,2023-11-08,1055597,11-08-2023 CC Strategic Planning Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,869997,2023-11-07,2023-11-07,1055595,11-07-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,869989,2023-11-07,2023-11-07,1055593,11-07-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,865063,2023-10-17,2023-10-17,1046073,10-17-2023 CC Meeting Minutes - FINAL_Redacted.pdf,Meeting Minutes
1031,City Council,865047,2023-10-17,2023-10-17,1046063,10-17-2023 Combined CC - RDA Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,863729,2023-10-10,2023-10-10,1035477,10-10-2023 CC Special Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,862021,2023-10-03,2023-10-03,1035475,10-03-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,858917,2023-09-19,2023-09-19,1035471,09-19-2023 CC Meeting Minutes - FINAL with Attachments.pdf,Meeting Minutes
1031,City Council,858915,2023-09-19,2023-09-19,1035465,09-19-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,852117,2023-08-15,2023-08-15,1023589,08-15-2023 CC Meeting Minutes and Attachments - Final.pdf,Meeting Minutes
1031,City Council,852113,2023-08-15,2023-08-15,1023587,08-15-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,848867,2023-08-01,2023-08-01,1011343,08-01-2023 Combined City Council &amp; Redevelopment Agency Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,848863,2023-08-01,2023-08-01,1011341,08-01-2023 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,846214,2023-07-18,2023-07-18,1005687,07-18-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,846210,2023-07-18,2023-07-18,1005689,07-18-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,840409,2023-06-20,2023-06-20,1001257,06-20-2023 Combined City Council &amp; RDA Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,840405,2023-06-20,2023-06-20,1001255,06-20-2023 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,836911,2023-06-06,2023-06-06,999305,06-06-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,832815,2023-05-16,2023-05-16,986145,05-16-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,832823,2023-05-16,2023-05-16,986143,05-16-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,829301,2023-05-02,2023-05-02,979173,05-02-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,829299,2023-05-02,2023-05-02,979171,05-02-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,825878,2023-04-18,2023-04-18,972875,04-18-2023 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,825876,2023-04-18,2023-04-18,972873,04-18-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,822861,2023-04-04,2023-04-04,968373,04-04-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,822859,2023-04-04,2023-04-04,968371,04-04-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,820417,2023-03-21,2023-03-21,963447,03-21-2023 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,820343,2023-03-21,2023-03-21,963435,03-21-2023 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,816617,2023-03-09,2023-03-09,970041,3-9-23 Arts Council Minutes- March FINAL.pdf,Meeting Minutes
1031,City Council,817115,2023-03-07,2023-03-07,957843,03-07-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,814023,2023-02-21,2023-02-21,952071,02-21-2023 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,814021,2023-02-21,2023-02-21,952069,02-21-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,810697,2023-02-07,2023-02-07,946605,02-07-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,810691,2023-02-07,2023-02-07,946601,02-07-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,809095,2023-01-31,2023-01-31,942961,01-31-2023 City Council Budget Meeting Minutes- FINAL.pdf,Meeting Minutes
1031,City Council,806497,2023-01-17,2023-01-17,942967,01-17-2023 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,806267,2023-01-17,2023-01-17,942965,01-17-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,802825,2023-01-03,2023-01-03,932629,01-03-2023 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,802823,2023-01-03,2023-01-03,932625,01-03-2023 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,799975,2022-12-14,2022-12-14,926795,12-14-2022 City Council Strategic Planning Meeting Minutes - Final.pdf,Meeting Minutes
1031,City Council,797865,2022-12-06,2022-12-06,926803,12-06-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,797811,2022-12-06,2022-12-06,926801,12-06-2022 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,793937,2022-11-15,2022-11-15,920673,11-15-2022 City Council Meeting Minutes.pdf,Meeting Minutes
1031,City Council,793929,2022-11-15,2022-11-15,920671,11-15-2022 City Council Study Meeting Minutes.pdf,Meeting Minutes
1031,City Council,792611,2022-11-09,2022-11-09,920669,11-09-2022 City Council Special Meeting Minutes - Final.pdf,Meeting Minutes
1031,City Council,787951,2022-10-18,2022-10-18,913723,10-18-2022 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,787949,2022-10-18,2022-10-18,913721,10-18-2022 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,786727,2022-10-12,2022-10-12,913717,10-12-2022 City Council Strategic Planning Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,784815,2022-10-04,2022-10-04,902763,10-04-2022 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,784811,2022-10-04,2022-10-04,902759,10-04-2022 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,782211,2022-09-20,2022-09-20,897487,09-20-2022 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,782207,2022-09-20,2022-09-20,897477,09-20-2022 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,778716,2022-09-06,2022-09-06,893557,09-06-22 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,778712,2022-09-06,2022-09-06,893555,09-06-2022 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,775162,2022-08-16,2022-08-16,887101,08-16-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,775160,2022-08-16,2022-08-16,887169,08-16-22 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,771573,2022-08-02,2022-08-02,882309,08-02-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,769333,2022-07-19,2022-07-19,882181,07-19-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,769329,2022-07-19,2022-07-19,882715,07-19-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,763895,2022-06-21,2022-06-21,871483,06-21-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,763893,2022-06-21,2022-06-21,871485,06-21-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,760111,2022-06-07,2022-06-07,862909,06-07-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,760059,2022-06-07,2022-06-07,862907,06-07-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,755903,2022-05-17,2022-05-17,857343,05-17-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,755897,2022-05-17,2022-05-17,857349,06-07-22 CC Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,752257,2022-05-03,2022-05-03,849527,05-03-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,752253,2022-05-03,2022-05-03,849525,05-03-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,749225,2022-04-19,2022-04-19,843687,04-19-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,749223,2022-04-19,2022-04-19,843683,04-19-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,745763,2022-04-05,2022-04-05,838231,04-05-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,745765,2022-04-05,2022-04-05,838227,04-05-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,741993,2022-03-15,2022-03-15,832523,03-15-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,741991,2022-03-15,2022-03-15,832517,03-15-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,739903,2022-03-09,2022-03-09,832515,03-09-2022 City Council Special Budget Meeting - FINAL.pdf,Meeting Minutes
1031,City Council,737655,2022-02-23,2022-02-23,826448,02-23-2022 City Council Special Budget Meeting - FINAL.pdf,Meeting Minutes
1031,City Council,735653,2022-02-15,2022-02-15,826446,02-15-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,735647,2022-02-15,2022-02-15,826444,02-15-2022 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,732377,2022-02-01,2022-02-01,814843,02-01-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,732375,2022-02-01,2022-02-01,814841,02-01-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,731007,2022-01-26,2022-01-26,814839,01-26-22 City Council Special Budget Meeting - FINAL.pdf,Meeting Minutes
1031,City Council,729217,2022-01-18,2022-01-18,809457,01-18-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,729205,2022-01-18,2022-01-18,809455,01-18-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,725533,2022-01-04,2022-01-04,803565,01-04-2022 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,725531,2022-01-04,2022-01-04,803561,01-04-2022 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,720605,2021-12-07,2021-12-07,797377,12-07-21 CC Meeting Minutes -FINAL.pdf,Meeting Minutes
1031,City Council,720609,2021-12-07,2021-12-07,797681,12-07-21 CC Study Meeting UPN - FINAL.pdf,Meeting Minutes
1031,City Council,719113,2021-11-30,2021-11-30,797685,11-30-21 Budget Meeting - FINAL.pdf,Meeting Minutes
1031,City Council,716191,2021-11-16,2021-11-16,793583,11-16-21 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,716187,2021-11-16,2021-11-16,793585,11-16-21 City Council Study Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,716185,2021-11-16,2021-11-16,793577,11-16-21 CC Board of Canvass Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,711391,2021-10-26,2021-10-26,784441,10-26-21 CC Special Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,709923,2021-10-19,2021-10-19,784439,10-19-21 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,709921,2021-10-19,2021-10-19,784437,10-19-21 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,708329,2021-10-12,2021-10-12,784435,10-12-21 Strategic Planning Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,706491,2021-10-05,2021-10-05,773499,10-05-21 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,704049,2021-09-21,2021-09-21,766715,09-21-21 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,704051,2021-09-21,2021-09-21,766713,09-21-21 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,700879,2021-09-07,2021-09-07,762585,09-07-21 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,700881,2021-09-07,2021-09-07,762583,09-07-21 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,696327,2021-08-17,2021-08-17,764443,08-17-21 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,693635,2021-08-03,2021-08-03,750285,08-03-21 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,693631,2021-08-03,2021-08-03,750283,08-03-21 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,690877,2021-07-20,2021-07-20,745273,07-20-21 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,684235,2021-06-15,2021-06-15,741579,06-15-21 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,684233,2021-06-15,2021-06-15,741581,06-15-21 CC Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,680619,2021-06-01,2021-06-01,730767,04-06-21 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,680625,2021-06-01,2021-06-01,730763,04-06-21 City Council Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,677397,2021-05-18,2021-05-18,725269,05-18-21 CC Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,677389,2021-05-18,2021-05-18,725267,05-18-21 City Council Study Session Meeting Minutes - FINAL.pdf,Meeting Minutes
1031,City Council,673783,2021-05-04,2021-05-04,720503,05-04-21 City Council Meeting Minutes - FINAL.pdf,Meeting Minutes
