channel,path,sidecar,format,extraction_method,n_chars,has_text
clerk_legacy,raw/clerk_legacy/08_lolds_oct28report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mburdick_amendmentsept1508.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mburdick_april7.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mburdick_lsbjunereport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mburdick_oct28report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mburdick_september152008.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mcrockett_april7.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mcrockett_cojunereportAMEND.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mcrockett_oct28report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mcrockett_september152008report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mjensen_april7.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mjensen_jan31.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mjensen_june17report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mjensen_oct28report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mjensen_september152008.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mrenckert_april7.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mrenckert_june17AMENDMENT.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mrenckert_june17report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mrenckert_oct28report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mrenckert_sept15amendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_mrenckert_september152008.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_pcorroon_amendment_1-31-08.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_pcorroon_jan31.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_ppugmire_april7.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_rhoriuchi_amendmenttoapril7.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_rhoriuchi_april7.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_rhoriuchi_june17report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_rhoriuchi_oct28report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_rhoriuchi_sept1508amend.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_rhoriuchi_september152008.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_rwarnick_april7.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_sdebry_amendmentsept1508.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_sdebry_april7.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_sdebry_june17report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_sdebry_oct28report.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_sdebry_september152008.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/08_sgill_jan31.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_bcardall_yearendsummreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_cdickson_yearendsumm.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_dwilde_yearendreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_gott_yearendsumm.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_jallen_yearendreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_jbradley_yearendsumm.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_jcadman_yearendreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_jiwamoto_yearendreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_joehatch_yearendreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_jwilson_yearendsumm.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_lolds_yearendsumm.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_mburdick_yearendreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_mcrockett_yearendreport1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_mjensen_yearendreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_mrenckert_yearendsumm.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_rhoriuchi_yearendreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_sdebry_yearendreport.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/09_sgill_yearendsumm2.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/20_june_allen_jeff06.pdf,text/clerk_legacy__20_june_allen_jeff06.txt,text,pdftotext -layout,20225,yes
clerk_legacy,raw/clerk_legacy/20_june_auger_janice06.pdf,text/clerk_legacy__20_june_auger_janice06.txt,text,pdftotext -layout,22317,yes
clerk_legacy,raw/clerk_legacy/20_june_borba_douglas06.pdf,text/clerk_legacy__20_june_borba_douglas06.txt,text,pdftotext -layout,11553,yes
clerk_legacy,raw/clerk_legacy/20_june_bradley_jim06.pdf,text/clerk_legacy__20_june_bradley_jim06.txt,text,pdftotext -layout,30289,yes
clerk_legacy,raw/clerk_legacy/20_june_cannon_russ06.pdf,text/clerk_legacy__20_june_cannon_russ06.txt,text,pdftotext -layout,5100,yes
clerk_legacy,raw/clerk_legacy/20_june_cannon_russ06dissolution.pdf,text/clerk_legacy__20_june_cannon_russ06dissolution.txt,text,pdftotext -layout,3488,yes
clerk_legacy,raw/clerk_legacy/20_june_decair_lilli06.pdf,text/clerk_legacy__20_june_decair_lilli06.txt,text,pdftotext -layout,18569,yes
clerk_legacy,raw/clerk_legacy/20_june_dickson_carrie06.pdf,text/clerk_legacy__20_june_dickson_carrie06.txt,text,pdftotext -layout,16383,yes
clerk_legacy,raw/clerk_legacy/20_june_gardner_lee06.pdf,text/clerk_legacy__20_june_gardner_lee06.txt,text,pdftotext -layout,13609,yes
clerk_legacy,raw/clerk_legacy/20_june_gill_sim06.pdf,text/clerk_legacy__20_june_gill_sim06.txt,text,pdftotext -layout,32245,yes
clerk_legacy,raw/clerk_legacy/20_june_hatch_jeff06.pdf,text/clerk_legacy__20_june_hatch_jeff06.txt,text,pdftotext -layout,20344,yes
clerk_legacy,raw/clerk_legacy/20_june_hatch_joe06.pdf,text/clerk_legacy__20_june_hatch_joe06.txt,text,pdftotext -layout,18271,yes
clerk_legacy,raw/clerk_legacy/20_june_hendricks_nate06.pdf,text/clerk_legacy__20_june_hendricks_nate06.txt,text,pdftotext -layout,11388,yes
clerk_legacy,raw/clerk_legacy/20_june_kendrick_benjamin06.pdf,text/clerk_legacy__20_june_kendrick_benjamin06.txt,text,pdftotext -layout,14031,yes
clerk_legacy,raw/clerk_legacy/20_june_larson_billie06.pdf,text/clerk_legacy__20_june_larson_billie06.txt,text,pdftotext -layout,23133,yes
clerk_legacy,raw/clerk_legacy/20_june_latham_rob06.pdf,text/clerk_legacy__20_june_latham_rob06.txt,text,pdftotext -layout,31459,yes
clerk_legacy,raw/clerk_legacy/20_june_lundeberg_kim06.pdf,text/clerk_legacy__20_june_lundeberg_kim06.txt,text,pdftotext -layout,10250,yes
clerk_legacy,raw/clerk_legacy/20_june_ott_gary06.pdf,text/clerk_legacy__20_june_ott_gary06.txt,text,pdftotext -layout,19173,yes
clerk_legacy,raw/clerk_legacy/20_june_shamy_steven06.pdf,text/clerk_legacy__20_june_shamy_steven06.txt,text,pdftotext -layout,11326,yes
clerk_legacy,raw/clerk_legacy/20_june_shamy_steven06dissolution.pdf,text/clerk_legacy__20_june_shamy_steven06dissolution.txt,text,pdftotext -layout,2592,yes
clerk_legacy,raw/clerk_legacy/20_june_topham_lawrence06.pdf,text/clerk_legacy__20_june_topham_lawrence06.txt,text,pdftotext -layout,18988,yes
clerk_legacy,raw/clerk_legacy/20_june_tripp_chuck06.pdf,text/clerk_legacy__20_june_tripp_chuck06.txt,text,pdftotext -layout,16624,yes
clerk_legacy,raw/clerk_legacy/20_june_turner_diane06.pdf,text/clerk_legacy__20_june_turner_diane06.txt,text,pdftotext -layout,13648,yes
clerk_legacy,raw/clerk_legacy/20_june_wilde_david06.pdf,text/clerk_legacy__20_june_wilde_david06.txt,text,pdftotext -layout,14424,yes
clerk_legacy,raw/clerk_legacy/20_june_wilde_david06amendment.pdf,text/clerk_legacy__20_june_wilde_david06amendment.txt,text,pdftotext -layout,12431,yes
clerk_legacy,raw/clerk_legacy/20_june_winder_jim06.pdf,text/clerk_legacy__20_june_winder_jim06.txt,text,pdftotext -layout,20756,yes
clerk_legacy,raw/clerk_legacy/BMcAdams_11_YearEnd_Amend_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/BishopM_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bishop_M_Recorder_June14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bishop_M_Recorder_YearEnd_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bishop_Mary_Recorder_Oct14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bishop_Mary_Recorder_Sept.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/BordbaD_Council3_June2006.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bradley_J_12_April_Interim_Amend_CntyCncl_AtLrgC_R.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bradley_J_12_April_Interim_CntyCncl_AtLrgC_Redacte.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bradley_J_12_Final_CouncilC_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bradley_J_12_June_Interim_CntyCncl_AtLrgC_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bradley_J_12_Oct_CouncilC_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bradley_J_12_Sept_Interim_CntyCncl_AtLrgC_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bradley_J_CouncilAtLarge_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bradley_Jim_CouncilC_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/BrunerM2014AprilAmendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/BrunerM_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bruner_M_CouncilA_June14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bruner_M_CouncilA_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bruner_Miach_CouncilA_Sept.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Bruner_Micah_CouncilA_Oct14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Burdicik_M_12_April_Interim_CntyCncl6_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Burdick_M_12_April_Interim_Amend_CntyCncl6_Redacte.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Burdick_M_12_Final_Council6_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Burdick_M_12_June_Interim_Amend_CntyCncl6_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Burdick_M_12_Oct_Council6_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Burdick_M_12_Oct_Council6_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Burdick_M_12_Sept_Interim_CntyCncl6_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Burdick_M_Council6_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Burdick_M_Council6_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/CBurrage_11_Dissolution_CntyCnclB.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/CDickson_11_Dissolution_Clerk.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/CDickson_11_Final_Clerk_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/CNoyce_12_Dissolution_CntyCncl1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/CNoyce_12_Final_CntyCncl1_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Cook_M_12_April_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Cook_M_12_DissolutionForm_Mayor.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Cook_M_12_Final_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Crockett_M_12_April_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Crockett_M_12_June_Interim_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Crockett_M_12_Mayor_Dissolution_Redacted.pdf,text/clerk_legacy__Crockett_M_12_Mayor_Dissolution_Redacted.txt,text,pdftotext -layout,673,yes
clerk_legacy,raw/clerk_legacy/Crockett_M_12_Mayor_Final.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Crockett_M_12_Oct_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Crockett_M_12_Sept_Amend_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/DeBry_S_Council5_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/DeBry_S_Council5_June14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/DeBry_Steven_Council5_Oct14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/DeBry_Steven_Council5_Sept.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/DebryS_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Debry_S_12_Final_Council5_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Debry_S_Council5_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Decker_L_12_FinalDissolution_Mayor_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Demma_J_12_April_Interim_Amend_CntyCncl_AtLrgC_Red.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Demma_J_12_April_Interim_CntyCncl_AtLrg_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Demma_J_12_Final_CouncilAtlarge_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Demma_J_12_June_Interim__CntyCncl_AtLrgC_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Demma_J_12_Oct_CouncilC_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Demma_J_12_Sept_Interim_Amend2_CntyCncl_AtLrgC_Red.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Demma_J_12_Sept_Interim_Amend_CntyCncl_AtLrgC_Reda.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/EricksonK_2014April_Amend.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/EricksonK_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/EricksonK_2014_April_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/GillS-2014AprilAmendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/GillS_2014_April.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Gill_S_10_Sept_DA_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Gill_S_12_Final_DA_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Gill_S_DA_June14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Gill_S_DA_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Gill_S_DS_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Gill_Sim_DA_Oct14.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Gill_Sim_DA_Sept.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Goodfellow_B_12_April_Interim_CntyCncl2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Goodfellow_B_12_Final_Council2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Goodfellow_B_12_June_Interim_Amend_CntyCncl2_Redac.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Goodfellow_B_12_Oct_Council2_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Goodfellow_B_12_Oct_Council2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Goodfellow_B_12_Primary_CntyCncl2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Goodfellow_B_12_Sept_Interim_CntyCncl2_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Goodfellow_B_Council2_2013_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Goodfellow_Brent_Council2_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Granato_S_12_April_Interim_CntyCncl4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Granato_S_12_Final_Council4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Granato_S_12_June_Interim_Amend_CntyCncl4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Granato_S_12_June_Interim_CntyCncl4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Granato_S_12_Oct_Council4_Amended_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Granato_S_12_Oct_Council4_Redacted1.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Granato_S_12_Sept_Interim_CntyCncl4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Granato_S_12_YearEnd_Amendment.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Granato_S_Council4_YearEnd.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Harmsen_S_12_April_Interim_CntyCnclC_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Harmsen_S_12_Final_CouncilC_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Harmsen_S_Dissolution_CouncilC.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Hatch_J_12_April_Interim_CntyCncl4_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Hatch_Jeff_12_Council4_Final_Redacted.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Hatch_Jeff_12_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
clerk_legacy,raw/clerk_legacy/Hawkins_Gregory_Dissolution.pdf,,scanned,DEFERRED (image-only; vision follow-up planned),0,no
