prefix,subfolder,key,filename,size,last_modified,in_scope,scope_reason
copperton/,ADC,copperton/ADC/images/ordinance/1689883041_Screenshot 2023-07-18 155837.png,1689883041_Screenshot 2023-07-18 155837.png,36595,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689887254_Screenshot 2023-07-18 155837.png,1689887254_Screenshot 2023-07-18 155837.png,50995,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689887287_Screenshot 2023-07-18 155837.png,1689887287_Screenshot 2023-07-18 155837.png,50378,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689887373_Screenshot 2023-07-18 155837.png,1689887373_Screenshot 2023-07-18 155837.png,26713,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689887454_Screenshot 2023-07-18 155837.png,1689887454_Screenshot 2023-07-18 155837.png,72697,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689887554_Screenshot 2023-07-18 155837.png,1689887554_Screenshot 2023-07-18 155837.png,68643,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689887962_Screenshot 2023-07-18 155837.png,1689887962_Screenshot 2023-07-18 155837.png,89946,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689887991_Screenshot 2023-07-18 155837.png,1689887991_Screenshot 2023-07-18 155837.png,53465,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689888053_Screenshot 2023-07-18 155837.png,1689888053_Screenshot 2023-07-18 155837.png,48574,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689888091_Screenshot 2023-07-18 155837.png,1689888091_Screenshot 2023-07-18 155837.png,32121,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689888156_Screenshot 2023-07-18 155837.png,1689888156_Screenshot 2023-07-18 155837.png,39658,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689888808_Screenshot 2023-07-18 155837.png,1689888808_Screenshot 2023-07-18 155837.png,43069,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689888846_Screenshot 2023-07-18 155837.png,1689888846_Screenshot 2023-07-18 155837.png,43069,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689888882_Screenshot 2023-07-18 155837.png,1689888882_Screenshot 2023-07-18 155837.png,5707,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689888914_Screenshot 2023-07-18 155837.png,1689888914_Screenshot 2023-07-18 155837.png,35171,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689889005_Screenshot 2023-07-18 155837.png,1689889005_Screenshot 2023-07-18 155837.png,50091,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689889089_Screenshot 2023-07-18 155837.png,1689889089_Screenshot 2023-07-18 155837.png,19148,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689890850_Screenshot 2023-07-18 155837.png,1689890850_Screenshot 2023-07-18 155837.png,19118,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689890913_Screenshot 2023-07-18 155837.png,1689890913_Screenshot 2023-07-18 155837.png,310008,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689890957_Screenshot 2023-07-18 155837.png,1689890957_Screenshot 2023-07-18 155837.png,272983,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689890995_Screenshot 2023-07-18 155837.png,1689890995_Screenshot 2023-07-18 155837.png,448468,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1689891270_Screenshot 2023-07-18 155837.png,1689891270_Screenshot 2023-07-18 155837.png,39109,2023-07-20,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690387232_Screenshot 2023-07-25 130733.png,1690387232_Screenshot 2023-07-25 130733.png,13007,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690387401_Screenshot 2023-07-25 130733.png,1690387401_Screenshot 2023-07-25 130733.png,10061,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690387545_Screenshot 2023-07-25 130733.png,1690387545_Screenshot 2023-07-25 130733.png,19622,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690387610_Screenshot 2023-07-25 130733.png,1690387610_Screenshot 2023-07-25 130733.png,13045,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690387963_Screenshot 2023-07-25 130733.png,1690387963_Screenshot 2023-07-25 130733.png,81726,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690387999_Screenshot 2023-07-25 130733.png,1690387999_Screenshot 2023-07-25 130733.png,75387,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690389323_Screenshot 2023-07-25 130733.png,1690389323_Screenshot 2023-07-25 130733.png,105474,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690389580_Screenshot 2023-07-25 130733.png,1690389580_Screenshot 2023-07-25 130733.png,59060,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690389729_Screenshot 2023-07-25 130733.png,1690389729_Screenshot 2023-07-25 130733.png,17425,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390167_Screenshot 2023-07-25 130733.png,1690390167_Screenshot 2023-07-25 130733.png,62175,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390203_Screenshot 2023-07-25 130733.png,1690390203_Screenshot 2023-07-25 130733.png,87126,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390236_Screenshot 2023-07-25 130733.png,1690390236_Screenshot 2023-07-25 130733.png,34030,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390279_Screenshot 2023-07-25 130733.png,1690390279_Screenshot 2023-07-25 130733.png,79965,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390321_Screenshot 2023-07-25 130733.png,1690390321_Screenshot 2023-07-25 130733.png,40102,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390361_Screenshot 2023-07-25 130733.png,1690390361_Screenshot 2023-07-25 130733.png,118310,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390403_Screenshot 2023-07-25 130733.png,1690390403_Screenshot 2023-07-25 130733.png,1265,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390460_Screenshot 2023-07-25 130733.png,1690390460_Screenshot 2023-07-25 130733.png,42418,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390505_Screenshot 2023-07-25 130733.png,1690390505_Screenshot 2023-07-25 130733.png,36746,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390536_Screenshot 2023-07-25 130733.png,1690390536_Screenshot 2023-07-25 130733.png,38206,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390619_Screenshot 2023-07-25 130733.png,1690390619_Screenshot 2023-07-25 130733.png,5000,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690390653_Screenshot 2023-07-25 130733.png,1690390653_Screenshot 2023-07-25 130733.png,32395,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690399269_Screenshot 2023-07-25 130733.png,1690399269_Screenshot 2023-07-25 130733.png,10307,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690399294_Screenshot 2023-07-25 130733.png,1690399294_Screenshot 2023-07-25 130733.png,10307,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690399336_Screenshot 2023-07-25 130733.png,1690399336_Screenshot 2023-07-25 130733.png,28567,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690400162_Screenshot 2023-07-25 130733.png,1690400162_Screenshot 2023-07-25 130733.png,51483,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690400228_Screenshot 2023-07-25 130733.png,1690400228_Screenshot 2023-07-25 130733.png,37014,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690400384_Screenshot 2023-07-25 130733.png,1690400384_Screenshot 2023-07-25 130733.png,54637,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690400421_Screenshot 2023-07-25 130733.png,1690400421_Screenshot 2023-07-25 130733.png,28918,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690401587_Screenshot 2023-07-25 130733.png,1690401587_Screenshot 2023-07-25 130733.png,85002,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690401642_Screenshot 2023-07-25 130733.png,1690401642_Screenshot 2023-07-25 130733.png,88743,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690401673_Screenshot 2023-07-25 130733.png,1690401673_Screenshot 2023-07-25 130733.png,33733,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690401706_Screenshot 2023-07-25 130733.png,1690401706_Screenshot 2023-07-25 130733.png,75332,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690403063_Screenshot 2023-07-25 130733.png,1690403063_Screenshot 2023-07-25 130733.png,21483,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690403747_Screenshot 2023-07-25 130733.png,1690403747_Screenshot 2023-07-25 130733.png,52231,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1690404645_Screenshot 2023-07-25 130733.png,1690404645_Screenshot 2023-07-25 130733.png,279729,2023-07-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1727382887_Screenshot 2024-09-26 143426.png,1727382887_Screenshot 2024-09-26 143426.png,124047,2024-09-26,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736306590_Screenshot 2025-01-07 192233.png,1736306590_Screenshot 2025-01-07 192233.png,438250,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736306698_Screenshot 2025-01-07 192436.png,1736306698_Screenshot 2025-01-07 192436.png,578207,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736354368_Screenshot 2025-01-08 083901.png,1736354368_Screenshot 2025-01-08 083901.png,45983,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736354526_Screenshot 2025-01-08 084153.png,1736354526_Screenshot 2025-01-08 084153.png,33398,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736355532_Screenshot 2025-01-08 085836.png,1736355532_Screenshot 2025-01-08 085836.png,23172,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736355711_Screenshot 2025-01-08 085836.png,1736355711_Screenshot 2025-01-08 085836.png,23172,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736356284_Screenshot 2025-01-08 091027.png,1736356284_Screenshot 2025-01-08 091027.png,28379,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736356315_Screenshot 2025-01-08 091100.png,1736356315_Screenshot 2025-01-08 091100.png,36299,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736358629_Screenshot 2025-01-08 095005.png,1736358629_Screenshot 2025-01-08 095005.png,160136,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736358846_Screenshot 2025-01-08 095349.png,1736358846_Screenshot 2025-01-08 095349.png,161464,2025-01-08,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1736436428_Screenshot 2025-01-09 072636.png,1736436428_Screenshot 2025-01-09 072636.png,519825,2025-01-09,no,not a pdf (.png)
copperton/,ADC,copperton/ADC/images/ordinance/1737997970_Screenshot 2025-01-27 091236.png,1737997970_Screenshot 2025-01-27 091236.png,124081,2025-01-27,no,not a pdf (.png)
copperton/,fees,copperton/fees/documents/1655156194_Final Fee Schedule 2022 Amended Clean.pdf,1655156194_Final Fee Schedule 2022 Amended Clean.pdf,477005,2022-06-13,no,non-instrument plan/fee-schedule exhibit (housing_plans/general-plan scope)
copperton/,fees,copperton/fees/documents/1674166981_Copperton 2023 Fee Schedule.pdf,1674166981_Copperton 2023 Fee Schedule.pdf,578625,2023-01-19,no,non-instrument plan/fee-schedule exhibit (housing_plans/general-plan scope)
copperton/,fees,copperton/fees/documents/1713815450_Resolution 2023-11-01.pdf,1713815450_Resolution 2023-11-01.pdf,248489,2024-04-22,yes,adopted ordinance/resolution instrument
copperton/,fees,copperton/fees/documents/1713816515_Resolution 2023-12-03.pdf,1713816515_Resolution 2023-12-03.pdf,460705,2024-04-22,yes,adopted ordinance/resolution instrument
copperton/,fees,copperton/fees/documents/1748358522_Ordinance 2025-O-03 - Adopting FY 2026 Fee Schedule.pdf,1748358522_Ordinance 2025-O-03 - Adopting FY 2026 Fee Schedule.pdf,1373354,2025-05-27,yes,adopted ordinance/resolution instrument
copperton/,landordinances,copperton/landordinances/documents/1713813855_Ordinance 2023-07-01.pdf,1713813855_Ordinance 2023-07-01.pdf,252279,2024-04-22,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1753803097_Ordinance 2025-O-04 Adopting Engineering Standards for the City.pdf,1753803097_Ordinance 2025-O-04 Adopting Engineering Standards for the City.pdf,1982612,2025-07-29,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1753998806_Ordinance 17-02-01.pdf,1753998806_Ordinance 17-02-01.pdf,67220,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1753998956_Ordinance 17-04-01.pdf,1753998956_Ordinance 17-04-01.pdf,40465,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754000113_Ordinance 17-04-02.pdf,1754000113_Ordinance 17-04-02.pdf,1049224,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754000411_Ordinance 17-05-01.pdf,1754000411_Ordinance 17-05-01.pdf,125226,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754000594_Ordinance 17-07-01.pdf,1754000594_Ordinance 17-07-01.pdf,173374,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754000818_Ordinance 17-09-01.pdf,1754000818_Ordinance 17-09-01.pdf,72073,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754001011_Ordinance 2017-10-01.pdf,1754001011_Ordinance 2017-10-01.pdf,63128,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754001205_Ordinance 2017-11-01.pdf,1754001205_Ordinance 2017-11-01.pdf,3912366,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754001429_Ordinance 2017-11-02.pdf,1754001429_Ordinance 2017-11-02.pdf,85752,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754001615_Ordinance 2017-11-03.pdf,1754001615_Ordinance 2017-11-03.pdf,157364,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754001825_Ordinance 2017-12-01.pdf,1754001825_Ordinance 2017-12-01.pdf,637437,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754002008_Ordinance 2017-12-02.pdf,1754002008_Ordinance 2017-12-02.pdf,139144,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1754002162_Ordinance 2017-12-03.pdf,1754002162_Ordinance 2017-12-03.pdf,72322,2025-07-31,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1766595343_Ordinance 2025-O-07 Wildland Urban Interface Adoption.pdf,1766595343_Ordinance 2025-O-07 Wildland Urban Interface Adoption.pdf,2491868,2025-12-24,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1766595414_Ordinance 2025-O-06 Data Privacy Program.pdf,1766595414_Ordinance 2025-O-06 Data Privacy Program.pdf,1278867,2025-12-24,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1766595440_Ordinance 2025-O-08 Title 18 and 19 Amendments.pdf,1766595440_Ordinance 2025-O-08 Title 18 and 19 Amendments.pdf,2916813,2025-12-24,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1781815075_Copperton 2026-O-03 Adopting FY2027 City Budget.pdf,1781815075_Copperton 2026-O-03 Adopting FY2027 City Budget.pdf,1003620,2026-06-18,yes,adopted ordinance/resolution instrument
copperton/,orddoc,copperton/orddoc/documents/1781815243_Copperton 2026-O-01 Repealing and Replacing Chapter 3.71 requests for funding.pdf,1781815243_Copperton 2026-O-01 Repealing and Replacing Chapter 3.71 requests for funding.pdf,1431857,2026-06-18,yes,adopted ordinance/resolution instrument
copperton/,ordinances,copperton/ordinances/documents/1567617409_Ordinance 19-04-01.pdf,1567617409_Ordinance 19-04-01.pdf,222457,2019-09-04,yes,adopted ordinance/resolution instrument
