entity,plan_kind,plan_vintage,project_id,name,mode,improvement_type,jurisdiction,county,phase_or_year,cost,status,description,source_layer,source_url
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),14801,SR-114 & 500 North Lindon (MP 10.03),,Traffic and Safety,UDOT,,2023,75000,Design,A new signal will be added at SR-114 (Geneva Rd) and 500 N in Lindon.  The intersection will need to be realigned prior to installation of the new signal.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),14988,Springville Sharp/Tintic RR Connection,,Other,MAG,,2026,58767142.86,Design,"This project will construct approximately 3,900 linear feet of UTA owned railroad track for the future FrontRunner. This will allow for the bypass of current UPRR routes and abandon approximately 12,500 feet of the Tintic Railroad line through residential sections of Springville, eliminating the existing need for 6 crossings in the area. UTA is the lead for the design and construction of this project.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),14995,American Fork 700 N Connection,,Other,MAG,,2019,1350000,Design,"This project provides a new 2 lane facility between 100 E (SR-74 / Alpine Hwy) and 200 E American Fork, connecting 700 N to 740 N which becomes 700 N again west of the cemetery.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),14997,Orem 1200 S 400 W Roundabout Improvements,,Roadway,MAG,,2020,2300000,Construction,This project modernizes the existing round about at the intersection of 400 W and 1200 S.   This will improve traffic flow and safety.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),15153,"Springville 1600 S./2700 N, S.F.Main St. to SR-51",,Capacity,UDOT,,2024,116855767.49,Construction,This study is evaluating a new interchange where 1600 South in Springville crosses over I-15 and improvements to the road from Spanish Fork Main Street to State Route 51 in Springville.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),15349,SR-114; Queue Cutters & Presignal,,Traffic and Safety,UDOT,,2024,1278000,Design,This project will upgrade existing railroad crossing equipment and will also provide advance warning devices so vehicles stopped at a regular traffic signal will not be stopped on the railroad tracks on 400 S in Orem.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),16282,SR-92; Miscellaneous Repairs,,Roadway,UDOT,,2021,1747099.45,Design,"This project will reconstruct the pavement, improve drainage and provide enhanced mobility and safety.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),16995,Springville 1200 W - 1600 S to Canyon Creek PKWY,,Roadway,MAG,,2021,2372826,Design,This project will add a lane to accommodate additional vehicles or improve traffic flow.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17038,Spanish Fork Center St. Interchange CPF,,Other,UDOT,,2019,2000000,Design,"This project will allow UDOT to preserve a right of way for future transportation projects. It allows the department to assist home and property owners before actual design or construction occurs.

Preserve properties around the future Spanish Fork Center Street Interchange",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17056,Orem 1600 N / 400 E Roundabout,,Transportation Solutions,MAG,,2021,1391304,Design,Other - Traffic Management & ITS Projects,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17057,Orem 1150 S / State ST Intersection Relocation,,Traffic and Safety,MAG,,2021,1689000,Design,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17058,Santaquin Main ST Improvements Phase 4,,Roadway,MAG,,2021,9574116.76,Design,"This phase Continues the US Highway 6 (Santaquin Main Street) widening and improvement project between 300 East and 100 West. Includes adding east and westbound travel lanes (one additional travel lane each direction), widening curb lines, installing improvements behind curb (i.e. undergrounding utilities, streetlighting, sidewalk at ROW line and minimal landscaping). This project is managed by Santaquin City.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17060,UC 8000 South,,Other,MAG,,2021,1656522,Design,"The purpose of this project is to reconstruct 8000 South, increasing the radii to facilitate large trucks utilizing 8000 South to access I-15 and acquire additional right-of-way for future widening. This project is managed by Utah County.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17062,Springville 1200 W - 400 S to 550 N Phase 2,,Capacity,MAG,,2021,2347826,Design,This project consists of building a new 2 lane road in Springville along 1200 W from 400 South to 550 North.  It is anticipated that the design of this roadway will begin the end of 2021.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17067,Springville 2900 E / Canyon RD Trailhead,,Enhancement,MAG,,2025,728708,Design,"UDOT, in partnership with the City of Springville will construct a trailhead for the Hobble Creek Trail and Mapleton Canal Trail near Bartholomew Park. The estimated project value is $710k. Design of the project will be completed in the Spring of 2025 with construction to follow in the spring/summer of 2026.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17068,American Fork Art Dye Trail,,Enhancement,MAG,,2025,1447000,Design,The Recreational Trails Program (RTP) provides funds for Utah to develop and maintain recreational trails and trail-related facilities for both non-motorized and motorized recreational trail uses.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17206,I-15; Tech Corridor Supplimental Environmental,,Roadway,UDOT,,2019,10000,Design,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17208,SR-129; Sidewalk at UPRR Crossing,,Other,UDOT,,2019,250000,Design,Widen shoulder at the UPRR and SR-129 crossing to allow for bike lanes.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17214,SR-114; 200 South Lindon Intersection Improvements,,Traffic and Safety,UDOT,,2027,3656000.01,Design,"This project will make operational and safety improvements to the intersection. This may include widening, adding additional lanes or turn lanes or updating signals and signal timing.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17319,Pleasant Grove Interchange Corr. Pres.,,Other,UDOT,,2019,19301255.94,Design,This project will allow UDOT to preserve a right of way for future transportation projects. It allows the department to assist home and property owners before actual design or construction occurs.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17329,"SR-135 (600 N)/PG Blvd & 2800 West (MP 0.0), AF",,Traffic and Safety,UDOT,,2022,354000,Design,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),17415,SR-85; MVC Extension in UT Cty - Foothill Blvd CPF,,Other,UDOT,,2025,18202665.99,Design,This project will purchase property and preserve the future Mountain View Corridor / Foothill Blvd Extenstion before it is developed.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),18144,Vineyard Rail Consolidation,,Freight,UDOT,,2022,5500000,Design,This project will remove the UPRR spur named the Provo Industrial Lead from just south of Orem Center Street to just north of 1600 N in Orem. The project will provide a new connection from the Provo subdivision line to the remaining Provo Industrial Lead.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),18341,MVC South; Pioneer Crossing to Redwood Rd. Study,,Environmental,UDOT,,2022,3000000,Design,"The National Environmental Policy Act (NEPA) of 1969 requires UDOT to perform an Environmental Assessment (EA) or Environmental Impact Statement (EIS). The process begins with UDOT developing a proposal; a determination of whether or not the proposed action is covered under NEPA is then made. There are three levels of analysis that an agency may undertake to comply with the law, Categorical Exclusion (CAD-EX), EA or EIS. These studies take into account several factors including, but limited to, air quality, threatened and endangered species, wetlands, historical and archaeological.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),18365,US-189; University Ave Viaduct Replacement (0F-84),,Structures,UDOT,,2025,61550392.82,Construction,Replacement and Rehabilitation - Structure,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),18428,SR-241;Orem 1600 N from 1200 W to State Street,,Capacity,UDOT,,2025,64314315,Construction,Widen SR-241 to increase capacity between I-15 and US-89,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),18934,"US-89 (1600 W) & 800 N (MP 327.03), Mapleton",,Traffic and Safety,UDOT,,2022,490000,Construction,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19020,Lehi 2300 West; 2100 N to Lehi Main St.,,Roadway,MAG,,2022,7376300,Design,"This project will fully reconstruct the existing roadway. Reconstruction includes the removal of the old road as well as the base materials it was built on. Reconstruction might also include drainage and drainage systems, new signing and striping, widening, including additional lanes, widened shoulders and auxiliary lanes.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19021,"Springville 1200 West; 550 N to 1400 N, Phase 5",,Capacity,MAG,,2023,5168000,Design,New Capacity,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19024,Orem Center St/1200 West Intersection,,Roadway,MAG,,2023,3825001,Design,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19025,Utah Lakeshore Trail-Vineyard 300 S - Orem 1200 S,,Other,MAG,,2024,3400000,Design,Transportation Alternatives,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19074,Salem Canal Trail; Woodland Hills Dr to Elk Ridge,,Other,MAG,,2023,12062391.99,Construction,Construct the Salem Canal trail from Woodland Hills Dr to Elk Ridge Dr.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19077,UT Lakeshore Pkwy Tr; Spring Cr to AF Boat Harbor,,Other,MAG,,2024,2849200,Design,This project will construct the Utah County Lakeshore Parkway Trail from Spring Creek to American Fork Boat Harbor.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19079,American Fork 200 S / 100 E Intersection,,Roadway,MAG,,2023,1636250,Design,"This project will modify an existing roadway and could include turn lanes, improved signal operations and better access.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19080,American Fork 200 S / 300 W Intersection,,Roadway,MAG,,2023,1028500,Design,This project will construct a roundabout intersection at 200 S and 300 W in American Fork.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19086,"Harvey Blvd, Cedar Hills; 4100 W to Canyon Rd",,Capacity,MAG,,2023,1565700,Design,This project will widen Harvey Blvd to three lanes from 4100 W to Canyon Rd.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19089,Spanish Fork 2000 E; Canyon Rd to US-6,,Capacity,MAG,,2023,1371900,Design,This project will construct a new three lane roadway at 2000 W from Canyon Rd to US-6.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19100,Spanish Fork Main St; 600 N to 1000 N,,Traffic and Safety,MAG,,2024,5408542,Design,Install a raised median from 600 N to 1000 N on Main Street in Spanish Fork.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19101,"Santaquin Main St; 100 W to 600 W, Phase 5",,Capacity,MAG,,2024,7095000,Design,This project will widen US-6/SF Main St from 100 W to 600 W.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19102,Springville 800 S/800 E Intersection,,Capacity,MAG,,2024,2205225,Design,This project will upgrade the existing 800 S and 800 E intesection by installing a roundabout.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19268,US-6; Chicken Hollow to Tie Fork,,Capacity,UDOT,,2024,43400000,Construction,"This project consists of various construction activities on US-6 from approximately MP 189.45 to MP 201.12.  Construction elements include widening of US-6 from MP 194 to 197, improving the Sheep Creek intersection near MP 195, and pavement preservation activities including mill, overlay, and chip sealing.  The intent of the project is to provide two lanes in each direction with acceleration and deceleration lanes at the Sheep Creek intersection. Construction of the project is anticipated to start in Fall 2025.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19313,Geneva Road - University Parkway to 1800 South,,Capacity,UDOT,,2024,31390401,Construction,Widen Existing Facility to 5 lines,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19395,Springville Safe Routes to School FY23,,Traffic and Safety,UDOT,,2024,355000,Construction,This project will construct sidewalk on 800 E Springville between 700 S and Brookside drive at a cost of $240K. Design of the project will be completed in the Spring of 2025 with construction occurring the following summer/fall 2025..,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19468,Region 3 South Area Drainage Repairs,,Maintenance,UDOT,,2024,135000,Design,Maintaining the drainage system of the highway is critical to the long term viability of the highway system. Proper drainage is also critical for the safety of the public.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19636,US-89 Barrier Upgrades,,Transportation Solutions,UDOT,,2026,912499.75,Construction,Other-Roadway Project,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19769,US-89 and 1600 W Mapleton Safety Improvements,,Traffic and Safety,UDOT,,2024,64012.7,Construction,This project will make operational and safety improvements to the intersection. This may include widening for turn lanes or curb and gutter changes.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19808,"US-189 & 5600 North (MP 7.044), Provo",,Traffic and Safety,UDOT,,2022,575000,Construction,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19890,Vineyard Connector Overpass,,Capacity,UDOT,,2024,11028000,Construction,This project will construct a pedestrian structure in Vineyard over the new Vineyard Connector segment from 800 N to 1600N. This ped structure will connect the Vineyard Frontrunner Station to Utah Lake.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),19960,SR-68 & SR-73 Pavement Preservation,,Preservation,UDOT,,2026,4700000,Construction,Project will preserve the life of the pavement by sealing the pavement with a micorsurface treatment.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),20043,2023 Region 3 Sign Upgrade & Replacement,,Traffic and Safety,UDOT,,2023,276203.58,Design,"Consistent highway signs help road users interpret, understand, and respond to the intended messages correctly. This project will replace and improve highway signs on Utah roadways in Region 3.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),20060,2023 Region 3 ROW Assistence,,Other,UDOT,,2022,43000,Design,Assist Region 3 ROW with SR-129 and SR-145 conveyance and other document preparation and review,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),20240,"US-89 (Main Street) & 600 South, Springville",,Traffic and Safety,UDOT,,2025,925690,Construction,"The construction of new traffic signals improves the safety and mobility of intersections by assigning right of way. Each new signal is evaluated for the traffic volume, turning movements, pedestrian use, location variables such as sight distance and crashes before any signal is installed.",MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
mag_mpo,tip,MAG TIP (UDOT ePM snapshot 2026-07-01),20255,Frontrunner South; Payson to Provo Env/Planning,,Other,UDOT,,2027,5000851.78,Design,This project includes planning cooperative agreements with transit organizations.,MAG_TIP_Projects,https://services2.arcgis.com/EiGeaCDLpVDPqdJ5/arcgis/rest/services/MAG_TIP_Projects/FeatureServer/0
