year,election_type,office,district,contest,contest_verbatim,n_seats,n_candidates,voting_method,total_votes,total_first_choice_votes,winner,winner_votes,winner_pct,runner_up,runner_up_votes,margin_votes,margin_pct,registered_voters,ballots_cast,turnout_pct,uncontested,suppressed_precincts,note,source_file
2015,municipal general,Council,4,Holladay City Council District 4,HOLLADAY CITY COUNCIL DIST 4,1,2,plurality,1649,,STEVEN H. GUNN,1252,75.92,MITCHELL C. SMOOT,397,855,51.85,3940,,,False,False,,2015-11-03-municipal-general-election-statement-of-votes-cast.zip
2015,municipal general,Council,5,Holladay City Council District 5,HOLLADAY CITY COUNCIL DIST 5,1,2,plurality,1430,,MARK HOLMES STEWART,772,53.99,J. JAMES JIM PALMER,658,114,7.97,3309,,,False,False,,2015-11-03-municipal-general-election-statement-of-votes-cast.zip
2015,municipal primary,Council,4,Holladay City Council District 4,HOLLADAY CITY COUNCIL DIST 4,1,3,plurality,1194,,STEVEN H. GUNN,915,76.63,MITCHELL C. SMOOT,152,763,63.9,3929,,,False,False,,2015-08-11-municipal-primary-sovc.xlsx
2017,municipal general,Council,1,Holladay City Council District 1,HOLLADAY CITY CNCL DIST 1,1,1,plurality,1230,,SABRINA R PETERSEN,1230,100.0,,0,1230,100.0,3270,,,True,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2017,municipal general,Council,3,Holladay City Council District 3,HOLLADAY CITY CNCL DIST 3,1,2,plurality,1659,,PAUL S FOTHERINGHAM,1116,67.27,DENNIS ROACH,543,573,34.54,3647,,,False,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2017,municipal general,Mayor,,Holladay City Mayor,HOLLADAY CITY MAYOR,1,1,plurality,7465,,ROBERT M. DAHLE,7465,100.0,,0,7465,100.0,18325,,,True,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2019,municipal general,Council,2,Holladay City Council District 2,HOLLADAY CITY COUNCIL DISTRICT 2,1,1,plurality,962,,MATT DURHAM,962,100.0,,0,962,100.0,4015,,,True,False,,2019-11-05-general-election-sovc.xlsx
2019,municipal general,Council,4,Holladay City Council District 4,HOLLADAY CITY COUNCIL DISTRICT 4,1,2,plurality,1859,,DREW B. QUINN,1450,78.0,B. PETER MONSON,409,1041,56.0,4328,,,False,False,,2019-11-05-general-election-sovc.xlsx
2019,municipal general,Council,5,Holladay City Council District 5,HOLLADAY CITY COUNCIL DISTRICT 5,1,2,plurality,1762,,DANIEL BAY GIBBONS,971,55.11,LORI A. KHODADAD,791,180,10.22,3738,,,False,False,,2019-11-05-general-election-sovc.xlsx
2021,municipal general,Council,1,Holladay City Council District 1,CITY OF HOLLADAY COUNCIL DISTRICT 1,1,2,plurality,1279,,D. TY BREWER,671,52.46,MELISSA BLACKHAM HILTON,608,63,4.93,3791,1307,34.48,False,False,,november-2-2021-general-election-statement-of-votes-cast.xlsx
2021,municipal general,Council,3,Holladay City Council District 3,CITY OF HOLLADAY COUNCIL DISTRICT 3,1,1,plurality,867,,PAUL S. FOTHERINGHAM,867,100.0,,0,867,100.0,4075,989,24.27,True,False,,november-2-2021-general-election-statement-of-votes-cast.xlsx
2021,municipal general,Mayor,,Holladay City Mayor,CITY OF HOLLADAY MAYOR,1,1,plurality,4533,,ROBERT M. DAHLE,4533,100.0,,0,4533,100.0,20783,4950,23.82,True,False,,november-2-2021-general-election-statement-of-votes-cast.xlsx
2023,municipal general,Council,4,Holladay City Council District 4,CITY OF HOLLADAY COUNCIL DISTRICT 4,1,2,plurality,1485,,DREW B. QUINN,1073,72.26,MATTHEW COLLIN TRACY,412,661,44.51,4098,1468,35.82,False,False,,statementofvotescastrpt-official-report-12-05-2023-5.22pm.xlsx
2025,municipal general,Council,1,Holladay City Council District 1,HOLLADAY CITY COUNCIL DISTRICT 1,1,2,plurality,1719,,DAVID HAMMON SUNDWALL,1159,67.42,GRANT JACOB BILSTAD,560,599,34.85,3809,1921,50.43,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Council,3,Holladay City Council District 3,HOLLADAY CITY COUNCIL DISTRICT 3,1,2,plurality,1764,,NATALIE BELLAMY BRADLEY,1068,60.54,BAILEE JONES,696,372,21.09,3843,1836,47.78,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Mayor,,Holladay City Mayor,HOLLADAY CITY MAYOR,1,2,plurality,9820,,PAUL S FOTHERINGHAM,5601,57.04,DAREN A. WATTS,4219,1382,14.07,20171,9854,48.85,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal primary,Mayor,,Holladay City Mayor,HOLLADAY CITY MAYOR,1,3,plurality,7876,,PAUL S FOTHERINGHAM,3553,45.11,DAREN A. WATTS,2242,1311,16.65,20455,7890,38.57,False,False,,final_official_statementofvotescastrpt_20250826.xlsx
2019,municipal primary,Council,4,Holladay City Council District 4,HOLLADAY CITY COUNCIL DISTRICT 4,1,3,plurality,1403,,DREW B. QUINN,997,71.06,B. PETER MONSON,231,766,54.6,4328,,,False,False,2019 primary D4 (3-way; Aspen Perry 175 eliminated) — recovered by the 2026-07-16 SLCo SOVC re-parse. The 2019 D4/D5 GENERAL rows were already present; this adds the missing primary. ballots_cast/turnout blank.,2019-08-13-municipal-primary-sovc.xlsx
2019,municipal primary,Council,5,Holladay City Council District 5,HOLLADAY CITY COUNCIL DISTRICT 5,1,3,plurality,1211,,LORI A. KHODADAD,595,49.13,DANIEL BAY GIBBONS,382,213,17.59,3708,,,False,False,2019 primary D5 (3-way; Chad B Iverson 234 eliminated) — recovered by the 2026-07-16 SLCo SOVC re-parse. Khodadad led the primary but Gibbons won the Nov general (971-791). ballots_cast/turnout blank.,2019-08-13-municipal-primary-sovc.xlsx
