date,packet_url,had_comments,n_comments,pages,size_bytes,from_blocks,note
2022-07-26,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2079_Agenda_Packet_7_26_2022_5_30_00_PM.pdf?documentType=5&meetingId=2079,false,0,116,15469602,0,
2022-08-09,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2056_Agenda_Packet_8_9_2022_5_30_00_PM.pdf?documentType=5&meetingId=2056,false,0,573,206944906,0,
2022-08-23,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2080_Agenda_Packet_8_23_2022_5_30_00_PM.pdf?documentType=5&meetingId=2080,false,0,26,6510351,0,
2022-09-06,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2057_Agenda_Packet_9_6_2022_5_30_00_PM.pdf?documentType=5&meetingId=2057,false,0,10,598670,0,
2022-09-20,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2081_Agenda_Packet_9_20_2022_5_30_00_PM.pdf?documentType=5&meetingId=2081,false,0,137,66497185,0,
2022-10-04,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2058_Agenda_Packet_10_4_2022_5_30_00_PM.pdf?documentType=5&meetingId=2058,true,1,263,81817538,1,
2022-10-18,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2082_Agenda_Packet_10_18_2022_5_30_00_PM.pdf?documentType=5&meetingId=2082,false,0,289,44146698,0,
2022-11-01,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2059_Agenda_Packet_11_1_2022_5_30_00_PM.pdf?documentType=5&meetingId=2059,false,0,32,3519330,0,
2022-11-15,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2083_Agenda_Packet_11_15_2022_5_30_00_PM.pdf?documentType=5&meetingId=2083,false,0,295,29214653,0,
2022-11-29,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2085_Agenda_Packet_11_29_2022_5_30_00_PM.pdf?documentType=5&meetingId=2085,false,0,53,6742011,0,
2022-12-13,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2060_Agenda_Packet_12_13_2022_5_30_00_PM.pdf?documentType=5&meetingId=2060,false,0,263,23161707,0,
2023-01-17,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2113_Agenda_Packet_1_17_2023_5_30_00_PM.pdf?documentType=5&meetingId=2113,false,0,77,13836566,0,
2023-01-31,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2135_Agenda_Packet_1_31_2023_5_30_00_PM.pdf?documentType=5&meetingId=2135,false,0,88,14198555,0,
2023-02-14,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2136_Agenda_Packet_2_14_2023_5_30_00_PM.pdf?documentType=5&meetingId=2136,false,0,87,11908083,0,
2023-02-28,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2114_Agenda_Packet_2_28_2023_5_30_00_PM.pdf?documentType=5&meetingId=2114,false,0,54,8235705,0,
2023-03-14,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2137_Agenda_Packet_3_14_2023_5_30_00_PM.pdf?documentType=5&meetingId=2137,false,0,169,21844869,0,
2023-03-28,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2115_Agenda_Packet_3_28_2023_5_30_00_PM.pdf?documentType=5&meetingId=2115,false,0,219,27972058,1,
2023-04-18,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2116_Agenda_Packet_4_18_2023_5_30_00_PM.pdf?documentType=5&meetingId=2116,false,0,214,28206636,0,
2023-05-02,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2139_Agenda_Packet_5_2_2023_5_30_00_PM.pdf?documentType=5&meetingId=2139,false,0,290,61518178,0,
2023-05-16,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2117_Agenda_Packet_5_16_2023_5_30_00_PM.pdf?documentType=5&meetingId=2117,false,0,579,105010985,0,
2023-06-06,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2140_Agenda_Packet_6_6_2023_5_30_00_PM.pdf?documentType=5&meetingId=2140,false,0,243,35611411,0,
2023-06-20,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2118_Agenda_Packet_6_20_2023_5_30_00_PM.pdf?documentType=5&meetingId=2118,false,0,177,11693718,0,
2023-07-18,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2119_Agenda_Packet_7_18_2023_5_30_00_PM.pdf?documentType=5&meetingId=2119,false,0,285,45789229,0,
2023-08-01,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2142_Agenda_Packet_8_1_2023_5_30_00_PM.pdf?documentType=5&meetingId=2142,false,0,210,45234991,0,
2023-08-22,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2120_Agenda_Packet_8_22_2023_5_30_00_PM.pdf?documentType=5&meetingId=2120,false,0,114,17980289,0,
2023-09-05,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2143_Agenda_Packet_9_5_2023_5_30_00_PM.pdf?documentType=5&meetingId=2143,false,0,31,4119044,0,
2023-09-19,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2121_Agenda_Packet_9_19_2023_5_45_00_PM.pdf?documentType=5&meetingId=2121,false,0,255,37269527,0,
2023-10-03,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2144_Agenda_Packet_10_3_2023_5_30_00_PM.pdf?documentType=5&meetingId=2144,false,0,52,13794863,0,
2023-10-17,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2122_Agenda_Packet_10_17_2023_5_30_00_PM.pdf?documentType=5&meetingId=2122,false,0,257,48237470,0,
2023-11-14,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2146_Agenda_Packet_11_14_2023_5_30_00_PM.pdf?documentType=5&meetingId=2146,false,0,426,234517960,0,
2023-12-12,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2124_Agenda_Packet_12_12_2023_5_30_00_PM.pdf?documentType=5&meetingId=2124,false,0,498,52311168,0,
2024-01-09,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2205_Agenda_Packet_1_9_2024_5_30_00_PM.pdf?documentType=5&meetingId=2205,false,0,106,11441204,0,
2024-01-23,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2206_Agenda_Packet_1_23_2024_5_30_00_PM.pdf?documentType=5&meetingId=2206,false,0,42,4227046,0,
2024-02-06,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2207_Agenda_Packet_2_6_2024_5_30_00_PM.pdf?documentType=5&meetingId=2207,false,0,157,21758466,0,
2024-02-20,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2208_Agenda_Packet_2_20_2024_5_30_00_PM.pdf?documentType=5&meetingId=2208,false,0,52,6325163,0,
2024-03-05,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2209_Agenda_Packet_3_5_2024_5_30_00_PM.pdf?documentType=5&meetingId=2209,false,0,174,15536610,0,
2024-03-19,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2210_Agenda_Packet_3_19_2024_5_30_00_PM.pdf?documentType=5&meetingId=2210,false,0,58,19179049,0,
2024-04-16,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2214_Agenda_Packet_4_16_2024_5_30_00_PM.pdf?documentType=5&meetingId=2214,false,0,245,43435596,0,
2024-04-30,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2215_Agenda_Packet_4_30_2024_5_30_00_PM.pdf?documentType=5&meetingId=2215,true,1,174,148234137,2,
2024-05-14,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2216_Agenda_Packet_5_14_2024_5_30_00_PM.pdf?documentType=5&meetingId=2216,false,0,67,12673465,0,
2024-06-04,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2217_Agenda_Packet_6_4_2024_5_30_00_PM.pdf?documentType=5&meetingId=2217,false,0,207,49500198,4,
2024-06-18,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2218_Agenda_Packet_6_18_2024_5_30_00_PM.pdf?documentType=5&meetingId=2218,false,0,323,59542518,0,
2024-07-16,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2220_Agenda_Packet_7_16_2024_5_30_00_PM.pdf?documentType=5&meetingId=2220,false,0,70,8943350,0,
2024-08-06,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2221_Agenda_Packet_8_6_2024_5_30_00_PM.pdf?documentType=5&meetingId=2221,false,0,262,36165174,0,
2024-08-20,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2222_Agenda_Packet_8_20_2024_5_30_00_PM.pdf?documentType=5&meetingId=2222,false,0,30,5021803,0,
2024-09-03,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2223_Agenda_Packet_9_3_2024_5_30_00_PM.pdf?documentType=5&meetingId=2223,false,0,23,8742171,0,
2024-09-17,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2224_Agenda_Packet_9_17_2024_5_30_00_PM.pdf?documentType=5&meetingId=2224,false,0,403,72102815,0,
2024-10-01,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2225_Agenda_Packet_10_1_2024_5_30_00_PM.pdf?documentType=5&meetingId=2225,false,0,39,7296963,0,
2024-10-15,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2226_Agenda_Packet_10_15_2024_5_30_00_PM.pdf?documentType=5&meetingId=2226,false,0,58,17882276,0,
2024-11-05,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2227_Agenda_Packet_11_5_2024_5_30_00_PM.pdf?documentType=5&meetingId=2227,false,0,27,6865526,0,
2024-11-19,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2228_Agenda_Packet_11_19_2024_5_30_00_PM.pdf?documentType=5&meetingId=2228,false,0,244,22591673,0,
2024-12-03,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2229_Agenda_Packet_12_3_2024_5_30_00_PM.pdf?documentType=5&meetingId=2229,false,0,73,16318401,0,
2024-12-17,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2230_Agenda_Packet_12_17_2024_5_30_00_PM.pdf?documentType=5&meetingId=2230,false,0,345,20581313,0,
2025-01-14,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2262_Agenda_Packet_1_14_2025_5_30_00_PM.pdf?documentType=5&meetingId=2262,false,0,284,107754380,0,
2025-01-28,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2263_Agenda_Packet_1_28_2025_5_30_00_PM.pdf?documentType=5&meetingId=2263,false,0,79,14519089,1,
2025-02-11,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2264_Agenda_Packet_2_11_2025_5_30_00_PM.pdf?documentType=5&meetingId=2264,false,0,235,64798128,1,
2025-02-25,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2265_Agenda_Packet_2_25_2025_5_30_00_PM.pdf?documentType=5&meetingId=2265,false,0,21,1290897,0,
2025-03-11,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2266_Agenda_Packet_3_11_2025_5_30_00_PM.pdf?documentType=5&meetingId=2266,false,0,205,40456572,0,
2025-03-25,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2267_Agenda_Packet_3_25_2025_5_30_00_PM.pdf?documentType=5&meetingId=2267,false,0,137,27957971,0,
2025-04-08,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2268_Agenda_Packet_4_8_2025_5_30_00_PM.pdf?documentType=5&meetingId=2268,false,0,256,69224018,0,
2025-04-22,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2269_Agenda_Packet_4_22_2025_5_30_00_PM.pdf?documentType=5&meetingId=2269,false,0,467,34973248,0,
2025-05-06,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2270_Agenda_Packet_5_6_2025_5_30_00_PM.pdf?documentType=5&meetingId=2270,false,0,152,23104413,0,
2025-05-20,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2271_Agenda_Packet_5_20_2025_5_30_00_PM.pdf?documentType=5&meetingId=2271,false,0,45,13616718,0,
2025-06-03,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2272_Agenda_Packet_6_3_2025_5_30_00_PM.pdf?documentType=5&meetingId=2272,false,0,274,34677098,0,
2025-06-17,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2273_Agenda_Packet_6_17_2025_5_30_00_PM.pdf?documentType=5&meetingId=2273,false,0,383,8742136,0,
2025-07-22,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2275_Agenda_Packet_7_22_2025_5_30_00_PM.pdf?documentType=5&meetingId=2275,false,0,23,1637088,0,
2025-08-05,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2276_Agenda_Packet_8_5_2025_5_30_00_PM.pdf?documentType=5&meetingId=2276,false,0,74,16997750,0,
2025-08-19,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2277_Agenda_Packet_8_19_2025_5_30_00_PM.pdf?documentType=5&meetingId=2277,false,0,66,14541093,0,
2025-10-21,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2281_Agenda_Packet_10_21_2025_5_30_00_PM.pdf?documentType=5&meetingId=2281,false,0,44,3539428,0,
2025-11-11,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2282_Agenda_Packet_11_11_2025_5_30_00_PM.pdf?documentType=5&meetingId=2282,false,0,163,118304734,0,
2026-01-13,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2319_Agenda_Packet_1_13_2026_5_30_00_PM.pdf?documentType=5&meetingId=2319,false,0,125,19296272,0,
2026-01-27,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2320_Agenda_Packet_1_27_2026_5_30_00_PM.pdf?documentType=5&meetingId=2320,false,0,72,9292973,0,
2026-02-10,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2321_Agenda_Packet_2_10_2026_5_30_00_PM.pdf?documentType=5&meetingId=2321,false,0,110,21396505,0,
2026-03-10,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2323_Agenda_Packet_3_10_2026_5_30_00_PM.pdf?documentType=5&meetingId=2323,false,0,87,9348000,0,
2026-03-24,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2324_Agenda_Packet_3_24_2026_5_30_00_PM.pdf?documentType=5&meetingId=2324,false,0,44,2078535,0,
2026-04-14,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2325_Agenda_Packet_4_14_2026_5_30_00_PM.pdf?documentType=5&meetingId=2325,false,0,11,561300,0,
2026-04-28,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2326_Agenda_Packet_4_28_2026_5_30_00_PM.pdf?documentType=5&meetingId=2326,false,0,36,1796005,0,
2026-05-12,https://agendas.provo.gov/Documents/DownloadFileBytes/Council_Meeting_2327_Agenda_Packet_5_12_2026_5_30_00_PM.pdf?documentType=5&meetingId=2327,false,0,125,6229192,1,
