folder_id,folder_label,reporting_year,report_id,report_label,dead_url,folder_wayback
214,"Berry, Pamela (2018 Council-District 5)",2018,1655,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1655,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/214
214,"Berry, Pamela (2018 Council-District 5)",2018,1656,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1656,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/214
142,"Bowman, Kim (2016 Council-At Large B)",2016,1261,2016 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1261,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/142
142,"Bowman, Kim (2016 Council-At Large B)",2016,1262,2016 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1262,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/142
135,"Bradshaw, Arlyn (2018 Council-District 1)",2018,1582,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1582,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/135
135,"Bradshaw, Arlyn (2018 Council-District 1)",2018,1583,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1583,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/135
135,"Bradshaw, Arlyn (2018 Council-District 1)",2018,1584,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1584,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/135
135,"Bradshaw, Arlyn (2018 Council-District 1)",2018,1585,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1585,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/135
135,"Bradshaw, Arlyn (2018 Council-District 1)",2018,1586,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1586,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/135
135,"Bradshaw, Arlyn (2018 Council-District 1)",2019,1795,2019 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1795,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/135
135,"Bradshaw, Arlyn (2018 Council-District 1)",2020,2065,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2065,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/135
135,"Bradshaw, Arlyn (2018 Council-District 1)",2021,2099,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2099,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/135
230,"Cox, Fred (2020 Council-District 2)",2020,1801,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1801,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/230
230,"Cox, Fred (2020 Council-District 2)",2020,1802,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1802,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/230
230,"Cox, Fred (2020 Council-District 2)",2020,1803,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1803,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/230
230,"Cox, Fred (2020 Council-District 2)",2020,1804,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1804,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/230
230,"Cox, Fred (2020 Council-District 2)",2020,1805,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1805,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/230
230,"Cox, Fred (2020 Council-District 2)",2021,2079,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2079,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/230
229,"Cundick, Michael (2019 Mayor-Salt Lake County)",2020,1806,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1806,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/229
229,"Cundick, Michael (2019 Mayor-Salt Lake County)",2020,1807,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1807,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/229
229,"Cundick, Michael (2019 Mayor-Salt Lake County)",2020,1808,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1808,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/229
229,"Cundick, Michael (2019 Mayor-Salt Lake County)",2020,1809,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1809,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/229
229,"Cundick, Michael (2019 Mayor-Salt Lake County)",2020,1810,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1810,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/229
133,"Cushing, K. Wayne (2020 Treasurer-Salt Lake County)",2020,1864,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1864,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/133
133,"Cushing, K. Wayne (2020 Treasurer-Salt Lake County)",2020,1865,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1865,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/133
133,"Cushing, K. Wayne (2020 Treasurer-Salt Lake County)",2020,1866,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1866,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/133
133,"Cushing, K. Wayne (2020 Treasurer-Salt Lake County)",2020,1867,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1867,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/133
133,"Cushing, K. Wayne (2020 Treasurer-Salt Lake County)",2020,1868,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1868,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/133
133,"Cushing, K. Wayne (2020 Treasurer-Salt Lake County)",2021,2094,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2094,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/133
140,"Demman, Reid (2020 Surveyor-Salt Lake County)",2020,1887,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1887,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/140
140,"Demman, Reid (2020 Surveyor-Salt Lake County)",2020,1888,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1888,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/140
140,"Demman, Reid (2020 Surveyor-Salt Lake County)",2020,1889,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1889,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/140
140,"Demman, Reid (2020 Surveyor-Salt Lake County)",2020,1890,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1890,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/140
140,"Demman, Reid (2020 Surveyor-Salt Lake County)",2020,1891,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1891,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/140
140,"Demman, Reid (2020 Surveyor-Salt Lake County)",2021,2093,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2093,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/140
190,"DiCaro, Sophia (2018 Council-At Large C)",2018,1519,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1519,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/190
190,"DiCaro, Sophia (2018 Council-At Large C)",2018,1520,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1520,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/190
190,"DiCaro, Sophia (2018 Council-At Large C)",2018,1521,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1521,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/190
190,"DiCaro, Sophia (2018 Council-At Large C)",2018,1522,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1522,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/190
190,"DiCaro, Sophia (2018 Council-At Large C)",2018,1523,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1523,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/190
227,"Fresques, Jennifer (2020 Assessor-Salt Lake County)",2020,1979,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1979,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/227
227,"Fresques, Jennifer (2020 Assessor-Salt Lake County)",2020,1980,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1980,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/227
227,"Fresques, Jennifer (2020 Assessor-Salt Lake County)",2020,1981,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1981,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/227
227,"Fresques, Jennifer (2020 Assessor-Salt Lake County)",2020,1982,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1982,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/227
227,"Fresques, Jennifer (2020 Assessor-Salt Lake County)",2020,1983,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1983,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/227
227,"Fresques, Jennifer (2020 Assessor-Salt Lake County)",2021,2102,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2102,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/227
181,"Gardiner, Adam (2018 Recorder-Salt Lake County)",2018,1587,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1587,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/181
181,"Gardiner, Adam (2018 Recorder-Salt Lake County)",2018,1588,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1588,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/181
181,"Gardiner, Adam (2018 Recorder-Salt Lake County)",2018,1589,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1589,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/181
181,"Gardiner, Adam (2018 Recorder-Salt Lake County)",2018,1590,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1590,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/181
181,"Gardiner, Adam (2018 Recorder-Salt Lake County)",2018,1591,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1591,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/181
233,"Gatrell, Deborah (2020 Council-District 2)",2020,1817,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1817,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/233
233,"Gatrell, Deborah (2020 Council-District 2)",2020,1818,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1818,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/233
233,"Gatrell, Deborah (2020 Council-District 2)",2020,1819,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1819,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/233
233,"Gatrell, Deborah (2020 Council-District 2)",2020,1820,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1820,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/233
233,"Gatrell, Deborah (2020 Council-District 2)",2020,1821,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1821,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/233
219,"Gehrke, Lisa (2018 Council-District 3)",2018,1672,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1672,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/219
219,"Gehrke, Lisa (2018 Council-District 3)",2018,1673,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1673,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/219
219,"Gehrke, Lisa (2018 Council-District 3)",2018,1674,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1674,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/219
219,"Gehrke, Lisa (2018 Council-District 3)",2018,1675,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1675,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/219
219,"Gehrke, Lisa (2018 Council-District 3)",2018,1676,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1676,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/219
226,"Ghorbani, Shireen (2020 Council-At Large A)",2020,1892,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1892,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/226
226,"Ghorbani, Shireen (2020 Council-At Large A)",2020,1893,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1893,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/226
226,"Ghorbani, Shireen (2020 Council-At Large A)",2020,1894,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1894,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/226
226,"Ghorbani, Shireen (2020 Council-At Large A)",2020,1895,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1895,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/226
226,"Ghorbani, Shireen (2020 Council-At Large A)",2020,1896,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1896,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/226
220,"Granato, Ann (2018 Council-District 4)",2018,1683,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1683,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/220
246,"Granato, Ann (2020 Council-District 4)",2020,1930,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1930,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/246
246,"Granato, Ann (2020 Council-District 4)",2020,1931,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1931,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/246
246,"Granato, Ann (2020 Council-District 4)",2020,1932,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1932,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/246
246,"Granato, Ann (2020 Council-District 4)",2020,1933,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1933,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/246
246,"Granato, Ann (2020 Council-District 4)",2020,1934,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1934,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/246
246,"Granato, Ann (2020 Council-District 4)",2021,2104,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2104,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/246
201,"Hobbs, Rashelle (2020 Recorder-Salt Lake County)",2020,1898,2020 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1898,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/201
201,"Hobbs, Rashelle (2020 Recorder-Salt Lake County)",2020,1899,2020 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1899,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/201
201,"Hobbs, Rashelle (2020 Recorder-Salt Lake County)",2020,1900,2020 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1900,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/201
201,"Hobbs, Rashelle (2020 Recorder-Salt Lake County)",2020,1901,2020 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1901,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/201
201,"Hobbs, Rashelle (2020 Recorder-Salt Lake County)",2020,1902,2020 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1902,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/201
201,"Hobbs, Rashelle (2020 Recorder-Salt Lake County)",2021,2101,2021 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/2101,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/201
184,"Hoyal, Justin (2018 Sheriff-Salt Lake County)",2017,1447,2017 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1447,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/184
184,"Hoyal, Justin (2018 Sheriff-Salt Lake County)",2018,1442,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1442,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/184
184,"Hoyal, Justin (2018 Sheriff-Salt Lake County)",2018,1443,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1443,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/184
184,"Hoyal, Justin (2018 Sheriff-Salt Lake County)",2018,1444,2018 - Interim Report Deadline through September 10th,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1444,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/184
184,"Hoyal, Justin (2018 Sheriff-Salt Lake County)",2018,1445,2018 - Interim Report Prior to General Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1445,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/184
184,"Hoyal, Justin (2018 Sheriff-Salt Lake County)",2018,1446,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1446,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/184
205,"Hrechkosy, Garry (2018 Auditor-Salt Lake County)",2018,1575,2018 - Interim Report Prior to Primary Election,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1575,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/205
205,"Hrechkosy, Garry (2018 Auditor-Salt Lake County)",2018,1578,2018 - Year End/Summary,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1578,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/205
205,"Hrechkosy, Garry (2018 Auditor-Salt Lake County)",2018,1579,2018 - Interim Report through March 31st,https://disclosure.saltlakecounty.gov/Search/PublicSearch/Report/1579,https://web.archive.org/web/2025/https://disclosure.saltlakecounty.gov/Search/PublicSearch/FolderDetails/205
