year,election_type,office,district,contest,precinct,candidate,votes
2021,municipal general,Mayor,,Lehi Mayor,25LE13,JESSE L. RIDDLE,208
2021,municipal general,Mayor,,Lehi Mayor,25LE13,MARK I. JOHNSON,294
2021,municipal general,Mayor,,Lehi Mayor,25LE13S,JESSE L. RIDDLE,0
2021,municipal general,Mayor,,Lehi Mayor,25LE13S,MARK I. JOHNSON,0
2021,municipal general,Mayor,,Lehi Mayor,25LE14,JESSE L. RIDDLE,111
2021,municipal general,Mayor,,Lehi Mayor,25LE14,MARK I. JOHNSON,147
2021,municipal general,Mayor,,Lehi Mayor,25LE15,JESSE L. RIDDLE,122
2021,municipal general,Mayor,,Lehi Mayor,25LE15,MARK I. JOHNSON,209
2021,municipal general,Mayor,,Lehi Mayor,25LE16,JESSE L. RIDDLE,107
2021,municipal general,Mayor,,Lehi Mayor,25LE16,MARK I. JOHNSON,231
2021,municipal general,Mayor,,Lehi Mayor,25LE17,JESSE L. RIDDLE,132
2021,municipal general,Mayor,,Lehi Mayor,25LE17,MARK I. JOHNSON,271
2021,municipal general,Mayor,,Lehi Mayor,25LE18,JESSE L. RIDDLE,130
2021,municipal general,Mayor,,Lehi Mayor,25LE18,MARK I. JOHNSON,132
2021,municipal general,Mayor,,Lehi Mayor,25LE19,JESSE L. RIDDLE,238
2021,municipal general,Mayor,,Lehi Mayor,25LE19,MARK I. JOHNSON,493
2021,municipal general,Mayor,,Lehi Mayor,25LE20,JESSE L. RIDDLE,175
2021,municipal general,Mayor,,Lehi Mayor,25LE20,MARK I. JOHNSON,178
2021,municipal general,Mayor,,Lehi Mayor,25LE21,JESSE L. RIDDLE,0
2021,municipal general,Mayor,,Lehi Mayor,25LE21,MARK I. JOHNSON,0
2021,municipal general,Mayor,,Lehi Mayor,25LE22,JESSE L. RIDDLE,91
2021,municipal general,Mayor,,Lehi Mayor,25LE22,MARK I. JOHNSON,188
2021,municipal general,Mayor,,Lehi Mayor,25LE23,JESSE L. RIDDLE,91
2021,municipal general,Mayor,,Lehi Mayor,25LE23,MARK I. JOHNSON,241
2021,municipal general,Mayor,,Lehi Mayor,25LE24,JESSE L. RIDDLE,275
2021,municipal general,Mayor,,Lehi Mayor,25LE24,MARK I. JOHNSON,168
2021,municipal general,Mayor,,Lehi Mayor,25LE25,JESSE L. RIDDLE,225
2021,municipal general,Mayor,,Lehi Mayor,25LE25,MARK I. JOHNSON,240
2021,municipal general,Mayor,,Lehi Mayor,25LE26,JESSE L. RIDDLE,178
2021,municipal general,Mayor,,Lehi Mayor,25LE26,MARK I. JOHNSON,273
2021,municipal general,Mayor,,Lehi Mayor,25LE27,JESSE L. RIDDLE,0
2021,municipal general,Mayor,,Lehi Mayor,25LE27,MARK I. JOHNSON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE01,AARON BULLEN,51
2021,municipal general,Council,At-Large,Lehi City Council,25LE01,CAMI PURTSCHERT,46
2021,municipal general,Council,At-Large,Lehi City Council,25LE01,CHRIS CONDIE,90
2021,municipal general,Council,At-Large,Lehi City Council,25LE01,ETHAN M. ERICKSON,24
2021,municipal general,Council,At-Large,Lehi City Council,25LE01,LORI MCINTOSH LE,29
2021,municipal general,Council,At-Large,Lehi City Council,25LE01,MICHELLE MILES,105
2021,municipal general,Council,At-Large,Lehi City Council,25LE01,MONTANE C HAMILTON,14
2021,municipal general,Council,At-Large,Lehi City Council,25LE01,NICOLE KUNZE,52
2021,municipal general,Council,At-Large,Lehi City Council,25LE01,PAUL HANCOCK,40
2021,municipal general,Council,At-Large,Lehi City Council,25LE01S,AARON BULLEN,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE01S,CAMI PURTSCHERT,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE01S,CHRIS CONDIE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE01S,ETHAN M. ERICKSON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE01S,LORI MCINTOSH LE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE01S,MICHELLE MILES,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE01S,MONTANE C HAMILTON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE01S,NICOLE KUNZE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE01S,PAUL HANCOCK,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE02,AARON BULLEN,31
2021,municipal general,Council,At-Large,Lehi City Council,25LE02,CAMI PURTSCHERT,44
2021,municipal general,Council,At-Large,Lehi City Council,25LE02,CHRIS CONDIE,103
2021,municipal general,Council,At-Large,Lehi City Council,25LE02,ETHAN M. ERICKSON,7
2021,municipal general,Council,At-Large,Lehi City Council,25LE02,LORI MCINTOSH LE,20
2021,municipal general,Council,At-Large,Lehi City Council,25LE02,MICHELLE MILES,37
2021,municipal general,Council,At-Large,Lehi City Council,25LE02,MONTANE C HAMILTON,5
2021,municipal general,Council,At-Large,Lehi City Council,25LE02,NICOLE KUNZE,59
2021,municipal general,Council,At-Large,Lehi City Council,25LE02,PAUL HANCOCK,56
2021,municipal general,Council,At-Large,Lehi City Council,25LE03,AARON BULLEN,34
2021,municipal general,Council,At-Large,Lehi City Council,25LE03,CAMI PURTSCHERT,26
2021,municipal general,Council,At-Large,Lehi City Council,25LE03,CHRIS CONDIE,143
2021,municipal general,Council,At-Large,Lehi City Council,25LE03,ETHAN M. ERICKSON,20
2021,municipal general,Council,At-Large,Lehi City Council,25LE03,LORI MCINTOSH LE,81
2021,municipal general,Council,At-Large,Lehi City Council,25LE03,MICHELLE MILES,108
2021,municipal general,Council,At-Large,Lehi City Council,25LE03,MONTANE C HAMILTON,7
2021,municipal general,Council,At-Large,Lehi City Council,25LE03,NICOLE KUNZE,38
2021,municipal general,Council,At-Large,Lehi City Council,25LE03,PAUL HANCOCK,106
2021,municipal general,Council,At-Large,Lehi City Council,25LE04,AARON BULLEN,33
2021,municipal general,Council,At-Large,Lehi City Council,25LE04,CAMI PURTSCHERT,54
2021,municipal general,Council,At-Large,Lehi City Council,25LE04,CHRIS CONDIE,129
2021,municipal general,Council,At-Large,Lehi City Council,25LE04,ETHAN M. ERICKSON,13
2021,municipal general,Council,At-Large,Lehi City Council,25LE04,LORI MCINTOSH LE,34
2021,municipal general,Council,At-Large,Lehi City Council,25LE04,MICHELLE MILES,58
2021,municipal general,Council,At-Large,Lehi City Council,25LE04,MONTANE C HAMILTON,35
2021,municipal general,Council,At-Large,Lehi City Council,25LE04,NICOLE KUNZE,68
2021,municipal general,Council,At-Large,Lehi City Council,25LE04,PAUL HANCOCK,62
2021,municipal general,Council,At-Large,Lehi City Council,25LE05,AARON BULLEN,29
2021,municipal general,Council,At-Large,Lehi City Council,25LE05,CAMI PURTSCHERT,40
2021,municipal general,Council,At-Large,Lehi City Council,25LE05,CHRIS CONDIE,74
2021,municipal general,Council,At-Large,Lehi City Council,25LE05,ETHAN M. ERICKSON,9
2021,municipal general,Council,At-Large,Lehi City Council,25LE05,LORI MCINTOSH LE,28
2021,municipal general,Council,At-Large,Lehi City Council,25LE05,MICHELLE MILES,46
2021,municipal general,Council,At-Large,Lehi City Council,25LE05,MONTANE C HAMILTON,19
2021,municipal general,Council,At-Large,Lehi City Council,25LE05,NICOLE KUNZE,154
2021,municipal general,Council,At-Large,Lehi City Council,25LE05,PAUL HANCOCK,60
2021,municipal general,Council,At-Large,Lehi City Council,25LE06,AARON BULLEN,62
2021,municipal general,Council,At-Large,Lehi City Council,25LE06,CAMI PURTSCHERT,59
2021,municipal general,Council,At-Large,Lehi City Council,25LE06,CHRIS CONDIE,113
2021,municipal general,Council,At-Large,Lehi City Council,25LE06,ETHAN M. ERICKSON,17
2021,municipal general,Council,At-Large,Lehi City Council,25LE06,LORI MCINTOSH LE,53
2021,municipal general,Council,At-Large,Lehi City Council,25LE06,MICHELLE MILES,67
2021,municipal general,Council,At-Large,Lehi City Council,25LE06,MONTANE C HAMILTON,14
2021,municipal general,Council,At-Large,Lehi City Council,25LE06,NICOLE KUNZE,64
2021,municipal general,Council,At-Large,Lehi City Council,25LE06,PAUL HANCOCK,104
2021,municipal general,Council,At-Large,Lehi City Council,25LE06S,AARON BULLEN,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE06S,CAMI PURTSCHERT,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE06S,CHRIS CONDIE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE06S,ETHAN M. ERICKSON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE06S,LORI MCINTOSH LE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE06S,MICHELLE MILES,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE06S,MONTANE C HAMILTON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE06S,NICOLE KUNZE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE06S,PAUL HANCOCK,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE07,AARON BULLEN,83
2021,municipal general,Council,At-Large,Lehi City Council,25LE07,CAMI PURTSCHERT,10
2021,municipal general,Council,At-Large,Lehi City Council,25LE07,CHRIS CONDIE,69
2021,municipal general,Council,At-Large,Lehi City Council,25LE07,ETHAN M. ERICKSON,21
2021,municipal general,Council,At-Large,Lehi City Council,25LE07,LORI MCINTOSH LE,29
2021,municipal general,Council,At-Large,Lehi City Council,25LE07,MICHELLE MILES,30
2021,municipal general,Council,At-Large,Lehi City Council,25LE07,MONTANE C HAMILTON,10
2021,municipal general,Council,At-Large,Lehi City Council,25LE07,NICOLE KUNZE,37
2021,municipal general,Council,At-Large,Lehi City Council,25LE07,PAUL HANCOCK,48
2021,municipal general,Council,At-Large,Lehi City Council,25LE08,AARON BULLEN,45
2021,municipal general,Council,At-Large,Lehi City Council,25LE08,CAMI PURTSCHERT,76
2021,municipal general,Council,At-Large,Lehi City Council,25LE08,CHRIS CONDIE,136
2021,municipal general,Council,At-Large,Lehi City Council,25LE08,ETHAN M. ERICKSON,18
2021,municipal general,Council,At-Large,Lehi City Council,25LE08,LORI MCINTOSH LE,48
2021,municipal general,Council,At-Large,Lehi City Council,25LE08,MICHELLE MILES,72
2021,municipal general,Council,At-Large,Lehi City Council,25LE08,MONTANE C HAMILTON,28
2021,municipal general,Council,At-Large,Lehi City Council,25LE08,NICOLE KUNZE,56
2021,municipal general,Council,At-Large,Lehi City Council,25LE08,PAUL HANCOCK,84
2021,municipal general,Council,At-Large,Lehi City Council,25LE09,AARON BULLEN,49
2021,municipal general,Council,At-Large,Lehi City Council,25LE09,CAMI PURTSCHERT,11
2021,municipal general,Council,At-Large,Lehi City Council,25LE09,CHRIS CONDIE,82
2021,municipal general,Council,At-Large,Lehi City Council,25LE09,ETHAN M. ERICKSON,6
2021,municipal general,Council,At-Large,Lehi City Council,25LE09,LORI MCINTOSH LE,49
2021,municipal general,Council,At-Large,Lehi City Council,25LE09,MICHELLE MILES,36
2021,municipal general,Council,At-Large,Lehi City Council,25LE09,MONTANE C HAMILTON,8
2021,municipal general,Council,At-Large,Lehi City Council,25LE09,NICOLE KUNZE,37
2021,municipal general,Council,At-Large,Lehi City Council,25LE09,PAUL HANCOCK,47
2021,municipal general,Council,At-Large,Lehi City Council,25LE10,AARON BULLEN,97
2021,municipal general,Council,At-Large,Lehi City Council,25LE10,CAMI PURTSCHERT,39
2021,municipal general,Council,At-Large,Lehi City Council,25LE10,CHRIS CONDIE,123
2021,municipal general,Council,At-Large,Lehi City Council,25LE10,ETHAN M. ERICKSON,15
2021,municipal general,Council,At-Large,Lehi City Council,25LE10,LORI MCINTOSH LE,88
2021,municipal general,Council,At-Large,Lehi City Council,25LE10,MICHELLE MILES,64
2021,municipal general,Council,At-Large,Lehi City Council,25LE10,MONTANE C HAMILTON,23
2021,municipal general,Council,At-Large,Lehi City Council,25LE10,NICOLE KUNZE,67
2021,municipal general,Council,At-Large,Lehi City Council,25LE10,PAUL HANCOCK,133
2021,municipal general,Council,At-Large,Lehi City Council,25LE11,AARON BULLEN,48
2021,municipal general,Council,At-Large,Lehi City Council,25LE11,CAMI PURTSCHERT,69
2021,municipal general,Council,At-Large,Lehi City Council,25LE11,CHRIS CONDIE,86
2021,municipal general,Council,At-Large,Lehi City Council,25LE11,ETHAN M. ERICKSON,18
2021,municipal general,Council,At-Large,Lehi City Council,25LE11,LORI MCINTOSH LE,44
2021,municipal general,Council,At-Large,Lehi City Council,25LE11,MICHELLE MILES,49
2021,municipal general,Council,At-Large,Lehi City Council,25LE11,MONTANE C HAMILTON,30
2021,municipal general,Council,At-Large,Lehi City Council,25LE11,NICOLE KUNZE,86
2021,municipal general,Council,At-Large,Lehi City Council,25LE11,PAUL HANCOCK,83
2021,municipal general,Council,At-Large,Lehi City Council,25LE12,AARON BULLEN,89
2021,municipal general,Council,At-Large,Lehi City Council,25LE12,CAMI PURTSCHERT,44
2021,municipal general,Council,At-Large,Lehi City Council,25LE12,CHRIS CONDIE,138
2021,municipal general,Council,At-Large,Lehi City Council,25LE12,ETHAN M. ERICKSON,24
2021,municipal general,Council,At-Large,Lehi City Council,25LE12,LORI MCINTOSH LE,82
2021,municipal general,Council,At-Large,Lehi City Council,25LE12,MICHELLE MILES,59
2021,municipal general,Council,At-Large,Lehi City Council,25LE12,MONTANE C HAMILTON,22
2021,municipal general,Council,At-Large,Lehi City Council,25LE12,NICOLE KUNZE,70
2021,municipal general,Council,At-Large,Lehi City Council,25LE12,PAUL HANCOCK,122
2021,municipal general,Council,At-Large,Lehi City Council,25LE13,AARON BULLEN,44
2021,municipal general,Council,At-Large,Lehi City Council,25LE13,CAMI PURTSCHERT,56
2021,municipal general,Council,At-Large,Lehi City Council,25LE13,CHRIS CONDIE,68
2021,municipal general,Council,At-Large,Lehi City Council,25LE13,ETHAN M. ERICKSON,16
2021,municipal general,Council,At-Large,Lehi City Council,25LE13,LORI MCINTOSH LE,46
2021,municipal general,Council,At-Large,Lehi City Council,25LE13,MICHELLE MILES,70
2021,municipal general,Council,At-Large,Lehi City Council,25LE13,MONTANE C HAMILTON,53
2021,municipal general,Council,At-Large,Lehi City Council,25LE13,NICOLE KUNZE,64
2021,municipal general,Council,At-Large,Lehi City Council,25LE13,PAUL HANCOCK,76
2021,municipal general,Council,At-Large,Lehi City Council,25LE13S,AARON BULLEN,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE13S,CAMI PURTSCHERT,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE13S,CHRIS CONDIE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE13S,ETHAN M. ERICKSON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE13S,LORI MCINTOSH LE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE13S,MICHELLE MILES,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE13S,MONTANE C HAMILTON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE13S,NICOLE KUNZE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE13S,PAUL HANCOCK,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE14,AARON BULLEN,36
2021,municipal general,Council,At-Large,Lehi City Council,25LE14,CAMI PURTSCHERT,36
2021,municipal general,Council,At-Large,Lehi City Council,25LE14,CHRIS CONDIE,29
2021,municipal general,Council,At-Large,Lehi City Council,25LE14,ETHAN M. ERICKSON,9
2021,municipal general,Council,At-Large,Lehi City Council,25LE14,LORI MCINTOSH LE,13
2021,municipal general,Council,At-Large,Lehi City Council,25LE14,MICHELLE MILES,48
2021,municipal general,Council,At-Large,Lehi City Council,25LE14,MONTANE C HAMILTON,26
2021,municipal general,Council,At-Large,Lehi City Council,25LE14,NICOLE KUNZE,30
2021,municipal general,Council,At-Large,Lehi City Council,25LE14,PAUL HANCOCK,27
2021,municipal general,Council,At-Large,Lehi City Council,25LE15,AARON BULLEN,52
2021,municipal general,Council,At-Large,Lehi City Council,25LE15,CAMI PURTSCHERT,28
2021,municipal general,Council,At-Large,Lehi City Council,25LE15,CHRIS CONDIE,53
2021,municipal general,Council,At-Large,Lehi City Council,25LE15,ETHAN M. ERICKSON,12
2021,municipal general,Council,At-Large,Lehi City Council,25LE15,LORI MCINTOSH LE,33
2021,municipal general,Council,At-Large,Lehi City Council,25LE15,MICHELLE MILES,34
2021,municipal general,Council,At-Large,Lehi City Council,25LE15,MONTANE C HAMILTON,12
2021,municipal general,Council,At-Large,Lehi City Council,25LE15,NICOLE KUNZE,33
2021,municipal general,Council,At-Large,Lehi City Council,25LE15,PAUL HANCOCK,56
2021,municipal general,Council,At-Large,Lehi City Council,25LE16,AARON BULLEN,39
2021,municipal general,Council,At-Large,Lehi City Council,25LE16,CAMI PURTSCHERT,32
2021,municipal general,Council,At-Large,Lehi City Council,25LE16,CHRIS CONDIE,73
2021,municipal general,Council,At-Large,Lehi City Council,25LE16,ETHAN M. ERICKSON,15
2021,municipal general,Council,At-Large,Lehi City Council,25LE16,LORI MCINTOSH LE,29
2021,municipal general,Council,At-Large,Lehi City Council,25LE16,MICHELLE MILES,32
2021,municipal general,Council,At-Large,Lehi City Council,25LE16,MONTANE C HAMILTON,19
2021,municipal general,Council,At-Large,Lehi City Council,25LE16,NICOLE KUNZE,44
2021,municipal general,Council,At-Large,Lehi City Council,25LE16,PAUL HANCOCK,51
2021,municipal general,Council,At-Large,Lehi City Council,25LE17,AARON BULLEN,40
2021,municipal general,Council,At-Large,Lehi City Council,25LE17,CAMI PURTSCHERT,18
2021,municipal general,Council,At-Large,Lehi City Council,25LE17,CHRIS CONDIE,72
2021,municipal general,Council,At-Large,Lehi City Council,25LE17,ETHAN M. ERICKSON,9
2021,municipal general,Council,At-Large,Lehi City Council,25LE17,LORI MCINTOSH LE,124
2021,municipal general,Council,At-Large,Lehi City Council,25LE17,MICHELLE MILES,38
2021,municipal general,Council,At-Large,Lehi City Council,25LE17,MONTANE C HAMILTON,12
2021,municipal general,Council,At-Large,Lehi City Council,25LE17,NICOLE KUNZE,30
2021,municipal general,Council,At-Large,Lehi City Council,25LE17,PAUL HANCOCK,52
2021,municipal general,Council,At-Large,Lehi City Council,25LE18,AARON BULLEN,19
2021,municipal general,Council,At-Large,Lehi City Council,25LE18,CAMI PURTSCHERT,14
2021,municipal general,Council,At-Large,Lehi City Council,25LE18,CHRIS CONDIE,40
2021,municipal general,Council,At-Large,Lehi City Council,25LE18,ETHAN M. ERICKSON,14
2021,municipal general,Council,At-Large,Lehi City Council,25LE18,LORI MCINTOSH LE,23
2021,municipal general,Council,At-Large,Lehi City Council,25LE18,MICHELLE MILES,42
2021,municipal general,Council,At-Large,Lehi City Council,25LE18,MONTANE C HAMILTON,20
2021,municipal general,Council,At-Large,Lehi City Council,25LE18,NICOLE KUNZE,17
2021,municipal general,Council,At-Large,Lehi City Council,25LE18,PAUL HANCOCK,64
2021,municipal general,Council,At-Large,Lehi City Council,25LE19,AARON BULLEN,62
2021,municipal general,Council,At-Large,Lehi City Council,25LE19,CAMI PURTSCHERT,66
2021,municipal general,Council,At-Large,Lehi City Council,25LE19,CHRIS CONDIE,298
2021,municipal general,Council,At-Large,Lehi City Council,25LE19,ETHAN M. ERICKSON,15
2021,municipal general,Council,At-Large,Lehi City Council,25LE19,LORI MCINTOSH LE,42
2021,municipal general,Council,At-Large,Lehi City Council,25LE19,MICHELLE MILES,74
2021,municipal general,Council,At-Large,Lehi City Council,25LE19,MONTANE C HAMILTON,29
2021,municipal general,Council,At-Large,Lehi City Council,25LE19,NICOLE KUNZE,74
2021,municipal general,Council,At-Large,Lehi City Council,25LE19,PAUL HANCOCK,61
2021,municipal general,Council,At-Large,Lehi City Council,25LE20,AARON BULLEN,32
2021,municipal general,Council,At-Large,Lehi City Council,25LE20,CAMI PURTSCHERT,23
2021,municipal general,Council,At-Large,Lehi City Council,25LE20,CHRIS CONDIE,38
2021,municipal general,Council,At-Large,Lehi City Council,25LE20,ETHAN M. ERICKSON,5
2021,municipal general,Council,At-Large,Lehi City Council,25LE20,LORI MCINTOSH LE,40
2021,municipal general,Council,At-Large,Lehi City Council,25LE20,MICHELLE MILES,46
2021,municipal general,Council,At-Large,Lehi City Council,25LE20,MONTANE C HAMILTON,36
2021,municipal general,Council,At-Large,Lehi City Council,25LE20,NICOLE KUNZE,25
2021,municipal general,Council,At-Large,Lehi City Council,25LE20,PAUL HANCOCK,103
2021,municipal general,Council,At-Large,Lehi City Council,25LE21,AARON BULLEN,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE21,CAMI PURTSCHERT,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE21,CHRIS CONDIE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE21,ETHAN M. ERICKSON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE21,LORI MCINTOSH LE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE21,MICHELLE MILES,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE21,MONTANE C HAMILTON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE21,NICOLE KUNZE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE21,PAUL HANCOCK,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE22,AARON BULLEN,29
2021,municipal general,Council,At-Large,Lehi City Council,25LE22,CAMI PURTSCHERT,33
2021,municipal general,Council,At-Large,Lehi City Council,25LE22,CHRIS CONDIE,76
2021,municipal general,Council,At-Large,Lehi City Council,25LE22,ETHAN M. ERICKSON,14
2021,municipal general,Council,At-Large,Lehi City Council,25LE22,LORI MCINTOSH LE,23
2021,municipal general,Council,At-Large,Lehi City Council,25LE22,MICHELLE MILES,25
2021,municipal general,Council,At-Large,Lehi City Council,25LE22,MONTANE C HAMILTON,13
2021,municipal general,Council,At-Large,Lehi City Council,25LE22,NICOLE KUNZE,26
2021,municipal general,Council,At-Large,Lehi City Council,25LE22,PAUL HANCOCK,34
2021,municipal general,Council,At-Large,Lehi City Council,25LE23,AARON BULLEN,17
2021,municipal general,Council,At-Large,Lehi City Council,25LE23,CAMI PURTSCHERT,35
2021,municipal general,Council,At-Large,Lehi City Council,25LE23,CHRIS CONDIE,63
2021,municipal general,Council,At-Large,Lehi City Council,25LE23,ETHAN M. ERICKSON,15
2021,municipal general,Council,At-Large,Lehi City Council,25LE23,LORI MCINTOSH LE,36
2021,municipal general,Council,At-Large,Lehi City Council,25LE23,MICHELLE MILES,42
2021,municipal general,Council,At-Large,Lehi City Council,25LE23,MONTANE C HAMILTON,16
2021,municipal general,Council,At-Large,Lehi City Council,25LE23,NICOLE KUNZE,40
2021,municipal general,Council,At-Large,Lehi City Council,25LE23,PAUL HANCOCK,52
2021,municipal general,Council,At-Large,Lehi City Council,25LE24,AARON BULLEN,49
2021,municipal general,Council,At-Large,Lehi City Council,25LE24,CAMI PURTSCHERT,69
2021,municipal general,Council,At-Large,Lehi City Council,25LE24,CHRIS CONDIE,41
2021,municipal general,Council,At-Large,Lehi City Council,25LE24,ETHAN M. ERICKSON,10
2021,municipal general,Council,At-Large,Lehi City Council,25LE24,LORI MCINTOSH LE,34
2021,municipal general,Council,At-Large,Lehi City Council,25LE24,MICHELLE MILES,100
2021,municipal general,Council,At-Large,Lehi City Council,25LE24,MONTANE C HAMILTON,23
2021,municipal general,Council,At-Large,Lehi City Council,25LE24,NICOLE KUNZE,44
2021,municipal general,Council,At-Large,Lehi City Council,25LE24,PAUL HANCOCK,50
2021,municipal general,Council,At-Large,Lehi City Council,25LE25,AARON BULLEN,37
2021,municipal general,Council,At-Large,Lehi City Council,25LE25,CAMI PURTSCHERT,39
2021,municipal general,Council,At-Large,Lehi City Council,25LE25,CHRIS CONDIE,49
2021,municipal general,Council,At-Large,Lehi City Council,25LE25,ETHAN M. ERICKSON,14
2021,municipal general,Council,At-Large,Lehi City Council,25LE25,LORI MCINTOSH LE,38
2021,municipal general,Council,At-Large,Lehi City Council,25LE25,MICHELLE MILES,32
2021,municipal general,Council,At-Large,Lehi City Council,25LE25,MONTANE C HAMILTON,23
2021,municipal general,Council,At-Large,Lehi City Council,25LE25,NICOLE KUNZE,33
2021,municipal general,Council,At-Large,Lehi City Council,25LE25,PAUL HANCOCK,176
2021,municipal general,Council,At-Large,Lehi City Council,25LE26,AARON BULLEN,27
2021,municipal general,Council,At-Large,Lehi City Council,25LE26,CAMI PURTSCHERT,35
2021,municipal general,Council,At-Large,Lehi City Council,25LE26,CHRIS CONDIE,112
2021,municipal general,Council,At-Large,Lehi City Council,25LE26,ETHAN M. ERICKSON,15
2021,municipal general,Council,At-Large,Lehi City Council,25LE26,LORI MCINTOSH LE,38
2021,municipal general,Council,At-Large,Lehi City Council,25LE26,MICHELLE MILES,62
2021,municipal general,Council,At-Large,Lehi City Council,25LE26,MONTANE C HAMILTON,26
2021,municipal general,Council,At-Large,Lehi City Council,25LE26,NICOLE KUNZE,42
2021,municipal general,Council,At-Large,Lehi City Council,25LE26,PAUL HANCOCK,63
2021,municipal general,Council,At-Large,Lehi City Council,25LE27,AARON BULLEN,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE27,CAMI PURTSCHERT,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE27,CHRIS CONDIE,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE27,ETHAN M. ERICKSON,0
2021,municipal general,Council,At-Large,Lehi City Council,25LE27,LORI MCINTOSH LE,0
