vote_id,motion_id,person_id,vote_value,note
175,35,27,Aye,
176,36,3,Aye,
177,36,18,Aye,
178,36,20,Aye,
179,36,25,Aye,
180,36,27,Aye,
181,37,3,Aye,
182,37,18,Aye,
183,37,20,Aye,
184,37,25,Aye,
185,37,27,Aye,
186,38,3,Aye,
187,38,18,Aye,
188,38,20,Nay,
189,38,25,Aye,
190,38,27,Aye,
191,39,3,Aye,
192,39,18,Aye,
193,39,20,Aye,
194,39,25,Aye,
195,39,27,Aye,
196,40,3,Aye,
197,40,18,Aye,
198,40,20,Aye,
199,40,25,Aye,
200,40,27,Aye,
201,41,3,Aye,
202,41,18,Aye,
203,41,20,Aye,
204,41,25,Aye,
205,41,27,Aye,
206,42,3,Aye,
207,42,18,Aye,
208,42,20,Aye,
209,42,25,Aye,
210,42,27,Aye,
211,43,3,Aye,
212,43,18,Aye,
213,43,20,Aye,
214,43,25,Aye,
215,43,27,Aye,
216,44,3,Aye,
217,44,18,Aye,
218,44,20,Aye,
219,44,25,Aye,
220,44,27,Aye,
221,45,3,Nay,
222,45,18,Aye,
223,45,20,Aye,
224,45,25,Aye,
225,45,27,Aye,
226,46,3,Aye,
227,46,18,Aye,
228,46,20,Aye,
229,46,25,Aye,
230,46,27,Aye,
231,47,3,Aye,
232,47,18,Aye,
233,47,20,Aye,
234,47,25,Aye,
235,47,27,Aye,
236,48,3,Aye,
237,48,18,Aye,
238,48,20,Aye,
239,48,25,Aye,
240,48,27,Aye,
241,49,3,Aye,
242,49,18,Aye,
243,49,20,Aye,
244,49,25,Aye,
245,49,27,Aye,
246,50,3,Aye,
247,50,18,Aye,
248,50,20,Aye,
249,50,25,Aye,
250,50,27,Aye,
251,51,3,Aye,
252,51,18,Aye,
253,51,20,Aye,
254,51,25,Aye,
255,51,27,Aye,
256,52,3,Aye,
257,52,18,Aye,
258,52,20,Aye,
259,52,25,Aye,
260,52,27,Aye,
261,53,3,Aye,
262,53,18,Aye,
263,53,20,Aye,
264,53,25,Aye,
265,53,27,Aye,
266,54,3,Aye,
267,54,18,Aye,
268,54,20,Aye,
269,54,25,Aye,
270,54,27,Aye,
271,55,3,Aye,
272,55,18,Aye,
273,55,20,Aye,
274,55,25,Aye,
275,55,27,Aye,
276,56,3,Aye,
277,56,18,Aye,
278,56,20,Aye,
279,56,25,Aye,
280,56,27,Aye,
281,57,3,Aye,
282,57,18,Aye,
283,57,20,Aye,
284,57,25,Aye,
285,57,27,Aye,
286,58,3,Aye,
287,58,18,Aye,
288,58,20,Aye,
289,58,25,Aye,
290,58,27,Aye,
291,59,3,Aye,
292,59,18,Aye,
293,59,20,Aye,
294,59,25,Aye,
295,59,27,Aye,
296,60,3,Aye,
297,60,18,Aye,
298,60,20,Aye,
299,60,25,Aye,
300,60,27,Aye,
301,61,3,Aye,
302,61,18,Aye,
303,61,20,Aye,
304,61,25,Aye,
305,61,27,Aye,
306,62,3,Aye,
307,62,18,Aye,
308,62,20,Aye,
309,62,25,Aye,
310,62,27,Aye,
311,63,3,Aye,
312,63,18,Aye,
313,63,20,Aye,
314,63,25,Aye,
315,63,27,Aye,
316,64,3,Aye,
317,64,18,Aye,
318,64,20,Aye,
319,64,25,Aye,
320,64,27,Aye,
321,65,3,Aye,
322,65,18,Aye,
323,65,20,Aye,
324,65,25,Aye,
325,65,27,Aye,
326,66,3,Aye,
327,66,18,Aye,
328,66,20,Aye,
329,66,25,Aye,
330,66,27,Aye,
331,67,3,Aye,
332,67,18,Aye,
333,67,20,Aye,
334,67,25,Aye,
335,67,27,Aye,
336,68,3,Aye,
337,68,18,Aye,
338,68,20,Aye,
339,68,25,Aye,
340,68,27,Aye,
341,69,3,Aye,
342,69,18,Aye,
343,69,20,Aye,
344,69,25,Aye,
345,69,27,Aye,
346,70,3,Aye,
347,70,18,Aye,
348,70,20,Aye,
349,70,25,Aye,
350,70,27,Aye,
351,71,3,Aye,
352,71,18,Aye,
353,71,20,Aye,
354,71,25,Aye,
355,71,27,Aye,
356,72,3,Aye,
357,72,18,Aye,
358,72,20,Aye,
359,72,25,Aye,
360,72,27,Aye,
361,73,3,Aye,
362,73,18,Aye,
363,73,20,Aye,
364,73,25,Aye,
365,73,27,Aye,
366,74,3,Aye,
367,74,18,Aye,
368,74,20,Aye,
369,74,25,Aye,
370,74,27,Aye,
371,75,3,Aye,
372,75,18,Aye,
373,75,20,Aye,
374,75,25,Aye,
375,75,27,Aye,
376,76,3,Aye,
377,76,18,Aye,
378,76,20,Aye,
379,76,25,Aye,
380,76,27,Aye,
381,77,3,Aye,
382,77,18,Aye,
383,77,20,Aye,
384,77,25,Aye,
385,77,27,Aye,
386,78,3,Aye,
387,78,18,Aye,
388,78,20,Aye,
389,78,25,Aye,
390,78,27,Aye,
391,79,3,Aye,
392,79,18,Aye,
393,79,20,Aye,
394,79,25,Aye,
395,79,27,Aye,
396,80,3,Aye,
397,80,18,Aye,
398,80,20,Aye,
399,80,25,Aye,
400,80,27,Aye,
401,81,3,Aye,
402,81,18,Aye,
403,81,20,Aye,
404,81,25,Aye,
405,81,27,Aye,
406,82,3,Aye,
407,82,18,Aye,
408,82,20,Aye,
409,82,25,Aye,
410,82,27,Aye,
411,83,3,Aye,
412,83,18,Aye,
413,83,20,Aye,
414,83,25,Aye,
415,83,27,Aye,
416,84,3,Aye,
417,84,18,Aye,
418,84,20,Aye,
419,84,25,Aye,
420,84,27,Aye,
421,85,3,Aye,
422,85,18,Aye,
423,85,20,Aye,
424,85,25,Aye,
425,85,27,Aye,
426,86,3,Aye,
427,86,18,Aye,
428,86,20,Aye,
429,86,25,Aye,
430,86,27,Aye,
431,87,3,Aye,
432,87,18,Aye,
433,87,20,Aye,
434,87,25,Aye,
435,87,27,Aye,
436,88,3,Aye,
437,88,18,Aye,
438,88,20,Aye,
439,88,25,Aye,
440,88,27,Aye,
441,89,3,Aye,
442,89,18,Aye,
443,89,20,Aye,
444,89,25,Aye,
445,89,27,Aye,
446,90,3,Aye,
447,90,18,Aye,
448,90,20,Aye,
449,90,25,Aye,
450,90,27,Aye,
451,91,3,Aye,
452,91,18,Aye,
453,91,20,Aye,
454,91,25,Aye,
455,91,27,Aye,
456,92,3,Aye,
457,92,18,Aye,
458,92,20,Aye,
459,92,25,Aye,
460,92,27,Aye,
461,93,3,Aye,
462,93,18,Aye,
463,93,20,Aye,
464,93,25,Aye,
465,93,27,Aye,
466,94,3,Aye,
467,94,18,Aye,
468,94,20,Aye,
469,94,25,Aye,
470,94,27,Aye,
471,95,3,Aye,
472,95,18,Aye,
473,95,20,Aye,
474,95,25,Aye,
475,95,27,Aye,
476,96,3,Aye,
477,96,18,Aye,
478,96,20,Aye,
479,96,25,Aye,
480,96,27,Aye,
481,97,3,Aye,
482,97,18,Aye,
483,97,20,Aye,
484,97,25,Aye,
485,97,27,Aye,
486,98,3,Aye,
487,98,18,Aye,
488,98,20,Aye,
489,98,25,Aye,
490,98,27,Aye,
491,99,3,Aye,
492,99,18,Aye,
493,99,20,Aye,
494,99,25,Aye,
495,99,27,Aye,
496,100,3,Aye,
497,100,18,Aye,
498,100,20,Aye,
499,100,25,Aye,
500,100,27,Aye,
501,101,3,Aye,
502,101,18,Aye,
503,101,20,Aye,
504,101,25,Aye,
505,101,27,Aye,
506,102,3,Aye,
507,102,18,Aye,
508,102,20,Absent,
509,102,25,Aye,
510,102,27,Aye,
511,103,3,Aye,
512,103,18,Aye,
513,103,20,Absent,
514,103,25,Aye,
515,103,27,Aye,
516,104,3,Aye,
517,104,18,Aye,
518,104,20,Absent,
519,104,25,Aye,
520,104,27,Aye,
521,105,3,Aye,
522,105,18,Aye,
523,105,20,Absent,
524,105,25,Aye,
525,105,27,Aye,
526,106,3,Aye,
527,106,18,Aye,
528,106,20,Absent,
529,106,25,Aye,
530,106,27,Aye,
531,107,3,Aye,
532,107,18,Aye,
533,107,20,Absent,
534,107,25,Aye,
535,107,27,Aye,
536,108,3,Aye,
537,108,18,Aye,
538,108,20,Absent,
539,108,25,Aye,
540,108,27,Aye,
541,109,3,Aye,
542,109,18,Aye,
543,109,20,Absent,
544,109,25,Aye,
545,109,27,Aye,
546,110,3,Aye,
547,110,18,Aye,
548,110,20,Absent,
549,110,25,Aye,
550,110,27,Aye,
551,111,3,Aye,
552,111,18,Aye,
553,111,20,Aye,
554,111,25,Aye,
555,111,27,Aye,
556,112,3,Aye,
557,112,18,Aye,
558,112,20,Aye,
559,112,25,Aye,
560,112,27,Aye,
561,113,3,Aye,
562,113,18,Aye,
563,113,20,Aye,
564,113,25,Aye,
565,113,27,Aye,
566,114,3,Aye,
567,114,18,Aye,
568,114,20,Aye,
569,114,25,Aye,
570,114,27,Aye,
571,115,3,Aye,
572,115,18,Aye,
573,115,20,Aye,
574,115,25,Aye,
575,115,27,Aye,
576,116,3,Aye,
577,116,18,Aye,
578,116,20,Aye,
579,116,25,Aye,
580,116,27,Aye,
581,117,3,Aye,
582,117,18,Aye,
583,117,20,Aye,
584,117,25,Aye,
585,117,27,Aye,
586,118,3,Aye,
587,118,18,Aye,
588,118,20,Abstain,override: source lists Abstain+Aye; resolved per db/vote_overrides.csv
589,118,25,Aye,
590,118,27,Aye,
591,119,3,Aye,
592,119,18,Aye,
593,119,20,Aye,
594,119,25,Aye,
595,119,27,Aye,
596,120,3,Aye,
597,120,18,Aye,
598,120,20,Aye,
599,120,25,Aye,
600,120,27,Aye,
601,121,3,Aye,
602,121,18,Aye,
603,121,20,Aye,
604,121,25,Aye,
605,121,27,Aye,
606,122,3,Aye,
607,122,18,Aye,
608,122,20,Aye,
609,122,25,Aye,
610,122,27,Aye,
611,123,3,Aye,
612,123,18,Aye,
613,123,20,Aye,
614,123,25,Aye,
615,123,27,Aye,
616,124,3,Aye,
617,124,18,Aye,
618,124,20,Aye,
619,124,25,Aye,
620,124,27,Aye,
621,125,3,Aye,
622,125,18,Aye,
623,125,20,Aye,
624,125,25,Aye,
625,125,27,Aye,
626,126,3,Aye,
627,126,18,Aye,
628,126,20,Aye,
629,126,25,Aye,
630,126,27,Aye,
631,127,3,Aye,
632,127,18,Aye,
633,127,20,Aye,
634,127,25,Aye,
635,127,27,Aye,
636,128,3,Aye,
637,128,18,Aye,
638,128,20,Aye,
639,128,25,Aye,
640,128,27,Aye,
641,129,3,Aye,
642,129,18,Aye,
643,129,20,Aye,
644,129,25,Aye,
645,129,27,Aye,
646,130,3,Aye,
647,130,18,Aye,
648,130,20,Aye,
649,130,25,Aye,
650,130,27,Aye,
651,131,3,Aye,
652,131,18,Aye,
653,131,20,Aye,
654,131,25,Aye,
655,131,27,Aye,
656,132,3,Aye,
657,132,18,Aye,
658,132,20,Aye,
659,132,25,Aye,
660,132,27,Aye,
661,133,3,Aye,
662,133,18,Absent,
663,133,20,Aye,
664,133,25,Aye,
665,133,27,Aye,
666,134,3,Aye,
667,134,18,Absent,
668,134,20,Aye,
669,134,25,Aye,
670,134,27,Aye,
671,135,3,Aye,
672,135,18,Absent,
673,135,20,Aye,
674,135,25,Aye,
675,135,27,Aye,
676,136,3,Aye,
677,136,18,Absent,
678,136,20,Aye,
679,136,25,Aye,
680,136,27,Aye,
681,137,3,Aye,
682,137,18,Absent,
683,137,20,Aye,
684,137,25,Aye,
685,137,27,Aye,
686,138,3,Aye,
687,138,18,Absent,
688,138,20,Aye,
689,138,25,Aye,
690,138,27,Aye,
691,139,2,Nay,Mayor tie-break
692,139,3,Nay,
693,139,18,Absent,
694,139,20,Aye,
695,139,25,Aye,
696,139,27,Nay,
697,140,3,Aye,
698,140,18,Absent,
699,140,20,Aye,
700,140,25,Nay,
701,140,27,Aye,
702,141,3,Aye,
703,141,18,Aye,
704,141,20,Aye,
705,141,25,Aye,
706,141,27,Aye,
707,142,3,Aye,
708,142,18,Aye,
709,142,20,Aye,
710,142,25,Aye,
711,142,27,Aye,
712,143,3,Aye,
713,143,18,Aye,
714,143,20,Aye,
715,143,25,Aye,
716,143,27,Aye,
717,144,3,Aye,
718,144,18,Abstain,override: source lists Abstain+Aye; resolved per db/vote_overrides.csv
719,144,20,Aye,
720,144,25,Aye,
721,144,27,Aye,
722,145,3,Aye,
723,145,18,Aye,
724,145,20,Aye,
725,145,25,Aye,
726,145,27,Aye,
727,146,3,Nay,
728,146,18,Aye,
729,146,20,Aye,
730,146,25,Aye,
731,146,27,Aye,
732,147,3,Aye,
733,147,18,Aye,
734,147,20,Aye,
735,147,25,Aye,
736,147,27,Aye,
737,148,3,Aye,
738,148,18,Aye,
739,148,20,Aye,
740,148,25,Aye,
741,148,27,Aye,
742,149,3,Aye,
743,149,18,Aye,
744,149,20,Aye,
745,149,25,Aye,
746,149,27,Aye,
747,150,3,Aye,
748,150,18,Aye,
749,150,20,Aye,
750,150,25,Aye,
751,150,27,Aye,
752,151,3,Aye,
753,151,18,Aye,
754,151,20,Aye,
755,151,25,Aye,
756,151,27,Aye,
757,152,3,Aye,
758,152,18,Aye,
759,152,20,Aye,
760,152,25,Aye,
761,152,27,Aye,
762,153,3,Aye,
763,153,18,Aye,
764,153,20,Aye,
765,153,25,Aye,
766,153,27,Aye,
767,154,3,Aye,
768,154,18,Aye,
769,154,20,Aye,
770,154,25,Aye,
771,154,27,Aye,
772,155,3,Aye,
773,155,18,Aye,
774,155,20,Aye,
775,155,25,Aye,
776,155,27,Aye,
777,156,3,Aye,
778,156,18,Aye,
779,156,20,Aye,
780,156,25,Aye,
781,156,27,Aye,
782,157,3,Aye,
783,157,18,Aye,
784,157,20,Aye,
785,157,25,Aye,
786,157,27,Aye,
787,158,3,Aye,
788,158,18,Aye,
789,158,20,Aye,
790,158,25,Aye,
791,158,27,Aye,
792,159,3,Absent,
793,159,18,Aye,
794,159,20,Aye,
795,159,25,Aye,
796,159,27,Absent,
797,160,3,Absent,
798,160,18,Aye,
799,160,20,Aye,
800,160,25,Aye,
801,160,27,Aye,
802,161,3,Absent,
803,161,18,Aye,
804,161,20,Aye,
805,161,25,Aye,
806,161,27,Aye,
807,162,3,Absent,
808,162,18,Aye,
809,162,20,Aye,
810,162,25,Aye,
811,162,27,Aye,
812,163,3,Absent,
813,163,18,Aye,
814,163,20,Absent,
815,163,25,Aye,
816,163,27,Aye,
817,164,3,Absent,
818,164,18,Aye,
819,164,20,Absent,
820,164,25,Aye,
821,164,27,Aye,
822,165,3,Absent,
823,165,18,Aye,
824,165,20,Absent,
825,165,25,Aye,
826,165,27,Aye,
827,166,3,Absent,
828,166,18,Aye,
829,166,20,Absent,
830,166,25,Aye,
831,166,27,Aye,
832,167,3,Absent,
833,167,18,Aye,
834,167,20,Absent,
835,167,25,Aye,
836,167,27,Aye,
837,168,3,Absent,
838,168,18,Aye,
839,168,20,Absent,
840,168,25,Aye,
841,168,27,Aye,
842,169,3,Absent,
843,169,18,Aye,
844,169,20,Absent,
845,169,25,Aye,
846,169,27,Aye,
847,170,3,Absent,
848,170,18,Aye,
849,170,20,Absent,
850,170,25,Aye,
851,170,27,Aye,
852,171,3,Aye,
853,171,18,Aye,
854,171,20,Aye,
855,171,25,Aye,
856,171,27,Aye,
857,172,3,Aye,
858,172,18,Aye,
859,172,20,Aye,
860,172,25,Aye,
861,172,27,Aye,
862,173,3,Absent,
863,173,18,Absent,
864,173,20,Aye,
865,173,25,Aye,
866,173,27,Aye,
867,174,3,Absent,
868,174,18,Absent,
869,174,20,Aye,
870,174,25,Aye,
871,174,27,Aye,
872,175,3,Absent,
873,175,18,Absent,
874,175,20,Aye,
875,175,25,Aye,
876,175,27,Aye,
877,176,3,Absent,
878,176,18,Absent,
879,176,20,Aye,
880,176,25,Aye,
881,176,27,Aye,
882,177,3,Absent,
883,177,18,Absent,
884,177,20,Aye,
885,177,25,Aye,
886,177,27,Aye,
887,178,3,Absent,
888,178,18,Absent,
889,178,20,Aye,
890,178,25,Aye,
891,178,27,Aye,
892,179,3,Absent,
893,179,18,Aye,
894,179,20,Aye,
895,179,25,Aye,
896,179,27,Aye,
897,180,3,Absent,
898,180,18,Aye,
899,180,20,Aye,
900,180,25,Aye,
901,180,27,Aye,
902,181,3,Aye,
903,181,18,Aye,
904,181,20,Aye,
905,181,25,Aye,
906,181,27,Aye,
907,182,3,Aye,
908,182,18,Aye,
909,182,20,Aye,
910,182,25,Aye,
911,182,27,Aye,
912,183,3,Aye,
913,183,18,Aye,
914,183,20,Aye,
915,183,25,Aye,
916,183,27,Aye,
917,184,3,Aye,
918,184,18,Aye,
919,184,20,Aye,
920,184,25,Aye,
921,184,27,Aye,
922,185,3,Abstain,override: source lists Abstain+Aye; resolved per db/vote_overrides.csv
923,185,18,Aye,
924,185,20,Aye,
925,185,25,Aye,
926,185,27,Aye,
927,186,3,Aye,
928,186,18,Aye,
929,186,20,Aye,
930,186,25,Aye,
931,186,27,Aye,
932,187,3,Aye,
933,187,18,Aye,
934,187,20,Aye,
935,187,25,Aye,
936,187,27,Aye,
937,188,3,Aye,
938,188,18,Aye,
939,188,20,Aye,
940,188,25,Aye,
941,188,27,Aye,
942,189,3,Aye,
943,189,18,Aye,
944,189,20,Aye,
945,189,25,Aye,
946,189,27,Aye,
947,190,3,Aye,
948,190,18,Aye,
949,190,20,Aye,
950,190,25,Aye,
951,190,27,Aye,
952,191,3,Aye,
953,191,18,Aye,
954,191,20,Aye,
955,191,25,Aye,
956,191,27,Abstain,
957,192,3,Aye,
958,192,18,Aye,
959,192,20,Aye,
960,192,25,Aye,
961,192,27,Aye,
962,193,3,Aye,
963,193,18,Aye,
964,193,20,Aye,
965,193,25,Aye,
966,193,27,Aye,
967,194,3,Aye,
968,194,18,Aye,
969,194,20,Aye,
970,194,25,Aye,
971,194,27,Aye,
972,195,3,Aye,
973,195,18,Aye,
974,195,20,Aye,
975,195,25,Aye,
976,195,27,Aye,
977,196,3,Aye,
978,196,18,Aye,
979,196,20,Aye,
980,196,25,Aye,
981,196,27,Aye,
982,197,3,Aye,
983,197,18,Aye,
984,197,20,Aye,
985,197,25,Aye,
986,197,27,Aye,
987,198,3,Aye,
988,198,18,Aye,
989,198,20,Absent,
990,198,25,Aye,
991,198,27,Aye,
992,199,3,Aye,
993,199,18,Aye,
994,199,20,Absent,
995,199,25,Aye,
996,199,27,Aye,
997,200,3,Aye,
998,200,18,Aye,
999,200,20,Absent,
1000,200,25,Aye,
1001,200,27,Aye,
1002,201,3,Aye,
1003,201,18,Aye,
1004,201,20,Aye,
1005,201,25,Aye,
1006,201,27,Aye,
1007,202,3,Aye,
1008,202,18,Aye,
1009,202,20,Aye,
1010,202,25,Aye,
1011,202,27,Aye,
1012,203,3,Aye,
1013,203,18,Aye,
1014,203,20,Aye,
1015,203,25,Aye,
1016,203,27,Aye,
1017,204,3,Aye,
1018,204,18,Aye,
1019,204,20,Aye,
1020,204,25,Aye,
1021,204,27,Aye,
1022,205,3,Aye,
1023,205,18,Aye,
1024,205,20,Aye,
1025,205,25,Aye,
1026,205,27,Aye,
1027,206,3,Aye,
1028,206,18,Aye,
1029,206,20,Aye,
1030,206,25,Aye,
1031,206,27,Aye,
1032,207,3,Aye,
1033,207,18,Aye,
1034,207,20,Aye,
1035,207,25,Aye,
1036,207,27,Aye,
1037,208,3,Aye,
1038,208,18,Aye,
1039,208,20,Aye,
1040,208,25,Aye,
1041,208,27,Aye,
1042,209,3,Aye,
1043,209,18,Aye,
1044,209,20,Aye,
1045,209,25,Aye,
1046,209,27,Aye,
1047,210,3,Aye,
1048,210,18,Aye,
1049,210,20,Aye,
1050,210,25,Aye,
1051,210,27,Aye,
1052,211,3,Aye,
1053,211,18,Aye,
1054,211,20,Abstain,override: source lists Abstain+Aye; resolved per db/vote_overrides.csv
1055,211,25,Aye,
1056,211,27,Aye,
1057,212,3,Aye,
1058,212,18,Aye,
1059,212,20,Aye,
1060,212,25,Aye,
1061,212,27,Aye,
1062,213,3,Aye,
1063,213,18,Aye,
1064,213,20,Aye,
1065,213,25,Aye,
1066,213,27,Aye,
1067,214,3,Aye,
1068,214,18,Aye,
1069,214,20,Aye,
1070,214,25,Aye,
1071,214,27,Aye,
1072,215,3,Aye,
1073,215,18,Aye,
1074,215,20,Aye,
1075,215,25,Aye,
1076,215,27,Aye,
1077,216,3,Aye,
1078,216,18,Aye,
1079,216,20,Aye,
1080,216,25,Absent,
1081,216,27,Aye,
1082,217,3,Aye,
1083,217,18,Aye,
1084,217,20,Aye,
1085,217,25,Aye,
1086,217,27,Aye,
1087,218,3,Aye,
1088,218,18,Aye,
1089,218,20,Aye,
1090,218,25,Aye,
1091,218,27,Aye,
1092,219,3,Aye,
1093,219,18,Aye,
1094,219,20,Aye,
1095,219,25,Aye,
1096,219,27,Aye,
1097,220,3,Aye,
1098,220,18,Aye,
1099,220,20,Aye,
1100,220,25,Aye,
1101,220,27,Aye,
1102,221,3,Aye,
1103,221,18,Aye,
1104,221,20,Aye,
1105,221,25,Aye,
1106,221,27,Aye,
1107,222,3,Aye,
1108,222,18,Aye,
1109,222,20,Aye,
1110,222,25,Aye,
1111,222,27,Aye,
1112,223,3,Aye,
1113,223,18,Aye,
1114,223,20,Aye,
1115,223,25,Aye,
1116,223,27,Aye,
1117,224,3,Aye,
1118,224,18,Aye,
1119,224,20,Aye,
1120,224,25,Aye,
1121,224,27,Aye,
1122,225,3,Aye,
1123,225,18,Aye,
1124,225,20,Aye,
1125,225,25,Aye,
1126,225,27,Aye,
1127,226,3,Aye,
1128,226,18,Aye,
1129,226,20,Aye,
1130,226,25,Aye,
1131,226,27,Aye,
1132,227,3,Aye,
1133,227,18,Aye,
1134,227,20,Aye,
1135,227,25,Aye,
1136,227,27,Aye,
1137,228,3,Aye,
1138,228,18,Aye,
1139,228,20,Aye,
1140,228,25,Aye,
1141,228,27,Aye,
1142,229,3,Aye,
1143,229,18,Aye,
1144,229,20,Aye,
1145,229,25,Aye,
1146,229,27,Aye,
1147,230,3,Aye,
1148,230,18,Aye,
1149,230,20,Aye,
1150,230,25,Aye,
1151,230,27,Aye,
1152,231,3,Aye,
1153,231,18,Aye,
1154,231,20,Aye,
1155,231,25,Aye,
1156,231,27,Aye,
1157,232,3,Aye,
1158,232,18,Aye,
1159,232,20,Aye,
1160,232,25,Aye,
1161,232,27,Aye,
1162,233,3,Aye,
1163,233,18,Aye,
1164,233,20,Aye,
1165,233,25,Aye,
1166,233,27,Aye,
1167,234,3,Aye,
1168,234,18,Aye,
1169,234,20,Aye,
1170,234,25,Aye,
1171,234,27,Aye,
1172,235,3,Aye,
1173,235,18,Aye,
1174,235,20,Aye,
1175,235,25,Aye,
1176,235,27,Aye,
1177,236,3,Aye,
1178,236,18,Aye,
1179,236,20,Aye,
1180,236,25,Aye,
1181,236,27,Aye,
1182,237,3,Aye,
1183,237,18,Aye,
1184,237,20,Aye,
1185,237,25,Aye,
1186,237,27,Aye,
1187,238,3,Aye,
1188,238,18,Aye,
1189,238,20,Aye,
1190,238,25,Aye,
1191,238,27,Aye,
1192,239,3,Aye,
1193,239,18,Aye,
1194,239,20,Aye,
1195,239,25,Aye,
1196,239,27,Aye,
1197,240,3,Aye,
1198,240,18,Aye,
1199,240,20,Aye,
1200,240,25,Aye,
1201,240,27,Aye,
1202,241,3,Aye,
1203,241,18,Aye,
1204,241,20,Aye,
1205,241,25,Aye,
1206,241,27,Aye,
1207,242,3,Aye,
1208,242,18,Aye,
1209,242,20,Aye,
1210,242,25,Aye,
1211,242,27,Aye,
1212,243,3,Aye,
1213,243,18,Aye,
1214,243,20,Aye,
1215,243,25,Aye,
1216,243,27,Aye,
1217,244,3,Aye,
1218,244,18,Aye,
1219,244,20,Aye,
1220,244,25,Aye,
1221,244,27,Aye,
1222,245,3,Aye,
1223,245,18,Aye,
1224,245,20,Nay,
1225,245,25,Aye,
1226,245,27,Aye,
1227,246,3,Aye,
1228,246,18,Aye,
1229,246,20,Aye,
1230,246,25,Aye,
1231,246,27,Aye,
1232,247,3,Aye,
1233,247,18,Aye,
1234,247,20,Aye,
1235,247,25,Aye,
