referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
21,57,Council,350,PlanningCommission,address,low,2300 deer valley,0.159,2020-11-19,2020-10-28,22,
22,58,Council,353,PlanningCommission,subject,medium,,0.709,2020-12-10,2020-12-09,1,
23,64,Council,358,PlanningCommission,subject,medium,,0.572,2021-02-04,2021-01-13,22,
24,70,Council,151,HA,override,high,,,2021-02-25,2022-10-27,,Argent (7677 Royal St): HA restrictive-covenant affordability modifications for the development (Council Ord 2021-08)
25,70,Council,364,PlanningCommission,address+subject,high,7677 village,0.225,2021-02-25,2021-02-10,15,
26,77,Council,370,PlanningCommission,subject,medium,,0.724,2021-04-29,2021-03-10,50,
27,78,Council,376,PlanningCommission,address+subject,high,2750 meadow creek,0.546,2021-04-29,2021-04-14,15,
28,81,Council,379,PlanningCommission,address,low,1060 park,0.674,2021-05-13,2021-04-28,15,
29,82,Council,339,PlanningCommission,subject,medium,,0.505,2021-05-13,2020-09-09,246,
30,82,Council,389,PlanningCommission,address+subject,high,1128 woodside; 1129 park,0.205,2021-05-13,2021-06-09,-27,
31,83,Council,382,PlanningCommission,address+subject,high,1117 lowell,0.777,2021-05-27,2021-05-12,15,
32,83,Council,383,PlanningCommission,address+subject,high,1117 lowell,0.777,2021-05-27,2021-05-12,15,
33,84,Council,380,PlanningCommission,subject,medium,,0.676,2021-05-27,2021-05-12,15,
34,85,Council,381,PlanningCommission,address,low,200 grant,0.057,2021-05-27,2021-05-12,15,
35,87,Council,483,PlanningCommission,address+subject,high,949 empire,0.288,2023-07-27,2022-06-22,400,
36,89,Council,396,PlanningCommission,address,low,1003 norfolk,0.072,2021-09-02,2021-07-28,36,
37,91,Council,404,PlanningCommission,address,low,1915 prospector,0.518,2021-09-23,2021-08-25,29,
38,93,Council,412,PlanningCommission,address,low,91 king; 95 king,0.049,2021-10-07,2021-09-08,29,
39,95,Council,419,PlanningCommission,address,low,316 ontario,0.068,2021-10-28,2021-10-13,15,
40,97,Council,416,PlanningCommission,address+subject,high,1063 lowell,0.801,2021-10-28,2021-09-22,36,
41,102,Council,389,PlanningCommission,address,low,1129 park,0.065,2021-11-18,2021-06-09,162,
42,103,Council,426,PlanningCommission,address,low,1765 sidewinder,0.652,2021-11-18,2021-10-27,22,
43,108,Council,614,PlanningCommission,subject,medium,,0.711,2023-12-14,2023-12-13,1,
44,113,Council,111,HA,override,high,,,2022-01-27,2022-01-13,,Founder's Place: HA affordable-housing mitigation plan (2022-01-13) for the development the Council approved Jan 2022 (Ord 2022-03/04); marquee PC-5-0 -> Council-fail case
45,114,Council,429,PlanningCommission,subject,medium,,0.509,2022-01-27,2021-11-10,78,
46,115,Council,514,PlanningCommission,address,low,3981 kearns,0.14,2022-12-15,2022-11-09,36,
47,117,Council,424,PlanningCommission,address+subject,high,3099 mountain ridge,0.788,2022-03-31,2021-10-13,169,
48,117,Council,425,PlanningCommission,address+subject,high,3099 mountain ridge,0.711,2022-03-31,2021-10-27,155,
49,118,Council,384,PlanningCommission,address+subject,high,1700 three kings,0.757,2022-03-03,2021-05-12,295,
50,118,Council,410,PlanningCommission,address+subject,high,1700 three kings,0.825,2022-03-03,2021-09-08,176,
51,118,Council,436,PlanningCommission,address+subject,high,1700 three kings,0.834,2022-03-03,2022-01-26,36,
52,123,Council,453,PlanningCommission,subject,medium,,0.62,2022-04-28,2022-03-23,36,
53,124,Council,451,PlanningCommission,address+subject,high,1281 rothwell,0.857,2022-04-28,2022-03-23,36,
54,125,Council,454,PlanningCommission,address,low,45 daly,0.048,2022-09-15,2022-04-13,155,
55,129,Council,460,PlanningCommission,address+subject,high,401 silver king,0.74,2022-06-09,2022-05-11,29,
56,130,Council,465,PlanningCommission,subject,medium,,0.505,2022-06-16,2022-05-25,22,
57,136,Council,481,PlanningCommission,address+subject,high,405 woodside,0.598,2022-07-21,2022-06-22,29,
58,137,Council,482,PlanningCommission,address+subject,high,115 sampson,0.244,2022-07-21,2022-06-22,29,
59,140,Council,486,PlanningCommission,address+subject,high,8200 royal,0.234,2022-09-01,2022-07-13,50,
60,140,Council,487,PlanningCommission,address+subject,high,8200 royal,0.236,2022-09-01,2022-07-13,50,
61,141,Council,486,PlanningCommission,address+subject,high,8200 royal,0.238,2022-09-01,2022-07-13,50,
62,141,Council,487,PlanningCommission,address+subject,high,8200 royal,0.24,2022-09-01,2022-07-13,50,
63,143,Council,120,RDA,override,high,,,2022-09-01,2022-03-17,,Sommet Blanc: RDA affordable-housing mitigation (2022-03-17) for the Empire Pass Pod B2 MPD amendment the Council approved (Ord 2022-33)
64,143,Council,448,PlanningCommission,address+subject,high,9300 marsac,0.202,2022-09-01,2022-03-09,176,
65,145,Council,501,PlanningCommission,subject,medium,,0.714,2022-09-01,2022-08-24,8,
66,146,Council,490,PlanningCommission,address,low,517 park,0.744,2022-09-15,2022-07-27,50,
67,149,Council,500,PlanningCommission,address+subject,high,7805 royal,0.818,2022-10-06,2022-08-24,43,
68,153,Council,502,PlanningCommission,address+subject,high,455 woodside,0.772,2022-10-27,2022-09-14,43,
69,154,Council,503,PlanningCommission,address,low,1201 stonebridge,0.761,2022-10-27,2022-09-28,29,
70,155,Council,521,PlanningCommission,address,low,1301 park,0.164,2023-04-04,2023-01-11,83,
71,156,Council,523,PlanningCommission,subject,medium,,0.361,2022-11-17,2023-01-11,-55,
72,161,Council,520,PlanningCommission,subject,medium,,0.631,2023-01-24,2022-12-14,41,
73,162,Council,522,PlanningCommission,subject,medium,,0.85,2023-01-24,2023-01-11,13,
74,165,Council,532,PlanningCommission,subject,medium,,0.786,2023-02-16,2023-02-08,8,
75,166,Council,550,PlanningCommission,subject,medium,,0.768,2023-02-16,2023-04-12,-55,
76,167,Council,528,PlanningCommission,address+subject,high,7979 roamer,0.849,2023-02-16,2023-01-25,22,
77,172,Council,531,PlanningCommission,subject,medium,,0.696,2023-03-09,2023-02-08,29,
78,176,Council,490,PlanningCommission,address,low,517 park,0.06,2023-04-04,2022-07-27,251,
79,178,Council,542,PlanningCommission,address+subject,high,2280 deer valley,0.847,2023-04-04,2023-03-22,13,
80,180,Council,519,PlanningCommission,subject,medium,,0.656,2023-04-27,2022-12-14,134,
81,182,Council,543,PlanningCommission,subject,medium,,0.755,2023-04-27,2023-03-22,36,
82,183,Council,544,PlanningCommission,subject,medium,,0.302,2023-04-27,2023-03-22,36,
83,186,Council,468,PlanningCommission,address,low,543 park,0.128,2023-05-11,2022-06-08,337,
84,191,Council,468,PlanningCommission,address,low,543 park,0.13,2023-06-15,2022-06-08,372,
85,192,Council,557,PlanningCommission,address,low,1460 eagle,0.734,2023-06-15,2023-05-10,36,
86,196,Council,563,PlanningCommission,subject,medium,,0.703,2023-07-06,2023-06-14,22,
87,202,Council,578,PlanningCommission,address,low,395 deer valley,0.739,2023-08-22,2023-07-26,27,
88,203,Council,573,PlanningCommission,address+subject,high,2411 country; 28 payday,0.512,2023-08-22,2023-07-12,41,
89,207,Council,159,HA,override,high,,,2023-09-14,2022-12-15,,"Studio Crossing: HA housing mitigation plan (2022-12-15) for the MPD the Council approved (Ord 2023-43, 3981 Kearns Blvd)"
90,208,Council,513,PlanningCommission,subject,medium,,0.506,2023-09-14,2022-11-09,309,
91,209,Council,580,PlanningCommission,address+subject,high,401 silver king,0.31,2023-09-14,2023-08-09,36,
92,209,Council,583,PlanningCommission,address+subject,high,401 silver king,0.653,2023-09-14,2023-08-23,22,
93,213,Council,586,PlanningCommission,address+subject,high,2310 deer valley,0.859,2023-09-28,2023-08-23,36,
94,214,Council,585,PlanningCommission,address,low,2525 fairway village,0.177,2023-09-28,2023-08-23,36,
95,216,Council,606,PlanningCommission,subject,medium,,0.435,2023-10-26,2023-11-08,-13,
96,224,Council,614,PlanningCommission,subject,medium,,0.434,2024-02-01,2023-12-13,50,
97,225,Council,617,PlanningCommission,address+subject,high,1460 eagle,0.217,2024-02-01,2024-01-10,22,
98,226,Council,613,PlanningCommission,subject,medium,,0.557,2024-02-01,2023-12-13,50,
99,238,Council,639,PlanningCommission,subject,medium,,0.438,2024-05-23,2024-03-27,57,
100,256,Council,692,PlanningCommission,subject,medium,,0.454,2025-04-24,2024-12-11,134,
101,256,Council,701,PlanningCommission,subject,medium,,0.494,2025-04-24,2025-02-12,71,
102,256,Council,748,PlanningCommission,subject,medium,,0.456,2025-04-24,2025-06-11,-48,
103,260,Council,692,PlanningCommission,subject,medium,,0.472,2025-05-22,2024-12-11,162,
104,260,Council,701,PlanningCommission,subject,medium,,0.515,2025-05-22,2025-02-12,99,
105,260,Council,748,PlanningCommission,subject,medium,,0.474,2025-05-22,2025-06-11,-20,
106,261,Council,734,PlanningCommission,subject,medium,,0.589,2025-06-05,2025-04-23,43,
107,266,Council,713,PlanningCommission,subject,medium,,0.665,2025-07-10,2025-03-12,120,
108,268,Council,713,PlanningCommission,subject,medium,,0.665,2025-08-26,2025-03-12,167,
109,274,Council,713,PlanningCommission,subject,medium,,0.609,2025-11-18,2025-03-12,251,
110,277,Council,774,PlanningCommission,subject,medium,,0.727,2025-12-11,2025-09-24,78,
111,287,Council,811,PlanningCommission,subject,medium,,0.73,2026-06-04,2026-05-13,22,
112,324,PlanningCommission,22,HA,subject,medium,,0.501,2020-06-10,2020-02-27,104,
113,361,PlanningCommission,90,HA,address,low,1271 lowell,0.158,2021-01-27,2021-09-02,-218,
