motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file
29,3,1,7,"Council Member Henney moved to approve FIS World Cup Fees in the amount of $13,190",Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,27,25,1,minutes/2020/2020-01-13/2020-01-16_city-council-meeting.md
30,3,1,8,"Council Member Joyce moved to continue Ordinance 2020-09, an ordinance amending the Land Management Code of Park City, Utah, amending Master Planned Development requirements, Section 15-6-5; Master Planned Affordable Housing Development, Section 15-6-7; and Defined Terms, Section 15-15 to January 30, 2020",Land-Use/Zoning,5-0 Continued,Continued,council_vote,,continue,keyword,high,9,singleton,high,25,3,1,minutes/2020/2020-01-13/2020-01-16_city-council-meeting.md
31,4,1,1,Council Member Henney moved to approve Type 2 Convention Sales Licenses for businesses operating during the 2020 Sundance Film Festival,Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,27,3,1,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
32,4,1,2,"Council Member Joyce moved to approve the amendments to the 2020 Supplemental Plan and Level 5 Permit, in a form approved by the City Attorney",Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,18,1,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
33,5,4,3,"Board Member Gerber moved to authorize Matt Dias, Executive Director of the Lower Park Redevelopment Agency, to grant façade easements on properties located at 1333 and 1353 Park Avenue",Land-Use/Zoning,5-0 Pass,Pass,rda_vote,,approve,keyword,high,10,singleton,high,3,27,1,minutes/2020/2020-01-20/2020-01-21_city-council-meeting.md
34,6,1,1,"Council Member Henney moved to close the meeting to discuss property, personnel and litigation at 3:00 p.m",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,27,25,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
35,6,1,2,Council Member Joyce moved to adjourn from Closed Meeting at 4:00 p.m,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,3,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
36,6,1,3,"Council Member Henney moved to appoint Deanna Rhodes, Diego Zegarra, Joseph Lair, Claire Marlin, and Jeremy Sheppe to the Blue Ribbon Municipal Employee Compensation Commission as well as look to recruit another one or two people to fill positions to round out the commission with a focus on large employers",Appointment,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,27,25,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
37,6,1,4,Council Member Gerber moved to approve the Consent Agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,20,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
38,6,1,5,"Council Member Joyce moved to approve Ordinance 2020-09, an ordinance amending the Land Management Code of Park City, Utah, amending Master Planned Development Requirements, Section 15-6-5; Master Planned Affordable Housing Development, Section 15-6-7; and Defined Terms, Section 15-15, with the amendment of making verbiage consistent regarding the split for two acres",Land-Use/Zoning,4-1 Pass,Pass,council_vote,,approve,keyword,high,11,singleton,high,25,27,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
39,6,1,6,"Council Member Henney moved to approve Ordinance 2020-06, an ordinance approving the 322 Park Avenue Plat Amendment located at 322 Park Avenue, Park City, Utah",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,12,name,medium,27,3,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
40,6,1,7,"Council Member Gerber moved to continue an Ordinance Approving 802 Empire Avenue Subdivision, Located at 802 Empire Avenue, Park City, Utah to March 19, 2020",Land-Use/Zoning,5-0 Continued,Continued,council_vote,,continue,keyword,high,13,name,medium,3,27,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
41,6,1,8,"Council Member Joyce moved to approve Ordinance 2020-10, an ordinance approving a one year extension of the March 8, 2018 approval of the Alice Claim Subdivision and Plat Amendment located at the intersection of King Road, Ridge Avenue, and Sampson Avenue, Park City, Utah",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,14,name,medium,25,27,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
42,6,1,9,"Council Member Joyce moved to approve Ordinance No. 2020-11, an ordinance approving a one year extension of the March 8, 2018 approval of the Ridge Avenue Subdivision, amending Lot 1, located at the intersection of King Road, Ridge Avenue, and Sampson Avenue, Park City, Utah",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,15,name,medium,25,27,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
43,6,1,10,"Council Member Gerber moved to approve Ordinance 2020-08, an Ordinance amending the Parking Code of Park City, Utah, amending Section 9-10-03 Anti-Idling AND approve Resolution No. 01-2020, an Anti-Idling Resolution for Motorized Vehicles in Park City, Utah, and Declaring Park City, Utah, to be an idle-Free City, amending the language from “encourages” to “prohibits” idling longer than one minute",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,16,singleton,high,3,18,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
44,6,1,11,"Council Member Joyce moved to authorize a change order with Lake|Flato Architects for additional architecture and engineering design services for the Arts and Culture District, not to exceed $338,000, in a form approved by the City Attorney",Other,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,27,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
45,6,1,12,Council Member Joyce moved to uphold the Intermountain Healthcare (IHC) and Physician Holdings' Third Amendment to the Housing Mitigation Plan to fulfill its affordable housing obligations,Other,4-1 Pass,Pass,council_vote,,,unclassified,low,,,,25,18,1,minutes/2020/2020-01-27/2020-01-30_city-council-meeting.md
46,7,1,1,"Council Member Henney moved to close the meeting to discuss property, personnel and litigation at 4:33 p.m",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,27,18,1,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md
47,7,1,2,Council Member Joyce moved to adjourn from Closed Meeting at 5:30 p.m,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,3,1,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md
48,7,1,3,Council Member Gerber moved to approve the City Council Meeting minutes from,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,,1,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md
49,7,1,4,Council Member Joyce moved to approve Consent Agenda Item Two,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,3,1,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md
50,7,1,5,"Council Member Joyce moved to approve an addendum to Professional Services Contract with Future iQ for $25,000 for additional visioning services as part of the Park City Vision 2020 Project",Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,20,1,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md
51,7,1,6,"Council Member Worel moved to continue an ordinance approving the 182 & 184 Daly Avenue Plat Amendment, located at 182 and 184 Daly Avenue, Park City, Utah to",Land-Use/Zoning,5-0 Continued,Continued,council_vote,,continue,keyword,high,17,name,medium,20,,1,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md
52,7,1,7,"Council Member Gerber moved to approve Ordinance 2020-12, an ordinance repealing Land Management Code § 15-3-5, Driveway Standards for Private Driveways within Platted, Unbuilt City Streets",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,18,singleton,high,3,20,1,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md
53,7,1,8,"Council Member Worel moved to continue an ordinance approving an extension of City Council's January 2019 approval of Ordinance No. 2019-03, an ordinance approving the 510 Ontario Avenue Plat Amendment, located at 510 Ontario Avenue, Park City, Utah, and Ordinance No. 2019-04, an ordinance amending Ordinance No. 15-12, an ordinance approving the Roundabout Condominiums First Amendment, located at 300 Deer Valley Drive, Park City, Utah",Land-Use/Zoning,5-0 Continued,Continued,council_vote,,continue,keyword,high,19,name,medium,20,25,1,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md
54,8,4,9,"Board Member Joyce moved to approve the disposition of City Property located at 1333 Park Avenue, 1343 Park Avenue, 1353 Park Avenue, 1350 Woodside Avenue, and 1835 Three Kings Drive, and authorize the City Manager to enter into sales contracts with qualified buyers",Contract/Purchase,5-0 Pass,Pass,rda_vote,,approve,keyword,high,20,singleton,high,25,18,1,minutes/2020/2020-02-03/2020-02-06_city-council-meeting.md
55,9,1,1,"Council Member Gerber moved to close the meeting to discuss property, personnel and litigation at 2:25 p.m",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,25,1,minutes/2020/2020-02-10/2020-02-14_city-council-meeting.md
56,9,1,2,Council Member Joyce moved to adjourn from Closed Meeting at 3:45 p.m,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,20,1,minutes/2020/2020-02-10/2020-02-14_city-council-meeting.md
57,10,1,1,Council Member Joyce moved to close the meeting to discuss property and litigation at 2:36 p.m,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,20,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
58,10,1,2,Council Member Worel moved to adjourn from Closed Meeting at 3:45 p.m,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,20,3,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
59,10,1,3,Council Member Worel moved to approve the City Council Meeting minutes from Gerber seconded the motion,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,20,,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
60,10,1,4,Council Member Worel moved to approve the Consent Agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,20,3,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
61,10,1,5,"Council Member Gerber moved to approve Resolution 02-2020, a resolution proclaiming March, 2020, as Dental Health Month in Park City",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,20,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
62,10,1,6,"Council Member Joyce moved to approve Ordinance No. 2020-13, an ordinance approving the 182 & 184 Daly Avenue Plat Amendment, located at 182 and 184 Daly Avenue, Park City, Utah",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,17,name,medium,25,18,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
63,10,1,7,"Council Member Joyce moved to approve Ordinance 2020-14, an ordinance amending the Land Management Code of Park City, amending Chapter 15-11 Historic Preservation",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,21,singleton,high,25,20,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
64,10,1,8,"Council Member Henney moved to approve the disposition of City property located at 1343 Park Avenue and 1350 Woodside Avenue, and authorize the City Manager to enter into sales contracts with qualified buyers",Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,27,3,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
65,11,2,9,Board Member Joyce moved to approve the Intermountain Healthcare Fourth Amendment to the Housing Mitigation Plan for partial fulfillment of housing obligations as amended,Other,5-0 Pass,Pass,ha_vote,,approve,keyword,high,22,singleton,high,25,27,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
66,12,4,10,"Board Member Gerber moved to approve the disposition of city property located at 1343 Park Avenue and 1350 Woodside Avenue, and authorize the City Manager to enter into sales contracts with qualified buyers",Contract/Purchase,5-0 Pass,Pass,rda_vote,,approve,keyword,high,23,singleton,high,3,25,1,minutes/2020/2020-02-24/2020-02-27_city-council-meeting.md
67,13,1,1,"Council Member Joyce moved to close the meeting to discuss property, personnel and litigation at 3:00 p.m",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,3,1,minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md
68,13,1,2,Council Member Henney moved to adjourn from Closed Meeting at 4:00 p.m,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,27,3,1,minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md
69,13,1,3,Council Member Gerber moved to approve the City Council Meeting minutes from,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,,1,minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md
70,13,1,4,Council Member Henney moved to approve the Consent Agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,27,18,1,minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md
71,13,1,5,"Council Member Henney moved to authorize the mayor to execute a memorandum of agreement (MOA) between Park City Municipal Corporation and Empire Pass Master Owners Association, in a form approved by the City Attorney",Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,27,18,1,minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md
72,13,1,6,"Council Member Joyce moved to approve Ordinance 2020-15, amending Land Management Code § 15-7.1-7, Signatures and Recording of the Plat",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,24,singleton,high,25,20,1,minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md
73,13,1,7,"Council Member Joyce moved to approve Ordinance 2020-16, an ordinance adopting an adjusted Budget for FY 2020 for Park City Municipal Corporation and its related agencies with the amendment that the City is only eligible for the emergency grant funding",Grant-Funding,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,3,1,minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md
74,13,1,8,"Council Member Gerber moved to approve Resolution 03-2020, a resolution authorizing the sale and issuance of up to $10,200,000 General Obligation and Refunding Bonds, Series 2020 of Park City, Utah; and Providing for Related Matters",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,18,1,minutes/2020/2020-03-02/2020-03-05_city-council-meeting.md
75,14,1,1,Council Member Doilney moved to approve the City Council Meeting minutes from,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,18,,1,minutes/2020/2020-03-16/2020-03-19_city-council-meeting.md
76,14,1,2,Council Member Worel moved to approve the Consent Agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,20,18,1,minutes/2020/2020-03-16/2020-03-19_city-council-meeting.md
77,14,1,3,"Council Member Worel moved to adopt Resolution 04-2020, a resolution adopting the 2020 City Property Disposition List",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,20,3,1,minutes/2020/2020-03-16/2020-03-19_city-council-meeting.md
78,14,1,4,"Council Member Joyce moved to approve Ordinance 2020-17, an ordinance amending the Municipal Code of Park City: Title 2, Chapter 2, Section 5, Election Qualifications with the above mentioned amendments to the registered voter version of the code",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,18,1,minutes/2020/2020-03-16/2020-03-19_city-council-meeting.md
79,14,1,5,"Council Member Gerber moved to approve Ordinance 2020-18, an ordinance amending the Municipal Code of Park City: Title 2, Chapter 3 Sections 2 and 5 Meetings; and Title 15, Chapter 12, Sections 13 and 14 as amended including the resolution",Ordinance,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,18,1,minutes/2020/2020-03-16/2020-03-19_city-council-meeting.md
80,15,1,1,Council Member Gerber moved to close the meeting to discuss property and litigation at 4:01 p.m,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,3,20,1,minutes/2020/2020-04-06/2020-04-09_city-council-meeting.md
81,15,1,2,Council Member Joyce moved to adjourn from Closed Meeting at 4:45 p.m,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,3,1,minutes/2020/2020-04-06/2020-04-09_city-council-meeting.md
82,15,1,3,"Council Member Worel moved to approve the Park City Municipal Corporation Emergency Proclamation No. 2 of 2020, an extension of the proclamation declaring a local emergency with the amendments of the extension concluding May 1st and financial assistance from the City to nonprofits in the amount of $150,000",Ceremonial,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,20,25,1,minutes/2020/2020-04-06/2020-04-09_city-council-meeting.md
83,16,1,1,"Council Member Worel moved to approve the City Council meeting minutes from March 19, 2020",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,20,3,1,minutes/2020/2020-04-13/2020-04-16_city-council-meeting.md
84,16,1,2,Council Member Joyce moved to approve the Consent Agenda,Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,18,1,minutes/2020/2020-04-13/2020-04-16_city-council-meeting.md
85,16,1,3,"Council Member Joyce moved to approve Ordinance 2020-19, an ordinance amending the Land Management Code of Park City, Utah, Chapter 15-5-5, Architectural Design Guidelines",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,25,singleton,high,25,3,1,minutes/2020/2020-04-13/2020-04-16_city-council-meeting.md
86,16,1,4,"Council Member Worel moved to approve Ordinance No. 2020-20, an ordinance approving the 962 Woodside Avenue Plat Amendment located at 962 Woodside Avenue and 968 Woodside Avenue, Park City, Utah",Land-Use/Zoning,5-0 Pass,Pass,council_vote,,approve,keyword,high,26,name,medium,20,27,1,minutes/2020/2020-04-13/2020-04-16_city-council-meeting.md
87,16,1,5,"Council Member Henney moved to approve Resolution 06-2020, a resolution authorizing the reimbursement of certain capital expenditures including acquisition, construction and completion of improvements to the water system of the City through future anticipated water revenue bonds to be issued by the City in the current fiscal year as well as FY 2021, FY 2022, and FY 2023, along with the authorization to refund (refinance) the Series 2009C and 2010 Bonds with the amendment of maximizing the bonding amount for this year",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,27,18,1,minutes/2020/2020-04-13/2020-04-16_city-council-meeting.md
88,17,1,1,"Council Member Henney moved to approve the City Council meeting minutes from April 9 and 16, 2020",Procedural/Administrative,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,27,20,1,minutes/2020/2020-04-27/2020-04-30_city-council-meeting.md
89,17,1,2,"Council Member Joyce moved to extend the Street Dining on Main program for another term, authorizing the Mayor to sign updated leases of City property/rights-of-way with eight (8) Main Street restaurants, charging no rental fees and removing the requirement that the dining decks are utilized for both lunch and dinner for the 2020 program participants",Contract/Purchase,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,25,18,1,minutes/2020/2020-04-27/2020-04-30_city-council-meeting.md
90,17,1,3,"Council Member Worel moved to adopt Resolution 07-2020, a resolution recognizing seconded the motion",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,20,,1,minutes/2020/2020-04-27/2020-04-30_city-council-meeting.md
91,17,1,4,"Council Member Gerber moved to adopt Resolution 08-2020, a resolution authorizing the allocation of emergency funds to local nonprofit entities providing essential services to the most vulnerable in Park City, Utah",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,3,18,1,minutes/2020/2020-04-27/2020-04-30_city-council-meeting.md
92,17,1,5,"Council Member Joyce moved to adopt Emergency Proclamation No. 3 of 2020, for the purpose of ratifying additional emergency powers related to reducing the financial impact of public utilities bills as a response to COVID-19",Ceremonial,5-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,25,20,1,minutes/2020/2020-04-27/2020-04-30_city-council-meeting.md
