referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
67,275,Council,1116,PlanningCommission,subject,medium,,0.758,2021-08-19,2021-10-12,-54,
68,281,Council,1059,PlanningCommission,subject,medium,,0.561,2021-08-19,2021-07-13,37,
69,281,Council,1070,PlanningCommission,subject,medium,,0.642,2021-08-19,2021-07-27,23,
70,282,Council,1059,PlanningCommission,subject,medium,,0.561,2021-08-19,2021-07-13,37,
71,283,Council,989,PlanningCommission,subject,medium,,0.826,2021-08-19,2021-01-26,205,
72,291,Council,1073,PlanningCommission,subject,medium,,0.687,2021-09-02,2021-07-27,37,
73,298,Council,1073,PlanningCommission,subject,medium,,0.687,2021-10-07,2021-07-27,72,
74,304,Council,1102,PlanningCommission,subject,medium,,0.749,2021-10-07,2021-09-28,9,
75,316,Council,1112,PlanningCommission,subject,medium,,0.303,2021-10-21,2021-10-12,9,
76,317,Council,1115,PlanningCommission,subject,medium,,0.645,2021-10-21,2021-10-12,9,
77,317,Council,1116,PlanningCommission,subject,medium,,0.746,2021-10-21,2021-10-12,9,
78,318,Council,1116,PlanningCommission,subject,medium,,0.928,2021-10-21,2021-10-12,9,
79,324,Council,1106,PlanningCommission,subject,medium,,0.813,2021-11-04,2021-10-12,23,
80,326,Council,1105,PlanningCommission,address+subject,high,1620 w traverse,0.932,2021-11-04,2021-10-12,23,
81,334,Council,1129,PlanningCommission,address+subject,high,179 w 200 n,0.533,2021-11-18,2021-11-09,9,
82,335,Council,1122,PlanningCommission,subject,medium,,0.817,2021-11-18,2021-10-26,23,
83,336,Council,1122,PlanningCommission,subject,medium,,0.552,2021-11-18,2021-10-26,23,
84,341,Council,1126,PlanningCommission,address,low,1450 s and river,0.048,2021-11-18,2021-11-09,9,
85,348,Council,1127,PlanningCommission,subject,medium,,0.612,2021-12-02,2021-11-09,23,
86,351,Council,1118,PlanningCommission,address+subject,high,3050 east,0.509,2021-12-02,2021-10-26,37,
87,352,Council,1139,PlanningCommission,subject,medium,,0.599,2021-12-02,2021-11-23,9,
88,357,Council,1118,PlanningCommission,address+subject,high,3050 east,0.509,2021-12-16,2021-10-26,51,
89,358,Council,1118,PlanningCommission,address+subject,high,3050 east,0.509,2021-12-16,2021-10-26,51,
90,364,Council,1140,PlanningCommission,subject,medium,,0.759,2022-01-06,2021-12-14,23,
91,368,Council,907,PlanningCommission,subject,low,,0.704,2022-01-06,2020-07-14,541,
92,368,Council,1143,PlanningCommission,subject,medium,,0.518,2022-01-06,2021-12-14,23,
93,370,Council,1129,PlanningCommission,address+subject,high,179 w 200 n,0.533,2022-02-03,2021-11-09,86,
94,370,Council,1151,PlanningCommission,subject,medium,,0.558,2022-02-03,2022-01-11,23,
95,384,Council,1156,PlanningCommission,subject,medium,,0.816,2022-03-24,2022-02-22,30,
96,402,Council,1049,PlanningCommission,subject,medium,,0.586,2022-05-05,2021-06-22,317,
97,402,Council,1175,PlanningCommission,subject,medium,,0.621,2022-05-05,2022-04-12,23,
98,413,Council,1196,PlanningCommission,subject,medium,,0.59,2022-05-19,2022-05-10,9,
99,414,Council,1196,PlanningCommission,subject,medium,,0.533,2022-05-19,2022-05-10,9,
100,415,Council,1196,PlanningCommission,subject,medium,,0.521,2022-05-19,2022-05-10,9,
101,416,Council,1191,PlanningCommission,subject,medium,,0.651,2022-05-19,2022-05-10,9,
102,417,Council,1195,PlanningCommission,subject,medium,,0.685,2022-05-19,2022-05-10,9,
103,418,Council,1192,PlanningCommission,subject,medium,,0.867,2022-05-19,2022-05-10,9,
104,421,Council,1180,PlanningCommission,subject,medium,,0.76,2022-05-19,2022-04-12,37,
105,422,Council,1178,PlanningCommission,subject,medium,,0.718,2022-05-19,2022-04-12,37,
106,438,Council,1116,PlanningCommission,subject,medium,,0.322,2022-07-14,2021-10-12,275,
107,473,Council,1158,PlanningCommission,subject,medium,,0.725,2022-10-20,2022-02-22,240,
108,477,Council,1235,PlanningCommission,subject,medium,,0.385,2022-11-03,2022-10-25,9,
109,496,Council,1153,PlanningCommission,address+subject,high,2800 e skywalker,0.549,2023-01-05,2022-01-11,359,
110,497,Council,1238,PlanningCommission,subject,medium,,0.615,2023-01-05,2022-12-13,23,
111,516,Council,1256,PlanningCommission,subject,medium,,0.749,2023-05-04,2023-04-11,23,
112,517,Council,1256,PlanningCommission,subject,medium,,0.749,2023-05-04,2023-04-11,23,
113,521,Council,1258,PlanningCommission,address+subject,high,1100 w curley hollow,0.664,2023-05-04,2023-04-11,23,
114,522,Council,883,PlanningCommission,override,high,,,2023-05-04,2020-02-23,,Desert Cliffs — Council hillside permit to PC Desert Cliffs at Desert Canyons
115,523,Council,1258,PlanningCommission,address+subject,high,1100 w curley hollow,0.664,2023-05-04,2023-04-11,23,
116,523,Council,1259,PlanningCommission,subject,medium,,0.713,2023-05-04,2023-04-11,23,
117,529,Council,1248,PlanningCommission,subject,medium,,0.312,2023-05-04,2023-03-14,51,
118,546,Council,1287,PlanningCommission,subject,medium,,0.821,2023-07-20,2023-07-11,9,
119,550,Council,1282,PlanningCommission,subject,medium,,0.786,2023-07-20,2023-06-27,23,
120,565,Council,1290,PlanningCommission,subject,medium,,0.716,2023-09-21,2023-08-08,44,
121,599,Council,932,PlanningCommission,override,high,,,2023-12-07,2020-09-22,,Auburn Hills Phase 6 — Council plat to PC Phase 6 plat recommendation
122,601,Council,934,PlanningCommission,override,high,,,2023-12-07,2020-10-13,,Auburn Hills Phase 17 — Council plat to PC Phase 17 plat recommendation
123,606,Council,1304,PlanningCommission,subject,medium,,0.826,2023-12-07,2023-11-28,9,
124,614,Council,1308,PlanningCommission,subject,medium,,0.647,2024-01-04,2023-12-12,23,
125,632,Council,1315,PlanningCommission,subject,medium,,0.341,2024-03-21,2024-01-14,67,
126,646,Council,1337,PlanningCommission,subject,medium,,0.18,2024-06-13,2024-05-14,30,
127,670,Council,1361,PlanningCommission,address,low,1664 s dixie,0.523,2024-09-19,2024-07-23,58,
128,700,Council,1315,PlanningCommission,subject,medium,,0.407,2025-02-06,2024-01-14,389,
129,701,Council,1314,PlanningCommission,subject,medium,,0.334,2025-02-06,2024-01-14,389,
130,715,Council,1443,PlanningCommission,subject,medium,,0.576,2025-04-24,2025-04-08,16,
131,728,Council,1337,PlanningCommission,subject,medium,,0.19,2025-05-01,2024-05-14,352,
132,734,Council,1448,PlanningCommission,subject,medium,,0.696,2025-05-22,2025-04-22,30,
133,766,Council,1490,PlanningCommission,subject,medium,,0.601,2025-09-25,2025-08-26,30,
134,788,Council,1509,PlanningCommission,subject,medium,,0.5,2025-12-04,2025-10-28,37,
135,792,Council,1448,PlanningCommission,subject,medium,,0.696,2025-12-18,2025-04-22,240,
136,807,Council,1533,PlanningCommission,subject,medium,,0.555,2026-02-19,2026-02-10,9,
137,820,Council,1511,PlanningCommission,subject,medium,,0.679,2026-04-02,2025-10-28,156,
138,829,Council,1548,PlanningCommission,subject,medium,,0.764,2026-05-07,2026-03-24,44,
139,851,Council,1533,PlanningCommission,subject,medium,,0.715,2026-07-02,2026-02-10,142,
