ordinance_no,adoption_date,date,title,source_url,retrieved_date,format,extraction_method,path,land_use,result,matched_motion_date,matched_motion_no,match_confidence,instrument_type,canonical_no,dup_raw,source_last_modified,linkage_note
2017-03-02,2017-03-01,2017-03-01,A RESOLUTION APPROVING THE FY 2017 KEARNS METRO TOWNSHIP TENTATIVE BUDGET AND SETTING THE PUBLIC HEARING FOR PUBLIC COMMENT AND A POSSIBLE FINAL ADOPTION OF THE BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-03-02%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-03-02_final.pdf,no,,,,none,resolution,2017-03-02,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-04-01,2017-04-01,2017-04-01,A RESOLUTION APPROVING AND ADOPTING THE FY2017 KEARNS METRO TOWNSHIP BUDGET,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-04-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-04-01_final.pdf,no,,,,none,resolution,2017-04-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-04-02,2017-04-01,2017-04-01,"A RESOLUTION ESTABLISHING A RULE THAT A METRO TOWNSHIP COUNCIL MEMBER MAY NOT ACT AS A “CONTROL PERSON,” AS DEFINED HEREIN, IN A NONPROFIT ORGANIZATION, SUCH AS THE KEARNS COMMUNITY COUNCIL, IF SUCH ORGANIZATION IS EITHER SEEKING A CONTRIBUTION OR WAIVER OF FEES FROM THE METRO TOWNSHIP UNDER §10-8-2",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1647555388_Resolution%2017-04-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-04-02.pdf,no,,,,none,resolution,2017-04-02,,2022-03-17,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-04-02,2017-04-01,2017-04-01,"A RESOLUTION ESTABLISHING A RULE THAT A METRO TOWNSHIP COUNCIL MEMBER MAY NOT ACT AS A “CONTROL PERSON,” AS DEFINED HEREIN, IN A NONPROFIT ORGANIZATION, SUCH AS THE KEARNS COMMUNITY COUNCIL, IF SUCH ORGANIZATION IS EITHER SEEKING A CONTRIBUTION OR WAIVER OF FEES FROM THE METRO TOWNSHIP UNDER §10-8-2",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-04-02%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-04-02_final.pdf,no,,,,none,resolution,2017-04-02,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-05-01,2017-05-01,2017-05-01,A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL APPROVING THE RULES OF PROCEDURE FOR THE KEARNS METRO TOWNSHIP PLANNING COMMISSION,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-05-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-05-01_final.pdf,no,,,,none,resolution,2017-05-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-05-02,2017-05-01,2017-05-01,A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL ADOPTING AN ELECTRONIC MEETINGS POLICY FOR THE KEARNS METRO TOWNSHIP AND KEARNS PLANNING COMMISSION,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1647557307_Resolution%2017-05-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-05-02.pdf,no,,,,none,resolution,2017-05-02,,2022-03-17,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-05-02,2017-05-01,2017-05-01,A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL ADOPTING AN ELECTRONIC MEETINGS POLICY FOR THE KEARNS METRO TOWNSHIP AND KEARNS PLANNING COMMISSION,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-05-02%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-05-02_final.pdf,no,,,,none,resolution,2017-05-02,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-05-01,2017-05-04,2017-05-04,A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL APPROVING THE RULES OF PROCEDURE FOR THE KEARNS METRO TOWNSHIP PLANNING COMMISSION,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1647556156_Resolution%2017-05-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-05-01.pdf,no,,,,none,resolution,2017-05-01,,2022-03-17,
2017-06-01,2017-06-01,2017-06-01,"AN ORDINANCE, AMENDING TITLE 19, ENTITLED ""ZONING"" OF THE KEARNS METRO TOWNSHIP CODE OF ORDINANCES, 2001, BY RECLASSIFYING CERTAIN PROPERTY LOCATED IN KEARNS METRO TOWNSHIP FROM THE R-M ZONE to the C- 2 ZONE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578954997_Ordinance%2017-06-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ordinance_17-06-01.pdf,yes,,,,none,ordinance,2017-06-01,,2020-01-13,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-06-01,2017-06-01,2017-06-01,"AN ORDINANCE, AMENDING TITLE 19, ENTITLED ""ZONING"" OF THE KEARNS METRO TOWNSHIP CODE OF ORDINANCES, 2001, BY RECLASSIFYING CERTAIN PROPERTY LOCATED IN KEARNS METRO TOWNSHIP FROM THE R-M ZONE to the C- 2 ZONE",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-06-01.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-06-01__1fddb1.pdf,yes,,,,none,ordinance,2017-06-01,,2018-07-02,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-06-01,2017-06-01,2017-06-01,A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL APPROVING AND AUTHORIZING AN INTERLOCAL COOPERATION AGREEMENT BY AND BETWEEN SALT LAKE COUNTY AND THE KEARNS METRO TOWNSHIP ALLOWING THE METRO TOWNSHIP TO,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-06-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-06-01_final.pdf,no,,,,none,resolution,2017-06-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-06-02,2017-06-01,2017-06-01,AN ORDINANCE CREATING CHAPTER 2.56 - COMMUNITY COUNCILS AS A PART OF THE KEARNS MUNICIPAL CODE FOR THE PURPOSE OF PROMOTING VOLUNTEER SERVICE AND IMPROVED GOVERNANCE FOR KEARNS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578956181_Ordinance%2017-06-02.pdf,2026-07-13,scanned,ocr_tesseract,raw/Ordinance_17-06-02.pdf,no,,,,none,ordinance,2017-06-02,,2020-01-13,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-06-02,2017-06-01,2017-06-01,AN ORDINANCE CREATING CHAPTER 2.56 - COMMUNITY COUNCILS AS AP ART OF THE KEARNS MUNICIPAL CODE FOR THE PURPOSE OF PROMOTING VOLUNTEER SERVICE AND IMPROVED GOVERNANCE FOR KEARNS,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-06-02.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-06-02__08c29c.pdf,no,,,,none,ordinance,2017-06-02,,2018-07-02,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-06-03,2017-06-01,2017-06-01,"AN ORDINANCE UPDATING AND CREATING A NEW CHAPTER 19.05 -PLANNING COMMISSION AS A PART OF THE KEARNS MUNICIPAL CODE FOR THE OPERATION OF THE PLANNING COMMISSION PURSUANT TO UTAH CODE ANNOTATED 10-9A-3 - PLANNING COMMISSION, ET AL",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-06-03.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-06-03.pdf,no,,,,none,ordinance,2017-06-03,,2018-07-03,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-07-01,2017-07-01,2017-07-01,A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL AUTHORIZING ACCEPTANCE OF APPROXIMATELY 1.5 MILES OF ROADS TO BE CONSTRUCTED IN THE CAMP KEARNS INDUSTRIAL PARK,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-07-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-07-01_final.pdf,no,,,,none,resolution,2017-07-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-09-01,2017-09-01,2017-09-01,"AN ORDINANCE AMENDING TITLE 19, ENTITLED ""ZONING"", OF THE KEARNS METRO TOWNSHIP CODE OF ORDINANCES, 2017, BY RECLASSIFYING CERTAIN PROPERTY LOCATED IN KEARNS METRO TOWNSHIP FROM THE R-1-43 (SINGLE-FAMILY RESIDENTIAL) ZONE TO THE R-1-6 (RESIDENTIAL SINGLE-FAMILY) ZONE.",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-09-01.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-09-01.pdf,yes,,,,none,ordinance,2017-09-01,,2018-07-03,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-09-01,2017-09-01,2017-09-01,Resolution 17-09-01 final,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-09-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-09-01_final.pdf,no,,,,none,resolution,2017-09-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-10-01,2017-10-01,2017-10-01,"AN ORDINANCE AMENDING SECTIONS 19.62.030, 19.62.040, 19.64.030, and 19.64.030 OF TIIE UNIFORM ZONING ORDINANCE OF KEARNS METRO TOWNSHIP, UTAH. The Kearns Metro Township Council hereby ordains as follows:",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-10-01.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-10-01.pdf,yes,,,,none,ordinance,2017-10-01,,2018-07-03,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-10-01,2017-10-01,2017-10-01,"A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL APPROVING THE LEVYING OF PROPERTY TAXES BY THE SALT LAKE VALLEY LAW ENFORCEMENT SERVICE AREA, APPROVING A 2018 PROPERTY TAX LEVY IN EXCESS OF THE CERTIFIED TAX RATE BY THE SALT LAKE VALLEY LAW ENFORCEMENT SERVICE AREA SOLELY FOR THE PURPOSES OF MAINT",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-10-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-10-01_final.pdf,no,,,,none,resolution,2017-10-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-10-02,2017-10-01,2017-10-01,"A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL AUTHORIZING THE FEE INCREASE PROPOSED BY THE WASATCH FRONT WASTE AND RECYCLING DISTRICT TO COVER THE ONGOING COSTS OF OPERATION AND PROVISION OF GARBAGE COLLECTION, DISPOSAL, AND RECYCLING SERVICES",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-10-02%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-10-02_final.pdf,no,,,,none,resolution,2017-10-02,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-11-01,2017-11-01,2017-11-01,A ORDINANCE ADOPTING AN AMENED TITLE 5 OF THE CURRENT SALT LAKE COUNTY CODE AS THE CODE FOR THE REGULATION AND LICENSING OF BUSINESSES IN THE KEARNS METRO TOWNSIDP,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-11-01.pdf,2026-07-13,text,pdftotext_layout,raw/Ordinance_17-11-01.pdf,no,,,,none,ordinance,2017-11-01,,2018-07-03,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-12-01,2017-12-01,2017-12-01,"AN RESOLUTION ACKNOWLEDGING THE APPOINTMENT OF TINA SNOW AS THE REPRESENTATIVE APPOINTEE OF THE KEARNS METRO TOWNSHIP TO THE BOARD OF THE MAGNA MOSQUITO ABATEMENT DISTRICT,",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-12-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-12-01_final.pdf,no,,,,none,resolution,2017-12-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-12-03,2017-12-01,2017-12-01,"A RESOLUTION OF THE COUNCIL OF THE KEARNS METRO TOWNSHIP AUTHORIZING THE CHAIR OF THE COUNCIL TO SIGN THE MASTER INTERLOCAL AGREEMENT BETWEEN GREATER SALT LAKE MUNICIPAL SERVICES DISRICT, SALT LAKE COUNTY, COPPERTON METRO TOWNSHIP, EMIGRATION CANYON METRO TOWNSHIP, KEARNS METRO TOWNSHIP, AND WHITE C",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-12-03%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-12-03_final.pdf,no,,,,none,resolution,2017-12-03,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-12-04,2017-12-01,2017-12-01,AN RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL OPENING AND AMENDING THE ANNUAL BUDGET FOR THE YEAR 2017 FOR THE OPERATION OF THE TOWNSHIP.,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-12-04%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-12-04_final.pdf,no,,,,none,resolution,2017-12-04,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2017-12-02,2017-12-21,2017-12-21,A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL ADOPTING THE ANNUAL BUDGET FOR THE YEAR 2018 FOR THE OPERATION OF THE TOWNSHIP.,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2017-12-02%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_17-12-02_final.pdf,no,,,,none,resolution,2017-12-02,,2019-06-26,
2018-01-01,2018-01-01,2018-01-01,"AN ORDINANCE AMENDING SECTIONS 19.62.030, 19.62.040, 19.64.030, and 19.64.030 OF THE UNIFORM ZONING ORDINANCE OF KEARNS METRO TOWNSHIP, UTAH. The Kearns Metro Township Council hereby ordains as follows:",https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578944417_Ordinance%2018-01-01.docx,2026-07-13,text,textutil_docx,raw/Ordinance_18-01-01.docx,yes,,,,none,ordinance,2018-01-01,,2020-01-13,
2018-01-01,2018-01-01,2018-01-01,AN RESOLUTION APPOINTING M. om AS THE CHAIR OF THE KEARNS METRO TOWNSHIP COUNCIL.,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2018-01-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_18-01-01_final.pdf,no,,,,none,resolution,2018-01-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-03-01,2018-03-01,2018-03-01,AN RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL APPOINTING A CHAIR PRO TEM TO ACT IN THE ABSENCE OF THE CHAIR OF THE BOARD.,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1647557564_Resolution%2018-03-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_18-03-01.pdf,no,,,,none,resolution,2018-03-01,,2022-03-17,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-03-01,2018-03-01,2018-03-01,AN RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL APPOINTING A CHAIR PRO TEM TO ACT IN THE ABSENCE OF THE CHAIR OF THE BOARD.,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2018-03-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_18-03-01_final.pdf,no,,,,none,resolution,2018-03-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-04-01,2018-04-01,2018-04-01,A RESOLUTION ADOPTING A NEPOTISM POLICY FOR THE KEARNS METRO,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1647557815_Resolution%2018-04-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_18-04-01.pdf,no,,,,none,resolution,2018-04-01,,2022-03-17,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-04-01,2018-04-01,2018-04-01,A RESOLUTION ADOPTING A NEPOTISM POLICY FOR THE KEARNS METRO,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2018-04-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_18-04-01_final.pdf,no,,,,none,resolution,2018-04-01,,2019-07-03,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-04-02,2018-04-01,2018-04-01,A RESOLUTION ADOPTING A POLICY REGARDING THE REQUEST FOR CONTRIBUTIONS AND WAIVERS FROM THE KEARNS METRO TOWNSHIP,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2018-04-02%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_18-04-02_final.pdf,no,,,,none,resolution,2018-04-02,,2019-07-03,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-05-01,2018-05-01,2018-05-01,A RESOLUTION ADOPTING PURCHASING POLICIES FOR KEARNS METRO TOWNSHIP,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1647558050_Resolution%2018-05-01.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_18-05-01.pdf,no,,,,none,resolution,2018-05-01,,2022-03-17,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-05-01,2018-05-01,2018-05-01,A RESOLUTION ADOPTING PURCHASING POLICIES FOR KEARNS METRO TOWNSHIP,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2018-05-01%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_18-05-01_final.pdf,no,,,,none,resolution,2018-05-01,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
2018-05-02,2018-05-01,2018-05-01,A RESOLUTION OF THE KEARNS METRO TOWNSHIP COUNCIL SUPPORTING SALT LAKE COUNTY’S IMPOSITION OF THE .25 PERCENT LOCAL OPTION SALES TAX DEDICATED TO TRANSPORTATION PER SB 136 (2018).,https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Resolution%2018-05-02%20final.pdf,2026-07-13,scanned,ocr_tesseract,raw/Resolution_18-05-02_final.pdf,no,,,,none,resolution,2018-05-02,,2019-06-26,"date=YYYY-MM from instrument number, day placeholder 01 (exact adoption date not in doc)"
