url,name,etag,size,lastmodified,s3_prefix,stem
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1757431678_Kearns%20R2025-10%20Attachment%20A%20-%20Salt%20Lake%20County%20Kearns%20Annex.pdf,Kearns_R2025-10_Attachment_A_-_Salt_Lake_County_Kearns_Annex.pdf,47047b697bdd1665a2ceae81dfbc9bce,944732,2025-09-09T15:27:59.000Z,resolutions,Kearns R2025-10 Attachment A - Salt Lake County Kearns Annex.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1757431702_Kearns%20R2025-10%20Attachment%20B%20-%20SLC%20HMP%20Volume%201%20-%20July%202025%20Revised.pdf,Kearns_R2025-10_Attachment_B_-_SLC_HMP_Volume_1_-_July_2025_Revised.pdf,0ffd737902f99a464b6ea595b8fc4c87,10303250,2025-09-09T15:28:23.000Z,resolutions,Kearns R2025-10 Attachment B - SLC HMP Volume 1 - July 2025 Revised.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1757431721_Kearns%20R2025-10%20Attachment%20C%20-%20SLC%20HMP%20Volume%202%20-%20July%202025%20Revised.pdf,Kearns_R2025-10_Attachment_C_-_SLC_HMP_Volume_2_-_July_2025_Revised.pdf,82fd4d0d66dee9b8f1d8c593f7a4a432,19483867,2025-09-09T15:28:42.000Z,resolutions,Kearns R2025-10 Attachment C - SLC HMP Volume 2 - July 2025 Revised.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1768512405_Kearns%20R2026-01%20Appointing%20Representative%20to%20MSD%20Board.pdf,Kearns_R2026-01_Appointing_Representative_to_MSD_Board.pdf,d8060d352e5700ba2a8d42f7b8ec77cd,636336,2026-01-15T21:26:46.000Z,resolutions,Kearns R2026-01 Appointing Representative to MSD Board.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1768512445_Kearns%20R2026-02%20Appointing%20Representative%20to%20UPD%20and%20SLVLESA.pdf,Kearns_R2026-02_Appointing_Representative_to_UPD_and_SLVLESA.pdf,f45215eec046e8a33bdea0754cee322a,826880,2026-01-15T21:27:26.000Z,resolutions,Kearns R2026-02 Appointing Representative to UPD and SLVLESA.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1768512774_Kearns%20R2026-02%20Appointing%20Representative%20to%20UPD%20and%20SLVLESA.pdf,Kearns_R2026-02_Appointing_Representative_to_UPD_and_SLVLESA__22e0e3.pdf,22e0e3b4bfb50844484aaa6730809462,338892,2026-01-15T21:32:56.000Z,resolutions,Kearns R2026-02 Appointing Representative to UPD and SLVLESA.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1769659747_Kearns%20R2026-03%20Amending%20Appointiments%20to%20UPD%20and%20SLVLESA%20%281-6-2026%29.docx,Kearns_R2026-03_Amending_Appointiments_to_UPD_and_SLVLESA_(1-6-2026).docx,c078c0532d9a2b37b754fdec3f1def32,33034,2026-01-29T04:09:09.000Z,resolutions,Kearns R2026-03 Amending Appointiments to UPD and SLVLESA (1-6-2026).docx
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1769659960_Kearns%20R2026-03%20Amending%20Appointiments%20to%20UPD%20and%20SLVLESA%20%281-6-2026%29.pdf,Kearns_R2026-03_Amending_Appointiments_to_UPD_and_SLVLESA_(1-6-2026).pdf,7097e8de44ed92394978fb15ef189e42,278010,2026-01-29T04:12:42.000Z,resolutions,Kearns R2026-03 Amending Appointiments to UPD and SLVLESA (1-6-2026).pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1769659775_Kearns%20R2026-04%20Appointing%20Representative%20to%20WFWRD.pdf,Kearns_R2026-04_Appointing_Representative_to_WFWRD.pdf,f82f95648ea1f80d2f0b7e35d97ea647,681166,2026-01-29T04:09:37.000Z,resolutions,Kearns R2026-04 Appointing Representative to WFWRD.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1769660011_Kearns%20R2026-05%20Appointing%20Representative%20to%20SSLV%20Mosquito%20Board.pdf,Kearns_R2026-05_Appointing_Representative_to_SSLV_Mosquito_Board.pdf,06130e2d2c72059157918083ea20bf11,681465,2026-01-29T04:13:33.000Z,resolutions,Kearns R2026-05 Appointing Representative to SSLV Mosquito Board.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1769660034_Kearns%20R2026-06%20Appointing%20Representative%20to%20Magna%20Mosquito.pdf,Kearns_R2026-06_Appointing_Representative_to_Magna_Mosquito.pdf,37b23d2ffe53e012af5fe07790f348c4,727960,2026-01-29T04:13:56.000Z,resolutions,Kearns R2026-06 Appointing Representative to Magna Mosquito.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1770839442_Kearns%20R2026-07%20Adopting%20City%20Personnel%20Policy.pdf,Kearns_R2026-07_Adopting_City_Personnel_Policy.pdf,a20817071f3984ae0819c8fdfd0ccea2,16597295,2026-02-11T19:50:44.000Z,resolutions,Kearns R2026-07 Adopting City Personnel Policy.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1770839462_Kearns%20R2026-08%20Adopting%20Amended%20Hazard%20Mitigation%20Plan.pdf,Kearns_R2026-08_Adopting_Amended_Hazard_Mitigation_Plan.pdf,ceefbc80cbf007c8a3c1d54d39922e5e,819844,2026-02-11T19:51:04.000Z,resolutions,Kearns R2026-08 Adopting Amended Hazard Mitigation Plan.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1773157645_Kearns%20R2026-09%20Support%20for%20Ped%20Bridge%20over%20RR%20Tracks%20at%205400%20S.pdf,Kearns_R2026-09_Support_for_Ped_Bridge_over_RR_Tracks_at_5400_S.pdf,034b4532411d0c99a6d053256585f75c,349034,2026-03-10T15:47:27.000Z,resolutions,Kearns R2026-09 Support for Ped Bridge over RR Tracks at 5400 S.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1773157626_Kearns%20R2026-10%20Appointing%20CM%20Longtin%20as%20UFA%20Alternate.pdf,Kearns_R2026-10_Appointing_CM_Longtin_as_UFA_Alternate.pdf,74d04b73414bdefac9e5df5dccd5a997,832302,2026-03-10T15:47:07.000Z,resolutions,Kearns R2026-10 Appointing CM Longtin as UFA Alternate.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1773158470_Kearns%20R2026-10%20Appointing%20CM%20Longtin%20as%20UFA%20Alternate.pdf,Kearns_R2026-10_Appointing_CM_Longtin_as_UFA_Alternate__3bab38.pdf,3bab381ba1d285104d9db853f4b20e88,891141,2026-03-10T16:01:12.000Z,resolutions,Kearns R2026-10 Appointing CM Longtin as UFA Alternate.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1781204960_Kearns%20R2026-14%20UPD%20ILA%20-%20Traffic%20Car%20and%20Officer.pdf,Kearns_R2026-14_UPD_ILA_-_Traffic_Car_and_Officer.pdf,19110cea8436bdcc5419080c79ffd1e9,474683,2026-06-11T19:09:21.000Z,resolutions,Kearns R2026-14 UPD ILA - Traffic Car and Officer.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1611613029_Kearns%20Residential%20Density%20Ordinance%202021-01-01%20APPROVED%20-%20Final.pdf,Kearns_Residential_Density_Ordinance_2021-01-01_APPROVED_-_Final.pdf,8ba3faefda013de5eee6a26b840c8231,282364,2021-01-25T22:17:11.000Z,ordinances,Kearns Residential Density Ordinance 2021-01-01 APPROVED - Final.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1687793822_Kearns%20Title%2018_AdoptedJune2023.pdf,Kearns_Title_18_AdoptedJune2023.pdf,125296106a8a0bcdc118bda477ffd17b,797441,2023-06-26T15:37:03.000Z,ordinances,Kearns Title 18_AdoptedJune2023.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1724783377_Kearns%20Title%2018_AdoptedJune2023.pdf,Kearns_Title_18_AdoptedJune2023__75826e.pdf,75826ec7e5ad5cc68d42dfab9a115a3b,1049245,2024-08-27T18:29:38.000Z,ordinances,Kearns Title 18_AdoptedJune2023.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1687793869_Kearns%20Title%2019_AdoptedJune2023.pdf,Kearns_Title_19_AdoptedJune2023.pdf,daebca9ac9f7a23322026efd2e3b560c,4013159,2023-06-26T15:37:50.000Z,ordinances,Kearns Title 19_AdoptedJune2023.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1724783346_Kearns%20Title%2019_AdoptedJune2023.pdf,Kearns_Title_19_AdoptedJune2023__956ee6.pdf,956ee6742545d72352ea4360e9b242fc,4204373,2024-08-27T18:29:07.000Z,ordinances,Kearns Title 19_AdoptedJune2023.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/pdf/Ord_COP%20Test.pdf,Ord_COP_Test.pdf,9476328801c06106ff9db6bc08edeabd,28341,2023-03-09T19:33:49.000Z,ordinances,Ord_COP Test.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1578953956_Ordinance%2017-02-01%20%28002%29.docx,Ordinance_17-02-01_(002).docx,f9f85131c982b795ba31aa8e52ddd54c,277553,2020-01-13T22:19:18.000Z,resolutions,Ordinance 17-02-01 (002).docx
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-02-01.pdf,Ordinance_17-02-01.pdf,2e533b33ce2426f67e64bcdbdd6d7464,337926,2018-08-03T21:08:18.000Z,ordinances,Ordinance 17-02-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1578953966_Ordinance%2017-02-01.pdf,Ordinance_17-02-01__3cee4c.pdf,3cee4c012eaa6d9a133d9da48aba4d91,441113,2020-01-13T22:19:28.000Z,resolutions,Ordinance 17-02-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-02-02.pdf,Ordinance_17-02-02.pdf,47341462cb5f88d0a93b37c8ede35f88,261165,2018-06-29T20:33:35.000Z,ordinances,Ordinance 17-02-02.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1578954534_Ordinance%2017-02-02.pdf,Ordinance_17-02-02__ef59dc.pdf,ef59dc3676fecbabf0de4cadbee6f181,255762,2020-01-13T22:28:56.000Z,resolutions,Ordinance 17-02-02.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-02-03.pdf,Ordinance_17-02-03.pdf,09d36bbc25709651efef93e34f86dbb9,76525,2018-08-03T21:10:07.000Z,ordinances,Ordinance 17-02-03.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1578954701_Ordinance%2017-02-03.pdf,Ordinance_17-02-03__91093d.pdf,91093dd0fab07bc438060692a5b5cd61,89948,2020-01-13T22:31:43.000Z,resolutions,Ordinance 17-02-03.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578954997_Ordinance%2017-06-01.pdf,Ordinance_17-06-01.pdf,26afc4291594bd8a880666b4cea7b162,83790,2020-01-13T22:36:38.000Z,ordinances,Ordinance 17-06-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-06-01.pdf,Ordinance_17-06-01__1fddb1.pdf,1fddb14621ee747232b2f51da6420315,686692,2018-07-02T14:11:42.000Z,ordinances,Ordinance 17-06-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578956181_Ordinance%2017-06-02.pdf,Ordinance_17-06-02.pdf,fc1bedb28e58c80a530541ecad1de38d,217335,2020-01-13T22:56:22.000Z,ordinances,Ordinance 17-06-02.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-06-02.pdf,Ordinance_17-06-02__08c29c.pdf,08c29cbef0f0b38e5bd2d79d3cf7f977,1805778,2018-07-02T14:16:24.000Z,ordinances,Ordinance 17-06-02.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-06-03.pdf,Ordinance_17-06-03.pdf,fa3c22be4a11a1ab6b20737b31a3484c,1339373,2018-07-03T02:27:34.000Z,ordinances,Ordinance 17-06-03.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-09-01.pdf,Ordinance_17-09-01.pdf,e8f272ae6d739b9971cc5c385a78f18c,765860,2018-07-03T03:18:21.000Z,ordinances,Ordinance 17-09-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-10-01.pdf,Ordinance_17-10-01.pdf,1b9971dfd1d29d00041c34e83b14fc5d,5335814,2018-07-03T03:21:46.000Z,ordinances,Ordinance 17-10-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2017-11-01.pdf,Ordinance_17-11-01.pdf,f2ec18346308df8e74aa07d5f3aa4329,38807337,2018-07-03T03:34:18.000Z,ordinances,Ordinance 17-11-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578944417_Ordinance%2018-01-01.docx,Ordinance_18-01-01.docx,bd325f905d022aa77691d1444dba7f70,49805,2020-01-13T19:40:19.000Z,ordinances,Ordinance 18-01-01.docx
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578945547_Ordinance%2018-05-01.docx,Ordinance_18-05-01.docx,6659fe477de745949f1803ebbfbd4fe1,16139,2020-01-13T19:59:08.000Z,ordinances,Ordinance 18-05-01.docx
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578691418_Ordinance%2018-07-01.pdf,Ordinance_18-07-01.pdf,5134e827690e9d4db2af6c01233cc3f1,86447,2020-01-10T21:23:39.000Z,ordinances,Ordinance 18-07-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578951085_Ordinance%2018-10-01.docx,Ordinance_18-10-01.docx,725434685ddebc83ead55a301a9d1fd3,16497,2020-01-13T21:31:26.000Z,ordinances,Ordinance 18-10-01.docx
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1738877169_Ordinance%2018-10-01.pdf,Ordinance_18-10-01.pdf,a31df06d04b54e97ebd4ba3586bfae1d,65199,2025-02-06T21:26:10.000Z,ordinances,Ordinance 18-10-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2019-01-01%20final.pdf,Ordinance_19-01-01_final.pdf,60473db36f130a6d331f9b5283fad046,1190095,2019-03-07T22:56:44.000Z,ordinances,Ordinance 19-01-01 final.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2019-01-02%20final.pdf,Ordinance_19-01-02_final.pdf,633fb761f36f80a52cbd98a7002ec2aa,870725,2019-03-07T22:58:23.000Z,ordinances,Ordinance 19-01-02 final.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2019-01-03%20final.pdf,Ordinance_19-01-03_final.pdf,b69e8386cf4c2d8c820eea2d399cfe9d,1156369,2019-03-07T23:11:49.000Z,ordinances,Ordinance 19-01-03 final.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2019-03-02%20final.pdf,Ordinance_19-03-02_final.pdf,c93d9c17ffe0d4b3913ed08e5c6cedf3,1043288,2019-03-22T16:50:40.000Z,ordinances,Ordinance 19-03-02 final.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/Ordinance%2019-04-03.pdf,Ordinance_19-04-03.pdf,1bc692b3fd05a21a4c180e59a61fc8c0,2211964,2019-04-22T18:06:26.000Z,ordinances,Ordinance 19-04-03.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1567618156_Ordinance%2019-07-01.pdf,Ordinance_19-07-01.pdf,3b3874934c03d56cacc1ce71569b8f70,1816234,2019-09-04T17:29:17.000Z,ordinances,Ordinance 19-07-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1578607013_Ordinance%2019-10-01.pdf,Ordinance_19-10-01.pdf,d81a8f4c1393e8c97597c152ca556395,287481,2020-01-09T21:56:57.000Z,resolutions,Ordinance 19-10-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578614429_Ordinance%2019-10-02.pdf,Ordinance_19-10-02.pdf,3d8bd307cb08df141bc4b108875515d7,380778,2020-01-10T00:00:30.000Z,ordinances,Ordinance 19-10-02.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578695894_Ordinance%2019-10-03.docx,Ordinance_19-10-03.docx,82d7d53274c164cf373b1cdd43c04eb4,102152,2020-01-10T22:38:15.000Z,ordinances,Ordinance 19-10-03.docx
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1738876049_Ordinance%2019-10-03.pdf,Ordinance_19-10-03.pdf,68137b804a629b57e76999e962bdf88f,2430132,2025-02-06T21:07:31.000Z,ordinances,Ordinance 19-10-03.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1578674950_Ordinance%2019-12-01.pdf,Ordinance_19-12-01.pdf,9a4dc356ad473c7e115ac70f15d137df,389655,2020-01-10T16:49:12.000Z,ordinances,Ordinance 19-12-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1583439788_Ordinance%2020-02-01.pdf,Ordinance_20-02-01.pdf,21d0ad096acffc0ef0629515c50ae44e,668269,2020-03-05T20:23:10.000Z,ordinances,Ordinance 20-02-01.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1583441048_Ordinance%2020-02-02.pdf,Ordinance_20-02-02.pdf,f675440bfa9a26cc534a561bdb439d60,244373,2020-03-05T20:44:09.000Z,ordinances,Ordinance 20-02-02.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1597184744_Ordinance%2020-02-02.pdf,Ordinance_20-02-02__d98d41.pdf,d98d41d29d39a795b85328bef8d26d2d,244373,2020-08-11T22:25:45.000Z,resolutions,Ordinance 20-02-02.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1583441097_Ordinance%2020-02-03.pdf,Ordinance_20-02-03.pdf,8763615a8a6bb30afdf4026dee270c08,547455,2020-03-05T20:44:58.000Z,ordinances,Ordinance 20-02-03.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1587507923_Ordinance%2020-04-01%20Kearns%20Franchise%20Agreement%20with%20Verizon%20-FINAL.pdf,Ordinance_20-04-01_Kearns_Franchise_Agreement_with_Verizon_-FINAL.pdf,c2a7b099f92d88d7612e237f96bdc5a3,572539,2020-04-21T22:25:25.000Z,resolutions,Ordinance 20-04-01 Kearns Franchise Agreement with Verizon -FINAL.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1590090666_Ordinance%2020-05-01%20Rocky%20Mountain%20Power%20Franchise%20Agreement%20-%20Final.pdf,Ordinance_20-05-01_Rocky_Mountain_Power_Franchise_Agreement_-_Final.pdf,5791c7902c46ced2e8dac0435297dc0c,1134036,2020-05-21T19:51:07.000Z,resolutions,Ordinance 20-05-01 Rocky Mountain Power Franchise Agreement - Final.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/ordinances/documents/1590097763_Ordinance%2020-05-02%20Kearns%20Open%20Space%20-%20needs%20Sherries%20signature.pdf,Ordinance_20-05-02_Kearns_Open_Space_-_needs_Sherries_signature.pdf,163320b402895d8c70a909b411064a19,2781743,2020-05-21T21:49:24.000Z,ordinances,Ordinance 20-05-02 Kearns Open Space - needs Sherries signature.pdf
https://s3-us-west-2.amazonaws.com/municipalcodeonline.com-new/kearns/resolutions/documents/1597184632_Ordinance%2020-05-02.pdf,Ordinance_20-05-02.pdf,5bc340e9703bc0bb5c21ff46f9252af9,2831625,2020-08-11T22:23:54.000Z,resolutions,Ordinance 20-05-02.pdf
