date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,10,"9. Mayor’s Report. Mayor Timothy reported on the following: • Zoom has helped get the mayors together and the response to COVID-19 has been handled very well. • Bluffdale Elementary School recently held a simulated Congressional Hearing called “We the People” with its fifth-grade students. The program is typically held in the City Council Room; however, due to COVID-19, it was held through Zoom. Ms. Fisher did an amazing job of ensuring that the students were well-versed on Zoom and the event was flawless. Mayor Timothy thanked staff for assisting with the letters from the Mayor that were sent",Land-Use/Zoning,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,10,"9. Mayor’s Report. Mayor Timothy reported on the following: • Zoom has helped get the mayors together and the response to COVID-19 has been handled very well. • Bluffdale Elementary School recently held a simulated Congressional Hearing called “We the People” with its fifth-grade students. The program is typically held in the City Council Room; however, due to COVID-19, it was held through Zoom. Ms. Fisher did an amazing job of ensuring that the students were well-versed on Zoom and the event was flawless. Mayor Timothy thanked staff for assisting with the letters from the Mayor that were sent",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,10,"9. Mayor’s Report. Mayor Timothy reported on the following: • Zoom has helped get the mayors together and the response to COVID-19 has been handled very well. • Bluffdale Elementary School recently held a simulated Congressional Hearing called “We the People” with its fifth-grade students. The program is typically held in the City Council Room; however, due to COVID-19, it was held through Zoom. Ms. Fisher did an amazing job of ensuring that the students were well-versed on Zoom and the event was flawless. Mayor Timothy thanked staff for assisting with the letters from the Mayor that were sent",Land-Use/Zoning,The motion passed unanimously,,,Mark Hales,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,11,"Staff was invited to attend the meeting along with Scott Holmes of JRCA and Miriam Drury, the City’s Real Estate Agent. The City Council was in closed meeting from 9:33 p.m. to 10:31 p.m. 12. Adjournment. The City Council Meeting adjourned at approximately 10:34 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 10, 2020 17 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 13, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, Cit",Procedural/Administrative,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,11,"Staff was invited to attend the meeting along with Scott Holmes of JRCA and Miriam Drury, the City’s Real Estate Agent. The City Council was in closed meeting from 9:33 p.m. to 10:31 p.m. 12. Adjournment. The City Council Meeting adjourned at approximately 10:34 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 10, 2020 17 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 13, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, Cit",Procedural/Administrative,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,11,"Staff was invited to attend the meeting along with Scott Holmes of JRCA and Miriam Drury, the City’s Real Estate Agent. The City Council was in closed meeting from 9:33 p.m. to 10:31 p.m. 12. Adjournment. The City Council Meeting adjourned at approximately 10:34 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 10, 2020 17 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 13, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, Cit",Procedural/Administrative,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,11,"Staff was invited to attend the meeting along with Scott Holmes of JRCA and Miriam Drury, the City’s Real Estate Agent. The City Council was in closed meeting from 9:33 p.m. to 10:31 p.m. 12. Adjournment. The City Council Meeting adjourned at approximately 10:34 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 10, 2020 17 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 13, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, Cit",Procedural/Administrative,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,11,"Staff was invited to attend the meeting along with Scott Holmes of JRCA and Miriam Drury, the City’s Real Estate Agent. The City Council was in closed meeting from 9:33 p.m. to 10:31 p.m. 12. Adjournment. The City Council Meeting adjourned at approximately 10:34 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 10, 2020 17 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 13, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, Cit",Procedural/Administrative,The motion passed unanimously,,,Mark Hales,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,12,The Council discussed the acquisition of real property. Motion: Jeff Gaston moved to adjourn the Closed Session. Second: Traci Crockett seconded the motion,Procedural/Administrative,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,12,The Council discussed the acquisition of real property. Motion: Jeff Gaston moved to adjourn the Closed Session. Second: Traci Crockett seconded the motion,Procedural/Administrative,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,12,The Council discussed the acquisition of real property. Motion: Jeff Gaston moved to adjourn the Closed Session. Second: Traci Crockett seconded the motion,Procedural/Administrative,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,12,The Council discussed the acquisition of real property. Motion: Jeff Gaston moved to adjourn the Closed Session. Second: Traci Crockett seconded the motion,Procedural/Administrative,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-13,2020,"2020, City Council Electronic Meeting Agenda PDF",Council,12,The Council discussed the acquisition of real property. Motion: Jeff Gaston moved to adjourn the Closed Session. Second: Traci Crockett seconded the motion,Procedural/Administrative,The motion passed unanimously,,,Mark Hales,Aye,minutes/2020/2020-05-11/council_2020-05-13_755.md
2020-05-19,2020,"2020, City Council Special Electronic Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING MINUTES Tuesday, May 19, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, City Planner/Economic Development Director Natalie Hall, Emergency Preparedness Manager Jennifer Robison, Senior City Planner Wendy Deppe, City Recorder Mayor Timothy called the meeting to order at 6:00 p.m. The meeting was held electronically. SPECIAL CITY COUNCIL MEETING 1. Roll Call, Invocation, Pledge of Allegiance. All Members",Land-Use/Zoning,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-05-18/council_2020-05-19_763.md
2020-05-19,2020,"2020, City Council Special Electronic Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING MINUTES Tuesday, May 19, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, City Planner/Economic Development Director Natalie Hall, Emergency Preparedness Manager Jennifer Robison, Senior City Planner Wendy Deppe, City Recorder Mayor Timothy called the meeting to order at 6:00 p.m. The meeting was held electronically. SPECIAL CITY COUNCIL MEETING 1. Roll Call, Invocation, Pledge of Allegiance. All Members",Land-Use/Zoning,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-05-18/council_2020-05-19_763.md
2020-05-19,2020,"2020, City Council Special Electronic Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING MINUTES Tuesday, May 19, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, City Planner/Economic Development Director Natalie Hall, Emergency Preparedness Manager Jennifer Robison, Senior City Planner Wendy Deppe, City Recorder Mayor Timothy called the meeting to order at 6:00 p.m. The meeting was held electronically. SPECIAL CITY COUNCIL MEETING 1. Roll Call, Invocation, Pledge of Allegiance. All Members",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-05-18/council_2020-05-19_763.md
2020-05-19,2020,"2020, City Council Special Electronic Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING MINUTES Tuesday, May 19, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, City Planner/Economic Development Director Natalie Hall, Emergency Preparedness Manager Jennifer Robison, Senior City Planner Wendy Deppe, City Recorder Mayor Timothy called the meeting to order at 6:00 p.m. The meeting was held electronically. SPECIAL CITY COUNCIL MEETING 1. Roll Call, Invocation, Pledge of Allegiance. All Members",Land-Use/Zoning,The motion passed unanimously,,,Mark Hales,Aye,minutes/2020/2020-05-18/council_2020-05-19_763.md
2020-05-19,2020,"2020, City Council Special Electronic Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL SPECIAL MEETING MINUTES Tuesday, May 19, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Finance Director Grant Crowell, City Planner/Economic Development Director Natalie Hall, Emergency Preparedness Manager Jennifer Robison, Senior City Planner Wendy Deppe, City Recorder Mayor Timothy called the meeting to order at 6:00 p.m. The meeting was held electronically. SPECIAL CITY COUNCIL MEETING 1. Roll Call, Invocation, Pledge of Allegiance. All Members",Land-Use/Zoning,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2020/2020-05-18/council_2020-05-19_763.md
2020-05-19,2020,"2020, City Council Special Electronic Meeting Agenda PDF",Council,2,"3. Closed Meeting Pursuant to Utah Code §52-4-205(1) to Discuss the Character, Professional Competence, or Health of an Individual, Collective Bargaining, Pending or Imminent Litigation, Strategies to Discuss Real Property Acquisition, Including any Form of a Water Right or Water Share, Security Issues, or any Alleged Criminal Misconduct. There was no Closed Meeting. 4. Adjournment. The City Council Meeting adjourned at approximately 6:44 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 10, 2020 6 DRAFT – FOR DISCUSSION PURPOSES ONLY BLUFFDALE CITY COUNCIL SPECIAL MEETING MINUTES Tuesday,",Land-Use/Zoning,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-05-18/council_2020-05-19_763.md
2020-05-19,2020,"2020, City Council Special Electronic Meeting Agenda PDF",Council,2,"3. Closed Meeting Pursuant to Utah Code §52-4-205(1) to Discuss the Character, Professional Competence, or Health of an Individual, Collective Bargaining, Pending or Imminent Litigation, Strategies to Discuss Real Property Acquisition, Including any Form of a Water Right or Water Share, Security Issues, or any Alleged Criminal Misconduct. There was no Closed Meeting. 4. Adjournment. The City Council Meeting adjourned at approximately 6:44 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 10, 2020 6 DRAFT – FOR DISCUSSION PURPOSES ONLY BLUFFDALE CITY COUNCIL SPECIAL MEETING MINUTES Tuesday,",Land-Use/Zoning,The motion passed unanimously,,,Traci Crockett,Aye,minutes/2020/2020-05-18/council_2020-05-19_763.md
2020-05-19,2020,"2020, City Council Special Electronic Meeting Agenda PDF",Council,2,"3. Closed Meeting Pursuant to Utah Code §52-4-205(1) to Discuss the Character, Professional Competence, or Health of an Individual, Collective Bargaining, Pending or Imminent Litigation, Strategies to Discuss Real Property Acquisition, Including any Form of a Water Right or Water Share, Security Issues, or any Alleged Criminal Misconduct. There was no Closed Meeting. 4. Adjournment. The City Council Meeting adjourned at approximately 6:44 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 10, 2020 6 DRAFT – FOR DISCUSSION PURPOSES ONLY BLUFFDALE CITY COUNCIL SPECIAL MEETING MINUTES Tuesday,",Land-Use/Zoning,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2020/2020-05-18/council_2020-05-19_763.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,1,"BLUFFDALE CITY COUNCIL MEETING AGENDA Wednesday, May 27, 2020 Notice is hereby given that the Bluffdale City Council will hold a meeting Wednesday, May 27, 2020, at the Bluffdale City Hall, 2222 West 14400 South, Bluffdale, Utah scheduled to begin promptly at 6:00 p.m. or as soon thereafter as possible. This meeting will also be broadcast live to the public at: www.bluffdale.com Notice is further given that access to this meeting by the Mayor and or City Council may be by electronic means via telephonic conference call. WORK SESSION 6:00 P.M. – (The work session is for identifying future items",Land-Use/Zoning,The motion passed unanimously,,,,,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,2,"4. PUBLIC HEARING – Consideration and Vote on a Proposed Zoning Text Amendment to Amend Title 11-2-2 Definition of “Funeral Home” to Include a Crematorium, Howland Partners, Applicant, Staff Presenter, Jennifer Robison. Mr. Crowell presented a change to the definition of “funeral home” to clarify that cremations may be conducted at funeral homes. Mayor Timothy asked if the language should specify that a 7 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 cremation facility is allowed in a funeral home rather than referring to the cremation process. City Attorney, Todd Sheeran was ",Land-Use/Zoning,The motion failed 3-to-2,,,Mark Hales,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,2,"4. PUBLIC HEARING – Consideration and Vote on a Proposed Zoning Text Amendment to Amend Title 11-2-2 Definition of “Funeral Home” to Include a Crematorium, Howland Partners, Applicant, Staff Presenter, Jennifer Robison. Mr. Crowell presented a change to the definition of “funeral home” to clarify that cremations may be conducted at funeral homes. Mayor Timothy asked if the language should specify that a 7 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 cremation facility is allowed in a funeral home rather than referring to the cremation process. City Attorney, Todd Sheeran was ",Land-Use/Zoning,The motion failed 3-to-2,,,Traci Crockett,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,2,"4. PUBLIC HEARING – Consideration and Vote on a Proposed Zoning Text Amendment to Amend Title 11-2-2 Definition of “Funeral Home” to Include a Crematorium, Howland Partners, Applicant, Staff Presenter, Jennifer Robison. Mr. Crowell presented a change to the definition of “funeral home” to clarify that cremations may be conducted at funeral homes. Mayor Timothy asked if the language should specify that a 7 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 cremation facility is allowed in a funeral home rather than referring to the cremation process. City Attorney, Todd Sheeran was ",Land-Use/Zoning,The motion failed 3-to-2,,,Dave Kallas,Nay,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,2,"4. PUBLIC HEARING – Consideration and Vote on a Proposed Zoning Text Amendment to Amend Title 11-2-2 Definition of “Funeral Home” to Include a Crematorium, Howland Partners, Applicant, Staff Presenter, Jennifer Robison. Mr. Crowell presented a change to the definition of “funeral home” to clarify that cremations may be conducted at funeral homes. Mayor Timothy asked if the language should specify that a 7 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 cremation facility is allowed in a funeral home rather than referring to the cremation process. City Attorney, Todd Sheeran was ",Land-Use/Zoning,The motion failed 3-to-2,,,Wendy Aston,Nay,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,2,"4. PUBLIC HEARING – Consideration and Vote on a Proposed Zoning Text Amendment to Amend Title 11-2-2 Definition of “Funeral Home” to Include a Crematorium, Howland Partners, Applicant, Staff Presenter, Jennifer Robison. Mr. Crowell presented a change to the definition of “funeral home” to clarify that cremations may be conducted at funeral homes. Mayor Timothy asked if the language should specify that a 7 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 cremation facility is allowed in a funeral home rather than referring to the cremation process. City Attorney, Todd Sheeran was ",Land-Use/Zoning,The motion failed 3-to-2,,,Jeff Gaston,Nay,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,3,"9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 Mark Hales moved to approve a proposed zoning text amendment to amend Title 11-2-2 definition of “Funeral Home” to include a Crematorium. Traci Crockett seconded the motion",Land-Use/Zoning,The motion failed 3-to-2,,,Traci Crockett,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,3,"9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 Mark Hales moved to approve a proposed zoning text amendment to amend Title 11-2-2 definition of “Funeral Home” to include a Crematorium. Traci Crockett seconded the motion",Land-Use/Zoning,The motion failed 3-to-2,,,Mark Hales,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,3,"9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 Mark Hales moved to approve a proposed zoning text amendment to amend Title 11-2-2 definition of “Funeral Home” to include a Crematorium. Traci Crockett seconded the motion",Land-Use/Zoning,The motion failed 3-to-2,,,Dave Kallas,Nay,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,3,"9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 Mark Hales moved to approve a proposed zoning text amendment to amend Title 11-2-2 definition of “Funeral Home” to include a Crematorium. Traci Crockett seconded the motion",Land-Use/Zoning,The motion failed 3-to-2,,,Jeff Gaston,Nay,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,3,"9 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 Mark Hales moved to approve a proposed zoning text amendment to amend Title 11-2-2 definition of “Funeral Home” to include a Crematorium. Traci Crockett seconded the motion",Land-Use/Zoning,The motion failed 3-to-2,,,Wendy Aston,Nay,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,4,"5. TABLED MAY 13, 2020 – Consideration and Vote on Ordinance No. 2020-10, Adopting and Proposed Text Amendment to City Code 1-7-1(A), Departments and Divisions, Staff Presenter, Todd Sheeran Mr. Sheeran reported that he previously presented changes to the City Code regarding the City’s organizational chart to specify who is responsible for creating and approving the chart. Certain language was not approved during the previous discussion. This item would add language stating that the City Manager, by recommendation and approval of the City Council, may create additional departments and position",Ordinance,The motion failed for lack of a second,,,,,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,5,"Jeff Gaston moved to approve Ordinance No. 2020-10, adopting proposed text amendment Exhibit B to City Code 1-7-1(A), Departments and Divisions. Wendy Aston seconded the motion",Ordinance,The motion passed 4-to-1,,,Traci Crockett,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,5,"Jeff Gaston moved to approve Ordinance No. 2020-10, adopting proposed text amendment Exhibit B to City Code 1-7-1(A), Departments and Divisions. Wendy Aston seconded the motion",Ordinance,The motion passed 4-to-1,,,Dave Kallas,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,5,"Jeff Gaston moved to approve Ordinance No. 2020-10, adopting proposed text amendment Exhibit B to City Code 1-7-1(A), Departments and Divisions. Wendy Aston seconded the motion",Ordinance,The motion passed 4-to-1,,,Wendy Aston,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,5,"Jeff Gaston moved to approve Ordinance No. 2020-10, adopting proposed text amendment Exhibit B to City Code 1-7-1(A), Departments and Divisions. Wendy Aston seconded the motion",Ordinance,The motion passed 4-to-1,,,Jeff Gaston,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,5,"Jeff Gaston moved to approve Ordinance No. 2020-10, adopting proposed text amendment Exhibit B to City Code 1-7-1(A), Departments and Divisions. Wendy Aston seconded the motion",Ordinance,The motion passed 4-to-1,,,Mark Hales,Nay,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,6,6. Mayor’s Report. Mayor Timothy shared a recent experience where his family was at the hospital. The healthcare staff was very professional and took excellent care of his family. All of the staff members wore glasses and he pointed out that COVID-19 can be passed via fluid in the eyes. Mayor Timothy emphasized the importance of wearing masks when social distancing cannot be maintained because of the ease in which COVID-19 can be spread. He also recognized the great job the State and County health officials have done during the pandemic. 7. City Manager Report and Discussion. Mr. Reid reported,Land-Use/Zoning,The motion passed unanimously,,Mark,Dave Kallas,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,6,6. Mayor’s Report. Mayor Timothy shared a recent experience where his family was at the hospital. The healthcare staff was very professional and took excellent care of his family. All of the staff members wore glasses and he pointed out that COVID-19 can be passed via fluid in the eyes. Mayor Timothy emphasized the importance of wearing masks when social distancing cannot be maintained because of the ease in which COVID-19 can be spread. He also recognized the great job the State and County health officials have done during the pandemic. 7. City Manager Report and Discussion. Mr. Reid reported,Land-Use/Zoning,The motion passed unanimously,,Mark,Wendy Aston,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,6,6. Mayor’s Report. Mayor Timothy shared a recent experience where his family was at the hospital. The healthcare staff was very professional and took excellent care of his family. All of the staff members wore glasses and he pointed out that COVID-19 can be passed via fluid in the eyes. Mayor Timothy emphasized the importance of wearing masks when social distancing cannot be maintained because of the ease in which COVID-19 can be spread. He also recognized the great job the State and County health officials have done during the pandemic. 7. City Manager Report and Discussion. Mr. Reid reported,Land-Use/Zoning,The motion passed unanimously,,Mark,Jeff Gaston,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,6,6. Mayor’s Report. Mayor Timothy shared a recent experience where his family was at the hospital. The healthcare staff was very professional and took excellent care of his family. All of the staff members wore glasses and he pointed out that COVID-19 can be passed via fluid in the eyes. Mayor Timothy emphasized the importance of wearing masks when social distancing cannot be maintained because of the ease in which COVID-19 can be spread. He also recognized the great job the State and County health officials have done during the pandemic. 7. City Manager Report and Discussion. Mr. Reid reported,Land-Use/Zoning,The motion passed unanimously,,Mark,Mark Hales,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,6,6. Mayor’s Report. Mayor Timothy shared a recent experience where his family was at the hospital. The healthcare staff was very professional and took excellent care of his family. All of the staff members wore glasses and he pointed out that COVID-19 can be passed via fluid in the eyes. Mayor Timothy emphasized the importance of wearing masks when social distancing cannot be maintained because of the ease in which COVID-19 can be spread. He also recognized the great job the State and County health officials have done during the pandemic. 7. City Manager Report and Discussion. Mr. Reid reported,Land-Use/Zoning,The motion passed unanimously,,Mark,Traci Crockett,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,7,"The City Council was in Closed Session from 8:53 p.m. to 9:15 p.m. Adjournment. 13 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 The City Council Meeting adjourned at approximately 9:15 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 24, 2020 14 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 27, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director At approximately 8:53 p.m. Mayor Derk Timothy called the meeti",Procedural/Administrative,The motion passed unanimously,,,Dave Kallas,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,7,"The City Council was in Closed Session from 8:53 p.m. to 9:15 p.m. Adjournment. 13 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 The City Council Meeting adjourned at approximately 9:15 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 24, 2020 14 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 27, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director At approximately 8:53 p.m. Mayor Derk Timothy called the meeti",Procedural/Administrative,The motion passed unanimously,,,Wendy Aston,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
2020-05-27,2020,"2020, City Council Regular Meeting Agenda PDF",Council,7,"The City Council was in Closed Session from 8:53 p.m. to 9:15 p.m. Adjournment. 13 BLUFFDALE CITY COUNCIL MEETING MINUTES Wednesday, May 27, 2020 The City Council Meeting adjourned at approximately 9:15 p.m. Wendy L. Deppe, CMC City Recorder Approved: June 24, 2020 14 BLUFFDALE CITY COUNCIL CLOSED MEETING MINUTES Wednesday, May 27, 2020 Present: Mayor Derk Timothy Wendy Aston Traci Crockett Jeff Gaston Mark Hales Dave Kallas Staff: Mark Reid, City Manager Todd Sheeran, City Attorney Bruce Kartchner, Administrative Services Director At approximately 8:53 p.m. Mayor Derk Timothy called the meeti",Procedural/Administrative,The motion passed unanimously,,,Jeff Gaston,Aye,minutes/2020/2020-05-25/council_2020-05-27_765.md
