candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Ernesto Lopez,Council,2025,2025-10-28,,interim,1530.97,1507.78,,,1560.00,1507.78,False,True,29.03,0.00,0.00,14,5,raw/2025/20251028_Ernesto_Lopez_October_28__2025.pdf,5ac1c29e,low,vision-transcribed(claude-sonnet-5); ≤$500 aggregate stated $1530.97; contrib!=stated,
Katie Lee-Koven,Council,2025,2025-10-28,,interim,2510.00,2480.51,,,2510.09,2480.51,False,True,0.09,0.00,115.09,22,14,raw/2025/20251028_Katie_Lee-Koven_October_28__2025.pdf,5e4bed29,low,vision-transcribed(claude-sonnet-5); contrib!=stated,
Mark A. Anderson,Mayor,2025,2025-10-28,,interim,1250.00,2700.00,,,1250.00,2700.00,True,True,0.00,0.00,0.00,1,4,raw/2025/20251028_Mark_A._Anderson_October_28__2025.pdf,56262564,medium,vision-transcribed(claude-sonnet-5),
Melissa Dahle,Council,2025,2025-10-28,,interim,1750.00,1664.81,,,1750.00,1664.81,True,True,0.00,0.00,250.00,4,1,raw/2025/20251028_Melissa_Dahle_October_28__2025.pdf,11d82ba9,medium,vision-transcribed(claude-sonnet-5); stated total sign normalized (dotted-leader artifact),
Alanna Nafziger,Mayor,2025,2025-12-04,,summary,196.29,1055.71,,,196.29,1055.71,True,True,0.00,0.00,0.00,4,4,raw/2025/20251204_Alanna_Nafziger_December_4__2025.pdf,af54176f,medium,vision-transcribed(claude-sonnet-5),
Brian Seamons,Council,2025,2025-12-04,,summary,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/2025/20251204_Brian_Seamons_December_4__2025.pdf,00313a7f,medium,vision-transcribed(claude-sonnet-5),
Ernesto Lopez,Council,2025,2025-12-04,,summary,1549.26,1549.26,,,1578.29,1549.26,False,True,29.03,0.00,0.00,15,6,raw/2025/20251204_Ernesto_Lopez_December_4__2025.pdf,b7b8bdc9,low,vision-transcribed(claude-sonnet-5); ≤$500 aggregate stated $1549.26; contrib!=stated,
Katie Lee-Koven,Council,2025,2025-12-04,,summary,2521.91,2490.51,,,2521.91,2490.51,True,True,0.00,0.00,50.00,21,15,raw/2025/20251204_Katie_Lee-Koven_December_4__2025.pdf,ceb2c80f,medium,vision-transcribed(claude-sonnet-5),
Mark A. Anderson,Mayor,2025,2025-12-04,,summary,350.00,341.04,,,350.00,341.04,True,True,0.00,0.00,0.00,2,1,raw/2025/20251204_Mark_A._Anderson_December_4__2025.pdf,7e33ca83,medium,vision-transcribed(claude-sonnet-5),
Melissa Dahle,Council,2025,2025-12-04,,summary,1280.01,1296.40,,,1280.00,1296.40,True,True,-0.01,0.00,1280.00,2,1,raw/2025/20251204_Melissa_Dahle_December_4__2025.pdf,1a50b288,medium,vision-transcribed(claude-sonnet-5); stated total sign normalized (dotted-leader artifact),
