date,body,title,source_url,bytes,reason
2020-05-28,PlanningCommission,05-28-2020_PC_Report_(East_Point_CSD).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1633&ItemID=1824,>4010000,stream_exceeded_4MB_cap
2020-06-02,Council,FY_21_Tentative_Budget_Document.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1611&ItemID=1802,>4010000,stream_exceeded_4MB_cap
2020-06-11,PlanningCommission,06-11-2020_PC_Report_(Lone_Peak_Hosp).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1657&ItemID=1847,>4010000,stream_exceeded_4MB_cap
2020-06-16,Council,Council_Packet_-_FY2021_Annual_Budget.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1675&ItemID=1876,>4010000,stream_exceeded_4MB_cap
2020-07-07,Council,A-20-98.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1679&ItemID=1881,>4010000,stream_exceeded_4MB_cap
2020-07-07,Council,Fireworks_Map_Proposed_Restriction_Area_2020_updated.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1701&ItemID=1922,>4010000,stream_exceeded_4MB_cap
2020-07-09,PlanningCommission,Draper_Cv_2_PC_Staff_Report_-7-9-20.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1696&ItemID=1901,>4010000,stream_exceeded_4MB_cap
2020-07-09,PlanningCommission,Staff_Report_PC_with_attachments.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1709&ItemID=1929,>4010000,stream_exceeded_4MB_cap
2020-08-27,PlanningCommission,Big_Willow_Ph_2_Final_PC_Staff_Report_8-27-20_Combined_.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1752&ItemID=1984,>4010000,stream_exceeded_4MB_cap
2020-08-27,PlanningCommission,Quinn_Crt_Amended_PC_Report_8-27-20_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1753&ItemID=1985,>4010000,stream_exceeded_4MB_cap
2020-09-15,Council,Single_Event_Alcohol_Business_License_Application_09092020_Redacted.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1796&ItemID=2036,>4010000,stream_exceeded_4MB_cap
2020-09-24,PlanningCommission,Shaggy_Chic_Staff_Report_-PC.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1813&ItemID=2065,>4010000,stream_exceeded_4MB_cap
2020-10-08,PlanningCommission,Quick_Quack_Staff_Report.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1831&ItemID=2082,>4010000,stream_exceeded_4MB_cap
2020-10-08,PlanningCommission,University_Federal_Credit_Union_Staff_Report_PC_10.8.20.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1840&ItemID=2088,>4010000,stream_exceeded_4MB_cap
2020-10-08,PlanningCommission,Sequoias_Concept_Staff_Report-_PC_10-8-20_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1849&ItemID=2096,>4010000,stream_exceeded_4MB_cap
2020-10-22,PlanningCommission,Staff_Report_PC_Kennington_Estates_Final.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1872&ItemID=2132,>4010000,stream_exceeded_4MB_cap
2020-11-12,PlanningCommission,11-12-2020_PC_Report_(Rassmussen_Family_Commercial).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1898&ItemID=2173,>4010000,stream_exceeded_4MB_cap
2020-11-17,Council,11-12-2020_PC_Report_(Rassmussen_Family_Commercial).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1905&ItemID=2180,>4010000,stream_exceeded_4MB_cap
2020-11-19,PlanningCommission,Draper_Cv_Ph_3_Staff_Report-_PC_11-19-20_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1923&ItemID=2217,>4010000,stream_exceeded_4MB_cap
2020-11-19,PlanningCommission,11-19-2020_PC_Staff_Report_(Beehive_SP_and_PA)_--_Complied.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1929&ItemID=2225,>4010000,stream_exceeded_4MB_cap
2020-12-15,Council,Draper_ATP_20201102.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1956&ItemID=2255,>4010000,stream_exceeded_4MB_cap
2020-12-17,PlanningCommission,Alice_Lane_Site_Plan_Staff_Report_-_Final.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1974&ItemID=2262,>4010000,stream_exceeded_4MB_cap
2020-12-17,PlanningCommission,Summit_Commerce_Center_Amended_Sub_Staff_Report_-_Final.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1969&ItemID=2263,>4010000,stream_exceeded_4MB_cap
2020-12-17,PlanningCommission,Wolf_Addition_Staff_Report_-_Final.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1971&ItemID=2264,>4010000,stream_exceeded_4MB_cap
2020-12-17,PlanningCommission,Windsor_Mill_Site_Plan_Staff_Report-_PC_12-17-20_-_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1964&ItemID=2268,>4010000,stream_exceeded_4MB_cap
2020-12-17,PlanningCommission,Quinn_Crt_Amended_Site_Plan-_12-17-20_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1980&ItemID=2271,>4010000,stream_exceeded_4MB_cap
2020-12-17,PlanningCommission,12-17-2020_PC_Report_(Lone_Peak_Hosp).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1966&ItemID=2272,>4010000,stream_exceeded_4MB_cap
2021-01-14,PlanningCommission,Part_1_Lot_27_Oak_Vista_Plat_Amend_-_Staff_Report_Combined_2.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1998&ItemID=2324,>4010000,stream_exceeded_4MB_cap
2021-01-14,PlanningCommission,Part_2_Lot_27_Oak_Vista_Plat_Amend_-_Staff_Report_Combined_2.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=1999&ItemID=2324,>4010000,stream_exceeded_4MB_cap
2021-01-14,PlanningCommission,Staff_Report_PC_Siempre_DA.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2002&ItemID=2329,>4010000,stream_exceeded_4MB_cap
2021-01-19,Council,Staff_Report_PC_Siempre_DA.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2016&ItemID=2343,>4010000,stream_exceeded_4MB_cap
2021-01-28,PlanningCommission,Staff_Report_Siempre.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2031&ItemID=2356,>4010000,stream_exceeded_4MB_cap
2021-02-02,Council,2021-2-2_CIP_PROJECT_UPDATE_pdf.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2048&ItemID=2376,>4010000,stream_exceeded_4MB_cap
2021-02-25,PlanningCommission,Christensen_Office_II_Amend_Staff_Report_-PC_2-25-21_Final_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2075&ItemID=2422,>4010000,stream_exceeded_4MB_cap
2021-02-25,PlanningCommission,Fort_St_Office_SP_Staff_Report_-PC_2-25-21_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2076&ItemID=2423,>4010000,stream_exceeded_4MB_cap
2021-04-08,PlanningCommission,BWC_3rd_DA_Amend_Staff_Report-_PC_4-8-21_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2149&ItemID=3529,>4010000,stream_exceeded_4MB_cap
2021-04-08,PlanningCommission,Draper_Innovation_Staff_Report_and_Exhibits.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2154&ItemID=3539,>4010000,stream_exceeded_4MB_cap
2021-04-20,Council,BWC_3rd_DA_Amend_Staff_Report-_PC_4-8-21_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2159&ItemID=3546,>4010000,stream_exceeded_4MB_cap
2021-04-20,Council,Big_Willow_Combined_Resident_Comments.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2180&ItemID=3546,>4010000,stream_exceeded_4MB_cap
2021-04-22,PlanningCommission,Staff_Report_-_700_E_Draper_Medical_Site_Plan.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2178&ItemID=3560,>4010000,stream_exceeded_4MB_cap
2021-05-04,Council,Tentative_Budget_FY22.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2205&ItemID=3589,>4010000,stream_exceeded_4MB_cap
2021-05-13,PlanningCommission,05-13-2021_PC_River_Park_Hill_PA_Staff_Report_Final-_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2213&ItemID=3634,>4010000,stream_exceeded_4MB_cap
2021-05-13,PlanningCommission,05-13-2021_Ironhorse_Deer_Run_PA_PC_Staff_Report_-_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2214&ItemID=3635,>4010000,stream_exceeded_4MB_cap
2021-05-13,PlanningCommission,SUBD-1076-2020-_PC_Staff_Report_-_Finalized.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2215&ItemID=3648,>4010000,stream_exceeded_4MB_cap
2021-05-13,PlanningCommission,SPR-1026-2020_PC_Staff_Report_-_Finalized.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2216&ItemID=3649,>4010000,stream_exceeded_4MB_cap
2021-05-13,PlanningCommission,SPR-1032-2020_PC_Staff_Report_-_Finalized.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2217&ItemID=3650,>4010000,stream_exceeded_4MB_cap
2021-05-18,Council,2021_Fireworks_Restriction_Area_Map.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2226&ItemID=3652,>4010000,stream_exceeded_4MB_cap
2021-05-27,PlanningCommission,05-27-2021_PC_Staff_Report_(Michel_Fence).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2244&ItemID=3690,>4010000,stream_exceeded_4MB_cap
2021-06-01,Council,Tentative_Budget_FY22.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2232&ItemID=3669,>4010000,stream_exceeded_4MB_cap
2021-06-15,Council,Council_Packet_-_FY22_Final_Budget.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2303&ItemID=3733,>4010000,stream_exceeded_4MB_cap
2021-06-15,Council,Side_of_Aloha_-_Council_Meeting_Items.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2277&ItemID=3745,>4010000,stream_exceeded_4MB_cap
2021-06-15,Council,2021-6-15_CIP_PROJECT_UPDATE_-_packets.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2293&ItemID=3748,>4010000,stream_exceeded_4MB_cap
2021-06-23,Council,Fireworks_Restrictions_Map_-_06222021.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2326&ItemID=3785,>4010000,stream_exceeded_4MB_cap
2021-07-08,PlanningCommission,07-08-2021_PC_Staff_Report_(Draper_Warehouse).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2328&ItemID=3788,>4010000,stream_exceeded_4MB_cap
2021-07-08,PlanningCommission,Summit_Commerce_Center_SPR-0014-2021_-_Staff_Report_-_Finalized2.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2332&ItemID=3802,>4010000,stream_exceeded_4MB_cap
2021-07-20,Council,Siempre_LLC_-_City_Council_alcoholic_license_packet.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2311&ItemID=3770,>4010000,stream_exceeded_4MB_cap
2021-07-20,Council,R-21-41_Adding_Deer_Ridge_Property_to_Traverse_Range_Conservation_Easement.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2378&ItemID=3838,>4010000,stream_exceeded_4MB_cap
2021-07-20,Council,Exhibit_A_-_Deer_Ridge_Traverse_Range_Conservation_Area_-_16Jul2021.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2379&ItemID=3838,>4010000,stream_exceeded_4MB_cap
2021-07-22,PlanningCommission,SPR-0016-2021_Staff_Report_-_Finalized2.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2357&ItemID=3824,>4010000,stream_exceeded_4MB_cap
2021-07-22,PlanningCommission,07-22-2021_PC_Staff_Report_(Lone_Peak_Parkway).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2362&ItemID=3834,>4010000,stream_exceeded_4MB_cap
2021-07-22,PlanningCommission,Staff_Report-_PC_7-22-21_K9_Lifeline_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2373&ItemID=3835,>4010000,stream_exceeded_4MB_cap
2021-07-22,PlanningCommission,Staff_Report-_PC_7-22-21_TriView_Ph_2_Site_Plan_Combined_Part_1.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2375&ItemID=3836,>4010000,stream_exceeded_4MB_cap
2021-07-22,PlanningCommission,Staff_Report-_PC_7-22-21_TriView_Ph_2_Site_Plan_Combined_Part_2.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2376&ItemID=3836,>4010000,stream_exceeded_4MB_cap
2021-08-12,PlanningCommission,08-12-2021_PC_Staff_Report_(Lot_745_Bellevue).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2408&ItemID=3883,>4010000,stream_exceeded_4MB_cap
2021-08-12,PlanningCommission,Staff_Report_-_Lot_16_Alan_Point_Plat_Amendment.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2412&ItemID=3886,>4010000,stream_exceeded_4MB_cap
2021-08-12,PlanningCommission,Staff_Report_-PC_ADVMAKER_HOCUP.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2411&ItemID=3887,>4010000,stream_exceeded_4MB_cap
2021-08-26,PlanningCommission,USE-0107-2021_PC_Staff_Report_-_Finalized.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2425&ItemID=3914,>4010000,stream_exceeded_4MB_cap
2021-09-09,PlanningCommission,09-09-2021_PC_River_Park_Hill_PA_Staff_Report.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2434&ItemID=3929,>4010000,stream_exceeded_4MB_cap
2021-09-09,PlanningCommission,Staff_Report_PC_Bangerter_Crossing_Plat_Amendment.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2442&ItemID=3945,>4010000,stream_exceeded_4MB_cap
2021-09-21,Council,Draper_Playground_6-10_Rev_pt._1.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2465&ItemID=3963,>4010000,stream_exceeded_4MB_cap
2021-09-21,Council,Draper_Playground_6-10_Rev_pt.2.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2466&ItemID=3963,>4010000,stream_exceeded_4MB_cap
2021-09-23,PlanningCommission,USE-0120-2021_Staff_Report_-_Finalized.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2448&ItemID=3956,>4010000,stream_exceeded_4MB_cap
2021-10-14,PlanningCommission,SPR-0069-2021_-_Staff_Report_-_Finalized.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2484&ItemID=3995,>4010000,stream_exceeded_4MB_cap
2021-10-14,PlanningCommission,TEXTMAP-0141-2021_Staff_Report_-PC_-_Finalized.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2485&ItemID=3996,>4010000,stream_exceeded_4MB_cap
2021-10-14,PlanningCommission,SPR-0128-2021_Staff_Report_-PC_-_Finalized_-_Pt_1.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2492&ItemID=3999,>4010000,stream_exceeded_4MB_cap
2021-10-14,PlanningCommission,SPR-0128-2021_Staff_Report_-PC_-_Finalized_-_Pt_2.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2493&ItemID=3999,>4010000,stream_exceeded_4MB_cap
2021-10-28,PlanningCommission,10-28-2021_PC_Staff_Report_(NCS_Res).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2506&ItemID=4020,>4010000,stream_exceeded_4MB_cap
2021-10-28,PlanningCommission,Highline_Office_2_CSD_TA_Staff_Report_-PC_10-28-21_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2508&ItemID=4022,>4010000,stream_exceeded_4MB_cap
2021-11-09,CRA,Council_Packet_-_CRA_Annual_Report_2021.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2526&ItemID=4051,>4010000,stream_exceeded_4MB_cap
2021-11-09,Council,PC_Public_Comment_Emails-_Crosspoint_CSD_Redacted.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2537&ItemID=4044,>4010000,stream_exceeded_4MB_cap
2021-11-09,Council,Pye_Plat_Amendment_-_Reviews.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2536&ItemID=4050,>4010000,stream_exceeded_4MB_cap
2021-11-16,Council,TEXTMAP-0141-2021_Staff_Report_-PC_-_Finalized.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2542&ItemID=4062,>4010000,stream_exceeded_4MB_cap
2021-11-16,Council,Highline_Office_2_CSD_TA_Staff_Report_-PC_10-28-21_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2545&ItemID=4067,>4010000,stream_exceeded_4MB_cap
2021-11-16,Council,Local_Consent_Packet.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2573&ItemID=4073,>4010000,stream_exceeded_4MB_cap
2021-11-16,Council,Draper_City_General_Plan_Moderate_Income_Housing_Elements.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2580&ItemID=4083,>4010000,stream_exceeded_4MB_cap
2021-11-18,PlanningCommission,11-18-2021_PC_Report_(Highpointe).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2560&ItemID=4060,>4010000,stream_exceeded_4MB_cap
2021-11-18,PlanningCommission,Draper_City_General_Plan_Moderate_Income_Housing_Elements.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2584&ItemID=4084,>4010000,stream_exceeded_4MB_cap
2021-12-09,PlanningCommission,USE-0147-Staff_Report_-_Finalized.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2612&ItemID=4124,>4010000,stream_exceeded_4MB_cap
2021-12-14,Council,Council_Packet_-_FY22_ACFR_-_final.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2659&ItemID=4104,>4010000,stream_exceeded_4MB_cap
2021-12-14,Council,FY21_PAFR.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2661&ItemID=4104,>4010000,stream_exceeded_4MB_cap
2021-12-14,Council,FY21_PAFR_FINAL.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2652&ItemID=4110,>4010000,stream_exceeded_4MB_cap
2021-12-16,PlanningCommission,12-16-2021_PC_Report_(K_G).pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2627&ItemID=4135,>4010000,stream_exceeded_4MB_cap
2021-12-16,PlanningCommission,Vista_600_W_MAP_Amend_Staff_Report_-PC_12-9-21-_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2646&ItemID=4146,>4010000,stream_exceeded_4MB_cap
2021-12-16,PlanningCommission,Fitzgerald_Staff_Report_-PC_12-16-21-_Combined_Final.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2655&ItemID=4148,>4010000,stream_exceeded_4MB_cap
2021-12-16,PlanningCommission,Draper_Town_Center_TIS_20210524_Signed.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2656&ItemID=4148,>4010000,stream_exceeded_4MB_cap
2022-01-11,Council,Vista_600_W_MAP_Amend_Staff_Report_-PC_12-9-21-_Combined.pdf,https://draper.novusagenda.com/Agendapublic/AttachmentViewer.ashx?AttachmentID=2672&ItemID=4170,>4010000,stream_exceeded_4MB_cap
