candidate,office,election_year,filing_date,reporting_period,filing_type,stated_total_contributions,stated_total_expenditures,stated_beginning_balance,stated_ending_balance,itemized_contrib_sum,itemized_expend_sum,reconciles_contrib,reconciles_expend,recon_delta_contrib,recon_delta_expend,self_funded_amount,n_contrib_rows,n_expend_rows,source_filing,document_id,extraction_confidence,notes,filing_regime
Jason McGuire,Council,2021,2021-12-01,,summary,1725.00,800.00,,,1725.00,800.00,True,True,0.00,0.00,0.00,2,2,raw/city/2021_McGuire-Jason_PostGen_363.pdf,363,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $1,725.00; YTD expenditures (Column B) stated $800.00; reconciles cash-only (cover total excludes in-kind)",
Jason McGuire,Council,2021,2021-10-15,,interim,1725.00,800.00,,,1725.00,800.00,True,True,0.00,0.00,0.00,2,2,raw/city/2021_McGuire-Jason_PreGen_358.pdf,358,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $1,725.00; YTD expenditures (Column B) stated $800.00; reconciles cash-only (cover total excludes in-kind); superseded by amendment/re-file (same reporting period)",
Patrick Harris,Council,2023,2023-12-01,,summary,500.00,500.00,,,500.00,500.00,True,True,0.00,0.00,0.00,1,1,raw/city/2023_Harris-Patrick_PostGen_5327.pdf,5327,medium,vision-transcribed(claude-code/read); YTD contributions (Column B) stated $500.00; YTD expenditures (Column B) stated $500.00,
Patrick Harris,Council,2023,2023-10-15,,interim,500.00,500.00,,,500.00,500.00,True,True,0.00,0.00,0.00,1,1,raw/city/2023_Harris-Patrick_PreGen_5059.pdf,5059,medium,vision-transcribed(claude-code/read); YTD contributions (Column B) stated $500.00; YTD expenditures (Column B) stated $500.00; superseded by amendment/re-file (same reporting period),
Patrick Harris,Council,2023,2023-10-15,,interim,500.00,500.00,,,500.00,500.00,True,True,0.00,0.00,0.00,1,1,raw/city/2023_Harris-Patrick_PreGen_5136.pdf,5136,medium,vision-transcribed(claude-code/read); YTD contributions (Column B) stated $500.00; YTD expenditures (Column B) stated $500.00; superseded by amendment/re-file (same reporting period),
Kathie L. Johnson,Council,2023,2023-12-01,,summary,1550.00,1796.83,,,1550.00,1796.83,True,True,0.00,0.00,1500.00,2,2,raw/city/2023_Johnson-Kathie_PostGen_5328.pdf,5328,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $13,440.00; YTD expenditures (Column B) stated $13,247.02",
Kathie L. Johnson,Council,2023,2023-10-15,,interim,7290.00,6237.17,,,7290.00,3081.88,True,False,0.00,-3155.29,7000.00,5,6,raw/city/2023_Johnson-Kathie_PreGen_5063.pdf,5063,low,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $7,290.00; YTD expenditures (Column B) stated $6,237.17; expend!=stated; superseded by amendment/re-file (same reporting period)",
Kathie L. Johnson,Council,2023,2023-10-15,,interim,4565.00,5213.02,,,4565.00,5213.02,True,True,0.00,0.00,4500.00,4,6,raw/city/2023_Johnson-Kathie_PreGen_5329.pdf,5329,high,superseded by amendment/re-file (same reporting period),
Laurel Bevans,Council,2023,2023-12-01,,summary,75.00,748.35,,,75.00,748.35,True,True,0.00,0.00,0.00,1,1,raw/city/2023_Bevans-Laurel_PostGen_5340.pdf,5340,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $9,420.72; YTD expenditures (Column B) stated $8,498.63",
Laurel Bevans,Council,2023,2023-10-15,,interim,7045.72,5512.98,,,7000.00,5512.98,False,True,-45.72,0.00,0.00,15,13,raw/city/2023_Bevans-Laurel_PreGen_5061.pdf,5061,low,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $7,045.72; YTD expenditures (Column B) stated $5,512.98; contrib!=stated; superseded by amendment/re-file (same reporting period)",
Laurel Bevans,Council,2023,2023-10-15,,interim,2300.00,2237.30,,,2300.00,2237.30,True,True,0.00,0.00,0.00,3,2,raw/city/2023_Bevans-Laurel_PreGen_5330.pdf,5330,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $9,345.72; YTD expenditures (Column B) stated $7,750.28; superseded by amendment/re-file (same reporting period)",
Tamara Zander,Council,2023,2023-12-01,,summary,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/city/2023_Zander-Tamara_PostGen_5341.pdf,5341,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $6,954.55; YTD expenditures (Column B) stated $2,000.00",
Tamara Zander,Council,2023,2023-10-15,,interim,6954.55,2000.00,,,6954.55,2000.00,True,True,0.00,0.00,0.00,8,2,raw/city/2023_Zander-Tamara_PreGen_5060.pdf,5060,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $6,954.55; YTD expenditures (Column B) stated $2,000.00; superseded by amendment/re-file (same reporting period)",
Tamara Zander,Council,2023,2023-10-15,,interim,0.00,0.00,,,0.00,0.00,True,True,0.00,0.00,0.00,0,0,raw/city/2023_Zander-Tamara_PreGen_5331.pdf,5331,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $6,954.55; YTD expenditures (Column B) stated $2,000.00; superseded by amendment/re-file (same reporting period)",
Dawn R. Ramsey,Mayor,2025,2025-10-15,,interim,44615.00,9870.59,,,44615.00,9868.59,True,False,0.00,-2.00,0.00,49,12,raw/city/2025_Ramsey-Dawn_8620.pdf,8620,low,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $44,615.00; YTD expenditures (Column B) stated $9,870.59; expend!=stated; superseded by amendment/re-file (same reporting period)",
Dawn R. Ramsey,Mayor,2025,2025-10-15,,interim,6238.00,1618.00,,,6238.00,1618.00,True,True,0.00,0.00,0.00,7,2,raw/city/2025_Ramsey-Dawn_8621.pdf,8621,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $50,853.00; YTD expenditures (Column B) stated $11,488.59; superseded by amendment/re-file (same reporting period)",
Dawn R. Ramsey,Mayor,2025,2025-12-01,,summary,5000.00,7859.05,,,5000.00,7859.05,True,True,0.00,0.00,0.00,1,3,raw/city/2025_Ramsey-Dawn_8748.pdf,8748,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $55,853.00; YTD expenditures (Column B) stated $19,347.64",
Noah Barrett,Mayor,2025,2025-10-15,,interim,340.00,197.40,,,340.00,197.40,True,True,0.00,0.00,0.00,2,4,raw/city/2025_Barrett-Noah_8537.pdf,8537,medium,vision-transcribed(claude-code/read); YTD contributions (Column B) stated $340.00; YTD expenditures (Column B) stated $197.40; superseded by amendment/re-file (same reporting period),
Noah Barrett,Mayor,2025,2025-10-15,,interim,340.00,197.40,,,340.00,197.40,True,True,0.00,0.00,0.00,2,4,raw/city/2025_Barrett-Noah_8606.pdf,8606,medium,vision-transcribed(claude-code/read); YTD contributions (Column B) stated $340.00; YTD expenditures (Column B) stated $197.40; superseded by amendment/re-file (same reporting period),
Noah Barrett,Mayor,2025,2025-12-01,,summary,340.00,227.18,,,340.00,223.65,True,False,0.00,-3.53,0.00,2,5,raw/city/2025_Barrett-Noah_8746.pdf,8746,low,vision-transcribed(claude-code/read); YTD contributions (Column B) stated $340.00; YTD expenditures (Column B) stated $233.18; expend!=stated,
Don Shelton,Council,2025,2025-10-15,,interim,17066.89,13227.17,,,17066.89,13227.17,True,True,0.00,0.00,6251.89,40,23,raw/city/2025_Shelton-Don_8534.pdf,8534,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $17,066.89; YTD expenditures (Column B) stated $13,227.17; superseded by amendment/re-file (same reporting period)",
Don Shelton,Council,2025,2025-10-15,,interim,11114.00,9634.02,,,11114.00,9634.02,True,True,0.00,0.00,5700.00,9,14,raw/city/2025_Shelton-Don_8607.pdf,8607,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $28,180.89; YTD expenditures (Column B) stated $22,861.19; superseded by amendment/re-file (same reporting period)",
Don Shelton,Council,2025,2025-12-01,,summary,0.00,2300.13,,,0.00,2300.13,True,True,0.00,0.00,0.00,0,9,raw/city/2025_Shelton-Don_8744.pdf,8744,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $28,180.89; YTD expenditures (Column B) stated $25,161.32",
Rachel Lewis,Council,2025,2025-10-15,,interim,19135.00,17469.89,,,19135.00,17479.89,True,False,0.00,10.00,8000.00,30,30,raw/city/2025_Lewis-Rachel_8519.pdf,8519,low,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $19,135.00; YTD expenditures (Column B) stated $17,469.89; expend!=stated; superseded by amendment/re-file (same reporting period)",
Rachel Lewis,Council,2025,2025-10-15,,interim,1664.52,1129.12,,,1664.52,1129.12,True,True,0.00,0.00,0.00,5,7,raw/city/2025_Lewis-Rachel_8605.pdf,8605,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $20,799.52; YTD expenditures (Column B) stated $18,599.01; superseded by amendment/re-file (same reporting period)",
Rachel Lewis,Council,2025,2025-12-01,,summary,1253.00,1253.75,,,1253.00,1253.75,True,True,0.00,0.00,1253.00,1,2,raw/city/2025_Lewis-Rachel_8743.pdf,8743,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $22,052.52; YTD expenditures (Column B) stated $19,852.76",
Jason Timothy McGuire,Council,2025,2025-10-15,,interim,6410.45,4124.91,,,6410.45,4124.91,True,True,0.00,0.00,20.00,10,13,raw/city/2025_McGuire-Jason_8533.pdf,8533,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $6,410.45; YTD expenditures (Column B) stated $4,124.91; superseded by amendment/re-file (same reporting period)",
Jason Timothy McGuire,Council,2025,2025-10-15,,interim,2608.92,2587.06,,,2608.92,2587.06,True,True,0.00,0.00,108.92,3,4,raw/city/2025_McGuire-Jason_8603.pdf,8603,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $9,019.37; YTD expenditures (Column B) stated $6,711.97; superseded by amendment/re-file (same reporting period)",
Jason Timothy McGuire,Council,2025,2025-12-01,,summary,9019.37,7077.44,,,9019.37,7077.44,True,True,0.00,0.00,128.92,13,23,raw/city/2025_McGuire-Jason_8747.pdf,8747,high,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $9,019.37; YTD expenditures (Column B) stated $7,077.44; contributions itemization reconciles to Column B Year-to-Date $9,019.37 (cumulative snapshot; is_incremental=False); expenditures itemization reconciles to Column B Year-to-Date $7,077.44 (cumulative snapshot; is_incremental=False)",
Stacy Hughes,Council,2025,2025-10-15,,interim,9645.00,9394.07,,,9645.00,9394.07,True,True,0.00,0.00,5000.00,41,49,raw/city/2025_Hughes-Stacy_8535.pdf,8535,high,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $9,645.00; YTD expenditures (Column B) stated $9,394.07; superseded by amendment/re-file (same reporting period)",
Stacy Hughes,Council,2025,2025-10-15,,interim,2760.00,2413.08,,,2760.00,2413.08,True,True,0.00,0.00,2000.00,7,17,raw/city/2025_Hughes-Stacy_8608.pdf,8608,medium,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $12,465.00; YTD expenditures (Column B) stated $12,156.43; superseded by amendment/re-file (same reporting period)",
Stacy Hughes,Council,2025,2025-10-15,,interim,60.00,349.28,,,60.00,349.28,True,True,0.00,0.00,0.00,2,9,raw/city/2025_Hughes-Stacy_8609.pdf,8609,medium,vision-transcribed(claude-code/read); amendment,
Stacy Hughes,Council,2025,2025-12-01,,summary,150.00,174.54,,,150.00,174.54,True,True,0.00,0.00,0.00,2,7,raw/city/2025_Hughes-Stacy_8749.pdf,8749,high,"vision-transcribed(claude-code/read); YTD contributions (Column B) stated $12,615.00; YTD expenditures (Column B) stated $12,330.97; superseded by amendment/re-file (same reporting period)",
