candidate,office,seat,election_year,filing_date,reporting_period,date,vendor_raw,vendor_normalized,purpose,amount,in_kind,is_incremental,source_filing,document_id,line_no,extraction_confidence,extract_method,needs_review,geometry
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-04-05,Oasis Café,Oasis Café,Campaign Contribution Meeting,205.01,False,False,raw/2014/1064_martinez.pdf,1064,147,high,summit_form/text,0,p5:l147:c84-91
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-05-03,Pay Pal,Pay Pal,Payflow. Online Monthly Fee,5.00,False,False,raw/2014/1064_martinez.pdf,1064,148,high,summit_form/text,0,p5:l148:c87-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-05-13,Good Thymes,Good Thymes,Campaign Contribution Meeting,49.99,False,False,raw/2014/1064_martinez.pdf,1064,149,high,summit_form/text,0,p5:l149:c86-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,,5/20.14,5/20.14,Maxwells Campaign Contribution Meeting,83.49,False,False,raw/2014/1064_martinez.pdf,1064,150,high,summit_form/text,1,p5:l150:c86-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-05-28,La Fountain,La Fountain,Campaign Contribution Meeting,20.16,False,False,raw/2014/1064_martinez.pdf,1064,151,high,summit_form/text,0,p5:l151:c86-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-05-30,Mountain America,Mountain America,New Checking Account (Switch to Business Acct),25.00,False,False,raw/2014/1064_martinez.pdf,1064,152,high,summit_form/text,0,p5:l152:c86-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-06-10,Silver Star Café,Silver Star Café,Campaign Contribution Meeting,37.51,False,False,raw/2014/1064_martinez.pdf,1064,153,high,summit_form/text,0,p5:l153:c86-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-06-19,Tony's Tacos,Tony's Tacos,Campaign Contribution Meeting,17.21,False,False,raw/2014/1064_martinez.pdf,1064,154,high,summit_form/text,0,p5:l154:c86-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-07-03,Webgate Marketing,Webgate Marketing,Web Design,1500.00,False,False,raw/2014/1064_martinez.pdf,1064,155,high,summit_form/text,0,p5:l155:c83-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-07-03,Home Deport,Home Deport,Wood Stakes and screws for yard signs,15.79,False,False,raw/2014/1064_martinez.pdf,1064,156,high,summit_form/text,0,p5:l156:c86-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-07-04,Home Deport,Home Deport,PVC Pipe and Clips for Sign,28.59,False,False,raw/2014/1064_martinez.pdf,1064,157,high,summit_form/text,0,p5:l157:c86-92
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-07-11,Billy Blancos,Billy Blancos,Campaign Contribution Meeting,110.71,False,False,raw/2014/1064_martinez.pdf,1064,159,high,summit_form/text,0,p6:l159:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-07-16,Webgate Marketing,Webgate Marketing,Web Design,500.00,False,False,raw/2014/1064_martinez.pdf,1064,160,high,summit_form/text,0,p6:l160:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-07-21,Road Island Diner,Road Island Diner,Campaign Contribution Meeting,96.70,False,False,raw/2014/1064_martinez.pdf,1064,161,high,summit_form/text,0,p6:l161:c84-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-07-23,Alpine Promotions,Alpine Promotions,SWAG,3863.54,False,False,raw/2014/1064_martinez.pdf,1064,162,high,summit_form/text,0,p6:l162:c81-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-07-26,Ruby Tuesdays,Ruby Tuesdays,Campaign Contribution Meeting,135.24,False,False,raw/2014/1064_martinez.pdf,1064,163,high,summit_form/text,0,p6:l163:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-07-27,Webgate Marketing,Webgate Marketing,Web Design,300.00,False,False,raw/2014/1064_martinez.pdf,1064,164,high,summit_form/text,0,p6:l164:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-08-10,Alpine Promotions,Alpine Promotions,SWAG,2024.81,False,False,raw/2014/1064_martinez.pdf,1064,165,high,summit_form/text,0,p6:l165:c81-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-08-15,Park City Rotary,Park City Rotary,Fee for Parade,50.00,False,False,raw/2014/1064_martinez.pdf,1064,166,high,summit_form/text,0,p6:l166:c84-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-08-21,Zurchers,Zurchers,Stuff for Parade,188.75,False,False,raw/2014/1064_martinez.pdf,1064,167,high,summit_form/text,0,p6:l167:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-08-23,Amazon,Amazon,Parade Costume,261.23,False,False,raw/2014/1064_martinez.pdf,1064,168,high,summit_form/text,0,p6:l168:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-08-23,Amazon,Amazon,Parade Costume,26.04,False,False,raw/2014/1064_martinez.pdf,1064,169,high,summit_form/text,0,p6:l169:c84-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-08-24,Michaels,Michaels,Parade/Float Stuff,128.22,False,False,raw/2014/1064_martinez.pdf,1064,170,high,summit_form/text,0,p6:l170:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-08-29,Fresh Market,Fresh Market,Food and Drinks for the Parade,120.13,False,False,raw/2014/1064_martinez.pdf,1064,171,high,summit_form/text,0,p6:l171:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-08-30,Zurchers,Zurchers,Parade Costume,124.29,False,False,raw/2014/1064_martinez.pdf,1064,172,high,summit_form/text,0,p6:l172:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-02,Days Market,Days Market,2000 Doughnut Holes,258.02,False,False,raw/2014/1064_martinez.pdf,1064,173,high,summit_form/text,0,p6:l173:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-06,Webgate Marketing,Webgate Marketing,Web Design,500.00,False,False,raw/2014/1064_martinez.pdf,1064,174,high,summit_form/text,0,p6:l174:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-09,Mountain Side Marketing,Mountain Side Marketing,Print Flyers,40.60,False,False,raw/2014/1064_martinez.pdf,1064,175,high,summit_form/text,0,p6:l175:c84-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-14,Vail Blue Moose,Vail Blue Moose,Campaign Contribution Meeting,76.14,False,False,raw/2014/1064_martinez.pdf,1064,176,high,summit_form/text,0,p6:l176:c84-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-18,Maxwells,Maxwells,Campaign Contribution Meeting,74.93,False,False,raw/2014/1064_martinez.pdf,1064,177,high,summit_form/text,0,p6:l177:c84-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-18,Park Record,Park Record,Advertisement,562.00,False,False,raw/2014/1064_martinez.pdf,1064,178,high,summit_form/text,0,p6:l178:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-22,Jose Morales,Jose Morales,DJ for Jupiter Bowl Fundraiser,325.00,False,False,raw/2014/1064_martinez.pdf,1064,179,high,summit_form/text,0,p6:l179:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-22,Arlin Ovard,Arlin Ovard,Summit Countty Jr. Livestock Sale. Tag 933,500.00,False,False,raw/2014/1064_martinez.pdf,1064,180,high,summit_form/text,0,p6:l180:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-20,Michaels,Michaels,Boxes for Fundraiser,19.59,False,False,raw/2014/1064_martinez.pdf,1064,181,high,summit_form/text,0,p6:l181:c84-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-09-29,Gateway Grille,Gateway Grille,Campaign Contribution Meeting,33.99,False,False,raw/2014/1064_martinez.pdf,1064,182,high,summit_form/text,0,p6:l182:c84-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-10-03,Ace Sign's and Design,Ace Sign's and Design,Yard signs and banners,2080.00,False,False,raw/2014/1064_martinez.pdf,1064,183,high,summit_form/text,0,p6:l183:c81-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-10-04,Red Rock Junction,Red Rock Junction,Campaign Contribution Meeting,109.10,False,False,raw/2014/1064_martinez.pdf,1064,184,high,summit_form/text,0,p6:l184:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-10-06,Park Record,Park Record,Advertisement,1186.00,False,False,raw/2014/1064_martinez.pdf,1064,185,high,summit_form/text,0,p6:l185:c81-90
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-10-13,Park Record,Park Record,Advertisement,423.00,False,False,raw/2014/1064_martinez.pdf,1064,186,high,summit_form/text,0,p6:l186:c82-89
Justin Martinez,County Sheriff,,2014,2014-10-24,Pre-Election,2014-10-23,Mountain Side Marketing,Mountain Side Marketing,County Mailers,7873.59,False,False,raw/2014/1064_martinez.pdf,1064,187,high,summit_form/text,0,p6:l187:c81-90
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-02-07,Mountain America,Mountain America,Open up checking account (Savings),25.00,False,False,raw/2014/1248_martinez_final.pdf,1248,144,high,summit_form/text,0,p5:l144:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-02-11,Go Daddy.com,Go Daddy.com,Web domian name,1.17,False,False,raw/2014/1248_martinez_final.pdf,1248,145,high,summit_form/text,0,p5:l145:c87-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-02-12,Pay Pal Envato MKPL,Pay Pal Envato Mkpl,Web page,47.00,False,False,raw/2014/1248_martinez_final.pdf,1248,146,high,summit_form/text,0,p5:l146:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-02-12,Mountain America,Mountain America,Card Fee,0.38,False,False,raw/2014/1248_martinez_final.pdf,1248,147,high,summit_form/text,0,p5:l147:c87-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-02-12,La Puente,La Puente,Campaign Contribution Meeting,18.44,False,False,raw/2014/1248_martinez_final.pdf,1248,148,high,summit_form/text,0,p5:l148:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-02-25,Crown Burger,Crown Burger,Campaign Contribution Meeting,21.14,False,False,raw/2014/1248_martinez_final.pdf,1248,149,high,summit_form/text,0,p5:l149:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-02-26,El Jalicense (Kamas),El Jalicense (Kamas),Campaign Contribution Meeting,30.94,False,False,raw/2014/1248_martinez_final.pdf,1248,150,high,summit_form/text,0,p5:l150:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-03-03,Pay Pal,Pay Pal,Payflow. Online Monthly Fee,5.00,False,False,raw/2014/1248_martinez_final.pdf,1248,151,high,summit_form/text,0,p5:l151:c87-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-03-14,Summit County Clerk,Summit County Clerk,Filing Fee,605.00,False,False,raw/2014/1248_martinez_final.pdf,1248,152,high,summit_form/text,0,p5:l152:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-03-19,David's Kitchen,David's Kitchen,Campaign Contribution Meeting,90.50,False,False,raw/2014/1248_martinez_final.pdf,1248,153,high,summit_form/text,0,p5:l153:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-03-22,Webgate Marketing,Webgate Marketing,Web Design,1000.00,False,False,raw/2014/1248_martinez_final.pdf,1248,154,high,summit_form/text,0,p5:l154:c83-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-03-24,Actblue,Actblue,Donation to Summit County Democrats. Dinner,220.00,False,False,raw/2014/1248_martinez_final.pdf,1248,155,high,summit_form/text,0,p5:l155:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,,4/2//14,4/2//14,Pay Pal Payflow. Online Monthly Fee,5.00,False,False,raw/2014/1248_martinez_final.pdf,1248,156,high,summit_form/text,1,p5:l156:c87-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-04-05,Oasis Café,Oasis Café,Campaign Contribution Meeting,205.01,False,False,raw/2014/1248_martinez_final.pdf,1248,157,high,summit_form/text,0,p5:l157:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-05-03,Pay Pal,Pay Pal,Payflow. Online Monthly Fee,5.00,False,False,raw/2014/1248_martinez_final.pdf,1248,158,high,summit_form/text,0,p5:l158:c87-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-05-13,Good Thymes,Good Thymes,Campaign Contribution Meeting,49.99,False,False,raw/2014/1248_martinez_final.pdf,1248,159,high,summit_form/text,0,p5:l159:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,,5/20.14,5/20.14,Maxwells Campaign Contribution Meeting,83.49,False,False,raw/2014/1248_martinez_final.pdf,1248,160,high,summit_form/text,1,p5:l160:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-05-28,La Fountain,La Fountain,Campaign Contribution Meeting,20.16,False,False,raw/2014/1248_martinez_final.pdf,1248,161,high,summit_form/text,0,p5:l161:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-05-30,Mountain America,Mountain America,New Checking Account (Switch to Business Acct),25.00,False,False,raw/2014/1248_martinez_final.pdf,1248,162,high,summit_form/text,0,p5:l162:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-06-10,Silver Star Café,Silver Star Café,Campaign Contribution Meeting,37.51,False,False,raw/2014/1248_martinez_final.pdf,1248,163,high,summit_form/text,0,p5:l163:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-06-19,Tony's Tacos,Tony's Tacos,Campaign Contribution Meeting,17.21,False,False,raw/2014/1248_martinez_final.pdf,1248,164,high,summit_form/text,0,p5:l164:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-07-03,Webgate Marketing,Webgate Marketing,Web Design,1500.00,False,False,raw/2014/1248_martinez_final.pdf,1248,165,high,summit_form/text,0,p5:l165:c83-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-07-03,Home Deport,Home Deport,Wood Stakes and screws for yard signs,15.79,False,False,raw/2014/1248_martinez_final.pdf,1248,166,high,summit_form/text,0,p5:l166:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-07-04,Home Deport,Home Deport,PVC Pipe and Clips for Sign,28.59,False,False,raw/2014/1248_martinez_final.pdf,1248,167,high,summit_form/text,0,p5:l167:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-07-11,Billy Blancos,Billy Blancos,Campaign Contribution Meeting,110.71,False,False,raw/2014/1248_martinez_final.pdf,1248,169,high,summit_form/text,0,p6:l169:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-07-16,Webgate Marketing,Webgate Marketing,Web Design,500.00,False,False,raw/2014/1248_martinez_final.pdf,1248,170,high,summit_form/text,0,p6:l170:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-07-21,Road Island Diner,Road Island Diner,Campaign Contribution Meeting,96.70,False,False,raw/2014/1248_martinez_final.pdf,1248,171,high,summit_form/text,0,p6:l171:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-07-23,Alpine Promotions,Alpine Promotions,SWAG,3863.54,False,False,raw/2014/1248_martinez_final.pdf,1248,172,high,summit_form/text,0,p6:l172:c83-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-07-26,Ruby Tuesdays,Ruby Tuesdays,Campaign Contribution Meeting,135.24,False,False,raw/2014/1248_martinez_final.pdf,1248,173,high,summit_form/text,0,p6:l173:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-07-27,Webgate Marketing,Webgate Marketing,Web Design,300.00,False,False,raw/2014/1248_martinez_final.pdf,1248,174,high,summit_form/text,0,p6:l174:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-08-10,Alpine Promotions,Alpine Promotions,SWAG,2024.81,False,False,raw/2014/1248_martinez_final.pdf,1248,175,high,summit_form/text,0,p6:l175:c83-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-08-15,Park City Rotary,Park City Rotary,Fee for Parade,50.00,False,False,raw/2014/1248_martinez_final.pdf,1248,176,high,summit_form/text,0,p6:l176:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-08-21,Zurchers,Zurchers,Stuff for Parade,188.75,False,False,raw/2014/1248_martinez_final.pdf,1248,177,high,summit_form/text,0,p6:l177:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-08-23,Amazon,Amazon,Parade Costume,261.23,False,False,raw/2014/1248_martinez_final.pdf,1248,178,high,summit_form/text,0,p6:l178:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-08-23,Amazon,Amazon,Parade Costume,26.04,False,False,raw/2014/1248_martinez_final.pdf,1248,179,high,summit_form/text,0,p6:l179:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-08-24,Michaels,Michaels,Parade/Float Stuff,128.22,False,False,raw/2014/1248_martinez_final.pdf,1248,180,high,summit_form/text,0,p6:l180:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-08-29,Fresh Market,Fresh Market,Food and Drinks for the Parade,120.13,False,False,raw/2014/1248_martinez_final.pdf,1248,181,high,summit_form/text,0,p6:l181:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-08-30,Zurchers,Zurchers,Parade Costume,124.29,False,False,raw/2014/1248_martinez_final.pdf,1248,182,high,summit_form/text,0,p6:l182:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-02,Days Market,Days Market,2000 Doughnut Holes,258.02,False,False,raw/2014/1248_martinez_final.pdf,1248,183,high,summit_form/text,0,p6:l183:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-06,Webgate Marketing,Webgate Marketing,Web Design,500.00,False,False,raw/2014/1248_martinez_final.pdf,1248,184,high,summit_form/text,0,p6:l184:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-09,Mountain Side Marketing,Mountain Side Marketing,Print Flyers,40.60,False,False,raw/2014/1248_martinez_final.pdf,1248,185,high,summit_form/text,0,p6:l185:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-14,Vail Blue Moose,Vail Blue Moose,Campaign Contribution Meeting,76.14,False,False,raw/2014/1248_martinez_final.pdf,1248,186,high,summit_form/text,0,p6:l186:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-18,Maxwells,Maxwells,Campaign Contribution Meeting,74.93,False,False,raw/2014/1248_martinez_final.pdf,1248,187,high,summit_form/text,0,p6:l187:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-18,Park Record,Park Record,Advertisement,562.00,False,False,raw/2014/1248_martinez_final.pdf,1248,188,high,summit_form/text,0,p6:l188:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-22,Jose Morales,Jose Morales,DJ for Jupiter Bowl Fundraiser,325.00,False,False,raw/2014/1248_martinez_final.pdf,1248,189,high,summit_form/text,0,p6:l189:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-22,Arlin Ovard,Arlin Ovard,Summit Countty Jr. Livestock Sale. Tag 933,500.00,False,False,raw/2014/1248_martinez_final.pdf,1248,190,high,summit_form/text,0,p6:l190:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-20,Michaels,Michaels,Boxes for Fundraiser,19.59,False,False,raw/2014/1248_martinez_final.pdf,1248,191,high,summit_form/text,0,p6:l191:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-09-29,Gateway Grille,Gateway Grille,Campaign Contribution Meeting,33.99,False,False,raw/2014/1248_martinez_final.pdf,1248,192,high,summit_form/text,0,p6:l192:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-03,Ace Sign's and Design,Ace Sign's and Design,Yard signs and banners,2080.00,False,False,raw/2014/1248_martinez_final.pdf,1248,193,high,summit_form/text,0,p6:l193:c83-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-04,Red Rock Junction,Red Rock Junction,Campaign Contribution Meeting,109.10,False,False,raw/2014/1248_martinez_final.pdf,1248,194,high,summit_form/text,0,p6:l194:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-06,Park Record,Park Record,Advertisement,1186.00,False,False,raw/2014/1248_martinez_final.pdf,1248,195,high,summit_form/text,0,p6:l195:c83-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-13,Park Record,Park Record,Advertisement,423.00,False,False,raw/2014/1248_martinez_final.pdf,1248,196,high,summit_form/text,0,p6:l196:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-23,Mountain Side Marketing,Mountain Side Marketing,County Mailers,7873.59,False,False,raw/2014/1248_martinez_final.pdf,1248,197,high,summit_form/text,0,p6:l197:c83-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-26,Walmart,Walmart,Drinks and Snaks for honk and wave volunteers,69.51,False,False,raw/2014/1248_martinez_final.pdf,1248,198,high,summit_form/text,0,p6:l198:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-28,Corrie Forsling,Corrie Forsling,Payment for Jeremy Ranch Meet the Canidate,471.00,False,False,raw/2014/1248_martinez_final.pdf,1248,199,high,summit_form/text,0,p6:l199:c84-91
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-29,Dan's Food,Dan's Food,Thank you cards,47.88,False,False,raw/2014/1248_martinez_final.pdf,1248,200,high,summit_form/text,0,p6:l200:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-31,Red Iguan,Red Iguan,Campaign Contribution Meeting,31.86,False,False,raw/2014/1248_martinez_final.pdf,1248,201,high,summit_form/text,0,p6:l201:c86-92
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-10-27,Jenny Klekas,Jenny Klekas,Summit Bee flyer,225.25,False,False,raw/2014/1248_martinez_final.pdf,1248,203,high,summit_form/text,0,p7:l203:c54-61
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-11-03,Park Record,Park Record,Advertisement,3522.75,False,False,raw/2014/1248_martinez_final.pdf,1248,204,high,summit_form/text,0,p7:l204:c53-62
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-11-05,Billy Blancos,Billy Blancos,Volunteer thank you party,471.20,False,False,raw/2014/1248_martinez_final.pdf,1248,205,high,summit_form/text,0,p7:l205:c54-61
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-11-07,Park Record,Park Record,Advertisement,821.93,False,False,raw/2014/1248_martinez_final.pdf,1248,206,high,summit_form/text,0,p7:l206:c54-61
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-11-08,Amazon,Amazon,Bill Pay Thank You,18.34,False,False,raw/2014/1248_martinez_final.pdf,1248,207,high,summit_form/text,0,p7:l207:c56-62
Justin Martinez,County Sheriff,,2014,2014-12-01,Post-Election,2014-11-11,Amazon,Amazon,Bill Pay repair kit,9.88,False,False,raw/2014/1248_martinez_final.pdf,1248,208,high,summit_form/text,0,p7:l208:c57-62
