date,date_basis,candidate,office,seat,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,text_path,bytes,sha256,document_id,channel,listing_url,office_source,matched_election_candidate,join_confidence,text_quality,needs_review,notes
2014-11-24,pdf_creation_date (proxy),Kent Jones,County Clerk,,2014,statement,Post-Election,Kent Jones — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1247/jones_final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1247_jones_final.pdf,text/1247_jones_final.txt,1184946,ac78d3c47cc4401903c66138270475b089e375c95da0e86f81031b1835cc15d7,1247,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,JONES DEM,surname+year,high,0,
2014-10-27,pdf_creation_date (proxy),Nick Coleman,County Clerk,,2014,statement,Pre-Election,Nick Coleman — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1085/coleman,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1085_coleman.pdf,text/1085_coleman.txt,931504,3659d349ee43de2caf50519f75e2a8a58dc71bded63e5216ecd3749e5537b1f2,1085,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,COLEMAN REP,surname+year,high,0,
2014-12-03,pdf_creation_date (proxy),Nick Coleman,County Clerk,,2014,statement,Post-Election,Nick Coleman — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1256/coleman_final,2026-08-01,text,pdftotext -layout,raw/2014/1256_coleman_final.pdf,text/1256_coleman_final.txt,30632,bb329c10b61eedee424e86e6992822b7f130c7bac73ffd9d0afed94379fafabf,1256,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,COLEMAN REP,surname+year,high,0,
2014-10-27,pdf_creation_date (proxy),Christopher F. Robinson,County Council,D,2014,statement,Pre-Election,Christopher F. Robinson — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1080/robinson,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/2014/1080_robinson.pdf,text/1080_robinson.txt,491285,ddc8d16ad9d9ea03846fe3dfd94a04b2ad7f9635ee34c963393bef5fd2a4cd5b,1080,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,ROBINSON DEM,surname+year,high,0,
2014-11-24,pdf_creation_date (proxy),Christopher F. Robinson,County Council,D,2014,statement,Post-Election,Christopher F. Robinson — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1249/robinson_final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1249_robinson_final.pdf,text/1249_robinson_final.txt,1299703,68879e432bde96ea235f7a5940629e15b2506dfc2f26026bf4143418c4a5c0be,1249,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,ROBINSON DEM,surname+year,high,0,
2014-10-24,pdf_creation_date (proxy),Craig Williams,County Council,D,2014,statement,Pre-Election,Craig Williams — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1059/williams,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1059_williams.pdf,text/1059_williams.txt,884866,70029c8b93ca5eae08b85d4f364aee9dc6f83b4ddc998a9bacdc6836320cbb13,1059,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,WILLIAMS REP,surname+year,high,0,
2014-11-24,pdf_creation_date (proxy),Craig Williams,County Council,D,2014,statement,Post-Election,Craig Williams — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1251/williams_final,2026-08-01,text,pdftotext -layout,raw/2014/1251_williams_final.pdf,text/1251_williams_final.txt,181736,a5b9a57c614daa651212ee9ed07260fa8e9324b3bf6c3ba00ef2ed223bc95c5e,1251,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,WILLIAMS REP,surname+year,high,0,
2014-10-28,pdf_creation_date (proxy),David Ure,County Council,E,2014,statement,Pre-Election,David Ure — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1090/ure,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1090_ure.pdf,text/1090_ure.txt,1498900,2608d55b51c29a284b1fe0771bc05b56c687844f2bf1c510723278d910dabce0,1090,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,URE REP,surname+year,high,0,
2014-12-04,pdf_creation_date (proxy),David Ure,County Council,E,2014,statement,Post-Election,David Ure — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1273/ure_final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1273_ure_final.pdf,text/1273_ure_final.txt,182713,7b81e4e13d0af7de557271a83594d72d0d5492c90beb15df46508652b0263a3b,1273,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,URE REP,surname+year,low,1,sidecar illegible (handwritten/scan floor) — read the raw PDF
2014-10-28,pdf_creation_date (proxy),Sean Wharton,County Council,E,2014,statement,Pre-Election,Sean Wharton — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1091/wharton,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1091_wharton.pdf,text/1091_wharton.txt,1097528,863e7f34cec39fa50937e2e82e30b658fe3eda32e67a843ea72fe67756060725,1091,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,WHARTON DEM,surname+year,low,1,sidecar illegible (handwritten/scan floor) — read the raw PDF
2014-12-05,pdf_creation_date (proxy),Sean Wharton,County Council,E,2014,statement,Post-Election,Sean Wharton — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1274/wharton_final,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/2014/1274_wharton_final.pdf,text/1274_wharton_final.txt,900750,f2058c89acd9c57ffea20e15cc907d82b6b2be80233a1281ab3b5d8ad558573d,1274,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,WHARTON DEM,surname+year,low,1,sidecar illegible (handwritten/scan floor) — read the raw PDF
2014-10-24,pdf_creation_date (proxy),Mary Ann Trussell,County Recorder/Surveyor,,2014,statement,Pre-Election,Mary Ann Trussell — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1058/trussell,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1058_trussell.pdf,text/1058_trussell.txt,949122,2d1628c5f100bc222d8e84f7f3e8e38ebf98a7e8d0090c287dbd68b75b67be18,1058,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,,none,high,0,
2014-11-20,pdf_creation_date (proxy),Mary Ann Trussell,County Recorder/Surveyor,,2014,statement,Post-Election,Mary Ann Trussell — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1250/trussell_final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1250_trussell_final.pdf,text/1250_trussell_final.txt,1017241,d18cdfed20d977731fa207b29a07c53cc95c1e03c1dedb9ed0bdd51506027786,1250,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,,none,high,0,
2014-10-28,pdf_creation_date (proxy),Vicki Richards,County Recorder/Surveyor,,2014,statement,Pre-Election,Vicki Richards — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1093/richards,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1093_richards.pdf,text/1093_richards.txt,1230186,6a766e06db754f520e6ce8af89f9050912571704adc338cfc7bd5e00792cac66,1093,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,,none,high,0,
2014-12-04,pdf_creation_date (proxy),Vicki Richards,County Recorder/Surveyor,,2014,statement,Post-Election,Vicki Richards — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1272/richards_final,2026-08-01,text,pdftotext -layout,raw/2014/1272_richards_final.pdf,text/1272_richards_final.txt,127746,44068b9eb9f79c24e8c6ac14da27aa879c2fed3b5a5021936aa2b43e3d63208a,1272,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,,none,high,0,
2014-10-27,pdf_creation_date (proxy),Walter Brock,County Recorder/Surveyor,,2014,statement,Pre-Election,Walter Brock — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1081/brock,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1081_brock.pdf,text/1081_brock.txt,899403,a3a4509064eb85637dc0d93a1f0186c1af84028edea8b13204f822d2654b1add,1081,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,"override:vision read of the raw scan cover page at 200dpi (2026-08-01, claude-opus-5): the handwritten 'Office Filed For:' line reads RECORDER/SURVEYOR and 'Party:' reads WRITE-IN. Illegible to both the clerk's scanner OCR layer and this repo's tesseract pass, which is why the row was office_source=unresolved. Corroborated by the same filer's Post-Election sheet, document 1244.",,none,high,0,
2014-11-20,pdf_creation_date (proxy),Walter Brock,County Recorder/Surveyor,,2014,statement,Post-Election,Walter Brock — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1244/brock_final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1244_brock_final.pdf,text/1244_brock_final.txt,931653,c3c3be9d11f65d068e86746ca74712b9956e732d6915774a9ece012b412da854,1244,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,"override:vision read of the raw scan cover page at 200dpi (2026-08-01, claude-opus-5): 'Office Filed For: RECORDER/SURVEYOR', 'Party: WRITE-IN'. This sheet is the clearer of the two Brock scans (the surname also reads BROCK here, matching the county listing and the DocumentCenter filename).",,none,high,0,
2014-10-24,pdf_creation_date (proxy),Justin Martinez,County Sheriff,,2014,statement,Pre-Election,Justin Martinez — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1064/martinez,2026-08-01,text,pdftotext -layout,raw/2014/1064_martinez.pdf,text/1064_martinez.txt,140070,48ddc81eff5ac0a2444af4ea315bb94e697a45c6d44feb9d020cd149d860acf5,1064,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,MARTINEZ DEM,surname+year,high,0,
2014-12-01,pdf_creation_date (proxy),Justin Martinez,County Sheriff,,2014,statement,Post-Election,Justin Martinez — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1248/martinez_final,2026-08-01,text,pdftotext -layout,raw/2014/1248_martinez_final.pdf,text/1248_martinez_final.txt,139336,40d180d6f2b5d559a2b09da9a3bdd4d3d7a7c0d42421d7423f0fa56b7de648fd,1248,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,MARTINEZ DEM,surname+year,high,0,
2014-10-27,pdf_creation_date (proxy),Kris Hendricksen,County Sheriff,,2014,statement,Pre-Election,Kris Hendricksen — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1082/hendricksen,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1082_hendricksen.pdf,text/1082_hendricksen.txt,3292869,03ddf5337313eb46df6978d16b36fc85e1c7626a81820ccee674041fc3751751,1082,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,HENDRICKSEN REP,surname+year,low,1,sidecar illegible (handwritten/scan floor) — read the raw PDF
2014-11-20,pdf_creation_date (proxy),Kris Hendricksen,County Sheriff,,2014,statement,Post-Election,Kris Hendricksen — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1246/hendricksen_final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1246_hendricksen_final.pdf,text/1246_hendricksen_final.txt,2626500,1519977d221dea5212b8f1610ce4427f6bbc0b056d79431c7e654d26eee538a3,1246,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,HENDRICKSEN REP,surname+year,low,1,sidecar illegible (handwritten/scan floor) — read the raw PDF
2014-10-28,pdf_creation_date (proxy),Amy Yost,County Treasurer,,2014,statement,Pre-Election,Amy Yost — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1098/yost,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1098_yost.pdf,text/1098_yost.txt,1969336,5719fd5d40cb9640541d2e7dda76f2b03ff18bf0adfacac29acd37fd33ff3c43,1098,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,YOST REP,surname+year,low,1,sidecar illegible (handwritten/scan floor) — read the raw PDF
2014-12-04,pdf_creation_date (proxy),Amy Yost,County Treasurer,,2014,statement,Post-Election,Amy Yost — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1268/yost_final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2014/1268_yost_final.pdf,text/1268_yost_final.txt,1233508,29a8091118b1e301407611b298f323f5637b3675daab2477de705d3d84b0a724,1268,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,YOST REP,surname+year,medium,1,
2014-10-28,pdf_creation_date (proxy),Corrie Forsling,County Treasurer,,2014,statement,Pre-Election,Corrie Forsling — 2014 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1086/forsling,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/2014/1086_forsling.pdf,text/1086_forsling.txt,1807223,d97cc3fd8e6431c03e643c44a88d47e67fef1d2bfe84613813be5e20ff9fa422,1086,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,FORSLING DEM,surname+year,high,0,
2014-11-30,pdf_creation_date (proxy),Corrie Forsling,County Treasurer,,2014,statement,Post-Election,Corrie Forsling — 2014 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/1245/forsling_final,2026-08-01,scanned,tesseract OCR (pdftoppm 300dpi),raw/2014/1245_forsling_final.pdf,text/1245_forsling_final.txt,252106,e87a164fccd4e2e0f19411d3042517a799ae5c5d655cb48a6d65109ea4b332f3,1245,delisted_live_by_id,https://web.archive.org/web/20150303175543/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,FORSLING DEM,surname+year,high,0,
2016-11-01,pdf_creation_date (proxy),Colin DeFord,County Council,B,2016,statement,Pre-Election,Colin DeFord — 2016 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/4013/Colin-DeFord,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2016/4013_Colin-DeFord.pdf,text/4013_Colin-DeFord.txt,1279567,a5df323c8efd17a88c863b0370b970366e4f21056f42b9aba99d3d642d35dd6b,4013,delisted_live_by_id,https://web.archive.org/web/20170421172238/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,COLIN DEFORD (REP),surname+year,high,0,
2016-11-01,pdf_creation_date (proxy),Douglas Clyde,County Council,B,2016,statement,Pre-Election,Douglas Clyde — 2016 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/4019/Douglas-Clyde,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2016/4019_Douglas-Clyde.pdf,text/4019_Douglas-Clyde.txt,1539563,09a0df3cfd5ae04ea2d09e1e5ad20c359dfa54cf5b893a0faaf7edc26a95c190,4019,delisted_live_by_id,https://web.archive.org/web/20170421172238/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,DOUG CLYDE (DEM),surname+year,high,0,
2016-12-28,pdf_creation_date (proxy),Douglas Clyde,County Council,B,2016,statement,Post-Election,Douglas Clyde — 2016 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/4305/Doug-Clyde-General-Final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2016/4305_Doug-Clyde-General-Final.pdf,text/4305_Doug-Clyde-General-Final.txt,1681809,f3d8430f5c8f26ba377c282aa4751b4cb65583636a2f344e7a4597e2711c5953,4305,delisted_live_by_id,https://web.archive.org/web/20170421172238/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,DOUG CLYDE (DEM),surname+year,high,0,
2016-10-29,pdf_creation_date (proxy),Glenn J Wright,County Council,E,2016,statement,Pre-Election,Glenn J Wright — 2016 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/4009/Genn-Wright,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2016/4009_Genn-Wright.pdf,text/4009_Genn-Wright.txt,991965,6b401d2fc69cd4178a79437f425a20de49da45ed76f5c2a7701fe9ce3e911fde,4009,delisted_live_by_id,https://web.archive.org/web/20170421172238/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,GLENN J WRIGHT (DEM),surname+year,medium,1,
2016-11-14,pdf_creation_date (proxy),Glenn J Wright,County Council,E,2016,statement,Post-Election,Glenn J Wright — 2016 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/4180/Glenn-Wright_Final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2016/4180_Glenn-Wright_Final.pdf,text/4180_Glenn-Wright_Final.txt,1355223,62bdf1793a0669ae1cdf78413aa3effb6d9579eda8dd4d6fc45b824516d94588,4180,delisted_live_by_id,https://web.archive.org/web/20170421172238/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,GLENN J WRIGHT (DEM),surname+year,high,0,
2016-10-27,pdf_creation_date (proxy),Kim A Carson,County Council,C,2016,statement,Pre-Election,Kim A Carson — 2016 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/3983/Kim-Carson,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2016/3983_Kim-Carson.pdf,text/3983_Kim-Carson.txt,1255860,310cf279a48101fada83841f6f45b2c67f7d7df228c5ecded10bd4a7b6474c06,3983,delisted_live_by_id,https://web.archive.org/web/20170421172238/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,KIM A CARSON (DEM),surname+year,high,0,
2016-12-12,pdf_creation_date (proxy),Kim A Carson,County Council,C,2016,statement,Post-Election,Kim A Carson — 2016 Summit County campaign financial report (Post-Election),https://www.summitcountyutah.gov/DocumentCenter/View/4279/Kim-Carson-2016-Final,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2016/4279_Kim-Carson-2016-Final.pdf,text/4279_Kim-Carson-2016-Final.txt,378542,dd57f3e737bdc7d6e9be690d8e76c08c81b087cac1bc218dc609021bbe847547,4279,delisted_live_by_id,https://web.archive.org/web/20170421172238/http://www.co.summit.ut.us/536/Financial-Reports,elections_join,KIM A CARSON (DEM),surname+year,high,0,
2016-09-23,pdf_creation_date (proxy),Roger Armstrong,County Council,A,2016,statement,Pre-Election,Roger Armstrong — 2016 Summit County campaign financial report (Pre-Election),https://www.summitcountyutah.gov/DocumentCenter/View/3806/Roger-Armstrong,2026-08-01,scanned,embedded OCR text layer (pdftotext -layout),raw/2016/3806_Roger-Armstrong.pdf,text/3806_Roger-Armstrong.txt,220977,e98b985f9b9e9777762e143c84ae3749b59a2361ace49d50149015086caa58f8,3806,delisted_live_by_id,https://web.archive.org/web/20170421172238/http://www.co.summit.ut.us/536/Financial-Reports,filing_text,ROGER ARMSTRONG (DEM),surname+year,medium,1,
