source_file,channel,election,url,bytes,sha256,retrieved,notes
raw/ev/ev-juab-2023-Nov-General-item-6c47e167-4cbc-4b2f-9f14-993d2ef6f4ca.json,C Enhanced Voting API,2023 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/2023-Nov-General/ballot-items/6c47e167-4cbc-4b2f-9f14-993d2ef6f4ca,8359,9c84d0a4e9e6d26f4f52d5bc8d8a6a8b174e9f165ec622999465e26a32d8f21c,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-2023-Nov-General-item-75b771d8-868a-405f-8ae2-be665ecacb7d.json,C Enhanced Voting API,2023 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/2023-Nov-General/ballot-items/75b771d8-868a-405f-8ae2-be665ecacb7d,4046,cb1773da680f9c27164fde579e93d8e5f41a535badb9f46b922206cdcc037977,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-2023-Nov-General-item-7d7405ca-4b4d-43e0-a150-9f6941e7cd84.json,C Enhanced Voting API,2023 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/2023-Nov-General/ballot-items/7d7405ca-4b4d-43e0-a150-9f6941e7cd84,16591,c1974c7f82e261b2b08f8f84b2a3f6a144e89188e20483a52d83b36e29f51b3b,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-2023-Nov-General-item-94d62585-be3e-4036-baa5-df7d28803f45.json,C Enhanced Voting API,2023 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/2023-Nov-General/ballot-items/94d62585-be3e-4036-baa5-df7d28803f45,4094,fc59a270b9cad362fb02c10130376b3d06b1c4af20d52a4fc108fdacb664db86,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-2023-Nov-General-item-f1b55944-74a8-40e5-87d9-a20c039a3ac8.json,C Enhanced Voting API,2023 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/2023-Nov-General/ballot-items/f1b55944-74a8-40e5-87d9-a20c039a3ac8,40031,42abf9487fa03010456acbee906a28cfb73ac93da181ba4dae1df6e28dbcb3ae,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-Primary06232026-ballot-items.json,C Enhanced Voting API,2026 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/Primary06232026/ballot-items,9742,e35f51b3eb5a6fdff672d6695f0c2e8befc9c7fad940688048a3a3bfc0649ae9,2026-07-20,ballot-items list
raw/ev/ev-juab-Primary06232026-item-01000000-eb21-3487-6077-08decca65fca.json,C Enhanced Voting API,2026 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/Primary06232026/ballot-items/01000000-eb21-3487-6077-08decca65fca,35393,63c5c9f6d75a90934fdf92d6e6e9caa26e6561a721d946266cbf7850b566968f,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-Primary06232026-item-01000000-eb21-3487-63b0-08decca65fca.json,C Enhanced Voting API,2026 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/Primary06232026/ballot-items/01000000-eb21-3487-63b0-08decca65fca,33819,34d84d87af30b0a2cc34489c97b3350e58bd8f5b7e68004e516758635a72abb7,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-Primary06232026-item-01000000-eb21-3487-64a0-08decca65fca.json,C Enhanced Voting API,2026 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/Primary06232026/ballot-items/01000000-eb21-3487-64a0-08decca65fca,33666,96f0a366a826e850c475a3ff9969fb06116e1c59e070cae10b1baa2c1cad389a,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-Primary06232026-item-01000000-eb21-3487-6590-08decca65fca.json,C Enhanced Voting API,2026 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/Primary06232026/ballot-items/01000000-eb21-3487-6590-08decca65fca,33774,cb10cbcbac34a73c48281776b7735c18f558c48e02dfc5ef0761b0aeeac52fbc,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-Primary06232026-item-01000000-eb21-3487-f31a-08decca65fc9.json,C Enhanced Voting API,2026 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/Primary06232026/ballot-items/01000000-eb21-3487-f31a-08decca65fc9,6192,cb199a09ed332a78ea5414298e5f5efae7abc6e30787d0abb261bbb317d5d1f1,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-ballot-items.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items,18866,34b70e2fcd90e5bb05994453a0c397868c0437639c708d8bcaccde6db1fa6645,2026-07-20,ballot-items list
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5459-08de10064808.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-5459-08de10064808,5511,0e6a45d30e280d1b5efdc545a599d4163e709cb83cc66d235c2341779e63c0c7,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-55ab-08de10064808.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-55ab-08de10064808,3395,0ad9f4ac2269449e18249e6a9c29c54cb302717db5efc3f3a028679b41c1f20c,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-5617-08de10064808.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-5617-08de10064808,5801,9ebd543211a1fc1c23038f83fdf8d0402f7e7b1e65a11da788620bc893b7fac9,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-56a4-08de10064808.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-56a4-08de10064808,4238,c4f1a4d1a914b6bbe0c4add7a971bbdaef2f550b6a799a18a45c843d56384f32,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6193-08de10064808.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-6193-08de10064808,11428,76ae8830da73f83342c9ac78e6a9468066202b7de8759fd30205d23f3939225d,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6286-08de10064808.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-6286-08de10064808,2369,c62181afeb5d212055e6997a07300013e7d0ae5c07a612a17c54d587d9283408,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-62f9-08de10064808.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-62f9-08de10064808,3927,6a78a87be5a6d3a29f81fc048ee0d566890aa14478ba2ea0b0a1d0753431d70a,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6385-08de10064808.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-6385-08de10064808,5538,d3b8c5c1f456be2e397c28bc3b2614247afd45cb6b045b11cc6e97466c8ab138,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-6405-08de10064808.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-6405-08de10064808,11491,fd5f6238c407de0a2682d2b18c3394596754a5b8985cab2f532a6fbc9054ff70,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11042025-item-01000000-e857-63d6-fb40-08de10064807.json,C Enhanced Voting API,2025 municipal general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11042025/ballot-items/01000000-e857-63d6-fb40-08de10064807,2343,adf8176b71155424dd033b6018a7906dd9a29369f88c1bc7a0725c6f931394f4,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-ballot-items.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items,55378,fe7e8fc9aefeb4ecdebbf971e9079112230596d2c3054520027a417a60b4f5fa,2026-07-20,ballot-items list
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-1b55-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-1b55-08dce8b6fa4b,205094,94eb453872a312eac5c5518b9d1c335151f830031e8a8e88f7ede658d0f503dd,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-96be-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-96be-08dce8b6fa4b,61251,f723b44f434b2698c386a9f7e4b6e861b96100effede297055675b236203f564,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-98cf-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-98cf-08dce8b6fa4b,20713,bff8b505337459b56cc54812c5b1058232f176b8bcf0958a4966d94ddb1acee1,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-99fe-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-99fe-08dce8b6fa4b,41313,b4bde7788ac4fb6a6013dbefd0aca188ce3ad1932831b4eccaebcc620547906d,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9b70-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-9b70-08dce8b6fa4b,95918,8e71f15e64fc5843259681ddb18ac1388d55eca8101a0dd340a1af78a594a3e8,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9d7f-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-9d7f-08dce8b6fa4b,68133,6d239486ff5a20b3157b8ae02a63fbe2a04991cc16a9e8935d099b7b7bc37f4f,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-9f5d-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-9f5d-08dce8b6fa4b,44278,af8fe1fbe5cfb5864dec9c1256d4244453f5c58dc1e863cae72d6c6ff0079fa6,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a0a4-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a0a4-08dce8b6fa4b,44126,37104de5eb6056854215ee1c2f5eefad0e3ca72e16ecbc43b7a3f942537799ce,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a1d4-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a1d4-08dce8b6fa4b,19093,01ea115757a51223fb4ffa12870f716b5e213610559813d6a3f9e20e62e0a56f,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a276-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a276-08dce8b6fa4b,5539,f785b611922c192e90c50bb901d0aa3ef040246028761b4494e51a918f36b5a7,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a2fd-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a2fd-08dce8b6fa4b,17721,782d3654f565b1d7929b4a4a9cb72c6108e4297c1c8ff3305f0d28cd19bab2cc,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a399-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a399-08dce8b6fa4b,20666,09bb88629771c039f6dbfa772e0bed5b5a5dff779f0142e14571f8f707cf2ff9,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a428-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a428-08dce8b6fa4b,20445,3d81f2ced7f58c64fb4515bc27b0e4daedfeca83eee85ea64d2702cdc1a326ba,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a4bc-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a4bc-08dce8b6fa4b,20726,2e22cd5fd933a6f8ae163411d739f77d8676f80e4a8a6a81377449901d337671,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a557-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a557-08dce8b6fa4b,20538,8d942521dc3db9877fefb74499a4a0256ce7bdcb016ad7b078ebf7eab143653a,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a5e4-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a5e4-08dce8b6fa4b,9882,1217a442d0135821c924d32e8fbfcb0f33bbe1ff59b67bb1e1de96969e796866,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a6bd-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a6bd-08dce8b6fa4b,4237,647375627f340657aba55a250b220a5ae7892b414a1f83f54b4ade0f47e8aa85,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a715-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a715-08dce8b6fa4b,2222,0f69750113437347f7315ef8244a2799eeb9b43e0b6e0a2ef45ba5c20c10f507,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a760-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a760-08dce8b6fa4b,1554,279583f5c19ead063bed768513a0b8e6f6379566610541e6e205ea2e4d153027,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a7a6-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a7a6-08dce8b6fa4b,1556,3a321ed448e72b55083e1946a56e04651d57ccea4221f904606226470eb0dd59,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a7e6-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a7e6-08dce8b6fa4b,2344,f814c73f4bfbdbe51164607474e3ba534a66eb8f07a7c985609c31030c8bad71,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a83d-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a83d-08dce8b6fa4b,31766,df3f4809eec5939e92e351873dd8aec6f060cd9f627802bb54add7e85d7a1291,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a91e-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a91e-08dce8b6fa4b,31763,c942b1dba3812801223bb154127061f1f59e027318f712c22c4ce0c249d48a3c,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-a9ff-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-a9ff-08dce8b6fa4b,31791,6142f7aba758e5c577822f87e1a36c78ad48ba1fc940bdaabee2d769eee182ee,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-aade-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-aade-08dce8b6fa4b,31790,48200dea344b1111a025cb3c982d4add0ee42c5ea66594c5f6331d820f230047,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-abb9-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-abb9-08dce8b6fa4b,31795,0855e69cba518763fb49d73cda17551b64fa3715b300a8e7502998c15cdc8aac,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-acb3-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-acb3-08dce8b6fa4b,31788,e66755f74871addad7bcf1dd31f07a82c719750e46e90fd813e36382bae0d39c,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ad95-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-ad95-08dce8b6fa4b,31787,20f051e19e7371578d442c95cb1b22a56e0606791a401c72602503f9198bd449,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-ae74-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-ae74-08dce8b6fa4b,31788,2d122ac5bb1062fa5503e185cf4eac94b7231772ad4be0402b1d576713114957,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-af4d-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-af4d-08dce8b6fa4b,31798,eae015b9f456a6dce94665cc683f38ef1b963d9b54d5074f46d223e8b9229b55,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-b036-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-b036-08dce8b6fa4b,31626,6d737526344eaa1a58261b2a916e5da529287f5064a0daa37f1d373e7825fe8a,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-b205-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-b205-08dce8b6fa4b,31859,714481376e2aafac671cb6a23704c0498de409b79e9c17005e5e1a1d49e3580d,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-general11052024-item-01000000-a212-ee10-b2e2-08dce8b6fa4b.json,C Enhanced Voting API,2024 general,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/general11052024/ballot-items/01000000-a212-ee10-b2e2-08dce8b6fa4b,31850,637a969199c60f46186e335091f023360265396f11b89948c5cc1177d287c75e,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-primary06252024-ballot-items.json,C Enhanced Voting API,2024 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/primary06252024/ballot-items,11045,7275697ac15e83bc792b0242de370db03c6e643cb875a11714db675f990ef3d5,2026-07-20,ballot-items list
raw/ev/ev-juab-primary06252024-item-0acd817e-c134-44d2-83b9-ba67075bb846.json,C Enhanced Voting API,2024 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/primary06252024/ballot-items/0acd817e-c134-44d2-83b9-ba67075bb846,57426,421288f7b2e3451f110e49b3f1d8af8d58e06b2e01092715d9025bdbbae911fd,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-primary06252024-item-517c8e1d-e343-4406-8fa9-d8a2aaa41b48.json,C Enhanced Voting API,2024 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/primary06252024/ballot-items/517c8e1d-e343-4406-8fa9-d8a2aaa41b48,32572,9d0e05d01d139aae70d8d2d336bde3e5107fb534ffcea2115491a959dab23e05,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-primary06252024-item-61aecc66-c5e4-4066-a9ef-d3078676b28a.json,C Enhanced Voting API,2024 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/primary06252024/ballot-items/61aecc66-c5e4-4066-a9ef-d3078676b28a,11880,ede23a3659869a898cc4a0d1b74cbe8a51900a3d86af417a90f5c43a11306033,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-primary06252024-item-7f504d1e-6a01-468a-8667-c8db03095ac3.json,C Enhanced Voting API,2024 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/primary06252024/ballot-items/7f504d1e-6a01-468a-8667-c8db03095ac3,33297,450118789e730439b0f284a1bda6682bb98c33f0ce59888d8ee8b2f7a64c5f5d,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-primary06252024-item-8041e376-1065-4cbd-8886-4b57eb4d5d3a.json,C Enhanced Voting API,2024 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/primary06252024/ballot-items/8041e376-1065-4cbd-8886-4b57eb4d5d3a,44014,f08f1ca52fdc414b1962eae54d0d97d04212772ce4be03967ffca8f0e7a7ebfe,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-primary06252024-item-a342831e-7013-4366-a148-5f758d3a226d.json,C Enhanced Voting API,2024 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/primary06252024/ballot-items/a342831e-7013-4366-a148-5f758d3a226d,32040,719f7fa7f48cc5a7a999c95fc100b7abc14a03766f619df968752c3b013be126,2026-07-20,per-contest precinct breakdown
raw/ev/ev-juab-primary06252024-item-bdc2fb5c-842c-44b4-a6f6-26d2e60bd4e5.json,C Enhanced Voting API,2024 primary,https://electionresults.utah.gov/results/public/api/elections/juab-county-ut/primary06252024/ballot-items/bdc2fb5c-842c-44b4-a6f6-26d2e60bd4e5,27963,d2ea68128503a4245fa1feedbf48cf9ac424445ff2e4c334aa4a65795b4dc2f8,2026-07-20,per-contest precinct breakdown
